N	2gram	Berdyaev_N	Problema
122	он и	1	16
123	для этого	2	16
124	но все	1	16
125	к тому	3	16
126	с этим	2	15
127	в чем	1	15
128	в той	1	15
129	у него	2	15
130	что не	1	15
131	и более	1	15
132	людей и	1	14
133	что все	2	14
134	с другими	1	14
135	сих пор	1	14
136	а это	1	14
137	в котором	1	14
138	до сих	1	14
139	за пределы	3	14
140	же и	1	13
141	из них	1	13
142	сами по	1	13
143	всегда есть	1	13
144	в области	1	13
145	который в	2	13
146	уже давно	1	13
147	мы в	1	13
148	с одной	2	12
149	в которой	1	12
150	время как	2	12
151	для них	1	12
152	то время	1	12
153	и очень	1	12
154	что этот	1	12
155	в смысле	2	12
156	нет никакого	1	11
157	жизни в	3	11
158	свидетельствует о	1	11
159	одной стороны	2	11
160	к нему	1	11
161	что его	1	11
162	не могут	1	11
163	и у	1	11
164	мы говорим	2	11
165	в истории	3	11
166	и во	1	11
167	вообще не	1	11
168	и их	1	11
169	но он	1	10
170	все еще	1	10
171	и которые	1	10
172	все время	2	10
173	быть только	1	10
174	он в	1	10
175	не имеют	2	10
176	с собой	1	9
177	их в	1	9
178	вопрос о	3	9
179	нет и	2	9
180	то он	1	9
181	она не	3	9
182	в жизни	5	9
183	только для	1	9
184	не был	1	9
185	и до	1	9
186	это было	3	9
187	человеческой жизни	1	9
188	во всем	1	8
189	нас и	1	8
190	и весь	2	8
191	конечно не	3	8
192	но для	2	8
193	от этого	1	8
194	с ее	5	8
195	из этих	1	8
196	только потому	1	8
197	значение в	1	8
198	еще в	1	8
199	в период	1	8
200	для всех	1	8
201	и нет	1	8
202	но ведь	1	8
203	себе и	1	8
204	не значит	3	8
205	в силу	1	8
206	и особенно	1	8
207	и этот	1	8
208	это уже	1	8
209	он есть	1	8
210	говорим о	1	8
211	во все	1	7
212	в значительной	1	7
213	все в	1	7
214	для чего	2	7
215	жизни а	1	7
216	оно не	1	7
217	перейти к	3	7
218	в такой	1	7
219	в это	1	7
220	есть по	1	7
221	по преимуществу	1	7
222	же как	2	7
223	в советской	1	7
224	не на	1	7
225	все они	2	7
226	в основе	3	7
227	времени и	2	7
228	и а	1	7
229	друг друга	1	7
230	в эпоху	9	7
231	мира и	2	7
232	может иметь	1	7
233	философии и	1	6
234	не всегда	1	6
235	от всякого	2	6
236	или не	1	6
237	по своей	1	6
238	жизнь в	1	6
239	в статье	1	6
240	под этим	1	6
241	том смысле	1	6
242	зависимости от	1	6
243	но оно	1	6
244	могут быть	2	6
245	людей в	1	6
246	но она	2	6
247	есть и	1	6
248	к ней	1	6
249	ведь и	2	6
250	есть прежде	1	6
251	гораздо больше	1	6
252	перестает быть	4	6
253	и того	1	6
254	как на	1	6
255	в зависимости	1	6
256	нельзя сказать	1	6
257	не знает	6	6
258	в новое	3	6
259	во время	1	6
260	в известном	1	6
261	ни к	2	6
262	с его	6	6
263	есть принцип	1	6
264	есть уже	1	6
265	по существу	2	6
266	нового времени	12	6
267	та или	1	6
268	все другие	1	6
269	не к	2	6
270	xix и	4	5
271	людей но	1	5
272	есть результат	1	5
273	вот что	1	5
274	в этот	1	5
275	и когда	1	5
276	и еще	1	5
277	не больше	1	5
278	на себя	1	5
279	или иная	1	5
280	я не	2	5
281	будет сказать	1	5
282	человеческого духа	1	5
283	подобно тому	3	5
284	о самом	1	5
285	ничем не	1	5
286	и вся	1	5
287	и хочет	1	5
288	человека в	1	5
289	человека и	3	5
290	уже во	1	5
291	все что	1	5
292	из всех	1	5
293	нужно считать	1	5
294	в каких	1	5
295	и общества	2	5
296	с большим	1	5
297	себя в	2	5
298	том чтобы	2	5
299	должно быть	4	5
300	одна из	2	5
301	чтобы понять	1	5
302	в нее	1	5
303	и начала	2	5
304	не знал	2	5
305	ли он	1	5
306	знает что	1	5
307	или к	1	5
308	нет ни	1	5
309	они не	1	5
310	том числе	1	5
311	не для	1	5
312	тому как	3	5
313	от того	1	5
314	лишь в	6	5
315	не хочет	1	4
316	в духе	3	4
317	ни одна	2	4
318	в мир	1	4
319	я могу	1	4
320	не могли	2	4
321	говорим что	1	4
322	если нет	2	4
323	к ним	3	4
324	мы конечно	1	4
325	зачем же	1	4
326	в эту	1	4
327	в одну	2	4
328	к преодолению	3	4
329	от нее	1	4
330	особого рода	1	4
331	можно назвать	2	4
332	это время	1	4
333	нет в	1	4
334	и пр	3	4
335	в свою	1	4
336	не быть	1	4
337	с их	2	4
338	от своих	1	4
339	на нее	1	4
340	и совсем	1	4
341	нас к	1	4
342	отличие от	1	4
343	числе и	1	4
344	огромное значение	1	4
345	в каком-то	1	4
346	к этой	1	4
347	равно как	2	4
348	логики и	1	4
349	переходит в	1	4
350	должен быть	5	4
351	наряду с	3	4
352	духа и	3	4
353	этот мир	2	4
354	xix века	5	4
355	свободы и	2	4
356	смысле и	1	4
357	и она	1	4
358	и вместе	1	4
359	вопроса о	1	4
360	бы к	1	4
361	в человеческом	1	4
362	в сущности	1	4
363	себя и	1	4
364	который и	1	4
365	новое время	4	4
366	на путях	2	4
367	перед собой	1	4
368	на это	1	4
369	бы он	1	4
370	более не	2	3
371	они являются	1	3
372	не столько	1	3
373	мир и	2	3
374	времени в	2	3
375	что вся	1	3
376	формальной логики	1	3
377	всего как	1	3
378	во времена	1	3
379	чего он	1	3
380	в атмосфере	1	3
381	не будут	2	3
382	и мы	4	3
383	есть еще	1	3
384	того и	1	3
385	есть своя	1	3
386	сами не	1	3
387	но можно	1	3
388	эти слова	1	3
389	них не	1	3
390	был в	1	3
391	и общественной	5	3
392	на нем	1	3
393	разобраться в	1	3
394	что нет	1	3
395	который не	1	3
396	к той	1	3
397	в природе	2	3
398	но тут	1	3
399	мысли и	2	3
400	и заключается	2	3
401	он часто	1	3
402	в новой	7	3
403	от других	1	3
404	было и	1	3
405	будет уже	2	3
406	в отличие	1	3
407	в мировой	2	3
408	не во	4	3
409	в свои	2	3
410	что будет	1	3
411	в силах	1	3
412	это конечно	1	3
413	и человека	1	3
414	и жизни	1	3
415	не хотел	1	3
416	одного и	1	3
417	место в	2	3
418	но я	2	3
419	получает свое	1	3
420	которая в	1	3
421	а во-вторых	1	3
422	вот почему	2	3
423	имея в	1	3
424	когда она	1	3
425	говорит что	1	3
426	превращается в	1	3
427	всего что	1	3
428	вернуться к	2	3
429	быть в	2	3
430	смысле как	1	3
431	весь мир	1	3
432	а к	1	3
433	имеют никакого	1	3
434	в последние	1	3
435	ли это	2	3
436	известном смысле	1	3
437	речи о	1	3
438	должна быть	3	3
439	на ее	1	3
440	и должно	2	3
441	самой жизни	2	3
442	истории в	5	3
443	не ставит	2	3
444	в россии	3	3
445	оно есть	1	3
446	земли и	1	3
447	в образе	1	3
448	общества в	1	3
449	он может	1	3
450	будет в	1	3
451	формы и	2	3
452	в более	1	3
453	выходит за	1	3
454	всего мира	1	3
455	жизни это	1	3
456	человека это	1	3
457	помнить что	2	3
458	мысли в	2	3
459	еще до	2	3
460	она должна	1	3
461	только так	1	3
462	думать что	2	3
463	и всех	1	3
464	нуждается в	1	3
465	женщины в	1	2
466	возможны только	1	2
467	истинного бога	2	2
468	и имеет	1	2
469	и такое	1	2
470	нам суждено	1	2
471	сам собой	1	2
472	уже нет	1	2
473	нужно будет	1	2
474	тогда не	1	2
475	но во	1	2
476	и начал	1	2
477	в прошлом	3	2
478	в существе	1	2
479	что само	1	2
480	тут нет	1	2
481	жизни с	1	2
482	ближе к	1	2
483	в гг	1	2
484	они будут	1	2
485	в будущем	2	2
486	большинстве случаев	1	2
487	сказать мы	1	2
488	войне и	1	2
489	не означает	3	2
490	более всего	1	2
491	время когда	1	2
492	перед лицом	1	2
493	сторон жизни	1	2
494	не случайно	1	2
495	сам этот	1	2
496	должны быть	1	2
497	большую роль	4	2
498	том и	2	2
499	о природе	1	2
500	общество и	1	2
501	рода и	1	2
502	жизни мы	1	2
503	к своим	1	2
504	вступает в	1	2
505	россии в	1	2
506	не имел	1	2
507	жизни не	3	2
508	своего рода	1	2
509	есть такой	1	2
510	ее на	1	2
511	зависит от	2	2
512	сам человек	1	2
513	очень долго	1	2
514	слова а	1	2
515	к самой	2	2
516	это всегда	1	2
517	от всех	1	2
518	нет у	1	2
519	как результат	1	2
520	на них	1	2
521	и всеми	1	2
522	случае если	1	2
523	то нет	1	2
524	не с	1	2
525	во многом	1	2
526	дня и	3	2
527	такой же	2	2
528	человек не	1	2
529	оставить в	1	2
530	становится в	1	2
531	ночь и	1	2
532	бога в	1	2
533	познания и	2	2
534	в средневековой	1	2
535	вопрос этот	1	2
536	духа в	2	2
537	роль в	2	2
538	и сейчас	1	2
539	силы и	2	2
540	все свои	1	2
541	будет и	2	2
542	жизни как	2	2
543	верить в	3	2
544	человеческого общества	1	2
545	революции и	3	2
546	нем не	1	2
547	еще достаточно	1	2
548	конечно есть	1	2
549	в состоянии	1	2
550	том случае	1	2
551	который составляет	1	2
552	и никакой	1	2
553	как например	1	2
554	у в	1	2
555	был уже	1	2
556	отпадения от	1	2
557	стремится к	3	2
558	ни за	1	2
559	она сама	1	2
560	в ночи	3	2
561	от жизни	1	2
562	а по	1	2
563	но также	1	2
564	власти и	1	2
565	и ночи	2	2
566	необходимой для	1	2
567	и отдельных	1	2
568	для настоящего	1	2
569	не должно	1	2
570	в ночь	1	2
571	а во	1	2
572	основанная на	1	2
573	возможно было	1	2
574	только одна	1	2
575	с богом	1	2
576	другой же	1	2
577	а на	1	2
578	отказаться от	1	2
579	этого не	1	2
580	в глубине	1	2
581	чтобы быть	1	2
582	все категории	2	2
583	за его	1	2
584	но такого	1	2
585	прогресса и	1	2
586	переходе от	2	2
587	на всех	1	2
588	если взять	1	2
589	россии и	1	2
590	него и	1	2
591	слова в	1	2
592	также еще	1	2
593	к новому	7	2
594	все более	1	2
595	был и	1	1
596	в центре	2	1
597	имеют уже	1	1
598	вопросу о	1	1
599	символики которая	1	1
600	будут не	3	1
601	на смену	1	1
602	по природе	1	1
603	не хотят	2	1
604	а возможно	1	1
605	эти черты	1	1
606	власть этого	1	1
607	никакого содержания	1	1
608	ночь как	1	1
609	обращения к	1	1
610	надеждой и	1	1
611	человека не	1	1
612	пустоте и	1	1
613	будет употреблять	1	1
614	из их	1	1
615	народные массы	4	1
616	было то	1	1
617	от мирового	1	1
618	природе к	1	1
619	не ставится	1	1
620	более высокому	1	1
621	и формы	2	1
622	переход от	1	1
623	же так	1	1
624	в основу	1	1
625	свободными от	1	1
626	противоположного характера	1	1
627	которыми так	1	1
628	и объединения	1	1
629	есть грех	1	1
630	искусство не	1	1
631	к ее	3	1
632	должны стремиться	1	1
633	римской империи	1	1
634	востока и	1	1
635	эпохи не	1	1
636	которая должна	1	1
637	предметности в	1	1
638	как другие	1	1
639	системы это	1	1
640	и красота	1	1
641	всякой критики	1	1
642	к себе	1	1
643	это я	1	1
644	этом ничем	1	1
645	процесс возникновения	1	1
646	своей неотвратимой	1	1
647	не должна	1	1
648	вопрос для	1	1
649	природу и	1	1
650	века не	1	1
651	xviii века	2	1
652	еще при	1	1
653	характер и	1	1
654	xx веков	3	1
655	цивилизации и	1	1
656	тайной жизни	1	1
657	в употреблении	2	1
658	к вопросу	1	1
659	и быть	1	1
660	свои права	2	1
661	личность в	2	1
662	средние века	7	1
663	в наше	3	1
664	и философы	1	1
665	смысле о	1	1
666	он находится	1	1
667	мы опять	1	1
668	характерны для	1	1
669	моря и	1	1
670	к такой	1	1
671	не были	1	1
672	не могла	2	1
673	других людей	1	1
674	сами эти	1	1
675	историческую эпоху	1	1
676	и другая	1	1
677	освобождение и	1	1
678	и революции	2	1
679	писатели и	1	1
680	возможно что	1	1
681	системы этот	1	1
682	хотя сама	1	1
683	слишком далеко	1	1
684	процессы в	1	1
685	на место	1	1
686	этой системе	1	1
687	ставит никаких	1	1
688	в глубину	1	1
689	до начала	1	1
690	шекспира и	1	1
691	это одна	1	1
692	символы знаки	1	1
693	также что	1	1
694	и счастья	1	1
695	творчества и	1	1
696	часто не	1	1
697	не сознавать	1	1
698	в истинном	1	1
699	для сознания	1	1
700	к таким	1	1
701	привела бы	1	1
702	я хочу	1	1
703	мыслей и	1	1
704	я ищу	3	1
705	очень любят	1	1
706	на их	1	1
707	что вообще	1	1
708	которую она	2	1
709	эпоху и	1	1
710	борьба и	2	1
711	времени он	1	1
712	особенно для	1	1
713	заложенных в	1	1
714	он требует	1	1
715	что никаких	1	1
716	бог и	1	1
717	действует но	1	1
718	быть не	1	1
719	по многим	1	1
720	ночи у	1	1
721	народов и	1	1
722	в которую	1	1
723	но сам	1	1
724	истории и	9	1
725	учит нас	1	1
726	человек нового	1	1
727	вот этот	1	1
728	живое и	1	1
729	свободу от	1	1
730	бы сказать	1	1
731	необходимо перейти	1	1
732	мысли но	1	1
733	в религии	2	1
734	движения к	1	1
735	которым оно	1	1
736	небом и	1	1
737	во времени	1	1
738	которые они	1	1
739	к содержанию	2	1
740	мыслить как	1	1
741	к лицу	3	1
742	окончательно и	1	1
743	же стороны	1	1
744	мир в	1	1
745	бог так	1	1
746	для нового	2	1
747	пришли к	1	1
748	эпоху когда	2	1
749	русской революции	2	1
750	получает все	1	1
751	иллюзией и	1	1
752	жизни все	2	1
753	может остаться	1	1
754	нельзя будет	1	1
755	к ночи	1	1
756	русской империи	1	1
757	он конечно	1	1
758	и техники	1	1
759	что сами	1	1
760	в познании	1	1
761	долгое время	1	1
762	нового типа	2	1
763	далеко еще	1	1
764	стремление к	2	1
765	к единству	1	1
766	есть гораздо	1	1
767	с господством	1	1
768	ней нет	1	1
769	связаны с	2	1
770	ему не	1	1
771	перестала быть	1	1
772	и xx	4	1
773	возвращается к	2	1
774	своей природе	1	1
775	может идти	1	1
776	символична в	1	1
777	то нужно	1	1
778	не по	1	1
779	в философском	1	1
780	когда само	1	1
781	не через	1	1
782	освобождение от	1	1
783	империи и	1	1
784	своей основе	1	1
785	мгновение в	1	1
786	да конечно	1	1
787	явление в	1	1
788	на путь	1	1
789	не верит	1	1
790	одно государство	1	1
791	понять что	1	1
792	бытия и	1	1
793	человеческого но	1	1
794	к идее	1	1
795	мир не	1	1
796	содержания жизни	1	1
797	мышления не	1	1
798	рушится и	1	1
799	средних веков	1	1
800	или нет	1	1
801	быть может	4	1
802	между небом	1	1
803	имеет никакой	1	1
804	свое и	1	1
805	а белый	1	1
806	это должно	1	1
807	чтобы эти	1	1
808	хаоса в	1	1
809	к более	2	1
810	давно уже	1	1
811	и творчества	2	1
812	место более	1	1
813	дурной бесконечности	1	1
814	жили в	1	1
815	символы а	1	1
816	богов он	1	1
817	в какие	1	1
818	и материального	2	1
819	устарели и	1	1
820	вступаем в	4	1
821	духовной жизни	2	1
822	заключается что	2	1
823	до революции	1	1
824	которых не	2	1
825	существу своему	1	1
826	было такого	3	1
827	оно существует	1	1
828	христианского бога	1	1
829	в средние	3	1
830	установить что	1	1
831	ней и	1	1
832	еще по	1	1
833	они сами	1	1
834	времени а	1	1
835	во франции	1	1
836	на протяжении	2	1
837	к одному	1	1
838	смысле в	1	1
839	весь смысл	1	1
840	и небытия	1	1
841	и ярче	1	1
842	силы над	2	1
843	каждого человека	2	1
844	возникают не	1	1
845	не их	1	1
846	за право	1	1
847	в мире	3	1
848	должно было	2	1
849	лишь для	1	1
850	нам предстоит	1	1
851	всех народов	1	1
852	всех своих	1	1
853	совершенно неверна	1	1
854	но до	1	1
855	который есть	1	1
856	прогресс и	1	1
857	и общего	1	1
858	оба они	1	1
859	в космосе	1	1
860	бога и	3	1
861	с идеями	1	1
862	путь на	1	1
863	ни одно	1	1
864	из глубины	2	1
865	положительные черты	1	1
866	внутри которого	1	1
867	наше время	4	1
868	и рождается	1	1
869	красота и	1	1
870	революции мы	1	1
871	эпоху падения	1	1
872	существования и	1	1
873	с душой	1	1
874	жизни должен	2	1
875	погружается в	1	1
876	природе и	2	1
877	и из	1	1
878	нашего времени	2	1
879	от этой	1	1
880	сама жизнь	2	1
881	значение все	1	1
882	сами могут	1	1
883	она становится	1	1
884	как не	8	1
885	общества мы	1	1
886	споры о	2	1
887	а само	1	1
888	он погружается	1	1
889	которые могут	1	1
890	в xix	1	1
891	национальные и	1	1
892	восстания и	1	1
893	этот символизм	1	1
894	который я	1	1
895	самоутверждения и	2	1
896	эта символическая	1	1
897	свободно а	1	1
898	дальше и	1	1
899	есть вопрос	1	1
900	до мировой	3	1
901	истории все	2	1
902	от старого	2	1
903	связана с	2	1
904	не хочу	1	1
905	вступление в	1	1
906	но под	1	1
907	этот переход	1	1
908	русский народ	1	1
909	и противопоставлять	1	1
910	стихии и	1	1
911	в обществе	2	1
912	это показывает	1	1
913	человечества и	1	1
914	это порождение	1	1
915	существование его	1	1
916	к новой	1	1
917	этих терминов	1	1
918	и прогрессивных	1	1
919	и было	2	1
920	о человеке	1	1
921	этого она	1	1
922	над этой	1	1
923	же мере	1	1
924	и зло	1	1
925	переход к	2	1
926	настоящего и	1	1
927	себе если	1	1
928	человеческом обществе	1	1
929	она порождает	2	1
930	старого мира	3	1
931	огромного напряжения	1	1
932	особого типа	1	1
933	и исключительно	1	1
934	и начинается	2	1
935	существе своем	1	1
936	мира а	2	1
937	к жизни	3	1
938	во имя	15	1
939	в новом	2	1
940	и оно	1	1
941	напряжения человеческого	1	1
942	вселенной а	1	1
943	войны и	2	1
944	и просвещения	1	1
945	стремиться к	2	1
946	идеями и	1	1
947	будущее и	1	1
948	жизни для	1	1
949	не могу	1	1
950	к старой	1	1
951	бытия в	2	1
952	есть всегда	1	1
953	к тем	1	1
954	совершенно невозможно	1	1
955	что образ	1	1
956	сторона есть	1	1
957	в большинстве	1	1
958	и явления	1	1
959	нужно помнить	1	1
960	вечности но	1	1
961	в категориях	2	1
962	и нами	1	1
963	всякого содержания	1	1
964	сказать ни	1	1
965	но дух	1	1
966	самом себе	1	1
967	перейти от	3	1
968	начала революции	1	1
969	в эти	1	1
970	путей для	1	1
971	средневекового типа	1	1
