N	2gram	Propp_Isto	TeoriaLi
369	можно назвать	1	1
370	связей с	2	1
371	вопросу о	1	1
372	его за	2	1
373	развития но	1	1
374	представляют собой	5	1
375	что это	6	1
376	с ним	9	1
377	тем как	1	1
378	никак не	2	1
379	в другой	3	1
380	говорит о	2	1
381	упала на	1	1
382	его под	1	1
383	те же	2	1
384	не как	1	1
385	с ума	1	1
386	представлений о	4	1
387	и делает	2	1
388	в результате	1	1
389	с появлением	6	1
390	то с	1	1
391	чистом виде	1	1
392	противоречие с	1	1
393	с собой	7	1
394	и вполне	1	1
395	отдельно от	1	1
396	всегда имеются	1	1
397	сравнении с	1	1
398	не сможет	1	1
399	должен был	2	1
400	их не	3	1
401	случаях оказывается	1	1
402	не случайна	1	1
403	чтобы в	1	1
404	начинается с	4	1
405	стоит в	3	1
406	он уже	1	1
407	до этого	1	1
408	от одного	1	1
409	однако что	1	1
410	о мире	1	1
411	с ней	4	1
412	в наших	1	1
413	смысла и	1	1
414	мысль о	1	1
415	античности в	1	1
416	должен обладать	1	1
417	тем что	11	1
418	от всего	1	1
419	из всего	3	1
420	и действительно	4	1
421	и пусть	1	1
422	то время	4	1
423	см в	2	1
424	если он	5	1
425	принадлежат к	1	1
426	и другим	1	1
427	меня в	2	1
428	с тем	8	1
429	к самому	2	1
430	он стоит	1	1
431	что по	2	1
432	приходит в	2	1
433	в бою	1	1
434	однако между	1	1
435	нам уже	1	1
436	все же	14	1
437	черта ее	1	1
438	участвовать в	1	1
439	без ее	1	1
440	предмета и	1	1
441	не имеет	6	1
442	а этот	1	1
443	в сравнении	1	1
444	ему и	1	1
445	о котором	1	1
446	его личной	1	1
447	с героем	3	1
448	зависимости от	4	1
449	себя не	1	1
450	в это	3	1
451	нет в	2	1
452	в эпических	1	1
453	искусство и	1	1
454	на первый	6	1
455	выступает как	1	1
456	он мог	1	1
457	свое время	1	1
458	первый взгляд	5	1
459	с этим	3	1
460	все они	1	1
461	е у	4	1
462	быть это	1	1
463	обращает на	1	1
464	на примере	1	1
465	нам не	1	1
466	разница в	1	1
467	со смертью	1	1
468	в первую	8	1
469	он же	2	1
470	не существует	1	1
471	ее к	2	1
472	мы рассмотрим	6	1
473	в котором	3	1
474	не прямо	1	1
475	зависит от	1	1
476	в действительности	2	1
477	и такие	3	1
478	очень точно	1	1
479	и пр	2	1
480	лицом и	1	1
481	вопрос о	6	1
482	не представляет	5	1
483	по своим	3	1
484	по тем	1	1
485	своей собственной	1	1
486	тех же	2	1
487	на какой	1	1
488	то и	6	1
489	всех его	2	1
490	это ведет	1	1
491	в центральной	1	1
492	она могла	1	1
493	в лесу	3	1
494	связана с	4	1
495	наконец в	1	1
496	единства в	1	1
497	только такие	1	1
498	не должно	1	1
499	только мы	1	1
500	другом а	1	1
501	и поэтому	1	1
502	в отдельности	3	1
503	героем и	2	1
504	во многих	2	1
505	вступление в	2	1
506	ним и	1	1
507	а после	2	1
508	а через	1	1
509	имея в	1	1
510	всегда так	1	1
511	что из	4	1
512	жизни и	3	1
513	чего не	1	1
514	и вся	1	1
515	вы говорите	1	1
516	встречи с	1	1
517	в противоречие	1	1
518	и ему	1	1
519	если нет	1	1
520	точно так	2	1
521	теми которые	1	1
522	в различных	3	1
523	обращаясь к	1	1
524	переходит к	1	1
525	и наиболее	1	1
526	на основании	1	1
527	образом что	1	1
528	в мир	1	1
529	и до	2	1
530	там ребенка	1	1
531	в отсутствие	1	1
532	и те	2	1
533	в совершенно	1	1
534	не так	4	1
535	от своей	1	1
536	поэтике и	1	1
537	же лежит	1	1
538	еще один	3	1
539	и исторически	2	1
540	случае совершенно	1	1
541	в чистом	1	1
542	всего что	1	1
543	и формы	3	1
544	на которые	1	1
545	этого мира	2	1
546	в терминологии	1	1
547	к ним	3	1
548	случаи когда	4	1
549	от героя	5	1
550	аристофана где	1	1
551	впервые в	1	1
552	еще нет	4	1
553	ее не	1	1
554	на могиле	1	1
555	нас на	1	1
556	него не	1	1
557	духа и	1	1
558	русском языке	1	1
559	ее как	2	1
560	в мировом	1	1
561	именно так	1	1
562	за него	4	1
563	но именно	1	1
564	только во	1	1
565	только при	1	1
566	как я	1	1
567	в одной	3	1
568	что все	1	1
569	еще одна	4	1
570	в сознании	1	1
571	легко может	1	1
572	приобщения к	1	1
573	момент в	1	1
574	одна из	7	1
575	языка но	1	1
576	но если	2	1
577	здесь и	3	1
578	ним на	1	1
579	стороны не	2	1
580	зрения автора	1	1
581	он от	1	1
582	за полтора	1	1
583	друг друга	2	1
584	и обладает	1	1
585	и становится	4	1
586	из них	2	1
587	характерно что	2	1
588	тот же	2	1
589	с иным	1	1
590	д и	1	1
591	друг другу	1	1
592	перед нею	1	1
593	от ее	1	1
594	могли быть	2	1
595	героя не	1	1
596	совершенно иными	1	1
597	говорилось выше	3	1
598	не друг	1	1
599	именно к	1	1
600	такое же	3	1
601	этом случае	4	1
602	в свое	3	1
603	обе стороны	2	1
604	мы видим	14	1
605	в более	3	1
606	собой и	1	1
607	при сохранении	1	1
608	не поддается	1	1
609	со мной	1	1
610	тоже не	3	1
611	так как	21	1
612	но этим	1	1
613	она и	3	1
614	многих других	1	1
615	от его	2	1
616	что иное	2	1
617	они не	4	1
618	после того	6	1
619	но из	1	1
620	ее на	5	1
621	делает их	1	1
622	должно быть	1	1
623	тычет в	1	1
624	всех сторон	1	1
625	чем на	1	1
626	собой в	1	1
627	так я	1	1
628	искусство в	1	1
629	который бы	1	1
630	иных случаях	1	1
631	в состоянии	4	1
632	задолго до	1	1
633	начале этой	1	1
634	не для	1	1
635	и чрезвычайно	1	1
636	в героической	1	1
637	которого он	1	1
638	в ситуации	1	1
639	нее как	2	1
640	как у	2	1
641	для нас	8	1
642	и одна	1	1
643	и через	2	1
644	приобщение к	1	1
645	не содержит	2	1
646	в герое	3	1
647	требует от	1	1
648	смысл этой	1	1
649	означало бы	1	1
650	на стадии	1	1
651	на которой	1	1
652	кто бы	2	1
653	героя тогда	1	1
654	из дальнейшего	1	1
655	например так	1	1
656	по каким	1	1
657	в третьем	1	1
658	также своего	1	1
659	поэтому оно	1	1
660	вокруг себя	1	1
661	не путем	1	1
662	тому же	1	1
663	раз в	1	1
664	но с	2	1
665	в таких	3	1
666	не было	3	1
667	это всегда	1	1
668	бы для	1	1
669	с хозяином	1	1
670	просто как	1	1
671	пребыванию в	1	1
672	а о	1	1
673	как видно	1	1
674	и более	2	1
675	не говорит	1	1
676	что его	2	1
677	самые разнообразные	1	1
678	и где	1	1
679	но эта	2	1
680	на нее	1	1
681	и взяла	1	1
682	по существу	5	1
683	и четвертая	1	1
684	смерти во-вторых	1	1
685	что не	3	1
686	том-то и	2	1
687	окрашено в	1	1
688	по ту	1	1
689	на весьма	1	1
690	чтобы быть	1	1
691	между этими	1	1
692	из мифа	1	1
693	не остается	1	1
694	с той	1	1
695	и без	1	1
696	долгое время	1	1
697	также в	1	1
698	можно предположить	3	1
699	человек в	1	1
700	но по	2	1
701	на земле	6	1
702	большинстве случаев	1	1
703	не есть	1	1
704	между прочим	3	1
705	рядом с	1	1
706	заметил что	2	1
707	однако это	1	1
708	это происходит	4	1
709	перед собой	1	1
710	за это	2	1
711	как ее	1	1
712	от этого	2	1
713	того и	1	1
714	связь со	2	1
715	больше и	3	1
716	по его	2	1
717	в условиях	1	1
718	или их	1	1
719	на его	6	1
720	для героя	3	1
721	себе и	3	1
722	из этого	2	1
723	ты в	1	1
724	встречаются в	1	1
725	встрече с	1	1
726	о своих	1	1
727	возможности такого	1	1
728	и другого	1	1
729	связаны с	4	1
730	бы в	1	1
731	пребывания в	1	1
732	ему не	1	1
733	на них	1	1
734	же как	6	1
735	на которую	1	1
736	в каждом	1	1
737	прослеживается в	1	1
738	которое существует	1	1
739	к настоящему	1	1
740	может иметь	1	1
741	со всех	1	1
742	в уста	1	1
743	перед тем	1	1
744	в полной	1	1
745	как ни	1	1
746	жизнь и	1	1
747	оно в	1	1
748	на задний	1	1
749	не означает	1	1
750	героя к	1	1
751	с матерью	1	1
752	является к	2	1
753	с первых	1	1
754	свое место	2	1
755	не составляет	1	1
756	очень часто	3	1
757	две стороны	1	1
758	если не	4	1
759	в том-то	2	1
760	она не	3	1
761	эти два	1	1
762	другом и	1	1
763	задний план	1	1
764	не дает	1	1
765	однако герой	1	1
766	ему на	1	1
767	ту же	3	1
768	совсем не	1	1
769	нельзя не	1	1
770	не один	1	1
771	говорится и	1	1
772	эта деталь	1	1
773	отношение между	1	1
774	стоит и	1	1
775	так что	6	1
776	говорит ему	2	1
777	на колени	2	1
778	мы понимаем	1	1
779	является его	1	1
780	и может	1	1
781	что касается	1	1
782	чем собственно	1	1
783	мире на	1	1
784	а по	2	1
785	другим и	1	1
786	и их	1	1
787	так просто	1	1
788	не могла	1	1
789	это была	1	1
790	можно было	3	1
791	др в	1	1
792	тем и	1	1
793	но дело	1	1
794	стороны и	4	1
795	только то	1	1
796	этих случаях	18	1
797	у нее	3	1
798	в новое	1	1
799	или иное	1	1
800	означает что	1	1
801	в иных	1	1
802	на свое	2	1
803	когда мы	2	1
804	было бы	4	1
805	дает ему	2	1
806	не по	2	1
807	превратилась в	3	1
808	же самое	1	1
809	ту сторону	2	1
810	он в	4	1
811	как мы	6	1
812	указывает на	1	1
813	его как	2	1
814	и ясный	1	1
815	в зависимости	3	1
816	которые в	3	1
817	над его	1	1
818	приводят к	2	1
819	этом и	2	1
820	обратимся к	2	1
821	имеющихся в	2	1
822	до смерти	1	1
823	собой для	1	1
824	и от	5	1
825	и есть	2	1
826	по этому	3	1
827	он показывает	7	1
828	же в	1	1
829	здесь также	1	1
830	к пониманию	1	1
831	из его	2	1
832	как игра	1	1
833	происходит в	3	1
834	чаще всего	8	1
835	на то	5	1
836	героя но	3	1
837	и тычет	1	1
838	бы ни	1	1
839	когда герой	4	1
840	но одно	1	1
841	и только	4	1
842	куда не	1	1
843	независимо от	3	1
844	в него	4	1
845	для этого	1	1
846	таким же	2	1
847	нет не	1	1
848	традиции как	1	1
849	каждого из	1	1
850	как знак	1	1
851	текстах мы	1	1
852	есть не	1	1
853	жизнью и	1	1
854	кажется что	7	1
