N	2gram	Losev_Prob	Formalny
344	даже не	1	5
345	не имеет	3	5
346	да и	5	5
347	ни на	2	5
348	то он	2	5
349	бы и	1	5
350	то и	7	5
351	в значительной	3	5
352	одной из	5	5
353	в самой	5	5
354	и то	6	5
355	значение в	1	5
356	для нас	14	5
357	однако не	2	5
358	а о	1	5
359	в эпоху	5	5
360	на все	1	5
361	в такой	3	5
362	без всякой	1	5
363	мы должны	1	5
364	таким же	1	5
365	еще в	6	5
366	от того	1	5
367	одного из	1	5
368	по аналогии	1	5
369	же в	4	5
370	все более	1	5
371	что было	1	4
372	науки о	1	4
373	от него	1	4
374	и другие	4	4
375	является в	1	4
376	мы и	2	4
377	можно и	1	4
378	ни стало	1	4
379	исторического процесса	1	4
380	этой последней	1	4
381	от одного	4	4
382	или на	1	4
383	является не	2	4
384	только как	1	4
385	но даже	6	4
386	в каких	3	4
387	и должна	1	4
388	превращается в	1	4
389	самого начала	3	4
390	себе в	2	4
391	она ни	1	4
392	на него	3	4
393	во всей	1	4
394	на котором	1	4
395	того же	7	4
396	едва ли	13	4
397	все в	3	4
398	а наоборот	2	4
399	тем не	8	4
400	что такое	1	4
401	и этим	1	4
402	бы к	1	4
403	от тех	1	4
404	в таком	4	4
405	конце концов	7	4
406	тогда когда	4	4
407	и следовательно	1	4
408	под влиянием	3	4
409	в целях	3	4
410	не будет	4	4
411	содержания и	1	4
412	нужно было	1	4
413	этот вопрос	1	4
414	или иное	1	4
415	истории и	1	4
416	он в	5	4
417	что для	2	4
418	не значит	1	4
419	чтобы не	1	4
420	в романе	2	4
421	однако и	1	4
422	не ради	1	4
423	его из	1	4
424	был бы	2	4
425	оно было	1	4
426	это время	3	4
427	нет в	1	4
428	к другому	5	4
429	аналогии с	1	4
430	изображения и	1	4
431	так чтобы	1	4
432	в науку	1	4
433	каждой из	1	4
434	со всей	2	4
435	отношении к	1	4
436	нем и	2	4
437	данного произведения	1	4
438	более и	1	4
439	им в	1	4
440	и методы	1	4
441	и во	2	4
442	но именно	2	4
443	только при	1	4
444	для всего	2	4
445	и о	9	4
446	они были	1	4
447	он должен	2	4
448	пришли к	1	4
449	зависит от	1	4
450	в художественной	1	4
451	не для	2	4
452	о поэтическом	1	4
453	здесь в	7	4
454	чем он	1	4
455	а на	1	4
456	или в	7	4
457	или иначе	3	4
458	но эта	2	4
459	сама по	2	4
460	лишь с	1	4
461	или даже	4	4
462	отвлечься от	2	4
463	а к	1	4
464	с самого	3	4
465	и притом	8	4
466	такое понимание	1	4
467	тех же	1	4
468	как он	2	4
469	же что	1	4
470	чисто художественной	1	4
471	к ней	2	4
472	одним из	1	4
473	к новому	1	4
474	и тогда	4	4
475	искусство как	1	4
476	не к	3	4
477	во всем	5	3
478	для всех	2	3
479	и очень	3	3
480	не видели	1	3
481	дело с	1	3
482	это значит	3	3
483	в году	9	3
484	остановиться на	2	3
485	требует от	1	3
486	в одном	6	3
487	предисловии к	2	3
488	в предыдущей	1	3
489	весь этот	3	3
490	литературе как	1	3
491	притом в	1	3
492	а именно	12	3
493	в это	3	3
494	на первый	1	3
495	а что	1	3
496	во все	3	3
497	не боится	1	3
498	не должен	1	3
499	ничто не	1	3
500	не всегда	5	3
501	это было	2	3
502	из себя	1	3
503	в различных	1	3
504	ни одного	1	3
505	всех областях	1	3
506	ней и	1	3
507	в контексте	1	3
508	они должны	1	3
509	том чтобы	3	3
510	формы в	1	3
511	к этим	1	3
512	не то	4	3
513	не выходит	1	3
514	внимание на	4	3
515	нашей работы	1	3
516	именно для	4	3
517	начала и	2	3
518	именно из	1	3
519	проявляется в	3	3
520	поэзии в	1	3
521	души и	1	3
522	в качестве	9	3
523	но как	3	3
524	является и	2	3
525	о возможности	1	3
526	но он	5	3
527	произведении в	1	3
528	и чисто	2	3
529	быть только	6	3
530	xviii века	1	3
531	произведение с	1	3
532	совсем другое	2	3
533	человеческое сознание	1	3
534	в чем	3	3
535	основные тенденции	1	3
536	и своей	2	3
537	вопроса о	1	3
538	от них	2	3
539	произведение является	1	3
540	перехода от	1	3
541	в работе	1	3
542	так что	18	3
543	что эта	3	3
544	всех других	1	3
545	в форме	1	3
546	не просто	12	3
547	в нее	1	3
548	в новое	3	3
549	они знают	1	3
550	сливаются в	2	3
551	можно только	1	3
552	из возможных	1	3
553	и этот	1	3
554	с такой	2	3
555	смысле слова	12	3
556	и при	2	3
557	художественного творчества	10	3
558	он пишет	2	3
559	и из	1	3
560	никак не	10	3
561	поэтому в	1	3
562	они на	1	3
563	борьбы с	2	3
564	и создает	1	3
565	со всеми	5	3
566	так или	3	3
567	во что	1	3
568	имеет значение	1	3
569	одновременно с	1	3
570	можно назвать	2	3
571	том смысле	2	3
572	бы не	4	3
573	том как	2	3
574	этот образ	3	3
575	в каком	1	3
576	ничего общего	6	3
577	перед нами	14	3
578	но оно	1	3
579	заложенных в	1	3
580	том числе	2	3
581	и если	2	3
582	это то	1	3
583	это только	1	3
584	оно является	1	3
585	не утрачивает	1	3
586	для нее	1	3
587	вступает в	1	3
588	своей работе	1	3
589	ни были	1	3
590	только тем	1	3
591	при анализе	2	3
592	состоит в	1	3
593	в сознании	3	3
594	то по	1	3
595	как предмет	1	3
596	неотделимо от	1	3
597	действительности а	1	3
598	то или	1	3
599	часто и	1	3
600	тот же	6	3
601	или другой	1	3
602	вся эта	3	3
603	с начала	2	3
604	нас не	3	3
605	для всякого	1	3
606	то ведь	1	3
607	то мы	1	3
608	из своих	1	3
609	сознания и	1	3
610	с их	1	3
611	является совершенно	1	3
612	или иной	4	3
613	на нее	1	3
614	дело в	4	3
615	о каком	1	3
616	и другое	6	3
617	вообще не	1	3
618	поэтому и	4	3
619	есть только	4	3
620	к своему	3	3
621	перейти к	3	3
622	со своей	1	3
623	но уже	3	3
624	на его	4	3
625	тем более	2	3
626	в предисловии	2	3
627	что является	1	3
628	единство и	1	3
629	когда он	3	3
630	в науке	2	3
631	числе и	1	3
632	же самое	2	3
633	в трудах	1	3
634	и прежде	2	3
635	говорить об	1	3
636	на то	2	3
637	мира в	3	3
638	нуждается в	2	3
639	бытия в	1	3
640	и совершенно	2	3
641	что на	1	3
642	а н	3	3
643	в понятии	1	3
644	себе а	3	3
645	в непрерывном	1	3
646	все что	2	2
647	в душе	1	2
648	говоря уже	2	2
649	только один	2	2
650	в последнее	1	2
651	он считает	2	2
652	эпохи а	1	2
653	тем как	2	2
654	или нет	1	2
655	о чем	2	2
656	в общую	1	2
657	говорит о	9	2
658	глубоко и	1	2
659	эту проблему	1	2
660	до последнего	1	2
661	природы или	1	2
662	не сможет	1	2
663	спрашивается что	1	2
664	о необходимости	1	2
665	ее с	1	2
666	от всего	1	2
667	к более	1	2
668	представление о	2	2
669	от всякого	1	2
670	общем можно	1	2
671	том или	3	2
672	его на	3	2
673	работы в	1	2
674	учения в	1	2
675	кого не	2	2
676	производства и	1	2
677	в природе	1	2
678	функций в	1	2
679	поскольку он	1	2
680	при помощи	12	2
681	ведь не	1	2
682	как из	1	2
683	также что	1	2
684	моменты в	1	2
685	теперь эта	1	2
686	к другой	2	2
687	не могли	2	2
688	говорить не	1	2
689	имеется еще	2	2
690	и другой	2	2
691	уже о	2	2
692	ее элементы	2	2
693	в этот	4	2
694	поэтому мы	1	2
695	не встречается	1	2
696	видели является	1	2
697	с теорией	2	2
698	точке зрения	2	2
699	с другим	1	2
700	другого человека	1	2
701	то чтобы	2	2
702	этих последних	1	2
703	на художественную	1	2
704	с этими	1	2
705	что она	2	2
706	мысли в	2	2
707	орудия производства	1	2
708	момент в	1	2
709	который в	10	2
710	в создании	1	2
711	нет никаких	1	2
712	но самый	1	2
713	но так	2	2
714	какое бы	1	2
715	чем это	1	2
716	чтобы понять	1	2
717	свое собственное	2	2
718	не имеющих	1	2
719	отражение в	1	2
720	стоит перед	1	2
721	указать на	1	2
722	как для	1	2
723	что человек	1	2
724	лишь о	1	2
725	несмотря на	7	2
726	однако совершенно	1	2
727	от всякой	1	2
728	на этих	1	2
729	разница между	1	2
730	литературы поэтому	1	2
731	и нужно	1	2
732	и сама	4	2
733	не отрицает	1	2
734	они в	1	2
735	они будут	1	2
736	же смысле	1	2
737	чем в	1	2
738	ее от	1	2
739	прежде чем	2	2
740	но совершенно	1	2
741	и хорошо	1	2
742	здесь же	1	2
743	русской литературы	1	2
744	может в	1	2
745	является частью	1	2
746	смысле и	1	2
747	на земле	11	2
748	от одной	1	2
749	представляется нам	1	2
750	в двух	1	2
751	эти последние	1	2
752	и некоторые	1	2
753	наоборот только	1	2
754	а для	1	2
755	не был	1	2
756	действительно если	1	2
757	той или	5	2
758	данного периода	1	2
759	вошел в	1	2
760	а с	4	2
761	или к	4	2
762	героя и	1	2
763	дана в	1	2
764	произведения то	2	2
765	что его	4	2
766	именно потому	1	2
767	то отсюда	1	2
768	человека как	1	2
769	и судьба	1	2
770	явления в	1	2
771	нужно сказать	1	2
772	можно было	4	2
773	но только	5	2
774	также не	1	2
775	стиль и	1	2
776	какой мере	3	2
777	однако в	4	2
778	общего с	2	2
779	только так	1	2
780	все стороны	1	2
781	на отдельные	1	2
782	в первой	2	2
783	и есть	4	2
784	жизни с	1	2
785	иной раз	4	2
786	же мы	1	2
787	для построения	1	2
788	при всем	3	2
789	на место	1	2
790	значит что	3	2
791	из этой	1	2
792	и нельзя	1	2
793	были бы	1	2
794	и самое	2	2
795	с душой	1	2
796	как с	2	2
797	жизни а	1	2
798	почти не	1	2
799	но она	1	2
800	на первом	3	2
801	тогда он	1	2
802	уже нельзя	1	2
803	это уже	4	2
804	из одних	1	2
805	в другой	1	2
806	мы в	1	2
807	здесь с	1	2
808	в тех	2	2
809	творчество как	1	2
810	нет никакого	6	2
811	на читателя	1	2
812	очень много	3	2
813	и вполне	7	2
814	теперь на	1	2
815	с ними	1	2
816	обработке и	1	2
817	этой точки	2	2
818	к искусству	1	2
819	конечно и	1	2
820	то на	1	2
821	их и	1	2
822	заключается в	1	2
823	быть даже	1	2
824	далеко не	6	2
825	и так	3	2
826	и просто	3	2
827	правда не	1	2
828	убедимся в	2	2
829	к какому	1	2
830	никто не	1	2
831	основные моменты	1	2
832	это понимание	1	2
833	художественного изображения	1	2
834	это противопоставление	1	2
835	жизни мы	1	2
836	одним и	1	2
837	ни к	2	2
838	всей его	1	2
839	всем этом	1	2
840	в конкретной	1	2
841	а если	4	2
842	где нет	1	2
843	реального бытия	1	2
844	и вот	1	2
845	из его	1	2
846	только тогда	3	2
847	что если	1	2
848	и вся	1	2
849	или иных	2	2
850	не потому	1	2
851	времени и	1	2
852	было и	1	2
853	входящая в	1	2
854	имеем в	1	2
855	к ним	3	2
856	только одна	1	2
857	содержания но	1	2
858	в концепции	1	2
859	то она	1	2
860	последней в	1	2
861	содержанию и	1	2
862	в искусство	2	2
863	воспитания и	1	2
864	только потому	1	2
865	и нет	4	2
866	из него	1	2
867	во времени	1	2
868	в м	2	2
869	жизни но	1	2
870	в более	1	2
871	и всякий	2	2
872	ему в	3	2
873	смысле что	1	2
874	ни с	4	2
875	мы имеем	3	2
876	образ и	1	2
877	для искусства	3	2
878	как у	1	2
879	других областях	1	2
880	же не	4	2
881	а все	1	2
882	таком случае	2	2
883	первом плане	3	2
884	все равно	1	2
885	и смысл	1	2
886	в виде	25	2
887	ведь это	1	2
888	но с	1	2
889	что ни	1	2
890	своей книге	1	2
891	остается и	1	2
892	и техники	1	2
893	у толстого	1	2
894	который как	2	2
895	в силу	6	2
896	и начинается	1	2
897	с теми	3	2
898	борьбы и	1	2
899	что этот	6	2
900	что перед	2	2
901	и без	5	2
902	является по	2	2
903	и вовсе	1	2
904	возможно и	1	2
905	говорят о	1	2
906	в сборнике	1	2
907	что мы	4	2
908	то из	1	2
909	мира и	5	2
910	последнее время	1	2
911	методы их	1	2
912	участие в	2	2
913	в каждой	2	2
914	за его	2	2
915	не знают	1	2
916	мере в	4	2
917	людей в	6	2
918	не говоря	2	2
919	человека в	3	2
920	работы но	1	2
921	только к	1	2
922	он говорит	2	2
923	же это	1	2
924	всю свою	4	2
925	на дурную	1	2
926	и почти	1	2
927	и ни	4	2
928	ту или	1	2
929	и критики	1	2
930	художественной обработке	1	2
931	дело не	1	2
932	здесь при	1	2
933	бы например	1	2
934	и жизни	2	2
935	свое значение	1	2
936	человека и	4	2
937	на всю	1	2
938	в другом	6	2
939	в истолковании	1	2
940	особенно ярко	2	2
941	и самой	2	2
942	на кого	1	2
943	это можно	2	2
944	по этому	5	2
945	при изучении	1	2
946	их на	1	2
947	тех или	2	2
948	в эти	1	2
949	это в	2	2
950	смысле мы	1	2
951	ведь и	1	2
952	если она	1	2
953	и слишком	2	2
954	дело здесь	2	2
955	получает свое	2	1
956	и учение	1	1
957	говорит здесь	1	1
958	и уже	2	1
959	его изображения	1	1
960	ней не	1	1
961	как здесь	1	1
962	творчества в	1	1
963	цель которых	1	1
964	мыслить и	2	1
965	и имеет	1	1
966	это лишь	1	1
967	найти и	3	1
968	любовь к	1	1
969	оказывается не	1	1
970	в следующих	1	1
971	она уже	1	1
972	и был	2	1
973	в море	1	1
974	в большей	2	1
975	здесь что	1	1
976	они конечно	1	1
977	но тем	2	1
978	жить и	1	1
979	в равнодушии	1	1
980	содержания нет	1	1
981	с более	1	1
982	что дело	1	1
983	по праву	1	1
984	окружающей его	1	1
985	по-видимому не	1	1
986	намека на	1	1
987	и свой	1	1
988	нас в	5	1
989	например с	1	1
990	науке и	1	1
991	одно из	2	1
992	как своего	1	1
993	поэта как	1	1
994	и которые	3	1
995	понимается как	2	1
996	смерть а	1	1
997	и действиях	1	1
998	господствует в	1	1
999	что слово	1	1
1000	ее самое	1	1
1001	и против	1	1
1002	в средневековой	1	1
1003	чтобы в	1	1
1004	тем то	1	1
1005	в борьбе	2	1
1006	в духе	4	1
1007	и скульптор	1	1
1008	новое время	3	1
1009	в живописи	1	1
1010	черты в	1	1
1011	вот что	4	1
1012	бы обратить	1	1
1013	следующих словах	1	1
1014	и сам	5	1
1015	или от	1	1
1016	жизнь в	3	1
1017	каким образом	1	1
1018	литературе поскольку	1	1
1019	всегда остается	1	1
1020	из самых	1	1
1021	форму и	2	1
1022	этой точке	1	1
1023	отдельных писателей	1	1
1024	всем своем	2	1
1025	именно о	2	1
1026	по мысли	4	1
1027	том же	2	1
1028	нельзя путать	1	1
1029	и требует	1	1
1030	правда эта	1	1
1031	следовательно от	1	1
1032	вся его	1	1
1033	или другие	1	1
1034	между прочим	2	1
1035	места и	1	1
1036	и общее	1	1
1037	там же	2	1
1038	он стоит	1	1
1039	приходит в	1	1
1040	духа в	2	1
1041	и вместе	3	1
1042	здесь именно	1	1
1043	в порядке	1	1
1044	произведениях в	1	1
1045	стремления к	1	1
1046	едиными в	1	1
1047	на эту	2	1
1048	всю эту	2	1
1049	только для	5	1
1050	прошлого века	1	1
1051	и сделал	1	1
1052	стремление к	1	1
1053	когда в	1	1
1054	именно у	1	1
1055	нечто новое	2	1
1056	для их	2	1
1057	у достоевского	4	1
1058	этой стороны	1	1
1059	и положительно	1	1
1060	только что	2	1
1061	произведений с	1	1
1062	как только	1	1
1063	и природы	1	1
1064	не таков	1	1
1065	а вместе	2	1
1066	и уход	1	1
1067	нет у	2	1
1068	является самым	1	1
1069	понять как	2	1
1070	и образ	1	1
1071	стремление в	1	1
1072	для человека	2	1
1073	интересами и	1	1
1074	тем в	1	1
1075	им что	1	1
1076	его структуре	1	1
1077	было не	1	1
1078	два мира	1	1
1079	в первую	1	1
1080	на этой	2	1
1081	при условии	1	1
1082	и прочие	3	1
1083	книге о	1	1
1084	находит в	4	1
1085	еще далеко	1	1
1086	и человеческой	1	1
1087	всего этот	1	1
1088	эти основные	1	1
1089	эти идеи	2	1
1090	является подлинным	2	1
1091	и который	4	1
1092	об ее	1	1
1093	нельзя было	1	1
1094	противоречия между	1	1
1095	силы и	2	1
1096	отсюда и	1	1
1097	совершается вовсе	1	1
1098	художественным произведением	2	1
1099	глаза для	1	1
1100	отношение и	1	1
1101	все свои	2	1
1102	почти исключительно	1	1
1103	но эти	2	1
1104	из жизни	1	1
1105	на любые	1	1
1106	замысел в	1	1
1107	вот почему	1	1
1108	времени в	1	1
1109	дать только	1	1
1110	с трудом	2	1
1111	к своей	1	1
1112	не чуждо	1	1
1113	такова особенность	1	1
1114	для себя	6	1
1115	мы все	1	1
1116	же должен	1	1
1117	борьбе с	3	1
1118	всего как	1	1
1119	за собой	1	1
1120	можем это	1	1
1121	символ и	3	1
1122	и когда	1	1
1123	приходит к	2	1
1124	обращаясь к	1	1
1125	людей и	13	1
1126	и была	1	1
1127	свое отношение	1	1
1128	удивительно что	2	1
1129	чистом виде	1	1
1130	критику в	1	1
1131	его по	1	1
1132	душу и	1	1
1133	уже и	4	1
1134	не вполне	2	1
1135	можно ли	2	1
1136	не что	3	1
1137	и глубокие	1	1
1138	даже с	1	1
1139	так называемых	1	1
1140	в чистом	1	1
1141	здесь несколько	1	1
1142	всегда и	2	1
1143	второй половины	1	1
1144	друг на	1	1
1145	настолько что	1	1
1146	и научное	1	1
1147	является поэтому	1	1
1148	ощущается особенно	1	1
1149	утверждал что	1	1
1150	которого они	1	1
1151	без всякого	3	1
1152	жизни как	1	1
1153	самих по	1	1
1154	для всей	1	1
1155	наряду с	2	1
1156	самой сущности	1	1
1157	смысле не	1	1
1158	образом как	2	1
1159	путь от	1	1
1160	миф и	1	1
1161	весьма неопределенно	1	1
1162	что все	1	1
1163	и творческую	1	1
1164	противоположного характера	1	1
1165	но никак	1	1
1166	богов и	4	1
1167	нового содержания	1	1
1168	воли и	2	1
1169	иным как	3	1
1170	ее не	1	1
1171	именно она	2	1
1172	по поводу	2	1
1173	были в	1	1
1174	трагедии и	4	1
1175	какой степени	1	1
1176	коем случае	3	1
1177	с внутренним	1	1
1178	в подавляющем	1	1
1179	другому но	1	1
1180	не мог	5	1
1181	сделать с	1	1
1182	как будто	9	1
1183	большей степени	2	1
1184	этом же	2	1
1185	л толстого	1	1
1186	стихотворения и	1	1
1187	крайней мере	8	1
1188	с сожалением	1	1
1189	смысле как	2	1
1190	а потом	4	1
1191	бы искусственно	1	1
1192	не замечают	1	1
1193	этих моментов	1	1
1194	ведь вся	1	1
1195	значение все	1	1
1196	не зная	1	1
1197	эпохи не	1	1
1198	но более	1	1
1199	в н	12	1
1200	и мы	1	1
1201	по природе	1	1
1202	существу и	1	1
1203	элемент в	1	1
1204	она и	2	1
1205	менее в	2	1
1206	до степени	1	1
1207	здесь нет	4	1
1208	а затем	1	1
1209	это будет	1	1
1210	решающее значение	1	1
1211	теории литературы	1	1
1212	такого рода	4	1
1213	она в	2	1
1214	сознание в	1	1
1215	обратить внимание	4	1
1216	они сильны	1	1
1217	нет места	1	1
1218	смысле то	1	1
1219	его основная	1	1
1220	и цели	1	1
1221	подвиг и	1	1
1222	такому созданию	1	1
1223	его произведения	1	1
1224	конечно то	1	1
1225	чтобы этот	1	1
1226	понимание творчества	1	1
1227	и формулировка	1	1
1228	материалом который	1	1
1229	по мнению	3	1
1230	если такой	1	1
1231	необходимо обратить	1	1
1232	оно предполагает	1	1
1233	или иную	1	1
1234	xix века	1	1
1235	и никакой	1	1
1236	не обладает	1	1
1237	в подобном	1	1
1238	то только	3	1
1239	у него	13	1
1240	так не	1	1
1241	всеми другими	1	1
1242	работы и	1	1
1243	для иллюстрации	1	1
1244	бы только	1	1
1245	не коснулись	1	1
1246	же значение	1	1
1247	на создание	1	1
1248	пути и	1	1
1249	не выражает	1	1
1250	что под	1	1
1251	это нисколько	1	1
1252	были до	1	1
1253	для историка	1	1
1254	на себя	2	1
1255	должен иметь	1	1
1256	образом мы	1	1
1257	если ее	1	1
1258	на одну	2	1
1259	ведь здесь	1	1
1260	другими уже	1	1
1261	и всего	4	1
1262	всем миром	1	1
1263	точном смысле	1	1
1264	ли было	1	1
1265	я и	1	1
1266	этого однако	1	1
1267	теми или	1	1
1268	них это	1	1
1269	этапом в	1	1
1270	эту особенность	1	1
1271	чем иным	3	1
1272	вещей с	1	1
1273	в пределы	1	1
1274	во главе	1	1
1275	и являются	1	1
1276	его жизни	1	1
1277	о которых	2	1
1278	больше всего	1	1
1279	своей первоначальной	1	1
1280	земли но	1	1
1281	конечно может	1	1
1282	на себе	1	1
1283	и у	8	1
1284	что их	1	1
1285	толкования художественных	1	1
1286	именно этому	1	1
1287	путать с	1	1
1288	человека а	2	1
1289	искусство не	1	1
1290	случае предполагает	1	1
1291	мы приведем	3	1
1292	в русской	4	1
1293	о себе	3	1
1294	для его	1	1
1295	и быть	1	1
1296	природы оно	1	1
1297	старое и	1	1
1298	который является	2	1
1299	разрушения и	1	1
1300	же оказывается	1	1
1301	только путем	1	1
1302	это сделать	1	1
1303	что даже	1	1
1304	не содержится	4	1
1305	современной литературы	1	1
1306	стремится к	1	1
1307	если не	6	1
1308	как единство	1	1
1309	л в	1	1
1310	зрения в	1	1
