N	2gram	Tiupa_Hudo	StatiiOP
548	не будет	1	3
549	в первую	2	3
550	в системе	2	3
551	не могла	4	3
552	или иное	1	3
553	это действительно	1	3
554	не раз	2	3
555	это же	1	3
556	известном смысле	1	3
557	на который	1	3
558	образом в	1	3
559	за себя	1	3
560	в один	1	3
561	каждого из	3	3
562	чем у	1	3
563	от нее	2	3
564	первую очередь	2	3
565	однако и	5	3
566	взгляд на	1	3
567	конце первой	1	3
568	представляют собой	2	3
569	это уже	2	3
570	присутствует в	1	3
571	вот как	1	3
572	целого ряда	1	3
573	которой я	1	3
574	что нет	1	3
575	оказывается в	1	3
576	по истории	1	3
577	отношения к	1	3
578	к его	1	3
579	отступает от	1	3
580	себя и	4	3
581	бы не	3	3
582	который не	1	3
583	о котором	2	3
584	которая не	3	3
585	в словах	1	3
586	перед нами	13	3
587	то и	5	3
588	в свою	1	3
589	наконец в	2	3
590	на основе	2	3
591	у меня	1	3
592	письма и	1	3
593	и ему	5	3
594	внимания на	1	3
595	что когда	2	3
596	а во	1	3
597	заметить что	2	3
598	в данной	2	3
599	но именно	3	3
600	здесь не	2	3
601	только потому	2	3
602	то или	1	3
603	в классической	1	3
604	найти в	1	3
605	действующего лица	2	3
606	он должен	1	3
607	как к	4	3
608	этом случае	1	3
609	но на	1	3
610	в нашей	1	3
611	может не	1	3
612	том числе	1	3
613	так в	2	3
614	он и	2	3
615	тут не	1	3
616	в полном	2	3
617	в заключительной	3	3
618	них и	1	3
619	течение всей	1	3
620	этого произведения	2	3
621	и последний	1	3
622	это еще	1	3
623	ему хотелось	2	3
624	о жизни	1	3
625	с той	2	3
626	и как	1	3
627	при таком	1	3
628	к концу	2	3
629	к своему	2	3
630	его же	2	3
631	или менее	1	3
632	на них	2	3
633	она не	6	3
634	когда он	2	3
635	отказ от	2	3
636	отношений между	1	3
637	в трех	1	3
638	только у	1	3
639	от того	1	3
640	молодой женщины	2	3
641	могло быть	1	3
642	в плане	1	3
643	и ее	3	3
644	этом и	2	3
645	в голову	3	3
646	и других	1	3
647	все более	1	3
648	ли в	2	3
649	ведь и	1	3
650	эпохи и	1	3
651	слова в	2	3
652	и уже	3	3
653	что один	1	2
654	для всех	1	2
655	между собою	1	2
656	в момент	1	2
657	тех кто	2	2
658	дело с	2	2
659	позволяют себе	1	2
660	в разных	1	2
661	тем как	2	2
662	воспоминания о	1	2
663	это нужно	1	2
664	потому не	1	2
665	точно так	1	2
666	остановиться на	1	2
667	не годится	1	2
668	на свой	3	2
669	жизнь в	3	2
670	которым он	1	2
671	мысль о	2	2
672	его произведений	1	2
673	зрения на	2	2
674	искусства он	1	2
675	стороны в	1	2
676	с не	1	2
677	одновременно и	5	2
678	роль в	2	2
679	укладывается в	1	2
680	но у	2	2
681	по своим	2	2
682	есть только	1	2
683	которые являются	1	2
684	его личной	1	2
685	я хотел	1	2
686	и стал	2	2
687	ли не	1	2
688	на материале	1	2
689	говорится о	2	2
690	тем в	2	2
691	литературы в	1	2
692	ответить на	2	2
693	на человека	2	2
694	на этой	1	2
695	следовало бы	1	2
696	которой он	2	2
697	имеет право	1	2
698	входит в	1	2
699	это особый	1	2
700	это его	1	2
701	второй половины	1	2
702	но то	1	2
703	из жизни	2	2
704	читаем что	1	2
705	представлял себе	1	2
706	и другой	1	2
707	в крыму	1	2
708	чего не	1	2
709	за собой	1	2
710	на пути	1	2
711	и когда	4	2
712	а между	4	2
713	так а	2	2
714	превращается в	6	2
715	для своей	1	2
716	то как	1	2
717	а только	4	2
718	свою очередь	1	2
719	всякого сомнения	1	2
720	стал бы	1	2
721	всего что	1	2
722	думал о	2	2
723	настоящее время	1	2
724	в контексте	2	2
725	как правило	6	2
726	что их	1	2
727	именно так	2	2
728	за него	2	2
729	имеем дело	1	2
730	из романа	1	2
731	имеют не	1	2
732	именно на	2	2
733	они сами	1	2
734	лиризм в	1	2
735	это почти	1	2
736	это прежде	3	2
737	от себя	3	2
738	и н	5	2
739	тут же	1	2
740	в движении	1	2
741	важно что	1	2
742	не представляется	2	2
743	все в	2	2
744	и всей	1	2
745	что можно	2	2
746	иных случаях	1	2
747	время в	1	2
748	мы знаем	4	2
749	его биографии	1	2
750	не буду	1	2
751	объясняется тем	1	2
752	его словам	1	2
753	что создает	1	2
754	именно то	1	2
755	видит в	3	2
756	большой и	1	2
757	а за	1	2
758	как по	2	2
759	но совершенно	1	2
760	в среде	1	2
761	не укладывается	1	2
762	и исторической	1	2
763	них это	2	2
764	в изображении	2	2
765	такова что	2	2
766	и она	2	2
767	вследствие того	1	2
768	так сказать	3	2
769	говорят не	1	2
770	между собой	1	2
771	из москвы	1	2
772	на себе	3	2
773	той или	1	2
774	равной мере	2	2
775	объяснения в	1	2
776	опираясь на	1	2
777	того в	1	2
778	к слову	1	2
779	не хотелось	3	2
780	зрения в	1	2
781	с какой	3	2
782	взглянуть на	1	2
783	является его	1	2
784	но зато	1	2
785	его жизнь	2	2
786	где в	2	2
787	в нее	1	2
788	в иных	1	2
789	когда мы	2	2
790	я это	2	2
791	истории и	1	2
792	существует в	1	2
793	в номере	2	2
794	едва ли	6	2
795	который так	1	2
796	и от	6	2
797	этих словах	2	2
798	об этих	1	2
799	всю жизнь	1	2
800	не сразу	1	2
801	бы быть	1	2
802	например или	1	2
803	писателя в	2	2
804	бы эти	1	2
805	его к	1	2
806	слова как	2	2
807	хотелось бы	1	2
808	по первому	1	2
809	который был	2	2
810	с ее	7	2
811	не случайно	14	2
812	он его	1	2
813	не умеет	3	2
814	г как	1	2
815	были бы	1	2
816	он уже	4	2
817	и этот	1	2
818	за ним	3	2
819	например что	1	2
820	до уровня	2	2
821	с и	2	2
822	его с	1	2
823	с такой	3	2
824	и из	1	2
825	никак не	3	2
826	хотя в	1	2
827	мы в	1	2
828	я могу	1	2
829	для них	1	2
830	это была	2	2
831	вне всякого	1	2
832	все его	3	2
833	поэтому и	2	2
834	событий и	1	2
835	нам в	1	2
836	от своего	2	2
837	ни о	3	2
838	их и	1	2
839	по преимуществу	6	2
840	о своей	3	2
841	но вот	1	2
842	и они	1	2
843	жизни в	12	2
844	счел нужным	1	2
845	мы имели	1	2
846	не до	1	2
847	своей жизни	6	2
848	и среди	1	2
849	к той	3	2
850	как произведение	1	2
851	только одно	1	2
852	со временем	1	2
853	то он	1	2
854	чем же	2	2
855	а если	1	2
856	я должен	1	2
857	что ей	2	2
858	тех же	2	2
859	не имеют	3	2
860	случае и	1	2
861	да еще	1	2
862	это то	1	2
863	этой работы	1	2
864	наших глазах	1	2
865	а тем	1	2
866	и теперь	1	2
867	что если	1	2
868	в которую	1	2
869	в письмах	1	2
870	иначе в	1	2
871	только тем	2	2
872	более и	1	2
873	чем не	2	2
874	тогда как	10	2
875	было и	1	2
876	образом не	1	2
877	в отличие	1	2
878	соответствии с	2	2
879	в деревне	1	2
880	мог бы	1	2
881	или с	2	2
882	их с	1	2
883	в глазах	11	2
884	далеко не	1	2
885	характера и	2	2
886	ли можно	1	2
887	всякий раз	4	2
888	характерное для	2	2
889	в произведениях	2	2
890	все с	1	2
891	была вызвана	1	2
892	в настоящее	1	2
893	только о	2	2
894	тот же	1	2
895	с того	4	2
896	с каким	1	2
897	из этой	1	2
898	жизни но	1	2
899	не означает	2	2
900	одних и	2	2
901	его личная	1	2
902	это делает	1	2
903	различной длины	1	2
904	любви в	1	2
905	различие между	1	2
906	мотивы в	1	2
907	сам он	3	2
908	который всегда	1	2
909	и вот	1	2
910	которых он	1	2
911	для искусства	1	2
912	в литературе	3	2
913	причем все	1	2
914	в русскую	1	2
915	видеть в	1	2
916	о ее	1	2
917	мнению в	1	2
918	ведь это	1	2
919	нет это	1	2
920	у всех	3	2
921	вот тебе	2	2
922	этом не	1	2
923	к которым	1	2
924	который как	1	2
925	и тому	1	2
926	и эта	3	2
927	сцену из	1	2
928	в равной	3	2
929	всё в	1	2
930	долгое время	2	2
931	как она	3	2
932	иной раз	1	2
933	перед собой	2	2
934	по своему	3	2
935	сразу же	2	2
936	но уже	1	2
937	и таким	1	2
938	жизнь и	2	2
939	как слово	1	2
940	на свете	2	2
941	и тех	3	2
942	что от	1	2
943	несомненным что	1	2
944	отличие от	1	2
945	в поле	1	2
946	потребность в	2	2
947	не могу	3	2
948	ни один	1	2
949	на другое	1	2
950	тому времени	1	2
951	не оставляет	1	2
952	на меня	1	2
953	в характере	1	2
954	случаях и	1	2
955	выйти за	1	2
956	люди с	1	2
957	в пределах	4	2
958	тем самым	2	2
959	одного слова	1	2
960	не должно	2	2
961	не требует	1	2
962	всей его	1	2
963	в рамках	2	2
964	числе и	1	2
965	же самое	4	2
966	них нет	1	2
967	пути к	1	2
968	бы он	1	2
969	чтобы создать	1	2
970	была в	1	2
971	нуждается в	2	2
972	на всем	1	2
973	л а	2	2
974	эти два	1	2
975	пишет в	1	2
976	жизнью и	3	2
977	всего это	1	1
978	к м	1	1
979	был и	1	1
980	главе с	1	1
981	вполне самостоятельную	1	1
982	в настоящем	2	1
983	еще раз	2	1
984	можно говорить	1	1
985	и вам	1	1
986	а когда	1	1
987	в зрелом	1	1
988	порой даже	1	1
989	героини и	1	1
990	бы даже	1	1
991	важно для	1	1
992	и имеет	1	1
993	периода по	1	1
994	всей жизни	1	1
995	смысле и	1	1
996	на работу	1	1
997	оказывается не	1	1
998	с самим	2	1
999	какими бы	1	1
1000	к роли	1	1
1001	вступает в	2	1
1002	они уже	1	1
1003	равнодушен к	1	1
1004	самое важное	1	1
1005	ни стало	1	1
1006	детали в	1	1
1007	мысли и	2	1
1008	в принципе	1	1
1009	каждый новый	1	1
1010	что человек	1	1
1011	время не	1	1
1012	него в	2	1
1013	одному из	1	1
1014	другое в	1	1
1015	что основные	1	1
1016	человеческого достоинства	1	1
1017	с собой	2	1
1018	в рамки	1	1
1019	а там	1	1
1020	их не	1	1
1021	люди и	1	1
1022	жизнь если	1	1
1023	а она	1	1
1024	которых так	1	1
1025	трогательно и	1	1
1026	имеет для	1	1
1027	так часто	1	1
1028	не самим	1	1
1029	для осуществления	1	1
1030	все дело	1	1
1031	на свою	1	1
1032	которую принято	1	1
1033	как сказал	1	1
1034	именно они	1	1
1035	почти ничего	2	1
1036	уже на	1	1
1037	было очень	1	1
1038	см в	1	1
1039	от некоторых	1	1
1040	рядом с	5	1
1041	самому и	1	1
1042	бы такую	1	1
1043	в корне	1	1
1044	бы всё	1	1
1045	там же	2	1
1046	ф м	3	1
1047	похож на	1	1
1048	начинается с	2	1
1049	и внутренне	3	1
1050	в главном	1	1
1051	средство общения	1	1
1052	выражения и	1	1
1053	ему по	1	1
1054	внимание к	1	1
1055	пора бросить	1	1
1056	является для	1	1
1057	писем в	1	1
1058	произведений как	1	1
1059	вполне достаточно	1	1
1060	порядка не	1	1
1061	ответственности перед	2	1
1062	очень велика	1	1
1063	и слово	1	1
1064	установку на	1	1
1065	в ряду	3	1
1066	подобные вопросы	1	1
1067	не его	1	1
1068	художественное произведение	1	1
1069	только теперь	1	1
1070	это делалось	1	1
1071	обращение к	2	1
1072	иметь никакого	1	1
1073	и смерти	4	1
1074	в дальнейшем	2	1
1075	является внешним	1	1
1076	живого рассказа	1	1
1077	и того	1	1
1078	результате которой	1	1
1079	или только	1	1
1080	а порой	2	1
1081	в общий	1	1
1082	о чем-то	1	1
1083	нельзя было	2	1
1084	то картина	1	1
1085	нас и	1	1
1086	сам не	2	1
1087	духовной жизни	2	1
1088	отсюда и	2	1
1089	жизни эта	2	1
1090	бы вовсе	1	1
1091	таков что	1	1
1092	именно этим	2	1
1093	упоминание о	2	1
1094	этом мы	1	1
1095	с негодованием	1	1
1096	свою личность	1	1
1097	же итог	1	1
1098	ничто не	1	1
1099	детали к	1	1
1100	с личной	1	1
1101	нами из	1	1
1102	возможно большего	1	1
1103	и своим	1	1
1104	больше не	3	1
1105	действительно так	1	1
1106	с самой	1	1
1107	этот тезис	1	1
1108	двух или	1	1
1109	н с	1	1
1110	одним только	1	1
1111	об отношении	1	1
1112	в спорах	1	1
1113	средних веков	1	1
1114	в сознательный	1	1
1115	только на	6	1
1116	борьбе с	1	1
1117	единственный способ	1	1
1118	приходит к	3	1
1119	него было	1	1
1120	себе и	3	1
1121	этим не	1	1
1122	качеств так	1	1
1123	что еще	1	1
1124	любви к	2	1
1125	так называемых	1	1
1126	характерной для	1	1
1127	жизни он	2	1
1128	перед ним	2	1
1129	характер как	1	1
1130	в глаза	1	1
1131	к вам	1	1
1132	с другим	2	1
1133	прибегает и	1	1
1134	мы привыкли	1	1
1135	в прошлом	1	1
1136	из виду	1	1
1137	от романтической	1	1
1138	самом начале	1	1
1139	у себя	3	1
1140	казалось что	6	1
1141	ней и	1	1
1142	во всякой	1	1
1143	вернуться к	1	1
1144	ошибочно было	1	1
1145	наряду с	4	1
1146	нем он	1	1
1147	русского классического	1	1
1148	такая же	2	1
1149	в нашем	2	1
1150	находится в	1	1
1151	как от	2	1
1152	без того	1	1
1153	старости лет	1	1
1154	противоречие в	2	1
1155	и любили	1	1
1156	исходит из	1	1
1157	русской литературы	1	1
1158	традиций и	1	1
1159	которая на	1	1
1160	л н	6	1
1161	собственного голоса	1	1
1162	согласиться с	3	1
1163	иным как	1	1
1164	в текст	1	1
1165	речь о	1	1
1166	когда в	4	1
1167	себя до	1	1
1168	почти единственным	1	1
1169	он сам	3	1
1170	предельной ясностью	1	1
1171	совсем недавно	1	1
1172	рассуждения в	1	1
1173	и чувства	2	1
1174	нет что	1	1
1175	и две	1	1
1176	у которой	2	1
1177	во внешней	3	1
1178	слова без	1	1
1179	времени работы	1	1
1180	где все	1	1
1181	же действительно	1	1
1182	о связи	1	1
1183	себе как	1	1
1184	заглянуть в	1	1
1185	себя в	11	1
1186	к зрелости	1	1
1187	и неизвестно	1	1
1188	смысле как	1	1
1189	о ней	1	1
1190	он все	2	1
1191	иначе говоря	2	1
1192	ближе к	2	1
1193	представить себе	1	1
1194	имели дело	1	1
1195	влияние на	2	1
1196	еще одну	1	1
1197	в годы	1	1
1198	что ведь	1	1
1199	эти люди	2	1
1200	не противоречит	1	1
1201	мы как	1	1
1202	столь явно	1	1
1203	она и	1	1
1204	о двух	4	1
1205	последние десятилетия	1	1
1206	несет на	2	1
1207	как нам	3	1
1208	еще раньше	1	1
1209	похожи на	1	1
1210	жить в	3	1
1211	не видел	1	1
1212	в произведении	1	1
1213	но еще	3	1
1214	к себе	8	1
1215	в состоянии	3	1
1216	ученого и	1	1
1217	от первого	1	1
1218	и пушкинской	1	1
1219	в поисках	1	1
1220	к жене	1	1
1221	себе печать	1	1
1222	что сама	1	1
1223	личной жизни	2	1
1224	еще больше	1	1
1225	сцене это	1	1
1226	объяснение в	1	1
1227	узком смысле	1	1
1228	есть его	1	1
1229	а и	2	1
1230	то для	1	1
1231	народной жизни	1	1
1232	главы в	1	1
1233	под защиту	1	1
1234	эти детали	1	1
1235	о себе	3	1
1236	этих своих	1	1
1237	не соответствует	1	1
1238	своего друга	1	1
1239	ей было	1	1
1240	книги и	1	1
1241	что несмотря	1	1
1242	бы найти	1	1
1243	и кажется	1	1
1244	себе так	1	1
1245	или иную	2	1
1246	многих отношениях	1	1
1247	согласно которому	2	1
1248	с другими	2	1
1249	из названных	2	1
1250	же состоит	1	1
1251	писал м	3	1
1252	системы и	1	1
1253	в третьем	1	1
1254	этого человека	2	1
1255	внешнего мира	1	1
1256	строя его	1	1
1257	поэзии не	1	1
1258	и притом	1	1
1259	что после	1	1
1260	роман но	1	1
1261	с изумлением	3	1
1262	и лишена	1	1
1263	писатель в	1	1
1264	походить на	1	1
1265	прежде чем	2	1
1266	и говорит	2	1
1267	молодые люди	1	1
1268	по аналогии	1	1
1269	поэтому она	2	1
1270	в творческих	1	1
1271	утверждает в	1	1
1272	о смерти	1	1
1273	пример из	1	1
1274	сюжетного построения	2	1
1275	известие о	1	1
1276	требует особых	1	1
1277	он берет	1	1
1278	так много	1	1
1279	между этими	1	1
1280	классической традиции	2	1
1281	как видим	1	1
1282	между ними	2	1
1283	места где	1	1
1284	встречается в	1	1
1285	себе не	1	1
1286	него при	1	1
1287	человек в	3	1
1288	сказывается и	1	1
1289	в ранг	1	1
1290	и характер	1	1
1291	дважды в	2	1
1292	в целях	1	1
1293	века в	2	1
1294	высшим достижением	1	1
1295	все обстоит	1	1
1296	в себя	3	1
1297	был не	1	1
1298	было видно	3	1
1299	например как	1	1
1300	находя в	1	1
1301	делает его	1	1
1302	полагает что	1	1
1303	это тоже	1	1
1304	жизни то	3	1
1305	этот смысл	2	1
1306	ее решением	1	1
1307	вопрос что	1	1
1308	к постановке	1	1
1309	кого же	1	1
1310	и м	2	1
1311	в я	4	1
1312	а потом	1	1
1313	пишет критик	1	1
1314	которой на	1	1
1315	зачем я	2	1
1316	точкой зрения	2	1
1317	это вполне	1	1
