N	2gram	Voloshinov	Literetu
713	наряду с	1	1
714	языка как	1	1
715	автора или	1	1
716	на него	4	1
717	к которому	2	1
718	из романа	1	1
719	же слова	1	1
720	входят в	1	1
721	в зависимости	7	1
722	свободного от	1	1
723	мысль которая	1	1
724	до какой	1	1
725	в стихи	1	1
726	нас на	1	1
727	где все	1	1
728	я чувствую	1	1
729	деятельности направленной	2	1
730	одного говорящего	1	1
731	но всякая	1	1
732	грань между	1	1
733	представить себе	3	1
734	которой я	1	1
735	как внутреннего	1	1
736	влияние на	4	1
737	вот именно	2	1
738	и автор	1	1
739	и завершает	1	1
740	не противоречит	1	1
741	всегда один	1	1
742	тем отчетливее	1	1
743	здесь нет	1	1
744	и читатель	1	1
745	об одном	1	1
746	теперь же	2	1
747	в состоянии	1	1
748	племя и	1	1
749	в стиле	1	1
750	или иными	1	1
751	фразы можно	1	1
752	внутренней и	3	1
753	что при	1	1
754	души и	1	1
755	и развитие	1	1
756	не станет	1	1
757	сам чичиков	1	1
758	в следующем	1	1
759	не путем	1	1
760	является чем-то	1	1
761	как же	1	1
762	человеческое общество	1	1
763	социальную среду	1	1
764	их но	1	1
765	или не	1	1
766	в интересах	1	1
767	нашей мысли	1	1
768	чем ближе	1	1
769	в которой	7	1
770	не о	1	1
771	полное отсутствие	1	1
772	борьбы с	1	1
773	и отношения	1	1
774	как по	1	1
775	прежде чем	2	1
776	в произведении	1	1
777	не нуждается	1	1
778	будто бы	1	1
779	это мы	1	1
780	с самого	4	1
781	но для	3	1
782	и хорошо	1	1
783	нашему изучению	1	1
784	бы одного	1	1
785	порождает и	1	1
786	стадии и	1	1
787	между этими	1	1
788	теми или	1	1
789	по мере	1	1
790	между ними	3	1
791	дома в	1	1
792	речевого общения	8	1
793	самое и	1	1
794	большинстве случаев	1	1
795	что отражает	1	1
796	от этого	1	1
797	ними все	1	1
798	и оказывается	1	1
799	и жизнь	2	1
800	должно было	3	1
801	искусства а	1	1
802	и личность	1	1
803	ивана петровича	1	1
804	направленной к	2	1
805	к мысли	1	1
806	сих пор	2	1
807	то лишь	1	1
808	чтобы его	1	1
809	вопроса о	4	1
810	деятельности и	3	1
811	и оказывает	1	1
812	не имея	1	1
813	какой степени	1	1
814	мы можем	7	1
815	весь мир	1	1
816	находит свое	2	1
817	слов или	2	1
818	должен иметь	1	1
819	в устах	3	1
820	я тебе	1	1
821	мы уже	11	1
822	именно потому	1	1
823	общения для	1	1
824	воспринимаются как	1	1
825	язык который	2	1
826	с идеологическими	1	1
827	для тех	1	1
828	делается достоянием	1	1
829	очищенным от	1	1
830	переживаний и	2	1
831	в развитии	1	1
832	возвращаясь к	1	1
833	к литературному	1	1
834	к композиции	1	1
835	определенным образом	1	1
836	других людей	1	1
837	между внутренним	1	1
838	даже не	1	1
839	своего права	1	1
840	образом если	1	1
841	в слова	1	1
842	для наших	3	1
843	когда мы	6	1
844	ведь как	1	1
845	которых оно	2	1
846	ту сторону	1	1
847	тот или	2	1
848	ну и	1	1
849	каждый человек	1	1
850	на отдельные	2	1
851	лучше сказать	1	1
852	это ни	1	1
853	образом здесь	1	1
854	вне этого	1	1
855	т.е как	1	1
856	что без	1	1
857	своей и	1	1
858	чаще всего	3	1
859	которые были	1	1
860	движение и	1	1
861	независимо от	5	1
862	всех этих	1	1
863	что этот	1	1
864	в какой-то	2	1
865	он должен	3	1
866	одного и	1	1
867	мы видели	5	1
868	лишь по	1	1
869	которая и	2	1
870	и перестает	1	1
871	к сожалению	1	1
872	не мешает	1	1
873	второй стадии	2	1
874	социальной жизни	3	1
875	человек сам	1	1
876	каждому из	1	1
877	до сих	1	1
878	автор и	1	1
879	он уже	1	1
880	и этот	2	1
881	и здесь	3	1
882	само слово	1	1
883	приближается к	3	1
884	без такого	1	1
885	от самой	1	1
886	них в	1	1
887	в основном	1	1
888	в земной	1	1
889	становится знаком	3	1
890	которой не	1	1
891	мы за	1	1
892	его с	1	1
893	объективной действительности	2	1
894	здесь слово	1	1
895	за ними	2	1
896	лишь только	1	1
897	материала но	1	1
898	и менее	1	1
899	другого человека	2	1
900	среду и	1	1
901	что это	4	1
902	содержит в	1	1
903	чтобы стать	1	1
904	ни единого	1	1
905	в глубинах	2	1
906	для картины	1	1
907	поэтому в	1	1
908	будет сказано	1	1
909	от общего	1	1
910	в работах	1	1
911	их как	1	1
912	с каждым	1	1
913	и делает	1	1
914	да это	1	1
915	не могут	1	1
916	творчества и	1	1
917	должен был	1	1
918	слово я	1	1
919	нам в	3	1
920	собой и	1	1
921	в материале	2	1
922	однако мы	1	1
923	человеческой культуры	1	1
924	иметь в	1	1
925	пространство и	1	1
926	более широкого	1	1
927	это конечно	1	1
928	точнее и	1	1
929	но вот	3	1
930	с общим	1	1
931	движением руки	1	1
932	на месте	1	1
933	и действительно	1	1
934	в процессе	6	1
935	с целым	1	1
936	отдельного человека	1	1
937	может стать	3	1
938	в определенной	1	1
939	за свое	1	1
940	и так	6	1
941	состоит из	1	1
942	ложатся в	1	1
943	сознания при	1	1
944	создает и	1	1
945	что иное	2	1
946	в которых	2	1
947	уважение к	3	1
948	понимать друг	2	1
949	своего предмета	1	1
950	ему и	1	1
951	о котором	1	1
952	именно поэтому	1	1
953	зависимости от	7	1
954	в те	1	1
955	слова о	3	1
956	фразы и	1	1
957	в общении	1	1
958	появляется и	1	1
959	одним и	1	1
960	высказывание как	3	1
961	завершающей стадии	1	1
962	в диалоге	1	1
963	слова которое	1	1
964	был только	1	1
965	перейти в	2	1
966	в словесном	1	1
967	языка и	4	1
968	что мы	11	1
969	совершенно иной	1	1
970	себя всю	1	1
971	во внешнюю	2	1
972	совпадает с	1	1
973	высказывания и	3	1
974	в иной	1	1
975	бы по	1	1
976	получая в	1	1
977	ненависть к	1	1
978	не должно	2	1
979	слово которое	1	1
980	и формой	1	1
981	то чему	1	1
982	не слова	1	1
983	маяковского я	1	1
984	героев достоевского	1	1
985	в середине	2	1
986	народов и	1	1
987	и вся	1	1
988	значение для	1	1
989	высказывание и	1	1
990	в одиночестве	2	1
991	пока он	1	1
992	ее с	2	1
993	целый ряд	3	1
994	времени и	2	1
995	теперь не	1	1
996	и находит	1	1
997	превратилась в	1	1
998	лишь то	1	1
999	процесс не	1	1
1000	в каком	2	1
1001	жизни что	1	1
1002	вообще может	1	1
1003	образом не	1	1
1004	неба и	1	1
1005	на две	1	1
1006	как некое	1	1
1007	ее не	1	1
1008	если мы	4	1
1009	первобытного человека	2	1
1010	и во	1	1
1011	ответа на	1	1
1012	принадлежит к	1	1
1013	значение имеет	1	1
1014	впадают в	1	1
1015	произведения и	1	1
1016	же мере	1	1
1017	за пределами	1	1
1018	это вечно	1	1
1019	моим сознанием	1	1
1020	котором мы	1	1
1021	речь без	1	1
1022	на этот	2	1
1023	обращение к	1	1
1024	даже его	1	1
1025	у которого	5	1
1026	каплей в	1	1
1027	только потому	2	1
1028	же он	1	1
1029	движения и	1	1
1030	нее и	1	1
1031	и искусства	1	1
1032	высшей степени	1	1
1033	поэтому было	1	1
1034	их собственного	1	1
1035	именно к	1	1
1036	они возникают	1	1
1037	будет происходить	1	1
1038	одних и	1	1
1039	оно определяется	1	1
1040	общения в	4	1
1041	ничем не	2	1
1042	пока что	1	1
1043	многих других	1	1
1044	который уже	1	1
1045	языка есть	1	1
1046	себя только	1	1
1047	пришли к	1	1
1048	что несмотря	1	1
1049	художественного высказывания	2	1
1050	того как	1	1
1051	нас не	2	1
1052	б мы	1	1
1053	который может	1	1
1054	роль и	1	1
1055	своей сути	1	1
1056	материала и	1	1
1057	внешний облик	1	1
1058	которых он	1	1
1059	смогли бы	1	1
1060	ни на	3	1
1061	материалом а	1	1
1062	может показаться	3	1
1063	все это	4	1
1064	бытие и	1	1
1065	превратиться в	1	1
1066	по ту	1	1
1067	слова а	1	1
1068	в движение	1	1
1069	слова не	2	1
1070	в виде	1	1
1071	в таких	1	1
1072	мы обычно	2	1
1073	затем и	1	1
1074	это всегда	1	1
1075	материал для	2	1
1076	самого существования	1	1
1077	или в	2	1
1078	жизни это	3	1
1079	сила которая	1	1
1080	единиц которые	1	1
1081	но эта	2	1
1082	это еще	1	1
1083	б с	1	1
1084	вполне допускает	1	1
1085	вообще не	1	1
1086	что перед	2	1
1087	или даже	2	1
1088	человеком в	2	1
1089	ведь человек	1	1
1090	с различной	1	1
1091	общественных отношений	1	1
1092	перейти к	2	1
1093	на одном	2	1
1094	на все	1	1
1095	собой мы	1	1
1096	в новом	1	1
1097	к личности	1	1
1098	войти в	2	1
1099	свою внутреннюю	1	1
1100	не стал	1	1
1101	на солнце	1	1
1102	бытие личности	1	1
1103	ограничена для	1	1
1104	ему как	1	1
1105	или менее	1	1
1106	в одной	1	1
1107	при виде	1	1
1108	в меру	1	1
1109	как угодно	1	1
1110	достаточно вспомнить	1	1
1111	человека к	1	1
1112	что эти	3	1
1113	к одному	1	1
1114	слова как	4	1
1115	и первые	1	1
1116	только лишь	1	1
1117	и внутреннее	1	1
1118	и эти	1	1
1119	окружающего мира	1	1
1120	сознания прежде	1	1
1121	возникновения и	2	1
1122	живущий человек	1	1
1123	мы воспринимаем	1	1
1124	в наши	1	1
1125	слово это	2	1
1126	т.п и	3	1
1127	с новыми	1	1
1128	силу своих	1	1
1129	словами то	1	1
1130	быть сказано	1	1
1131	ни один	2	1
1132	не личная	1	1
1133	уже только	1	1
1134	задаваясь вопросом	1	1
1135	на поле	1	1
1136	его речь	2	1
1137	и аудитория	4	1
1138	и слова	1	1
1139	растворяется в	1	1
1140	к тем	1	1
1141	и их	5	1
1142	сама в	1	1
1143	одного человека	1	1
1144	оказывается что	1	1
1145	конечно в	1	1
1146	говоря о	1	1
1147	человека с	2	1
1148	ведь если	3	1
1149	но то	1	1
1150	и средством	1	1
1151	решающую роль	1	1
1152	по всей	1	1
1153	и вне	1	1
1154	на путь	1	1
1155	действительной жизни	2	1
1156	в литературном	1	1
1157	идеологического кругозора	1	1
1158	литературное произведение	2	1
1159	того времени	4	1
1160	в высшей	1	1
1161	обращаться к	1	1
1162	может как	1	1
1163	своего искусства	1	1
1164	как внутренняя	1	1
1165	и тому	3	1
1166	даже к	1	1
1167	и эта	3	1
1168	т.д и	5	1
1169	не сумеет	1	1
1170	не хватает	1	1
1171	конце концов	3	1
1172	само по	1	1
1173	иное как	2	1
