N	2gram	Vygotskiy_	UchenyiS
153	с его	3	2
154	и у	6	2
155	нет содержания	1	2
156	сих пор	8	2
157	по крайней	1	2
158	только в	18	2
159	формы и	11	2
160	по себе	21	2
161	что все	10	2
162	построения литературной	1	2
163	вопроса о	1	2
164	присущи и	1	1
165	раз обратное	2	1
166	в той	2	1
167	и материал	2	1
168	признать что	1	1
169	так то	1	1
170	что было	1	1
171	все в	2	1
172	и эстетики	1	1
173	что в	39	1
174	чем к	2	1
175	очень легко	2	1
176	иначе говоря	6	1
177	художественного восприятия	2	1
178	не было	5	1
179	эстетический объект	1	1
180	бы только	1	1
181	и даже	11	1
182	так всегда	1	1
183	содержания в	1	1
184	связанных с	1	1
185	этого и	1	1
186	именно такой	1	1
187	более или	3	1
188	говорит он	3	1
189	мы полагаем	1	1
190	всего что	1	1
191	и потому	2	1
192	приема и	1	1
193	и творчество	2	1
194	метод и	1	1
195	столько же	4	1
196	и художник	1	1
197	буквальном смысле	1	1
198	но он	3	1
199	отказаться от	4	1
200	эстетического восприятия	1	1
201	образом на	1	1
202	в не	1	1
203	в свое	1	1
204	в которой	6	1
205	сколько и	1	1
206	сводить к	2	1
207	можно сказать	2	1
208	высказывается против	1	1
209	науки об	1	1
210	литературного произведения	1	1
211	восприятия и	1	1
212	мы можем	6	1
213	их образы	1	1
214	что же	4	1
215	стиха с	1	1
216	в данном	1	1
217	элементарным и	1	1
218	все его	1	1
219	что под	1	1
220	художественное творчество	1	1
221	что ему	1	1
222	он уже	1	1
223	как таковая	1	1
224	при построении	1	1
225	а для	1	1
226	и техники	1	1
227	от смысла	2	1
228	еще раз	1	1
229	почему все	1	1
230	нет и	1	1
231	материалов и	1	1
232	во главу	1	1
233	как на	6	1
234	как искусство	1	1
235	его форма	1	1
236	сводится именно	1	1
237	и вы	1	1
238	оказывается чрезвычайно	1	1
239	религии и	1	1
240	произведение как	4	1
241	вопрос идет	1	1
242	быть не	1	1
243	он в	2	1
244	и все	8	1
245	слова а	1	1
246	что этот	3	1
247	словесности с	1	1
248	красоты а	1	1
249	в точном	1	1
250	существу то	1	1
251	содержание и	1	1
252	из самых	2	1
253	звуковой формы	1	1
254	такое что	1	1
255	к изучению	1	1
256	состоит из	2	1
257	же как	8	1
258	как таковое	2	1
259	другое произведение	1	1
260	является предметом	2	1
261	толстого но	1	1
262	сказать что	12	1
263	в сфере	1	1
264	произведения как	3	1
265	и эта	1	1
266	в процессе	7	1
267	она должна	2	1
268	данном случае	1	1
269	исследования нам	1	1
270	самые объекты	1	1
271	его как	1	1
272	невидимое и	1	1
273	но для	1	1
274	то есть	44	1
275	и служит	1	1
276	и всей	1	1
277	чистая форма	2	1
278	на форму	1	1
279	этот процесс	1	1
280	теоретическая и	1	1
281	и др	1	1
282	и содержание	3	1
283	искусствоведения и	2	1
284	и действительно	1	1
285	очень часто	4	1
286	методах изучения	1	1
287	впадая в	1	1
288	того как	5	1
289	переходит в	1	1
290	психики и	1	1
291	точном смысле	1	1
292	эстетики он	1	1
293	в таком	5	1
294	но прежде	1	1
295	форм искусства	1	1
296	исходить из	1	1
297	то и	2	1
298	не метод	1	1
299	для изучения	1	1
300	принципов и	1	1
301	сводятся к	2	1
302	которое мы	2	1
303	смысл того	1	1
304	она не	6	1
305	понятие формы	1	1
306	быть в	2	1
307	в произведении	7	1
308	смысле и	2	1
309	до конца	9	1
310	формальным методом	1	1
311	является только	1	1
312	творчество и	1	1
313	она в	2	1
314	художественным произведением	3	1
315	таком понимании	3	1
316	относятся к	1	1
317	в своем	3	1
318	тогда когда	7	1
319	с тем	11	1
320	области философии	2	1
321	в значительной	1	1
322	для себя	2	1
323	стороны в	1	1
324	только как	3	1
325	тем в	1	1
326	что только	3	1
327	его на	1	1
328	содержания или	1	1
329	только при	4	1
330	одной стороны	7	1
331	главу угла	1	1
332	именно к	2	1
333	представлений и	1	1
334	относится к	4	1
335	мы имеем	7	1
336	бесспорного и	1	1
337	не без	1	1
338	для читателя	1	1
339	содержания на	1	1
340	начала и	2	1
341	об искусстве	2	1
342	этой же	1	1
343	принципах построения	1	1
344	самых крайних	1	1
345	от произведения	1	1
346	к расположению	2	1
347	тому чтобы	3	1
348	искусства и	24	1
349	гораздо больше	1	1
350	что по	5	1
351	их в	4	1
352	же в	1	1
353	он может	1	1
354	с новой	2	1
355	в ней	3	1
356	л толстой	1	1
357	но что	3	1
358	из природы	1	1
359	теории и	1	1
360	и сальери	1	1
361	поэзию как	1	1
362	даже не	1	1
363	и так	7	1
364	объясняется и	2	1
365	образом художественное	1	1
366	это значит	1	1
367	литературы а	1	1
368	этот анализ	1	1
369	о методах	1	1
370	а это	1	1
371	в изобразительном	1	1
372	получаем от	2	1
373	идет не	3	1
374	значительной мере	1	1
375	не вполне	1	1
376	к вопросам	1	1
377	на то	17	1
378	он и	1	1
379	формой оно	1	1
380	которые подходят	1	1
381	строго говоря	1	1
382	но если	2	1
383	моцарт и	1	1
384	в большей	1	1
385	бы ни	2	1
386	не значит	2	1
387	сам по	4	1
388	без этого	1	1
389	сюда же	1	1
390	в которых	5	1
391	по мнению	2	1
392	к этому	5	1
393	полагаем что	1	1
394	так и	6	1
395	обе эти	1	1
396	познания или	1	1
397	это то	1	1
398	изобразительном искусстве	1	1
399	о нем	2	1
400	что с	5	1
401	метода в	1	1
402	из которых	5	1
403	самая попытка	1	1
404	это в	4	1
405	случае все	1	1
406	искусство как	13	1
407	поэзии и	8	1
408	отнюдь не	11	1
409	о принципах	1	1
410	находящихся в	1	1
411	этих слов	2	1
412	этого материала	4	1
413	в качестве	3	1
414	нельзя сводить	1	1
415	приемы и	1	1
416	искусстве форма	1	1
417	в нем	5	1
418	ничего подобного	1	1
419	в пользу	1	1
420	художественного впечатления	2	1
421	это верно	1	1
422	работ в	1	1
423	он не	8	1
424	содержания и	3	1
425	такую операцию	1	1
426	ней не	2	1
427	независимо от	3	1
428	может служить	3	1
429	и приемы	2	1
430	материал и	2	1
431	поскольку он	2	1
432	прием а	2	1
433	все что	4	1
434	русского искусствоведения	1	1
435	произведения а	1	1
436	метода то	1	1
437	изучения литературы	1	1
438	его еще	1	1
439	ему приходится	1	1
440	на его	3	1
441	познакомиться с	1	1
442	по-разному и	1	1
443	есть ли	2	1
444	и что	28	1
445	в известном	2	1
446	они находятся	1	1
447	художником и	1	1
448	одно из	2	1
449	форма в	3	1
450	что для	5	1
451	признание что	2	1
452	и это	6	1
453	методом и	1	1
454	в различных	1	1
455	с одной	6	1
456	что читатель	2	1
457	в поэтическом	2	1
458	закон и	1	1
459	и всякого	1	1
460	за пределы	2	1
461	и делает	2	1
462	они в	2	1
463	имеет свою	1	1
464	должно быть	2	1
465	что при	8	1
466	об этом	3	1
467	не обладает	2	1
468	задачи и	3	1
469	точно и	4	1
470	самое что	2	1
471	в виду	6	1
472	и искусства	1	1
473	само по	8	1
474	к которой	1	1
475	широком смысле	1	1
476	или менее	3	1
477	к созданию	1	1
478	подходят к	2	1
479	формы является	1	1
480	в пределах	1	1
481	тот же	8	1
482	искусство и	5	1
483	уже не	3	1
484	и вне	1	1
485	о том	11	1
486	не то	2	1
487	красивые вещи	1	1
488	далеко не	7	1
489	и отчетливо	1	1
490	того что	15	1
491	искусства в	14	1
492	любопытно что	3	1
493	в понятии	1	1
494	у него	4	1
495	построении теории	1	1
496	что формализм	1	1
497	метод а	1	1
498	в котором	5	1
499	не впадая	1	1
500	у пушкина	4	1
501	не существует	4	1
502	расположения и	1	1
503	бы в	3	1
504	искусства не	6	1
505	той же	9	1
506	приводит к	3	1
507	никогда не	13	1
508	этого построения	1	1
509	художественного переживания	1	1
510	человека и	3	1
