N	3gram	Vygotskiy_	formyVre
122	тем более не	1	1
123	в одном и	1	1
124	он имеет в	1	1
125	он так же	1	1
126	одном ряду с	1	1
127	в противоречии с	1	1
128	те же слова	1	1
129	ничего не меняет	1	1
130	точка зрения на	1	1
131	же самое время	1	1
132	этим меняется и	1	1
133	но вместе с	3	1
134	для себя в	1	1
135	в применении к	1	1
136	той же ступени	1	1
137	данном случае мы	1	1
138	в той же	3	1
139	так сказать по	1	1
140	но это и	1	1
141	в различных своих	1	1
142	том что в	2	1
143	на том что	1	1
144	и тогда когда	1	1
145	как мы говорили	1	1
146	в этом смысле	5	1
147	и они же	1	1
148	о чем мы	1	1
149	слова и понятия	1	1
150	сюда мы относим	1	1
151	и в другом	3	1
152	то что является	1	1
153	в которой они	1	1
154	но и на	1	1
155	мы говорим о	2	1
156	в первый раз	1	1
157	только в том	2	1
158	и слово и	1	1
159	с этой точки	7	1
160	имеют свою логику	1	1
161	его отношение к	3	1
162	в самом деле	6	1
163	к этому вопросу	2	1
164	тем не менее	1	1
165	сказать что у	1	1
166	существенного влияния на	1	1
167	только в пределах	3	1
168	что происходит в	1	1
169	когда мы говорим	2	1
170	с ним в	1	1
171	более или менее	1	1
172	с другом в	2	1
173	это не значит	1	1
174	кроме того что	2	1
175	во все растущей	1	1
176	того что их	1	1
177	оказывается что и	1	1
178	не меняет в	1	1
179	и самое слово	1	1
180	приходит к выводу	1	1
181	отделены друг от	1	1
182	нас интересует только	1	1
183	так и по	1	1
184	и непосредственное отношение	1	1
185	в нем но	1	1
186	поставить вопрос об	1	1
187	вместо того чтобы	5	1
188	по аналогии с	2	1
189	как мы это	2	1
190	надо сказать что	1	1
191	оно было бы	1	1
192	и все же	1	1
193	интересующего нас вопроса	1	1
194	и никогда не	1	1
195	по мере своего	2	1
196	что во всех	1	1
197	они вовсе не	1	1
198	его не только	1	1
199	после всего сказанного	1	1
200	они имеют в	1	1
201	не может не	3	1
202	по глубине и	1	1
203	в высшей степени	3	1
204	и вопрос о	1	1
205	значении этого слова	1	1
206	сама по себе	4	1
207	имел в виду	1	1
208	только то что	2	1
209	и во всяком	1	1
210	двух сторон как	1	1
211	как бы не	1	1
212	все эти явления	1	1
213	не то что	4	1
214	принадлежит к тому	1	1
215	внутренние и внешние	2	1
216	так как в	1	1
217	мы увидим далее	1	1
218	ничего нового не	1	1
219	или хотя бы	1	1
220	и не может	3	1
221	в этом последнем	1	1
222	и связаны между	1	1
223	на которые распадается	1	1
224	своих сторонах и	1	1
225	в основе этой	2	1
226	говорит он что	2	1
227	к нему в	1	1
228	еще и в	1	1
229	связи друг с	2	1
230	диаметрально противоположной той	1	1
231	но и это	1	1
232	даже то что	1	1
233	и может быть	1	1
234	мы видим в	2	1
235	лежат в основе	1	1
236	там где они	1	1
237	и ту же	1	1
238	таким образом все	1	1
239	того же единого	1	1
240	и к другому	1	1
241	не до конца	2	1
242	связанными между собой	1	1
243	эта точка зрения	2	1
244	одной из основных	2	1
245	этой точки зрения	7	1
246	место его в	1	1
247	как бы в	1	1
248	то что в	1	1
249	к выводу что	3	1
250	и той же	3	1
251	но не на	1	1
252	этому вопросу и	1	1
253	с двух сторон	2	1
254	да и в	1	1
255	мы можем назвать	1	1
256	в этом и	2	1
257	что он должен	2	1
258	же ступени развития	1	1
259	мы встречаемся с	1	1
260	связанных между собой	1	1
261	какое-то определенное место	1	1
262	к самой природе	1	1
263	это не имеет	2	1
264	свою логику развития	1	1
265	с этим меняется	1	1
266	мы будем их	1	1
267	между собой но	1	1
268	мы до сих	1	1
269	на самом деле	3	1
270	если же мы	1	1
271	до последнего времени	1	1
272	смысле этого слова	2	1
273	в новые и	1	1
274	но в той	2	1
275	здесь имеет место	1	1
276	в лучшем случае	3	1
277	так и здесь	1	1
278	в конце концов	2	1
279	влияние на развитие	1	1
280	подобно тому как	6	1
281	из нее и	1	1
282	к которому мы	1	1
283	в основе этого	2	1
284	так что в	2	1
285	но прежде чем	2	1
286	тогда когда оно	1	1
287	есть прежде всего	1	1
288	их нужно как	1	1
289	как мы видели	4	1
290	они ни были	1	1
291	и является в	1	1
292	но во всяком	1	1
293	том что он	3	1
294	со всеми своими	1	1
295	хотя бы в	2	1
296	тех случаях когда	1	1
297	различных своих сторонах	1	1
298	не могут быть	3	1
299	так же невозможно	2	1
300	более глубокий и	1	1
301	в результате всего	1	1
302	для всех этих	1	1
303	связей и отношений	4	1
304	по этому вопросу	1	1
305	было бы совершенно	1	1
306	в тех случаях	1	1
307	это и не	1	1
308	мы увидим в	1	1
309	один из них	2	1
310	одной и той	3	1
311	именно в процессе	1	1
312	не отделены друг	1	1
313	только с помощью	1	1
314	с помощью которого	3	1
315	до конца она	1	1
316	с другом но	1	1
317	в себе и	1	1
318	и в области	2	1
319	в одном ряду	1	1
320	в которой совершается	1	1
321	и в процессе	1	1
322	в другом случае	2	1
323	сводится к тому	1	1
