N	2gram	Losev_Prob	Marksizm
524	но вот	2	3
525	в которых	4	3
526	значение является	1	3
527	со стороны	2	3
528	в следующей	1	3
529	пр но	1	3
530	слова для	1	3
531	еще и	9	3
532	ни к	1	3
533	его и	1	3
534	к нашему	2	3
535	то он	3	3
536	поэтому не	1	3
537	хоть сколько-нибудь	1	3
538	потому что	24	3
539	нет никакой	3	3
540	и той	4	3
541	на этот	3	3
542	он может	1	3
543	здесь не	9	3
544	этот последний	2	3
545	но если	6	3
546	данном контексте	1	3
547	является только	3	3
548	у них	1	3
549	но это	11	3
550	мы возьмем	2	3
551	мы теряем	1	3
552	находятся в	2	3
553	всякий знак	11	3
554	что оно	4	3
555	они не	1	3
556	свидетельствует о	5	3
557	того как	3	3
558	и сама	2	3
559	том числе	2	3
560	зрения самого	1	3
561	и борьбы	1	3
562	бы на	1	3
563	она будет	1	3
564	в каком-нибудь	1	3
565	с их	1	3
566	однако не	3	3
567	ведь это	4	3
568	или иначе	7	3
569	на нее	2	3
570	в ту	1	3
571	говорить об	2	3
572	есть только	16	3
573	к единству	1	3
574	один и	1	3
575	только и	5	3
576	в виде	20	3
577	должен быть	1	3
578	или менее	7	3
579	одним и	3	3
580	и вообще	13	3
581	не все	4	3
582	бы это	1	3
583	и по	3	3
584	этих двух	2	3
585	того или	8	3
586	человека в	1	3
587	и других	1	3
588	первый план	3	3
589	действительности но	4	3
590	совпадает с	2	3
591	ту или	1	3
592	также и	22	3
593	в значительной	2	3
594	а по	1	3
595	не с	1	3
596	каждый раз	3	3
597	в нашей	3	3
598	не следует	1	3
599	или как	4	3
600	числе и	2	3
601	со своими	1	3
602	и о	11	3
603	и значения	7	3
604	и только	7	3
605	само собой	3	3
606	конце концов	11	3
607	в целом	1	3
608	или точнее	4	3
609	и тогда	2	3
610	по нашему	1	3
611	мы наблюдаем	2	2
612	есть вещь	1	2
613	идти по	1	2
614	для всех	3	2
615	мы это	3	2
616	вообще не	5	2
617	в последнее	1	2
618	к этой	2	2
619	есть прежде	3	2
620	с этой	1	2
621	из всех	1	2
622	это значит	4	2
623	этот момент	1	2
624	тем как	1	2
625	порождает в	1	2
626	слова ведь	1	2
627	на смену	1	2
628	как они	3	2
629	ведь все	3	2
630	из нее	1	2
631	как вещь	1	2
632	слова с	1	2
633	но по	2	2
634	мы и	8	2
635	к каким	1	2
636	слово может	1	2
637	превращается в	1	2
638	исходить из	1	2
639	том или	1	2
640	например в	2	2
641	в жизни	3	2
642	его на	1	2
643	к самому	2	2
644	в собственном	1	2
645	их в	6	2
646	а именно	16	2
647	может существовать	1	2
648	или ином	1	2
649	всех подобных	1	2
650	отличается от	2	2
651	почти все	1	2
652	поскольку он	2	2
653	у достоевского	1	2
654	так например	2	2
655	г в	2	2
656	не столь	2	2
657	сам же	1	2
658	действительности в	3	2
659	перестает быть	3	2
660	во все	1	2
661	находит в	1	2
662	тонкого и	1	2
663	те моменты	1	2
664	значения с	1	2
665	эти проблемы	1	2
666	всего этого	1	2
667	и другой	1	2
668	же касается	3	2
669	это же	1	2
670	нашем случае	1	2
671	мы все	1	2
672	и выражение	1	2
673	процесс и	1	2
674	для данного	1	2
675	его именно	3	2
676	а между	1	2
677	есть такие	1	2
678	тем самым	11	2
679	не совпадает	2	2
680	не вполне	4	2
681	то как	1	2
682	не что	5	2
683	момента в	1	2
684	отчет в	1	2
685	в прошлом	1	2
686	образ и	1	2
687	из виду	1	2
688	но ни	1	2
689	к ним	1	2
690	эти моменты	1	2
691	же так	1	2
692	в голове	2	2
693	ее как	1	2
694	является конечно	1	2
695	это отношение	3	2
696	слово не	1	2
697	можем сказать	1	2
698	бы ее	1	2
699	что само	1	2
700	не просто	30	2
701	крайней мере	8	2
702	гораздо более	6	2
703	и во	4	2
704	мы скажем	3	2
705	каждого данного	2	2
706	и весь	4	2
707	видели что	1	2
708	ее и	1	2
709	собой и	3	2
710	имеют место	1	2
711	что язык	1	2
712	мышления и	6	2
713	никакой связи	1	2
714	которое он	1	2
715	и знак	4	2
716	это будет	2	2
717	и диалектика	1	2
718	в состоянии	2	2
719	быть в	1	2
720	ведь есть	1	2
721	есть его	2	2
722	а ведь	2	2
723	внутренней и	1	2
724	отношения к	2	2
725	первобытного мышления	1	2
726	после этого	4	2
727	для них	5	2
728	бы что	3	2
729	тому же	1	2
730	и притом	6	2
731	но он	3	2
732	что его	4	2
733	этим и	1	2
734	и всего	1	2
735	чрезвычайно важно	1	2
736	эти три	1	2
737	и именно	1	2
738	одно только	1	2
739	же как	2	2
740	между прочим	3	2
741	которой она	1	2
742	в психике	1	2
743	и являются	1	2
744	его жизни	1	2
745	знака с	1	2
746	себе и	2	2
747	знает ни	1	2
748	а только	9	2
749	в чем	3	2
750	остается в	1	2
751	здесь как	3	2
752	именно как	7	2
753	могли бы	2	2
754	но можно	2	2
755	а с	1	2
756	если оно	2	2
757	акт как	1	2
758	его внешняя	1	2
759	эти акты	2	2
760	в абстрактном	1	2
761	от знака	5	2
762	другой тип	1	2
763	еще только	2	2
764	ту же	1	2
765	совсем не	9	2
766	уже к	1	2
767	в объективном	1	2
768	значение данного	1	2
769	бы они	1	2
770	мертвый и	1	2
771	отношение знака	4	2
772	при такой	1	2
773	не могла	1	2
774	но только	3	2
775	является одним	1	2
776	в учении	1	2
777	даже не	3	2
778	этом смысле	8	2
779	вот в	2	2
780	в нее	2	2
781	мы здесь	4	2
782	и отличается	1	2
783	когда мы	10	2
784	его так	1	2
785	нем и	1	2
786	тот или	4	2
787	этот предмет	3	2
788	с нашей	1	2
789	его как	2	2
790	друг другу	2	2
791	речь может	1	2
792	этой действительности	2	2
793	не значит	4	2
794	все остальное	1	2
795	или может	4	2
796	не то	4	2
797	образом в	1	2
798	он пытается	1	2
799	в общем	5	2
800	же мы	4	2
801	логику и	1	2
802	или иного	6	2
803	во время	1	2
804	всех этих	11	2
805	так или	7	2
806	и нельзя	2	2
807	в небольшой	1	2
808	собственном смысле	1	2
809	в частности	5	2
810	а потому	2	2
811	мы вовсе	2	2
812	оно и	3	2
813	опирается на	1	2
814	тонких и	1	2
815	в самый	1	2
816	к одной	1	2
817	была бы	2	2
818	тоже только	1	2
819	что большинство	1	2
820	поэтому в	2	2
821	к выводу	1	2
822	слова мы	1	2
823	оно не	6	2
824	сами по	5	2
825	конечно и	1	2
826	мы понимаем	1	2
827	то на	4	2
828	между которыми	2	2
829	ни о	8	2
830	смысла и	2	2
831	заключается в	2	2
832	содержание и	1	2
833	с целью	4	2
834	вовсе нет	1	2
835	одно слово	1	2
836	имеет дело	1	2
837	в романе	1	2
838	живой речи	1	2
839	свой собственный	2	2
840	как о	4	2
841	и так	2	2
842	никто не	2	2
843	явлений и	1	2
844	направление в	3	2
845	себя и	1	2
846	бы не	4	2
847	говорили о	2	2
848	быть знаком	2	2
849	далек от	1	2
850	нет в	1	2
851	время является	1	2
852	по крайней	8	2
853	самое это	1	2
854	к данной	1	2
855	художественный образ	9	2
856	значения для	1	2
857	случае оно	1	2
858	ясность и	1	2
859	что мы	23	2
860	с переходом	1	2
861	и если	9	2
862	и поэтому	2	2
863	если для	1	2
864	оно является	1	2
865	тех пор	4	2
866	значением и	2	2
867	для нее	1	2
868	и вся	1	2
869	вступает в	1	2
870	этом конечно	1	2
871	ни были	1	2
872	устойчивым и	1	2
873	друг от	1	2
874	в совершенно	1	2
875	каждый из	3	2
876	его значением	1	2
877	и мышление	1	2
878	известной степени	2	2
879	или вообще	6	2
880	собой но	2	2
881	и небо	1	2
882	эти категории	1	2
883	только здесь	1	2
884	в сознании	5	2
885	это является	1	2
886	до известной	1	2
887	это одно	1	2
888	является уже	1	2
889	мы еще	3	2
890	знаков не	1	2
891	в самой	3	2
892	моменты в	1	2
893	конечно с	1	2
894	он должен	2	2
895	уже с	4	2
896	к лицу	1	2
897	языковой действительности	1	2
898	у гоголя	1	2
899	нет ни	1	2
900	языка есть	1	2
901	данном случае	10	2
902	нему и	1	2
903	в художественной	1	2
904	сигнал а	1	2
905	исследования мы	3	2
906	что значение	6	2
907	будет ли	1	2
908	в литературе	4	2
909	о нем	3	2
910	что с	2	2
911	и всегда	3	2
912	других областях	1	2
913	же не	1	2
914	с определенным	1	2
915	а все	1	2
916	деле если	1	2
917	возможно только	2	2
918	иметь место	1	2
919	речь но	1	2
920	два раза	1	2
921	сказать не	1	2
922	тех областях	1	2
923	но с	2	2
924	от друга	1	2
925	xviii и	1	2
926	проблемы языка	1	2
927	это возможно	2	2
928	в определении	3	2
929	указывает на	16	2
930	между собою	9	2
931	сама по	6	2
932	словом и	1	2
933	один момент	1	2
934	есть в	9	2
935	язык и	2	2
936	мы никогда	3	2
937	мира и	1	2
938	последнее время	1	2
939	этого вопроса	1	2
940	остановимся на	1	2
941	по его	3	2
942	это было	3	2
943	но уже	9	2
944	пока не	3	2
945	на его	2	2
946	для которого	4	2
947	и внутренней	1	2
948	что эти	2	2
949	без всякой	7	2
950	они все	3	2
951	этого сознания	1	2
952	и осуществляется	2	2
953	значение так	1	2
954	до тех	4	2
955	эти последние	2	2
956	то не	2	2
957	поскольку они	2	2
958	и почти	1	2
959	и ни	7	2
960	для кого	1	2
961	есть и	4	2
962	мы пока	1	2
963	нового времени	1	2
964	конечно нет	1	2
965	и часто	2	2
966	контекста в	1	2
967	его целом	1	2
968	явление в	1	2
969	и вы	2	2
970	в понимании	2	2
971	только по	2	2
972	различие в	3	2
973	ее из	1	2
974	их можно	1	2
975	иное как	5	2
976	определить как	1	2
977	и самый	3	2
978	ни из	1	2
979	которой мы	1	2
980	дело обстоит	1	2
981	само по	1	2
982	внутреннюю жизнь	1	2
983	и наконец	3	2
984	форме и	1	2
985	можно только	2	2
986	речь здесь	1	1
987	мир не	1	1
988	это несмотря	1	1
989	с которыми	4	1
990	более не	1	1
991	с большими	1	1
992	не связан	1	1
993	философии и	4	1
994	и теоретическая	1	1
995	знака вполне	1	1
996	или он	1	1
997	или и	1	1
998	невозможно здесь	1	1
999	но слишком	1	1
1000	можно говорить	3	1
1001	его действия	1	1
1002	выражена в	2	1
1003	говоря уже	6	1
1004	этого в	1	1
1005	знака без	1	1
1006	что почти	1	1
1007	момент времени	1	1
1008	и очень	3	1
1009	не сводимую	1	1
1010	со всем	2	1
1011	слова здесь	1	1
1012	язык а	1	1
1013	выводу что	1	1
1014	которые не	5	1
1015	и глубины	1	1
1016	того не	1	1
1017	всех случаях	1	1
1018	ровно ничего	4	1
1019	случае мы	1	1
1020	себе никакого	1	1
1021	ведь всякое	2	1
1022	что какое-нибудь	1	1
1023	до самого	1	1
1024	может здесь	1	1
1025	и морфологии	1	1
1026	вещи и	13	1
1027	случае не	6	1
1028	в некоторых	1	1
1029	но тем	1	1
1030	имеют ничего	4	1
1031	есть функция	3	1
1032	говорит о	4	1
1033	и говорить	1	1
1034	глубоко и	1	1
1035	это нужно	2	1
1036	не являются	8	1
1037	не хочет	3	1
1038	или иному	1	1
1039	он совершенно	1	1
1040	требует от	2	1
1041	одно из	2	1
1042	важный момент	1	1
1043	собой разумеется	1	1
1044	его от	4	1
1045	этого момента	1	1
1046	не несет	1	1
1047	говорить что	2	1
1048	был у	1	1
1049	противоречие с	1	1
1050	физических физиологических	1	1
1051	с собой	3	1
1052	и само	3	1
1053	в языкознании	8	1
1054	структуры в	1	1
1055	все области	1	1
1056	и творчески	1	1
1057	у пушкина	2	1
1058	нашего исследования	5	1
1059	этой последней	1	1
1060	это определение	1	1
1061	не слово	1	1
1062	несет с	3	1
1063	менее совершенно	1	1
1064	различия здесь	1	1
1065	то может	1	1
1066	проблемы не	1	1
1067	сущность этого	1	1
1068	роль но	1	1
1069	вещь и	3	1
1070	идти в	2	1
1071	именно и	1	1
1072	ни одна	2	1
1073	и сам	3	1
1074	образом что	2	1
1075	и подготовка	1	1
1076	мысль о	3	1
1077	значении и	1	1
1078	речевой деятельности	1	1
1079	не смогут	1	1
1080	или на	3	1
1081	последний может	1	1
1082	и требует	1	1
1083	для диалектического	1	1
1084	представление о	6	1
1085	к другим	2	1
1086	слова можно	1	1
1087	пор мы	4	1
1088	и должен	1	1
1089	всех тех	1	1
1090	только через	1	1
1091	всегда в	1	1
1092	предмет был	1	1
1093	что по	1	1
1094	притом в	1	1
1095	именно тот	1	1
1096	действительности так	1	1
1097	нам уже	2	1
1098	одновременно и	1	1
1099	на эту	2	1
1100	нужно чтобы	1	1
1101	даже до	1	1
1102	относиться ко	1	1
1103	слова часто	1	1
1104	в художественном	1	1
1105	мы так	1	1
1106	только для	3	1
1107	знак от	1	1
1108	тем или	4	1
1109	может дать	1	1
1110	речь идет	2	1
1111	поэтому необходимо	1	1
1112	и молот	4	1
1113	знака чтобы	1	1
1114	каком-нибудь определенном	1	1
1115	языковое сознание	1	1
1116	ведь не	1	1
1117	как только	3	1
1118	логики и	3	1
1119	знаке и	2	1
1120	значения со	1	1
1121	вносят в	1	1
1122	относиться к	2	1
1123	свой смысл	3	1
1124	всем его	1	1
1125	если уже	1	1
1126	и нет	2	1
1127	всякого рода	3	1
1128	а вместе	1	1
1129	нашему мнению	1	1
1130	для выражения	1	1
1131	его отнесенность	1	1
1132	сведения о	1	1
1133	язык что	1	1
1134	при всей	1	1
1135	действительность а	1	1
1136	было не	1	1
1137	в первую	1	1
1138	этим мы	2	1
1139	при условии	5	1
1140	осуществляется в	1	1
1141	из других	2	1
1142	еще далеко	1	1
1143	которые мы	3	1
1144	наконец вся	1	1
1145	то это	3	1
1146	конечно далеко	1	1
1147	условном характере	1	1
1148	будет для	1	1
1149	знаковой структуры	1	1
1150	которой он	4	1
1151	эта связь	1	1
1152	раз и	13	1
1153	писателей которые	1	1
1154	это последнее	1	1
1155	нас и	1	1
1156	связанных с	1	1
1157	и какова	1	1
1158	тех писателей	1	1
1159	познания и	1	1
1160	не простое	1	1
1161	но кто	1	1
1162	знак был	1	1
1163	в противоположность	1	1
1164	языка от	2	1
1165	знака ведь	1	1
1166	но даже	3	1
1167	часто в	1	1
1168	но во	1	1
1169	но то	1	1
1170	движении и	1	1
1171	случае можно	1	1
1172	поэтому если	1	1
1173	внешнее может	1	1
1174	искусства и	3	1
1175	самое примитивное	1	1
1176	во многих	4	1
1177	уже о	5	1
1178	может вызвать	1	1
1179	анализ этого	4	1
1180	в него	3	1
1181	времени мы	1	1
1182	о них	3	1
1183	всего как	2	1
1184	нечто такое	1	1
1185	символ и	9	1
1186	самый факт	2	1
1187	и знал	1	1
1188	людей и	1	1
1189	есть история	1	1
1190	несколько примеров	1	1
1191	разных сторон	1	1
1192	для своей	1	1
1193	не замечается	1	1
1194	от той	2	1
1195	языкового знака	9	1
1196	оно существует	1	1
1197	природы но	1	1
1198	указания на	1	1
1199	мере не	1	1
1200	но этот	1	1
1201	на ней	1	1
1202	друг на	1	1
1203	ни одного	1	1
1204	лица или	1	1
1205	далеки от	1	1
1206	и объективным	1	1
1207	и мышления	2	1
1208	и еще	3	1
1209	пределах этого	1	1
1210	с самим	3	1
1211	во всякой	2	1
1212	чтобы они	1	1
1213	что существует	2	1
1214	иной предмет	1	1
1215	отношении и	1	1
1216	своем языке	1	1
1217	в основу	1	1
1218	просто в	2	1
1219	можно понимать	1	1
1220	мы конечно	3	1
1221	будем говорить	1	1
1222	речь не	2	1
1223	он служит	1	1
1224	простое и	1	1
1225	без того	1	1
1226	в контекст	1	1
1227	ее внутренней	1	1
1228	с реальными	2	1
1229	мной и	1	1
1230	иным как	2	1
1231	что именно	1	1
1232	речь о	1	1
1233	это прежде	1	1
1234	их существование	1	1
1235	по поводу	6	1
1236	времени а	1	1
1237	знака то	3	1
1238	на котором	1	1
1239	здесь идет	2	1
1240	уже по	2	1
1241	в движении	1	1
1242	она есть	5	1
1243	этом же	1	1
1244	рассматривая его	1	1
1245	или лучше	1	1
1246	и неподвижный	1	1
1247	символы в	2	1
1248	в заключение	1	1
1249	что обычно	1	1
1250	но было	1	1
1251	может обойтись	1	1
1252	ближе к	2	1
1253	представить себе	1	1
1254	которую можно	1	1
1255	несколько слов	1	1
1256	результате нашего	2	1
1257	выводится из	1	1
1258	только не	4	1
1259	каждый элемент	1	1
1260	есть выражение	2	1
1261	или наоборот	1	1
1262	то очевидно	1	1
1263	эти элементы	3	1
1264	фактической стороны	2	1
1265	и мы	1	1
1266	большого масштаба	1	1
1267	не выходит	1	1
1268	нами не	4	1
1269	то оно	1	1
1270	содержится в	2	1
1271	сам автор	1	1
1272	языке его	1	1
1273	обычном смысле	1	1
1274	а наоборот	3	1
1275	одно в	1	1
1276	как нам	2	1
1277	которая как	1	1
1278	сознания с	2	1
1279	человеческой речи	3	1
1280	но отнюдь	4	1
1281	на том	5	1
1282	такого рода	20	1
1283	внимание на	4	1
1284	притом не	1	1
1285	теории в	3	1
1286	прийти к	3	1
1287	где знак	1	1
1288	слов в	1	1
1289	как нет	1	1
1290	самим же	1	1
1291	процесс возникновения	1	1
1292	является наиболее	1	1
1293	для определения	3	1
1294	не должна	1	1
1295	чтобы этот	1	1
1296	не соответствует	1	1
1297	и структура	1	1
1298	реки и	1	1
1299	в буквальном	3	1
1300	и существенное	1	1
1301	к необходимости	1	1
