N	2gram	Nazirov_Tv	Problema
205	самое время	2	16
206	художественного произведения	1	16
207	же в	1	16
208	для этого	1	16
209	но все	1	16
210	в одно	2	16
211	к тому	2	16
212	но даже	1	16
213	далеко не	3	16
214	и сам	5	15
215	казалось бы	4	15
216	с этим	2	15
217	в чем	4	15
218	всякого рода	2	15
219	у него	11	15
220	что не	5	15
221	общего с	1	15
222	и более	2	15
223	в частности	4	15
224	людей и	2	14
225	что все	4	14
226	с другими	1	14
227	сих пор	1	14
228	не так	5	14
229	нас не	1	14
230	а это	1	14
231	все равно	1	14
232	в котором	8	14
233	говорит о	3	14
234	нас в	1	14
235	до сих	1	14
236	в дальнейшем	7	14
237	не что	1	14
238	то ни	1	14
239	что иное	1	14
240	нет никакой	1	14
241	иное как	1	14
242	же и	2	13
243	из них	4	13
244	тому что	2	13
245	действительности и	3	13
246	из этого	1	13
247	сами по	2	13
248	ни на	3	13
249	бы и	1	13
250	мы имеем	1	13
251	в их	5	13
252	или даже	2	13
253	в области	1	13
254	который в	4	13
255	в других	1	13
256	в целях	2	13
257	или иного	1	13
258	учение о	1	13
259	дело в	4	13
260	на земле	4	12
261	в другом	1	12
262	он сам	8	12
263	с одной	2	12
264	в которой	5	12
265	время как	1	12
266	в самой	1	12
267	для них	2	12
268	на первый	1	12
269	является только	1	12
270	в литературе	4	12
271	каждый раз	1	12
272	в начале	2	12
273	не являются	1	12
274	что этот	2	12
275	в смысле	1	12
276	что это	1	12
277	в целом	7	12
278	бы то	1	11
279	о которых	1	11
280	жизни в	9	11
281	свидетельствует о	2	11
282	тот же	3	11
283	в таких	2	11
284	и другое	1	11
285	одной стороны	1	11
286	у пушкина	5	11
287	том или	1	11
288	по поводу	1	11
289	к нему	1	11
290	только не	1	11
291	не о	1	11
292	что его	4	11
293	без всякой	1	11
294	не могут	2	11
295	и у	3	11
296	мы говорим	1	11
297	заключается в	1	11
298	в истории	2	11
299	и самого	1	11
300	в искусстве	3	11
301	и их	2	11
302	в нашей	2	11
303	по этому	1	11
304	и тогда	2	11
305	что у	5	10
306	на том	2	10
307	но он	3	10
308	что для	3	10
309	даже если	2	10
310	один из	5	10
311	художественного творчества	1	10
312	со всеми	3	10
313	бы не	1	10
314	художественное произведение	1	10
315	то или	1	10
316	что оно	2	10
317	и всякий	2	10
318	однако это	2	10
319	очень много	1	10
320	в году	22	10
321	в одном	3	10
322	представление о	9	10
323	отличается от	1	10
324	все время	3	10
325	не то	2	10
326	действительности но	1	10
327	он в	1	10
328	однако в	3	10
329	не имеют	4	10
330	внимание на	1	10
331	только то	1	10
332	слова и	1	10
333	и другие	4	9
334	что если	1	9
335	с собой	1	9
336	в своих	8	9
337	их в	1	9
338	миф о	1	9
339	нет и	1	9
340	не нужно	2	9
341	не мешает	1	9
342	в которых	3	9
343	о котором	2	9
344	то он	1	9
345	это вовсе	1	9
346	в трагедии	1	9
347	и искусства	1	9
348	д и	1	9
349	и уж	1	9
350	однако не	1	9
351	но эта	3	9
352	она не	2	9
353	само собой	1	9
354	в жизни	3	9
355	в художественном	1	9
356	только для	2	9
357	не вполне	1	9
358	вообще и	1	9
359	между прочим	1	9
360	же касается	1	9
361	это тоже	1	9
362	на себе	1	9
363	не был	4	9
364	литературы и	1	9
365	был бы	3	9
366	здесь мы	2	9
367	с ней	1	9
368	хотелось бы	1	9
369	чем же	1	9
370	а может	2	9
371	и до	2	9
372	это было	1	9
373	жизнь и	2	9
374	и наконец	3	9
375	только что	2	8
376	с этой	4	8
377	или вернее	1	8
378	он был	2	8
379	нас и	1	8
380	трактуется как	1	8
381	во всей	2	8
382	поскольку в	1	8
383	а наоборот	1	8
384	между собой	2	8
385	почти всегда	1	8
386	и по	5	8
387	с ее	3	8
388	и самый	1	8
389	к сожалению	1	8
390	только еще	1	8
391	к его	1	8
392	из этих	1	8
393	только с	3	8
394	только потому	1	8
395	м а	1	8
396	значение в	2	8
397	и тут	2	8
398	на его	4	8
399	не все	2	8
400	еще в	3	8
401	вплоть до	2	8
402	для всех	1	8
403	самом же	1	8
404	как только	1	8
405	если в	3	8
406	входит в	1	8
407	и он	4	8
408	здесь нет	2	8
409	ни было	1	8
410	но ведь	2	8
411	если же	1	8
412	не значит	2	8
413	и особенно	1	8
414	и этот	1	8
415	это уже	7	8
416	том как	1	8
417	а если	1	8
418	в сознании	1	8
419	для него	9	8
420	в г	1	8
421	говорим о	1	8
422	является не	1	8
423	же деле	1	8
424	с самого	3	8
425	как он	1	8
426	даже в	4	7
427	с самим	1	7
428	но что	1	7
429	а а	4	7
430	во все	1	7
431	из себя	2	7
432	мы все	1	7
433	что их	1	7
434	а с	4	7
435	в случае	1	7
436	или иное	1	7
437	его как	2	7
438	жизни а	1	7
439	своего собственного	2	7
440	оно не	1	7
441	свой собственный	1	7
442	эта последняя	1	7
443	и поэтому	2	7
444	чем не	1	7
445	одной из	7	7
446	на этот	3	7
447	находятся в	1	7
448	была бы	2	7
449	в такой	2	7
450	с полным	1	7
451	же это	1	7
452	это в	3	7
453	что на	3	7
454	вообще говоря	2	7
455	еще более	3	7
456	на этой	1	7
457	уже о	1	7
458	и значение	1	7
459	самого начала	3	7
460	есть по	1	7
461	по преимуществу	4	7
462	тому же	2	7
463	же как	3	7
464	сливаются в	1	7
465	за это	1	7
466	не на	1	7
467	учения о	1	7
468	все они	1	7
469	в основе	3	7
470	о своем	1	7
471	на землю	2	7
472	большей частью	1	7
473	времени и	4	7
474	и а	1	7
475	друг друга	2	7
476	человека но	3	7
477	этой области	1	7
478	ее в	3	7
479	же не	2	7
480	в эпоху	1	7
481	говорят о	1	7
482	нам хотелось	1	7
483	тут и	3	7
484	в какой	1	7
485	уже на	1	6
486	первый взгляд	1	6
487	в действительности	1	6
488	только как	2	6
489	имеем в	1	6
490	на него	2	6
491	уже по	1	6
492	мышления и	2	6
493	до конца	2	6
494	после этого	1	6
495	но когда	2	6
496	жизнь в	2	6
497	заставляет нас	2	6
498	сказать о	1	6
499	в него	2	6
500	чтобы не	1	6
501	в статье	2	6
502	и делает	1	6
503	не считать	2	6
504	этот вопрос	4	6
505	и уже	1	6
506	могут быть	4	6
507	образ и	2	6
508	то мы	1	6
509	идеи и	2	6
510	особенно в	3	6
511	людей в	2	6
512	но она	2	6
513	к ней	3	6
514	а скорее	1	6
515	в античной	2	6
516	а н	1	6
517	себе а	1	6
518	самого себя	1	6
519	если он	4	6
520	одновременно и	2	6
521	нам представляется	2	6
522	г в	2	6
523	перестает быть	1	6
524	и того	2	6
525	к другой	1	6
526	на первом	2	6
527	как на	1	6
528	под названием	1	6
529	не мог	3	6
530	вся эта	1	6
531	не знает	2	6
532	который является	2	6
533	и символа	1	6
534	но отнюдь	1	6
535	во время	2	6
536	можно только	1	6
537	это общее	1	6
538	в известном	2	6
539	ни к	2	6
540	этой трагедии	1	6
541	для меня	1	6
542	этого слова	1	6
543	с его	12	6
544	медный всадник	2	6
545	но с	1	6
546	с той	1	6
547	не столь	1	6
548	для которого	1	6
549	на свете	3	6
550	дело не	3	6
551	когда он	4	6
552	в поэме	1	6
553	стороны и	1	6
554	все другие	1	6
555	ли в	2	6
556	не к	2	6
557	в настоящем	2	5
558	вот что	1	5
559	из самых	1	5
560	или на	1	5
561	к самому	1	5
562	в противоположность	1	5
563	в этот	3	5
564	и когда	2	5
565	то чтобы	1	5
566	и еще	2	5
567	к этому	4	5
568	разложения в	1	5
569	первого взгляда	1	5
570	которого он	2	5
571	на себя	2	5
572	я не	5	5
573	отдельно от	1	5
574	в каждом	4	5
575	взятая в	1	5
576	и чтобы	1	5
577	нужно сказать	1	5
578	говорили что	2	5
579	между тем	2	5
580	нам кажется	1	5
581	мы видели	1	5
582	первую очередь	1	5
583	но зато	3	5
584	поэтому в	1	5
585	сводится к	2	5
586	текста и	1	5
587	и будет	2	5
588	к людям	1	5
589	это является	1	5
590	что может	1	5
591	для всего	1	5
592	о нем	2	5
593	что с	2	5
594	ведь это	1	5
595	представляет собою	2	5
596	гоголя и	2	5
597	с первого	1	5
598	себе что	1	5
599	человека в	9	5
600	человека и	6	5
601	этой теории	1	5
602	а ф	3	5
603	человека из	1	5
604	мира в	2	5
605	античной мифологии	1	5
606	из всех	5	5
607	здесь необходимо	1	5
608	по мысли	1	5
609	в собственном	1	5
610	когда в	1	5
611	у достоевского	51	5
612	сам же	1	5
613	до того	1	5
614	действительности в	2	5
615	в первую	1	5
616	больше чем	2	5
617	которой он	2	5
618	представляется что	1	5
619	с большим	3	5
620	у а	2	5
621	а мы	1	5
622	себя в	3	5
623	свое собственное	1	5
624	том чтобы	1	5
625	должно быть	1	5
626	в поисках	1	5
627	по мнению	4	5
628	за то	2	5
629	одним из	6	5
630	как его	1	5
631	себе не	3	5
632	одна из	5	5
633	в свете	3	5
634	метафоры и	1	5
635	что эта	1	5
636	хотя в	1	5
637	в нее	1	5
638	бы его	1	5
639	о его	1	5
640	образом и	1	5
641	в область	4	5
642	за что	1	5
643	же о	1	5
644	не знал	2	5
645	ли он	1	5
646	знает что	1	5
647	не должны	1	5
648	нет ни	3	5
649	том числе	1	5
650	без этого	1	5
651	же именно	1	5
652	но по	1	5
653	он говорит	3	5
654	его не	1	5
655	ту или	1	5
656	в пределах	1	5
657	лишь в	1	5
658	отношение к	1	5
659	анализа и	1	5
660	в разные	1	5
661	и прежде	1	5
662	об этой	1	5
663	в известной	4	5
664	чем оно	1	4
665	рассматриваться в	1	4
666	тем как	1	4
667	думается что	1	4
668	в духе	6	4
669	в мир	2	4
670	к другим	1	4
671	мы получаем	1	4
672	меня в	2	4
673	я могу	1	4
674	на эту	4	4
675	но мы	1	4
676	так например	3	4
677	а вместе	1	4
678	не могли	2	4
679	знал что	1	4
680	но эти	3	4
681	своим собственным	1	4
682	вообще как	1	4
683	если нет	1	4
684	и те	1	4
685	любви к	2	4
686	к ним	1	4
687	страдания и	2	4
688	теории и	1	4
689	без которой	1	4
690	трагедии и	1	4
691	или иную	1	4
692	одно из	1	4
693	бы что	1	4
694	на краю	2	4
695	и всю	1	4
696	человек и	2	4
697	большим трудом	1	4
698	в эту	1	4
699	в русской	5	4
700	произведения то	1	4
701	должны были	1	4
702	а тем	1	4
703	человеческих отношений	3	4
704	пушкина и	1	4
705	он только	1	4
706	и свое	1	4
707	с такой	1	4
708	будет иметь	1	4
709	это время	2	4
710	этот образ	1	4
711	нет в	1	4
712	бросается в	1	4
713	в свою	8	4
714	это все	2	4
715	не быть	1	4
716	и независимо	1	4
717	я в	1	4
718	той же	4	4
719	начиная с	2	4
720	но на	1	4
721	о значении	1	4
722	он как	1	4
723	ничего кроме	1	4
724	только его	1	4
725	себя самого	1	4
726	первом плане	2	4
727	нас к	1	4
728	бы нам	1	4
729	сразу же	1	4
730	отличие от	3	4
731	существуют в	1	4
732	а главное	1	4
733	веры в	1	4
734	и времени	1	4
735	при всем	1	4
736	числе и	1	4
737	эту тему	1	4
738	и нечто	1	4
739	он с	2	4
740	от него	2	4
741	можно говорить	1	4
742	эта теория	1	4
743	к этой	1	4
744	он всегда	2	4
745	требует от	1	4
746	дается в	1	4
747	и просто	1	4
748	равно как	1	4
749	например в	3	4
750	мы только	1	4
751	поскольку он	1	4
752	прикован к	1	4
753	переходит в	2	4
754	в глаза	2	4
755	всегда и	1	4
756	его именно	1	4
757	значения этого	1	4
758	должен быть	1	4
759	наряду с	6	4
760	для ее	2	4
761	н г	2	4
762	ее не	1	4
763	и всей	1	4
764	начала и	1	4
765	верит в	2	4
766	xix века	13	4
767	свободы и	2	4
768	ней же	1	4
769	это мы	1	4
770	и она	1	4
771	от одной	2	4
772	представляется нам	1	4
773	и всякого	1	4
774	могло бы	1	4
775	не содержится	1	4
776	именно потому	1	4
777	во что	2	4
778	кажется что	1	4
779	что бы	1	4
780	у которого	1	4
781	и др	2	4
782	с которым	2	4
783	для людей	1	4
784	а как	2	4
785	в сущности	1	4
786	и гёте	1	4
787	или его	1	4
788	он будет	1	4
789	себя и	1	4
790	который и	1	4
791	им в	1	4
792	мог бы	1	4
793	их с	1	4
794	л толстой	1	4
795	предмет а	1	4
796	не стоит	1	4
797	дает нам	1	4
798	на путях	1	4
799	и за	1	4
800	который бы	1	4
801	со своим	2	4
802	чем он	1	4
803	в ту	4	4
804	то этот	1	4
805	при таком	1	4
806	у древних	1	4
807	на всю	1	4
808	и часто	1	4
809	еще на	1	4
810	одного из	3	4
811	или другом	1	4
812	бы он	1	4
813	образов и	1	4
814	эти два	1	4
815	этот мотив	1	4
816	более не	4	3
817	в душе	4	3
818	еще раз	1	3
819	выражена в	1	3
820	и люди	1	3
821	важно для	1	3
822	он видит	3	3
823	время не	2	3
824	представлений о	2	3
825	не столько	4	3
826	о необходимости	1	3
827	свою собственную	1	3
828	после его	1	3
829	и смерти	1	3
830	а что	2	3
831	представляет собой	4	3
832	времени в	13	3
833	от типа	1	3
834	образом как	1	3
835	чего он	1	3
836	в атмосфере	1	3
837	от них	1	3
838	для этой	2	3
839	ни даже	1	3
840	но тем	1	3
841	мы видим	3	3
842	и мы	1	3
843	к их	1	3
844	зла и	1	3
845	что уже	1	3
846	проявляется в	1	3
847	для определения	1	3
848	чем в	1	3
849	о смерти	1	3
850	и хорошо	1	3
851	я и	3	3
852	больше всего	1	3
853	жизни то	1	3
854	но можно	1	3
855	ведь в	1	3
856	эти слова	3	3
857	на чем	1	3
858	от которых	1	3
859	относится и	1	3
860	из нас	1	3
861	вот в	2	3
862	на некоторые	1	3
863	которого у	1	3
864	вторая часть	1	3
865	так уж	1	3
866	образом в	1	3
867	его к	2	3
868	и общественной	1	3
869	очень важно	2	3
870	его из	1	3
871	и далее	4	3
872	и та	2	3
873	к выводу	1	3
874	разобраться в	1	3
875	для человека	3	3
876	пусть даже	1	3
877	от своего	1	3
878	на месте	1	3
879	выражается в	1	3
880	связанные с	1	3
881	далек от	1	3
882	сейчас же	1	3
883	это был	4	3
884	отличается и	1	3
885	самое же	1	3
886	мысли и	5	3
887	такую же	1	3
888	изображения и	1	3
889	всего прочего	1	3
890	то все	2	3
891	речь идет	1	3
892	от других	2	3
893	него с	1	3
894	знаем что	1	3
895	было и	1	3
896	в отличие	3	3
897	основан на	1	3
898	будь то	1	3
899	к предмету	1	3
900	в мировой	1	3
901	это произведение	1	3
902	может не	2	3
903	не во	2	3
904	естественно что	1	3
905	где он	2	3
906	имел в	1	3
907	а все	1	3
908	многое другое	2	3
909	борьбу с	1	3
910	в силах	1	3
911	мы никогда	1	3
912	в одной	5	3
913	только он	1	3
914	стоит и	1	3
915	и других	5	3
916	каждом из	1	3
917	но при	1	3
918	символическое значение	1	3
919	но такое	1	3
920	указывать на	1	3
921	одного и	1	3
922	место в	6	3
923	мифа в	2	3
924	может и	1	3
925	однако все	1	3
926	русской литературе	4	3
927	которая в	1	3
928	говорят что	1	3
929	от этих	1	3
930	есть отношение	1	3
931	в первом	3	3
932	из нее	1	3
933	мысль о	3	3
934	и требует	1	3
935	принцип который	1	3
936	там же	11	3
937	смотреть на	1	3
938	есть какая-нибудь	1	3
939	введение в	1	3
940	вот почему	3	3
941	поэтому мы	1	3
942	с помощью	1	3
943	когда она	1	3
944	оно было	1	3
945	говорит что	2	3
946	превращается в	2	3
947	всего этого	1	3
948	но этот	2	3
949	быть в	1	3
950	это отношение	1	3
951	в голове	1	3
952	от ее	2	3
953	ее и	2	3
954	время в	3	3
955	т е	1	3
956	к действию	1	3
957	не обладает	1	3
958	весь мир	1	3
959	видит в	1	3
960	в мысли	2	3
961	а к	1	3
962	не говорит	1	3
963	выше мы	1	3
964	единственный способ	1	3
965	делает его	1	3
966	речи или	1	3
967	чтобы его	1	3
968	должен был	2	3
969	вообще в	1	3
970	на этом	1	3
971	ли это	2	3
972	на другой	1	3
973	нет никаких	1	3
974	ведь тоже	1	3
975	за ними	1	3
976	однако уже	1	3
977	нем и	2	3
978	и стремление	1	3
979	почему же	1	3
980	известном смысле	2	3
981	рассматривается как	1	3
982	в первой	4	3
983	столь же	2	3
984	значило бы	1	3
985	если они	1	3
986	и действительно	1	3
987	а потому	1	3
988	можно понять	1	3
989	время для	1	3
990	его с	1	3
991	и должно	2	3
992	истории в	1	3
993	о которой	2	3
994	в идиоте	4	3
995	отношений между	2	3
996	мы понимаем	2	3
997	в россии	5	3
998	в романе	24	3
999	в процессе	3	3
1000	с ними	3	3
1001	анализа в	1	3
1002	древних греков	1	3
1003	по самому	2	3
1004	со стороны	1	3
1005	бы с	1	3
1006	как самого	1	3
1007	он хочет	1	3
1008	потому и	1	3
1009	заметить что	1	3
1010	и многих	1	3
1011	в образе	4	3
1012	правды и	1	3
1013	общества в	1	3
1014	том же	3	3
1015	слово и	1	3
1016	жизни но	2	3
1017	говорилось выше	1	3
1018	связан с	4	3
1019	в более	1	3
1020	человеком а	1	3
1021	всего мира	1	3
1022	от которого	1	3
1023	никуда не	2	3
1024	жизни это	1	3
1025	и где	1	3
1026	как она	2	3
1027	как люди	1	3
1028	каких бы	2	3
1029	она должна	1	3
1030	петербург достоевского	3	3
1031	в эпилоге	4	3
1032	думать что	1	3
1033	нуждается в	2	3
1034	она действительно	1	3
1035	писателя и	1	2
1036	о будущем	1	2
1037	и имеет	1	2
1038	он считает	1	2
1039	самый принцип	1	2
1040	эта идея	2	2
1041	формы в	1	2
1042	у тургенева	2	2
1043	в с	2	2
1044	исторического процесса	1	2
1045	и самыми	1	2
1046	года в	7	2
1047	форму и	1	2
1048	мысли о	1	2
1049	смысл этого	1	2
1050	человеческой истории	2	2
1051	еще от	1	2
1052	некоторые из	2	2
1053	является более	1	2
1054	из жизни	3	2
1055	н а	1	2
1056	как отражение	1	2
1057	за собой	4	2
1058	предисловии к	1	2
1059	же его	1	2
1060	свою очередь	2	2
1061	искусстве и	1	2
1062	друг на	1	2
1063	с другим	3	2
1064	на миг	2	2
1065	и любви	1	2
1066	утверждал что	3	2
1067	я с	1	2
1068	еще нет	1	2
1069	нас на	1	2
1070	него не	1	2
1071	достоевского все	1	2
1072	и самим	1	2
1073	м лотмана	3	2
1074	и вдруг	1	2
1075	ли что	1	2
1076	ним на	1	2
1077	бы ее	1	2
1078	что само	1	2
1079	прочим в	1	2
1080	точка зрения	2	2
1081	стихотворения и	1	2
1082	раз на	2	2
1083	жизни с	2	2
1084	земли с	1	2
1085	д все	1	2
1086	этой книги	4	2
1087	все его	1	2
1088	другое и	1	2
1089	если у	2	2
1090	однако этот	4	2
1091	античной литературе	1	2
1092	к необходимости	1	2
1093	не хватает	1	2
1094	слово о	1	2
1095	и некоторые	1	2
1096	целях ее	1	2
1097	и говорит	1	2
1098	был не	1	2
1099	фауст и	1	2
1100	войне и	2	2
1101	он дал	1	2
1102	не означает	4	2
1103	ведь этот	1	2
1104	роль но	1	2
1105	более всего	2	2
1106	в рассказе	4	2
1107	при такой	1	2
1108	в нас	1	2
1109	перед лицом	1	2
1110	от страха	1	2
1111	на свое	1	2
1112	это действительно	1	2
1113	сторон жизни	1	2
1114	целом и	1	2
1115	поэтому здесь	1	2
1116	подход к	1	2
1117	искусства но	1	2
1118	без этой	1	2
1119	с с	1	2
1120	не случайно	6	2
1121	этого героя	1	2
1122	не принимать	1	2
1123	по причине	2	2
1124	преступления и	6	2
1125	прямо и	1	2
1126	и возможно	1	2
1127	да не	1	2
1128	героя в	4	2
1129	в картине	1	2
1130	здесь он	1	2
1131	он на	1	2
1132	не признает	1	2
1133	в медном	1	2
1134	находим у	1	2
1135	и элементарного	1	2
1136	и событий	1	2
1137	по отношению	3	2
1138	еще с	2	2
1139	обращается к	1	2
1140	героев и	4	2
1141	разума и	1	2
1142	к которым	1	2
1143	в в	2	2
1144	времен и	1	2
1145	которого не	2	2
1146	братьях карамазовых	7	2
1147	сам он	1	2
1148	который может	1	2
1149	к своим	1	2
1150	но тоже	1	2
1151	и и	1	2
1152	на основе	1	2
1153	момент для	1	2
1154	у меня	1	2
1155	ряд с	1	2
1156	в бесах	8	2
1157	вслед за	2	2
1158	и мышление	1	2
1159	мне не	1	2
1160	с людьми	1	2
1161	и рисует	1	2
1162	тот самый	2	2
1163	из подполья	19	2
1164	в глазах	2	2
1165	ли можно	1	2
1166	к античной	1	2
1167	не имел	1	2
1168	не из	1	2
1169	жизни не	2	2
1170	известной мере	2	2
1171	своего рода	7	2
1172	что ему	1	2
1173	зависит от	4	2
1174	в художественной	1	2
1175	участие в	1	2
1176	вовсе нет	1	2
1177	когда же	2	2
1178	от всех	2	2
1179	в войне	1	2
1180	за этим	1	2
1181	вот это	1	2
1182	в стороне	2	2
1183	этого романа	1	2
1184	заслуживает особого	1	2
1185	и со	2	2
1186	и я	2	2
1187	со своей	1	2
1188	эта связь	1	2
1189	бы этот	1	2
1190	говорит об	2	2
1191	а так	1	2
1192	как результат	1	2
1193	которые были	1	2
1194	но его	2	2
1195	и эти	1	2
1196	xx века	3	2
1197	в предисловии	1	2
1198	такие же	1	2
1199	океана и	1	2
1200	в комедии	2	2
1201	с какой-нибудь	1	2
1202	от боли	1	2
1203	же что	1	2
1204	король лир	1	2
1205	у кого	1	2
1206	а каким-то	1	2
1207	есть о	1	2
1208	д в	3	2
1209	человека с	2	2
1210	и всякая	1	2
1211	такое изображение	1	2
1212	а самый	1	2
1213	во многом	8	2
1214	содержанием и	1	2
1215	в плане	4	2
1216	в другую	1	2
1217	дня и	2	2
1218	его до	1	2
1219	такой же	4	2
1220	уже чисто	1	2
1221	их на	1	2
1222	тут-то и	1	2
1223	человек не	1	2
1224	со своими	2	2
1225	мы наблюдаем	2	2
1226	идейность и	1	2
1227	бога в	1	2
1228	упоминания о	1	2
1229	чего не	1	2
1230	в момент	5	2
1231	познания и	2	2
1232	он сначала	1	2
1233	всей жизни	1	2
1234	этот момент	2	2
1235	жить и	1	2
1236	что человек	3	2
1237	статьи ю	1	2
1238	приходит к	4	2
1239	в средневековой	2	2
1240	вопрос этот	1	2
1241	уж никак	1	2
1242	создал человека	1	2
1243	до степени	1	2
1244	и добра	2	2
1245	считать что	1	2
1246	не сказано	1	2
1247	что по	1	2
1248	медном всаднике	1	2
1249	роль в	2	2
1250	но у	5	2
1251	время это	1	2
1252	ю м	8	2
1253	и стал	1	2
1254	но за	1	2
1255	ли не	3	2
1256	относиться к	1	2
1257	на все	1	2
1258	известно что	4	2
1259	этого вопроса	2	2
1260	природы в	1	2
1261	и научная	1	2
1262	из других	2	2
1263	еще далеко	1	2
1264	но кто	2	2
1265	имеет в	2	2
1266	не должен	1	2
1267	все свои	1	2
1268	часто в	1	2
1269	что никогда	1	2
1270	пусть в	1	2
1271	своих героев	5	2
1272	карамазовым как	1	2
1273	даже с	1	2
1274	является как	1	2
1275	о тех	1	2
1276	тезис о	1	2
1277	жизни как	1	2
1278	от матери	1	2
1279	или очень	1	2
1280	идея в	1	2
1281	здравого смысла	2	2
1282	воли и	3	2
1283	от себя	1	2
1284	о великом	3	2
1285	не давая	1	2
1286	о принципе	1	2
1287	в петербурге	5	2
1288	в братьях	6	2
1289	понимая под	1	2
1290	то у	3	2
1291	есть его	1	2
1292	силой в	1	2
1293	а и	1	2
1294	добра и	3	2
1295	однако совершенно	1	2
1296	классической литературы	1	2
1297	на стадии	1	2
1298	обыкновенным человеком	1	2
1299	сколько бы	1	2
1300	и логика	1	2
1301	что за	1	2
1302	в изображении	2	2
1303	человек в	1	2
1304	нет нужды	1	2
1305	он вовсе	1	2
1306	и жизнь	1	2
1307	например как	1	2
1308	остается в	1	2
1309	из последних	1	2
1310	отпадения от	1	2
1311	стремится к	3	2
1312	не видят	1	2
1313	которые вовсе	1	2
1314	не дает	1	2
1315	ту же	4	2
1316	как был	1	2
1317	или же	1	2
1318	действующих лиц	1	2
1319	является одним	3	2
1320	их и	1	2
