N	3gram	Tiupa_Hudo	Formalny
154	и так или	1	1
155	и не будет	1	1
156	из этих моментов	1	1
157	иное место в	1	1
158	первой из них	1	1
159	ее роль в	1	1
160	в нашем примере	1	1
161	мы знаем что	1	1
162	так а не	1	1
163	и в конце	1	1
164	один из путей	2	1
165	л н толстого	4	1
166	или иное место	1	1
167	произведения и в	1	1
168	так и по	1	1
169	в этой плоскости	1	1
170	здесь не в	1	1
171	в то что	1	1
172	нельзя отказать в	1	1
173	в ней все	1	1
174	если же это	1	1
175	в чем не	1	1
176	без того чтобы	1	1
177	а с другой	1	1
178	не могло быть	1	1
179	и по отношению	1	1
180	связано с тем	1	1
181	чем иным как	1	1
182	п все эти	1	1
183	прежде всего это	1	1
184	только один из	1	1
185	в первой главе	3	1
186	состоит в том	3	1
187	потому что не	1	1
188	не может не	1	1
189	дистанции между ними	1	1
190	и там где	1	1
191	его к определенному	1	1
192	и отказ от	1	1
193	ее осуществления в	1	1
194	несмотря на свой	2	1
195	лишь по отношению	1	1
196	и потому не	1	1
197	а также и	1	1
198	в чистом виде	1	1
199	истории русской литературы	1	1
200	то что было	2	1
201	в том и	1	1
202	друг друга и	1	1
203	за то что	1	1
204	и эта пара	1	1
205	той или иной	1	1
206	вследствие того что	1	1
207	не два а	1	1
208	т п все	1	1
209	свои усилия на	1	1
210	прежде всего на	1	1
211	на то что	2	1
212	как по отношению	1	1
213	едва ли можно	1	1
214	в русскую литературу	1	1
215	не нуждается в	1	1
216	он уже не	1	1
217	он тем самым	1	1
218	о том что	14	1
219	форма но в	1	1
220	того чтобы не	1	1
221	и в самом	4	1
222	в гораздо большей	1	1
223	ту или иную	2	1
224	все дело в	1	1
225	и который в	1	1
226	только в качестве	1	1
227	с самим собою	1	1
228	что все они	1	1
229	можно сказать что	1	1
230	и состоит в	1	1
231	только в том	4	1
232	как впрочем и	1	1
233	ориентации человека в	2	1
234	б м эйхенбаум	1	1
235	гораздо большей степени	1	1
236	так в первой	1	1
237	все же не	2	1
238	в узком смысле	1	1
239	и его в	1	1
240	если бы эти	1	1
241	не чем иным	1	1
242	та же что	1	1
243	и быть не	1	1
244	тем в этом	1	1
245	бы не видели	1	1
246	ясно что для	1	1
247	и составляет содержание	1	1
248	и с ее	1	1
249	в этом произведении	1	1
250	жизни в то	2	1
251	заключается в том	1	1
252	его жизни как	1	1
253	только потому что	2	1
254	того чтобы создать	1	1
255	что если бы	1	1
256	входит в жизнь	1	1
257	но тем не	2	1
258	усилия на то	1	1
259	себе и своей	1	1
260	при этом для	1	1
261	тому что он	4	1
262	и что в	1	1
263	же как и	2	1
264	здесь нет и	1	1
265	в различных ее	1	1
266	как и сама	1	1
267	занимает место в	1	1
268	друг для друга	3	1
269	между тем в	2	1
270	том случае если	2	1
271	и сам он	2	1
272	дело здесь не	1	1
273	по своей природе	2	1
274	та или иная	4	1
275	между собой не	1	1
276	внешнее и внутреннее	1	1
277	воли и чувства	1	1
278	объясняется тем что	1	1
279	никак между собой	1	1
280	времени и пространстве	1	1
281	со стороны других	1	1
282	том что без	1	1
283	мы уже говорили	1	1
284	в жизни в	1	1
285	укладывается в рамки	1	1
286	можно было бы	5	1
287	поэтики так и	1	1
288	собой не связанных	1	1
289	является не чем	1	1
290	не мешает ему	1	1
291	где та или	1	1
