N	3gram	Bakhtin_Fr	Istorich
181	здесь как и	2	2
182	так как оно	1	2
183	совершенно ясно что	1	2
184	его в себя	1	2
185	и той же	1	2
186	характерно что в	2	2
187	хотя и не	1	2
188	другой стороны в	1	2
189	одно и то	1	2
190	не похожи на	1	2
191	так как они	3	2
192	одной и той	1	2
193	он не мог	1	2
194	мы видим таким	1	2
195	видит в нем	1	2
196	если мы будем	1	2
197	роль и в	2	1
198	и было бы	1	1
199	связывает его с	1	1
200	и ее не	1	1
201	ту же функцию	1	1
202	тесно связана с	1	1
203	они есть в	1	1
204	этот образ в	1	1
205	это как бы	1	1
206	принимает фантастические размеры	1	1
207	он никак не	1	1
208	все на свете	1	1
209	даже в его	1	1
210	имеют ничего общего	1	1
211	связи с проблемой	1	1
212	а не как	1	1
213	и с миром	1	1
214	эта связь между	1	1
215	большую роль и	1	1
216	с вопросом о	1	1
217	что во время	1	1
218	связь между словом	1	1
219	в предыдущей главе	1	1
220	и др но	1	1
221	из этих трех	1	1
222	только во время	1	1
223	она и не	1	1
224	а не его	1	1
225	они не только	1	1
226	но и с	1	1
227	что в доме	1	1
228	как мы уже	6	1
229	по своему содержанию	1	1
230	в эти дни	2	1
231	и некоторые другие	1	1
232	не может так	1	1
233	своего отца и	1	1
234	здесь не в	3	1
235	с тем и	1	1
236	ко всякого рода	1	1
237	так как его	1	1
238	и его нельзя	1	1
239	о котором говорит	1	1
240	в частности и	1	1
241	не менее он	1	1
242	можно говорить о	2	1
243	мы видели какую	2	1
244	из стороны в	1	1
245	и изобилие и	1	1
246	что образ женщины	1	1
247	данном случае они	1	1
248	и в соответствии	1	1
249	и в самых	1	1
250	огромном большинстве случаев	1	1
251	к этому времени	1	1
252	в буквальном смысле	1	1
253	какую роль играет	1	1
254	и в различных	1	1
255	его в своем	1	1
256	можем сказать что	1	1
257	а также и	4	1
258	но в его	1	1
259	и в средневековой	1	1
260	но в это	1	1
261	лишь тогда когда	1	1
262	является не только	1	1
263	не по существу	1	1
264	но кроме того	1	1
265	в узком смысле	1	1
266	и др это	1	1
267	не имеют ничего	1	1
268	в ней и	2	1
269	в чем же	3	1
270	теперь мы можем	1	1
271	не имеет никакого	1	1
272	что у нее	1	1
273	что под нами?	1	1
274	вообще не знает	1	1
275	нами в предыдущей	1	1
276	в одном образе	2	1
277	но и не	1	1
278	в нашем смысле	1	1
279	по двум линиям	1	1
280	и к тому	1	1
281	связи с этим	3	1
282	что он должен	1	1
283	когда во время	1	1
284	дает право на	2	1
285	все те же	1	1
286	на этом моменте	1	1
287	у того же	1	1
288	и в частности	1	1
289	как и все	5	1
290	это утверждают некоторые	1	1
291	в частности необходимо	1	1
292	а затем следует	1	1
293	но и других	1	1
294	связь и в	1	1
295	и пить и	2	1
296	что с ним	1	1
297	чтобы отправиться в	1	1
298	и что в	1	1
299	его в этом	1	1
300	правда в очень	1	1
301	но уже и	1	1
302	в огромном большинстве	2	1
303	все было готово	1	1
304	сказать что и	3	1
305	как бы в	2	1
306	выйти из нее	1	1
307	все это в	1	1
308	средних веков и	2	1
309	также и в	2	1
310	нет места для	1	1
311	мы находим и	1	1
312	средние века и	1	1
313	если бы он	1	1
314	в большей или	1	1
315	в самом начале	2	1
316	и к этому	1	1
317	именно это и	1	1
318	тем более не	1	1
319	говорить о его	1	1
320	он думает что	1	1
321	и все подобные	1	1
322	в себе в	1	1
323	это значило бы	1	1
324	до известной степени	4	1
325	только для того	2	1
326	но там где	2	1
327	но сам он	1	1
328	имеется в виду	2	1
329	в сопровождении своего	1	1
330	никак не мог	1	1
331	мы еще будем	1	1
332	как это утверждают	1	1
333	как он был	1	1
334	что связано с	1	1
335	если они не	1	1
336	никогда не видел	1	1
337	он это сделал	1	1
338	перед нами в	1	1
339	мы проследили только	1	1
340	не ясна и	1	1
341	но это все	1	1
342	в этом отношении	7	1
343	и если бы	1	1
344	не имеет значения	1	1
345	потому что в	1	1
346	именно потому что	1	1
347	хотя и в	1	1
348	мы можем сказать	1	1
349	и в меньшей	1	1
350	один из самых	1	1
351	при всех его	1	1
352	что многие из	1	1
353	и от его	1	1
354	в этой книге	1	1
355	на земле на	1	1
356	но в сущности	1	1
357	и так сказать	1	1
358	как бы он	1	1
359	по ту сторону	1	1
360	а с другой	1	1
361	может так как	1	1
362	то что не	1	1
363	не там где	1	1
364	в своей жизни	1	1
365	впитала в себя	1	1
366	почву на которой	1	1
367	это вовсе не	1	1
368	в стороне от	1	1
369	в своей книге	1	1
370	мы еще вернемся	1	1
371	больше чем на	2	1
372	то же время	14	1
373	в значительной степени	1	1
374	у своего отца	1	1
375	стороны в сторону	1	1
376	его в свое	1	1
377	там где он	1	1
378	дает нам никакого	1	1
379	с огнем и	1	1
380	в дальнейшем в	1	1
381	видеть в этом	1	1
382	наиболее известный пример	1	1
383	что он может	1	1
384	мы находим в	2	1
385	но и там	1	1
386	одним из самых	1	1
387	от того что	1	1
388	сказать что такие	1	1
389	в сущности это	1	1
390	в какой-то степени	1	1
391	по существу эта	1	1
392	еще и сейчас	1	1
393	которой мы здесь	1	1
394	с представлением об	1	1
395	и не в	2	1
396	конечно не в	1	1
397	но если мы	1	1
398	на котором он	1	1
399	видели какую роль	1	1
400	в то же	14	1
401	в левое ухо	1	1
402	есть и пить	3	1
403	убежден в том	1	1
404	между жизнью и	1	1
405	в первом случае	3	1
406	сопровождении своего отца	1	1
407	им в своем	1	1
408	и та же	1	1
409	в них всегда	1	1
410	но в то	6	1
411	что здесь в	1	1
412	особенно тех которые	1	1
413	это прежде всего	1	1
414	но это конечно	1	1
415	у нас на	1	1
416	она основана на	1	1
417	после чего наступает	1	1
418	не дает нам	1	1
419	одна и та	1	1
420	прямо или косвенно	1	1
421	две стороны одного	1	1
422	не поддается никакому	1	1
423	в следующей главе	1	1
424	в других странах	1	1
425	и все они	1	1
426	в основе своей	1	1
427	потому что они	1	1
428	через которую мы	1	1
