N	2gram	Propp_Isto	KFilosof
176	этом смысле	1	3
177	в современной	3	3
178	я буду	4	3
179	на своем	2	3
180	мы здесь	8	3
181	нем и	1	3
182	из его	1	3
183	только с	4	3
184	могут быть	5	3
185	до конца	1	3
186	нигде не	2	3
187	о том	12	3
188	есть момент	1	3
189	тем как	1	3
190	в то	4	3
191	для которого	1	3
192	или иного	1	3
193	независимо от	1	3
194	всех этих	4	3
195	тот же	3	3
196	и тем	2	3
197	ничего не	6	3
198	котором он	1	3
199	или иным	1	2
200	были бы	2	2
201	бы то	2	2
202	и эти	4	2
203	действительно ли	1	2
204	ответственность за	1	2
205	и развивается	1	2
206	один из	10	2
207	бы он	1	2
208	и мы	2	2
209	ему в	3	2
210	мышления и	1	2
211	может не	1	2
212	можно ли	1	2
213	его с	1	2
214	что значит	1	2
215	случае мы	1	2
216	дело с	2	2
217	еще более	1	2
218	тому что	1	2
219	герой и	1	2
220	а это	1	2
221	чтобы стать	1	2
222	тем не	7	2
223	так и	13	2
224	из которых	3	2
225	и то	3	2
226	и за	1	2
227	в качестве	8	2
228	этих предметов	1	2
229	и когда	4	2
230	сводится к	1	2
231	по себе	4	2
232	и смысл	1	2
233	в виде	2	2
234	все остальное	1	2
235	оно не	1	2
236	он имеет	2	2
237	отказаться от	2	2
238	он может	2	2
239	однако что	1	2
240	я становлюсь	1	2
241	дело в	3	2
242	вокруг него	1	2
243	в мир	2	2
244	и эта	1	2
245	в ту	2	2
246	дело здесь	1	2
247	в процессе	1	2
248	в жизни	2	2
249	не остается	1	2
250	и должен	3	2
251	с тем	13	2
252	его на	1	2
253	пройти мимо	3	2
254	и как	3	2
255	что он	32	2
256	в соответствии	1	2
257	и она	4	2
258	но я	1	2
259	и именно	2	2
260	себя как	1	2
261	место и	1	2
262	как в	7	2
263	во главе	1	2
264	от этого	2	2
265	есть на	2	2
266	это было	2	2
267	вследствие этого	2	2
268	в это	2	2
269	а для	2	2
270	другого это	1	2
271	как оно	3	2
272	вошли в	1	2
273	все они	1	2
274	этого слова	1	2
275	действительности в	1	2
276	к этому	2	2
277	и потому	3	2
278	ни к	3	2
279	было и	1	2
280	я его	2	2
281	его и	6	2
282	может иметь	2	2
283	где этот	1	2
284	а с	4	2
285	и других	1	2
286	вытекает из	1	2
287	вопрос о	8	2
288	которой он	1	2
289	раз и	3	2
290	она не	6	2
291	потому что	12	2
292	дело когда	1	2
293	того чтобы	3	2
294	то ни	2	2
295	совсем не	1	2
296	но всегда	1	2
297	быть не	2	2
298	дело не	8	2
299	к себе	2	2
300	кажется что	1	2
301	не будет	1	2
302	в него	2	2
303	именно на	2	2
304	а по	3	2
305	говорить о	1	2
306	что эта	3	2
307	для этого	3	2
308	мы получим	2	2
309	это единственное	1	2
310	не из	1	2
311	этот факт	1	2
312	пространство в	1	2
313	всей своей	1	2
314	к которой	2	2
315	это значило	1	2
316	всей его	1	2
317	или иное	1	2
318	и всех	1	2
319	себя за	2	2
320	и временного	1	2
321	нечто вроде	1	2
322	это только	1	2
323	имеем в	4	2
324	в этой	9	2
325	разве не	2	2
326	он и	3	2
327	соответствии с	2	2
328	и под	1	2
329	него и	1	2
330	не живет	1	2
331	но есть	3	2
332	ее как	1	2
333	только по	2	2
334	это можно	1	2
335	слова в	2	2
336	значило бы	1	2
337	в области	2	2
338	а как	2	2
339	человек не	1	2
340	приобщается к	1	2
341	себе как	1	2
342	с ее	2	2
343	чтобы не	3	2
344	и ее	3	2
345	едва ли	2	2
346	другого и	1	2
347	вся эта	1	2
348	гораздо более	1	2
349	себе а	2	2
350	данной области	1	1
351	все в	2	1
352	она сама	1	1
353	всего в	2	1
354	оно именно	1	1
355	и к	1	1
356	и выдает	1	1
357	поможет нам	2	1
358	утверждать что	3	1
359	только не	1	1
360	влечет за	2	1
361	смерть и	3	1
362	как это	6	1
363	образом и	1	1
364	мы видим	16	1
365	него как	1	1
366	до сих	11	1
367	здесь на	2	1
368	факт но	1	1
369	и он	4	1
370	этой задачи	1	1
371	собой и	1	1
372	можно говорить	2	1
373	не выходит	2	1
374	содержится в	2	1
375	ничем не	2	1
376	так как	20	1
377	одном случае	1	1
378	и очень	1	1
379	так она	1	1
380	же и	3	1
381	например что	1	1
382	как с	1	1
383	живого и	1	1
384	безотносительно к	2	1
385	исторический факт	2	1
386	но из	1	1
387	это будет	1	1
388	первом случае	1	1
389	в религии	1	1
390	зависит от	3	1
391	вообще а	1	1
392	даже к	1	1
393	знать и	1	1
394	эта мысль	3	1
395	таком положении	1	1
396	на том	1	1
397	других и	1	1
398	живет в	3	1
399	она в	1	1
400	мог бы	3	1
401	здесь то	1	1
402	и кроме	1	1
403	оно было	1	1
404	что уже	1	1
405	человека за	1	1
406	предположение что	2	1
407	не будем	7	1
408	он как	1	1
409	и должно	3	1
410	отношения к	2	1
411	есть общая	1	1
412	она всегда	2	1
413	и другую	1	1
414	о возможной	1	1
415	но фактически	1	1
416	несмотря на	1	1
417	людей но	1	1
418	другого человека	1	1
419	была бы	2	1
420	нечто подобное	1	1
421	только этот	1	1
422	освободиться от	1	1
423	со всех	4	1
424	из всех	2	1
425	и наконец	5	1
426	или с	1	1
427	этой мысли	2	1
428	он начинает	1	1
429	это значит	1	1
430	хотя и	1	1
431	содержит в	1	1
432	его но	3	1
433	же мысль	1	1
434	форма не	1	1
435	уже с	2	1
436	особенно часто	3	1
437	или нет	1	1
438	и из	2	1
439	как раз	2	1
440	что теория	1	1
441	другого мира	2	1
442	только со	1	1
443	день и	1	1
444	ее в	7	1
445	а затем	4	1
446	и говорить	1	1
447	поэтому в	2	1
448	всего мы	1	1
449	только при	1	1
450	с нашей	1	1
451	не содержит	2	1
452	так по	1	1
453	а есть	2	1
454	одно из	2	1
455	нашей задачи	1	1
456	в отношении	1	1
457	человеку в	1	1
458	в единый	1	1
459	же не	3	1
460	его от	1	1
461	другого но	1	1
462	в результате	2	1
463	здесь в	4	1
464	они будут	1	1
465	уже нет	1	1
466	этот термин	1	1
467	смысле этого	2	1
468	нет никакого	1	1
469	это очень	1	1
470	с собой	2	1
471	в весьма	1	1
472	основана на	1	1
473	требует чтобы	2	1
474	лежит в	2	1
475	жизни что	1	1
476	нас от	1	1
477	есть еще	3	1
478	есть а	1	1
479	связь с	8	1
480	в конечном	2	1
481	чем в	2	1
482	их не	3	1
483	в зависимости	3	1
484	неотделим от	1	1
485	и даже	4	1
486	вместо того	2	1
487	утверждение что	1	1
488	но он	5	1
489	образом в	2	1
490	не более	2	1
491	в которой	2	1
492	или в	6	1
493	в первом	1	1
494	мы живем	1	1
495	этого не	6	1
496	что сто	1	1
497	и с	5	1
498	человек а	1	1
499	с ней	2	1
500	жизнь в	1	1
501	как таковая	2	1
502	равно как	1	1
503	все дело	1	1
504	это положение	2	1
505	уходят в	1	1
506	показать что	2	1
507	и социальные	1	1
508	к телу	1	1
509	трудная задача	1	1
510	стороны его	2	1
511	мысль о	2	1
512	сделать в	1	1
513	что историческое	1	1
514	с целью	2	1
515	которые как	1	1
516	за волосы	2	1
517	пусть я	4	1
518	он будет	1	1
519	имеем и	3	1
520	места их	1	1
521	она является	1	1
522	а то	2	1
523	ней в	1	1
524	не делает	2	1
525	и иначе	1	1
526	и требует	1	1
527	и будет	1	1
528	все названные	1	1
529	превращается в	4	1
530	за свою	1	1
531	дано в	1	1
532	здесь же	2	1
533	если он	1	1
534	между прочим	3	1
535	и понимает	1	1
536	в стороне	4	1
537	ссылки на	4	1
538	тем же	1	1
539	факт не	1	1
540	характер и	1	1
541	из другого	1	1
542	к таким	2	1
543	в какой	4	1
544	и превращает	2	1
545	это дело	4	1
546	как о	2	1
547	один момент	1	1
548	вышла из	1	1
549	только через	3	1
550	помнить что	1	1
551	их в	7	1
552	ведь и	1	1
553	но нельзя	1	1
554	а именно	5	1
555	большинстве случаев	4	1
556	выйти из	1	1
557	здесь дело	1	1
558	мы никогда	1	1
559	которые могут	3	1
560	и так	3	1
561	не теряя	1	1
562	вместе с	13	1
563	и вопрос	1	1
564	не существенно	1	1
565	на этом	3	1
566	при таком	2	1
567	в этих	17	1
568	никто не	3	1
569	есть только	3	1
570	момент этого	1	1
571	противном случае	1	1
572	есть исторически	1	1
573	этим самым	1	1
574	они не	8	1
575	приводит к	3	1
576	уже давно	1	1
577	тем или	1	1
578	между собой	4	1
579	в иной	9	1
580	между ними	2	1
581	зависимости от	3	1
582	ценное для	1	1
583	иногда не	4	1
584	но уже	3	1
585	принципиально иначе	1	1
586	между ним	1	1
587	на его	2	1
588	к человеку	1	1
589	а только	3	1
590	об этом	11	1
591	много и	1	1
592	от акта	1	1
593	она и	2	1
594	в эту	3	1
595	человек здесь	1	1
596	а он	1	1
597	из проявлений	1	1
598	жизни вообще	1	1
599	условия и	1	1
600	к тому	6	1
601	в одной	3	1
602	сих пор	12	1
603	научных и	1	1
604	относиться к	1	1
605	и всей	1	1
606	себя от	1	1
607	действительности а	1	1
608	нет он	2	1
609	смерти и	7	1
610	что конечно	1	1
611	только для	3	1
612	с этим	5	1
613	но оно	4	1
614	где и	1	1
615	что эти	5	1
616	но его	3	1
617	остается в	1	1
618	права и	1	1
619	нет ничего	2	1
620	можно в	1	1
621	должен был	6	1
622	во всяком	1	1
623	глубока и	1	1
624	здесь как	1	1
625	именно как	1	1
626	сама не	2	1
627	часто имеют	1	1
628	том случае	1	1
629	нуждается в	1	1
630	и мне	1	1
631	мы можем	7	1
632	не существует	2	1
633	шире и	1	1
634	но с	3	1
635	жизни а	1	1
636	книге о	1	1
637	не непосредственно	3	1
638	в действительности	2	1
639	где эти	1	1
640	что ей	1	1
641	что мы	9	1
642	в последней	1	1
643	значит что	2	1
644	это понятие	1	1
645	а просто	1	1
646	как начало	1	1
647	которую мы	1	1
648	совершенно иной	1	1
649	причем они	1	1
650	не имеют	1	1
651	и видит	1	1
652	средние века	1	1
653	часа и	1	1
654	как одно	1	1
655	их развития	1	1
656	жили и	1	1
657	мы уже	7	1
658	не решает	1	1
659	задача и	1	1
660	в действительность	1	1
661	другими словами	8	1
662	можно установить	3	1
663	действительности это	4	1
664	эти слова	3	1
665	его не	3	1
666	ни один	8	1
667	ему и	1	1
668	приводит и	1	1
669	так чтобы	3	1
670	нет но	1	1
671	и иных	1	1
672	также и	3	1
673	ту же	1	1
674	вся жизнь	1	1
675	этом пути	1	1
676	чем дальше	1	1
677	и затем	1	1
678	у меня	4	1
679	является и	1	1
680	он находится	2	1
681	и оно	2	1
682	здесь нам	1	1
683	никого и	1	1
684	в этот	1	1
685	мы должны	17	1
686	поэтому мы	1	1
687	остается только	1	1
688	и уже	1	1
689	с которой	2	1
690	когда он	9	1
691	чтобы я	1	1
692	только тогда	1	1
693	меня есть	2	1
694	связь но	1	1
695	можно сделать	1	1
696	всегда действительно	1	1
697	только на	2	1
698	должны быть	4	1
699	в которую	3	1
700	он должен	3	1
701	не с	3	1
702	все с	1	1
703	за собой	3	1
704	с него	1	1
705	мотива мы	2	1
706	самое что	3	1
707	связь между	4	1
708	должны видеть	1	1
709	иной мир	7	1
710	он за	1	1
711	всего что	1	1
712	в форме	3	1
713	же самое	3	1
714	где же	1	1
715	главным образом	2	1
716	каждое движение	1	1
717	миров в	1	1
718	переход из	1	1
719	что ее	2	1
720	тем она	1	1
721	в истории	2	1
722	конца в	1	1
723	по своей	2	1
724	этих случаях	11	1
725	в каких	3	1
726	это может	2	1
727	над всеми	1	1
728	себе в	1	1
729	в большинстве	4	1
730	до того	1	1
731	через него	1	1
732	вне его	1	1
733	точке зрения	1	1
734	связанных с	2	1
735	теперь к	2	1
736	их и	1	1
737	еще на	1	1
738	возникнуть и	1	1
739	всего этого	1	1
740	не раз	1	1
741	когда мы	4	1
742	быть признан	1	1
743	как из	1	1
744	сомнения что	1	1
745	а тем	1	1
746	не само	1	1
747	формальной а	1	1
748	же на	1	1
749	в средние	1	1
750	за этим	1	1
751	должен знать	2	1
752	но мы	2	1
753	и берутся	1	1
754	пока еще	1	1
755	и окончательно	1	1
756	исторической действительностью	1	1
757	которого является	1	1
758	это позволяет	1	1
759	не подлежит	1	1
760	конца и	1	1
761	к ней	3	1
762	я с	1	1
763	оно должно	1	1
764	она может	1	1
765	к следующему	1	1
766	если мы	4	1
767	бы его	2	1
768	и во	1	1
769	той же	1	1
770	и др	11	1
771	это приводит	2	1
772	о его	1	1
773	здесь возникает	1	1
774	ее действительно	1	1
775	всех сторон	4	1
776	одной из	6	1
777	такая же	1	1
778	ее а	1	1
779	в нашем	1	1
780	значительной степени	1	1
781	находится в	6	1
782	это отнюдь	1	1
783	к двум	1	1
784	лучше всего	2	1
785	и от	2	1
786	относится к	2	1
787	мы будем	5	1
788	столь же	2	1
789	к миру	1	1
790	такие которые	1	1
791	что она	10	1
792	по направлению	1	1
793	быть рассмотрена	1	1
794	в данной	2	1
795	к пониманию	1	1
796	исходит из	3	1
797	действие также	1	1
798	слово и	1	1
799	такой же	2	1
800	и о	1	1
801	в значительной	1	1
802	до ее	1	1
803	с нашим	1	1
804	здесь я	1	1
805	одна из	4	1
806	что именно	1	1
807	на то	6	1
808	быть правильно	1	1
809	не найдем	1	1
810	оно может	2	1
811	и по	4	1
812	в противном	1	1
813	как себя	3	1
814	он живет	1	1
815	или не	1	1
816	мы дадим	1	1
817	к другим	1	1
818	и живет	1	1
819	к этим	1	1
820	еще менее	1	1
821	друг друга	2	1
822	не мог	4	1
823	как если	1	1
824	в системе	2	1
825	это ее	1	1
826	через эту	1	1
827	не просто	5	1
828	которой мы	1	1
829	который и	1	1
830	в один	1	1
831	мной в	2	1
832	само по	2	1
833	случае когда	1	1
834	поэтому он	2	1
835	если это	3	1
836	не можем	4	1
837	имеет какую-то	2	1
838	подойти к	2	1
839	я теперь	1	1
840	жизнью и	1	1
841	как мы	3	1
842	нем но	1	1
843	не зависит	1	1
844	можно только	1	1
