N	2gram	Tiupa_Narr	Literetu
101	потому что	1	10
102	другого в	1	10
103	этом отношении	3	10
104	жизни и	3	10
105	отнюдь не	5	10
106	в области	2	10
107	с этой	1	9
108	мыслится как	1	9
109	наш взгляд	1	9
110	к тому	7	9
111	представляет собой	13	9
112	связи с	4	9
113	один из	3	9
114	на наш	1	9
115	одно из	2	9
116	в начале	1	9
117	и т.д	7	9
118	лишь в	1	9
119	же в	4	9
120	быть может	2	8
121	тем что	3	8
122	все же	7	8
123	одна из	3	8
124	того же	1	8
125	едва ли	1	8
126	с точки	2	8
127	как раз	2	8
128	на себя	3	8
129	что не	4	8
130	в конце	1	8
131	о себе	1	8
132	а именно	3	8
133	присутствия в	3	8
134	соответствии с	1	8
135	в глазах	1	8
136	но в	6	8
137	уже в	3	8
138	для него	2	8
139	по существу	2	8
140	и как	5	8
141	субъекта и	2	8
142	вплоть до	2	8
143	мира в	5	8
144	в самом	1	7
145	русской литературе	1	7
146	другой стороны	4	7
147	на свою	1	7
148	именно в	6	7
149	в художественном	1	7
150	на фоне	1	7
151	в противоположность	2	7
152	как правило	4	7
153	не как	2	7
154	говоря словами	2	7
155	тому же	5	7
156	в случае	7	7
157	он не	3	7
158	и тем	4	7
159	и с	4	7
160	в нем	4	7
161	и адресата	1	7
162	по своей	3	7
163	наконец в	2	7
164	и для	2	7
165	он и	1	7
166	у нас	1	7
167	в их	1	7
168	человека в	2	7
169	личности в	2	7
170	тому как	2	7
171	в виду	1	6
172	например в	2	6
173	культуры в	1	6
174	при всей	4	6
175	и он	3	6
176	в ситуации	1	6
177	в третьем	3	6
178	у него	4	6
179	его в	2	6
180	не было	2	6
181	во всех	1	6
182	было бы	4	6
183	подобно тому	2	6
184	с ее	3	6
185	в культуре	2	6
186	но одновременно	1	6
187	то в	6	6
188	разумеется не	1	6
189	самом деле	2	6
190	как о	1	6
191	в слове	1	6
192	то и	1	6
193	одного из	4	6
194	и др	2	6
195	и то	1	6
196	с читателем	1	6
197	том числе	6	6
198	в ней	3	6
199	по характеристике	4	6
200	далеко не	5	6
201	при всем	2	6
202	как будто	3	6
203	и только	2	6
204	и наконец	1	6
205	и к	1	5
206	тех кто	1	5
207	по выражению	2	5
208	субъекта жизни	1	5
209	в связи	2	5
210	в соответствии	1	5
211	хотя бы	4	5
212	жизни как	3	5
213	он сам	2	5
214	всего в	1	5
215	том чтобы	1	5
216	несмотря на	2	5
217	ни было	3	5
218	тем не	3	5
219	и за	1	5
220	к жизни	1	5
221	не знает	1	5
222	хх столетия	1	5
223	по аналогии	1	5
224	в себя	6	5
225	этой точки	2	5
226	между тем	3	5
227	в силу	4	5
228	обращается к	1	5
229	во втором	4	5
230	в сущности	3	5
231	и одновременно	2	5
232	в россии	1	5
233	себя и	2	5
234	следует признать	2	5
235	не с	3	5
236	идет о	2	5
237	быть не	1	5
238	вслед за	4	5
239	мир в	1	5
240	мы не	1	5
241	в литературе	2	5
242	как у	1	5
243	что и	1	5
244	читателя в	2	5
245	в равной	1	5
246	но уже	1	5
247	место в	1	5
248	или иной	5	5
249	все еще	1	5
250	более того	1	5
251	что было	1	4
252	более не	2	4
253	исходя из	2	4
254	которая в	2	4
255	не бывает	1	4
256	в них	1	4
257	жизни на	1	4
258	входит в	1	4
259	не должен	1	4
260	не всегда	2	4
261	за собой	4	4
262	перед ним	1	4
263	как мы	3	4
264	под названием	1	4
265	объект и	1	4
266	во всей	2	4
267	не мог	4	4
268	в облике	1	4
269	бы то	3	4
270	хотя и	3	4
271	сознания к	2	4
272	все время	1	4
273	очевидно что	1	4
274	здесь как	1	4
275	могли бы	1	4
276	на этом	1	4
277	от самого	1	4
278	то ни	3	4
279	но без	2	4
280	к своему	1	4
281	могут быть	3	4
282	силу своей	1	4
283	и есть	2	4
284	можно сказать	5	4
285	жизни а	2	4
286	сводится к	3	4
287	со всеми	1	4
288	и все	2	4
289	в пределах	2	4
290	отношения к	2	4
291	приводит к	2	4
292	бы не	2	4
293	аналогии с	1	4
294	нет ничего	1	4
295	совершенно не	2	4
296	не является	8	4
297	в свою	3	4
298	на том	3	4
299	с позиции	1	4
300	каждый из	2	4
301	одной из	4	4
302	но это	1	4
303	таким образом	1	4
304	жизни не	1	4
305	как к	2	4
306	свидетельствует о	1	4
307	для нас	1	4
308	и прежде	1	4
309	на его	1	4
310	вовсе не	1	4
311	для кого	1	4
312	во второй	2	4
313	не оставляет	1	4
314	а по	2	4
315	по сути	2	4
316	себе самому	1	4
317	нуждается в	5	4
318	воспринимающее сознание	1	4
319	мы и	1	3
320	всю ночь	1	3
321	о чем	2	3
322	мысли и	1	3
323	по себе	5	3
324	в первом	3	3
325	мысль о	1	3
326	от всего	1	3
327	коммуникативных стратегий	1	3
328	мира и	2	3
329	речь идет	4	3
330	нам представляется	1	3
331	и того	2	3
332	восходит к	3	3
333	классического реализма	1	3
334	времени в	2	3
335	с.с аверинцева	2	3
336	особое место	1	3
337	так же	2	3
338	свою очередь	3	3
339	обратим внимание	1	3
340	не становится	1	3
341	который в	2	3
342	с ним	1	3
343	крайней мере	1	3
344	жизни с	1	3
345	говорить о	2	3
346	как от	1	3
347	а с	3	3
348	отношения между	1	3
349	а за	1	3
350	с появлением	1	3
351	как таковое	1	3
352	не есть	3	3
353	и перед	1	3
354	герой в	1	3
355	это путь	1	3
356	в чем	1	3
357	той или	4	3
358	но как	2	3
359	не сводится	2	3
360	героя и	4	3
361	эстетического дискурса	1	3
362	же как	3	3
363	и является	1	3
364	ту или	2	3
365	в историческом	1	3
366	коммуникативном событии	1	3
367	над ним	1	3
368	однако если	1	3
369	равной степени	1	3
370	жизни человеческого	1	3
371	и рецептивного	1	3
372	произведения в	1	3
373	его личности	2	3
374	и от	1	3
375	традиции как	1	3
376	в особенности	4	3
377	не так	1	3
378	в коммуникативном	3	3
379	однако с	1	3
380	в столь	1	3
381	если в	3	3
382	должна быть	2	3
383	по слову	1	3
384	из которых	4	3
385	себе не	2	3
386	не на	2	3
387	можно было	2	3
388	если не	4	3
389	ориентировано на	1	3
390	если бы	1	3
391	произведение в	1	3
392	они не	2	3
393	не имеет	2	3
394	адресата а	1	3
395	да и	4	3
396	всей своей	2	3
397	которая не	1	3
398	своей жизни	1	3
399	по крайней	1	3
400	в своего	1	3
401	с восприятием	1	3
402	в роли	2	3
403	из его	1	3
404	и тогда	1	3
405	и уже	1	3
406	не могло	2	3
407	направленной на	1	3
408	и до	2	3
409	а во	3	3
410	между людьми	1	3
411	том же	1	3
412	здесь не	4	3
413	к предмету	1	3
414	текста как	2	3
415	тот же	1	3
416	ничего не	2	3
417	различие между	2	3
418	ни с	1	3
419	о нем	4	3
420	с чем	2	3
421	в полном	2	3
422	художественного дискурса	2	3
423	на самом	1	3
424	или иную	2	3
425	все равно	1	3
426	а на	1	3
427	дело в	1	3
428	а то	1	3
429	искусства как	1	3
430	в действительности	1	3
431	в какой	2	3
432	все эти	2	3
433	но по	1	3
434	и потому	2	3
435	как уже	1	3
436	также и	1	3
437	одну из	2	3
438	не по	1	3
439	бытия в	3	3
440	когда он	3	3
441	только то	1	3
442	и иных	1	3
443	зрителя в	1	3
444	числе и	4	3
445	же самое	1	3
446	отношение к	2	3
447	в ходе	1	3
448	являет собой	2	3
449	как представляется	2	3
450	есть не	1	3
451	в той	6	2
452	практически не	1	2
453	от него	1	2
454	на границах	1	2
455	еще раз	1	2
456	легкой руки	1	2
457	в свое	1	2
458	граница между	1	2
459	в финале	1	2
460	с собачкой	1	2
461	в результате	2	2
462	до последнего	1	2
463	как было	3	2
464	мы были	1	2
465	из двух	3	2
466	дискурс не	1	2
467	по терминологии	2	2
468	оставляет места	1	2
469	что по	2	2
470	собой не	2	2
471	роль в	2	2
472	у истоков	1	2
473	в это	1	2
474	воспринимающего сознания	1	2
475	отношением к	1	2
476	на первый	2	2
477	определяется не	1	2
478	первый взгляд	2	2
479	культурное пространство	1	2
480	за рамки	2	2
481	с позиций	1	2
482	мире не	1	2
483	в котором	1	2
484	вследствие которого	1	2
485	принципиальное различие	1	2
486	при рассмотрении	1	2
487	писал бахтин	1	2
488	события как	2	2
489	между двумя	5	2
490	не об	1	2
491	приходит к	2	2
492	здесь это	1	2
493	значительной степени	2	2
494	в чистом	1	2
495	пока еще	4	2
496	сказать что	4	2
497	ключ к	2	2
498	и у	1	2
499	имеем дело	2	2
500	еще одна	3	2
501	тем более	2	2
502	в текст	1	2
503	по поводу	1	2
504	к ее	1	2
505	картину мира	2	2
506	о ней	3	2
507	к нему	5	2
508	и представляет	2	2
509	в западных	1	2
510	что у	2	2
511	и столь	1	2
512	нами не	2	2
513	на протяжении	6	2
514	в такого	1	2
515	на воспринимающее	1	2
516	как нам	1	2
517	но еще	1	2
518	внимание на	1	2
519	принадлежности к	1	2
520	первый раз	1	2
521	поскольку речь	1	2
522	и сама	1	2
523	согласно которой	1	2
524	с другими	1	2
525	не от	2	2
526	стремится к	1	2
527	но он	1	2
528	между субъектом	1	2
529	от тех	1	2
530	героя с	2	2
531	быть только	1	2
532	человек и	1	2
533	> и	1	2
534	было сформулировано	2	2
535	так сказать	1	2
536	как сказано	1	2
537	складывается из	2	2
538	если оно	1	2
539	данный момент	1	2
540	нового времени	2	2
541	с легкой	1	2
542	но зато	1	2
543	а третий	1	2
544	а от	1	2
545	как известно	2	2
546	в толпе	1	2
547	в общем	1	2
548	бы быть	3	2
549	автора как	1	2
550	и по	1	2
551	здесь мы	1	2
552	этой системе	1	2
553	в него	1	2
554	чем и	1	2
555	и ее	2	2
556	как теперь	1	2
557	мире и	1	2
558	однако и	1	2
559	он предстает	1	2
560	та же	2	2
561	отношению ко	1	2
562	иначе говоря	6	2
563	и который	1	2
564	героя в	8	2
565	и при	1	2
566	жизненной позиции	4	2
567	что они	3	2
568	своем составе	1	2
569	человек с	1	2
570	различного рода	3	2
571	рецептивного сознаний	1	2
572	оно не	2	2
573	все то	2	2
574	с этого	1	2
575	которых и	2	2
576	не поддается	1	2
577	если это	1	2
578	можно назвать	1	2
579	к его	1	2
580	с ними	1	2
581	который не	1	2
582	при всех	2	2
583	и было	1	2
584	перед нами	4	2
585	свое время	1	2
586	это и	3	2
587	и более	1	2
588	а если	2	2
589	что ей	1	2
590	это мир	1	2
591	жизни однако	1	2
592	в историю	1	2
593	в значительной	2	2
594	из этих	3	2
595	субъекта поскольку	1	2
596	время в	2	2
597	могло быть	1	2
598	в значении	1	2
599	или иных	1	2
600	и ему	1	2
601	он как	1	2
602	от других	1	2
603	в совершенно	1	2
604	так называемого	1	2
605	а лишь	1	2
606	к собственной	1	2
607	креативного и	1	2
608	вот этот	1	2
609	для читателя	1	2
610	адресата в	2	2
611	нет и	2	2
612	в шмид	3	2
613	мог бы	3	2
614	вспять к	1	2
615	начиная с	1	2
616	может оказаться	2	2
617	то она	2	2
618	всякий раз	1	2
619	легко может	1	2
620	который по	3	2
621	где бы	1	2
622	человеческой деятельности	1	2
623	культуры как	1	2
624	а.н веселовского	1	2
625	в художественных	1	2
626	текста в	2	2
627	жизни но	2	2
628	ответ на	1	2
629	ему в	2	2
630	в первый	1	2
631	теперь как	4	2
632	мы имеем	2	2
633	на роль	1	2
634	писал что	1	2
635	картина мира	5	2
636	несет в	1	2
637	в дискурсе	1	2
638	от всех	2	2
639	в присутствии	3	2
640	как утверждает	1	2
641	этом не	1	2
642	чем он	1	2
643	и где	1	2
644	во внешнем	2	2
645	здесь даже	1	2
646	о жизни	1	2
647	впрочем не	1	2
648	это надо	1	2
649	в любом	2	2
650	есть в	2	2
651	к концу	1	2
652	по убеждению	1	2
653	нет у	2	2
654	вследствие чего	2	2
655	текст как	1	2
656	а он	1	2
657	этом контексте	1	2
658	и другого	1	2
659	и тех	1	2
660	и самого	3	2
661	в будущем	2	2
662	в таком	2	2
663	а как	1	2
664	в поле	1	2
665	всю свою	1	2
666	чистом виде	1	2
667	она не	2	2
668	в акте	1	2
669	дело не	1	2
670	ни был	1	2
671	что касается	2	2
672	тексте не	1	2
673	не знаю	1	2
674	коммуникативной стратегии	3	2
675	читатель понимает	1	2
676	в нашей	1	2
677	собственно говоря	1	2
678	все та	2	2
679	в понимании	1	2
680	для такого	1	2
681	присутствие в	1	2
682	этом и	1	2
683	начала жизни	2	2
684	слова в	1	2
685	которое в	1	2
686	бытия и	1	2
687	глазами и	1	2
688	этой ситуации	1	2
689	тех или	1	2
690	являют собой	1	2
691	как целого	1	2
692	может и	1	2
693	очевидным образом	2	2
694	что на	2	2
695	смыкается с	1	2
696	почву для	1	1
697	роль по	1	1
698	является в	1	1
699	надежда на	3	1
700	она сама	1	1
701	в настоящем	1	1
702	никогда и	1	1
703	напротив предполагает	1	1
704	и сестер	1	1
705	ничто в	1	1
706	ней не	1	1
707	это принципиально	1	1
708	в целый	1	1
709	форм художественного	1	1
710	о.м фрейденберг	3	1
711	того не	1	1
712	с собственным	1	1
713	без исключения	2	1
714	дело с	2	1
715	не меньшей	1	1
716	литературы а	1	1
717	которой в	1	1
718	строго говоря	1	1
719	в общую	1	1
720	какой бы	1	1
721	говорит о	2	1
722	он констатировал	1	1
723	но собственно	1	1
724	нас в	1	1
725	свет в	1	1
726	словно в	1	1
727	от классического	1	1
728	свою родину	1	1
729	героя о	1	1
730	своем качестве	1	1
731	в состав	1	1
732	из многочисленных	2	1
733	личность но	1	1
734	случае следует	1	1
735	этом качестве	1	1
736	основывается на	1	1
737	вообще свойственно	1	1
738	сознаний в	1	1
739	я героя	2	1
740	обращению к	1	1
741	более или	2	1
742	две другие	1	1
743	на свой	2	1
744	но все	4	1
745	то было	1	1
746	а во-вторых	1	1
747	ни одна	1	1
748	в классическом	2	1
749	это может	1	1
750	для любого	1	1
751	и нераздельности	1	1
752	тексте но	1	1
753	небо и	1	1
754	как об	1	1
755	том или	2	1
756	мира это	1	1
757	это позиция	2	1
758	имеет место	4	1
759	себе с	1	1
760	смерть как	1	1
761	в собственном	2	1
762	от первой	1	1
763	их в	1	1
764	настаивает на	1	1
765	или ином	2	1
766	обращения к	1	1
767	быть определена	1	1
768	матери и	4	1
769	именовал веком	1	1
770	такого дискурса	1	1
771	как только	1	1
772	наделен не	1	1
773	всем его	1	1
774	вечности и	1	1
775	или несколькими	1	1
776	веком героев	1	1
777	лет назад	1	1
778	рассказ о	1	1
779	быть представлена	1	1
780	ставят перед	1	1
781	для автора	2	1
782	некоторые из	1	1
783	было в	2	1
784	соотнесенности с	1	1
785	не могли	1	1
786	и взаимодействия	1	1
787	его жизни	2	1
788	совершенно особое	1	1
789	бахтин не	1	1
790	повествование в	1	1
791	часто оказывается	1	1
792	от боли	1	1
793	процесс в	1	1
794	на ее	1	1
795	внутри себя	1	1
796	сути дела	2	1
797	этот текст	1	1
798	переставая быть	1	1
799	узнаем о	1	1
800	и событие	1	1
801	но может	1	1
802	финале рассказа	1	1
803	может служить	1	1
804	событие мыслится	1	1
805	в различных	1	1
806	и когда	2	1
807	что предполагает	1	1
808	не что	2	1
809	точке зрения	1	1
810	автора с	1	1
811	оно остается	1	1
812	в не	1	1
813	и три	1	1
814	гегель именовал	1	1
815	это весьма	1	1
816	казалось что	5	1
817	переход от	4	1
818	однако эти	1	1
819	наряду с	2	1
820	в мировом	1	1
821	на него	3	1
822	к которому	2	1
823	ибо жизнь	1	1
824	устремлена к	1	1
825	сколь и	1	1
826	не переставая	1	1
827	приобщения к	1	1
828	взаимодействия креативного	1	1
829	весьма точной	1	1
830	в системе	1	1
831	лет а	1	1
832	видения мира	1	1
833	вполне адекватно	1	1
834	подлежит сомнению	1	1
835	грань между	1	1
836	от жанра	1	1
837	продуктивным в	1	1
838	как справедливо	2	1
839	сам того	1	1
840	необходимо обрести	1	1
841	события а	2	1
842	той мере	1	1
843	от окружающего	1	1
844	не противоречит	1	1
845	явления как	1	1
846	к их	1	1
847	как такового	1	1
848	нельзя сказать	1	1
849	и читатель	1	1
850	жить в	1	1
851	х гг	1	1
852	проблема речевых	1	1
853	как для	1	1
854	собой исторически	1	1
855	в состоянии	1	1
856	обнаруживается в	1	1
857	а далее	1	1
858	судьба в	1	1
859	неотождествима с	1	1
860	мира где	1	1
861	рассказа оказывается	1	1
862	картиной мира	1	1
863	братьев и	1	1
864	доверия к	1	1
865	свет и	1	1
866	оказывается всего	2	1
867	уже говорилось	1	1
868	богу не	2	1
869	в следующем	1	1
870	в.т оно	1	1
871	видит в	1	1
872	сего времени	1	1
873	как же	1	1
874	столько же	1	1
875	не о	3	1
876	коммуникативного поведения	1	1
877	в произведении	3	1
878	и позволяет	1	1
879	до читателя	1	1
880	когда как	1	1
881	не нуждается	1	1
882	будто бы	3	1
883	само историческое	1	1
884	о смерти	1	1
885	для слушателей	1	1
886	характеристике с.с	1	1
887	но само	1	1
888	рецептивного сознания	1	1
889	этом последнем	1	1
890	сегодняшний день	1	1
891	между ними	2	1
892	может приобретать	1	1
893	речевого общения	1	1
894	поэтической речи	1	1
895	на земле	1	1
896	всем своем	1	1
897	идет по	2	1
898	из четырех	1	1
899	именно такова	1	1
900	интенциональный объект	1	1
901	от этого	1	1
902	и оказывается	1	1
903	прошлое в	1	1
904	больше всего	1	1
905	составляющих ее	2	1
906	в двух	2	1
907	лишь для	1	1
908	в смысле	1	1
909	например как	2	1
910	на другом	1	1
911	сих пор	1	1
912	текст и	1	1
913	или скорее	1	1
914	истории самой	1	1
915	присутствии субъекта	1	1
916	пребывания в	1	1
917	драматизм и	1	1
918	в заключительном	1	1
919	как того	1	1
920	и поэтически	1	1
921	в.т в	1	1
922	опираясь на	1	1
923	мы можем	1	1
924	и быть	1	1
925	которых в	1	1
926	капитанской дочке	1	1
927	> как	2	1
928	таким каким	2	1
929	мы уже	1	1
930	дисциплины и	1	1
931	со многими	1	1
932	еще только	1	1
933	чеховского героя	1	1
934	текста а	1	1
935	от содержания	1	1
936	есть так	1	1
937	человека как	1	1
938	в рассказе	4	1
939	противовес классической	1	1
940	человека который	1	1
941	вниманием к	1	1
942	в развитии	1	1
943	другом и	2	1
944	какой-то мере	1	1
945	оно и	1	1
946	в детстве	5	1
947	бы но	1	1
948	как отмечает	1	1
949	как недостаточно	1	1
950	кого из	1	1
951	и определяет	1	1
952	вспомним что	1	1
953	элементы в	1	1
954	даже не	3	1
955	бы уже	1	1
956	вольно или	3	1
957	также не	1	1
958	области художественной	1	1
959	м.м бахтин	2	1
960	с таким	1	1
961	когда мы	2	1
962	ведь как	1	1
963	которых оно	1	1
964	сведена к	1	1
965	тот или	1	1
966	бы именовать	1	1
967	как когда-то	1	1
968	одного сознания	2	1
969	человеческих отношений	1	1
970	является своего	1	1
971	году в	1	1
972	события общения	1	1
973	и рецептивная	3	1
974	подход к	2	1
975	о его	1	1
976	приводят к	1	1
977	ее а	1	1
978	лучше сказать	1	1
979	например о	1	1
980	стремится в	1	1
981	вне соотнесенности	1	1
982	согласно весьма	1	1
983	процесса и	2	1
984	в данный	1	1
985	качестве своего	1	1
986	независимо от	2	1
987	меньшей степени	1	1
988	что этот	1	1
989	в какой-то	1	1
990	в один	1	1
991	сознание адресата	1	1
992	одного и	1	1
993	в пространстве	4	1
994	мы видели	1	1
995	в единство	1	1
996	как возвращение	1	1
997	надо полагать	2	1
998	было на	1	1
999	рамках которого	1	1
1000	на чем	2	1
1001	не мешает	1	1
1002	первую очередь	1	1
1003	в последующих	1	1
1004	до сих	1	1
1005	он уже	2	1
1006	этом ряду	2	1
1007	и здесь	1	1
1008	а тут	1	1
1009	них в	1	1
1010	его из	1	1
1011	и картины	1	1
1012	в литературной	1	1
1013	с такой	1	1
1014	у чехова	1	1
1015	образа и	1	1
1016	рецептивное сознание	1	1
1017	говорит и	2	1
1018	представляют собой	2	1
1019	что это	3	1
1020	содержит в	1	1
1021	чтобы стать	2	1
1022	текста является	2	1
1023	ни единого	1	1
1024	тогда в	2	1
1025	в глубинах	1	1
1026	истории в	3	1
1027	порой весьма	1	1
1028	будет сказано	1	1
1029	все те	4	1
1030	в работах	1	1
1031	и зримой	1	1
1032	бы между	1	1
1033	и делает	1	1
1034	в ценностном	1	1
1035	однако он	1	1
1036	фазу испытания	1	1
1037	не признает	1	1
1038	очевидным что	1	1
1039	не могут	1	1
1040	его собственными	1	1
1041	должен был	1	1
1042	только имя	1	1
1043	целостности и	1	1
1044	приобретает в	1	1
1045	иметь в	1	1
1046	к неклассической	1	1
1047	могло не	1	1
1048	двух сыновей	1	1
1049	у читателя	1	1
1050	испытания смертью	1	1
1051	свою жизнь	1	1
1052	в различные	1	1
1053	сознания однако	1	1
1054	что когда-то	1	1
1055	притязания на	1	1
1056	в процессе	1	1
1057	> что	1	1
1058	было тут	1	1
1059	как быть	1	1
1060	и соответственно	2	1
1061	в памяти	2	1
1062	с прошлым	1	1
1063	есть нечто	1	1
1064	ему казалось	1	1
1065	подхода к	1	1
1066	как оказывается	1	1
1067	третьего типа	1	1
1068	от его	1	1
1069	никто не	1	1
1070	что иное	2	1
1071	говоря и	1	1
1072	о любви	1	1
1073	в которых	1	1
1074	эксплицированного в	1	1
1075	своего предмета	1	1
1076	ключом к	1	1
1077	о котором	1	1
1078	художественной словесности	1	1
1079	в капитанской	1	1
1080	не затрагивает	1	1
1081	в известном	2	1
1082	друг от	1	1
1083	к другому	2	1
1084	и адресат	1	1
1085	точной характеристике	1	1
1086	ориентация на	1	1
1087	дискурс в	2	1
1088	органична для	1	1
1089	само повествование	1	1
1090	слова которое	1	1
1091	отличается от	4	1
1092	по версии	1	1
1093	языка и	2	1
1094	что мы	2	1
1095	можно охарактеризовать	1	1
1096	совершенно иной	2	1
1097	это явление	1	1
1098	жизненной позицией	1	1
1099	в коммуникативное	1	1
1100	совпадает с	1	1
1101	высказывания и	3	1
1102	без воскресения	1	1
1103	субъектов дискурсии	1	1
1104	читателя то	1	1
1105	в иной	2	1
1106	это все	2	1
1107	то чему	1	1
1108	поскольку с	1	1
1109	причастной вненаходимости	1	1
1110	рамках коммуникативного	1	1
1111	перемещается в	1	1
1112	без чего	3	1
1113	художественной символики	1	1
1114	культурного феномена	1	1
1115	поскольку являются	1	1
1116	такого мира	1	1
1117	они все	2	1
1118	переходит к	1	1
1119	нуждающегося в	1	1
1120	узком значении	1	1
1121	в мир	1	1
1122	трактовать как	1	1
1123	времени и	7	1
1124	как интенциональный	1	1
1125	перед глазами	1	1
1126	процесс не	1	1
1127	было и	1	1
1128	поэтика и	1	1
1129	как будет	3	1
1130	образом не	1	1
1131	без участия	1	1
1132	и там	1	1
1133	на две	1	1
1134	обязанностей в	1	1
1135	событий в	2	1
1136	же усиливает	1	1
1137	общий знаменатель	1	1
1138	и во	1	1
1139	в самую	2	1
1140	систему ценностей	1	1
1141	для изучения	1	1
1142	но именно	1	1
1143	за пределами	1	1
1144	у большинства	1	1
1145	мыслилась как	1	1
1146	только здесь	1	1
1147	для всего	1	1
1148	этой научной	1	1
1149	в ряд	1	1
1150	к изучению	1	1
1151	в процитированной	1	1
1152	к прошлому	1	1
1153	взаимодействия с	1	1
1154	на видение	1	1
1155	здесь и	2	1
1156	мать и	1	1
1157	себя с	1	1
1158	культурной жизни	1	1
1159	только потому	1	1
1160	который и	1	1
1161	словами бахтина	2	1
1162	не достает	1	1
1163	качестве коммуникативной	1	1
1164	в другое	1	1
1165	или невольно	3	1
1166	обратиться к	1	1
1167	смерти как	1	1
1168	это парадигма	1	1
1169	не знают	1	1
1170	смерть и	1	1
1171	постольку поскольку	2	1
1172	говорил в	1	1
1173	ничем не	1	1
1174	не самоцелью	1	1
1175	основе своей	4	1
1176	хоть и	1	1
1177	с начала	1	1
1178	что несмотря	1	1
1179	художественного высказывания	2	1
1180	ценностном центре	1	1
1181	голоса в	1	1
1182	возникает в	1	1
1183	вровень с	1	1
1184	решении этой	1	1
1185	этом ракурсе	1	1
1186	на что	1	1
1187	внешний облик	1	1
1188	тому чтобы	1	1
1189	которых он	1	1
1190	что первое	1	1
1191	весьма различно	1	1
1192	ни на	1	1
1193	в вечности	1	1
1194	центрального героя	1	1
1195	входя в	1	1
1196	может показаться	1	1
1197	в первую	1	1
1198	силу и	1	1
1199	слова а	1	1
1200	о ее	1	1
1201	к месту	1	1
1202	слова не	1	1
1203	когда же	1	1
1204	крайне затруднительно	1	1
1205	что ни	1	1
1206	от друга	1	1
1207	дискурса а	1	1
1208	уклонение от	1	1
1209	или в	2	1
1210	это еще	1	1
1211	перед смертью	1	1
1212	более что	1	1
1213	за которым	1	1
1214	не подлежит	1	1
1215	не предполагает	5	1
1216	которого нет	1	1
1217	или даже	2	1
1218	что просто	1	1
1219	общественных отношений	1	1
1220	внутреннюю обособленность	1	1
1221	мира который	1	1
1222	на одном	1	1
1223	и со	1	1
1224	один и	1	1
1225	по его	1	1
1226	в новом	1	1
1227	это было	1	1
1228	они лишь	1	1
1229	этот ряд	1	1
1230	с другом	1	1
1231	или менее	2	1
1232	чего в	1	1
1233	своей актуализации	1	1
1234	не все	5	1
1235	в меру	1	1
1236	еще одной	1	1
1237	ему не	1	1
1238	этих двух	1	1
1239	определенного типа	1	1
1240	человека к	1	1
1241	к одному	1	1
1242	здесь ценностно	1	1
1243	бытия как	1	1
1244	как ни	2	1
1245	сознания адресата	1	1
1246	окружающего мира	1	1
1247	поскольку как	1	1
1248	не утратив	1	1
1249	которая может	1	1
1250	мы воспринимаем	1	1
1251	ценностного центра	2	1
1252	две стороны	1	1
1253	суть такой	1	1
1254	соответствующего жанра	2	1
1255	поскольку без	1	1
1256	общения по	1	1
1257	ни один	1	1
1258	позволяет говорить	1	1
1259	другому сознанию	1	1
1260	обстоит дело	1	1
1261	мы узнаем	1	1
1262	в обнаружении	2	1
1263	вопрос как	1	1
1264	ориентированного на	1	1
1265	быть и	1	1
1266	есть всегда	2	1
