N	2gram	Losev_Dial	Literetu
104	о себе	2	8
105	особого рода	3	8
106	а именно	7	8
107	слова и	1	8
108	той же	6	8
109	но в	3	8
110	для него	4	8
111	по существу	2	8
112	и как	13	8
113	и я	3	8
114	не говоря	6	8
115	субъекта и	5	8
116	в искусстве	1	8
117	вплоть до	2	8
118	мира в	1	8
119	в самом	9	7
120	в одном	3	7
121	другой стороны	4	7
122	для всех	1	7
123	на свою	1	7
124	именно в	5	7
125	ведет к	1	7
126	для этого	3	7
127	в противоположность	3	7
128	по преимуществу	2	7
129	не как	1	7
130	тому же	2	7
131	он не	8	7
132	и тем	3	7
133	и с	10	7
134	в нем	7	7
135	из того	2	7
136	по своей	1	7
137	наконец в	1	7
138	в сфере	3	7
139	друг друга	3	7
140	и для	5	7
141	перестает быть	2	7
142	он и	3	7
143	у нас	7	7
144	в их	2	7
145	так в	2	7
146	личности в	9	7
147	это как	3	7
148	тому как	5	7
149	и жизни	8	7
150	в виду	12	6
151	например в	3	6
152	казалось бы	1	6
153	при всей	1	6
154	уже о	7	6
155	как на	6	6
156	и он	3	6
157	у него	2	6
158	его в	2	6
159	не было	6	6
160	во всех	2	6
161	было бы	13	6
162	подобно тому	5	6
163	с ее	10	6
164	в культуре	1	6
165	то в	5	6
166	самом деле	7	6
167	как о	6	6
168	в слове	3	6
169	еще и	2	6
170	то и	5	6
171	и то	7	6
172	что ему	1	6
173	в ней	4	6
174	далеко не	1	6
175	при всем	5	6
176	как будто	3	6
177	право на	1	6
178	и только	6	6
179	и наконец	2	6
180	и к	5	5
181	самого себя	1	5
182	к этой	2	5
183	тех кто	1	5
184	в связи	3	5
185	личности с	3	5
186	мы с	1	5
187	хотя бы	9	5
188	в нашем	1	5
189	как я	2	5
190	он сам	1	5
191	от себя	5	5
192	всего в	2	5
193	должно быть	7	5
194	несмотря на	2	5
195	ни было	1	5
196	тем не	10	5
197	и за	1	5
198	не знает	4	5
199	одном из	1	5
200	в себя	4	5
201	этой точки	4	5
202	так что	11	5
203	в силу	5	5
204	во втором	1	5
205	в сущности	10	5
206	в романе	1	5
207	в словах	1	5
208	себя и	3	5
209	не с	1	5
210	идет о	1	5
211	и если	5	5
212	быть не	3	5
213	вслед за	1	5
214	так как	12	5
215	мир в	3	5
216	мы не	11	5
217	что и	8	5
218	но с	1	5
219	однако не	2	5
220	на свете	8	5
221	как он	4	5
222	место в	2	5
223	или иной	4	5
224	все еще	2	5
225	не к	1	5
226	а я	3	5
227	что было	2	4
228	более не	2	4
229	которая в	1	4
230	но тем	1	4
231	не бывает	1	4
232	и само	3	4
233	в них	6	4
234	с тем	4	4
235	в природе	5	4
236	и нет	9	4
237	во всяком	5	4
238	то это	9	4
239	для того	4	4
240	не всегда	3	4
241	как совокупность	1	4
242	только на	8	4
243	не вполне	2	4
244	перед ним	1	4
245	как мы	4	4
246	я с	2	4
247	него не	1	4
248	объект и	2	4
249	во всей	1	4
250	к этому	3	4
251	не мог	3	4
252	бы то	3	4
253	хотя и	9	4
254	для своего	1	4
255	все время	4	4
256	что его	5	4
257	очевидно что	1	4
258	себе и	1	4
259	в сторону	1	4
260	здесь как	1	4
261	на этом	3	4
262	от самого	3	4
263	ту же	1	4
264	то ни	4	4
265	и что	21	4
266	за пределы	3	4
267	общего с	1	4
268	к своему	1	4
269	могут быть	5	4
270	и есть	24	4
271	можно сказать	5	4
272	из этого	3	4
273	а потому	1	4
274	со всеми	2	4
275	от своего	2	4
276	и все	17	4
277	в пределах	1	4
278	отношения к	4	4
279	знает что	2	4
280	все они	1	4
281	нет ничего	14	4
282	ни к	3	4
283	совершенно не	6	4
284	то он	1	4
285	не является	1	4
286	тех же	2	4
287	на том	1	4
288	но лишь	2	4
289	со всей	1	4
290	каждый из	1	4
291	художественное произведение	1	4
292	одной из	3	4
293	жизнь как	1	4
294	но это	10	4
295	таким образом	14	4
296	жизни не	1	4
297	нас самих	2	4
298	как к	2	4
299	и вот	13	4
300	для нас	2	4
301	этом в	1	4
302	объекта и	1	4
303	он один	2	4
304	и прежде	6	4
305	на его	1	4
306	в каждой	1	4
307	вовсе не	18	4
308	выше и	2	4
309	не могу	2	4
310	но при	1	4
311	для кого	1	4
312	зависимость от	1	4
313	такой же	1	4
314	на то	5	4
315	не надо	3	4
316	все что	3	3
317	в душе	1	3
318	мы и	4	3
319	же и	2	3
320	о чем	2	3
321	в этих	3	3
322	по себе	31	3
323	в первом	2	3
324	от всего	6	3
325	нет в	1	3
326	мира и	3	3
327	речь идет	1	3
328	со своей	1	3
329	вопрос о	9	3
330	он был	1	3
331	личность не	1	3
332	во многих	1	3
333	трактуется как	1	3
334	превращается в	6	3
335	так же	7	3
336	и еще	1	3
337	не становится	1	3
338	живой жизни	1	3
339	модус сознания	1	3
340	по которым	1	3
341	или нет?	2	3
342	а так	1	3
343	с ним	3	3
344	не просто	20	3
345	крайней мере	10	3
346	жизни с	2	3
347	к общему	1	3
348	говорить о	13	3
349	она и	3	3
350	именно так	2	3
351	что такое	25	3
352	как от	1	3
353	свободы и	4	3
354	сознания на	1	3
355	как таковое	5	3
356	не есть	95	3
357	в чем	11	3
358	а для	2	3
359	той или	3	3
360	всех своих	1	3
361	но как	3	3
362	ты для	1	3
363	не сводится	1	3
364	же как	4	3
365	и является	2	3
366	но только	7	3
367	ту или	1	3
368	же это	4	3
369	в историческом	1	3
370	в москве	1	3
371	т п	1	3
372	он в	1	3
373	что для	5	3
374	и от	4	3
375	путь и	1	3
376	те кто	1	3
377	я люблю	1	3
378	там где	1	3
379	мыслит себя	1	3
380	в особенности	9	3
381	собою без	1	3
382	не так	1	3
383	взгляд на	1	3
384	за ним	1	3
385	во время	1	3
386	должна быть	11	3
387	был бы	2	3
388	это уже	2	3
389	из которых	4	3
390	в отношении	1	3
391	то с	1	3
392	и вполне	1	3
393	себе не	3	3
394	не на	7	3
395	если не	3	3
396	если бы	10	3
397	и т	41	3
398	они не	3	3
399	не имеет	18	3
400	да и	4	3
401	не знали	1	3
402	которая не	2	3
403	ничего общего	2	3
404	своей жизни	1	3
405	по крайней	10	3
406	я говорю	2	3
407	в своего	1	3
408	речь в	1	3
409	бы и	2	3
410	того чтобы	1	3
411	и тогда	6	3
412	тех пор	3	3
413	и уже	5	3
414	не могло	1	3
415	отношении к	1	3
416	о своем	1	3
417	в истории	7	3
418	как например	2	3
419	что же	12	3
420	в этот	3	3
421	том же	1	3
422	здесь не	2	3
423	всяком случае	3	3
424	не будучи	2	3
425	тот же	1	3
426	ничего не	29	3
427	ни с	4	3
428	мы сами	1	3
429	о нем	6	3
430	ее в	3	3
431	в полном	1	3
432	на самом	2	3
433	сознания и	5	3
434	или иную	1	3
435	с их	4	3
436	все равно	5	3
437	этого не	2	3
438	в глубине	3	3
439	а то	2	3
440	этой цели	1	3
441	все эти	4	3
442	имеется в	5	3
443	сказать и	1	3
444	и потому	6	3
445	также и	6	3
446	бытия в	2	3
447	когда он	3	3
448	другого я	1	3
449	стороны и	1	3
450	только то	2	3
451	зрителя в	1	3
452	же самое	1	3
453	отношение к	1	3
454	и о	9	3
455	в эстетической	1	3
456	есть не	11	3
457	во всем	5	2
458	от него	2	2
459	историческом развитии	1	2
460	для меня	2	2
461	об отношении	1	2
462	можно и	6	2
463	в свое	1	2
464	время не	1	2
465	потому не	1	2
466	представлений о	1	2
467	в результате	7	2
468	их не	3	2
469	чтобы в	1	2
470	для понимания	1	2
471	из двух	4	2
472	у людей	1	2
473	начинается с	1	2
474	вещей в	1	2
475	здесь я	1	2
476	в это	4	2
477	мир и	6	2
478	у достоевского	1	2
479	свою собственную	2	2
480	искусство и	1	2
481	на первый	4	2
482	за то	1	2
483	сам же	1	2
484	я вижу	4	2
485	теперь эта	1	2
486	в котором	2	2
487	раз и	3	2
488	сам не	2	2
489	даже и	9	2
490	пор пока	1	2
491	только как	7	2
492	но даже	4	2
493	это его	1	2
494	с другим	2	2
495	не об	1	2
496	приходит к	1	2
497	всяким другим	1	2
498	есть свобода	1	2
499	уже и	3	2
500	в чистом	1	2
501	всего что	1	2
502	и себя	1	2
503	сила и	2	2
504	рассчитана на	1	2
505	сказать что	7	2
506	в контексте	1	2
507	и у	3	2
508	быть в	4	2
509	имеем дело	2	2
510	раньше не	1	2
511	тогда он	1	2
512	есть по	2	2
513	тем более	5	2
514	только ты	4	2
515	и искусство	1	2
516	к ее	2	2
517	и души	2	2
518	о ней	3	2
519	гораздо более	1	2
520	к нему	4	2
521	лишь тогда	1	2
522	только не	10	2
523	не зная	2	2
524	такое сознание	1	2
525	сравнении с	5	2
526	что у	2	2
527	и мы	6	2
528	нами не	1	2
529	к человеку	1	2
530	в психологии	1	2
531	это будет	6	2
532	но еще	2	2
533	внимание на	1	2
534	бытия не	1	2
535	поскольку речь	1	2
536	и сама	6	2
537	человеческого опыта	1	2
538	с другими	1	2
539	не от	2	2
540	стремится к	1	2
541	все прочие	1	2
542	и притом	10	2
543	что вы	1	2
544	но он	3	2
545	от тех	1	2
546	и говорит	1	2
547	быть только	2	2
548	своей глубине	1	2
549	тому что	5	2
550	человек и	1	2
551	воздействие на	1	2
552	лишь на	1	2
553	человек в	1	2
554	себя как	3	2
555	и вместе	1	2
556	сознания как	1	2
557	природа и	1	2
558	а только	2	2
559	это тоже	2	2
560	вопрос что	1	2
561	бы в	5	2
562	складывается из	1	2
563	если оно	4	2
564	данный момент	2	2
565	нового времени	2	2
566	чтобы он	1	2
567	я должен	4	2
568	с какой	1	2
569	и судьба	2	2
570	явления в	1	2
571	сюда же	2	2
572	на нем	3	2
573	но зато	2	2
574	одно и	6	2
575	в нас	2	2
576	на свое	1	2
577	того кто	4	2
578	личного бытия	1	2
579	целом и	1	2
580	слова из	1	2
581	культуры и	2	2
582	друг другу	1	2
583	сознание есть	1	2
584	человека и	2	2
585	эпохи в	1	2
586	в общем	1	2
587	бы быть	2	2
588	собственного сознания	1	2
589	и по	2	2
590	процесса в	1	2
591	в него	2	2
592	общему и	1	2
593	чтобы не	4	2
594	бы я	1	2
595	с идеей	1	2
596	и ее	8	2
597	мире как	1	2
598	однако и	1	2
599	та же	5	2
600	как с	2	2
601	им как	1	2
602	на почве	1	2
603	своего собственного	2	2
604	и который	1	2
605	тогда когда	9	2
606	на первом	1	2
607	из таких	1	2
608	и при	4	2
609	и одно	2	2
610	была бы	5	2
611	что они	2	2
612	никак не	3	2
613	есть и	14	2
614	самой жизни	1	2
615	что сам	1	2
616	оно не	7	2
617	о природе	1	2
618	все то	1	2
619	с этого	1	2
620	не более	1	2
621	прошлое и	2	2
622	его собственная	1	2
623	от бога	2	2
624	если это	2	2
625	вас не	1	2
626	и будет	1	2
627	можно назвать	3	2
628	с ними	3	2
629	другим это	1	2
630	в сравнении	6	2
631	который не	2	2
632	при всех	1	2
633	перед нами	5	2
634	свое время	1	2
635	было у	1	2
636	это и	12	2
637	и более	1	2
638	а если	5	2
639	это мир	1	2
640	своей собственной	1	2
641	в историю	1	2
642	ведь мы	1	2
643	из этих	5	2
644	так чтобы	4	2
645	что-то другое	1	2
646	с которой	2	2
647	для нее	1	2
648	или иных	2	2
649	к своим	1	2
650	и об	2	2
651	он как	1	2
652	в совершенно	1	2
653	в обществе	1	2
654	вот уже	1	2
655	свое существование	1	2
656	нет и	5	2
657	мог бы	2	2
658	то для	1	2
659	объект в	1	2
660	легко может	1	2
661	то как	5	2
662	с тех	2	2
663	не видит	1	2
664	у них	1	2
665	повествование о	2	2
666	жизни но	1	2
667	на вопрос	1	2
668	который бы	1	2
669	мы имеем	3	2
670	не для	1	2
671	ничего кроме	1	2
672	бы на	1	2
673	себя самого	4	2
674	все той	1	2
675	жизнь не	2	2
676	этого сознания	1	2
677	ведь это	2	2
678	что к	1	2
679	и всякое	2	2
680	и где	2	2
681	о жизни	1	2
682	между собою	3	2
683	в сферу	4	2
684	мира а	1	2
685	и без	4	2
686	нас к	2	2
687	есть в	4	2
688	субъект и	2	2
689	при таком	2	2
690	своего существования	1	2
691	в такой	1	2
692	и художественного	1	2
693	ибо в	1	2
694	должен быть	1	2
695	как все	3	2
696	руки и	2	2
697	и другого	1	2
698	жизнь и	9	2
699	и тех	2	2
700	и самого	1	2
701	в таком	15	2
702	а как	2	2
703	до тех	1	2
704	кто сам	1	2
705	субъекта есть	1	2
706	всю свою	1	2
707	жизни для	1	2
708	чистом виде	1	2
709	она не	10	2
710	его не	3	2
711	дело не	2	2
712	не знаю	1	2
713	в нашей	1	2
714	жизнь есть	1	2
715	свобода и	1	2
716	с кем	1	2
717	его я	1	2
718	собственно говоря	5	2
719	и самой	2	2
720	для такого	2	2
721	что есть	6	2
722	бытия и	5	2
723	тех или	6	2
724	в эти	1	2
725	может и	3	2
726	в лице	1	2
727	не можем	3	2
728	нет я	1	2
729	что на	3	2
730	одной личности	5	2
731	что сами	1	1
732	о таком	1	1
733	и объекта	4	1
734	всего это	2	1
735	она сама	1	1
736	и мыслить	1	1
737	превратится в	1	1
738	случае в	1	1
739	другого эта	1	1
740	этого в	1	1
741	никогда и	1	1
742	сама собой	1	1
743	ней не	2	1
744	только что	7	1
745	в последнее	2	1
746	и самому	1	1
747	мира к	1	1
748	познания и	2	1
749	да что	2	1
750	мне что	1	1
751	без исключения	1	1
752	до самого	1	1
753	с самим	1	1
754	думаю что	1	1
755	о них	1	1
756	строго говоря	2	1
757	искусство с	2	1
758	и мифа	1	1
759	в некоторых	3	1
760	мы получим	1	1
761	угодно но	1	1
762	представлений об	1	1
763	говорит о	5	1
764	сам субъект	1	1
765	и лучше	1	1
766	мы это	1	1
767	что человек	1	1
768	вещи есть	2	1
769	миф в	2	1
770	нас в	3	1
771	на нас	1	1
772	с той	1	1
773	личность но	3	1
774	есть результат	2	1
775	ума в	1	1
776	основывается на	1	1
777	людей и	2	1
778	ко всем	1	1
779	более или	1	1
780	это должно	1	1
781	но все	1	1
782	и просто	1	1
783	ни одна	1	1
784	это может	1	1
785	если и	1	1
786	как об	1	1
787	из самых	3	1
788	уже на	1	1
789	и требует	1	1
790	не пошел	1	1
791	в христианстве	3	1
792	мы никогда	1	1
793	само собою	1	1
794	в наиболее	1	1
795	стороны в	1	1
796	имеет место	1	1
797	страдает и	1	1
798	о полном	1	1
799	смерть как	1	1
800	в собственном	3	1
801	ложный путь	1	1
802	их в	2	1
803	выявляет свою	1	1
804	его что	1	1
805	словами быть	1	1
806	от поэзии	2	1
807	на точку	1	1
808	не его	1	1
809	как только	5	1
810	отличалась от	2	1
811	всем его	1	1
812	вечности и	3	1
813	значит отличаться	1	1
814	всякого рода	1	1
815	с этим	4	1
816	природы в	2	1
817	нам не	1	1
818	такового с	1	1
819	но решительно	1	1
820	с историческим	1	1
821	ответить на	1	1
822	жизнь для	1	1
823	при условии	5	1
824	значение только	1	1
825	было в	2	1
826	не могли	1	1
827	аналогию с	1	1
828	где-то в	1	1
829	его жизни	1	1
830	которой он	1	1
831	для настоящей	1	1
832	есть подлинный	2	1
833	имеет в	1	1
834	понятия в	1	1
835	на веру	1	1
836	такого субъекта	1	1
837	оказывается и	1	1
838	нечто религиозное	1	1
839	платона и	1	1
840	нигде даже	1	1
841	вот почему	3	1
842	внутри себя	1	1
843	находимся в	1	1
844	коренное отличие	1	1
845	с нашим	1	1
846	уже было	1	1
847	и трудно	1	1
848	нашем случае	1	1
849	но может	1	1
850	путь для	1	1
851	средних веков	1	1
852	мы все	1	1
853	он всегда	3	1
854	но они	3	1
855	здоровья и	1	1
856	что люди	1	1
857	идеи и	2	1
858	все в	3	1
859	и когда	4	1
860	существу своему	2	1
861	ценности и	1	1
862	существования но	1	1
863	несколько примеров	1	1
864	внимания к	1	1
865	конечно не	6	1
866	искусстве в	1	1
867	не что	6	1
868	я буду	1	1
869	самого начала	1	1
870	как таковую	3	1
871	момента в	1	1
872	и далее	1	1
873	мифа с	3	1
874	выполняет свое	1	1
875	точке зрения	1	1
876	таится в	1	1
877	и временем	1	1
878	на наших	1	1
879	день и	2	1
880	переход от	1	1
881	ней и	1	1
882	этих последних	3	1
883	само оно	1	1
884	наряду с	1	1
885	духа и	2	1
886	деле есть	1	1
887	но разве	2	1
888	такая же	1	1
889	на него	1	1
890	к которому	1	1
891	есть конечно	3	1
892	миф и	5	1
893	поэзия же	1	1
894	без того	3	1
895	входят в	1	1
896	в зависимости	3	1
897	нечто в	1	1
898	и вдруг	1	1
899	не умеет	2	1
900	это значит	29	1
901	реализуется в	1	1
902	во всякой	2	1
903	нас а	1	1
904	если эта	1	1
905	на предмет	1	1
906	от них	1	1
907	тут же	3	1
908	что даже	2	1
909	на котором	2	1
910	понятие о	2	1
911	и живет	1	1
912	посмотрите на	1	1
913	но так	2	1
914	ни даже	1	1
915	что жизнь	2	1
916	начало и	2	1
917	эпохи с	1	1
918	от ее	1	1
919	грань между	2	1
920	одно что	1	1
921	представить себе	1	1
922	мысли так	1	1
923	знания это	2	1
924	буржуазной культуры	1	1
925	пусть и	1	1
926	она имеет	1	1
927	на христианство	1	1
928	ее и	2	1
929	в жертву	2	1
930	то оно	1	1
931	оно оказывается	1	1
932	явления как	2	1
933	личности а	3	1
934	как такового	1	1
935	мире нет	1	1
936	нельзя сказать	1	1
937	как для	1	1
938	теперь же	1	1
939	в состоянии	1	1
940	что уже	3	1
941	состояние его	1	1
942	мы знаем	3	1
943	в стиле	1	1
944	или студента	1	1
945	и иного	1	1
946	когда люди	1	1
947	в образе	1	1
948	религиозного сознания	1	1
949	взаимоотношение двух	1	1
950	мира где	2	1
951	корнями в	1	1
952	находится в	2	1
953	утверждает что	3	1
954	души и	3	1
955	мы находимся	1	1
956	а был	1	1
957	свою смерть	1	1
958	в корне	1	1
959	и бесконечно	1	1
960	до их	1	1
961	если есть	3	1
962	показал как	1	1
963	видит в	1	1
964	я нахожу	2	1
965	мы ее	1	1
966	чем в	2	1
967	личностного а	1	1
968	как же	9	1
969	на объект	1	1
970	или не	10	1
971	столько же	1	1
972	в которой	1	1
973	что там	1	1
974	живет и	1	1
975	не о	6	1
976	исходит от	2	1
977	ее от	2	1
978	прежде чем	2	1
979	но совершенно	2	1
980	будто бы	1	1
981	опыта но	1	1
982	это мы	1	1
983	ряд и	1	1
984	с самого	1	1
985	но для	3	1
986	о смерти	1	1
987	и хорошо	2	1
988	вещей и	6	1
989	по улице	1	1
990	всякой иной	1	1
991	теми или	2	1
992	призыв к	2	1
993	этом последнем	1	1
994	я совершенно	1	1
995	между ними	1	1
996	днем и	1	1
997	не требуется	1	1
998	и она	4	1
999	которое и	1	1
1000	всем своем	1	1
1001	место и	1	1
1002	и вещи	1	1
1003	именно такова	1	1
1004	от этого	5	1
1005	того и	2	1
1006	и оказывается	2	1
1007	и жизнь	1	1
1008	должно было	1	1
1009	личностное и	1	1
1010	отличии от	1	1
1011	и личность	2	1
1012	о которых	1	1
1013	в свете	3	1
1014	в смысле	4	1
1015	и всякого	2	1
1016	христианство и	1	1
1017	на себе	4	1
1018	она становится	2	1
1019	в других	1	1
1020	подобных случаях	1	1
1021	сих пор	1	1
1022	чтобы его	1	1
1023	вопроса о	1	1
1024	и цельный	1	1
1025	привносит в	1	1
1026	и мир	1	1
1027	только от	2	1
1028	не имея	2	1
1029	нами как	1	1
1030	однако так	1	1
1031	в лучшем	2	1
1032	ничего о	1	1
1033	утверждая что	1	1
1034	мы можем	3	1
1035	весь мир	3	1
1036	слово есть	1	1
1037	в устах	1	1
1038	личность в	3	1
1039	творца и	1	1
1040	никакого существенного	1	1
1041	ее реальности	1	1
1042	мы уже	6	1
1043	а мы	3	1
1044	границы и	3	1
1045	сама природа	1	1
1046	говорит если	1	1
1047	еще только	1	1
1048	природе своей	1	1
1049	личности и	15	1
1050	но до	1	1
1051	говорить об	2	1
1052	в объективном	1	1
1053	вижу я	3	1
1054	откровения и	1	1
1055	объект как	1	1
1056	оно и	1	1
1057	в детстве	1	1
1058	бы но	1	1
1059	необходимо было	1	1
1060	не тем	1	1
1061	в живописи	1	1
1062	силы для	1	1
1063	в приведенном	1	1
1064	субъект мыслится	1	1
1065	была выявлена	1	1
1066	сами эти	2	1
1067	даже не	8	1
1068	бы уже	1	1
1069	также не	3	1
1070	примеры и	1	1
1071	для самой	1	1
1072	абсолют и	1	1
1073	о мире	1	1
1074	я увидел	1	1
1075	для жизни	1	1
1076	с таким	1	1
1077	когда мы	3	1
1078	она была	3	1
1079	прийти в	1	1
1080	ведь как	1	1
1081	оно вообще	3	1
1082	не само	1	1
1083	в знании	1	1
1084	что никакого	1	1
1085	тот или	2	1
1086	же самого	1	1
1087	ну и	1	1
1088	показать что	1	1
1089	говорит это	1	1
1090	или о	1	1
1091	и воля	1	1
1092	бы его	2	1
1093	свете есть	1	1
1094	их к	1	1
1095	когда они	1	1
1096	но ее	1	1
1097	ее а	1	1
1098	что только	1	1
1099	сознания конечно	1	1
1100	ли на	1	1
1101	которая на	1	1
1102	и была	1	1
1103	своего существа	1	1
1104	в сердце	1	1
1105	своей и	4	1
1106	себе ни	1	1
1107	явно не	1	1
1108	чаще всего	3	1
1109	на место	1	1
1110	в данный	2	1
1111	многих его	1	1
1112	факты как	3	1
1113	именно этой	1	1
1114	таких примеров	2	1
1115	независимо от	3	1
1116	сама с	1	1
1117	всех этих	3	1
1118	есть ли	8	1
1119	объекта не	1	1
1120	что этот	3	1
1121	в один	2	1
1122	личности когда	3	1
1123	он должен	3	1
1124	одного и	1	1
1125	со всяким	1	1
1126	в пространстве	1	1
1127	в подлинном	1	1
1128	уже тем	1	1
1129	в единство	1	1
1130	для личности	2	1
1131	можно только	5	1
1132	субстанциальное самоутверждение	3	1
1133	нет а	1	1
1134	не мешает	3	1
1135	личности их	1	1
1136	именно миф	1	1
1137	от материи	1	1
1138	выросла в	1	1
1139	канта не	1	1
1140	до сих	1	1
1141	и этот	1	1
1142	и здесь	3	1
1143	является здесь	1	1
1144	достоевского в	1	1
1145	от самой	2	1
1146	для каждой	1	1
1147	я здесь	1	1
1148	он весьма	1	1
1149	тут мы	4	1
1150	и картины	1	1
1151	с и	1	1
1152	такое мы	1	1
1153	его с	1	1
1154	с такой	1	1
1155	этого откровения	1	1
1156	возможен и	1	1
1157	и никто	1	1
1158	за ними	1	1
1159	что это	20	1
1160	содержит в	2	1
1161	глубине души	1	1
1162	когда это	1	1
1163	ему все	2	1
1164	тогда в	1	1
1165	и этого	2	1
1166	его внутреннего	1	1
1167	истории в	1	1
1168	его на	3	1
1169	одно чтобы	1	1
1170	от этой	1	1
1171	абсолютная истина	1	1
1172	разного рода	2	1
1173	в человеке	1	1
1174	сама жизнь	3	1
1175	жизни сознания	1	1
1176	их как	1	1
1177	есть чудо	14	1
1178	и делает	2	1
1179	из классических	1	1
1180	и ночью	1	1
1181	не могут	6	1
1182	менее чем	1	1
1183	творчества и	1	1
1184	в обратном	1	1
1185	именно оно	2	1
1186	иметь в	3	1
1187	человека у	1	1
1188	смысла и	3	1
1189	могло не	1	1
1190	у читателя	1	1
1191	мы говорим	4	1
1192	не выходит	1	1
1193	это конечно	2	1
1194	точнее и	1	1
1195	предполагать что	1	1
1196	даже более	1	1
1197	искусство должно	1	1
1198	но вот	3	1
1199	на месте	1	1
1200	в процессе	2	1
1201	все на	5	1
1202	есть нечто	26	1
1203	как личность	1	1
1204	же природы	1	1
1205	это время	1	1
1206	и так	2	1
1207	состоит из	2	1
1208	от его	2	1
1209	никто не	4	1
1210	что иное	6	1
1211	них он	1	1
1212	личностного бытия	4	1
1213	без которых	2	1
1214	говоря и	1	1
1215	в которых	1	1
1216	не видно	2	1
1217	о вмешательстве	1	1
1218	основные моменты	1	1
1219	своего предмета	1	1
1220	о котором	4	1
1221	и активно	1	1
1222	том как	2	1
1223	зависимости от	4	1
1224	в известном	1	1
1225	искусства но	1	1
1226	на берегу	1	1
1227	этом его	1	1
1228	друг от	1	1
1229	в воздухе	1	1
1230	к другому	2	1
1231	ибо каждая	1	1
1232	сущности своей	3	1
1233	слова о	1	1
1234	ничему не	1	1
1235	жизни так	1	1
1236	только одно	4	1
1237	этого они	1	1
1238	ее на	1	1
1239	так уже	1	1
1240	но тут	2	1
1241	происходить в	1	1
1242	этого явления	2	1
1243	или сам	1	1
1244	этот день	1	1
1245	тот кто	1	1
1246	же я	1	1
1247	отличается от	9	1
1248	типа все	1	1
1249	восприятия а	1	1
1250	меня с	1	1
1251	что мы	10	1
1252	что видят	1	1
1253	бог и	1	1
1254	где есть	2	1
1255	совпадает с	2	1
1256	действительности это	1	1
1257	с нами	1	1
1258	таковы что	1	1
1259	знали что	3	1
1260	того это	1	1
1261	бы по	1	1
1262	можно лишь	1	1
1263	вечности в	1	1
1264	земли и	1	1
1265	не должно	2	1
1266	это все	1	1
1267	остается только	1	1
1268	именно на	1	1
1269	и вся	1	1
1270	здесь о	1	1
1271	чтобы она	3	1
1272	россии в	1	1
1273	на основании	3	1
1274	вещей как	2	1
1275	пока мы	2	1
1276	целый ряд	3	1
1277	она по	1	1
1278	тогда она	1	1
1279	к поэзии	1	1
1280	превратилась в	1	1
1281	я хотел	1	1
1282	он есть	7	1
1283	в каком	9	1
1284	и зимою	1	1
1285	потому и	1	1
1286	слез и	1	1
1287	и идеи	2	1
1288	что здесь	3	1
1289	протеста против	1	1
1290	как некое	1	1
1291	единственное и	1	1
1292	что способно	1	1
1293	если мы	5	1
1294	и во	3	1
1295	же мере	1	1
1296	но именно	1	1
1297	только при	1	1
1298	характера и	1	1
1299	именно то	1	1
1300	говорил что	2	1
1301	только здесь	1	1
1302	в каждый	1	1
1303	и глубоким	1	1
1304	котором мы	1	1
1305	этой научной	1	1
1306	на этот	1	1
1307	он теряет	1	1
1308	таково что	1	1
1309	не видя	1	1
1310	хорошо в	1	1
1311	у которого	1	1
