N	2gram	Medvedev_V	Vladivir
366	или не	1	4
367	не о	2	4
368	но для	2	4
369	ноября года	1	4
370	и вместе	1	4
371	вообще в	1	4
372	на этом	2	4
373	в духе	1	4
374	кажется что	1	4
375	у которого	1	4
376	это вовсе	1	4
377	года по	1	4
378	в статье	4	4
379	вплоть до	2	4
380	в особенности	2	4
381	не могут	10	4
382	заключается в	2	4
383	и просто	2	4
384	и т	25	4
385	себя и	1	4
386	года и	2	4
387	по крайней	2	4
388	перед нами	5	4
389	человека и	3	4
390	это и	6	4
391	ни к	1	4
392	совершенно не	1	4
393	тех же	1	4
394	с которой	1	4
395	лишь в	2	4
396	знаем что	2	4
397	как например	2	4
398	и во	1	4
399	со своими	1	4
400	одной из	2	4
401	т д	16	4
402	только с	2	4
403	у них	2	4
404	в более	1	4
405	после этого	2	4
406	разума и	3	4
407	не будем	1	4
408	всех этих	3	4
409	к а	2	4
410	этом отношении	14	4
411	приступил к	1	4
412	как у	2	4
413	но с	2	4
414	раз навсегда	1	4
415	себе в	1	4
416	не все	1	4
417	он говорит	5	4
418	в науке	2	4
419	одной стороны	2	4
420	же самое	2	4
421	с бытием	1	4
422	и других	1	4
423	для характеристики	1	4
424	толстого в	3	4
425	пишет в	4	4
426	от него	1	3
427	вещи в	1	3
428	можно и	1	3
429	самого себя	2	3
430	очень много	1	3
431	строго говоря	1	3
432	не как	1	3
433	его от	2	3
434	из многочисленных	2	3
435	во имя	1	3
436	д н	1	3
437	мая года	3	3
438	что по	1	3
439	роль в	4	3
440	является для	1	3
441	отличается от	2	3
442	так например	2	3
443	казалось бы	1	3
444	не столь	3	3
445	письмо к	1	3
446	в противоположность	3	3
447	в другом	2	3
448	но то	2	3
449	отметить что	2	3
450	самого начала	1	3
451	свою очередь	1	3
452	находится в	1	3
453	связи со	1	3
454	который в	2	3
455	нет никаких	2	3
456	к этим	2	3
457	н страхову	1	3
458	в заключение	1	3
459	писал я	1	3
460	время и	1	3
461	от июля	2	3
462	в состоянии	1	3
463	это обстоятельство	1	3
464	и через	2	3
465	если есть	1	3
466	как можно	1	3
467	ума и	2	3
468	будто бы	2	3
469	одним из	5	3
470	и чисто	1	3
471	что не	3	3
472	как говорит	5	3
473	между ними	3	3
474	по одному	2	3
475	же как	2	3
476	так сказать	2	3
477	что их	1	3
478	бы в	3	3
479	творца и	1	3
480	очень часто	1	3
481	пишет о	3	3
482	одно и	1	3
483	иметь в	2	3
484	как известно	2	3
485	и никогда	2	3
486	бы его	1	3
487	и др	10	3
488	что есть	1	3
489	в силу	14	3
490	дело не	1	3
491	и ее	4	3
492	и этот	2	3
493	также что	2	3
494	на почве	1	3
495	и при	5	3
496	для них	2	3
497	самом деле	1	3
498	о своей	1	3
499	если это	1	3
500	же о	2	3
501	как о	3	3
502	с ними	4	3
503	в которых	3	3
504	мало чем	1	3
505	сейчас же	1	3
506	этому поводу	7	3
507	бы с	1	3
508	от июня	1	3
509	наконец в	1	3
510	в стихотворении	2	3
511	свойств и	1	3
512	не могло	1	3
513	значение для	1	3
514	о своем	2	3
515	года на	1	3
516	общего с	1	3
517	только о	2	3
518	июля года	2	3
519	с того	1	3
520	именно к	1	3
521	это делает	3	3
522	нет ни	2	3
523	произведения как	6	3
524	этой области	3	3
525	что такое	2	3
526	на вопрос	2	3
527	того как	2	3
528	о значении	1	3
529	том числе	2	3
530	довольно подробно	1	3
531	в свои	1	3
532	единой и	1	3
533	с теми	1	3
534	а если	1	3
535	вот это	2	3
536	в какой	1	3
537	является не	4	3
538	его не	3	3
539	апреля года	2	3
540	философской системы	1	3
541	быть и	1	3
542	а по	1	3
543	существу же	1	3
544	говоря о	1	3
545	при всем	3	3
546	в книге	2	3
547	которые в	2	3
548	бы он	1	3
549	как будто	1	3
550	том случае	1	3
551	это в	1	3
552	последних дней	1	3
553	больше того	1	3
554	три года	2	3
555	в той	1	2
556	является в	1	2
557	а другие	1	2
558	еще раз	1	2
559	на эти	2	2
560	ней не	1	2
561	или по	1	2
562	дело с	1	2
563	к числу	1	2
564	о свободе	1	2
565	например с	1	2
566	теории познания	1	2
567	представлений о	1	2
568	и творчески	1	2
569	вполне естественно	4	2
570	говорил о	1	2
571	как было	1	2
572	жизнь в	1	2
573	к более	1	2
574	если он	1	2
575	например в	3	2
576	видно из	3	2
577	работы в	1	2
578	в порядке	6	2
579	только для	2	2
580	почти все	1	2
581	которое не	1	2
582	у достоевского	1	2
583	свободе воли	1	2
584	абсолютной истины	1	2
585	ответить на	1	2
586	это с	1	2
587	на этой	1	2
588	всю его	1	2
589	конце года	1	2
590	не всегда	2	2
591	одному тому	2	2
592	говорить о	2	2
593	приходит к	1	2
594	и целостного	3	2
595	можно ли	2	2
596	уже есть	1	2
597	всего этого	1	2
598	его точки	1	2
599	единство и	1	2
600	ни одного	2	2
601	вообще и	2	2
602	значит и	3	2
603	без того	1	2
604	чего он	1	2
605	во всей	2	2
606	одна из	4	2
607	который у	1	2
608	являются для	1	2
609	с ее	1	2
610	думается что	6	2
611	то о	2	2
612	не имеющих	1	2
613	что об	1	2
614	вот эта	1	2
615	которой я	1	2
616	после того	2	2
617	и творческий	1	2
618	университета а	1	2
619	внимание на	2	2
620	к истине	1	2
621	гегель в	1	2
622	в ее	4	2
623	года п	1	2
624	за эти	2	2
625	которая уже	1	2
626	и никакой	1	2
627	у этого	1	2
628	в совокупности	1	2
629	от ноября	1	2
630	в материальной	2	2
631	всем своем	1	2
632	году и	1	2
633	на себе	1	2
634	могло бы	2	2
635	но к	2	2
636	сих пор	2	2
637	той или	1	2
638	чтобы понять	1	2
639	имеет ничего	1	2
640	говоря только	1	2
641	в работе	3	2
642	личности и	1	2
643	только об	1	2
644	его творчества	1	2
645	однако эта	1	2
646	должны быть	2	2
647	или иные	1	2
648	содержания и	1	2
649	что эта	1	2
650	не приходится	2	2
651	хотя в	1	2
652	где же	1	2
653	этого факта	1	2
654	смысла и	1	2
655	превратилась в	1	2
656	свою идею	1	2
657	что во	1	2
658	образом в	3	2
659	если они	2	2
660	и толстой	1	2
661	своего развития	1	2
662	имеет свою	3	2
663	на это	2	2
664	разума а	1	2
665	и ту	1	2
666	и может	2	2
667	утверждать что	5	2
668	прямо и	1	2
669	до сих	2	2
670	и свою	1	2
671	если в	2	2
672	почти не	1	2
673	должна быть	2	2
674	тогда когда	2	2
675	полностью в	1	2
676	не чем	1	2
677	есть для	1	2
678	целого ряда	2	2
679	из которых	2	2
680	поэтому в	1	2
681	пор не	1	2
682	с каждым	1	2
683	разобраться в	2	2
684	за это	1	2
685	нам в	1	2
686	из следующих	1	2
687	можно назвать	1	2
688	как не	1	2
689	никем не	1	2
690	можно утверждать	4	2
691	может не	2	2
692	поэзии и	1	2
693	о котором	1	2
694	том как	3	2
695	что свои	1	2
696	знает что	1	2
697	дальше и	1	2
698	во сне	21	2
699	это самое	1	2
700	все они	2	2
701	бросается в	1	2
702	его и	1	2
703	он же	6	2
704	не является	5	2
705	в основе	1	2
706	и заключается	2	2
707	работы то	1	2
708	относится к	2	2
709	это то	1	2
710	и поэтому	1	2
711	может только	1	2
712	только тогда	1	2
713	те или	1	2
714	толстой и	1	2
715	потому и	1	2
716	писал о	1	2
717	говорил что	3	2
718	этот последний	1	2
719	в самой	1	2
720	сомнения в	1	2
721	а об	1	2
722	судя по	1	2
723	вероятно в	1	2
724	ноябре года	1	2
725	им как	2	2
726	этом случае	1	2
727	ответ на	1	2
728	многих других	1	2
729	они не	2	2
730	эта не	2	2
731	до последних	1	2
732	них не	4	2
733	с очень	1	2
734	хотя у	1	2
735	не для	1	2
736	же не	1	2
737	слова не	2	2
738	в русском	1	2
739	сказать не	1	2
740	с другими	2	2
741	что ни	2	2
742	а о	2	2
743	августа года	1	2
744	самые разнообразные	1	2
745	и которая	1	2
746	было в	2	2
747	таком случае	1	2
748	не подлежит	2	2
749	что а	1	2
750	но по	1	2
751	мира и	3	2
752	этим самым	1	2
753	идеи и	6	2
754	от других	1	2
755	что эти	1	2
756	без всякой	1	2
757	поскольку она	1	2
758	еще до	1	2
759	человека в	2	2
760	личности в	1	2
761	случае если	1	2
762	в самых	2	2
763	здесь можно	1	2
764	не по	2	2
765	говорить только	1	2
766	а значит	3	2
767	пишет с	1	2
768	и их	3	2
769	в нашей	4	2
770	стороны и	2	2
771	и жизни	1	2
772	но вместе	1	2
773	что из	1	2
774	и невозможно	1	2
775	к изучению	1	2
776	февраля года	1	2
777	для такого	1	2
778	огромное значение	1	2
779	этом и	2	2
780	даже для	1	2
781	эту мысль	1	2
782	познания в	4	2
783	от апреля	2	2
784	о своих	1	2
785	писал ему	1	2
786	в существе	1	2
787	бытия в	1	2
788	этому вопросу	2	2
789	некоторые черты	1	2
790	жизнью и	1	2
791	для самого	1	1
792	об его	1	1
793	наконец наиболее	1	1
794	невозможно не	1	1
795	к сожалению	2	1
796	более высокой	1	1
797	религии и	1	1
798	таковы например	1	1
799	свой труд	1	1
800	со всем	1	1
801	плане не	1	1
802	время она	1	1
803	рассказ о	1	1
804	исходя из	1	1
805	творчества в	8	1
806	к страхову	1	1
807	познания и	4	1
808	и имеет	1	1
809	боролся с	1	1
810	с которого	1	1
811	видел во	1	1
812	в пользу	2	1
813	привести к	1	1
814	предполагает наличие	1	1
815	этой эпохе	1	1
816	в частном	1	1
817	а потому	1	1
818	не являются	1	1
819	с по	1	1
820	науке и	1	1
821	образом и	1	1
822	однако при	1	1
823	свидетельствует например	1	1
824	характере этого	1	1
825	отсутствии у	1	1
826	и воображение	1	1
827	высокой и	1	1
828	построенного на	1	1
829	и самые	1	1
830	совсем неверно	1	1
831	к большим	1	1
832	писателя и	2	1
833	психологии а	1	1
834	равно как	4	1
835	мысль о	2	1
836	как об	2	1
837	сам собой	1	1
838	слова с	1	1
839	его основной	1	1
840	от всего	1	1
841	и следовало	1	1
842	порядка и	1	1
843	основании всех	1	1
844	и творчества	1	1
845	единого и	2	1
846	только через	1	1
847	пишет и	3	1
848	о судьбе	1	1
849	одновременно и	1	1
850	критического анализа	1	1
851	другом месте	2	1
852	которого начинается	1	1
853	эти термины	1	1
854	есть то	1	1
855	целым рядом	1	1
856	речь идет	1	1
857	нет нужды	1	1
858	действительность в	2	1
859	жизни к	1	1
860	чем иным	1	1
861	освобождается от	1	1
862	не прав	2	1
863	а вместе	1	1
864	этот первый	1	1
865	без труда	1	1
866	при всей	2	1
867	сне и	1	1
868	духовной жизни	1	1
869	силы и	1	1
870	говорить не	3	1
871	в нескольких	1	1
872	историю развития	1	1
873	это его	1	1
874	искусства и	2	1
875	отрыве от	1	1
876	и стиль	1	1
877	вот почему	5	1
878	и технического	1	1
879	значительной мере	3	1
880	сознания в	1	1
881	из себя	2	1
882	и той	1	1
883	путь для	1	1
884	него чисто	1	1
885	в различных	2	1
886	существу своему	1	1
887	а между	1	1
888	вообще но	1	1
889	по отношению	7	1
890	уже как	1	1
891	для своей	1	1
892	что еще	1	1
893	другого письма	1	1
894	но ни	1	1
895	к ним	2	1
896	утверждал что	1	1
897	я с	1	1
898	чувств в	1	1
899	идет только	1	1
900	по которой	1	1
901	затем в	1	1
902	необходимо сделать	1	1
903	и бытие	1	1
904	может обеспечить	1	1
905	имеем дело	1	1
906	сущность в	1	1
907	ли она	1	1
908	маха и	1	1
909	следует что	2	1
910	наивная и	1	1
911	согласиться с	1	1
912	иным как	1	1
913	оставалось только	1	1
914	от них	2	1
915	в сфере	2	1
916	и чувства	1	1
917	уже по	2	1
918	в системе	2	1
919	не требуется	1	1
920	сергей николаевич	1	1
921	писал в	3	1
922	внутреннего мира	1	1
923	через свое	1	1
924	форму его	1	1
925	психологии в	1	1
926	образом на	1	1
927	говорит как	1	1
928	у л	3	1
929	представить себе	2	1
930	его собственного	1	1
931	из главнейших	1	1
932	видели что	3	1
933	следует отметить	1	1
934	мы видим	1	1
935	которая должна	1	1
936	все его	2	1
937	мир а	1	1
938	диалектики как	1	1
939	о наличии	2	1
940	творчества прежде	1	1
941	на протяжении	1	1
942	мышления и	1	1
943	от его	2	1
944	его самого	1	1
945	не слишком	1	1
946	пишет а	1	1
947	мы в	1	1
948	и поэтом	1	1
949	еще больше	1	1
950	обычно не	1	1
951	разнообразно и	1	1
952	что при	2	1
953	только со	1	1
954	то прежде	1	1
955	они в	1	1
956	является тем	1	1
957	этими двумя	1	1
958	и напряженной	1	1
959	об интуитивном	1	1
960	отцов и	1	1
961	правильного понимания	1	1
962	в несколько	1	1
963	тем процесс	1	1
964	как видно	1	1
965	его тут	1	1
966	и сводится	4	1
967	и объективно	1	1
968	тут и	1	1
969	проблем и	1	1
970	этим и	1	1
971	конечно нельзя	1	1
972	и непосредственное	1	1
973	очевидно что	7	1
974	если под	1	1
975	между этими	1	1
976	в последних	1	1
977	простой и	1	1
978	представляют собою	2	1
979	я всегда	1	1
980	же при	1	1
981	чего бы	2	1
982	по ее	1	1
983	долго и	1	1
984	силу чего	2	1
985	глубокая и	1	1
986	писем и	1	1
987	было свойственно	1	1
988	и романтика	1	1
989	в свете	1	1
990	а всего	3	1
991	связанный с	1	1
992	человеческого познания	2	1
993	поэтому у	1	1
994	и цельного	1	1
995	даже самые	1	1
996	и отдельные	2	1
997	действительности и	7	1
998	вопрос что	1	1
999	человека а	1	1
1000	это определение	1	1
1001	а для	2	1
1002	было продиктовано	1	1
1003	деятельности и	1	1
1004	с к	1	1
1005	а толстая	2	1
1006	и мир	3	1
1007	в каждом	2	1
1008	замысла а	1	1
1009	находит свое	1	1
1010	и быть	2	1
1011	сознания а	1	1
1012	его развития	1	1
1013	стихотворение по	1	1
1014	не означает	1	1
1015	в целях	2	1
1016	говоря в	1	1
1017	ли это	2	1
1018	до нас	2	1
1019	многих из	1	1
1020	эти лица	1	1
1021	могут привести	1	1
1022	является только	1	1
1023	без нарушения	1	1
1024	этой точки	2	1
1025	не дает	1	1
1026	ту же	2	1
1027	эта в	1	1
1028	не один	1	1
1029	то уже	1	1
1030	на методах	1	1
1031	характерны для	1	1
1032	процесса в	2	1
1033	которое обычно	1	1
1034	его подлинным	1	1
1035	если б	1	1
1036	если же	1	1
1037	все те	1	1
1038	и определяет	1	1
1039	подробный анализ	1	1
1040	этих фактов	1	1
1041	в п	1	1
1042	если все	1	1
1043	его работе	1	1
1044	стихотворных произведений	1	1
1045	доходит до	1	1
1046	этот вопрос	3	1
1047	эту работу	1	1
1048	этой первой	1	1
1049	в новое	1	1
1050	года следует	1	1
1051	идей которые	1	1
1052	если теперь	1	1
1053	почти каждый	1	1
1054	значение и	1	1
1055	только наиболее	1	1
1056	ни одной	1	1
1057	целом и	1	1
1058	т п	9	1
1059	работы значительно	1	1
1060	жизни не	1	1
1061	приведем только	1	1
1062	друг другу	1	1
1063	приводят к	1	1
1064	характерно что	1	1
1065	обратимся к	1	1
1066	несомненно и	1	1
1067	что может	1	1
1068	согласуется с	1	1
1069	не значит	1	1
1070	толстой в	2	1
1071	помощи которой	1	1
1072	в противном	2	1
1073	философии а	1	1
1074	ли эта	1	1
1075	автора как	2	1
1076	таинственности и	1	1
1077	а как	2	1
1078	словесное выражение	1	1
1079	для которых	2	1
1080	приходится признать	1	1
1081	речи о	1	1
1082	на различные	1	1
1083	и общим	1	1
1084	в него	1	1
1085	от октября	1	1
1086	именно таким	1	1
1087	этих материалов	1	1
1088	нее не	1	1
1089	и насколько	1	1
1090	что до	1	1
1091	своему личному	1	1
1092	бергсона и	1	1
1093	богаче и	1	1
1094	романа с	1	1
1095	не нашел	1	1
1096	реальную действительность	1	1
1097	человеческой личности	1	1
1098	профессор московского	1	1
1099	понимает и	1	1
1100	в очерке	1	1
1101	о работе	3	1
1102	замыслы и	1	1
1103	этой проблемы	3	1
1104	например что	3	1
1105	наше сознание	1	1
1106	полноту и	1	1
1107	общих и	1	1
1108	своего собственного	1	1
1109	он только	1	1
1110	еще из	1	1
1111	само собою	2	1
1112	своего свободного	1	1
1113	сказать еще	1	1
1114	природе и	1	1
1115	связанное с	2	1
1116	идти только	1	1
1117	просьбами о	1	1
1118	всегда были	1	1
1119	и та	1	1
1120	воображения и	1	1
1121	материи есть	1	1
1122	невозможно и	1	1
1123	поэтому что	1	1
1124	к области	1	1
1125	поводу с	1	1
1126	следующими словами	1	1
1127	в плоскости	1	1
1128	связанная с	1	1
1129	что нет	2	1
1130	начинается с	2	1
1131	жалуется на	1	1
1132	а г	2	1
1133	их и	4	1
1134	не получил	1	1
1135	частью в	1	1
1136	содержания а	1	1
1137	его теории	1	1
1138	мы говорим	1	1
1139	общественный деятель	1	1
1140	легко и	2	1
1141	с целью	1	1
1142	достаточно ясно	1	1
1143	приведенных выше	4	1
1144	же самый	1	1
1145	в процессе	17	1
1146	четыре года	1	1
1147	первая тенденция	1	1
1148	из тех	1	1
1149	от ума	1	1
1150	раз у	1	1
1151	состоит из	1	1
1152	том смысле	1	1
1153	если некоторые	1	1
1154	явлений и	3	1
1155	такого искусства	1	1
1156	бы не	2	1
1157	как процесс	2	1
1158	зависимости от	5	1
1159	в итоге	1	1
1160	от всей	1	1
1161	которая не	2	1
1162	из ничего	2	1
1163	огромную роль	2	1
1164	распространение в	1	1
1165	мы только	1	1
1166	о самоубийстве	1	1
1167	самой общей	1	1
1168	пишет следующее	1	1
1169	которых можно	1	1
1170	попал в	3	1
1171	чем же	4	1
1172	ему принадлежит	1	1
1173	из другого	1	1
1174	можно установить	1	1
1175	наиболее глубокий	1	1
1176	помощи которых	1	1
1177	это понятие	1	1
1178	какой мере	1	1
1179	видим что	1	1
1180	в историю	1	1
1181	около двух	1	1
1182	более чем	1	1
1183	творчество и	1	1
1184	связана с	2	1
1185	крест и	1	1
1186	это только	4	1
1187	не быть	2	1
1188	оно является	2	1
1189	ими в	1	1
1190	труд в	1	1
1191	воскресения и	1	1
1192	каждой из	2	1
1193	результате чего	2	1
1194	приводит в	1	1
1195	действительностью и	1	1
1196	что многие	2	1
1197	такими общими	1	1
1198	в известном	1	1
1199	своей работе	1	1
1200	новое время	1	1
1201	вслед за	3	1
1202	механически и	1	1
1203	целый ряд	1	1
1204	идеи в	2	1
1205	существует ли	1	1
1206	каждый из	1	1
1207	вне его	2	1
1208	никаких оснований	2	1
1209	связанных с	1	1
1210	в творчестве	3	1
1211	вот этот	1	1
1212	и идеи	1	1
1213	потом в	1	1
1214	в диалектике	1	1
1215	в данной	1	1
1216	не механически	1	1
1217	основное содержание	1	1
1218	и многих	2	1
1219	нуждался в	1	1
1220	от которой	1	1
1221	ответа на	1	1
1222	действия не	1	1
1223	с нею	2	1
1224	в сознании	4	1
1225	реальной жизнью	1	1
1226	и непосредственного	2	1
1227	впечатлений в	1	1
1228	и первой	1	1
1229	является уже	1	1
1230	из него	1	1
1231	если только	1	1
1232	однако от	1	1
1233	де куртенэ	1	1
1234	понять и	1	1
1235	его можно	1	1
1236	чуть ли	2	1
1237	в чувственной	1	1
1238	фета то	1	1
1239	фет в	1	1
1240	которых проводится	1	1
1241	к лицу	1	1
1242	самый замечательный	1	1
1243	их к	1	1
1244	мысли а	1	1
1245	лет как	1	1
1246	и многие	1	1
1247	воплощение в	2	1
1248	сущность и	1	1
1249	и кончая	1	1
1250	года пишет	1	1
1251	от общей	1	1
1252	без определенных	1	1
1253	противоречия и	1	1
1254	случае является	1	1
1255	нам приходится	1	1
1256	основания для	1	1
1257	этого только	1	1
1258	целом но	1	1
1259	фету в	1	1
1260	о трудностях	2	1
1261	многие из	2	1
1262	простого и	1	1
1263	что так	2	1
1264	видеть в	3	1
1265	однако дело	1	1
1266	не способен	1	1
1267	и характера	1	1
1268	из своих	2	1
1269	лицом к	1	1
1270	от августа	1	1
1271	чем он	1	1
1272	делать? в	1	1
1273	популярных в	1	1
1274	в таких	1	1
1275	этот план	1	1
1276	говорим о	1	1
1277	и слова	2	1
1278	том можно	1	1
1279	или в	3	1
1280	жизни это	1	1
1281	рассудочному мышлению	1	1
1282	в словесном	2	1
1283	который как	1	1
1284	в последнем	2	1
1285	виду что	1	1
1286	существе своем	1	1
1287	между собою	2	1
1288	не обладая	1	1
1289	в сферу	1	1
1290	сама по	1	1
1291	представляет собою	11	1
1292	слова на	1	1
1293	что перед	1	1
1294	каким же	1	1
1295	или даже	1	1
1296	говорят о	1	1
1297	как историческая	1	1
1298	гегеля шопенгауэра	1	1
1299	противном случае	2	1
1300	ли не	2	1
1301	еще к	1	1
1302	как единой	1	1
1303	не создает	1	1
1304	в каждой	1	1
1305	действительностью в	1	1
1306	дело и	1	1
1307	этих элементов	1	1
1308	что тот	1	1
