N	2gram	Vygotskiy_	Problemy
184	мы должны	11	8
185	нам кажется	1	8
186	был бы	2	8
187	что это	8	8
188	вот как	1	8
189	никак не	1	8
190	не на	1	8
191	и так	1	8
192	наконец в	2	8
193	самого автора	1	8
194	как к	1	8
195	уже в	8	8
196	того что	28	8
197	с их	2	8
198	с другом	6	8
199	и о	1	8
200	бы он	3	8
201	от него	1	7
202	уже говорили	3	7
203	мысли и	7	7
204	в виду	5	7
205	в жизни	2	7
206	отличается от	1	7
207	и со	2	7
208	вопрос о	11	7
209	в себя	2	7
210	из своего	1	7
211	только на	1	7
212	сказать что	16	7
213	ее как	1	7
214	что все	8	7
215	что она	6	7
216	что они	5	7
217	все его	1	7
218	не было	1	7
219	как его	2	7
220	между ними	2	7
221	себя как	1	7
222	в этих	3	7
223	и следовательно	3	7
224	во всех	4	7
225	то ни	1	7
226	друг другу	4	7
227	и др	5	7
228	с которым	1	7
229	его к	3	7
230	и ее	9	7
231	были бы	2	7
232	бы то	1	7
233	его с	2	7
234	например в	1	7
235	в процессе	19	7
236	не входит	2	7
237	автора и	1	7
238	не хочу	1	7
239	он в	6	7
240	на этот	7	7
241	т д	1	7
242	точку зрения	8	7
243	тот же	7	7
244	но на	4	7
245	в их	5	7
246	в виде	3	7
247	но эта	3	7
248	сама по	3	7
249	мира и	2	7
250	к своему	2	7
251	и другого	1	7
252	как слово	1	7
253	и их	5	7
254	он с	1	7
255	такой же	3	7
256	одной плоскости	1	7
257	что было	1	6
258	во всем	4	6
259	кроме того	1	6
260	время не	1	6
261	него в	1	6
262	сознаний в	1	6
263	в своих	6	6
264	и внутренне	1	6
265	не менее	1	6
266	в речь	1	6
267	с этим	8	6
268	но эти	1	6
269	должна была	2	6
270	превращается в	3	6
271	конечно не	1	6
272	как на	5	6
273	одна из	1	6
274	не мог	1	6
275	в драме	1	6
276	здесь с	1	6
277	человек и	1	6
278	но ведь	2	6
279	на этом	3	6
280	внутренней речи	14	6
281	выражение в	1	6
282	а с	8	6
283	все те	2	6
284	можно было	6	6
285	этот вопрос	6	6
286	в этой	13	6
287	во время	1	6
288	и самое	1	6
289	и здесь	1	6
290	за ним	1	6
291	в другой	2	6
292	в плоскости	1	6
293	отношения к	3	6
294	в которых	6	6
295	зависимости от	8	6
296	в основе	9	6
297	и вот	3	6
298	в отличие	3	6
299	и во	1	6
300	он может	2	6
301	друг друга	5	6
302	на вопрос	6	6
303	и пр	2	6
304	но с	3	6
305	по существу	8	6
306	словом и	3	6
307	на его	1	6
308	на них	1	6
309	слова как	3	6
310	отличие от	3	6
311	как он	7	6
312	в начале	2	6
313	идет о	5	6
314	жизни и	2	6
315	на то	11	6
316	и только	2	6
317	для этого	7	6
318	но для	2	6
319	те же	2	5
320	не хочет	2	5
321	с собой	5	5
322	именно в	8	5
323	в речи	3	5
324	с тем	8	5
325	мир и	1	5
326	в высшей	7	5
327	слово без	1	5
328	к которому	4	5
329	в зависимости	8	5
330	того же	1	5
331	но так	1	5
332	крайней мере	1	5
333	слов в	1	5
334	другого как	2	5
335	тому же	1	5
336	про себя	2	5
337	я и	1	5
338	в чем	5	5
339	в такой	4	5
340	той или	3	5
341	не могу	3	5
342	когда я	1	5
343	ту сторону	2	5
344	однако в	1	5
345	что может	5	5
346	в общем	5	5
347	себе как	1	5
348	один из	3	5
349	та же	1	5
350	ним и	1	5
351	сам по	3	5
352	его внутреннего	1	5
353	подобно тому	2	5
354	функции в	4	5
355	со всеми	2	5
356	все то	1	5
357	здесь мы	1	5
358	с таким	8	5
359	на протяжении	3	5
360	вместе с	14	5
361	по крайней	1	5
362	совершенно не	1	5
363	тотчас же	1	5
364	но здесь	1	5
365	мы не	13	5
366	слов и	1	5
367	нет и	1	5
368	том же	4	5
369	в ее	3	5
370	высшей степени	7	5
371	его мысль	3	5
372	и то	3	5
373	того и	1	5
374	он как	4	5
375	где он	1	5
376	по ту	2	5
377	ведь это	1	5
378	слова но	1	5
379	слова на	2	5
380	по своему	1	5
381	нисколько не	2	5
382	лежит в	3	5
383	он ни	1	5
384	в ней	2	5
385	когда он	5	5
386	есть и	1	5
387	же что	2	5
388	человека с	3	5
389	и самого	1	5
390	или иной	3	5
391	тому что	6	5
392	тому как	3	5
393	является в	1	4
394	все что	4	4
395	что если	3	4
396	к другу	3	4
397	мы и	3	4
398	только что	7	4
399	с этой	7	4
400	без исключения	1	4
401	еще более	1	4
402	плоскости с	1	4
403	типов и	1	4
404	нами в	3	4
405	по мере	5	4
406	типа и	2	4
407	среди других	1	4
408	в первом	2	4
409	друг к	2	4
410	основной особенности	1	4
411	в одно	1	4
412	на друга	1	4
413	при всей	1	4
414	для автора	1	4
415	то это	2	4
416	и мысли	2	4
417	за собой	4	4
418	каждое слово	1	4
419	в свете	5	4
420	но этот	3	4
421	друг на	1	4
422	его за	1	4
423	образом как	3	4
424	понятно что	2	4
425	находится в	2	4
426	во всей	8	4
427	для понимания	1	4
428	на предмет	1	4
429	от них	2	4
430	на котором	1	4
431	и речь	5	4
432	не то	3	4
433	его собственного	1	4
434	поэтому в	3	4
435	тем не	1	4
436	что такое	1	4
437	личности в	1	4
438	связи с	7	4
439	в которой	6	4
440	и говорит	2	4
441	внутреннюю речь	4	4
442	то в	1	4
443	время как	4	4
444	не есть	1	4
445	в сторону	1	4
446	в эту	4	4
447	под влиянием	3	4
448	остается в	2	4
449	оно не	1	4
450	к слову	6	4
451	он ничего	1	4
452	именно потому	2	4
453	речи и	41	4
454	его внутренней	3	4
455	одно и	2	4
456	в направлении	1	4
457	протяжении всего	2	4
458	в первой	3	4
459	с ее	3	4
460	всех этих	2	4
461	мы видели	8	4
462	образом и	4	4
463	переходит в	1	4
464	теперь в	2	4
465	мысль не	3	4
466	из которых	6	4
467	речи как	11	4
468	если не	3	4
469	и действительно	1	4
470	в словах	3	4
471	нет в	1	4
472	здесь нет	1	4
473	то он	3	4
474	то и	4	4
475	совпадает с	1	4
476	и если	4	4
477	на два	1	4
478	сознании и	1	4
479	и лишь	1	4
480	он хочет	2	4
481	как если	3	4
482	которую он	1	4
483	тому чтобы	2	4
484	мире в	1	4
485	появляется в	1	4
486	только с	2	4
487	он должен	4	4
488	заставляет его	1	4
489	что оно	6	4
490	тоже не	1	4
491	мир в	2	4
492	перестает быть	1	4
493	этом отношении	6	4
494	что с	6	4
495	со своим	1	4
496	здесь в	1	4
497	смысле этого	6	4
498	а то	1	4
499	вообще не	1	4
500	бы с	3	4
501	и без	1	4
502	слова не	1	4
503	и понимания	2	4
504	войти в	1	4
505	это было	1	4
506	ибо и	1	4
507	об этом	6	4
508	мысли в	6	4
509	это как	2	4
510	также и	2	4
511	только так	1	4
512	и слова	1	4
513	еще в	1	4
514	стороны и	3	4
515	от того	7	4
516	как их	1	4
517	оно должно	1	4
518	это в	1	4
519	таким же	4	4
520	само по	3	4
521	с которыми	2	3
522	от времени	1	3
523	говорить о	4	3
524	в нашу	1	3
525	может служить	1	3
526	о чем	2	3
527	в большей	1	3
528	какой бы	1	3
529	а затем	5	3
530	и само	2	3
531	но что	3	3
532	именно и	1	3
533	к другим	1	3
534	автор в	1	3
535	приходит в	1	3
536	является для	6	3
537	большей или	1	3
538	функций в	1	3
539	он является	3	3
540	несколько дальше	1	3
541	можно сказать	6	3
542	существенный момент	1	3
543	в данном	5	3
544	жизни а	1	3
545	что этот	2	3
546	направлено на	2	3
547	это последнее	1	3
548	слову и	2	3
549	между двумя	2	3
550	увидим что	2	3
551	в различных	1	3
552	является как	2	3
553	направленное на	1	3
554	и еще	2	3
555	одной из	4	3
556	и вообще	2	3
557	все без	1	3
558	знает только	1	3
559	согласиться с	1	3
560	что говорит	2	3
561	говорит сам	2	3
562	что даже	2	3
563	в эти	1	3
564	кажется нам	1	3
565	всего в	3	3
566	только не	2	3
567	мы видим	7	3
568	как такового	2	3
569	она в	1	3
570	мы знаем	3	3
571	другими сознаниями	1	3
572	чем у	1	3
573	этими двумя	2	3
574	внешнего мира	2	3
575	и человек	1	3
576	чем в	1	3
577	пути и	2	3
578	к чему	1	3
579	что его	6	3
580	его мысли	5	3
581	слов с	3	3
582	здесь же	1	3
583	в таком	1	3
584	целом ряде	2	3
585	следовательно и	1	3
586	между собой	5	3
587	в смысле	2	3
588	и мир	1	3
589	именно как	1	3
590	могли бы	10	3
591	мы можем	11	3
592	почти на	2	3
593	не дает	1	3
594	ту же	3	3
595	и та	1	3
596	в приведенном	1	3
597	себя на	1	3
598	по своей	9	3
599	это действительно	1	3
600	или меньшей	1	3
601	и мы	3	3
602	и есть	2	3
603	значение в	4	3
604	и по	3	3
605	в один	4	3
606	и особенно	1	3
607	для самого	1	3
608	как таковой	2	3
609	он стремится	1	3
610	в основном	1	3
611	почти не	1	3
612	которых мы	2	3
613	должны быть	2	3
614	и кто	1	3
615	и при	2	3
616	от этой	1	3
617	такого что	1	3
618	и делает	2	3
619	сводится к	1	3
620	себе не	1	3
621	том и	1	3
622	его сознания	1	3
623	или наоборот	1	3
624	то время	5	3
625	из тех	3	3
626	есть нечто	2	3
627	сам с	4	3
628	не является	16	3
629	слова которое	1	3
630	на нее	2	3
631	который не	2	3
632	высказывания и	1	3
633	того чтобы	23	3
634	это все	1	3
635	а может	1	3
636	оно является	1	3
637	и больше	1	3
638	именно на	1	3
639	значение для	3	3
640	вступает в	1	3
641	говорят что	1	3
642	всеми своими	1	3
643	еще один	2	3
644	как например	2	3
645	им в	1	3
646	глубокое и	1	3
647	без всякого	2	3
648	если мы	8	3
649	не за	1	3
650	лишь о	1	3
651	бы сказать	3	3
652	в сознании	2	3
653	здесь действительно	1	3
654	его можно	1	3
655	человека но	1	3
656	связан с	5	3
657	именно к	1	3
658	или к	3	3
659	данном случае	5	3
660	того как	6	3
661	сколько в	1	3
662	речь и	7	3
663	не для	1	3
664	которых он	3	3
665	на одно	1	3
666	и соответствующие	1	3
667	что так	1	3
668	тут не	1	3
669	ее в	3	3
670	и всегда	1	3
671	не способен	2	3
672	в других	2	3
673	на которой	4	3
674	у нас	1	3
675	мы будем	2	3
676	раз в	3	3
677	к внутренней	6	3
678	внутренняя речь	7	3
679	себе что	1	3
680	дело в	3	3
681	или даже	2	3
682	на одном	3	3
683	словом как	1	3
684	которой он	2	3
685	она только	1	3
686	чтобы сделать	1	3
687	социальных форм	2	3
688	которая как	1	3
689	того или	1	3
690	а к	2	3
691	он говорит	2	3
692	не удалось	2	3
693	из этих	6	3
694	не с	2	3
695	его речи	1	3
696	только то	2	3
697	что из	1	3
698	человека и	6	3
699	признать что	3	3
700	находиться в	2	3
701	которые в	2	3
702	связи между	3	3
703	что на	2	3
704	в узком	1	3
705	нуждается в	2	3
706	мы наблюдаем	1	2
707	мы обратимся	1	2
708	и другие	1	2
709	быть по	1	2
710	указывает на	4	2
711	со всем	2	2
712	мысль как	2	2
713	самого себя	1	2
714	которая в	2	2
715	его построения	2	2
716	за исключением	1	2
717	и взаимодействие	2	2
718	из всех	3	2
719	но тем	3	2
720	и говорить	1	2
721	осознания и	1	2
722	одно из	3	2
723	не столько	4	2
724	значение они	1	2
725	не слово	3	2
726	нами уже	1	2
727	вот что	2	2
728	своих целей	1	2
729	представляется ему	1	2
730	этой форме	1	2
731	весь этот	1	2
732	где они	1	2
733	иначе как	1	2
734	она является	1	2
735	много раз	1	2
736	эти черты	2	2
737	его на	3	2
738	не разрешает	1	2
739	всех тех	6	2
740	а именно	2	2
741	собой не	1	2
742	мы с	1	2
743	материала в	1	2
744	не служит	1	2
745	личности не	3	2
746	во все	3	2
747	силы и	1	2
748	время от	1	2
749	эти проблемы	1	2
750	в противоположность	3	2
751	только как	1	2
752	но даже	2	2
753	в нескольких	1	2
754	для того	19	2
755	не всегда	1	2
756	от первых	1	2
757	что вся	1	2
758	с помощью	16	2
759	когда она	2	2
760	между отдельными	3	2
761	глава первая	1	2
762	всего как	1	2
763	что еще	1	2
764	всю жизнь	1	2
765	через речь	1	2
766	себе в	1	2
767	свою очередь	3	2
768	ничего что	1	2
769	но ни	1	2
770	слово уже	1	2
771	я с	1	2
772	во всякой	1	2
773	которой она	2	2
774	в контексте	1	2
775	с большим	1	2
776	быть в	1	2
777	в нашем	3	2
778	речь не	3	2
779	нигде не	3	2
780	к этому	7	2
781	а следовательно	2	2
782	к этим	3	2
783	в заключение	4	2
784	из слов	1	2
785	мы привели	2	2
786	не возникает	2	2
787	друга но	1	2
788	нельзя сказать	1	2
789	после того	1	2
790	и функции	4	2
791	собой в	1	2
792	с одной	14	2
793	на том	2	2
794	в раннем	2	2
795	у каждого	1	2
796	а и	1	2
797	более резкой	2	2
798	значительной степени	2	2
799	его внутренняя	1	2
800	в качестве	12	2
801	находит свое	1	2
802	и других	4	2
803	или не	1	2
804	других сознаний	1	2
805	мы это	1	2
806	между этими	7	2
807	этом последнем	1	2
808	своей структуре	2	2
809	эти три	2	2
810	и именно	1	2
811	же как	8	2
812	одном из	3	2
813	единство сознания	2	2
814	от этого	4	2
815	представляется нам	1	2
816	лишь для	1	2
817	здесь и	3	2
818	делает его	1	2
819	что их	1	2
820	что как	4	2
821	но к	1	2
822	к речи	2	2
823	того в	2	2
824	бы к	3	2
825	приводит его	2	2
826	предполагает что	1	2
827	мысль и	5	2
828	мы говорили	4	2
829	и речи	45	2
830	отношение между	5	2
831	человека который	1	2
832	в ответ	1	2
833	бы они	1	2
834	плана и	1	2
835	мысль что	6	2
836	и является	2	2
837	не могла	1	2
838	почти всегда	2	2
839	также не	2	2
840	вот в	1	2
841	от идеи	1	2
842	должны были	6	2
843	не удастся	1	2
844	что для	8	2
845	его личности	1	2
846	этой действительности	1	2
847	речь а	1	2
848	слова что	1	2
849	я но	1	2
850	столь же	8	2
851	ней в	2	2
852	точкой зрения	1	2
853	же мы	1	2
854	для построения	1	2
855	из этого	6	2
856	отнюдь не	2	2
857	явления в	1	2
858	для чего	1	2
859	структурные особенности	1	2
860	независимо от	10	2
861	с речью	2	2
862	в особенности	1	2
863	к сожалению	2	2
864	прямо и	2	2
865	а потому	1	2
866	социальной жизни	1	2
867	и этот	1	2
868	не позволяет	1	2
869	как с	1	2
870	и материал	1	2
871	тогда когда	8	2
872	на первом	2	2
873	смысле слова	6	2
874	и должно	1	2
875	у другого	1	2
876	речь как	3	2
877	человек с	3	2
878	что сам	2	2
879	и слов	1	2
880	для них	1	2
881	но этого	1	2
882	основной вопрос	1	2
883	и вполне	1	2
884	же основной	1	2
885	этой точки	2	2
886	оно ни	1	2
887	от своего	1	2
888	иметь в	1	2
889	с ней	3	2
890	показать что	7	2
891	месте и	2	2
892	части нашей	1	2
893	эти явления	1	2
894	к его	3	2
895	построение в	2	2
896	опирается на	1	2
897	я хочу	1	2
898	не имеет	5	2
899	речь в	4	2
900	из которого	2	2
901	на их	2	2
902	друг от	4	2
903	всей своей	2	2
904	своей жизни	1	2
905	в которые	1	2
906	два слова	1	2
907	он снова	1	2
908	на всю	1	2
909	сравнительно с	1	2
910	им из	1	2
911	поэтому не	1	2
912	своей собственной	1	2
913	снова к	1	2
914	совершенно иной	1	2
915	и главное	1	2
916	предмет в	1	2
917	и между	1	2
918	в свою	4	2
919	в значительной	2	2
920	по сравнению	10	2
921	результате такого	2	2
922	нашей работы	8	2
923	с которой	2	2
924	не могло	5	2
925	очень хорошо	2	2
926	и ему	1	2
927	впрочем и	1	2
928	переходит к	1	2
929	не потому	2	2
930	целый ряд	6	2
931	рано или	1	2
932	у человека	1	2
933	же если	1	2
934	в истории	7	2
935	вот этот	1	2
936	ибо он	1	2
937	и идеи	2	2
938	что здесь	2	2
939	и там	1	2
940	без его	1	2
941	заметить что	3	2
942	речи в	17	2
943	их с	1	2
944	основная ошибка	1	2
945	котором мы	1	2
946	это кажется	1	2
947	мысли но	3	2
948	на ряд	1	2
949	только его	3	2
950	столько в	1	2
951	не видит	1	2
952	или поздно	1	2
953	из него	1	2
954	входящих в	1	2
955	действительности не	1	2
956	его ум	1	2
957	воздерживается от	2	2
958	ответ на	4	2
959	ничем не	3	2
960	слово но	1	2
961	и резкое	1	2
962	ее на	4	2
963	и сама	1	2
964	слово а	1	2
965	что значит	1	2
966	для всего	3	2
967	для нас	4	2
968	сам себе	1	2
969	чем он	3	2
970	слова а	1	2
971	образом но	1	2
972	материал для	1	2
973	от друга	4	2
974	от всех	3	2
975	ибо все	2	2
976	в силах	1	2
977	ибо как	2	2
978	живым существом	2	2
979	как впрочем	2	2
980	дано на	1	2
981	вот это	1	2
982	в стороне	2	2
983	положение в	1	2
984	случае не	2	2
985	бы быть	1	2
986	в какой	5	2
987	как она	1	2
988	этот раз	1	2
989	знал что	1	2
990	является не	2	2
991	один и	2	2
992	только и	1	2
993	и смысловой	1	2
994	должен быть	6	2
995	единство и	1	2
996	первостепенное значение	1	2
997	пока наконец	1	2
998	ему не	1	2
999	этих двух	4	2
1000	и тех	1	2
1001	искать в	1	2
1002	и эти	2	2
1003	каждая из	2	2
1004	автора он	1	2
1005	в предшествующих	1	2
1006	позволяет ему	2	2
1007	одну из	4	2
1008	увидит что	1	2
1009	мы наблюдали	1	2
1010	во второй	1	2
1011	что касается	1	2
1012	с уже	1	2
1013	и обратно	1	2
1014	не следует	1	2
1015	стало быть	2	2
1016	к которой	1	2
1017	всей его	5	2
1018	существом и	1	2
1019	развивается в	1	2
1020	на речь	2	2
1021	как выражение	1	2
1022	всех его	1	2
1023	же самое	4	2
1024	в книге	3	2
1025	к ней	1	2
1026	в категориях	2	2
1027	действительно не	4	2
1028	все более	4	2
1029	же это	2	2
1030	сказать так	2	2
1031	себя но	1	2
1032	внедряется в	1	2
1033	не к	3	2
1034	идее он	1	1
1035	какого бы	1	1
1036	как два	1	1
1037	он приходит	2	1
1038	с уверенностью	1	1
1039	если так	1	1
1040	особенности и	1	1
1041	только из	2	1
1042	для всех	8	1
1043	и мира	1	1
1044	отвечает на	1	1
1045	этого в	1	1
1046	эти исследователи	1	1
1047	на эти	3	1
1048	это первое	1	1
1049	которую так	1	1
1050	в момент	1	1
1051	которые не	4	1
1052	которые здесь	1	1
1053	со всей	7	1
1054	к этой	4	1
1055	дети когда	1	1
1056	в сферу	1	1
1057	пробным камнем	2	1
1058	некоторой степени	1	1
1059	как свою	1	1
1060	здесь то	1	1
1061	сверх того	1	1
1062	быть сделан	1	1
1063	в применении	2	1
1064	однако и	1	1
1065	дает основание	1	1
1066	в равной	2	1
1067	ли его	1	1
1068	мы оставляем	1	1
1069	оставалась в	1	1
1070	на второй	1	1
1071	формы в	1	1
1072	эта новая	1	1
1073	взаимодействия между	1	1
1074	следует что	1	1
1075	свою мысль	2	1
1076	строго говоря	2	1
1077	одно это	1	1
1078	в некоторых	1	1
1079	проблему и	1	1
1080	и охарактеризовано	1	1
1081	сам автор	2	1
1082	далее что	2	1
1083	что человек	1	1
1084	другой с	1	1
1085	нас в	2	1
1086	и стремится	1	1
1087	не являются	1	1
1088	форма его	1	1
1089	самом же	1	1
1090	речи может	1	1
1091	это противоречие	1	1
1092	виду прежде	1	1
1093	основные линии	1	1
1094	искание истины	1	1
1095	связь между	10	1
1096	зато с	1	1
1097	вопроса и	3	1
1098	думаем что	3	1
1099	что слово	1	1
1100	и сообщает	1	1
1101	не опирается	1	1
1102	ко всем	3	1
1103	в борьбе	2	1
1104	или во	2	1
1105	проблемы которые	1	1
1106	стоит в	1	1
1107	имеет смысл	1	1
1108	на которых	4	1
1109	из двух	3	1
1110	мне кажется	2	1
1111	проблемы в	1	1
1112	сходство и	1	1
1113	мысли как	4	1
1114	это те	1	1
1115	в некотором	1	1
1116	но по	1	1
1117	приведенным выше	1	1
1118	или на	1	1
1119	не вмешивается	1	1
1120	которого лежит	2	1
1121	другую сторону	1	1
1122	показаться что	1	1
1123	я могу	1	1
1124	на определенной	1	1
1125	целое и	2	1
1126	сам со	1	1
1127	движется в	1	1
1128	но пока	1	1
1129	в собственном	8	1
1130	же точно	10	1
1131	ум у	1	1
1132	в точном	1	1
1133	и лежит	1	1
1134	эти исследования	3	1
1135	где она	1	1
1136	другом месте	6	1
1137	мы только	2	1
1138	мысль от	2	1
1139	только для	6	1
1140	и переживания	2	1
1141	внутренней речью	2	1
1142	за ней	2	1
1143	зрения с	2	1
1144	для их	1	1
1145	плоскости в	2	1
1146	он по	2	1
1147	не оказывается	1	1
1148	сложным и	2	1
1149	свою собственную	4	1
1150	а эта	1	1
1151	раз когда	1	1
1152	но мы	4	1
1153	так например	1	1
1154	внешней среды	1	1
1155	и словом	4	1
1156	на первый	3	1
1157	и свою	1	1
1158	главе посвященной	1	1
1159	к все	1	1
1160	всем его	1	1
1161	связано с	3	1
1162	человека о	1	1
1163	а вместе	2	1
1164	нам представляется	1	1
1165	содержания его	1	1
1166	могли войти	1	1
1167	в дальнейшем	1	1
1168	нашего опыта	1	1
1169	от внешней	6	1
1170	бы сказали	1	1
1171	сделать в	1	1
1172	действительности в	1	1
1173	что сознание	1	1
1174	строит свою	1	1
1175	во внешнем	1	1
1176	а скорее	2	1
1177	как таковому	2	1
1178	или действует	1	1
1179	это с	1	1
1180	на этой	2	1
1181	не существует	4	1
1182	ее к	1	1
1183	речь то	1	1
1184	не могли	2	1
1185	в действительности	1	1
1186	смысле она	1	1
1187	речью и	4	1
1188	совершенно в	1	1
1189	о чем-то	1	1
1190	не боится	1	1
1191	его внутренних	1	1
1192	что всякое	1	1
1193	действительности как	1	1
1194	доказать что	1	1
1195	именно этим	1	1
1196	но кто	1	1
1197	о которых	4	1
1198	остается чисто	1	1
1199	этом мы	1	1
1200	противоречивость и	1	1
1201	для разрешения	1	1
1202	уже у	1	1
1203	бы даже	2	1
1204	того не	1	1
1205	сталкивается в	1	1
1206	у самого	2	1
1207	и другой	1	1
1208	случайных и	1	1
1209	предметом непосредственного	1	1
1210	сознания в	3	1
1211	точно и	2	1
1212	первые слова	2	1
1213	и т.п	5	1
1214	поэтому мы	1	1
1215	с самой	1	1
1216	существующих в	2	1
1217	он получает	1	1
1218	во-вторых в	2	1
1219	мы все	1	1
1220	совершенно различных	1	1
1221	точно так	2	1
1222	где дело	1	1
1223	в строгом	1	1
1224	приходит к	4	1
1225	предисловии к	4	1
1226	для данного	2	1
1227	говорит что	9	1
1228	заключение мы	1	1
1229	самого понятия	1	1
1230	почти совершенно	1	1
1231	что речь	2	1
1232	от той	2	1
1233	какой они	1	1
1234	представляет в	1	1
1235	целей и	1	1
1236	природы но	1	1
1237	всякого сомнения	1	1
1238	неизбежно должны	2	1
1239	в чистом	1	1
1240	настоящей главы	2	1
1241	обладают лишь	1	1
1242	это осознание	1	1
1243	убедиться в	5	1
1244	мере не	1	1
1245	мы полагаем	1	1
1246	идеалистической философии	1	1
1247	всегда и	3	1
1248	до самого	1	1
1249	и остается	3	1
1250	из виду	2	1
1251	с правда	1	1
1252	так то	1	1
1253	к ним	2	1
1254	ней с	1	1
1255	вообще и	2	1
1256	ней и	1	1
1257	функция этого	2	1
1258	тенденцию к	3	1
1259	это целое	2	1
1260	чтобы они	1	1
1261	жизни как	1	1
1262	для всей	3	1
1263	она ни	1	1
1264	постановка проблемы	1	1
1265	от детей	1	1
1266	что отличает	1	1
1267	этим что	1	1
1268	в основу	3	1
1269	характере его	1	1
1270	нас после	1	1
1271	мы конечно	1	1
1272	увидим в	1	1
1273	будем говорить	1	1
1274	в непосредственной	1	1
1275	все многообразие	1	1
1276	который в	7	1
1277	они служат	1	1
1278	что именно	3	1
1279	именно с	1	1
1280	в строго	1	1
1281	по поводу	5	1
1282	ее внутренняя	1	1
1283	можно без	2	1
1284	все перипетии	1	1
1285	эта тенденция	1	1
1286	в пользу	6	1
1287	путем сопоставления	1	1
1288	не просто	1	1
1289	говорит следующее	1	1
1290	слова ни	1	1
1291	думают и	2	1
1292	основное и	1	1
1293	в связь	2	1
1294	едва ли	5	1
1295	но сама	1	1
1296	во внутреннюю	2	1
1297	действительно в	1	1
1298	что обычно	1	1
1299	быть с	3	1
1300	активности и	1	1
1301	мы скажем	1	1
1302	только самого	1	1
1303	общения сознаний	1	1
1304	даже по	1	1
1305	не происходит	1	1
1306	мне и	1	1
1307	видели что	6	1
1308	и понять	1	1
1309	и столь	1	1
