N	2gram	Voloshinov	Sovremen
196	и вся	1	1
197	эта сторона	1	1
198	совпадают с	1	1
199	только на	3	1
200	и их	1	1
201	и та	2	1
202	на самом	4	1
203	одному и	1	1
204	на которой	1	1
205	что каждый	1	1
206	для них	1	1
207	определенным образом	1	1
208	на может	1	1
209	можно было	1	1
210	ни в	3	1
211	метод в	2	1
212	этом направлении	1	1
213	по отношению	11	1
214	кто же	1	1
215	но отнюдь	2	1
216	нечего делать	1	1
217	сторона дела	1	1
218	стороны и	2	1
219	конечно не	3	1
220	и основное	1	1
221	и тот	1	1
222	но что	2	1
223	и те	2	1
224	только в	6	1
225	все равно	1	1
226	же время	1	1
227	так же	3	1
228	человек занимает	1	1
229	чего же	1	1
230	его в	4	1
231	то она	1	1
232	в обоих	1	1
233	от двух	1	1
234	ту действительную	1	1
235	отметить что	1	1
236	себе в	1	1
237	в большинстве	1	1
238	нуждаются в	1	1
239	двух частей	1	1
240	в конечном	1	1
241	этой группы	1	1
242	не было	1	1
243	как например	1	1
244	с его	2	1
245	является очень	1	1
246	может находиться	1	1
247	на это	2	1
248	если бы	9	1
249	не знает	1	1
250	ничего общего	1	1
251	равно как	1	1
252	к одному	1	1
253	подвести итоги	1	1
254	зрения уже	1	1
255	как его	1	1
256	так называемый	1	1
257	находиться в	1	1
258	но эта	1	1
259	дело в	4	1
260	крайней мере	1	1
261	сами по	1	1
262	же как	1	1
263	сказать что	7	1
264	и эта	1	1
265	форму и	2	1
266	быть только	2	1
267	за вычетом	1	1
268	допустим что	2	1
269	но для	3	1
270	то из	1	1
271	именно в	1	1
272	уже на	1	1
273	конечном счете	1	1
274	это делает	1	1
275	мы это	1	1
276	обратимся к	1	1
277	этого развития	1	1
278	отношению к	11	1
279	более и	1	1
280	разберем это	1	1
281	в своем	2	1
282	в корне	2	1
283	по аналогии	1	1
284	этом смысле	1	1
285	в какой	2	1
286	между ними	2	1
287	значение этих	1	1
288	эти три	1	1
289	может стать	2	1
290	том что	5	1
291	рядом с	1	1
292	и прежде	1	1
293	на эту	1	1
294	можем сказать	2	1
295	жизни в	1	1
296	но не	2	1
297	но если	1	1
298	они не	1	1
299	по себе	3	1
300	к этому	2	1
301	в такой	3	1
302	все более	1	1
303	там где	2	1
304	в то	2	1
305	и только	1	1
306	один и	1	1
307	ли он	1	1
308	сводится только	1	1
309	является только	1	1
310	должны искать	1	1
311	только и	1	1
312	именно эта	1	1
313	это направление	1	1
314	по самому	1	1
315	и следовательно	5	1
316	но это	2	1
317	форму этого	1	1
318	независимо от	2	1
319	и предварительной	1	1
320	но уже	1	1
321	и для	3	1
322	природой и	1	1
323	физические и	1	1
324	с ее	1	1
325	и химические	1	1
326	но самый	1	1
327	не из	1	1
328	для их	1	1
329	и это	1	1
330	точка зрения	3	1
331	все время	6	1
332	и его	13	1
333	чем отличается	1	1
334	и становится	1	1
335	вовсе не	1	1
336	о том	3	1
337	сих пор	3	1
338	и вообще	3	1
339	по крайней	1	1
340	зрения и	1	1
341	но конечно	2	1
342	к нему	4	1
343	никогда не	5	1
344	на них	1	1
