N	2gram	Trubetskoy	Vladivir
206	он сам	3	6
207	если мы	1	6
208	его в	4	6
209	том же	2	6
210	на себя	2	6
211	но только	1	6
212	по своей	1	6
213	главным образом	3	6
214	но на	1	6
215	и теперь	1	6
216	на основании	2	6
217	в настоящее	2	6
218	данном случае	3	6
219	мы не	1	6
220	которых он	1	6
221	а это	1	6
222	и всегда	1	6
223	в общем	1	6
224	по своему	1	6
225	ко всему	1	6
226	тем более	1	6
227	само собой	1	6
228	в жизни	1	6
229	есть и	2	6
230	от того	4	6
231	такой же	1	6
232	и наконец	2	6
233	что на	1	6
234	есть не	1	6
235	собой разумеется	1	5
236	на эту	2	5
237	но мы	3	5
238	вопрос о	5	5
239	как на	8	5
240	без всякого	1	5
241	понятие о	1	5
242	из них	3	5
243	вся эта	2	5
244	бы то	4	5
245	что они	3	5
246	во всех	5	5
247	что у	1	5
248	а наоборот	1	5
249	и за	1	5
250	того и	1	5
251	то ни	4	5
252	и тем	2	5
253	что бы	3	5
254	с которым	1	5
255	в очень	1	5
256	во время	2	5
257	однако и	1	5
258	в частности	2	5
259	один из	1	5
260	сводится к	3	5
261	жизни в	5	5
262	в свою	1	5
263	им в	1	5
264	только при	1	5
265	друг друга	3	5
266	он как	1	5
267	что с	2	5
268	ее в	2	5
269	место в	2	5
270	в их	4	5
271	этого не	2	5
272	а то	1	5
273	сведения о	1	5
274	и без	1	5
275	на все	1	5
276	со своей	1	5
277	только к	3	5
278	с самого	1	5
279	эти последние	1	5
280	она не	2	5
281	церкви и	9	5
282	но она	2	5
283	только то	1	5
284	в россию	2	5
285	еще на	1	5
286	которое в	1	5
287	бытия и	1	5
288	и прежде	1	5
289	свидетельствуют о	1	5
290	в области	2	5
291	и только	5	5
292	не удалось	1	5
293	не к	2	5
294	которые не	1	4
295	он всегда	1	4
296	глубоко и	1	4
297	на свою	1	4
298	представление о	1	4
299	их в	2	4
300	по своим	1	4
301	и стал	1	4
302	о которых	3	4
303	том чтобы	3	4
304	с большим	1	4
305	бог есть	1	4
306	крайней мере	1	4
307	и весь	1	4
308	только не	1	4
309	самое большее	1	4
310	время в	2	4
311	мы можем	2	4
312	нет и	1	4
313	или не	1	4
314	не о	2	4
315	вселенской церкви	3	4
316	но для	2	4
317	в последние	5	4
318	ясно что	2	4
319	и вместе	2	4
320	об этой	1	4
321	чтобы он	1	4
322	в духе	1	4
323	любви к	2	4
324	при жизни	1	4
325	не так	2	4
326	и сейчас	3	4
327	которых мы	1	4
328	в сущности	1	4
329	о которой	1	4
330	не на	1	4
331	не могут	4	4
332	с ней	1	4
333	заключается в	1	4
334	и просто	1	4
335	и т	3	4
336	себя и	5	4
337	по крайней	1	4
338	перед нами	1	4
339	это и	1	4
340	ни к	7	4
341	совершенно не	2	4
342	и более	2	4
343	тех же	1	4
344	лишь в	3	4
345	для нее	2	4
346	всего на	1	4
347	знаем что	3	4
348	мог бы	1	4
349	и во	3	4
350	со своими	1	4
351	одной из	3	4
352	только с	2	4
353	уверенность в	1	4
354	разума и	1	4
355	тем самым	2	4
356	всех этих	3	4
357	бы на	1	4
358	этом отношении	1	4
359	на самом	6	4
360	больше чем	2	4
361	раз навсегда	2	4
362	в такой	1	4
363	это конечно	1	4
364	оказывается что	1	4
365	россии и	3	4
366	же самое	1	4
367	к богу	7	4
368	и других	1	4
369	же это	1	4
370	иное как	1	4
371	если у	1	3
372	от него	2	3
373	все что	4	3
374	человеческой жизни	1	3
375	здесь же	1	3
376	самого себя	7	3
377	которая в	1	3
378	к такому	2	3
379	с самим	2	3
380	в разных	1	3
381	ни стало	3	3
382	не хочет	1	3
383	ясностью и	2	3
384	во имя	5	3
385	исходить из	1	3
386	что по	1	3
387	веры и	1	3
388	но когда	1	3
389	роль в	1	3
390	является для	1	3
391	отличается от	2	3
392	прочим и	1	3
393	так например	1	3
394	казалось бы	1	3
395	в другом	3	3
396	во многих	2	3
397	отметить что	2	3
398	самого начала	1	3
399	свою очередь	1	3
400	именно так	1	3
401	наука и	1	3
402	точка зрения	1	3
403	исключительно только	1	3
404	эта работа	2	3
405	влияние на	1	3
406	но из	1	3
407	это будет	1	3
408	время и	1	3
409	в состоянии	1	3
410	ним в	1	3
411	это обстоятельство	1	3
412	в тот	1	3
413	согласии с	1	3
414	не была	1	3
415	в будущем	3	3
416	это свое	1	3
417	а за	1	3
418	что не	1	3
419	же как	1	3
420	на земле	4	3
421	в мире	4	3
422	следовательно и	2	3
423	в сторону	1	3
424	бы в	1	3
425	творца и	1	3
426	но которая	1	3
427	но тогда	1	3
428	во что	3	3
429	не могла	1	3
430	иметь в	1	3
431	вот в	1	3
432	в семье	1	3
433	то по	1	3
434	бы его	2	3
435	найти в	1	3
436	в силу	2	3
437	мы теперь	1	3
438	остановиться на	1	3
439	и действительно	1	3
440	и этот	3	3
441	в вопросах	3	3
442	на почве	2	3
443	и при	6	3
444	была бы	1	3
445	от нас	2	3
446	он на	1	3
447	для них	3	3
448	том и	2	3
449	за границей	1	3
450	самом деле	7	3
451	от своего	1	3
452	с таким	1	3
453	о своей	1	3
454	с ними	1	3
455	в которых	1	3
456	говорить и	1	3
457	последние дни	5	3
458	сейчас же	1	3
459	всему этому	1	3
460	ни у	1	3
461	и вся	1	3
462	не могло	1	3
463	отношении к	2	3
464	в обществе	1	3
465	это же	1	3
466	а скорее	1	3
467	нет ни	1	3
468	что такое	2	3
469	том числе	1	3
470	ни на	1	3
471	в согласии	1	3
472	с богом	1	3
473	в свои	1	3
474	а если	1	3
475	вот это	1	3
476	указывает на	2	3
477	более что	1	3
478	его учение	1	3
479	является не	2	3
480	последнее время	2	3
481	разумеется что	2	3
482	в полной	1	3
483	быть и	2	3
484	нечего и	1	3
485	а по	1	3
486	не дала	1	3
487	кто не	1	3
488	борьба с	1	3
489	говоря о	2	3
490	что к	1	3
491	к которой	6	3
492	как будто	2	3
493	том случае	4	3
494	это в	2	3
495	а другие	1	2
496	для всех	6	2
497	на эти	1	2
498	любовь к	2	2
499	вопросу о	3	2
500	эта идея	1	2
501	и говорить	1	2
502	ярко выраженной	1	2
503	которое является	1	2
504	чтобы в	2	2
505	на такой	2	2
506	если он	1	2
507	видно из	1	2
508	в собственном	1	2
509	в порядке	2	2
510	всю эту	2	2
511	себя к	1	2
512	только для	2	2
513	если этот	1	2
514	что оба	1	2
515	и того	1	2
516	а во	1	2
517	на этой	2	2
518	при условии	3	2
519	имеет в	1	2
520	не всегда	1	2
521	же у	1	2
522	в себя	1	2
523	говорить о	3	2
524	шла о	1	2
525	приходит к	3	2
526	о самой	1	2
527	и те	2	2
528	можно ли	3	2
529	точке зрения	3	2
530	всего этого	1	2
531	себе черты	1	2
532	критическом отношении	1	2
533	для всей	1	2
534	таких условиях	3	2
535	без того	1	2
536	одна из	3	2
537	иначе и	1	2
538	именно с	1	2
539	в европе	1	2
540	бы это	1	2
541	с ее	1	2
542	этих последних	1	2
543	в некоторых	2	2
544	этого и	1	2
545	в церкви	1	2
546	есть ничто	1	2
547	собой и	3	2
548	нами не	1	2
549	хочет быть	1	2
550	на том	3	2
551	к себе	2	2
552	другого для	1	2
553	то у	1	2
554	в ее	1	2
555	авторитетом и	1	2
556	и сама	1	2
557	столько же	1	2
558	к чему	2	2
559	речь шла	2	2
560	и надо	1	2
561	от этого	1	2
562	на себе	1	2
563	могло бы	1	2
564	сих пор	5	2
565	той или	3	2
566	чтобы понять	2	2
567	соединения церквей	9	2
568	но можно	1	2
569	выражение в	1	2
570	ведь в	2	2
571	говоря только	1	2
572	личности и	1	2
573	которые и	1	2
574	было только	1	2
575	к такой	1	2
576	должны быть	1	2
577	что эта	1	2
578	хотя в	1	2
579	и является	2	2
580	и тот	2	2
581	а следовательно	3	2
582	он еще	1	2
583	свое учение	2	2
584	что во	1	2
585	и никакого	1	2
586	его личности	1	2
587	что только	2	2
588	эти признаки	1	2
589	теми же	1	2
590	образом в	1	2
591	если они	2	2
592	же мы	1	2
593	те кто	1	2
594	появляется у	1	2
595	а главное	1	2
596	имеет свою	1	2
597	на это	2	2
598	и ту	1	2
599	никто из	1	2
600	жизни но	1	2
601	до сих	5	2
602	за ним	1	2
603	себе представить	1	2
604	если в	6	2
605	должна быть	2	2
606	тогда когда	4	2
607	и должно	2	2
608	уже знаем	1	2
609	подлежит никакому	1	2
610	чтобы стать	1	2
611	никакому сомнению	1	2
612	из которых	5	2
613	такого же	1	2
614	он будет	4	2
615	просто в	1	2
616	но дело	1	2
617	здесь дело	1	2
618	можно назвать	1	2
619	и поскольку	1	2
620	как не	1	2
621	в одно	1	2
622	самостоятельность и	1	2
623	может не	3	2
624	о котором	3	2
625	тем чем	1	2
626	для настоящего	1	2
627	подходить к	1	2
628	на другие	1	2
629	к той	2	2
630	все они	3	2
631	его и	2	2
632	не является	1	2
633	в основе	1	2
634	тот кто	1	2
635	европы но	1	2
636	и заключается	1	2
637	это то	1	2
638	может только	3	2
639	только тогда	1	2
640	народа и	2	2
641	те или	1	2
642	у других	2	2
643	что такая	1	2
644	в какие	1	2
645	известной степени	1	2
646	не за	1	2
647	ни было	1	2
648	виде и	1	2
649	в глазах	2	2
650	нас важно	1	2
651	этого слова	1	2
652	этот последний	1	2
653	от всякой	1	2
654	же он	1	2
655	в самой	1	2
656	они были	1	2
657	от всякого	1	2
658	подход к	1	2
659	природы и	1	2
660	этом случае	3	2
661	на полную	1	2
662	стремиться к	2	2
663	они не	1	2
664	эта не	1	2
665	не для	1	2
666	ничего кроме	1	2
667	на отдельные	1	2
668	в русском	1	2
669	все равно	1	2
670	и постоянно	1	2
671	с другими	1	2
672	что ни	1	2
673	а о	1	2
674	когда оно	1	2
675	в эпоху	1	2
676	не подлежит	2	2
677	но по	1	2
678	и часть	1	2
679	язык и	1	2
680	и религии	1	2
681	этим самым	1	2
682	путь к	4	2
683	в меру	2	2
684	людей в	1	2
685	что эти	1	2
686	к одному	1	2
687	поскольку она	1	2
688	человека в	1	2
689	за то	2	2
690	при таких	4	2
691	случае если	3	2
692	не по	1	2
693	с виду	3	2
694	невозможно но	1	2
695	этой статьи	1	2
696	и их	1	2
697	стороны и	1	2
698	в действительном	1	2
699	дать ему	1	2
700	человека с	1	2
701	которая как	1	2
702	нами и	1	2
703	богу а	1	2
704	одного из	1	2
705	этом и	2	2
706	эту мысль	1	2
707	никому не	1	2
708	что вся	1	2
709	может и	1	2
710	к своей	1	2
711	сам а	1	2
712	нетрудно заметить	1	2
713	было не	1	2
714	не можем	2	2
715	любви и	1	2
716	и деятельности	2	2
717	отрицать что	1	2
718	есть цель	1	1
719	такой взгляд	1	1
720	человек может	1	1
721	и теоретическая	1	1
722	государство и	1	1
723	католической и	1	1
724	время она	1	1
725	можно спорить	1	1
726	будет не	2	1
727	недостаточно одного	1	1
728	которой они	1	1
729	привести к	1	1
730	а потому	5	1
731	одному из	2	1
732	не являются	1	1
733	к церкви	2	1
734	касается до	2	1
735	претендующих на	2	1
736	от этих	1	1
737	быть может	1	1
738	противоречие с	2	1
739	однако при	1	1
740	именно по	1	1
741	связь с	1	1
742	их не	2	1
743	по пути	1	1
744	на которых	1	1
745	потому тоже	1	1
746	и ярко	1	1
747	из нее	1	1
748	самостоятельно и	1	1
749	мысль о	1	1
750	и следовало	1	1
751	из всего	1	1
752	в стремлении	1	1
753	к другим	1	1
754	вся его	1	1
755	в корне	4	1
756	к самому	1	1
757	является вполне	1	1
758	того ни	1	1
759	другом месте	1	1
760	перешла в	1	1
761	еретиков и	1	1
762	он есть	1	1
763	себя не	1	1
764	есть то	1	1
765	речь идет	2	1
766	самого предмета	1	1
767	тогда как	2	1
768	они стремятся	1	1
769	всякому человеку	1	1
770	в среду	1	1
771	природы в	1	1
772	с необычайной	1	1
773	две совершенно	1	1
774	и стремления	1	1
775	в прежнее	1	1
776	россию и	2	1
777	может спасти	1	1
778	нельзя было	1	1
779	силы и	1	1
780	считает себя	2	1
781	ибо ни	1	1
782	чему не	1	1
783	представления о	1	1
784	говорить не	1	1
785	по возможности	1	1
786	в сокровищнице	1	1
787	жизнь а	1	1
788	это его	1	1
789	то естественно	1	1
790	и технического	1	1
791	с ярко	1	1
792	а после	1	1
793	значительной мере	2	1
794	больше в	1	1
795	и яркого	1	1
796	борьбе с	3	1
797	церкви к	5	1
798	в различных	1	1
799	и когда	1	1
800	а между	5	1
801	если стоять	1	1
802	по отношению	2	1
803	человеческого разума	2	1
804	представить как	1	1
805	народов а	1	1
806	в прошлом	1	1
807	всех не	1	1
808	к ним	1	1
809	у себя	1	1
810	из всех	2	1
811	нуждаются и	1	1
812	россию только	1	1
813	реального существования	1	1
814	к которому	1	1
815	то чем	1	1
816	признании необходимости	1	1
817	расхождений между	1	1
818	согласиться с	2	1
819	если эта	1	1
820	есть личность	1	1
821	от них	1	1
822	в сфере	1	1
823	лишь при	5	1
824	для христианства	1	1
825	не изменит	1	1
826	не требуется	1	1
827	продолжается и	1	1
828	западной цивилизации	1	1
829	свое собственное	2	1
830	базируются на	1	1
831	всего в	1	1
832	ближе к	1	1
833	представить себе	2	1
834	очень скоро	1	1
835	привело к	1	1
836	хотелось бы	1	1
837	он непременно	1	1
838	мы в	1	1
839	не тем	2	1
840	под власть	1	1
841	что при	1	1
842	и хочет	1	1
843	души и	1	1
844	воле божией	2	1
845	недостатки и	4	1
846	а тогда	1	1
847	верит в	1	1
848	существенное изменение	1	1
849	они в	1	1
850	является тем	1	1
851	и будет	1	1
852	коренным образом	1	1
853	в подобном	1	1
854	там и	2	1
855	дала бы	1	1
856	совершенно ясно	1	1
857	свою природу	1	1
858	в общей	1	1
859	в разные	1	1
860	как видно	1	1
861	борьбы с	1	1
862	культура не	1	1
863	лишь постольку	1	1
864	такой обстановке	1	1
865	к стремлению	1	1
866	его семья	1	1
867	очевидно что	1	1
868	человек и	1	1
869	мыслящего человека	1	1
870	россии уже	1	1
871	себя как	2	1
872	церкви но	2	1
873	понимание и	1	1
874	в свете	1	1
875	в других	2	1
876	человека а	1	1
877	всех народов	2	1
878	вопроса о	1	1
879	деятельности и	2	1
880	остается в	2	1
881	только от	1	1
882	церкви нет	1	1
883	подобного не	1	1
884	россии к	2	1
885	и искренне	1	1
886	ли это	4	1
887	россию на	1	1
888	мы говорили	3	1
889	зрения в	1	1
890	которое к	1	1
891	и никакая	1	1
892	ту же	1	1
893	другом и	2	1
894	на чем	1	1
895	на нем	1	1
896	если же	2	1
897	за ними	1	1
898	себе на	1	1
899	для человека	1	1
900	время когда	2	1
901	если все	1	1
902	оно вовсе	1	1
903	с общим	1	1
904	этот вопрос	2	1
905	отчасти в	1	1
906	многих случаях	1	1
907	важно только	1	1
908	значение и	1	1
909	что дает	1	1
910	для целей	1	1
911	случае когда	1	1
912	друг другу	2	1
913	когда они	4	1
914	приводят к	2	1
915	что может	3	1
916	образа жизни	1	1
917	у разных	1	1
918	столь же	1	1
919	необходимо чтобы	1	1
920	в противном	1	1
921	что кроме	1	1
922	что наша	1	1
923	для которых	1	1
924	приходится признать	1	1
925	в один	1	1
926	где мы	1	1
927	славянофильство и	1	1
928	трудно сказать	1	1
929	мы прежде	1	1
930	реальную действительность	1	1
931	и конечно	1	1
932	которую можно	1	1
933	на точке	1	1
934	друга в	1	1
935	будет рассуждать	1	1
936	на совершенно	2	1
937	процесс то	1	1
938	на ее	1	1
939	этом надо	1	1
940	если о	1	1
941	человек с	1	1
942	эти самые	2	1
943	перед другими	1	1
944	с некоторым	1	1
945	всегда были	1	1
946	от этой	2	1
947	этот принцип	1	1
948	по образцу	1	1
949	поэтому что	1	1
950	не признает	1	1
951	и ничего	1	1
952	проблема и	1	1
953	нас от	1	1
954	цель но	1	1
955	как акт	2	1
956	от церкви	3	1
957	имя своих	1	1
958	их и	1	1
959	для большинства	1	1
960	подходим к	1	1
961	заключается не	1	1
962	ближайшим образом	1	1
963	что такой	4	1
964	его жизнь	1	1
965	и начало	1	1
966	ничем не	1	1
967	как понятие	1	1
968	соединение церквей	12	1
969	из тех	1	1
970	человека на	1	1
971	насколько это	1	1
972	что весьма	1	1
973	о церкви	1	1
974	бы не	1	1
975	важно отметить	1	1
976	христианство с	1	1
977	не трудно	1	1
978	быть назван	1	1
979	участвовать в	1	1
980	идея соединения	1	1
981	этой церкви	2	1
982	должны были	1	1
983	не допускает	1	1
984	помощи которых	1	1
985	христианства а	1	1
986	несомненно в	1	1
987	такие люди	1	1
988	чем то	1	1
989	случае эта	1	1
990	так чтобы	3	1
991	вся она	2	1
992	это только	2	1
993	быть не	1	1
994	прежнее время	1	1
995	не быть	1	1
996	и второй	1	1
997	не должны	1	1
998	весьма часто	2	1
999	оно является	1	1
1000	и тогда	2	1
1001	церкви которая	1	1
1002	сознании и	1	1
1003	причем все	1	1
1004	стоять на	2	1
1005	нельзя понимать	1	1
1006	это стремление	1	1
1007	целый ряд	2	1
1008	если человек	2	1
1009	может сделать	1	1
1010	и естественной	1	1
1011	что когда	1	1
1012	разделения церквей	2	1
1013	состоит в	2	1
1014	национальная культура	5	1
1015	церквей которая	1	1
1016	критически к	1	1
1017	основан на	1	1
1018	тоже нет	1	1
1019	на компромиссы	1	1
1020	другая в	1	1
1021	в данной	1	1
1022	от которой	1	1
1023	при котором	3	1
1024	православной церкви	1	1
1025	с нею	3	1
1026	большее что	1	1
1027	в сознании	3	1
1028	до известной	1	1
1029	христианства в	1	1
1030	что среди	1	1
1031	будет в	2	1
1032	к православию	1	1
1033	если только	2	1
1034	не будучи	1	1
1035	точку зрения	4	1
1036	в другое	4	1
1037	его можно	1	1
1038	для россии	2	1
1039	их к	2	1
1040	в любви	1	1
1041	из отдельных	1	1
1042	то они	1	1
1043	постольку поскольку	1	1
1044	и многие	1	1
1045	ничего другого	2	1
1046	ему что	1	1
1047	не во	1	1
1048	воплощение в	1	1
1049	свое назначение	1	1
1050	что значит	1	1
1051	и ярким	1	1
1052	оно будет	1	1
1053	многие из	1	1
1054	в постоянном	1	1
1055	будет ли	2	1
1056	что так	1	1
1057	мало того	1	1
1058	видеть в	2	1
1059	то самое	1	1
1060	неудивительно что	1	1
1061	на которой	2	1
1062	с определенным	1	1
1063	возможно только	1	1
1064	смысле этого	1	1
1065	от своих	1	1
1066	содержат в	1	1
1067	а на	1	1
1068	на каком	1	1
1069	в таких	2	1
1070	что действительно	2	1
1071	является безусловным	1	1
1072	церкви как	1	1
1073	бы для	2	1
1074	отказаться от	4	1
1075	себе что	1	1
1076	или в	3	1
1077	и представления	1	1
1078	новой и	1	1
1079	истории россии	1	1
1080	то к	1	1
1081	что ничего	2	1
1082	в руках	1	1
1083	том виде	1	1
1084	которые как	1	1
1085	они имеют	1	1
1086	в мировоззрении	2	1
1087	и другое	1	1
1088	церковь которая	2	1
1089	вселенском соборе	1	1
1090	сама по	2	1
1091	случае не	1	1
1092	прийти к	1	1
1093	духу и	1	1
1094	этой цели	1	1
1095	или даже	1	1
1096	стремление к	7	1
1097	противном случае	1	1
1098	этого вопроса	1	1
1099	или что	1	1
1100	и небольшой	1	1
1101	войти в	1	1
1102	и таким	1	1
1103	после этой	1	1
1104	в одной	1	1
1105	в создании	1	1
1106	связаны с	1	1
1107	и человек	2	1
1108	на них	1	1
1109	оно может	1	1
1110	на место	1	1
1111	основанной на	1	1
1112	человека к	1	1
1113	о сущности	1	1
1114	работа эта	1	1
1115	сказать только	1	1
1116	может иметь	1	1
1117	между нами	1	1
1118	же ее	1	1
1119	а где	1	1
1120	над своим	1	1
1121	переворот в	4	1
1122	которая может	1	1
1123	себя ни	1	1
1124	всю свою	2	1
1125	следовало ожидать	1	1
1126	с новыми	1	1
1127	он принадлежит	1	1
1128	характера в	1	1
1129	ни один	1	1
1130	который мы	1	1
1131	то нужно	1	1
1132	ничего подобного	1	1
1133	может остановиться	1	1
1134	доказать что	1	1
1135	для чего	1	1
1136	в значительной	3	1
1137	преклонения перед	1	1
1138	от тех	1	1
1139	деятельности в	1	1
1140	факт что	2	1
1141	не следует	1	1
1142	то совершенно	1	1
1143	существование в	2	1
1144	полное и	2	1
1145	признать что	6	1
1146	представляются в	1	1
1147	всем этим	2	1
1148	сказано выше	1	1
1149	в лице	1	1
1150	с большой	1	1
1151	наконец что	1	1
1152	однако для	1	1
1153	стремления во	1	1
1154	этого своего	1	1
1155	данном вопросе	2	1
1156	являются не	1	1
1157	тем чтобы	3	1
1158	или иной	5	1
1159	самом себе	2	1
1160	вне всякой	2	1
1161	при внимательном	1	1
1162	и довольно	1	1
1163	ли может	1	1
1164	для этого	3	1
1165	таким же	3	1
1166	он с	1	1
1167	в известной	1	1
1168	вообще к	2	1
1169	совместно с	1	1
