N	2gram	Potebnia_M	formyVre
133	в самой	1	9
134	для него	14	9
135	есть в	6	9
136	жизнь и	1	9
137	и других	3	9
138	одного и	2	9
139	и к	5	8
140	в результате	1	8
141	в виду	1	8
142	в этих	2	8
143	время как	3	8
144	к тому	9	8
145	но эти	1	8
146	и т.п	1	8
147	все его	2	8
148	с одной	8	8
149	в произведении	4	8
150	что и	16	8
151	рядом с	2	8
152	в мире	3	8
153	здесь мы	1	8
154	и по	5	8
155	один из	7	8
156	в жизни	1	8
157	для себя	3	8
158	если бы	20	8
159	большинстве случаев	2	8
160	в непосредственном	1	8
161	мы еще	1	8
162	и то	13	8
163	во всяком	4	8
164	это не	2	8
165	а также	1	8
166	и потому	9	8
167	отношение к	2	8
168	отношению к	10	8
169	в целом	5	8
170	в той	2	7
171	еще более	1	7
172	не как	3	7
173	между собой	1	7
174	к ним	3	7
175	к этому	3	7
176	из этих	10	7
177	в себе	26	7
178	но он	3	7
179	не знает	4	7
180	в которой	9	7
181	в себя	1	7
182	в форме	2	7
183	в процессе	2	7
184	например в	9	7
185	и он	1	7
186	то время	7	7
187	себя и	4	7
188	нет ничего	2	7
189	было бы	16	7
190	не могло	3	7
191	том же	2	7
192	т д	5	7
193	у них	1	7
194	того что	24	7
195	этот процесс	1	7
196	этом отношении	2	7
197	ее в	2	7
198	отличие от	2	7
199	во времени	2	7
200	место в	4	7
201	все что	4	6
202	с самим	1	6
203	именно в	5	6
204	уже на	2	6
205	с тем	9	6
206	только для	3	6
207	на первый	1	6
208	о том	7	6
209	между двумя	5	6
210	в различных	2	6
211	сказать что	8	6
212	входят в	3	6
213	время и	2	6
214	в таком	6	6
215	здесь как	3	6
216	мы можем	13	6
217	и речи	1	6
218	за пределы	2	6
219	одной стороны	4	6
220	бы ни	6	6
221	а как	2	6
222	и ее	1	6
223	и самое	3	6
224	в сущности	3	6
225	мы видим	3	6
226	не могут	7	6
227	в которых	5	6
228	друг от	2	6
229	не является	1	6
230	тех же	1	6
231	смерти и	1	6
232	слова и	8	6
233	в совершенно	1	6
234	нет и	2	6
235	одной из	3	6
236	во рту	1	6
237	мы не	17	6
238	от друга	2	6
239	но эта	3	6
240	здесь все	1	6
241	особенно в	1	6
242	уже сказали	1	6
243	есть и	3	6
244	в начале	3	6
245	есть не	9	6
246	вообще не	1	5
247	с этой	2	5
248	одно из	6	5
249	тем что	13	5
250	в порядке	1	5
251	в своей	2	5
252	в это	2	5
253	понятно что	1	5
254	хотя бы	3	5
255	только на	4	5
256	но они	1	5
257	что все	5	5
258	на свет	1	5
259	по преимуществу	1	5
260	xix века	1	5
261	с другими	9	5
262	эти образы	2	5
263	быть только	5	5
264	как его	1	5
265	следовательно и	2	5
266	от этого	2	5
267	в смысле	4	5
268	как человек	1	5
269	так что	14	5
270	одно и	7	5
271	не были	4	5
272	в этой	3	5
273	и от	5	5
274	там где	6	5
275	здесь же	1	5
276	был бы	2	5
277	что они	2	5
278	романа и	1	5
279	не на	1	5
280	тела и	2	5
281	с ними	6	5
282	далеко не	5	5
283	не имеет	10	5
284	да и	2	5
285	но здесь	1	5
286	чем не	1	5
287	той же	6	5
288	произведения и	1	5
289	он может	2	5
290	он должен	2	5
291	ничем не	1	5
292	не без	1	5
293	но на	2	5
294	или в	4	5
295	места в	1	5
296	об этом	4	5
297	и вообще	4	5
298	в ряду	7	5
299	стороны и	1	5
300	или как	1	5
301	бы он	1	5
302	и только	5	5
303	мы наблюдаем	1	4
304	во всем	2	4
305	от него	2	4
306	же и	3	4
307	только что	12	4
308	даже в	3	4
309	другой стороны	4	4
310	по себе	26	4
311	в своих	2	4
312	равно как	2	4
313	или на	2	4
314	в корне	1	4
315	его на	3	4
316	в одно	8	4
317	где она	1	4
318	и со	1	4
319	при всей	2	4
320	в данном	3	4
321	раз и	1	4
322	он был	1	4
323	людей и	2	4
324	по отношению	12	4
325	они с	1	4
326	в глаза	2	4
327	на ней	1	4
328	вопросу о	1	4
329	затем в	1	4
330	в нашем	1	4
331	а следовательно	1	4
332	жизни с	1	4
333	все в	3	4
334	несмотря на	2	4
335	проявляется в	2	4
336	чем в	2	4
337	прежде чем	2	4
338	что не	12	4
339	между этими	1	4
340	к вопросу	1	4
341	себе и	1	4
342	в чем	6	4
343	совсем не	2	4
344	явления в	1	4
345	своего значения	1	4
346	природы и	2	4
347	друг другу	2	4
348	в один	4	4
349	и вот	1	4
350	даны в	1	4
351	в последнем	4	4
352	к ряду	1	4
353	оно было	1	4
354	и при	5	4
355	связей с	1	4
356	мы здесь	1	4
357	из того	2	4
358	их и	1	4
359	пространственных отношений	1	4
360	что он	8	4
361	перед нами	3	4
362	это и	2	4
363	и более	4	4
364	языка и	5	4
365	сливается с	2	4
366	и т.д	1	4
367	чем они	1	4
368	же самое	3	4
369	принадлежит к	1	4
370	всяком случае	3	4
371	друг друга	6	4
372	формы и	2	4
373	они были	1	4
374	всего того	1	4
375	этом случае	2	4
376	находятся в	3	4
377	и было	1	4
378	как у	2	4
379	у нас	2	4
380	все равно	5	4
381	как она	2	4
382	так в	4	4
383	на одном	2	4
384	со своей	2	4
385	на его	4	4
386	целого и	1	4
387	в одной	1	4
388	тем более	9	4
389	мы должны	6	4
390	быть и	1	4
391	как он	1	4
392	же что	8	4
393	лишь как	1	4
394	и вне	1	4
395	и о	6	4
396	которыми он	1	4
397	человеческой природы	2	4
398	труд и	1	3
399	к другу	1	3
400	и имеет	1	3
401	тому что	6	3
402	это значит	1	3
403	в море	1	3
404	всех ее	1	3
405	время не	1	3
406	нас в	3	3
407	на нас	4	3
408	по мере	12	3
409	из нее	2	3
410	в более	4	3
411	но мы	3	3
412	в человека	1	3
413	вопрос о	2	3
414	которой он	1	3
415	и художественного	1	3
416	форма в	5	3
417	и еще	1	3
418	в прошлом	1	3
419	как на	6	3
420	с такою	1	3
421	она ни	1	3
422	находится в	5	3
423	с этими	1	3
424	этот образ	7	3
425	не мог	1	3
426	человек не	4	3
427	часы и	1	3
428	внимание на	2	3
429	для которой	1	3
430	как нет	1	3
431	п но	1	3
432	на разных	2	3
433	того и	2	3
434	в двух	1	3
435	под влиянием	1	3
436	бы в	3	3
437	я был	1	3
438	этих образов	1	3
439	связь с	4	3
440	для развития	3	3
441	другом и	1	3
442	нет но	1	3
443	как это	1	3
444	но только	3	3
445	миру и	1	3
446	не сливается	1	3
447	главным образом	1	3
448	жизни все	1	3
449	не могла	2	3
450	эта черта	1	3
451	нашей точки	1	3
452	и есть	4	3
453	теми же	1	3
454	в человеческой	3	3
455	если они	1	3
456	его к	2	3
457	этим определяются	1	3
458	и здесь	3	3
459	друг к	1	3
460	события и	1	3
461	мы в	3	3
462	одновременностью и	1	3
463	этих рядов	1	3
464	сами по	3	3
465	если не	6	3
466	все то	3	3
467	в прямом	1	3
468	пор еще	1	3
469	и затем	3	3
470	в слове	41	3
471	правда не	1	3
472	явлений и	3	3
473	бы не	6	3
474	том как	3	3
475	зависимости от	1	3
476	к другому	3	3
477	не входит	1	3
478	но оно	6	3
479	еще и	1	3
480	его и	1	3
481	бы и	4	3
482	что мы	16	3
483	и между	4	3
484	в течение	2	3
485	в свою	6	3
486	не быть	1	3
487	не будем	1	3
488	целый ряд	2	3
489	известной степени	1	3
490	и идеи	1	3
491	что здесь	1	3
492	без всякого	2	3
493	если мы	2	3
494	тем же	6	3
495	они еще	1	3
496	к новой	1	3
497	но это	9	3
498	жизни не	3	3
499	человека но	1	3
500	что есть	3	3
501	которые в	1	3
502	то они	1	3
503	ему в	2	3
504	нет ни	2	3
505	ни с	1	3
506	в первый	1	3
507	связи между	1	3
508	он как	2	3
509	одна и	2	3
510	или с	2	3
511	с нашей	1	3
512	рядом со	1	3
513	как нечто	3	3
514	вовсе нет	1	3
515	них и	1	3
516	однако не	1	3
517	в таких	4	3
518	без всяких	1	3
519	от всех	1	3
520	дело в	1	3
521	есть только	9	3
522	по своему	2	3
523	не столько	2	3
524	в новом	2	3
525	это было	3	3
526	бы совершенно	1	3
527	при виде	1	3
528	но конечно	1	3
529	и эти	1	3
530	только к	1	3
531	с самого	1	3
532	он ни	1	3
533	она не	4	3
534	но при	1	3
535	здесь только	4	3
536	для чего	1	3
537	но она	1	3
538	конечно в	1	3
539	самое время	1	3
540	времени с	1	3
541	к ней	7	3
542	можно сказать	4	3
543	происходит в	2	3
544	все более	2	3
545	ни был	3	3
546	что на	3	3
547	нас это	1	3
548	образов и	2	3
549	не к	4	3
550	они имеют	1	2
551	человек может	2	2
552	образов в	1	2
553	со всем	1	2
554	чего не	1	2
555	того не	1	2
556	более что	1	2
557	одном месте	1	2
558	она проявляется	1	2
559	ясно что	1	2
560	в строгом	1	2
561	приходит к	1	2
562	вопрос об	2	2
563	значения в	1	2
564	на мир	2	2
565	от всего	4	2
566	к более	1	2
567	самому и	1	2
568	природы то	1	2
569	если кто	1	2
570	начинается с	1	2
571	и сами	2	2
572	получают значение	1	2
573	но очень	1	2
574	отличается от	1	2
575	ко второй	1	2
576	разные стороны	1	2
577	жизнь человека	1	2
578	перестает быть	5	2
579	природы в	3	2
580	этим мы	1	2
581	которые мы	3	2
582	было в	6	2
583	проч и	2	2
584	своей природе	1	2
585	другая особенность	1	2
586	этом мы	1	2
587	имеет в	1	2
588	процесс в	1	2
589	из жизни	1	2
590	к своей	2	2
591	только под	5	2
592	из себя	3	2
593	говорить о	6	2
594	связь между	6	2
595	слагаются в	2	2
596	принадлежит не	1	2
597	как оно	2	2
598	уже есть	2	2
599	из одного	3	2
600	до того	5	2
601	свою очередь	6	2
602	что те	2	2
603	но этот	2	2
604	жизни то	2	2
605	во всякой	1	2
606	будем говорить	1	2
607	как я	1	2
608	нигде не	1	2
609	в каждом	6	2
610	он сам	2	2
611	от них	4	2
612	тут же	2	2
613	что даже	5	2
614	на котором	4	2
615	речи в	1	2
616	лишь один	1	2
617	одну черту	1	2
618	начало и	1	2
619	к нему	7	2
620	то в	1	2
621	не зная	1	2
622	еще одну	1	2
623	что у	4	2
624	эта особенность	1	2
625	притом не	2	2
626	что уже	2	2
627	после этого	1	2
628	в буквальном	2	2
629	и сама	2	2
630	стремится к	3	2
631	отношения в	1	2
632	тому же	1	2
633	и притом	3	2
634	столько же	2	2
635	в несколько	1	2
636	как по	1	2
637	про себя	1	2
638	не исчерпываются	1	2
639	но для	1	2
640	и связи	2	2
641	человек и	2	2
642	я не	1	2
643	и дух	1	2
644	есть именно	2	2
645	между прочим	5	2
646	одном из	4	2
647	и вместе	6	2
648	если я	1	2
649	больше и	1	2
650	а только	7	2
651	могло бы	2	2
652	а потом	2	2
653	на другой	2	2
654	но как	2	2
655	для создания	2	2
656	вообще в	1	2
657	где бы	1	2
658	след в	1	2
659	они становятся	1	2
660	бы она	2	2
661	него есть	1	2
662	в отдельных	2	2
663	которой и	1	2
664	него самого	3	2
665	обращаем внимание	1	2
666	что должно	2	2
667	не связанных	1	2
668	ни была	1	2
669	если же	1	2
670	и та	5	2
671	никто не	5	2
672	хотя в	3	2
673	чем больше	3	2
674	и тот	5	2
675	внутренняя форма	18	2
676	даже не	2	2
677	и сам	1	2
678	языка к	1	2
679	была уже	1	2
680	или наконец	1	2
681	целом и	1	2
682	с людьми	1	2
683	между людьми	2	2
684	его как	3	2
685	вера в	1	2
686	образы и	1	2
687	в каком	8	2
688	и каждый	1	2
689	но нет	2	2
690	когда они	1	2
691	всех сторон	3	2
692	которое мы	2	2
693	них не	4	2
694	с чем	3	2
695	значит что	2	2
696	мы видели	5	2
697	можно только	3	2
698	от нее	2	2
699	образом и	3	2
700	и против	1	2
701	произведение и	1	2
702	жизни без	1	2
703	как с	1	2
704	если в	2	2
705	в языке	19	2
706	его с	3	2
707	должна быть	2	2
708	на ее	2	2
709	тогда когда	20	2
710	была бы	5	2
711	этот не	1	2
712	в действии	1	2
713	в область	1	2
714	бы при	2	2
715	себе не	6	2
716	там же	8	2
717	и самая	1	2
718	от их	1	2
719	нам в	1	2
720	самом деле	5	2
721	строгом смысле	2	2
722	в наших	2	2
723	мы говорим	2	2
724	можно назвать	2	2
725	не знал	1	2
726	и силы	2	2
727	и такая	1	2
728	как для	1	2
729	которые могут	1	2
730	этим в	1	2
731	влияния на	2	2
732	данном случае	3	2
733	о котором	2	2
734	самое это	3	2
735	все члены	1	2
736	бросается в	1	2
737	в поэзии	4	2
738	то он	2	2
739	по этим	1	2
740	где нет	1	2
741	возвращаемся к	1	2
742	отношение языка	1	2
743	в очень	1	2
744	со всех	3	2
745	во французском	1	2
746	то и	10	2
747	внутренняя жизнь	2	2
748	это то	1	2
749	явления и	2	2
750	в чистой	1	2
751	нет внутреннего	1	2
752	и тогда	4	2
753	с которой	2	2
754	которой нет	2	2
755	только один	3	2
756	отношении к	3	2
757	в первых	1	2
758	тождество с	1	2
759	и об	1	2
760	этой жизни	1	2
761	более и	1	2
762	действительность в	1	2
763	каждый из	1	2
764	в обществе	1	2
765	вне его	1	2
766	значение она	1	2
767	здесь от	1	2
768	образом не	1	2
769	на которые	1	2
770	на более	2	2
771	ним но	1	2
772	начиная с	1	2
773	жизнь как	1	2
774	с нею	5	2
775	дети и	1	2
776	этого слова	14	2
777	но если	2	2
778	единства и	1	2
779	появляется в	1	2
780	и после	2	2
781	значения например	1	2
782	только о	2	2
783	или вовсе	3	2
784	внешнее и	1	2
785	самое слово	4	2
786	душе и	1	2
787	ее на	1	2
788	не можем	8	2
789	для нас	40	2
790	в соответствующих	1	2
791	значение его	2	2
792	все только	1	2
793	себя в	1	2
794	с событиями	1	2
795	с их	1	2
796	по этому	2	2
797	не существует	5	2
798	непосредственно в	2	2
799	и непосредственно	1	2
800	образом в	4	2
801	жизни это	1	2
802	слова но	3	2
803	из членов	1	2
804	бытия и	1	2
805	и эта	2	2
806	о жизни	1	2
807	между собою	13	2
808	и художественное	1	2
809	в стороне	1	2
810	словом и	6	2
811	или даже	1	2
812	напротив они	1	2
813	значение здесь	1	2
814	к своему	3	2
815	и человеческой	2	2
816	и смысл	1	2
817	но уже	2	2
818	должен быть	1	2
819	на них	2	2
820	разумеется что	1	2
821	на место	1	2
822	буквальном смысле	2	2
823	может иметь	1	2
824	должны быть	3	2
825	такие же	2	2
826	два образа	1	2
827	еще довольно	1	2
828	его не	2	2
829	и образов	1	2
830	явления природы	1	2
831	или не	3	2
832	в искусстве	6	2
833	и может	4	2
834	человека с	2	2
835	с человеком	1	2
836	когда мы	4	2
837	во многом	3	2
838	имени и	1	2
839	для такого	1	2
840	сказать в	1	2
841	язык в	1	2
842	процессе его	1	2
843	быть названы	2	2
844	мы различаем	2	2
845	важную роль	1	2
846	виду что	2	2
847	значение но	1	2
848	степени и	1	2
849	такие явления	1	2
850	в человеке	4	2
851	время было	1	1
852	одновременным а	1	1
853	люди которые	2	1
854	определение в	1	1
855	видели в	1	1
856	места и	1	1
857	природы даже	1	1
858	только чтобы	1	1
859	которой все	1	1
860	из многих	3	1
861	в настоящем	1	1
862	еще раз	2	1
863	мы найдем	1	1
864	потому только	1	1
865	друг в	1	1
866	таковы например	1	1
867	именно на	2	1
868	вещи в	1	1
869	остались бы	1	1
870	другу но	1	1
871	служат только	1	1
872	самого себя	3	1
873	или только	2	1
874	исходя из	1	1
875	творчества в	1	1
876	которая в	1	1
877	всего человека	2	1
878	и люди	1	1
879	до него	2	1
880	бы даже	1	1
881	изображены в	1	1
882	ровно ничего	1	1
883	становится чем-то	1	1
884	есть прежде	2	1
885	случае мы	1	1
886	часть его	2	1
887	области где	1	1
888	связанных между	1	1
889	под ним	2	1
890	эта идея	1	1
891	сливаясь с	1	1
892	формы в	3	1
893	он видит	1	1
894	явлений или	2	1
895	та степень	1	1
896	тем как	4	1
897	читать про	1	1
898	в большей	3	1
899	необходимости и	1	1
900	и получает	2	1
901	что то	1	1
902	было первым	1	1
903	и лучше	1	1
904	и говорить	2	1
905	что человек	4	1
906	и совсем	1	1
907	в птицу	1	1
908	всем и	1	1
909	и стремится	1	1
910	него в	1	1
911	например с	1	1
912	с числом	1	1
913	не годится	1	1
914	касается до	2	1
915	случае он	1	1
916	же оно	1	1
917	и само	1	1
918	но что	4	1
919	определяют как	1	1
920	массе других	1	1
921	этим объясняется	1	1
922	этим путем	1	1
923	и связаны	1	1
924	ко всем	5	1
925	более или	6	1
926	в первом	5	1
927	несколько примеров	1	1
928	относится и	1	1
929	для человечества	1	1
930	участвует в	1	1
931	уже разложение	1	1
932	центр образа	1	1
933	почти ничего	1	1
934	из всего	1	1
935	в числе	1	1
936	и другим	2	1
937	развития но	1	1
938	и должен	1	1
939	когда это	1	1
940	не дается	5	1
941	к самому	2	1
942	только через	1	1
943	которые через	1	1
944	от механического	1	1
945	что по	4	1
946	самая эта	1	1
947	выражения и	1	1
948	назвать аналитическим	1	1
949	не вносит	1	1
950	стремления к	1	1
951	на эту	1	1
952	уже и	1	1
953	не вполне	1	1
954	не менее	9	1
955	мы только	2	1
956	в природе	3	1
957	человека есть	1	1
958	один ряд	1	1
959	как одновременный	1	1
960	почти без	1	1
961	эти сочетания	1	1
962	и слово	6	1
963	и разных	1	1
964	этого сознания	1	1
965	словесном выражении	1	1
966	так например	3	1
967	знающего только	1	1
968	только теперь	1	1
969	от тела	1	1
970	жизни к	2	1
971	содержания но	1	1
972	его разными	1	1
973	таким-то образом	1	1
974	равно он	1	1
975	бы новые	2	1
976	слов об	2	1
977	время с	1	1
978	действительность и	2	1
979	первый взгляд	1	1
980	исчерпываются все	1	1
981	нас этот	1	1
982	действительности в	1	1
983	нам не	2	1
984	содержанием это	1	1
985	с точкой	1	1
986	все и	1	1
987	человеческого развития	2	1
988	это с	1	1
989	больше чем	1	1
990	чтобы найти	1	1
991	с конца	1	1
992	и такие	1	1
993	построены на	1	1
994	что этот	2	1
995	в следующую	1	1
996	понято и	1	1
997	образом самого	1	1
998	символизма и	1	1
999	существование и	1	1
1000	себе все	2	1
1001	эта связь	2	1
1002	и мысли	2	1
1003	нас и	1	1
1004	так для	1	1
1005	что всякое	1	1
1006	служит только	1	1
1007	не чувствует	1	1
1008	безразлично для	1	1
1009	идеал и	1	1
1010	быть чем-то	1	1
1011	раз не	1	1
1012	других и	1	1
1013	другу и	1	1
1014	сложности и	1	1
1015	оно как	1	1
1016	миф о	1	1
1017	не всегда	5	1
1018	отделяется от	2	1
1019	можем назвать	1	1
1020	будь это	1	1
1021	и действия	2	1
1022	этому первому	1	1
1023	одной и	6	1
1024	и влияние	1	1
1025	увидим что	2	1
1026	ею на	1	1
1027	не имеем	3	1
1028	более сложных	1	1
1029	значение чем	1	1
1030	значение во	1	1
1031	то должны	1	1
1032	такое значение	2	1
1033	вне связи	2	1
1034	и значение	2	1
1035	точек зрения	1	1
1036	превращается в	3	1
1037	его по	1	1
1038	в каждой	4	1
1039	возвращаться в	2	1
1040	себе в	2	1
1041	так мы	1	1
1042	видно что	4	1
1043	даже во	1	1
1044	это единство	2	1
1045	с другим	2	1
1046	действует на	7	1
1047	и формы	1	1
1048	внешний и	1	1
1049	но какой	1	1
1050	на одну	1	1
1051	самосознание и	1	1
1052	я с	1	1
1053	своего народа	2	1
1054	связь ее	1	1
1055	природа как	1	1
1056	такою же	1	1
1057	такая же	2	1
1058	в самое	2	1
1059	есть это	1	1
1060	на него	3	1
1061	ли она	4	1
1062	есть по	1	1
1063	связи со	1	1
1064	который в	2	1
1065	можем сказать	1	1
1066	без которой	2	1
1067	и внутренняя	1	1
1068	от другой	2	1
1069	сохранять свое	1	1
1070	к этим	1	1
1071	звено цепи	1	1
1072	она есть	2	1
1073	книги в	1	1
1074	так у	2	1
1075	не представляется	1	1
1076	них только	1	1
1077	к языку	1	1
1078	каков бы	1	1
1079	по которым	1	1
1080	который они	1	1
1081	ряд то	1	1
1082	едва ли	1	1
1083	человека то	2	1
1084	но сама	1	1
1085	других явлений	1	1
1086	они постоянно	1	1
1087	смысле как	1	1
1088	вносит в	2	1
1089	от ее	2	1
1090	почему из	1	1
1091	гораздо более	1	1
1092	мы привели	1	1
1093	себе самом	1	1
1094	и которое	1	1
1095	друга не	1	1
1096	бы то	2	1
1097	одном неделимом	1	1
1098	и представляет	1	1
1099	она имеет	1	1
1100	при котором	2	1
1101	не принадлежат	1	1
1102	не за	1	1
1103	которым человек	1	1
1104	него как	1	1
1105	обо всем	1	1
1106	приведены в	1	1
1107	не противоречит	1	1
1108	мы как	1	1
1109	мы принуждены	1	1
1110	от его	2	1
1111	разных времен	1	1
1112	к природе	1	1
1113	это будет	1	1
1114	как средство	2	1
1115	вообще а	1	1
1116	только образ	1	1
1117	с любовью	2	1
1118	на том	1	1
1119	есть одно	2	1
1120	и той	4	1
1121	в состоянии	5	1
1122	первый раз	1	1
1123	мы знаем	1	1
1124	форма и	1	1
1125	я как	5	1
1126	тогда и	3	1
1127	своего смысла	1	1
1128	мы прямо	1	1
1129	к которому	1	1
1130	поэзии в	2	1
1131	между различными	1	1
1132	почему в	1	1
1133	души и	2	1
1134	тем не	7	1
1135	почему бы	1	1
1136	свободу и	1	1
1137	значительной степени	2	1
1138	художника и	2	1
1139	и за	1	1
1140	в тот	1	1
1141	это слово	6	1
1142	качество и	3	1
1143	много еще	1	1
1144	ко мне	1	1
1145	в страну	1	1
1146	наше внимание	1	1
1147	природу и	1	1
1148	этих проявлений	1	1
1149	получает новый	1	1
1150	есть еще	4	1
1151	свободы и	1	1
1152	в самые	1	1
1153	все от	1	1
1154	например при	2	1
1155	как же	1	1
1156	находятся и	1	1
1157	есть здесь	1	1
1158	же значение	1	1
1159	и лишена	1	1
1160	но совершенно	1	1
1161	одним из	3	1
1162	и чисто	1	1
1163	и отношение	1	1
1164	все наше	1	1
1165	и познания	1	1
1166	я и	3	1
1167	этом последнем	2	1
1168	как говорит	1	1
1169	без него	3	1
1170	эти три	1	1
1171	со множеством	1	1
1172	всем своем	1	1
1173	в данное	2	1
1174	человеке и	2	1
1175	создать себе	1	1
1176	понять ни	1	1
1177	нужно видеть	1	1
1178	степени развития	3	1
1179	должно было	2	1
1180	и следствия	1	1
1181	в первые	1	1
1182	в эту	4	1
1183	по своим	1	1
1184	человеческой и	1	1
1185	на себе	3	1
1186	что как	4	1
1187	и понимание	1	1
1188	действительности и	3	1
1189	ему удается	1	1
1190	совершающихся в	1	1
1191	человека а	2	1
1192	чтобы понять	1	1
1193	в немногих	1	1
1194	по поводу	8	1
1195	явлениях в	1	1
1196	таком количестве	1	1
1197	точкой зрения	1	1
1198	могли бы	3	1
1199	мы относим	2	1
1200	от себя	1	1
1201	не то	6	1
1202	для его	1	1
1203	об особенностях	1	1
1204	в устах	1	1
1205	границы между	1	1
1206	что происходит	1	1
1207	свое место	2	1
1208	но менее	1	1
1209	и большего	1	1
1210	действительному реальному	1	1
1211	исходная точка	2	1
1212	является только	1	1
1213	нашего сознания	1	1
1214	все остальные	3	1
1215	землю и	1	1
1216	не дает	2	1
1217	с образами	2	1
1218	мертвых душах	1	1
1219	для наших	1	1
1220	оно нас	1	1
1221	как материал	1	1
1222	между тем	19	1
1223	не из	4	1
1224	мы всегда	1	1
1225	сравнения и	2	1
1226	и ограниченность	1	1
1227	из ряда	1	1
1228	и тем	8	1
1229	оно ничего	1	1
1230	если этот	1	1
1231	не будет	4	1
1232	в системе	2	1
1233	ничего нового	1	1
1234	из него	4	1
1235	и что	13	1
1236	это описание	1	1
1237	время когда	3	1
1238	к ее	1	1
1239	тем и	5	1
1240	здесь образ	1	1
1241	содержание но	1	1
1242	бы уже	1	1
1243	этом смысле	2	1
1244	с тела	1	1
1245	пусть эта	1	1
1246	пожалуй можно	1	1
1247	в нее	5	1
1248	уже одно	1	1
1249	обособляется и	1	1
1250	только свет	1	1
1251	самих и	1	1
1252	на свое	3	1
1253	основаны на	2	1
1254	бы было	3	1
1255	можно бы	4	1
1256	требует чтобы	2	1
1257	могла бы	2	1
1258	оно вообще	1	1
1259	явления которые	1	1
1260	об изменении	1	1
1261	конкретных и	1	1
1262	и создание	1	1
1263	развития так	1	1
1264	но без	2	1
1265	он в	1	1
1266	и ряд	2	1
1267	к образу	1	1
1268	однако в	1	1
1269	и никогда	1	1
1270	особенно ясно	1	1
1271	к человеческому	1	1
1272	он сказал	1	1
1273	свойства и	1	1
1274	что может	1	1
1275	его вместе	1	1
1276	имя и	1	1
1277	в первой	1	1
1278	и члены	1	1
1279	все остальное	1	1
1280	с которым	3	1
1281	весь язык	1	1
1282	в общем	1	1
1283	ей не	1	1
1284	тесно связан	1	1
1285	по направлению	1	1
1286	свое я	1	1
1287	бы быть	3	1
1288	свет не	1	1
1289	бы эти	1	1
1290	о роли	1	1
1291	собственной природы	1	1
1292	его сущности	1	1
1293	который был	1	1
1294	нужно найти	1	1
1295	отделяются от	1	1
1296	независимо от	10	1
1297	по нескольку	1	1
1298	и чем	3	1
1299	должны будем	3	1
1300	чтобы не	1	1
1301	делать с	1	1
1302	будут носить	1	1
1303	каждого из	2	1
1304	понятия и	3	1
1305	следует за	1	1
1306	я сам	1	1
1307	было что	1	1
1308	же отношение	1	1
1309	что до	3	1
1310	они получают	1	1
1311	так называемом	1	1
1312	различные степени	2	1
1313	это внутреннее	1	1
1314	своего рода	1	1
1315	один другому	1	1
