N	2gram	Losev_Dial	KulturaY
346	только то	7	6
347	чтобы не	6	6
348	это только	3	6
349	приводит к	1	6
350	которые в	1	6
351	на себя	1	6
352	нуждается в	6	6
353	же это	6	6
354	в каком-то	5	6
355	и к	8	5
356	очень много	4	5
357	говорить и	1	5
358	еще более	3	5
359	формы в	1	5
360	думаю что	4	5
361	не как	4	5
362	то не	4	5
363	но что	10	5
364	и даже	23	5
365	более или	5	5
366	имеет смысл	1	5
367	в духе	1	5
368	на мой	1	5
369	даже и	3	5
370	в другом	6	5
371	превращается в	2	5
372	и еще	4	5
373	кроме того	2	5
374	точка зрения	3	5
375	не то	9	5
376	никогда не	18	5
377	и он	6	5
378	время в	1	5
379	как же	8	5
380	в конце	5	5
381	я и	3	5
382	же касается	1	5
383	и у	2	5
384	у него	2	5
385	здесь как	2	5
386	но как	7	5
387	и является	2	5
388	все те	1	5
389	бы уже	1	5
390	в современной	2	5
391	так что	21	5
392	всех этих	4	5
393	одного и	1	5
394	не так	1	5
395	также что	2	5
396	смысле слова	1	5
397	и при	3	5
398	мы в	2	5
399	из того	2	5
400	в отношении	5	5
401	что поэзия	5	5
402	к его	2	5
403	о котором	2	5
404	широком смысле	2	5
405	то он	2	5
406	уже из	1	5
407	что наши	1	5
408	относится к	2	5
409	и тогда	4	5
410	на примере	1	5
411	но если	6	5
412	только о	3	5
413	не будем	1	5
414	бы на	1	5
415	а это	2	5
416	и от	5	5
417	мы находим	7	5
418	а на	1	5
419	но с	4	5
420	язык и	1	5
421	так в	1	5
422	по своему	4	5
423	или менее	5	5
424	только не	2	5
425	и их	5	5
426	говорим о	1	5
427	мы должны	6	5
428	учения о	2	5
429	как не	4	5
430	или иначе	3	5
431	лишь как	3	5
432	что можно	1	5
433	отношение к	5	5
434	в каких	2	5
435	и только	5	5
436	есть не	8	5
437	за время	1	4
438	еще раз	2	4
439	мы и	3	4
440	или иных	1	4
441	о чем	4	4
442	одно из	2	4
443	говорить что	2	4
444	как они	2	4
445	мне кажется	2	4
446	эта не	1	4
447	зрения на	1	4
448	представление о	1	4
449	так например	1	4
450	как только	4	4
451	связано с	2	4
452	и где	5	4
453	ответить на	1	4
454	к этой	1	4
455	к другой	1	4
456	мы увидим	2	4
457	и прочих	2	4
458	е о	2	4
459	вот почему	1	4
460	точно так	3	4
461	в различных	2	4
462	уже и	5	4
463	так мы	1	4
464	и далее	1	4
465	на те	1	4
466	именно так	1	4
467	быть в	5	4
468	к которому	1	4
469	как я	3	4
470	что даже	2	4
471	и становится	2	4
472	из них	5	4
473	и выражения	1	4
474	к нему	12	4
475	всего в	1	4
476	несколько слов	1	4
477	не говорят	1	4
478	как можно	2	4
479	его в	3	4
480	но он	3	4
481	не о	5	4
482	не говорит	4	4
483	будто бы	3	4
484	что за	1	4
485	которое в	2	4
486	это есть	13	4
487	характер и	1	4
488	но ведь	2	4
489	между ними	1	4
490	же как	3	4
491	о которых	2	4
492	себе и	5	4
493	и это	6	4
494	в смысле	5	4
495	чтобы понять	3	4
496	остается в	1	4
497	в каждом	4	4
498	выражение в	1	4
499	мы можем	5	4
500	данный момент	1	4
501	ли это	4	4
502	сюда же	1	4
503	не дает	1	4
504	которые и	1	4
505	или же	1	4
506	если же	2	4
507	почти всегда	4	4
508	между поэзией	1	4
509	собственно и	1	4
510	это действительно	1	4
511	как известно	3	4
512	могла бы	2	4
513	что для	3	4
514	и все	11	4
515	пушкина и	1	4
516	и по	5	4
517	а главное	2	4
518	поэзией и	3	4
519	утверждать что	3	4
520	на деле	2	4
521	уже на	1	4
522	как таковой	6	4
523	то в	8	4
524	это уже	2	4
525	сам по	8	4
526	из которых	1	4
527	том и	1	4
528	я имею	2	4
529	так или	3	4
530	нам в	1	4
531	здесь мы	1	4
532	на месте	1	4
533	отношения к	3	4
534	уже что	1	4
535	связанные с	3	4
536	бы не	1	4
537	который не	2	4
538	все они	2	4
539	ни на	8	4
540	по сравнению	2	4
541	именно на	1	4
542	для меня	5	4
543	он есть	6	4
544	а лишь	3	4
545	имею в	1	4
546	что вообще	1	4
547	мог бы	3	4
548	именно этот	1	4
549	на который	1	4
550	точку зрения	3	4
551	подойти к	1	4
552	д и	3	4
553	этого термина	1	4
554	но на	1	4
555	указание на	1	4
556	в виде	2	4
557	что ничего	1	4
558	понимать как	2	4
559	в стороне	1	4
560	и без	1	4
561	на все	2	4
562	в такой	1	4
563	сразу же	2	4
564	к одному	1	4
565	в науке	3	4
566	поэзия и	2	4
567	на это	1	4
568	одного из	1	4
569	в узком	2	4
570	такой же	2	4
571	говорить об	1	4
572	это в	1	4
573	не более	1	4
574	ли в	1	4
575	не к	2	4
576	а то	1	4
577	мы наблюдаем	1	3
578	и другие	1	3
579	особенности и	1	3
580	все что	2	3
581	случае в	1	3
582	со всем	2	3
583	тех кто	2	3
584	можно встретить	1	3
585	мысли и	3	3
586	и говорить	4	3
587	по мере	3	3
588	вопрос об	5	3
589	помнить что	2	3
590	жизнь в	2	3
591	из самых	1	3
592	именно о	1	3
593	из всего	2	3
594	мы получаем	4	3
595	в последнем	1	3
596	в одно	5	3
597	большей или	1	3
598	меньше всего	4	3
599	другое дело	1	3
600	мы сразу	1	3
601	на точку	2	3
602	в это	1	3
603	знаем что	2	3
604	поставить вопрос	1	3
605	но мы	3	3
606	мы с	1	3
607	в дальнейшем	6	3
608	и дело	1	3
609	и такие	1	3
610	раз и	2	3
611	больше всего	2	3
612	но даже	1	3
613	во многих	1	3
614	указать что	1	3
615	говорит что	3	3
616	себе в	1	3
617	убедиться в	2	3
618	всего что	1	3
619	так то	2	3
620	к ним	3	3
621	наряду с	1	3
622	на него	2	3
623	все время	4	3
624	в системе	2	3
625	но так	2	3
626	на своем	1	3
627	или иным	1	3
628	представить себе	2	3
629	понимать что	1	3
630	он все	1	3
631	глаза на	1	3
632	к жизни	1	3
633	вкуса и	1	3
634	есть явление	1	3
635	быть только	3	3
636	мере того	1	3
637	большею частью	4	3
638	которое и	1	3
639	и вместе	2	3
640	и следовательно	7	3
641	в сторону	1	3
642	из одного	1	3
643	не нужно	2	3
644	в других	1	3
645	именно как	2	3
646	от себя	1	3
647	принять во	2	3
648	на нем	2	3
649	или иные	1	3
650	не приходится	1	3
651	иметь в	4	3
652	который мы	1	3
653	научного знания	1	3
654	даже не	4	3
655	также не	2	3
656	не раз	2	3
657	смысла и	3	3
658	или меньшей	1	3
659	только с	3	3
660	что есть	2	3
661	мы будем	2	3
662	образом в	1	3
663	чаще всего	2	3
664	показывает что	2	3
665	во время	2	3
666	в него	2	3
667	в одну	8	3
668	еще одно	1	3
669	лишь по	1	3
670	он действительно	1	3
671	меня и	2	3
672	та же	6	3
673	если в	5	3
674	и сейчас	3	3
675	и свое	1	3
676	одних и	1	3
677	чтобы создать	1	3
678	и делает	1	3
679	под этим	1	3
680	исключительно лишь	2	3
681	что нет	1	3
682	в наших	1	3
683	что у	3	3
684	заключается не	1	3
685	и мы	8	3
686	показать что	1	3
687	если это	3	3
688	и действительно	1	3
689	то время	3	3
690	не понимают	2	3
691	том смысле	4	3
692	не находится	1	3
693	поэзии и	4	3
694	том как	1	3
695	идти речь	2	3
696	один пример	1	3
697	же есть	3	3
698	в которые	1	3
699	уже само	1	3
700	его и	1	3
701	виду не	1	3
702	какой мере	1	3
703	вернемся к	1	3
704	своей собственной	2	3
705	не знаю	3	3
706	так чтобы	2	3
707	и уже	4	3
708	каждой из	1	3
709	те или	1	3
710	какое же	1	3
711	и идеи	3	3
712	мне не	2	3
713	что здесь	4	3
714	без всякого	3	3
715	заметить что	2	3
716	нет и	2	3
717	она может	1	3
718	проще всего	1	3
719	при котором	1	3
720	форма и	2	3
721	это просто	1	3
722	с него	2	3
723	формы как	1	3
724	значение в	1	3
725	смысле что	3	3
726	для него	2	3
727	не для	1	3
728	наконец и	2	3
729	стать на	2	3
730	в основании	1	3
731	мало того	1	3
732	как у	3	3
733	для данной	1	3
734	с их	2	3
735	таком случае	2	3
736	есть уже	2	3
737	как именно	1	3
738	и непосредственно	1	3
739	же такое	1	3
740	это еще	2	3
741	менее всего	1	3
742	этом что	1	3
743	уже совершенно	1	3
744	есть также	1	3
745	между собою	3	3
746	сама по	12	3
747	с той	2	3
748	сама эта	1	3
749	е не	1	3
750	или даже	1	3
751	и дальше	1	3
752	этого вопроса	1	3
753	и я	3	3
754	только и	5	3
755	на его	1	3
756	с первого	2	3
757	на них	1	3
758	как формы	1	3
759	и тех	1	3
760	и эти	2	3
761	а как	1	3
762	составные элементы	1	3
763	из ряда	1	3
764	не по	2	3
765	конце концов	4	3
766	в искусстве	2	3
767	и может	7	3
768	но она	4	3
769	же что	1	3
770	формулы и	2	3
771	идет речь	2	3
772	и самой	1	3
773	а скорее	1	3
774	возможна и	1	3
775	с прочими	1	3
776	различие в	1	3
777	это дает	1	3
778	тем чтобы	1	3
779	понять что	1	3
780	и формулы	3	3
781	тех или	5	3
782	эпохи и	1	3
783	на ту	2	3
784	иное как	4	3
785	во всем	3	2
786	они являются	1	2
787	они имеют	1	2
788	от него	4	2
789	нужно однако	1	2
790	как поэзия	1	2
791	социального и	1	2
792	мы найдем	1	2
793	есть наука	3	2
794	и содержания	1	2
795	уж не	1	2
796	чтобы дать	1	2
797	по тому	1	2
798	которые не	2	2
799	в общий	1	2
800	же нужно	1	2
801	ровно ничего	5	2
802	который должен	1	2
803	смысле и	1	2
804	в разных	6	2
805	или нет	6	2
806	о формах	1	2
807	в принципе	1	2
808	одному из	1	2
809	и об	4	2
810	далее в	2	2
811	в день	1	2
812	можно видеть	1	2
813	в живом	1	2
814	и поэзией	5	2
815	у пушкина	6	2
816	он имеет	1	2
817	время как	7	2
818	вот что	1	2
819	интересует не	1	2
820	том или	2	2
821	в жизни	3	2
822	и творчества	1	2
823	правда в	1	2
824	имеет место	1	2
825	к самому	3	2
826	только через	2	2
827	трудно убедиться	1	2
828	или ином	1	2
829	тем или	2	2
830	этот закон	1	2
831	почти все	2	2
832	он является	1	2
833	поэтому необходимо	2	2
834	у достоевского	1	2
835	свой смысл	2	2
836	электрический свет	2	2
837	известно что	1	2
838	это по-видимому	1	2
839	сам же	1	2
840	большей части	1	2
841	одно время	3	2
842	можем говорить	1	2
843	понятно что	2	2
844	слишком много	1	2
845	нами выше	2	2
846	во все	1	2
847	и прочие	1	2
848	что этот	3	2
849	по его	1	2
850	как принцип	1	2
851	на очень	2	2
852	не должен	2	2
853	почти исключительно	1	2
854	но эти	1	2
855	оно также	1	2
856	вот и	2	2
857	невозможно сказать	1	2
858	с такой	1	2
859	одной и	1	2
860	когда она	1	2
861	об отношении	6	2
862	но они	2	2
863	забудем что	1	2
864	собственно не	1	2
865	и когда	5	2
866	самый факт	2	2
867	такое значение	1	2
868	и значение	1	2
869	как оно	1	2
870	где и	2	2
871	любви к	2	2
872	видно что	2	2
873	в глаза	1	2
874	мере не	1	2
875	и остается	2	2
876	них есть	2	2
877	от смысла	5	2
878	можно понимать	1	2
879	с этими	1	2
880	есть конечно	2	2
881	не умеет	1	2
882	момент в	2	2
883	одна из	1	2
884	в европе	1	2
885	уже по	1	2
886	смысле но	1	2
887	большей степени	1	2
888	тут мы	2	2
889	важно что	3	2
890	искусстве но	1	2
891	раз на	1	2
892	смысле как	1	2
893	действительно в	2	2
894	быть с	1	2
895	на почве	2	2
896	в повествовании	1	2
897	по природе	1	2
898	то оно	4	2
899	как такового	1	2
900	что иное	4	2
901	не видел	2	2
902	явление не	1	2
903	о разных	1	2
904	в состоянии	2	2
905	быть заменено	1	2
906	ни было	2	2
907	значение которое	1	2
908	на этих	1	2
909	ее можно	1	2
910	не соответствует	1	2
911	самих этих	1	2
912	и нужно	1	2
913	может оказаться	2	2
914	с другими	2	2
915	бы что	1	2
916	что между	1	2
917	так не	1	2
918	и всякой	1	2
919	борьбы с	1	2
920	заставить себя	1	2
921	и говорит	1	2
922	сказал что	3	2
923	и приводит	1	2
924	потому в	1	2
925	дано в	1	2
926	на тот	2	2
927	одно дело	1	2
928	себе не	7	2
929	человек в	1	2
930	я мог	2	2
931	из чего	1	2
932	место и	1	2
933	его жизни	1	2
934	нужно еще	1	2
935	точек зрения	3	2
936	но точно	1	2
937	что их	2	2
938	даже самые	2	2
939	не был	3	2
940	не самый	2	2
941	нами как	1	2
942	их не	1	2
943	спросим себя	1	2
944	это как	3	2
945	от света	2	2
946	идет по	1	2
947	действие в	1	2
948	природе своей	1	2
949	с какой	5	2
950	на лицо	2	2
951	взглянуть на	1	2
952	ни была	2	2
953	не будет	2	2
954	свой предмет	1	2
955	ничего нового	2	2
956	что эта	5	2
957	это или	2	2
958	тем и	1	2
959	здесь только	1	2
960	литературы и	1	2
961	в москве	2	2
962	его так	1	2
963	того кто	2	2
964	это же	1	2
965	равно как	1	2
966	это вовсе	2	2
967	общего с	6	2
968	его как	1	2
969	в систему	1	2
970	но есть	2	2
971	и др	2	2
972	когда они	3	2
973	нас совершенно	1	2
974	был в	2	2
975	и терминов	1	2
976	здесь я	1	2
977	мы теперь	1	2
978	в данный	1	2
979	для которых	1	2
980	для чего	2	2
981	себе как	3	2
982	я сам	2	2
983	из основных	1	2
984	и самый	1	2
985	и ничего	1	2
986	с неба	1	2
987	к сожалению	2	2
988	слова это	1	2
989	в очерке	1	2
990	я уже	2	2
991	как с	2	2
992	переходит в	1	2
993	к вашему	1	2
994	от нас	1	2
995	для них	1	2
996	от другого	1	2
997	случае гораздо	1	2
998	самого по	3	2
999	не могла	1	2
1000	за это	1	2
1001	видели уже	1	2
1002	только они	1	2
1003	творчества и	1	2
1004	от их	2	2
1005	поэтому и	3	2
1006	такое этот	1	2
1007	сами по	4	2
1008	отличаются от	1	2
1009	и одновременно	1	2
1010	всегда в	1	2
1011	это положение	1	2
1012	с целью	3	2
1013	тысячу раз	1	2
1014	есть слово	1	2
1015	доходит до	1	2
1016	против чего	1	2
1017	есть нечто	16	2
1018	это время	3	2
1019	и так	2	2
1020	состоит из	3	2
1021	и просто	1	2
1022	никто не	2	2
1023	сравнению с	2	2
1024	данном языке	1	2
1025	которая не	2	2
1026	общем смысле	1	2
1027	нет в	1	2
1028	этих случаях	1	2
1029	к другому	1	2
1030	ничего общего	4	2
1031	говорим мы	1	2
1032	смысле это	1	2
1033	пушкина но	1	2
1034	а ведь	1	2
1035	самое это	1	2
1036	своем месте	1	2
1037	думать что	3	2
1038	у нее	1	2
1039	но тут	3	2
1040	чем же	1	2
1041	не является	3	2
1042	можно установить	1	2
1043	где нет	1	2
1044	совершенно иной	1	2
1045	сейчас не	1	2
1046	к свету	3	2
1047	еще на	3	2
1048	один только	1	2
1049	значение этого	1	2
1050	убеждение в	1	2
1051	это все	2	2
1052	какие же	2	2
1053	формы с	1	2
1054	и теперь	1	2
1055	для нее	2	2
1056	отношении к	3	2
1057	мы получим	1	2
1058	или еще	1	2
1059	из сферы	4	2
1060	вслед за	2	2
1061	и до	2	2
1062	друг от	1	2
1063	например на	1	2
1064	никаких оснований	1	2
1065	самого же	1	2
1066	их значения	1	2
1067	потому и	2	2
1068	и идей	1	2
1069	в расчет	1	2
1070	и той	1	2
1071	же только	2	2
1072	не забудем	1	2
1073	и там	1	2
1074	возможность и	1	2
1075	языком в	1	2
1076	все в	2	2
1077	начиная с	1	2
1078	каком смысле	1	2
1079	не знаем	1	2
1080	не стоит	2	2
1081	и возможно	1	2
1082	и значит	4	2
1083	у них	3	2
1084	вещи которые	1	2
1085	исключительно в	1	2
1086	друг другу	4	2
1087	деле не	1	2
1088	вот оказывается	1	2
1089	пусть даже	1	2
1090	данной эпохи	1	2
1091	ничем не	4	2
1092	что раз	2	2
1093	делает их	2	2
1094	зависит от	1	2
1095	это особенно	1	2
1096	что одна	4	2
1097	несомненно не	1	2
1098	он и	2	2
1099	в литературе	1	2
1100	отсюда следует	1	2
1101	ее в	2	2
1102	не заметить	1	2
1103	где он	1	2
1104	интересно и	1	2
1105	здесь в	3	2
1106	говорит и	1	2
1107	сознания и	8	2
1108	чтобы получить	1	2
1109	в широком	2	2
1110	же не	4	2
1111	а все	1	2
1112	представлять себе	2	2
1113	слова а	1	2
1114	нельзя будет	1	2
1115	которые я	2	2
1116	от друга	1	2
1117	когда оно	2	2
1118	то к	1	2
1119	дело в	1	2
1120	нужно только	1	2
1121	просто и	1	2
1122	пушкина а	1	2
1123	вообще не	2	2
1124	же будет	1	2
1125	чтобы быть	1	2
1126	представляет собою	1	2
1127	нас к	1	2
1128	является не	3	2
1129	иной раз	7	2
1130	имеется в	3	2
1131	основана на	1	2
1132	живой и	4	2
1133	повседневной жизни	2	2
1134	и понимания	1	2
1135	к своему	1	2
1136	говорить как	1	2
1137	один и	1	2
1138	это было	4	2
1139	не что	4	2
1140	бы совершенно	1	2
1141	путь к	1	2
1142	что законы	1	2
1143	в одной	4	2
1144	и вообще	10	2
1145	беда в	1	2
1146	когда есть	2	2
1147	разница между	2	2
1148	и живой	1	2
1149	только к	2	2
1150	же с	1	2
1151	она должна	2	2
1152	эти последние	3	2
1153	каждом из	2	2
1154	по большей	1	2
1155	интеллигенции и	4	2
1156	могут служить	1	2
1157	в самых	1	2
1158	поскольку они	1	2
1159	тому как	1	2
1160	что нужно	1	2
1161	а самый	1	2
1162	быть и	7	2
1163	а по	1	2
1164	выйти за	1	2
1165	наоборот в	2	2
1166	есть и	11	2
1167	каждый раз	1	2
1168	оказывается что	1	2
1169	это также	1	2
1170	которую я	1	2
1171	как то	1	2
1172	и всякая	1	2
1173	которой мы	1	2
1174	и часто	3	2
1175	собственно говоря	5	2
1176	как таковая	2	2
1177	связана с	1	2
1178	во многом	1	2
1179	который как	1	2
1180	указывает на	3	2
1181	самый термин	2	2
1182	это можно	2	2
1183	жизни и	9	2
1184	тех которые	1	2
1185	все более	1	2
1186	и новые	1	2
1187	является ли	1	2
1188	эти два	4	2
1189	может и	5	2
1190	ведь и	1	2
1191	именно это	1	2
1192	мы сказали	1	2
1193	не можем	1	2
1194	мы также	1	2
1195	форме и	1	2
1196	возможна только	1	2
1197	можно только	4	2
1198	вещи не	2	1
1199	связаны в	1	1
1200	наукой и	2	1
1201	имеет что	1	1
1202	более не	1	1
1203	приведу один	1	1
1204	находим в	2	1
1205	что один	1	1
1206	что видно	1	1
1207	одно общее	1	1
1208	видели в	1	1
1209	и учение	1	1
1210	к другу	2	1
1211	это тот	1	1
1212	человеческой жизни	2	1
1213	не нужна	1	1
1214	выводу что	2	1
1215	никаких сомнений	1	1
1216	очень высокой	1	1
1217	каждого отдельного	1	1
1218	д но	2	1
1219	особый смысл	1	1
1220	здесь исключительно	1	1
1221	эта идея	1	1
1222	а у	1	1
1223	время его	1	1
1224	это значит	18	1
1225	она уже	1	1
1226	кроме непосредственного	1	1
1227	не об	1	1
1228	не зависит	1	1
1229	угодно но	1	1
1230	говорит о	6	1
1231	или быть	1	1
1232	общения с	1	1
1233	почему мы	1	1
1234	ты не	1	1
1235	оно или	3	1
1236	о времени	1	1
1237	от этих	1	1
1238	значение совершенно	1	1
1239	дают в	1	1
1240	нет еще	3	1
1241	мешает им	1	1
1242	и которые	1	1
1243	же эти	2	1
1244	свою полную	1	1
1245	и самое	1	1
1246	на сцену	2	1
1247	отходит на	1	1
1248	минуту не	1	1
1249	была самая	1	1
1250	и понимать	1	1
1251	и сам	1	1
1252	и опять	1	1
1253	философия и	1	1
1254	на свою	1	1
1255	не хотят	3	1
1256	теперь мы	1	1
1257	в некотором	1	1
1258	один московский	1	1
1259	что весь	1	1
1260	от всего	2	1
1261	специально в	1	1
1262	приближаемся к	1	1
1263	сущности не	1	1
1264	этим я	1	1
1265	говорят о	2	1
1266	но важно	1	1
1267	интересует сейчас	1	1
1268	к другим	1	1
1269	тут то	1	1
1270	можно объяснить	1	1
1271	если он	1	1
1272	но самое	1	1
1273	бы все	2	1
1274	наука а	1	1
1275	из этой	1	1
1276	стороны в	2	1
1277	я могу	2	1
1278	своей универсальности	1	1
1279	равно не	1	1
1280	показал что	1	1
1281	что по	3	1
1282	их в	2	1
1283	общий контекст	1	1
1284	мысли о	1	1
1285	дом есть	1	1
1286	есть самое	4	1
1287	они то	1	1
1288	московский ученый	1	1
1289	в природе	1	1
1290	как более	2	1
1291	сознания как	1	1
1292	ними как	1	1
1293	от поэзии	1	1
1294	мир и	1	1
1295	у обоих	1	1
1296	на первый	2	1
1297	тогда не	1	1
1298	относиться к	3	1
1299	для исследования	1	1
1300	время так	1	1
1301	я укажу	1	1
1302	для выражения	1	1
1303	самого начала	2	1
1304	надо быть	2	1
1305	то весьма	3	1
1306	лица по	1	1
1307	дают нам	1	1
1308	однако время	1	1
1309	она же	1	1
1310	стороны эта	1	1
1311	когда на	1	1
1312	дня и	1	1
1313	нужно понимать	2	1
1314	где-то в	1	1
1315	тех слов	1	1
1316	образом есть	1	1
1317	себе все	1	1
1318	тут надо	4	1
1319	эта связь	1	1
