N	3gram	Vygotskiy_	Vladivir
220	в рассматриваемом нами	1	1
221	с тем и	2	1
222	в его сознании	1	1
223	то что этот	1	1
224	последнее время в	1	1
225	дело заключается в	1	1
226	та же самая	2	1
227	дело с таким	1	1
228	и тем самым	8	1
229	из этого примера	1	1
230	надо сказать что	1	1
231	объясняется то что	1	1
232	а в других	1	1
233	же самое время	1	1
234	что в основе	1	1
235	мы уже сейчас	1	1
236	чем иным как	2	1
237	отличается тем что	1	1
238	здесь как и	1	1
239	имеет дело с	1	1
240	и с удивлением	1	1
241	и другое в	1	1
242	в целом и	1	1
243	не может существовать	2	1
244	каждой из этих	2	1
245	то что для	2	1
246	то же самое	11	1
247	сама по себе	1	1
248	является как бы	1	1
249	к самому себе	1	1
250	в силу чего	4	1
251	это в свою	1	1
252	в высшей степени	1	1
253	как это часто	1	1
254	но все же	1	1
255	и его отношение	1	1
256	могут привести к	1	1
257	центральное значение для	1	1
258	в какой бы	1	1
259	в известном смысле	2	1
260	них мы не	1	1
261	о том как	1	1
262	ничего нового и	1	1
263	никак не может	1	1
264	только тогда когда	1	1
265	вместе с ее	1	1
266	другой метод анализа	1	1
267	мы имеем дело	2	1
268	того что он	1	1
269	находится в состоянии	1	1
270	может и не	1	1
271	собственном смысле слова	1	1
272	внимание на то	2	1
273	если только не	1	1
274	тому что в	1	1
275	их словесном выражении	1	1
276	тех слов которые	1	1
277	и без всяких	1	1
278	мы не имеем	1	1
279	том как эта	1	1
280	может быть в	1	1
281	именно в смысле	1	1
282	этот факт не	1	1
283	а в начале	1	1
284	является как раз	1	1
285	в значительной мере	2	1
286	и должно быть	1	1
287	и во всяком	1	1
288	а не путем	1	1
289	не могли быть	1	1
290	что с этой	1	1
291	в частности для	1	1
292	в каждой из	1	1
293	в какой мере	2	1
294	прежде всего на	1	1
295	из той же	1	1
296	но и в	1	1
297	мы очень часто	1	1
298	все то же	1	1
299	в котором по	1	1
300	тому что мы	1	1
301	то что по	1	1
302	как и для	1	1
303	в том смысле	2	1
304	во всем его	1	1
305	с этой точки	4	1
306	не с точки	1	1
307	раз что в	1	1
308	что у нее	3	1
309	выйти за пределы	1	1
310	ни в какой	2	1
311	ни у одного	1	1
312	об этом уже	1	1
313	том что это	1	1
314	но не просто	1	1
315	наконец то что	1	1
316	понятий но и	1	1
317	он мог бы	2	1
318	сказать только одно	1	1
319	она уже читала	1	1
320	того что мы	1	1
321	и той же	5	1
322	самого начала своего	1	1
323	о чем мы	2	1
324	только к нему	1	1
325	долго не мог	1	1
326	на этот вопрос	1	1
327	то и другое	4	1
328	можно сказать только	1	1
329	но все это	1	1
330	состоит в том	3	1
331	и можно было	1	1
332	от всяких других	1	1
333	одно из этих	1	1
334	это часто бывает	1	1
335	тому что во	1	1
336	не чем иным	2	1
337	у них совершенно	1	1
338	смысле этого слова	4	1
339	включает в себя	2	1
340	скажем только что	3	1
341	чем у нас	1	1
342	что мы можем	1	1
343	с которыми мы	2	1
344	одной и той	5	1
345	самое большее что	1	1
346	и ничего не	1	1
347	в целом но	1	1
348	и в своей	1	1
349	такой же мере	3	1
350	только потому что	3	1
351	но отнюдь не	1	1
352	у одного из	1	1
353	как раз в	3	1
354	к той же	1	1
355	и то и	1	1
356	с которым мы	1	1
357	же как и	3	1
358	тем обстоятельством что	2	1
359	в собственном смысле	4	1
360	представить себе что	2	1
361	на первых порах	3	1
362	привело к тому	1	1
363	мы сказали выше	1	1
364	обобщения и в	1	1
365	силу чего он	1	1
366	и не может	2	1
367	вопрос о том	1	1
368	этой точки зрения	4	1
369	к учению о	1	1
370	а это и	1	1
371	оно может быть	1	1
372	может быть никакой	1	1
373	нет и не	3	1
374	с ней в	1	1
375	самого начала в	1	1
376	имеем дело с	1	1
377	но и для	1	1
378	мне пришлось пройти	1	1
379	мы не можем	3	1
380	потому что они	2	1
