N	2gram	Bakhtin_sl	Psycholo
196	хотя бы	6	14
197	одной и	1	14
198	но он	4	14
199	и той	2	14
200	то время	2	14
201	это и	1	14
202	это только	1	14
203	того как	2	14
204	прежде всего	14	14
205	те же	3	14
206	в жизни	1	14
207	бы в	1	14
208	столь же	2	14
209	должна быть	3	14
210	всяком случае	7	14
211	этом отношении	2	14
212	с той	1	14
213	или в	10	14
214	по существу	3	14
215	есть только	1	14
216	в области	1	14
217	с ним	12	14
218	факт что	1	14
219	именно в	5	13
220	точка зрения	10	13
221	а с	2	13
222	могла бы	1	13
223	отнюдь не	1	13
224	в той	13	13
225	речь идет	1	13
226	когда она	2	13
227	и он	1	13
228	как он	2	13
229	со стороны	1	13
230	и другие	3	12
231	в этих	8	12
232	не менее	4	12
233	может служить	1	12
234	в основу	1	12
235	того же	7	12
236	в самой	1	12
237	тогда когда	2	12
238	в свою	4	12
239	и уже	1	12
240	тот факт	1	12
241	но если	1	12
242	и может	4	12
243	идет о	1	12
244	и с	10	12
245	например в	6	12
246	что по	1	12
247	как только	4	12
248	что его	1	12
249	что не	1	12
250	этой точки	1	12
251	по самому	1	12
252	что самое	1	12
253	и до	2	12
254	ничего не	5	12
255	в поэзии	4	12
256	об этом	1	12
257	конечно не	7	11
258	не было	4	11
259	мы видели	3	11
260	утверждать что	1	11
261	поэзии и	4	11
262	оба эти	1	11
263	но мы	2	11
264	на этот	1	11
265	как к	5	11
266	уже в	2	11
267	на все	3	11
268	бы мы	1	11
269	и других	5	11
270	отличие от	13	11
271	он должен	1	11
272	есть в	1	11
273	его в	7	11
274	этого слова	2	11
275	с его	8	11
276	на это	1	11
277	во всем	3	10
278	в другом	4	10
279	смысл и	3	10
280	том и	2	10
281	сами по	1	10
282	именно на	3	10
283	данном случае	3	10
284	в их	6	10
285	с теми	1	10
286	в одной	2	10
287	от него	5	10
288	двух планах	2	10
289	отличается от	3	10
290	в данном	5	10
291	должно быть	3	10
292	в состоянии	1	10
293	и у	2	10
294	но как	2	10
295	совсем не	1	10
296	и от	5	10
297	представить себе	1	10
298	не является	3	10
299	это было	2	10
300	и между	2	10
301	и их	6	10
302	но что	1	9
303	мы найдем	3	9
304	не есть	2	9
305	так сказать	11	9
306	в действительности	1	9
307	на него	1	9
308	кажется нам	1	9
309	и говорит	1	9
310	и следовательно	8	9
311	в чем	2	9
312	героя и	5	9
313	заставляет нас	1	9
314	в него	9	9
315	с ее	6	9
316	бы не	1	9
317	его и	5	9
318	из его	1	9
319	на основании	1	9
320	в отличие	12	9
321	в виде	4	9
322	по своему	2	9
323	на его	9	9
324	и по	3	9
325	в самых	2	9
326	и ее	3	9
327	которые не	1	9
328	о чем	1	9
329	но все	2	9
330	роль в	4	9
331	можно сказать	2	9
332	мы говорили	2	9
333	ту же	5	9
334	если же	1	9
335	каждого из	1	9
336	который не	1	9
337	должен быть	3	9
338	именно это	1	9
339	и наконец	9	9
340	не к	1	9
341	в сознании	3	8
342	одно и	3	8
343	и тот	1	8
344	в общем	1	8
345	имеет дело	4	8
346	при анализе	1	8
347	он в	6	8
348	заставляет его	2	8
349	о нем	6	8
350	и таким	1	8
351	как все	1	8
352	и вообще	2	8
353	место в	2	8
354	и эта	2	8
355	которой мы	1	8
356	из всех	1	8
357	и другими	2	8
358	в собственном	2	8
359	исследования и	1	8
360	и значение	1	8
361	с другом	2	8
362	гораздо более	1	8
363	по преимуществу	5	8
364	чтобы понять	1	8
365	друг с	2	8
366	именно потому	1	8
367	в нее	3	8
368	к нему	7	8
369	в процессе	14	8
370	из которого	2	8
371	из области	1	8
372	в драме	2	8
373	и более	3	8
374	и во	3	8
375	он может	3	8
376	бы и	6	8
377	жизнь и	1	8
378	иметь дело	2	8
379	эти два	1	8
380	стороны и	3	8
381	что поэт	1	8
382	еще раз	3	7
383	он видит	1	7
384	мысли и	1	7
385	не как	4	7
386	и там	6	7
387	от этого	2	7
388	во все	1	7
389	и те	3	7
390	свою очередь	3	7
391	чем это	1	7
392	на том	2	7
393	она в	1	7
394	связи с	4	7
395	в каждом	5	7
396	что такое	1	7
397	в особенности	10	7
398	и при	2	7
399	и дает	1	7
400	со всеми	3	7
401	они не	3	7
402	в течение	1	7
403	только один	1	7
404	к ним	2	7
405	дело и	2	7
406	того или	2	7
407	к которой	1	7
408	же в	2	7
409	все что	1	7
410	для всех	2	7
411	нас в	3	7
412	одно из	1	7
413	как они	1	7
414	даны в	1	7
415	если он	1	7
416	в руках	1	7
417	в нашем	1	7
418	от этой	3	7
419	и заставляет	3	7
420	время в	1	7
421	в качестве	4	7
422	и эти	2	7
423	лежит в	5	7
424	какой мере	1	7
425	бы его	2	7
426	с которым	4	7
427	же мы	1	7
428	а как	3	7
429	за ним	1	7
430	и действительно	1	7
431	себя и	2	7
432	ее с	2	7
433	различие между	1	7
434	здесь в	6	7
435	а на	3	7
436	дело в	2	7
437	на тему	1	7
438	есть как	3	7
439	слова в	19	7
440	и прозаической	1	6
441	даже в	4	6
442	более или	5	6
443	вот что	1	6
444	все дело	1	6
445	из самых	2	6
446	что действие	1	6
447	он был	1	6
448	только как	2	6
449	людей и	2	6
450	что как	2	6
451	вносит в	3	6
452	первый раз	1	6
453	эти три	1	6
454	рядом с	7	6
455	того и	1	6
456	в сторону	1	6
457	из него	4	6
458	не могла	2	6
459	почти всегда	3	6
460	образом в	4	6
461	всех этих	8	6
462	одного и	1	6
463	смотреть на	1	6
464	смысле слова	2	6
465	в отношении	9	6
466	оно не	12	6
467	содержание и	1	6
468	к его	1	6
469	приводит к	2	6
470	да и	2	6
471	и вся	2	6
472	от других	2	6
473	каждый из	1	6
474	только с	3	6
475	находятся в	1	6
476	нуждается в	3	6
477	то мы	1	6
478	в русском	1	6
479	материал для	1	6
480	от всех	1	6
481	сама по	2	6
482	один и	1	6
483	и без	1	6
484	не все	2	6
485	как ни	2	6
486	и ни	1	6
487	те которые	1	6
488	к ней	2	6
489	которые в	4	6
490	этот рассказ	1	6
491	слова и	21	6
492	поэтического произведения	1	6
493	еще более	7	6
494	нами в	3	6
495	и которые	2	6
496	у пушкина	1	6
497	говорить о	2	6
498	или менее	5	6
499	для понимания	3	6
500	которое он	1	6
501	от действительности	2	6
502	тем не	2	6
503	х годов	2	6
504	что под	1	6
505	евгении онегине	3	6
506	в себя	3	6
507	а только	1	6
508	мысль и	1	6
509	очень часто	1	6
510	не дает	1	6
511	или же	1	6
512	за пределы	6	6
513	уже не	5	6
514	или иного	2	6
515	независимо от	1	6
516	а потому	1	6
517	его с	1	6
518	приходится иметь	2	6
519	как не	1	6
520	только одно	1	6
521	то и	1	6
522	совпадают с	1	6
523	без всякого	2	6
524	в плане	11	6
525	жизни но	2	6
526	ничем не	1	6
527	в первый	1	6
528	в новелле	1	6
529	так в	2	6
530	нисколько не	3	6
531	отношение к	8	6
532	в душе	1	5
533	к действительности	1	5
534	тем как	1	5
535	в евгении	3	5
536	а затем	1	5
537	между ними	2	5
538	и сам	4	5
539	на эту	1	5
540	за ней	1	5
541	действительность и	1	5
542	нас и	1	5
543	в смысле	7	5
544	сил в	3	5
545	и еще	1	5
546	во всей	1	5
547	бы то	1	5
548	чем в	3	5
549	дано в	2	5
550	между собой	3	5
551	в эту	3	5
552	в лучшем	3	5
553	эти слова	4	5
554	тем и	3	5
555	точку зрения	6	5
556	подход к	2	5
557	поэтического творчества	1	5
558	оно может	3	5
559	его к	1	5
560	и самый	2	5
561	которые он	1	5
562	он только	1	5
563	в другой	2	5
564	смысла и	6	5
565	отношения к	3	5
566	одновременно и	5	5
567	быть не	1	5
568	и часто	7	5
569	ни одной	1	5
570	нет и	1	5
571	у них	2	5
572	этими словами	1	5
573	то или	1	5
574	он как	1	5
575	которых он	1	5
576	все равно	1	5
577	и смысл	1	5
578	на одном	1	5
579	нашего поведения	1	5
580	к одному	1	5
581	что всякий	1	5
582	но она	2	5
583	человека и	3	5
584	социальной жизни	1	5
585	связь с	2	5
586	только для	1	5
587	эта точка	1	5
588	силы и	1	5
589	но даже	1	5
590	то в	2	5
591	видели что	1	5
592	и было	1	5
593	указать на	1	5
594	хотя и	4	5
595	здесь с	1	5
596	и за	1	5
597	наше внимание	1	5
598	не знает	3	5
599	и она	2	5
600	в других	4	5
601	именно как	3	5
602	для ее	1	5
603	других видов	1	5
604	не значит	2	5
605	есть все	1	5
606	в один	2	5
607	себя в	14	5
608	к такому	2	5
609	собственном смысле	2	5
610	целом ряде	1	5
611	совершенно новый	1	5
612	в романе	64	5
613	в известном	2	5
614	знает что	1	5
615	я говорю	1	5
616	не имеют	1	5
617	слов и	5	5
618	нет никакой	2	5
619	том же	4	5
620	есть к	1	5
621	русском языке	1	5
622	только о	2	5
623	все они	9	5
624	это очень	1	5
625	в очень	1	5
626	человека в	5	5
627	его не	4	5
628	этим он	1	5
629	дело не	2	5
630	конечно в	2	5
631	как из	1	5
632	одного из	2	5
633	все более	1	5
634	лучшем случае	3	5
635	с которыми	2	4
636	является в	1	4
637	уже говорили	1	4
638	в применении	1	4
639	характер и	2	4
640	и говорить	1	4
641	его от	2	4
642	с собой	1	4
643	смысл в	1	4
644	себя как	2	4
645	форму и	1	4
646	прямо сказать	3	4
647	и другим	4	4
648	где она	1	4
649	на самой	1	4
650	в поэтическом	8	4
651	нам в	1	4
652	применении к	1	4
653	заключено в	1	4
654	своим собственным	1	4
655	из себя	3	4
656	но вся	1	4
657	а между	2	4
658	из одного	2	4
659	и формы	4	4
660	они дают	1	4
661	находится в	1	4
662	или наоборот	1	4
663	у каждого	2	4
664	потому не	1	4
665	для своего	1	4
666	точном смысле	1	4
667	не остается	2	4
668	человек и	13	4
669	в связи	2	4
670	одном из	1	4
671	если оно	2	4
672	возникает из	2	4
673	все остальные	1	4
674	нашего сознания	2	4
675	заложены в	1	4
676	области поэзии	1	4
677	одним словом	4	4
678	или иные	4	4
679	этого факта	1	4
680	или иное	1	4
681	рассказ в	3	4
682	к сожалению	1	4
683	в корне	1	4
684	совершенно разные	1	4
685	от своего	1	4
686	к другому	1	4
687	автор не	4	4
688	с которой	1	4
689	то все	1	4
690	отношении к	9	4
691	эстетический объект	1	4
692	как например	1	4
693	конца и	3	4
694	одной из	4	4
695	этот второй	2	4
696	здесь не	6	4
697	значение в	2	4
698	может не	9	4
699	лиц и	1	4
700	борьбу с	2	4
701	бы для	1	4
702	но эта	2	4
703	произведения как	3	4
704	в стороне	1	4
705	эти две	1	4
706	перейти к	1	4
707	могут служить	1	4
708	также и	5	4
709	не с	5	4
710	которые оно	1	4
711	именно эта	2	4
712	или как	4	4
713	при всем	3	4
714	показывает как	1	4
715	и вне	3	4
716	может и	1	4
717	к совершенно	1	4
718	если она	2	4
719	себе а	1	4
720	случае в	1	4
721	в некоторых	3	4
722	никак нельзя	1	4
723	именно эти	1	4
724	в первом	3	4
725	этих героев	1	4
726	по отношению	2	4
727	весь этот	1	4
728	в это	1	4
729	и того	1	4
730	остановимся на	2	4
731	с помощью	5	4
732	с этими	3	4
733	параллельно с	1	4
734	и вместо	1	4
735	мы читаем	1	4
736	слов в	2	4
737	подходят к	1	4
738	что между	1	4
739	работы и	2	4
740	в несколько	1	4
741	такое понимание	2	4
742	произведение как	1	4
743	в мире	1	4
744	на один	2	4
745	его жизни	1	4
746	в свете	3	4
747	для его	1	4
748	взглянуть на	1	4
749	всех других	1	4
750	это может	2	4
751	своими словами	4	4
752	однако в	3	4
753	и никогда	1	4
754	что может	1	4
755	его форму	1	4
756	в состав	3	4
757	вступить в	1	4
758	в языке	7	4
759	не на	6	4
760	может стать	3	4
761	с ней	2	4
762	мы говорим	1	4
763	с ними	8	4
764	в слове	11	4
765	ли он	4	4
766	не до	1	4
767	автора и	6	4
768	те или	4	4
769	более и	1	4
770	в истории	6	4
771	же время	15	4
772	имеем в	1	4
773	мог бы	1	4
774	произведения и	2	4
775	не знаем	3	4
776	как во	1	4
777	сделать это	1	4
778	форм и	3	4
779	аналогии с	1	4
780	художественный прием	1	4
781	как у	2	4
782	только он	1	4
783	без всяких	2	4
784	когда оно	1	4
785	без остатка	1	4
786	и где	1	4
787	которая могла	1	4
788	но по	2	4
789	исходили из	1	4
790	к концу	1	4
791	к своему	11	4
792	самое же	1	4
793	это так	1	4
794	обстоит дело	4	4
795	степени не	1	4
796	в пределах	27	4
797	в понимании	3	4
798	зрения на	9	3
799	же и	4	3
800	со всем	1	3
801	кроме того	6	3
802	в большей	3	3
803	какой бы	1	3
804	не столько	4	3
805	а напротив	1	3
806	жизнь в	2	3
807	как сказал	1	3
808	или на	2	3
809	по своим	6	3
810	на первый	1	3
811	людей с	1	3
812	свой смысл	2	3
813	всем его	2	3
814	связано с	3	3
815	можем сказать	1	3
816	творчества в	1	3
817	заключены в	1	3
818	как свои	1	3
819	в этот	1	3
820	к своей	2	3
821	из самого	1	3
822	чего не	1	3
823	романа как	2	3
824	в разных	3	3
825	он сам	1	3
826	на котором	3	3
827	ближе к	1	3
828	привело к	1	3
829	мышления и	6	3
830	рассказа мы	1	3
831	души в	1	3
832	здесь как	3	3
833	которого он	3	3
834	с другими	8	3
835	есть еще	1	3
836	из важнейших	2	3
837	по аналогии	1	3
838	в последних	1	3
839	их от	2	3
840	человеке и	3	3
841	они как	2	3
842	романе в	6	3
843	на другом	1	3
844	поэтическое произведение	1	3
845	бы она	1	3
846	материалом и	1	3
847	в наше	1	3
848	имеет свой	2	3
849	здесь на	1	3
850	потребность в	1	3
851	иметь в	1	3
852	выражается в	1	3
853	его как	3	3
854	он действительно	1	3
855	и самое	3	3
856	заставляет их	1	3
857	героя в	2	3
858	оно было	4	3
859	от нас	2	3
860	в более	2	3
861	в форме	3	3
862	и самая	3	3
863	о самом	1	3
864	обращается к	1	3
865	с такими	1	3
866	применяется к	1	3
867	на их	1	3
868	словами и	1	3
869	к той	1	3
870	нет ничего	1	3
871	то он	1	3
872	в прозе	1	3
873	и содержание	1	3
874	вступает в	2	3
875	и об	1	3
876	форма и	1	3
877	и проч	4	3
878	еще в	1	3
879	не из	2	3
880	мы еще	1	3
881	формы не	1	3
882	этом случае	4	3
883	в последней	1	3
884	он и	1	3
885	этих слов	1	3
886	сказал бы	1	3
887	в таких	1	3
888	внутреннюю форму	3	3
889	этого произведения	1	3
890	это возможно	2	3
891	возможно и	3	3
892	он никогда	2	3
893	но уже	2	3
894	тем более	1	3
895	бы ни	3	3
896	на них	2	3
897	одни и	1	3
898	смысл его	2	3
899	могло быть	1	3
900	лежащая в	2	3
901	толстого в	1	3
902	мы и	2	3
903	случае не	2	3
904	направлений в	1	3
905	которое может	1	3
906	не бывает	1	3
907	ко всем	1	3
908	или во	2	3
909	равно как	1	3
910	дело здесь	1	3
911	его на	2	3
912	всегда в	3	3
913	в точном	1	3
914	и нет	3	3
915	часто в	1	3
916	ним и	2	3
917	между двумя	1	3
918	и остается	3	3
919	быть в	1	3
920	что говорит	1	3
921	какой степени	1	3
922	на почве	6	3
923	этого и	1	3
924	и столь	1	3
925	здесь нет	1	3
926	на язык	2	3
927	собой в	1	3
928	ним в	1	3
929	ни было	2	3
930	души и	1	3
931	чем у	1	3
932	даже на	1	3
933	не была	3	3
934	не о	1	3
935	одним из	5	3
936	быть только	3	3
937	совершенно иное	1	3
938	рассказ не	1	3
939	зрения и	4	3
940	этом как	1	3
941	точек зрения	8	3
942	на которую	1	3
943	поэтический язык	2	3
944	оно конечно	1	3
945	от самого	1	3
946	то ни	1	3
947	личности и	1	3
948	на нем	2	3
949	даже не	1	3
950	из общего	1	3
951	как известно	1	3
952	на который	1	3
953	мы называем	1	3
954	и др	17	3
955	эпохи в	1	3
956	с чем	1	3
957	речи и	4	3
958	бы быть	2	3
959	чаще всего	1	3
960	слова как	8	3
961	особенно легко	1	3
962	и ничего	1	3
963	однако и	2	3
964	как таковой	1	3
965	этой проблемы	1	3
966	героев и	2	3
967	и должно	1	3
968	есть для	2	3
969	романа в	5	3
970	два основных	1	3
971	подходит к	1	3
972	новый смысл	1	3
973	ни о	2	3
974	весь свой	1	3
975	состоит из	1	3
976	дело идет	2	3
977	речь в	2	3
978	которая не	3	3
979	интеллигенции х	1	3
980	связана с	2	3
981	такого рода	2	3
982	к себе	1	3
983	самый этот	2	3
984	не могло	3	3
985	и два	1	3
986	только одна	1	3
987	весь в	1	3
988	а вовсе	4	3
989	они были	3	3
990	фон для	1	3
991	отношению к	2	3
992	что так	1	3
993	действительно не	2	3
994	же не	1	3
995	чем он	2	3
996	слово в	18	3
997	но с	1	3
998	или иначе	2	3
999	а также	5	3
1000	как таковая	1	3
1001	места в	1	3
1002	смерти в	1	3
1003	и оно	2	3
1004	за этой	1	3
1005	поскольку она	1	3
1006	хотя он	1	3
1007	первый план	1	3
1008	оно в	1	3
1009	этот новый	1	3
1010	быть и	6	3
1011	процессе творчества	1	3
1012	совершенно невозможно	1	3
1013	у нее	1	3
1014	которых они	1	3
1015	роман и	7	3
1016	он знает	1	3
1017	в эстетической	1	3
1018	в узком	13	3
1019	и прежде	1	3
1020	мы слышим	1	3
1021	говорит не	1	3
1022	могут иметь	1	2
1023	и ничем	1	2
1024	этого необходимо	1	2
1025	никогда и	1	2
1026	они эти	1	2
1027	произведения она	1	2
1028	только те	1	2
1029	труда и	1	2
1030	не понимать	1	2
1031	роман в	4	2
1032	и такое	1	2
1033	всей ее	1	2
1034	о мире	1	2
1035	есть именно	1	2
1036	в построении	2	2
1037	исходить из	1	2
1038	его романа	1	2
1039	поэтического стиля	6	2
1040	в лирике	1	2
1041	они ни	1	2
1042	от поэзии	1	2
1043	вносят в	2	2
1044	в нескольких	1	2
1045	почти исключительно	1	2
1046	но во	1	2
1047	это его	1	2
1048	поэт должен	1	2
1049	оно как	2	2
1050	не всегда	1	2
1051	существенное значение	1	2
1052	человек имеет	1	2
1053	каждое слово	5	2
1054	на пути	1	2
1055	это необходимо	1	2
1056	отметить что	3	2
1057	точке зрения	2	2
1058	с другим	1	2
1059	во всякой	1	2
1060	признания и	1	2
1061	и вступает	1	2
1062	от них	1	2
1063	раз на	1	2
1064	крайней мере	1	2
1065	или иным	1	2
1066	всего в	1	2
1067	лишь тогда	2	2
1068	все его	4	2
1069	как такового	3	2
1070	он к	1	2
1071	что уже	1	2
1072	татьяны и	1	2
1073	противоречий и	1	2
1074	в монологах	1	2
1075	одному и	2	2
1076	это слово	1	2
1077	в немецкой	1	2
1078	вокруг себя	2	2
1079	словом в	8	2
1080	произведения не	2	2
1081	в практике	1	2
1082	и некоторые	1	2
1083	как по	1	2
1084	перед необходимостью	1	2
1085	возможности в	2	2
1086	авторов в	1	2
1087	без него	1	2
1088	поэтической речи	1	2
1089	данный момент	4	2
1090	и представить	1	2
1091	моментов и	1	2
1092	был не	1	2
1093	вводит в	1	2
1094	той или	13	2
1095	о себе	2	2
1096	слова то	1	2
1097	автора или	2	2
1098	те специфические	1	2
1099	почти на	1	2
1100	речи с	1	2
1101	дана в	1	2
1102	и сказал	1	2
1103	с какой	1	2
1104	самому себе	1	2
1105	бы они	1	2
1106	как сила	1	2
1107	от которых	1	2
1108	с общим	1	2
1109	как автор	1	2
1110	по своей	2	2
1111	его так	3	2
1112	и глубоко	1	2
1113	оставляет в	2	2
1114	приводят к	1	2
1115	к чисто	1	2
1116	до наших	1	2
1117	себе ни	1	2
1118	она построена	1	2
1119	себе как	2	2
1120	самую сущность	1	2
1121	чтобы не	1	2
1122	материал в	2	2
1123	связи и	3	2
1124	жанра и	1	2
1125	в самый	1	2
1126	себе представить	1	2
1127	к художественному	1	2
1128	лежащий в	1	2
1129	произведения это	1	2
1130	с миром	1	2
1131	на те	1	2
1132	романа и	8	2
1133	интерес к	3	2
1134	и слов	1	2
1135	для них	2	2
1136	то с	1	2
1137	два типа	1	2
1138	этого процесса	1	2
1139	и одновременно	2	2
1140	изображения в	3	2
1141	произведение в	1	2
1142	и герой	1	2
1143	жизни в	2	2
1144	вследствие этого	1	2
1145	эта внутренняя	3	2
1146	такая точка	1	2
1147	как один	1	2
1148	тем или	1	2
1149	поэт в	1	2
1150	имеет два	1	2
1151	в художественный	1	2
1152	отнести к	1	2
1153	поэтому когда	1	2
1154	в значительной	6	2
1155	наконец в	5	2
1156	этой работы	1	2
1157	человека от	1	2
1158	а через	1	2
1159	в образах	1	2
1160	не меньше	2	2
1161	и ему	1	2
1162	чем не	1	2
1163	к людям	1	2
1164	он весь	2	2
1165	тени и	1	2
1166	на которые	3	2
1167	в сфере	2	2
1168	новые и	2	2
1169	исключительно на	2	2
1170	еще дальше	1	2
1171	как предмет	4	2
1172	с онегиным	1	2
1173	при этой	1	2
1174	входящих в	1	2
1175	при изображении	1	2
1176	и вызывать	1	2
1177	с каким	2	2
1178	от всякого	2	2
1179	именно к	3	2
1180	и такой	2	2
1181	в свое	3	2
1182	характера но	1	2
1183	которым он	1	2
1184	не поддается	1	2
1185	для всякого	1	2
1186	образ и	1	2
1187	быть отнесены	1	2
1188	или с	1	2
1189	ему только	1	2
1190	в литературе	1	2
1191	его сознание	1	2
1192	различия между	3	2
1193	и всякое	2	2
1194	всегда есть	1	2
1195	которые как	2	2
1196	произведения так	2	2
1197	в драму	1	2
1198	которую оно	1	2
1199	из различных	1	2
1200	на роман	5	2
1201	и со	2	2
1202	и могут	1	2
1203	в условиях	3	2
1204	на возможность	2	2
1205	ему не	2	2
1206	ответ в	1	2
1207	основе его	1	2
1208	но его	1	2
1209	в эпосе	4	2
1210	на задний	1	2
1211	с первым	1	2
1212	и оценка	2	2
1213	с новыми	1	2
1214	героев как	1	2
1215	в начале	1	2
1216	и времени	1	2
1217	время и	3	2
1218	явление в	2	2
1219	вообще не	4	2
1220	конечно совершенно	1	2
1221	или иной	13	2
1222	очень трудно	2	2
1223	человек не	1	2
1224	ведь и	1	2
1225	мы сказали	6	2
1226	как два	1	2
1227	элементов с	1	2
1228	которой все	1	2
1229	поэзии но	2	2
1230	в изучении	1	2
1231	в произведение	2	2
1232	рассказ о	1	2
1233	которая в	1	2
1234	его за	1	2
1235	еще далеко	1	2
1236	которым они	1	2
1237	или нет	1	2
1238	за собой	1	2
1239	подводится под	1	2
1240	он совершенно	1	2
1241	требует от	2	2
1242	определяется и	1	2
1243	он просто	1	2
1244	их не	1	2
1245	поэтический стиль	1	2
1246	необходимый для	1	2
1247	как с	2	2
1248	но у	1	2
1249	к своим	1	2
1250	а иногда	3	2
1251	и свою	1	2
1252	своему герою	1	2
1253	влечет за	1	2
1254	на этой	1	2
1255	даже и	4	2
1256	представления о	1	2
1257	все свои	2	2
1258	согласны с	1	2
1259	наталкивается на	1	2
1260	чем его	1	2
1261	данного литературного	1	2
1262	как оно	3	2
1263	как таковую	1	2
1264	всего что	1	2
1265	всегда и	1	2
1266	его собственной	1	2
1267	поэтом и	1	2
1268	в самое	1	2
1269	это отношение	2	2
1270	входят в	3	2
1271	каждое из	1	2
1272	человеку и	1	2
1273	а следовательно	2	2
1274	и становится	2	2
1275	характер ее	1	2
1276	свои собственные	2	2
1277	другом случае	3	2
1278	и возможности	2	2
1279	которой оно	1	2
1280	элемент в	1	2
1281	на протяжении	3	2
1282	героев в	1	2
1283	и всей	1	2
1284	первом случае	2	2
1285	такая же	2	2
1286	основных и	2	2
1287	узком смысле	13	2
1288	каждом шагу	2	2
1289	с каждым	1	2
1290	они в	2	2
1291	не от	1	2
1292	здесь уже	2	2
1293	этими двумя	1	2
1294	преимущественно в	4	2
1295	эта форма	3	2
1296	п то	1	2
1297	между этими	3	2
1298	смысле и	1	2
1299	следовательно и	4	2
1300	внести в	1	2
1301	не был	2	2
1302	для правильного	1	2
1303	образом с	1	2
1304	находит свое	1	2
1305	так или	1	2
1306	так называемые	1	2
1307	не приходится	2	2
1308	прозе и	1	2
1309	очень мало	1	2
1310	в которое	1	2
1311	в особый	2	2
1312	друг другу	2	2
1313	это ощущение	1	2
1314	бы оно	1	2
1315	мы смотрим	1	2
1316	есть от	2	2
1317	он создает	1	2
