N	2gram	Tiupa_Narr	Komedia
412	один и	1	3
413	на них	1	3
414	и потому	2	3
415	а как	1	3
416	она не	2	3
417	не с	3	3
418	таким же	1	3
419	в рамках	12	3
420	числе и	4	3
421	они не	2	3
422	будто бы	3	3
423	и самого	3	3
424	все еще	1	3
425	является ли	1	3
426	становится в	1	3
427	вплоть до	2	3
428	с которыми	1	2
429	в настоящем	1	2
430	еще раз	1	2
431	лет назад	1	2
432	более что	1	2
433	говорит о	2	2
434	те же	4	2
435	не как	2	2
436	что произошло	1	2
437	точно так	2	2
438	одному из	1	2
439	начала х	1	2
440	за которым	1	2
441	из многочисленных	2	2
442	ей в	1	2
443	связь с	1	2
444	встречается в	2	2
445	ни одна	1	2
446	два фрагмента	1	2
447	как об	1	2
448	последний из	1	2
449	на земле	1	2
450	зрения на	2	2
451	в ноги	1	2
452	принадлежат к	1	2
453	отношению ко	1	2
454	к самому	2	2
455	в собственном	2	2
456	после обеда	1	2
457	как только	1	2
458	на первый	2	2
459	героя или	1	2
460	и третий	1	2
461	не могли	1	2
462	она могла	1	2
463	в противоположность	2	2
464	не должен	1	2
465	интриги в	3	2
466	и формы	1	2
467	в средствах	1	2
468	как от	1	2
469	что все	1	2
470	еще одна	3	2
471	к ее	1	2
472	образом на	1	2
473	намек на	1	2
474	то в	6	2
475	первом случае	2	2
476	х гг	1	2
477	но еще	1	2
478	почему в	1	2
479	о матери	3	2
480	и сама	1	2
481	с другими	1	2
482	к жизни	1	2
483	отношения между	1	2
484	в конечном	3	2
485	очевидно что	1	2
486	было ясно	2	2
487	подобно тому	2	2
488	из четырех	1	2
489	его жизни	2	2
490	представляется нам	1	2
491	служит для	1	2
492	перемены в	1	2
493	точек зрения	2	2
494	в смысле	1	2
495	особо следует	1	2
496	за другой	1	2
497	пребывания в	1	2
498	времени а	1	2
499	выступает в	2	2
500	в уста	1	2
501	однако и	1	2
502	с матерью	1	2
503	мы уже	1	2
504	со многими	1	2
505	совсем не	1	2
506	состояние текста	1	2
507	на свой	2	2
508	на чем	2	2
509	в детстве	5	2
510	если же	1	2
511	и является	1	2
512	или может	1	2
513	теми же	1	2
514	в общем	1	2
515	с ее	3	2
516	не будет	3	2
517	образом и	1	2
518	в состав	1	2
519	самым существенным	1	2
520	них в	1	2
521	имело место	1	2
522	его из	1	2
523	живет в	1	2
524	должна быть	2	2
525	с такой	1	2
526	и при	1	2
527	сводится к	3	2
528	перед ними	1	2
529	со всеми	1	2
530	этой точки	2	2
531	этом смысле	1	2
532	жизни в	3	2
533	себя и	2	2
534	о котором	1	2
535	в известном	2	2
536	к другому	2	2
537	внимание что	1	2
538	не входит	1	2
539	перед нами	4	2
540	он еще	1	2
541	быть не	1	2
542	а может	1	2
543	и до	2	2
544	вот этот	1	2
545	известной степени	1	2
546	между людьми	1	2
547	персонажи не	1	2
548	нем не	1	2
549	событий в	2	2
550	от которой	1	2
551	который по	3	2
552	во втором	4	2
553	здесь не	4	2
554	для обозначения	1	2
555	но это	1	2
556	только потому	1	2
557	во времени	8	2
558	дает нам	1	2
559	в свое	1	2
560	имя которого	2	2
561	мир в	1	2
562	основе своей	4	2
563	для него	2	2
564	того что	2	2
565	в литературе	2	2
566	о нем	4	2
567	где он	1	2
568	в полном	2	2
569	однако она	1	2
570	от всех	2	2
571	а о	1	2
572	текста не	1	2
573	из персонажей	1	2
574	это еще	1	2
575	юноши в	1	2
576	этом что	1	2
577	понимать как	1	2
578	свидетельствуют о	1	2
579	случаях когда	1	2
580	все эти	2	2
581	на фоне	1	2
582	и со	1	2
583	свидетельствует не	1	2
584	особенно в	3	2
585	не все	5	2
586	мере в	1	2
587	в форме	5	2
588	чтобы сделать	1	2
589	к одному	1	2
590	сюжета в	2	2
591	и тех	1	2
592	и только	2	2
593	как же	1	2
594	как уже	1	2
595	тому как	2	2
596	мы узнаем	1	2
597	дело не	1	2
598	в судьбе	1	2
599	и может	1	2
600	не знаю	1	2
601	свою жизнь	1	2
602	тем самым	6	2
603	как не	1	2
604	ему было	1	2
605	человека с	1	2
606	самую суть	1	2
607	с человеком	2	2
608	могло быть	1	2
609	это дает	1	2
610	сюжетная схема	1	2
611	себе не	2	2
612	действующими лицами	1	2
613	в случае	7	2
614	ни был	1	2
615	может сообщить	1	1
616	время было	1	1
617	является в	1	1
618	было показано	1	1
619	отношении но	1	1
620	мы и	1	1
621	признать вполне	1	1
622	не понимает	1	1
623	рассказ о	1	1
624	собравшихся в	1	1
625	ли его	1	1
626	и ему	1	1
627	ни столь	2	1
628	за всех	1	1
629	двух наиболее	1	1
630	с появлением	1	1
631	в различных	1	1
632	чего его	1	1
633	полное забвение	1	1
634	над ними	1	1
635	ни слова	1	1
636	и действиях	1	1
637	почти полное	1	1
638	этом качестве	1	1
639	как было	3	1
640	в ногах	1	1
641	две другие	1	1
642	от одного	2	1
643	только когда	1	1
644	мысль о	1	1
645	концом в	1	1
646	знаю его	1	1
647	облике и	1	1
648	фрагменты в	1	1
649	с не	1	1
650	как таковой	1	1
651	а именно	3	1
652	монолог в	1	1
653	собой не	2	1
654	жили в	1	1
655	герой в	1	1
656	отличается от	4	1
657	две половины	1	1
658	которым можно	2	1
659	которое не	1	1
660	историю в	1	1
661	все их	2	1
662	своему герою	1	1
663	первый взгляд	2	1
664	представляла собой	1	1
665	всего они	1	1
666	только благодаря	1	1
667	в данном	5	1
668	шире и	1	1
669	причиной его	1	1
670	своей природе	1	1
671	текста это	1	1
672	мы увидим	1	1
673	в новом	1	1
674	входит в	1	1
675	в античности	1	1
676	зрения одного	1	1
677	что никогда	1	1
678	отрыве от	1	1
679	совершенно очевидно	2	1
680	уходом в	1	1
681	героя в	8	1
682	узнаем о	1	1
683	положений и	1	1
684	особое место	1	1
685	этого жанра	1	1
686	некоторых деталей	1	1
687	не обязательно	3	1
688	значительной степени	2	1
689	его по	2	1
690	на своего	1	1
691	не что	2	1
692	является как	1	1
693	всех без	1	1
694	отметить что	1	1
695	точке зрения	1	1
696	делятся на	1	1
697	людей так	1	1
698	уже более	1	1
699	конкретной ситуации	1	1
700	казалось что	5	1
701	однако эти	1	1
702	с тематическим	1	1
703	с рассказом	2	1
704	тезис в	1	1
705	чего он	1	1
706	его устранения	1	1
707	в опознании	1	1
708	сюжета или	1	1
709	существенного значения	1	1
710	в текст	1	1
711	именно с	1	1
712	оказывается уже	1	1
713	этот момент	1	1
714	уже по	1	1
715	в облике	1	1
716	и открывает	1	1
717	в системе	1	1
718	превратился в	1	1
719	не представляется	1	1
720	которой в	1	1
721	строго говоря	1	1
722	каков бы	1	1
723	но сама	2	1
724	у аристотеля	1	1
725	существенно меняет	1	1
726	в чужой	2	1
727	не происходит	1	1
728	и представляет	2	1
729	многочисленных примеров	1	1
730	нему в	1	1
731	и совершенно	1	1
732	той мере	1	1
733	следует отметить	2	1
734	по длительности	1	1
735	не противоречит	1	1
736	как такового	1	1
737	от его	1	1
738	что иное	2	1
739	еще раньше	1	1
740	деревья и	1	1
741	и больше	1	1
742	на том	3	1
743	внимание на	1	1
744	время в	2	1
745	его характера	1	1
746	вызвано тем	1	1
747	рамках этой	2	1
748	конца в	1	1
749	начала и	1	1
750	но поскольку	1	1
751	и чрезвычайно	1	1
752	чувствовала себя	1	1
753	жизнь он	1	1
754	с нею	1	1
755	прошлом году	2	1
756	имеем дело	2	1
757	которого он	2	1
758	в ситуации	1	1
759	от начала	1	1
760	согласно которой	1	1
761	можно выявить	1	1
762	и никакой	2	1
763	не удается	1	1
764	уже была	1	1
765	уже говорилось	1	1
766	в третьем	3	1
767	видит в	1	1
768	то она	2	1
769	если оно	1	1
770	отцов и	1	1
771	во всей	2	1
772	всех его	2	1
773	не нуждается	1	1
774	он оказывается	1	1
775	быть только	1	1
776	или хотя	1	1
777	происходит и	2	1
778	человек и	1	1
779	он ни	1	1
780	не кто	1	1
781	следует понимать	1	1
782	поэтической речи	1	1
783	без которого	1	1
784	выступать в	1	1
785	и оказывается	1	1
786	людьми и	1	1
787	что как	1	1
788	он сам	2	1
789	той или	4	1
790	в русской	1	1
791	складывается из	2	1
792	в заключительном	1	1
793	именно как	1	1
794	могли бы	1	1
795	о себе	1	1
796	но как	2	1
797	лица и	2	1
798	развития интриги	1	1
799	свою жизненную	1	1
800	о воцарении	1	1
801	не сводится	2	1
802	в интригу	1	1
803	где бы	1	1
804	которых в	1	1
805	о прошлом	2	1
806	что нет	2	1
807	героя и	4	1
808	не составляет	1	1
809	игра случая	1	1
810	картины мира	5	1
811	событие как	1	1
812	другом и	2	1
813	от конца	1	1
814	при отсутствии	1	1
815	оснований для	1	1
816	в область	2	1
817	одним словом	1	1
818	но зато	1	1
819	кого из	1	1
820	и определяет	1	1
821	главного героя	2	1
822	иметь в	1	1
823	проблем в	1	1
824	дела и	1	1
825	имеет для	1	1
826	в современной	1	1
827	предложения как	1	1
828	к рассказу	1	1
829	это может	1	1
830	над ним	1	1
831	а от	1	1
832	однако если	1	1
833	по домам	1	1
834	типов или	1	1
835	так называемого	1	1
836	тот или	1	1
837	и очевидно	1	1
838	крайней мере	1	1
839	то по	1	1
840	всех кто	1	1
841	его как	2	1
842	и др	2	1
843	и ставит	1	1
844	которое мы	1	1
845	о других	1	1
846	она здесь	1	1
847	мы будем	1	1
848	ей не	2	1
849	до наших	1	1
850	бы быть	3	1
851	о роли	1	1
852	речи и	1	1
853	и отсутствие	1	1
854	в трактовке	1	1
855	или иного	2	1
856	в него	1	1
857	случае его	1	1
858	одного и	1	1
859	встречающихся в	1	1
860	бурного развития	1	1
861	не отличается	2	1
862	и сами	1	1
863	любви и	1	1
864	в особенности	4	1
865	как отец	1	1
866	из опыта	1	1
867	там они	1	1
868	себе самом	2	1
869	необходимым для	1	1
870	в последующих	1	1
871	он уже	2	1
872	в столь	1	1
873	ряд фрагментов	1	1
874	они и	2	1
875	друга в	1	1
876	то есть	19	1
877	что слова	1	1
878	жизни а	2	1
879	того кому	1	1
880	в специальном	1	1
881	существенным образом	2	1
882	обладает всеми	1	1
883	вместе со	1	1
884	сам по	1	1
885	его собственным	1	1
886	не требует	1	1
887	времени когда	1	1
888	бы между	1	1
889	акта в	1	1
890	один человек	2	1
891	событие о	1	1
892	поэтому и	1	1
893	кто не	1	1
894	все то	2	1
895	приобретает в	1	1
896	с таким	1	1
897	о своей	2	1
898	себя с	1	1
899	претендует на	1	1
900	с еще	1	1
901	случае же	1	1
902	человека как	1	1
903	затем следует	1	1
904	можно назвать	1	1
905	в памяти	2	1
906	что могло	1	1
907	это сообщение	1	1
908	у читателя	1	1
909	в слове	1	1
910	не такое	1	1
911	может не	3	1
912	данном случае	4	1
913	при всех	2	1
914	к категории	1	1
915	говорить и	1	1
916	всей своей	2	1
917	во сне	1	1
918	в художественном	1	1
919	по крайней	1	1
920	жизни мы	1	1
921	жизненную позицию	2	1
922	который и	1	1
923	свое время	1	1
924	вспоминать о	1	1
925	гг в	1	1
926	типов но	1	1
927	призывают к	1	1
928	представляется возможным	1	1
929	в конкретной	1	1
930	не видеть	1	1
931	вытекает из	1	1
932	жизненным опытом	1	1
933	что ей	1	1
934	и главное	1	1
935	нечто большее	1	1
936	в роли	2	1
937	совпадает с	1	1
938	в значительной	2	1
939	в понятие	1	1
940	и тогда	1	1
941	традиционных типов	1	1
942	не у	1	1
943	этом даже	1	1
944	не могло	2	1
945	какую бы	1	1
946	от других	1	1
947	на мать	1	1
948	в мир	1	1
949	взгляда на	1	1
950	случае с	1	1
951	человека к	1	1
952	в совершенно	1	1
953	птиц в	1	1
954	их между	1	1
955	например на	1	1
956	но без	2	1
957	это же	1	1
958	без участия	1	1
959	к двум	1	1
960	быть сформулирована	1	1
961	единственный в	1	1
962	начиная с	1	1
963	в самую	2	1
964	задачу данной	1	1
965	игравшие на	1	1
966	нельзя было	1	1
967	только здесь	1	1
968	он может	1	1
969	этого слова	2	1
970	этом свидетельствует	1	1
971	всего к	1	1
972	свою силу	1	1
973	если первое	1	1
974	по происхождению	1	1
975	культурной жизни	1	1
976	появляется в	1	1
977	ее содержание	1	1
978	нельзя сказать	1	1
979	точку зрения	4	1
980	обратиться к	1	1
981	текста в	2	1
982	в толпе	1	1
983	жизни но	2	1
984	будто он	3	1
985	не знают	1	1
986	главного персонажа	2	1
987	литературе нового	1	1
988	тогда в	2	1
989	то они	2	1
990	постольку поскольку	2	1
991	вокруг него	2	1
992	ему что	1	1
993	различие между	2	1
994	ни с	1	1
995	свидетельствует о	1	1
996	и того	2	1
997	далеком прошлом	1	1
998	не будем	1	1
999	тому чтобы	1	1
1000	чего не	1	1
1001	культуры в	1	1
1002	относительно которых	1	1
1003	деле не	1	1
1004	тоже в	1	1
1005	во внешнем	2	1
1006	это ощущение	1	1
1007	как у	1	1
1008	может показаться	1	1
1009	поведения в	2	1
1010	имеет значения	1	1
1011	на самом	1	1
1012	со словами	2	1
1013	чем он	1	1
1014	о ее	1	1
1015	ко второму	1	1
1016	что первое	1	1
1017	сюжетную схему	1	1
1018	наших дней	1	1
1019	этом не	1	1
1020	живущих на	1	1
1021	дело в	1	1
1022	та же	2	1
1023	здесь также	1	1
1024	было без	2	1
1025	была предпринята	1	1
1026	что этот	1	1
1027	лишний раз	1	1
1028	или даже	2	1
1029	впечатление как	1	1
1030	общественных отношений	1	1
1031	мира и	2	1
1032	не от	2	1
1033	на одном	1	1
1034	широкое распространение	1	1
1035	эпизод в	1	1
1036	принципиальное различие	1	1
1037	но уже	1	1
1038	они лишь	1	1
1039	связей между	1	1
1040	вследствие чего	2	1
1041	действующие лица	1	1
1042	как результат	1	1
1043	в юности	2	1
1044	текста первый	1	1
1045	того или	2	1
1046	идет по	2	1
1047	мира как	1	1
1048	равно что	1	1
1049	как ни	2	1
1050	число таких	1	1
1051	напомнить что	1	1
1052	о смерти	1	1
1053	чего нельзя	1	1
1054	за все	1	1
1055	появления на	1	1
1056	ни один	1	1
1057	также и	1	1
1058	о возможности	1	1
1059	но всегда	1	1
1060	однако ни	1	1
1061	с совершенно	1	1
1062	опоры на	1	1
1063	вопрос как	1	1
1064	быть и	1	1
1065	в характере	1	1
1066	эпизода как	1	1
1067	сам текст	1	1
1068	в прошлом	3	1
1069	высказывания в	6	1
1070	в нашей	1	1
1071	что доставляет	1	1
1072	о действительно	1	1
1073	самую сущность	1	1
1074	как то	1	1
1075	первые два	2	1
1076	преданий о	1	1
1077	зрителя в	1	1
1078	является однако	1	1
1079	в отрыве	1	1
1080	бы достаточно	1	1
1081	в книге	1	1
1082	определена как	1	1
1083	по всей	2	1
1084	в тексте	16	1
1085	на путь	1	1
1086	само по	1	1
1087	жил в	1	1
1088	того кого	1	1
1089	как для	1	1
1090	в понимании	1	1
1091	фоне которых	1	1
1092	в ходе	1	1
1093	можно сказать	5	1
1094	организации текста	2	1
1095	говорилось выше	1	1
1096	этом и	1	1
1097	по аналогии	1	1
1098	в людях	1	1
1099	или иной	5	1
1100	и дедов	1	1
1101	и прежде	1	1
1102	не желая	1	1
1103	но о	3	1
1104	этого понятия	2	1
1105	свою речь	1	1
1106	их на	1	1
1107	в изложении	1	1
1108	человек не	1	1
1109	может и	1	1
1110	не отражает	1	1
1111	таковой и	1	1
1112	место из	1	1
1113	именно это	2	1
1114	и ничего	1	1
1115	и наконец	1	1
1116	иное как	2	1
1117	без помощи	1	1
1118	возможна только	1	1
