N	2gram	Vygotskiy_	Sovremen
190	жизни но	3	1
191	во всех	6	1
192	биологическом значении	1	1
193	все они	2	1
194	только одно	1	1
195	бы то	1	1
196	которые в	2	1
197	совершенно иными	1	1
198	поскольку она	1	1
199	они все	1	1
200	с двух	1	1
201	этого и	1	1
202	объяснить нам	1	1
203	что один	1	1
204	это и	7	1
205	его и	2	1
206	этом случае	2	1
207	и составляет	4	1
208	только не	5	1
209	каждый элемент	2	1
210	том случае	1	1
211	влечет за	2	1
212	образом все	2	1
213	а потому	1	1
214	то он	2	1
215	человека в	3	1
216	но как	3	1
217	в окончательном	1	1
218	только из	1	1
219	не является	3	1
220	в данном	4	1
221	до сих	9	1
222	не хотим	1	1
223	только к	1	1
224	за шагом	1	1
225	что задача	2	1
226	бы к	1	1
227	принадлежит только	1	1
228	еще раз	2	1
229	и более	1	1
230	то этим	1	1
231	осуществляется в	2	1
232	та же	6	1
233	по преимуществу	2	1
234	пор в	1	1
235	вытекает из	2	1
236	мы постараемся	1	1
237	заложена в	1	1
238	в действительности	2	1
239	все три	2	1
240	в любом	1	1
241	его мнению	4	1
242	действия в	2	1
243	через несколько	2	1
244	как дальше	1	1
245	что иное	2	1
246	оно конечно	1	1
247	видим что	5	1
248	в процессе	1	1
249	данном случае	4	1
250	в очень	1	1
251	в какой-нибудь	1	1
252	ли это	3	1
253	связи с	2	1
254	здесь нет	1	1
255	этот процесс	1	1
256	если в	1	1
257	и эту	3	1
258	на язык	2	1
259	указать на	1	1
260	это последнее	1	1
261	должно быть	6	1
262	мы уже	7	1
263	это как	2	1
264	человек и	1	1
265	трагической катастрофы	1	1
266	почти не	2	1
267	с и	11	1
268	раз из	1	1
269	в первый	1	1
270	для ее	4	1
271	его с	2	1
272	идет о	1	1
273	она не	1	1
274	наших целей	1	1
275	в течение	2	1
276	на ее	1	1
277	чтобы он	2	1
278	она в	1	1
279	мало изученной	1	1
280	но еще	3	1
281	ним и	1	1
282	одной стороны	15	1
283	шаг за	1	1
284	все свои	1	1
285	и ни	4	1
286	фактор который	1	1
287	на другой	2	1
288	это то	1	1
289	главах мы	1	1
290	ничто не	1	1
291	и другую	3	1
292	одна и	2	1
293	но такая	1	1
294	мы имеем	10	1
295	и у	1	1
296	для наших	1	1
297	быть в	1	1
298	и речи	1	1
299	в другом	3	1
300	совсем не	3	1
301	несмотря на	5	1
302	это только	5	1
303	том как	1	1
304	заключают в	1	1
305	каждому элементу	1	1
306	мы всегда	2	1
307	не быть	1	1
308	остается еще	4	1
309	построения в	1	1
310	в ней	5	1
311	которых он	3	1
312	из всех	1	1
313	поэтому совершенно	2	1
314	мы очень	2	1
315	ни было	1	1
316	элементов и	1	1
317	что эта	8	1
318	мы опять	1	1
319	своими собственными	2	1
320	человека как	1	1
321	а может	1	1
322	это значит	2	1
323	хотя и	1	1
324	он называет	1	1
325	с другой	12	1
326	обычно на	1	1
327	с ним	4	1
328	другом мы	1	1
329	это уже	1	1
330	на которых	2	1
331	что вся	3	1
332	он не	10	1
333	может объяснить	1	1
334	кроме того	1	1
335	и из	3	1
336	за собой	1	1
337	и т.п	1	1
338	и той	4	1
339	проделать над	2	1
340	не соответствует	1	1
341	одной и	4	1
342	центральный вопрос	1	1
343	какой бы	3	1
344	не будет	3	1
345	она дает	1	1
346	что с	8	1
347	те же	3	1
348	те или	1	1
349	что дело	3	1
350	не материальная	1	1
351	а затем	2	1
352	с физическими	1	1
353	красоты в	1	1
354	мы в	3	1
355	как у	1	1
356	увидим что	13	1
357	и вся	4	1
358	совпадают с	2	1
359	только на	4	1
360	но они	2	1
361	в отдельном	1	1
362	и их	3	1
363	или иные	1	1
364	и всегда	1	1
365	быть поняты	1	1
366	его осуществления	1	1
367	остановиться на	1	1
368	все что	1	1
369	не приходится	1	1
370	и та	5	1
371	для своего	2	1
372	для объяснения	1	1
373	и при	3	1
374	совершенно невозможно	2	1
375	в известном	2	1
376	на самом	9	1
377	здесь в	2	1
378	на которой	1	1
379	только тот	1	1
380	что каждый	1	1
381	для них	1	1
382	но каким	1	1
383	определенным образом	1	1
384	можно было	6	1
385	разобраться в	1	1
386	ни в	5	1
387	значит он	1	1
388	от другого	1	1
389	но только	3	1
390	как всякая	1	1
391	другую и	1	1
392	и от	2	1
393	в начале	1	1
394	нами в	2	1
395	быть таким	1	1
396	факт что	8	1
397	по отношению	3	1
398	еще в	2	1
399	и наш	1	1
400	этого объяснения	1	1
401	утверждает что	6	1
402	стороны и	5	1
403	роль играет	1	1
404	конечно не	3	1
405	и тот	2	1
406	но что	3	1
407	только в	12	1
408	должны мы	1	1
409	тот факт	6	1
410	в совершенно	6	1
411	которая не	1	1
412	отличать от	1	1
413	этот вопрос	6	1
414	все равно	3	1
415	различия между	2	1
416	же время	2	1
417	и может	3	1
418	так же	19	1
419	его в	2	1
420	не почему	1	1
421	перед глазами	1	1
422	должен был	7	1
423	в конечном	2	1
424	чем в	3	1
425	жизни оно	1	1
426	в своих	9	1
427	например при	1	1
428	не представляет	1	1
429	не было	2	1
430	два направления	1	1
431	как например	2	1
432	без всяких	1	1
433	мы вправе	4	1
434	с его	6	1
435	наука не	1	1
436	организма в	1	1
437	один из	9	1
438	и всюду	1	1
439	на это	3	1
440	если бы	21	1
441	всех трех	3	1
442	не знает	2	1
443	или в	6	1
444	заключает в	7	1
445	на которые	2	1
446	очень мало	1	1
447	должны еще	1	1
448	ни одного	5	1
449	ничего общего	1	1
450	это означало	1	1
451	образом если	2	1
452	равно как	2	1
453	ни о	2	1
454	без остатка	1	1
455	элемента в	2	1
456	промежуток времени	1	1
457	можем поставить	1	1
458	подвести итоги	1	1
459	их и	1	1
460	путем и	1	1
461	что его	2	1
462	в пьесе	3	1
463	другой день	1	1
464	в эту	2	1
465	результате мы	1	1
466	так называемый	1	1
467	нам это	1	1
468	вообще и	1	1
469	мы говорим	1	1
470	но эта	1	1
471	для каждого	1	1
472	дело в	4	1
473	крайней мере	1	1
474	держится на	1	1
475	во многом	1	1
476	сами по	2	1
477	ее объяснения	1	1
478	одного из	1	1
479	природы и	1	1
480	же как	4	1
481	по существу	4	1
482	сказать что	14	1
483	и эта	2	1
484	быть только	1	1
485	в ту	2	1
486	жизни как	1	1
487	допустим что	1	1
488	но для	1	1
489	это сравнение	1	1
490	и начало	1	1
491	организма но	1	1
492	xviii века	1	1
493	именно в	9	1
494	уже на	1	1
495	не составляют	1	1
496	что наш	1	1
497	и действительно	2	1
498	такое же	1	1
499	и до	4	1
500	но никогда	1	1
501	представление о	1	1
502	конечном счете	2	1
503	это делает	3	1
504	виде и	2	1
505	и животного	1	1
506	благодаря этому	1	1
507	соответствует только	1	1
508	обратимся к	1	1
509	другую сторону	1	1
510	отношению к	2	1
511	в основу	6	1
512	одной из	2	1
513	его поступками	1	1
514	в своем	12	1
515	хотим сказать	1	1
516	к процессам	1	1
517	в корне	2	1
518	совершенно невозможным	1	1
519	она и	1	1
520	то чем	1	1
521	уже знаем	1	1
522	на другую	1	1
523	но ведь	2	1
524	что следовательно	2	1
525	этом смысле	4	1
526	на поверхности	2	1
527	в какой	5	1
528	означало бы	1	1
529	не важно	1	1
530	на роли	1	1
531	между ними	2	1
532	необходимо для	1	1
533	мы будем	3	1
534	конечно совершенно	1	1
535	эти три	3	1
536	мы помним	1	1
537	может стать	1	1
538	же в	3	1
539	том что	46	1
540	и производит	1	1
541	рядом с	6	1
542	в одинаковой	1	1
543	эта машина	1	1
544	и прежде	1	1
545	на эту	1	1
546	можем сказать	1	1
547	это просто	1	1
548	но не	9	1
549	так в	4	1
550	но этим	1	1
551	должны признать	2	1
552	но если	3	1
553	здесь и	1	1
554	сказать ничего	1	1
555	они не	3	1
556	по себе	13	1
557	он сам	1	1
558	оно может	2	1
559	не имеет	2	1
560	при каких	1	1
561	их на	1	1
562	и могут	1	1
563	со сцены	1	1
564	к этому	5	1
565	бы ее	1	1
566	биологическое значение	2	1
567	и сделал	1	1
568	в такой	1	1
569	все более	1	1
570	там где	6	1
571	он ставит	2	1
572	и значит	1	1
573	в то	6	1
574	и только	5	1
575	один и	1	1
576	мы имели	2	1
577	по его	5	1
578	другое дело	1	1
579	является ли	2	1
580	просто не	1	1
581	это совершенно	4	1
582	является только	1	1
583	должны искать	1	1
584	этой области	1	1
585	именно эта	2	1
586	по самому	2	1
587	и следовательно	3	1
588	или нет	1	1
589	но это	2	1
590	для чего	4	1
591	независимо от	1	1
592	когда в	2	1
593	оно имеет	1	1
594	но уже	2	1
595	и для	13	1
596	есть то	2	1
597	нас на	1	1
598	что свои	1	1
599	с ее	1	1
600	при которых	1	1
601	не из	2	1
602	не что	2	1
603	и это	13	1
604	точка зрения	4	1
605	того же	5	1
606	от фактов	1	1
607	все время	44	1
608	нет в	2	1
609	и если	13	1
610	не принимает	1	1
611	и развития	1	1
612	для нашей	2	1
613	только о	2	1
614	должен быть	3	1
615	и его	10	1
616	другое направление	1	1
617	уже совершенно	4	1
618	которых нет	1	1
619	вовсе не	8	1
620	заставляя его	1	1
621	цель а	1	1
622	и свою	1	1
623	затем на	1	1
624	о том	24	1
625	сих пор	9	1
626	в заключение	1	1
627	есть не	7	1
628	и вообще	2	1
629	мысли в	1	1
630	по крайней	1	1
631	самое в	2	1
632	иное как	2	1
633	или так	1	1
634	нечто совсем	1	1
635	от различных	1	1
636	зрения и	1	1
637	и нет	1	1
638	нам только	4	1
639	вот пример	1	1
640	см и	1	1
641	к другому	2	1
642	элемента из	1	1
643	к нему	1	1
644	никогда не	15	1
645	той или	2	1
646	исходным пунктом	1	1
647	на них	3	1
