N	2gram	Bakhtin_KF	Literetu
216	со всеми	2	4
217	от своего	1	4
218	и все	9	4
219	отношения к	1	4
220	приводит к	1	4
221	бы не	3	4
222	все они	2	4
223	нет ничего	1	4
224	ни к	2	4
225	совершенно не	7	4
226	не является	1	4
227	более чем	1	4
228	в свою	3	4
229	на том	1	4
230	но лишь	7	4
231	одной из	1	4
232	жизнь как	6	4
233	но это	6	4
234	жизни не	1	4
235	как к	2	4
236	со мной	7	4
237	в единственном	10	4
238	для нас	4	4
239	на его	1	4
240	для которого	3	4
241	вовсе не	7	4
242	ко всему	5	4
243	не могу	3	4
244	но при	1	4
245	во второй	1	4
246	а по	2	4
247	такой же	1	4
248	на то	1	4
249	себе самому	1	4
250	нуждается в	1	4
251	какого бы	1	3
252	все что	1	3
253	в душе	1	3
254	же и	1	3
255	мысли и	1	3
256	в этих	1	3
257	по себе	2	3
258	с действительностью	1	3
259	в первом	1	3
260	мысль о	1	3
261	нет в	4	3
262	действительную жизнь	1	3
263	мира и	4	3
264	себе самой	1	3
265	найти себя	1	3
266	и того	2	3
267	вопрос о	2	3
268	превращается в	1	3
269	себе в	1	3
270	свою очередь	1	3
271	не становится	1	3
272	живой жизни	1	3
273	и культуры	1	3
274	с ним	5	3
275	не просто	1	3
276	говорить о	2	3
277	она и	1	3
278	сознание в	1	3
279	а с	2	3
280	а за	1	3
281	сознания не	2	3
282	мне в	4	3
283	не есть	22	3
284	во главе	2	3
285	в чем	4	3
286	а для	2	3
287	той или	3	3
288	всех своих	4	3
289	но как	5	3
290	но только	1	3
291	ту или	1	3
292	над ним	1	3
293	не раз	1	3
294	ответственность за	2	3
295	в первой	1	3
296	и от	1	3
297	я люблю	1	3
298	там где	5	3
299	себе как	2	3
300	должна быть	4	3
301	был бы	3	3
302	ним и	3	3
303	это уже	2	3
304	из которых	2	3
305	путь а	1	3
306	в отношении	1	3
307	если не	2	3
308	если бы	8	3
309	с ней	1	3
310	они не	1	3
311	не имеет	6	3
312	вследствие этого	2	3
313	всей своей	2	3
314	ничего общего	2	3
315	своей жизни	1	3
316	бы и	3	3
317	того чтобы	2	3
318	относится к	1	3
319	из его	3	3
320	и уже	1	3
321	не могло	1	3
322	отношении к	2	3
323	и до	1	3
324	в истории	1	3
325	а во	1	3
326	в этот	1	3
327	субъектом и	1	3
328	том же	1	3
329	в сознании	2	3
330	здесь не	3	3
331	к предмету	1	3
332	всяком случае	1	3
333	тот же	3	3
334	ничего не	3	3
335	о нем	4	3
336	с чем	1	3
337	ее в	1	3
338	на самом	3	3
339	сознания и	3	3
340	или иную	1	3
341	все равно	1	3
342	этого не	1	3
343	дело в	2	3
344	в ту	2	3
345	а то	1	3
346	в действительности	1	3
347	в какой	1	3
348	я стал	1	3
349	все эти	11	3
350	за его	1	3
351	сказать и	1	3
352	и потому	2	3
353	отказа от	1	3
354	а к	1	3
355	на один	1	3
356	также и	1	3
357	не по	4	3
358	субъекта в	1	3
359	я только	1	3
360	бытия в	5	3
361	когда он	1	3
362	сознания для	1	3
363	и иных	1	3
364	еще на	1	3
365	же самое	1	3
366	отношение к	6	3
367	и о	1	3
368	во всем	7	2
369	практически не	1	2
370	от него	3	2
371	весь мой	1	2
372	своем я	1	2
373	для меня	22	2
374	можно и	2	2
375	эта мысль	1	2
376	тем как	3	2
377	него в	1	2
378	в результате	1	2
379	разобщения и	1	2
380	целом как	2	2
381	их не	1	2
382	мысль каждый	1	2
383	вне себя	1	2
384	здесь я	1	2
385	к бытию	1	2
386	субъекта не	1	2
387	поскольку он	3	2
388	в это	2	2
389	мир и	1	2
390	определяется не	1	2
391	сам же	1	2
392	сделать в	1	2
393	действительности в	2	2
394	книге о	1	2
395	в котором	24	2
396	раз и	2	2
397	не отменяет	1	2
398	только как	4	2
399	с другим	4	2
400	действительного мира	6	2
401	не об	1	2
402	значительной степени	1	2
403	уже и	1	2
404	еще более	2	2
405	не я	3	2
406	всего что	1	2
407	и себя	1	2
408	и эстетического	1	2
409	пока еще	1	2
410	освободиться от	1	2
411	друг для	1	2
412	в контексте	5	2
413	могло бы	4	2
414	быть в	4	2
415	путь от	1	2
416	эстетическому субъекту	2	2
417	слово не	3	2
418	по поводу	1	2
419	нам остается	1	2
420	для этой	3	2
421	я другой	1	2
422	гораздо более	2	2
423	к нему	12	2
424	только не	1	2
425	и мы	2	2
426	и автора	1	2
427	к человеку	1	2
428	это будет	1	2
429	для которой	3	2
430	бытия не	2	2
431	культуры на	1	2
432	и сама	1	2
433	не от	1	2
434	но он	1	2
435	между субъектом	1	2
436	быть только	8	2
437	в эстетическом	4	2
438	тому что	2	2
439	не остается	2	2
440	человек и	2	2
441	в живом	1	2
442	себя как	2	2
443	сознания как	2	2
444	я есть	1	2
445	а только	1	2
446	индивидуальную ответственность	1	2
447	не был	1	2
448	остается в	1	2
449	если оно	1	2
450	данный момент	3	2
451	лишь при	3	2
452	нового времени	1	2
453	я должен	7	2
454	не тот	1	2
455	кажется что	2	2
456	на нем	2	2
457	всех других	2	2
458	и эстетический	2	2
459	целом и	3	2
460	культуры и	5	2
461	и каждый	1	2
462	человека и	3	2
463	что может	1	2
464	мысль в	1	2
465	всю жизнь	1	2
466	бы быть	5	2
467	автора как	2	2
468	и по	1	2
469	здесь мы	4	2
470	в него	2	2
471	нет не	1	2
472	чтобы не	2	2
473	бы я	1	2
474	и ее	2	2
475	мире и	1	2
476	та же	3	2
477	отношению ко	4	2
478	как с	1	2
479	с действительной	2	2
480	переходит в	1	2
481	на почве	1	2
482	тогда когда	3	2
483	на первом	2	2
484	оно было	1	2
485	была бы	1	2
486	впрочем в	1	2
487	мог стать	1	2
488	оно не	2	2
489	с этого	2	2
490	не более	1	2
491	есть лишь	5	2
492	прошлое и	3	2
493	границу между	1	2
494	жизни его	1	2
495	если это	1	2
496	и будет	1	2
497	к его	1	2
498	с ними	4	2
499	которого является	1	2
500	меня я	1	2
501	который не	1	2
502	при всех	1	2
503	человек со	1	2
504	и было	1	2
505	к той	1	2
506	для друга	1	2
507	это и	3	2
508	что ей	1	2
509	это мир	4	2
510	в историю	1	2
511	жизни мира	2	2
512	в значительной	1	2
513	так чтобы	1	2
514	на основе	7	2
515	во мне	3	2
516	с которой	1	2
517	и теперь	1	2
518	для нее	9	2
519	я а	1	2
520	он как	1	2
521	он становится	1	2
522	а лишь	3	2
523	но мы	1	2
524	нет и	3	2
525	мог бы	1	2
526	то для	1	2
527	не за	1	2
528	жизни этих	1	2
529	который по	1	2
530	культуры как	1	2
531	всю полноту	1	2
532	я то	1	2
533	жизни но	3	2
534	ему в	2	2
535	второй половине	1	2
536	мы имеем	5	2
537	не для	1	2
538	участия в	1	2
539	картина мира	1	2
540	жизнь не	1	2
541	высшей ценностью	1	2
542	его действительности	1	2
543	ведь это	2	2
544	субъекта но	1	2
545	и всякое	1	2
546	и где	1	2
547	можно быть	1	2
548	себя а	4	2
549	в последнем	1	2
550	как другого	1	2
551	при таком	1	2
552	вследствие чего	1	2
553	должен быть	7	2
554	а он	1	2
555	как все	1	2
556	и другого	3	2
557	жизнь и	2	2
558	ценностный центр	2	2
559	но такой	1	2
560	освобождения от	1	2
561	а как	2	2
562	переживается как	1	2
563	всю свою	1	2
564	она не	2	2
565	его не	1	2
566	в акте	3	2
567	дело не	2	2
568	как поэт	1	2
569	ни был	2	2
570	не знаю	1	2
571	к которой	2	2
572	его я	1	2
573	в большинстве	1	2
574	а скорее	1	2
575	оно должно	1	2
576	что есть	2	2
577	только по	2	2
578	слова в	2	2
579	бытия и	10	2
580	поступающего сознания	3	2
581	и себе	2	2
582	не можем	1	2
583	а эти	1	2
584	здесь этот	1	2
585	к действительности	1	1
586	она сама	1	1
587	печальный и	1	1
588	никогда и	1	1
589	ничто в	1	1
590	со всем	5	1
591	потерял себя	1	1
592	изнутри и	1	1
593	в момент	3	1
594	только что	1	1
595	и продукт	1	1
596	причастность бытию	2	1
597	за исключением	1	1
598	познания и	4	1
599	случае мы	2	1
600	в определенное	2	1
601	культуры из	1	1
602	что был	1	1
603	дело с	2	1
604	и другую	1	1
605	что делает	1	1
606	нравственной ответственности	1	1
607	и вечный	1	1
608	она лишь	1	1
609	именно она	2	1
610	под небом	1	1
611	мы получим	2	1
612	в этике	1	1
613	свет в	1	1
614	только за	1	1
615	людей и	3	1
616	но все	6	1
617	мы живем	1	1
618	и просто	2	1
619	ни одна	2	1
620	это может	1	1
621	небо и	1	1
622	если и	1	1
623	все моменты	1	1
624	вся современная	1	1
625	и требует	1	1
626	и конечно	2	1
627	к другим	1	1
628	мы никогда	1	1
629	мышления стремящегося	1	1
630	стать действительностью	1	1
631	места и	4	1
632	стороны в	3	1
633	имеет место	1	1
634	истории для	1	1
635	единого и	9	1
636	их в	1	1
637	здесь дело	1	1
638	жизнь на	1	1
639	укореняется в	1	1
640	строфы в	1	1
641	его что	1	1
642	прочим и	1	1
643	самого как	1	1
644	теоретическое установление	2	1
645	для эстетического	2	1
646	всем его	3	1
647	с этим	1	1
648	я живу	2	1
649	персональной ответственности	1	1
650	только любовь	2	1
651	любви к	1	1
652	видится и	1	1
653	существенный момент	1	1
654	его эмпирической	1	1
655	как таковому	1	1
656	при условии	2	1
657	аналогию с	1	1
658	лицом и	1	1
659	не изнутри	3	1
660	его жизни	3	1
661	которой он	2	1
662	субъекта автора	1	1
663	и субъектом	1	1
664	время от	1	1
665	и место	1	1
666	но эти	1	1
667	на ее	1	1
668	именно там	1	1
669	с нашим	1	1
670	из их	1	1
671	единственного субъекта	1	1
672	себя со	1	1
673	но может	1	1
674	средних веков	1	1
675	бытию в	2	1
676	может служить	1	1
677	я для	1	1
678	все в	1	1
679	кризис в	1	1
680	в различных	1	1
681	и когда	2	1
682	ценности и	4	1
683	что предполагает	1	1
684	конечно не	7	1
685	мы вызвали	1	1
686	искусстве в	1	1
687	тем она	1	1
688	бы два	1	1
689	от своей	5	1
690	и незаменимое	1	1
691	я буду	3	1
692	бытия для	3	1
693	бы там	1	1
694	как таковую	1	1
695	меня как	3	1
696	момента в	1	1
697	точке зрения	1	1
698	и ответственности	1	1
699	автора его	2	1
700	в не	1	1
701	мыслю я	2	1
702	день и	1	1
703	из всех	1	1
704	по которой	1	1
705	быть преодолена	1	1
706	этих последних	1	1
707	ее как	2	1
708	места для	1	1
709	такая же	1	1
710	в зависимости	1	1
711	места поскольку	2	1
712	это значит	1	1
713	моей причастности	2	1
714	от них	1	1
715	быть осознана	1	1
716	понятие о	1	1
717	и живет	1	1
718	в системе	1	1
719	определенное время	1	1
720	где все	1	1
721	видения мира	1	1
722	обрести свое	1	1
723	взаимоотношений между	1	1
724	оказались бы	1	1
725	подлежит сомнению	1	1
726	и приходится	1	1
727	ценностным центром	3	1
728	герой и	2	1
729	могли быть	1	1
730	которой я	2	1
731	ее и	6	1
732	события а	1	1
733	или бессознательно	1	1
734	него как	1	1
735	этой задачи	1	1
736	не противоречит	1	1
737	где его	2	1
738	моего я	1	1
739	мире нет	1	1
740	землю и	1	1
741	здесь нет	3	1
742	но из	1	1
743	моя жизнь	1	1
744	но отнюдь	1	1
745	это открытие	1	1
746	что уже	1	1
747	в моей	1	1
748	не своей	1	1
749	взаимоотношение двух	1	1
750	находится в	1	1
751	любит и	1	1
752	оказался в	1	1
753	я во	1	1
754	так по	1	1
755	в корне	3	1
756	до их	1	1
757	не станет	1	1
758	иной культурной	1	1
759	как ученый	1	1
760	не путем	1	1
761	всеми другими	1	1
762	не была	1	1
763	к настоящему	1	1
764	чем в	1	1
765	или не	1	1
766	как индивидуального	1	1
767	нашей мысли	1	1
768	чем ближе	1	1
769	в которой	1	1
770	живет и	1	1
771	не о	2	1
772	и отношения	3	1
773	ее от	2	1
774	ценностей где	1	1
775	что за	2	1
776	как жизнь	1	1
777	слова ведь	1	1
778	всем что	1	1
779	но для	3	1
780	побежден и	1	1
781	не допуская	1	1
782	и своего	1	1
783	но само	1	1
784	укоренен в	1	1
785	ссылки на	1	1
786	этом последнем	1	1
787	сегодняшний день	1	1
788	между ними	1	1
789	я всегда	1	1
790	и она	2	1
791	и иные	1	1
792	большинстве случаев	1	1
793	между прочим	1	1
794	рядом с	3	1
795	место и	2	1
796	но между	1	1
797	от этого	2	1
798	за весь	1	1
799	не знала	1	1
800	был не	1	1
801	в смысле	6	1
802	и всякого	1	1
803	своей мысли	1	1
804	в эту	1	1
805	жизни вообще	1	1
806	она становится	1	1
807	сих пор	1	1
808	деятельности и	2	1
809	его эстетической	1	1
810	личных миров	1	1
811	и мир	2	1
812	только от	1	1
813	в лучшем	1	1
814	мы можем	1	1
815	весь мир	2	1
816	я долго	1	1
817	должен иметь	1	1
818	и пространства	1	1
819	из общих	1	1
820	мы уже	1	1
821	признать его	1	1
822	границы и	1	1
823	все остальные	2	1
824	другие я	1	1
825	субъекту бытия	1	1
826	сознание становится	1	1
827	человека как	1	1
828	индивидуальность как	1	1
829	говорить об	1	1
830	активность не	1	1
831	ближе может	1	1
832	может оставаться	1	1
833	других людей	3	1
834	и незаместимости	1	1
835	для жизни	1	1
836	когда мы	1	1
837	к единой	1	1
838	не само	1	1
839	связать и	1	1
840	а косвенно	1	1
841	показать что	1	1
842	только с	3	1
843	не укоренен	1	1
844	бы его	1	1
845	подход к	1	1
846	о его	1	1
847	три строки	1	1
848	ее а	1	1
849	и признания	1	1
850	поэтому столь	1	1
851	что только	2	1
852	смертного человека	8	1
853	сознания конечно	1	1
854	т.е как	1	1
855	однако по	1	1
856	ней в	1	1
857	предмет и	2	1
858	другого как	1	1
859	в данный	3	1
860	приходится признать	1	1
861	в точке	1	1
862	независимо от	3	1
863	всех этих	3	1
864	что этот	3	1
865	в один	1	1
866	он должен	1	1
867	не случайным	1	1
868	одного и	2	1
869	наше время	1	1
870	лишь по	1	1
871	мной как	1	1
872	уже тем	1	1
873	в единство	3	1
874	можно только	1	1
875	с волей	1	1
876	на чем	1	1
877	до сих	1	1
878	автор и	1	1
879	и этот	3	1
880	и здесь	7	1
881	само слово	1	1
882	всем своим	1	1
883	например что	1	1
884	котором не	1	1
885	в событии	5	1
886	такова же	1	1
887	и свою	1	1
888	актера и	1	1
889	его с	2	1
890	во власти	1	1
891	нас как	1	1
892	возможен и	1	1
893	со своего	5	1
894	другого субъекта	1	1
895	есть общая	1	1
896	переживание переживания	2	1
897	и менее	1	1
898	другого человека	1	1
899	что это	4	1
900	содержит в	1	1
901	видения вокруг	1	1
902	чтобы стать	2	1
903	проникает в	5	1
904	предполагает не	1	1
905	его на	2	1
906	поэтому в	1	1
907	ценностью для	1	1
908	в человеке	1	1
909	и делает	3	1
910	в ценностном	5	1
911	действительного исторического	2	1
912	однако он	1	1
913	самого по	1	1
914	да это	1	1
915	и целого	1	1
916	в участника	1	1
917	него нет	1	1
918	действительно произнесенное	1	1
919	творчества и	1	1
920	должен был	1	1
921	но ответственным	1	1
922	собой и	1	1
923	именно оно	1	1
924	смысла и	2	1
925	принципиально иной	1	1
926	в моем	6	1
927	ни одно	5	1
928	мы говорим	2	1
929	пространство и	2	1
930	не выходит	1	1
931	свою жизнь	2	1
932	даже более	1	1
933	эстетики и	1	1
934	на месте	1	1
935	не делает	1	1
936	и действительно	6	1
937	в процессе	2	1
938	отдельного человека	1	1
939	сознания все	1	1
940	вышла из	1	1
941	может стать	1	1
942	в определенной	2	1
943	подхода к	2	1
944	за свое	4	1
945	и так	1	1
946	с собою	1	1
947	от его	5	1
948	никто не	1	1
949	правда не	1	1
950	который я	1	1
951	ему и	1	1
952	зависимости от	1	1
953	бы себя	1	1
954	которая сама	1	1
955	в известном	1	1
956	этом его	2	1
957	общее дело	1	1
958	своих границах	2	1
959	единственный его	1	1
960	только одно	1	1
961	сознания он	1	1
962	не нужен	2	1
963	и мне	1	1
964	событии бытия	3	1
965	же я	1	1
966	с моим	2	1
967	отличается от	1	1
968	меня с	1	1
969	что мы	1	1
970	совершенно иной	1	1
971	себя всю	1	1
972	и большой	1	1
973	где есть	1	1
974	это событие	1	1
975	как поступка	2	1
976	совпадает с	1	1
977	задний план	1	1
978	действительности это	1	1
979	я ее	1	1
980	мы его	1	1
981	в иной	1	1
982	бы по	1	1
983	не должно	3	1
984	и востока	1	1
985	культуры можно	1	1
986	остается только	1	1
987	смертной жизни	2	1
988	именно на	2	1
989	значение для	1	1
990	и человеческого	1	1
991	что тем	1	1
992	но сам	1	1
993	в мир	2	1
994	времени и	4	1
995	отменяет а	1	1
996	и находит	1	1
997	причастен и	2	1
998	он есть	1	1
999	себя от	1	1
1000	в каком	4	1
1001	было и	2	1
1002	жизни что	1	1
1003	и мыслится	1	1
1004	и окончательно	1	1
1005	ибо на	1	1
1006	входит как	2	1
1007	мышления но	1	1
1008	и поскольку	1	1
1009	ее не	1	1
1010	единственное и	1	1
1011	если мы	1	1
1012	и во	1	1
1013	систему ценностей	1	1
1014	я со	1	1
1015	жизни каждая	1	1
1016	только при	1	1
1017	для всего	1	1
1018	котором мы	3	1
1019	я всем	1	1
1020	не стоит	1	1
1021	здесь и	1	1
1022	не видя	1	1
1023	сознание со	1	1
1024	имеет не	1	1
1025	в эстетике	1	1
1026	мира не	3	1
1027	который и	1	1
1028	мной в	1	1
1029	нее и	1	1
1030	другого и	2	1
1031	поэтому он	1	1
1032	именно к	1	1
1033	она бы	1	1
1034	или просто	1	1
1035	смерть и	1	1
1036	постольку поскольку	2	1
1037	ничем не	1	1
1038	основе своей	2	1
1039	в последней	1	1
1040	мысль моя	1	1
1041	и мое	1	1
1042	их смыслового	1	1
1043	всякого человека	1	1
1044	в предыдущем	1	1
1045	которых он	1	1
1046	и принципиально	2	1
1047	или с	1	1
1048	этой мысли	1	1
1049	ни на	1	1
1050	сознания это	1	1
1051	сознания по	2	1
1052	все это	10	1
1053	бытие и	3	1
1054	другого но	1	1
1055	а все	3	1
1056	содержанием в	1	1
1057	и жить	1	1
1058	в движение	1	1
1059	в виде	2	1
1060	отказаться от	2	1
1061	или в	1	1
1062	и единственного	12	1
1063	жизни это	1	1
1064	когда оно	1	1
1065	ответственности на	1	1
1066	бытия по	1	1
1067	становится культурным	1	1
1068	и мнимо	1	1
1069	но эта	6	1
1070	служить лишь	1	1
1071	места в	4	1
1072	в бытии	26	1
1073	единой и	3	1
1074	не со	2	1
1075	чтобы быть	2	1
1076	сознание уже	1	1
1077	более что	1	1
1078	в стороне	1	1
1079	и единственным	1	1
1080	не подлежит	1	1
1081	а их	1	1
1082	ответственным поступком	1	1
1083	основана на	1	1
1084	есть только	1	1
1085	на все	1	1
1086	остается лишь	1	1
1087	полноте и	1	1
1088	один и	3	1
1089	нисколько не	4	1
1090	эти стороны	1	1
1091	войти в	3	1
1092	это было	2	1
1093	в одной	1	1
1094	стороны своего	1	1
1095	мысли в	1	1
1096	и полностью	1	1
1097	вживания в	1	1
1098	бы ни	1	1
1099	еще одной	1	1
1100	ценности у	1	1
1101	центра в	1	1
1102	не изображаемого	1	1
1103	ко мне	6	1
1104	не единственное	1	1
1105	что эти	1	1
1106	за свою	1	1
1107	бытия как	5	1
1108	истина и	1	1
1109	и эти	2	1
1110	жизни я	1	1
1111	отсюда и	3	1
1112	на задний	1	1
1113	а просто	1	1
1114	возможным и	2	1
1115	ценностного центра	4	1
1116	ни один	1	1
1117	где я	4	1
1118	вся жизнь	1	1
1119	это приводит	1	1
1120	быть и	3	1
1121	растворяется в	1	1
1122	лишь своего	1	1
1123	есть всегда	1	1
1124	и их	6	1
1125	изнутри самого	4	1
1126	и эстетической	1	1
1127	он за	1	1
1128	конечно в	2	1
1129	любви не	1	1
1130	говоря о	1	1
1131	не следует	2	1
1132	и времени	1	1
1133	пространство в	2	1
1134	лишь как	3	1
1135	которую я	2	1
1136	ведь если	1	1
1137	и всех	2	1
1138	пространства и	2	1
1139	всегда делает	1	1
1140	знает и	2	1
1141	черты и	1	1
1142	нами и	1	1
1143	ценностями но	1	1
1144	светом и	1	1
1145	к ней	1	1
1146	по всей	1	1
1147	действительной жизни	3	1
1148	место не	2	1
1149	у меня	1	1
1150	своей единственной	3	1
1151	выход в	2	1
1152	эту мысль	1	1
1153	момент в	7	1
1154	меня самого	1	1
1155	сознания его	1	1
1156	контексте его	1	1
1157	до ее	1	1
1158	но я	2	1
1159	даже к	1	1
1160	и эта	2	1
1161	контексте культуры	1	1
1162	лучшем случае	1	1
1163	ориентирована на	1	1
1164	само по	1	1
1165	вне меня	1	1
1166	жизнью и	1	1
1167	для другого	4	1
1168	возможна только	1	1
1169	меня и	3	1
1170	себе а	2	1
