N	2gram	Losev_Vlad	Tragedij
154	потому что	16	2
155	личности и	2	2
156	так что	13	2
157	времени в	2	2
158	он не	13	2
159	по поводу	15	2
160	если б	1	2
161	в частности	4	2
162	на меня	3	2
163	но они	1	2
164	в это	6	2
165	точно так	2	2
166	в одном	2	2
167	в письмах	1	2
168	говорит что	4	2
169	и до	4	2
170	отношение к	7	2
171	году в	3	2
172	в самую	1	2
173	о его	7	2
174	до конца	8	2
175	в глазах	1	2
176	столь же	1	2
177	что она	2	2
178	который в	1	2
179	одна из	1	2
180	с его	15	2
181	а как	1	2
182	тут же	7	2
183	не мог	10	2
184	тем что	2	2
185	не просто	1	2
186	никогда не	15	2
187	в известной	1	2
188	ничего не	4	2
189	жизнью и	1	2
190	друг друга	3	2
191	любви и	1	2
192	в той	2	1
193	для самого	1	1
194	в особенности	4	1
195	все в	1	1
196	во всем	4	1
197	и которое	1	1
198	не выдержал	1	1
199	он очень	2	1
200	им как	1	1
201	то в	6	1
202	от нее	3	1
203	с помощью	1	1
204	очень скоро	1	1
205	от него	3	1
206	несколько времени	1	1
207	всегда была	1	1
208	этом случае	1	1
209	романа с	1	1
210	только не	2	1
211	не нашел	1	1
212	живости и	1	1
213	в окончательном	1	1
214	взгляд на	4	1
215	в настоящем	1	1
216	что ему	1	1
217	для ребенка	1	1
218	таким образом	6	1
219	действия не	1	1
220	по всем	3	1
221	бога но	1	1
222	сам же	1	1
223	не знал	1	1
224	после того	2	1
225	в петербурге	10	1
226	с начала	2	1
227	был даже	2	1
228	только что	2	1
229	на вопрос	2	1
230	его самого	1	1
231	также что	2	1
232	же была	1	1
233	известно что	2	1
234	он непременно	1	1
235	свидетельствует о	3	1
236	часто и	2	1
237	того как	2	1
238	первый том	1	1
239	к этой	4	1
240	если он	1	1
241	почти не	2	1
242	отец ее	1	1
243	которой не	1	1
244	и который	2	1
245	с одной	1	1
246	столкновение с	1	1
247	и вот	5	1
248	я знаю	1	1
249	что даже	2	1
250	увидел что	1	1
251	за мной	1	1
252	к себе	2	1
253	с такой	1	1
254	что уже	1	1
255	с этой	4	1
256	и при	2	1
257	на столе	1	1
258	ко всему	4	1
259	и должно	1	1
260	она всегда	2	1
261	дело с	2	1
262	в стиле	1	1
263	любовь к	1	1
264	начала и	2	1
265	и далее	1	1
266	не читал	1	1
267	к величайшему	1	1
268	года с	1	1
269	же появления	1	1
270	к числу	2	1
271	это часто	1	1
272	к м	3	1
273	то для	2	1
274	и обращается	1	1
275	содержит в	1	1
276	свою первую	1	1
277	бывало у	1	1
278	приступил к	2	1
279	с этими	4	1
280	того что	6	1
281	ему довольно	1	1
282	сам по	1	1
283	тем не	8	1
284	о нем	9	1
285	уже далеко	1	1
286	о семье	1	1
287	не как	1	1
288	всегда будут	1	1
289	по письмам	1	1
290	для нас	9	1
291	его произведение	1	1
292	где он	5	1
293	и всегда	4	1
294	одному из	1	1
295	не способен	1	1
296	одно из	1	1
297	на одной	3	1
298	как он	4	1
299	величайшему моему	1	1
300	в результате	6	1
301	говорил что	2	1
302	смысле этого	1	1
303	быть может	1	1
304	я очень	2	1
305	л п	1	1
306	и женщины	1	1
307	и теперь	4	1
308	князя и	1	1
309	только в	11	1
310	не столько	4	1
311	по себе	3	1
312	ума и	2	1
313	в самой	1	1
314	что роман	1	1
315	обращается в	1	1
316	вопрос об	1	1
317	в хлопотах	1	1
318	а на	1	1
319	за что	2	1
320	в блеске	1	1
321	и притом	5	1
322	борьбу с	1	1
323	не было	12	1
324	чтобы установить	1	1
325	но он	7	1
326	здесь мы	4	1
327	до этого	1	1
328	говорит в	2	1
329	вопросу об	1	1
330	этого не	2	1
331	вот что	7	1
332	и ярко	1	1
333	которые так	1	1
334	необходимо отметить	1	1
335	а также	12	1
336	его собственная	1	1
337	года а	1	1
338	в россии	7	1
339	тот кто	1	1
340	заключается в	1	1
341	на нее	1	1
342	одним из	3	1
343	мысль о	1	1
344	на себя	3	1
345	что не	3	1
346	как его	1	1
347	тревожное и	1	1
348	в эпоху	1	1
349	не есть	4	1
350	xviii века	1	1
351	именно в	4	1
352	представление о	2	1
353	указывает на	2	1
354	я и	2	1
355	тому что	1	1
356	веке в	1	1
357	когда его	1	1
358	из тех	1	1
359	в связи	9	1
360	который сам	1	1
361	притом весьма	1	1
362	этой борьбе	1	1
363	очень важный	1	1
364	с ними	2	1
365	с такими	1	1
366	виде в	2	1
367	на земле	2	1
368	в переводе	1	1
369	в своей	7	1
370	вместе с	9	1
371	что писал	1	1
372	и вместе	1	1
373	на этом	3	1
374	оказалось что	1	1
375	жизни в	3	1
376	я хочу	1	1
377	роль в	1	1
378	не менее	9	1
379	было мне	1	1
380	считал их	1	1
381	и т	3	1
382	так сказать	2	1
383	на все	3	1
384	еще к	1	1
385	в такой	1	1
386	со своей	5	1
387	потому как	1	1
388	навсегда и	1	1
389	но у	1	1
390	незадолго до	1	1
391	эти мысли	1	1
392	в двух	1	1
393	по самой	1	1
394	когда в	1	1
395	это было	9	1
396	но уже	3	1
397	году по	1	1
398	в чем	4	1
399	людям в	1	1
400	сознательно и	1	1
401	в момент	2	1
402	к вам	1	1
403	но мы	3	1
404	у в	1	1
405	и стал	3	1
406	а он	2	1
407	растет и	1	1
408	тогда как	1	1
409	творца и	1	1
410	гораздо больше	1	1
411	года и	3	1
412	всем его	1	1
413	а из	2	1
414	насмешка над	1	1
415	бы в	1	1
416	эти же	1	1
417	в них	5	1
418	на них	1	1
419	ее отцу	1	1
420	в iii	1	1
421	во всех	4	1
422	что хочет	1	1
423	на свете	1	1
424	к одному	1	1
425	говорится о	1	1
426	с сознанием	1	1
427	во всяком	8	1
428	и потому	8	1
429	блеске и	1	1
430	это и	2	1
431	я его	3	1
432	попал в	1	1
433	совершенно не	2	1
434	правда что	1	1
435	материалом для	1	1
436	к счастью	1	1
437	но как	6	1
438	более чем	1	1
439	он же	2	1
440	за то	2	1
441	а к	24	1
442	но гораздо	1	1
443	в котором	10	1
444	характер эта	1	1
445	ему в	4	1
446	с самого	1	1
447	не могли	2	1
448	в обществе	1	1
449	как нечто	2	1
450	и которую	1	1
451	которой он	7	1
452	на свои	2	1
453	связи с	7	1
454	чувствует себя	1	1
455	него есть	1	1
456	нервный и	1	1
457	не любил	3	1
458	называет его	1	1
459	хотя бы	5	1
460	она не	3	1
461	чтобы он	3	1
462	в припадке	1	1
463	этом мы	1	1
464	когда я	1	1
465	все усилия	1	1
466	того чтобы	4	1
467	и если	8	1
468	на другой	1	1
469	не хочу	1	1
470	нашел в	1	1
471	но не	5	1
472	поводу своей	1	1
473	крест и	1	1
474	в каких	2	1
475	представляет собой	1	1
476	быть не	1	1
477	в ней	5	1
478	вот почему	1	1
479	в быту	1	1
480	цитата из	1	1
481	вызывает в	1	1
482	в отношениях	1	1
483	рассказывает в	2	1
484	самом деле	1	1
485	к своей	2	1
486	он стал	3	1
487	выступления в	1	1
488	больше в	1	1
489	уже было	1	1
490	в которой	8	1
491	лишь в	3	1
492	любви ко	1	1
493	пошел на	1	1
494	не понимает	1	1
495	об отношении	1	1
496	а не	5	1
497	а за	3	1
498	а по	3	1
499	ii с	5	1
500	камень в	1	1
501	свои длинные	1	1
502	значение для	2	1
503	только на	3	1
504	вы смотрите	1	1
505	свою жизнь	1	1
506	лишь первый	1	1
507	описывает свои	1	1
508	есть и	1	1
509	ну а	1	1
510	с годами	1	1
511	она тоже	1	1
512	и смеялся	1	1
513	не могла	3	1
514	в селе	1	1
515	связь между	1	1
516	это была	3	1
517	всем xix	1	1
518	за пределы	3	1
519	но только	3	1
520	тем и	1	1
521	ее детском	1	1
522	эта книга	2	1
523	факт что	1	1
524	производил на	1	1
525	мир на	1	1
526	и хотя	3	1
527	даже не	3	1
528	большое значение	1	1
529	толстой и	2	1
530	в журнале	2	1
531	душу и	1	1
532	к проблемам	1	1
533	не вполне	3	1
534	в истории	4	1
535	по своей	4	1
536	он есть	1	1
537	человека с	2	1
538	что когда	1	1
539	ту же	1	1
540	вы не	2	1
541	где мы	1	1
542	над ним	1	1
543	на всю	2	1
544	по вопросу	2	1
545	или как	1	1
546	такие как	1	1
547	не нравится	2	1
548	литературы и	2	1
549	это его	1	1
550	перед ним	1	1
551	все ей	1	1
552	у которого	3	1
553	годов в	2	1
554	он еще	1	1
555	всего этого	1	1
556	но этот	3	1
557	почти в	1	1
558	не раз	5	1
559	на вид	1	1
560	значение и	1	1
561	в бога	1	1
562	это же	1	1
563	выдержал своего	1	1
564	последнее слово	1	1
565	но теперь	1	1
566	узнав об	1	1
567	известной степени	2	1
568	из книги	1	1
569	я в	4	1
570	опять в	3	1
571	одному человеку	1	1
572	никогда в	1	1
573	к ним	1	1
574	и еще	3	1
575	но без	1	1
576	и любви	1	1
577	т п	1	1
578	не получил	1	1
579	в точности	1	1
580	он в	4	1
581	к ней	7	1
582	как мы	17	1
583	со своими	4	1
584	жизнь как	1	1
585	у себя	1	1
586	казалось что	2	1
587	не для	1	1
588	и особенно	6	1
589	во многом	3	1
590	на две	1	1
591	и о	6	1
592	ко всей	1	1
593	где на	2	1
594	речи в	1	1
595	его как	2	1
596	наряду с	1	1
597	той же	6	1
598	и др	1	1
599	ответа на	1	1
600	вам ничего	1	1
601	это мы	5	1
602	он сказал	2	1
603	хлеб и	1	1
604	характерно что	1	1
605	за этот	1	1
606	именно так	2	1
607	быть в	1	1
608	в высшей	2	1
609	из первых	1	1
610	этот тон	1	1
611	и от	6	1
612	и есть	2	1
613	с которым	4	1
614	мнению н	1	1
615	он использовал	1	1
616	в общем	4	1
617	на этот	9	1
618	никому не	1	1
619	всю жизнь	4	1
620	из трех	3	1
621	в вашей	1	1
622	л н	3	1
623	но я	4	1
624	пушкина и	2	1
625	сильное впечатление	1	1
626	согласиться с	1	1
627	этого слова	1	1
628	например в	1	1
629	году и	2	1
630	вы сами	1	1
631	в период	6	1
632	а это	3	1
633	но если	1	1
634	м м	19	1
635	время он	3	1
636	достоевского но	2	1
637	о своих	2	1
638	в литературе	1	1
639	в области	3	1
640	и по	10	1
641	не понял	2	1
642	и эта	1	1
643	в декабре	1	1
644	для характеристики	3	1
645	ни за	1	1
646	человек не	1	1
647	как никогда	1	1
648	это в	2	1
649	в и	1	1
650	я вижу	1	1
651	всяком случае	8	1
652	на котором	2	1
653	ничего подобного	1	1
654	для чего	1	1
655	конце концов	6	1
656	недоразумение и	1	1
657	не удалось	2	1
658	что сам	3	1
659	не из	2	1
660	даже сам	1	1
661	три года	2	1
662	и совершенно	2	1
663	июля года	3	1
664	он с	1	1
665	появилось в	1	1
666	и наконец	2	1
667	что на	2	1
668	эту тему	2	1
669	вплоть до	4	1
670	с того	2	1
671	обращенные к	1	1
672	на ту	2	1
673	достоевского так	1	1
674	не к	2	1
675	людей в	2	1
676	время с	2	1
677	обратиться к	1	1
678	чем у	2	1
679	поэтому он	1	1
680	судя по	2	1
681	высшей степени	1	1
