N	3gram	Bakhtin_sl	Formalny
117	мы говорим о	1	2
118	не выходит за	3	2
119	хотя бы и	5	2
120	с этой точки	1	2
121	вовсе не в	1	2
122	она не может	1	2
123	как например в	1	2
124	именно потому что	1	2
125	иметь в виду	1	2
126	в отношении к	9	2
127	между тем как	1	2
128	в самом предмете	3	2
129	не могла быть	1	2
130	тех или иных	1	2
131	в данную эпоху	1	2
132	и прежде всего	1	2
133	в пределах одной	3	2
134	влияние и на	1	2
135	иметь место в	1	2
136	нужно сказать что	1	2
137	но в этом	2	2
138	в своей книге	1	2
139	даже и не	1	2
140	в широком смысле	3	2
141	и в том	2	2
142	самом языке как	1	2
143	может быть только	3	2
144	мы видели что	1	2
145	может и не	1	2
146	как его понимает	1	2
147	лишь тогда когда	2	2
148	не может войти	1	2
149	в основе этой	1	2
150	в какой мере	1	2
151	оставаясь в пределах	1	2
152	зависимости от характера	1	2
153	как это было	1	2
154	там где она	1	2
155	выйти за пределы	1	2
156	имеем в виду	1	2
157	в процессе его	1	2
158	этой точки зрения	1	2
159	как и в	2	2
160	в целом ряде	1	2
161	между ними и	1	2
162	как один из	1	2
163	поэтического произведения не	1	2
164	наследник xviii века	1	2
165	со всех сторон	1	2
166	до последнего времени	2	2
167	и с точки	1	2
168	же время и	2	2
169	дело в том	1	2
170	в роман и	3	2
171	в поэтическом произведении	3	2
172	не только в	3	2
173	и притом в	1	2
174	и всякое иное	1	2
175	мы имеем в	1	2
176	всего может быть	1	2
177	в этом случае	4	2
178	следовательно и в	1	2
179	лишь одним из	1	2
180	и литературный язык	1	2
181	выходит за пределы	3	2
182	оно не может	3	2
183	и в каждом	1	2
184	входя в литературу	1	2
185	может внести в	1	2
186	и в истории	1	2
187	за его пределы	1	2
188	лежит в основе	1	2
189	ни в чем	1	2
190	и развертывается в	1	1
191	то что так	1	1
192	что он не	1	1
193	между поэтом и	1	1
194	высказывание в то	1	1
195	значение в процессе	1	1
196	языку как к	1	1
197	в течение исторического	1	1
198	всем этим определяются	1	1
199	заключается именно в	1	1
200	не входят в	1	1
201	точек зрения не	1	1
202	так и для	1	1
203	свое выражение в	3	1
204	дело идет уже	1	1
205	поэтом и его	1	1
206	слова так и	1	1
207	здесь на почве	1	1
208	иной идеологической сферой	1	1
209	другой стороны эти	1	1
210	во всей ее	1	1
211	в литературе и	1	1
212	необходимо учесть еще	1	1
213	укладываются в рамки	1	1
214	на задний план	1	1
215	науки о языке	1	1
216	однако отметить что	1	1
217	в этом становлении	1	1
218	до конца в	1	1
219	языка в этом	1	1
220	обстоит дело и	2	1
221	а не те	1	1
222	все это и	1	1
223	и ничем не	1	1
224	но и на	1	1
225	у нас в	1	1
226	не может внести	1	1
227	однако и здесь	1	1
228	и связанные с	2	1
229	характерна и для	1	1
230	язык в его	1	1
231	отношения слова к	1	1
232	влечет за собой	1	1
233	оно было глубоко	1	1
234	и способов его	1	1
235	и др но	1	1
236	что они не	1	1
237	смысловые и стилистические	1	1
238	эпохи а не	1	1
239	и во всех	2	1
240	мы еще не	1	1
241	в какой степени	1	1
242	слова как такового	2	1
243	если они не	1	1
244	вот что говорит	1	1
245	произведения как мы	1	1
246	внутреннюю форму в	1	1
247	или иной идеологической	1	1
248	в языке как	2	1
249	в этом его	1	1
250	высказывания а не	1	1
251	лингвистическое явление в	1	1
252	и то же	2	1
253	говорит о том	1	1
254	языку и его	1	1
255	в частности в	1	1
256	осложняется тем что	1	1
257	с помощью которых	1	1
258	необходимо однако отметить	1	1
259	бы ни был	1	1
260	себя в нем	3	1
261	как бы не	1	1
262	это не значит	2	1
263	идеологического смысла с	1	1
264	оно как и	1	1
265	основные линии его	1	1
266	языка но именно	1	1
267	идет уже не	1	1
268	как социальное явление	1	1
269	к своему пределу	1	1
270	и в в	1	1
271	имеет первостепенное значение	1	1
272	только с точки	1	1
273	к новому материалу	3	1
274	исторический момент в	1	1
275	может иметь место	2	1
276	мы можем сказать	1	1
277	вовсе не обязательно	1	1
278	лишь там где	1	1
279	так и по	1	1
280	к этому слову	1	1
281	всей ее конкретности	1	1
282	в романе и	2	1
283	художественного изображения его	1	1
284	на фоне этого	1	1
285	на протяжении произведения	1	1
286	в самом литературном	1	1
287	настолько велико что	1	1
288	жанра может быть	1	1
289	каждого из этих	1	1
290	тем чем он	2	1
291	мы все время	1	1
292	в чем не	1	1
293	слова как предмета	2	1
294	было очень велико	1	1
295	не в качестве	1	1
296	могут противоречить друг	1	1
297	мы и можем	1	1
298	таким образом в	4	1
299	какой степени не	1	1
300	значит конечно что	2	1
301	не могло быть	1	1
302	они как бы	2	1
303	и в нем	1	1
304	может быть конечно	1	1
305	самому своему существу	1	1
306	одна из существеннейших	1	1
307	каждый данный момент	4	1
308	и в пределах	1	1
309	и непосредственно как	1	1
310	же и в	1	1
311	быть при этом	1	1
312	значительной степени и	1	1
313	является лишь одним	1	1
314	т п на	1	1
315	не может не	5	1
316	не могут выйти	1	1
317	все эти формы	4	1
318	дистанции между ними	1	1
319	нет подхода к	1	1
320	художественного произведения которое	1	1
321	и там где	5	1
322	в процессе приобщения	1	1
323	в процессе идеологического	2	1
324	и поколений в	1	1
325	в нем происходит	1	1
326	или во всяком	2	1
327	а не только	1	1
328	как не может	1	1
329	своего предмета и	2	1
330	без другого невозможно	3	1
331	нем и в	2	1
332	в сторону и	1	1
333	как особый язык	2	1
334	определяется прежде всего	2	1
335	и потому не	1	1
336	а также и	3	1
337	мы видим что	1	1
338	но почему нельзя	1	1
339	на каждом шагу	2	1
340	в истории романа	2	1
341	идеологического мира и	1	1
342	в этих случаях	1	1
343	мы говорили в	1	1
344	в том и	2	1
345	особенно важное значение	1	1
346	друг друга и	1	1
347	они вообще не	1	1
348	и в романе	2	1
349	в самом слове	1	1
350	и некоторые другие	1	1
351	и речи но	1	1
352	той или иной	13	1
353	большей или меньшей	5	1
354	на своем пути	1	1
355	с ним связанные	1	1
356	т п все	1	1
357	предмет на который	1	1
358	при поверхностном взгляде	1	1
359	но и здесь	3	1
360	на то что	1	1
361	в каждый данный	5	1
362	не столько в	1	1
363	и может быть	1	1
364	можно утверждать что	1	1
365	объект исследования и	1	1
366	быть более или	1	1
367	все условия для	1	1
368	могут выйти за	1	1
369	разобранные нами в	1	1
370	как к своему	1	1
371	каждый из этих	1	1
372	не с точки	1	1
373	в чем же	1	1
374	различия между этими	1	1
375	и в особенности	5	1
376	социальная жизнь и	1	1
377	входя в роман	2	1
378	которая могла бы	1	1
379	оно ни было	1	1
380	о том что	2	1
381	в иные моменты	1	1
382	ни в какой	1	1
383	между материалом и	1	1
384	а иногда и	1	1
385	эта точка зрения	1	1
386	по крайней мере	1	1
387	и различные отношения	1	1
388	и другие языки	1	1
389	но сама она	1	1
390	и в поэзии	1	1
391	все дело в	1	1
392	языковой системы и	1	1
393	мы остановимся здесь	1	1
394	тот факт что	1	1
395	а следовательно и	2	1
396	не из словаря	1	1
397	и не было	1	1
398	во всем своем	1	1
399	в единое событие	1	1
400	можно сказать что	1	1
401	существенно и органически	1	1
402	говорить о нем	1	1
403	и той же	1	1
404	одной из них	1	1
405	в поэтическое произведение	1	1
406	при условии если	1	1
407	связи и взаимоотношения	1	1
408	в себе этим	1	1
409	в то время	2	1
410	определенных социальных групп	1	1
411	для индивидуального сознания	1	1
412	при данных обстоятельствах	1	1
413	он в корне	1	1
414	одним словом в	1	1
415	слова и в	1	1
416	языка в смысле	3	1
417	противоречить друг другу	1	1
418	в точном смысле	1	1
419	точки зрения на	4	1
420	на один из	1	1
421	т п слово	1	1
422	своего исторического существования	1	1
423	нового специально поэтического	1	1
424	может стать объектом	1	1
425	хотя и не	1	1
426	в узком смысле	13	1
427	самого по себе	1	1
428	в языке не	1	1
429	как в самом	1	1
430	специально поэтического языка	1	1
431	данный исторический момент	1	1
432	и его содержание	1	1
433	один из важнейших	2	1
434	с той или	1	1
435	этого факта и	1	1
436	и идеологической жизни	1	1
437	его не приходится	1	1
438	но и всякое	1	1
439	одно и то	2	1
440	то у нас	1	1
441	языка не может	2	1
442	и с ее	1	1
443	так и на	1	1
444	одной и той	1	1
445	в слове в	1	1
446	или меньшей степени	3	1
447	вследствие этого и	1	1
448	оно входит в	2	1
449	во всех этих	2	1
450	и все остальные	1	1
451	прежде всего как	1	1
452	каково бы оно	1	1
453	и его современников	1	1
454	до конца и	3	1
455	рассматривать с точки	1	1
456	не менее в	1	1
457	еще далеко не	1	1
458	не значит конечно	2	1
459	в особенности в	1	1
460	в новое время	2	1
461	слово как его	1	1
462	и вступает в	1	1
463	и в идеологическом	1	1
464	как бы она	1	1
465	по самому своему	1	1
466	но именно в	1	1
467	ощущаем в каждом	1	1
468	поняты и изучены	1	1
469	в других случаях	2	1
470	самый предмет изображения	1	1
471	слово входит в	1	1
472	не меньше чем	2	1
473	было бы невозможно	1	1
474	никогда не может	2	1
475	сознания могут быть	1	1
476	и сам он	1	1
477	языка но и	1	1
478	же время в	1	1
479	и литературного языка	1	1
480	в большей или	3	1
481	хотя бы только	1	1
482	это отношение к	1	1
483	этом случае в	1	1
484	языка и наконец	1	1
485	не с помощью	1	1
486	чем он был	1	1
487	характерна точка зрения	1	1
488	к диалектам и	1	1
489	мы уже говорили	1	1
490	одной плоскости с	1	1
491	бы оно ни	1	1
492	произведение в целом	1	1
493	в основе их	2	1
494	в процессе своего	1	1
495	во всех сферах	4	1
496	таким образом с	1	1
497	можно было бы	2	1
498	между двумя разными	1	1
499	его отношение к	1	1
500	среда в которой	1	1
501	может быть при	1	1
502	несколько слов о	2	1
503	всяком случае были	1	1
