N	2gram	Vygotskiy_	Sovremen
470	ни то	2	1
471	не знает	1	1
472	или в	4	1
473	заключает в	3	1
474	на которые	3	1
475	из одной	2	1
476	ни одного	1	1
477	ничего общего	4	1
478	и навсегда	1	1
479	к одному	10	1
480	элемента в	1	1
481	путем и	1	1
482	на рис	1	1
483	как их	2	1
484	как его	1	1
485	может ли	2	1
486	понятия и	8	1
487	в эту	3	1
488	штерн и	1	1
489	развиваются в	1	1
490	так называемый	1	1
491	нам это	1	1
492	вообще и	2	1
493	мы говорим	1	1
494	но эта	1	1
495	перечисленные нами	1	1
496	этом с	1	1
497	известном смысле	2	1
498	является исключением	1	1
499	сами по	4	1
500	одного из	3	1
501	в данной	1	1
502	окружающих его	2	1
503	же как	10	1
504	по существу	4	1
505	сказать что	10	1
506	и эта	4	1
507	дальнейшем мы	1	1
508	сомнению что	2	1
509	ведущие к	1	1
510	но для	2	1
511	как происходит	1	1
512	и благодаря	2	1
513	именно в	6	1
514	уже на	1	1
515	целом при	1	1
516	и действительно	1	1
517	такое же	2	1
518	и до	1	1
519	но никогда	1	1
520	представление о	1	1
521	конечном счете	1	1
522	это делает	1	1
523	виде и	2	1
524	благодаря этому	7	1
525	средства с	2	1
526	обратимся к	4	1
527	отношению к	3	1
528	в основу	5	1
529	одной из	1	1
530	же мере	1	1
531	этого можно	1	1
532	значительно позже	2	1
533	при исследовании	1	1
534	формы или	1	1
535	более и	1	1
536	наших экспериментах	1	1
537	случае не	1	1
538	в своем	9	1
539	хотим сказать	1	1
540	в корне	2	1
541	мы конечно	1	1
542	по аналогии	1	1
543	но ведь	1	1
544	что следовательно	2	1
545	этом смысле	7	1
546	может оказаться	1	1
547	в связи	9	1
548	в какой	5	1
549	них это	1	1
550	одни и	3	1
551	между ними	6	1
552	мы будем	4	1
553	конечно совершенно	1	1
554	эти три	2	1
555	во всей	3	1
556	эксперимента и	1	1
557	цель и	2	1
558	может стать	2	1
559	этот раз	2	1
560	же в	3	1
561	том что	44	1
562	обоих случаях	2	1
563	из опытов	1	1
564	в одинаковой	2	1
565	в мире	2	1
566	всеми его	1	1
567	зрения для	1	1
568	на эту	1	1
569	можем сказать	1	1
570	верно ли	1	1
571	целого на	1	1
572	но не	7	1
573	дело идет	1	1
574	так в	1	1
575	но нам	1	1
576	но этим	1	1
577	но если	2	1
578	они не	4	1
579	правда не	1	1
580	по себе	11	1
581	процесса и	1	1
582	базируется на	1	1
583	оно может	2	1
584	не имеет	3	1
585	при каких	2	1
586	их на	1	1
587	и могут	2	1
588	на какой	1	1
589	к этому	5	1
590	в такой	3	1
591	все более	2	1
592	там где	4	1
593	в то	5	1
594	себе цель	1	1
595	и только	4	1
596	один и	6	1
597	важную роль	4	1
598	развития нашего	1	1
599	значит что	6	1
600	по своим	1	1
601	мы имели	7	1
602	по его	1	1
603	является ли	1	1
604	этой области	2	1
605	только и	2	1
606	приведение к	1	1
607	и следовательно	1	1
608	или нет	2	1
609	нет никаких	6	1
610	но это	7	1
611	независимо от	5	1
612	к логическому	1	1
613	когда в	3	1
614	на различные	1	1
615	оно имеет	1	1
616	и для	4	1
617	нас на	1	1
618	с ее	5	1
619	при которых	1	1
620	что необходимо	1	1
621	таким же	4	1
622	значение т.е	1	1
623	не что	2	1
624	и это	7	1
625	точка зрения	1	1
626	того же	12	1
627	все время	6	1
628	и развития	3	1
629	должен быть	1	1
630	и его	5	1
631	жизни не	1	1
632	и особенно	4	1
633	и становится	1	1
634	вовсе не	5	1
635	развития от	1	1
636	о том	6	1
637	сих пор	3	1
638	есть не	1	1
639	и вообще	1	1
640	эксперименты и	2	1
641	быть поставлен	1	1
642	мы проследим	3	1
643	иное как	2	1
644	эти процессы	1	1
645	в новое	2	1
646	которая и	1	1
647	зрения и	1	1
648	к другому	2	1
649	своего развития	9	1
650	человека и	6	1
651	к нему	1	1
652	никогда не	11	1
653	той или	2	1
654	свое время	2	1
655	а потом	2	1
