N	3gram	Tiupa_Anal	Myshleni
260	это все же	1	1
261	говоря словами самого	1	1
262	не нуждается в	1	1
263	следует оговориться что	1	1
264	один из наиболее	1	1
265	полного раскрытия смысла	1	1
266	имея в виду	1	1
267	на завтрашний день	1	1
268	развернуть ее до	1	1
269	но и внутренне	1	1
270	не только переходом	1	1
271	приводит его к	1	1
272	в чистом виде	2	1
273	отнюдь не является	1	1
274	этого слова как	1	1
275	может и не	1	1
276	состоит не столько	1	1
277	на передний план	1	1
278	такое что и	1	1
279	с теми же	1	1
280	напомним что в	1	1
281	не способно к	1	1
282	раз в том	1	1
283	несмотря на свою	1	1
284	совпадают с теми	1	1
285	в иной ситуации	1	1
286	они могут быть	1	1
287	является не только	1	1
288	если говорить о	1	1
289	а не путем	1	1
290	качестве одного из	1	1
291	которая в его	1	1
292	состоит как раз	1	1
293	не по отношению	1	1
294	по крайней мере	5	1
295	ни у кого	1	1
296	содержание целого произведения	1	1
297	в эту минуту	1	1
298	каждый из которых	1	1
299	случае мы имеем	1	1
300	едва ли есть	1	1
301	дело здесь не	4	1
302	было бы сказать	1	1
303	как и сам	1	1
304	не менее чем	1	1
305	к этому что	1	1
306	между тем это	1	1
307	состоит не в	1	1
308	не является ни	1	1
309	том что при	1	1
310	но и его	1	1
311	до тех пор	1	1
312	имеем дело не	2	1
313	быть заключен в	1	1
314	по способу своего	1	1
315	в одной из	2	1
316	так что все	1	1
317	многообразный смысл этой	1	1
318	ни одна из	1	1
319	с той или	2	1
320	характеризуется тем что	1	1
321	и каждое из	1	1
322	что по выражению	1	1
323	и все его	1	1
324	так и на	1	1
325	как бы ни	1	1
326	как показывает анализ	1	1
327	со стороны его	1	1
328	в пределах одного	1	1
329	и на всю	1	1
330	включающее в себя	1	1
331	не менее не	1	1
332	между тем в	2	1
333	его речи и	1	1
334	представляется нам не	1	1
335	же в сущности	1	1
336	итак мы можем	1	1
337	раскрытия смысла названия	1	1
338	и он сам	1	1
339	отвечает на этот	1	1
340	я не имею	1	1
341	в дальнейшем мы	1	1
342	потребовалось бы развернуть	1	1
343	в целом как	1	1
344	и в восприятии	1	1
345	по нашему убеждению	3	1
346	то мы должны	1	1
347	но не тождество	1	1
348	и наконец в	1	1
349	как и вообще	1	1
350	это говоря словами	1	1
351	в данном контексте	1	1
352	видим что в	1	1
353	но они же	1	1
354	рамки двух слов	1	1
355	на одни и	1	1
356	собой один из	1	1
357	по своему происхождению	2	1
358	здесь не только	4	1
359	все это остается	1	1
360	не только его	1	1
361	на нее как	1	1
362	не в том	1	1
363	может быть заключен	1	1
364	это указание на	1	1
365	еще не гарантирует	1	1
366	в предыдущей части	1	1
367	внутренней и внешней	2	1
368	возникает в результате	1	1
369	смыкаются в единую	1	1
370	как и всякий	1	1
371	человека и его	1	1
372	а тем более	2	1
373	весь многообразный смысл	1	1
374	дальнейшем мы будем	1	1
375	что в них	1	1
376	в качестве одного	1	1
377	из них не	1	1
378	но и как	1	1
379	можно было ожидать	1	1
380	в переносном смысле	2	1
381	ничего не изменится	1	1
382	при этом как	2	1
383	и т.п в	1	1
384	но и к	1	1
385	мог бы дать	1	1
386	смысловое содержание целого	1	1
387	поэмы потребовалось бы	1	1
388	в своем внутреннем	1	1
389	который в качестве	1	1
390	который в свою	2	1
391	одной стороны с	1	1
392	но едва ли	1	1
393	и в том	1	1
394	реально содержится смысловое	1	1
395	пределах одного и	1	1
396	как нам представляется	2	1
397	я и ты	1	1
398	от них самих	1	1
399	не удивительно что	2	1
400	легко может быть	1	1
401	при переходе к	1	1
402	не последнюю роль	1	1
403	и теперь в	1	1
404	начинается с осознания	1	1
405	из них в	1	1
406	в ее внутренней	1	1
407	дня и ночи	1	1
408	том или ином	1	1
409	рассматривать в качестве	1	1
410	это остается вне	1	1
411	отношения не только	1	1
412	перед нами как	1	1
413	его в себя	1	1
414	этой поэмы может	1	1
415	в отдельных случаях	1	1
416	поэмы может быть	1	1
417	в противоположном случае	1	1
418	и тех же	2	1
419	никогда не является	1	1
420	свое внимание на	1	1
421	смысла названия гоголевской	1	1
422	представляется едва ли	1	1
423	хотя и не	1	1
424	бы развернуть ее	1	1
425	ли может быть	1	1
426	не только имеет	1	1
427	одно из самых	1	1
428	к определенному типу	1	1
429	и здесь мы	1	1
430	на деле его	1	1
431	к неразрешимым противоречиям	1	1
432	речи который мы	1	1
433	того чтобы их	1	1
434	является одновременно и	1	1
435	гоголевской поэмы потребовалось	1	1
436	текста мертвых душ	1	1
437	всяком случае не	1	1
438	не только ту	1	1
439	можно с уверенностью	1	1
440	легко может явиться	1	1
441	оно есть само	1	1
442	до полного текста	1	1
443	тесные рамки двух	1	1
444	же время в	2	1
445	представляет собой один	1	1
446	содержится смысловое содержание	1	1
447	не возникает в	1	1
448	в таких случаях	1	1
449	не говоря уже	1	1
450	надо признать что	1	1
451	обратить внимание на	1	1
452	в этом контексте	3	1
453	что несмотря на	2	1
454	но с другой	1	1
