N	3gram	Potebnia_M	VeschiIm
271	никто никогда не	1	1
272	и понятия в	1	1
273	действительность и даже	1	1
274	и говорить о	1	1
275	в понятии и	1	1
276	моментов слова и	1	1
277	для человека есть	1	1
278	в ряду других	2	1
279	но и к	1	1
280	и та и	2	1
281	это потому что	2	1
282	с ними в	2	1
283	точки зрения и	1	1
284	тому как мы	1	1
285	относится и к	1	1
286	такое а не	1	1
287	самом общем смысле	1	1
288	было бы очень	1	1
289	не то что	2	1
290	она проявляется в	1	1
291	но так как	2	1
292	при таких условиях	1	1
293	с этим последним	3	1
294	это было бы	1	1
295	можно выразить и	1	1
296	и заставляет нас	1	1
297	идеального и реального	1	1
298	и не может	1	1
299	и здесь как	1	1
300	мы уже сказали	1	1
301	вовсе не в	1	1
302	внутренняя форма слова	2	1
303	может быть и	1	1
