N	2gram	Bakhtin_Pr	Freidism
276	на язык	1	4
277	о себе	12	4
278	выражение в	6	4
279	первый план	1	4
280	это как	2	4
281	не дает	4	4
282	и речи	1	4
283	то ни	3	4
284	этом мы	1	4
285	в развитии	1	4
286	должны быть	1	4
287	в другом	1	4
288	личности и	1	4
289	ту сторону	2	4
290	к ней	1	4
291	в области	3	4
292	его к	4	4
293	с ее	5	4
294	в целом	8	4
295	ответ на	2	3
296	себе самом	9	3
297	не так	3	3
298	во втором	1	3
299	до сих	3	3
300	него только	1	3
301	существенных моментах	1	3
302	на почве	5	3
303	и при	1	3
304	это уже	1	3
305	этот принцип	3	3
306	утверждает что	1	3
307	для них	3	3
308	разобраться в	2	3
309	в результате	6	3
310	нет никакого	1	3
311	в них	5	3
312	оно не	2	3
313	и даже	4	3
314	психологии и	1	3
315	все то	5	3
316	все его	4	3
317	их в	8	3
318	значение в	1	3
319	не делает	1	3
320	психики и	1	3
321	он хотел	1	3
322	к его	1	3
323	притом в	1	3
324	жизни в	3	3
325	приводит к	4	3
326	мыслей и	1	3
327	и смерть	1	3
328	зрения сознания	1	3
329	что мы	2	3
330	раз и	4	3
331	ни на	2	3
332	этот период	1	3
333	всем этим	2	3
334	и содержание	1	3
335	сознания в	2	3
336	одной и	1	3
337	о них	2	3
338	в одном	14	3
339	можно ли	1	3
340	в совершенно	2	3
341	являются только	1	3
342	и той	1	3
343	уже в	9	3
344	как на	4	3
345	не совсем	2	3
346	на две	1	3
347	тем же	1	3
348	так именно	1	3
349	в нашем	3	3
350	находится в	2	3
351	с этими	1	3
352	о том	5	3
353	во всей	2	3
354	в сознании	4	3
355	на этот	2	3
356	а вовсе	1	3
357	а следовательно	1	3
358	преобладание в	1	3
359	из него	1	3
360	того же	1	3
361	и становится	2	3
362	выражение и	1	3
363	бы то	3	3
364	переходим к	2	3
365	только не	1	3
366	и то	1	3
367	говорит о	1	3
368	мы видим	5	3
369	не поддается	3	3
370	мир в	4	3
371	они не	5	3
372	ведь именно	1	3
373	к человеку	3	3
374	к себе	2	3
375	из основных	1	3
376	сознания это	2	3
377	и этим	2	3
378	к сознанию	2	3
379	у нас	2	3
380	и притом	3	3
381	от всех	1	3
382	одним из	11	3
383	не больше	1	3
384	на себя	3	3
385	возможно только	1	3
386	но для	2	3
387	такой же	1	3
388	не остается	1	3
389	случае не	1	3
390	является по	1	3
391	и как	10	3
392	и она	1	3
393	согласиться с	1	3
394	есть только	5	3
395	и сам	5	3
396	и со	3	3
397	и являются	1	3
398	представляется нам	2	3
399	и следовательно	7	3
400	человека является	2	3
401	в условиях	4	3
402	же касается	1	3
403	себе и	3	3
404	которой он	1	3
405	единство и	1	3
406	под влиянием	1	3
407	сих пор	3	3
408	остается в	2	3
409	выйти за	3	3
410	такие же	1	3
411	ни один	5	3
412	между тем	5	3
413	в какой	2	3
414	в объективном	2	3
415	нам важно	3	3
416	в искусстве	2	3
417	не приходится	1	3
418	и является	1	3
419	и ни	1	3
420	конечно в	2	3
421	борьба с	2	3
422	как не	9	3
423	со всею	3	3
424	человека с	1	3
425	или как	5	3
426	но во	1	3
427	ведь мы	1	3
428	центр тяжести	1	3
429	явление в	1	3
430	себя в	5	3
431	бы он	3	3
432	них не	2	3
433	и от	3	3
434	и есть	6	3
435	но вовсе	1	3
436	своей последней	1	3
437	же мы	2	3
438	формы и	1	3
439	оно может	2	3
440	сказать о	1	3
441	а как	8	3
442	независимо от	1	3
443	если это	1	3
444	на это	2	3
445	для самого	2	2
446	и другие	4	2
447	социальной жизни	2	2
448	и самое	4	2
449	случае в	1	2
450	в момент	4	2
451	к этой	1	2
452	жизни а	2	2
453	которые он	3	2
454	его с	2	2
455	должна быть	4	2
456	тогда когда	2	2
457	для себя	5	2
458	и их	7	2
459	по всему	1	2
460	в применении	1	2
461	же предмет	1	2
462	другого человека	4	2
463	к учению	1	2
464	вот как	1	2
465	в некоторых	1	2
466	из которых	3	2
467	не как	15	2
468	не исчерпывается	3	2
469	окружающей его	1	2
470	которая позволила	1	2
471	в науке	2	2
472	из того	1	2
473	для нас	3	2
474	не подозревает	1	2
475	правда в	2	2
476	в отношении	3	2
477	же что	5	2
478	опоры для	2	2
479	его формы	1	2
480	же основной	2	2
481	в первом	3	2
482	но все	8	2
483	сознание не	2	2
484	относится и	2	2
485	с таким	1	2
486	жизнь в	2	2
487	равно как	1	2
488	вместо этого	1	2
489	не позволяет	2	2
490	мы остановимся	3	2
491	подходе к	2	2
492	ввести его	1	2
493	теми же	1	2
494	из всего	2	2
495	отношения к	4	2
496	для сознания	1	2
497	в мире	10	2
498	они и	3	2
499	приходит в	1	2
500	а именно	4	2
501	и так	1	2
502	человека на	1	2
503	явлений и	1	2
504	мы только	1	2
505	только для	2	2
506	всю эту	1	2
507	не имеет	2	2
508	является для	2	2
509	отличается от	3	2
510	да и	3	2
511	ли он	2	2
512	при помощи	1	2
513	нет в	1	2
514	их нельзя	1	2
515	и было	1	2
516	не входит	3	2
517	и смерти	7	2
518	в дальнейшем	2	2
519	все они	4	2
520	философского построения	1	2
521	сделать в	1	2
522	но их	1	2
523	художественный образ	2	2
524	всей его	2	2
525	его и	4	2
526	бы и	6	2
527	должно быть	4	2
528	можно не	1	2
529	вопрос о	4	2
530	совершенно иной	1	2
531	ибо не	3	2
532	отсюда и	2	2
533	личность не	1	2
534	принципиально не	2	2
535	относится к	2	2
536	лежат в	2	2
537	у самого	3	2
538	и уже	3	2
539	и теперь	1	2
540	его уже	1	2
541	или может	1	2
542	значение для	2	2
543	распадается на	1	2
544	точками зрения	4	2
545	от других	2	2
546	и значение	1	2
547	превращается в	4	2
548	еще более	1	2
549	он их	1	2
550	быть это	1	2
551	же самое	1	2
552	с другой	3	2
553	объект на	1	2
554	в прошлом	1	2
555	на более	1	2
556	его целом	8	2
557	в отличие	3	2
558	заметить что	2	2
559	и во	2	2
560	него все	1	2
561	в самое	1	2
562	но именно	5	2
563	за пределами	2	2
564	только при	3	2
565	с мыслью	1	2
566	то она	1	2
567	знает только	1	2
568	для понимания	5	2
569	поэтому все	1	2
570	мы говорили	1	2
571	это прежде	1	2
572	только его	1	2
573	позволила бы	1	2
574	друг друга	10	2
575	художественной формы	6	2
576	бы в	7	2
577	в связь	1	2
578	в первых	1	2
579	подойти к	1	2
580	его можно	1	2
581	конечно только	1	2
582	как к	3	2
583	пусть и	1	2
584	как объективный	1	2
585	на языке	2	2
586	в прошлое	2	2
587	по преимуществу	3	2
588	выходит за	2	2
589	ничем не	2	2
590	заложенные в	1	2
591	зависит от	1	2
592	душу человека	1	2
593	с одной	1	2
594	вполне понятно	1	2
595	такого рода	1	2
596	что значит	2	2
597	в состоянии	1	2
598	и через	2	2
599	личной жизни	2	2
600	еще больше	1	2
601	свою точку	1	2
602	ни было	4	2
603	он и	9	2
604	который необходим	1	2
605	для своего	2	2
606	о нем	16	2
607	и сама	1	2
608	в качестве	1	2
609	но как	4	2
610	на которой	2	2
611	нет это	1	2
612	весь мир	1	2
613	внешнего мира	3	2
614	в их	5	2
615	а на	1	2
616	этого сознания	2	2
617	материал для	1	2
618	отказаться от	1	2
619	как по	1	2
620	выпадает из	1	2
621	будто бы	1	2
622	дело в	1	2
623	как его	2	2
624	дано как	1	2
625	слагается из	1	2
626	в конце	9	2
627	вообще не	1	2
628	между собою	1	2
629	ведь только	2	2
630	ясно что	1	2
631	он в	3	2
632	эти три	2	2
633	если и	2	2
634	есть та	1	2
635	же как	5	2
636	не есть	2	2
637	рядом с	16	2
638	и старается	3	2
639	другом месте	1	2
640	сознания как	1	2
641	следовательно и	2	2
642	к своему	1	2
643	как ее	2	2
644	от этого	2	2
645	личности не	1	2
646	это было	3	2
647	идеи и	2	2
648	дело и	1	2
649	должен быть	1	2
650	в эту	1	2
651	что как	1	2
652	в одной	9	2
653	на них	1	2
654	работы и	1	2
655	ко всему	1	2
656	могли бы	3	2
657	смысл и	2	2
658	нужно отметить	1	2
659	мир по	2	2
660	не то	1	2
661	а с	4	2
662	не укладывается	2	2
663	отличие от	3	2
664	а его	3	2
665	свое выражение	1	2
666	этом совершенно	1	2
667	внешний мир	2	2
668	его не	2	2
669	в работе	1	2
670	вся жизнь	1	2
671	объективный факт	1	2
672	человека как	1	2
673	к этим	2	2
674	или же	2	2
675	является его	1	2
676	и тем	2	2
677	можно сделать	1	2
678	если же	3	2
679	всех других	1	2
680	нужно сказать	2	2
681	есть и	2	2
682	и та	1	2
683	ни одно	1	2
684	входит в	11	2
685	в нас	1	2
686	не следует	1	2
687	этом смысле	12	2
688	важно лишь	1	2
689	проникнуть в	2	2
690	к которой	1	2
691	ведь если	1	2
692	что бы	1	2
693	думать что	1	2
694	на всю	1	2
695	но эти	2	2
696	или вовсе	1	2
697	художественное творчество	1	2
698	с различными	1	2
699	в книге	4	2
700	во многом	1	2
701	речь и	1	2
702	даже если	1	2
703	все остальное	2	2
704	образом в	2	2
705	или иной	3	2
706	не поддаются	1	2
707	необходим для	1	2
708	всю жизнь	1	2
709	но если	1	2
710	говорить об	2	2
711	из этого	1	2
712	там где	12	2
713	тона в	1	2
714	словесное выражение	1	2
715	человек не	1	2
716	то в	1	2
717	конце концов	7	2
718	как совокупность	1	2
719	только одну	1	2
720	он должен	1	2
721	как для	1	2
722	мира в	6	2
723	не отличается	1	2
724	не к	1	2
725	быть даже	2	1
726	только их	1	1
727	в особенности	2	1
728	мировоззрением и	1	1
729	что было	4	1
730	мир не	1	1
731	во всем	1	1
732	действительности поэтому	1	1
733	они являются	1	1
734	ее сознание	1	1
735	мире и	1	1
736	смысловое значение	1	1
737	пределы всего	1	1
738	и ценное	1	1
739	целом то	1	1
740	больше нет	1	1
741	никак нельзя	2	1
742	бы они	1	1
743	в содержании	1	1
744	в единую	1	1
745	образом и	1	1
746	только из	1	1
747	и статей	1	1
748	человеческой души	1	1
749	по существу	5	1
750	в настоящем	4	1
751	можно говорить	2	1
752	и здесь	5	1
753	та же	1	1
754	для романтизма	1	1
755	форме что	1	1
756	всего на	1	1
757	этой проблемы	1	1
758	это первое	1	1
759	типа как	1	1
760	он стремится	4	1
761	то есть	64	1
762	на совершенно	1	1
763	с уже	1	1
764	которые не	1	1
765	судить о	1	1
766	которая в	1	1
767	почти не	1	1
768	познания и	1	1
769	очень отчетливо	1	1
770	порядка в	3	1
771	до него	1	1
772	на ее	2	1
773	же является	1	1
774	человеческую речь	1	1
775	из таких	1	1
776	ними существует	1	1
777	и должно	1	1
778	социальные условия	1	1
779	ложь в	1	1
780	все события	1	1
781	его содержание	1	1
782	любовь к	1	1
783	и далее	1	1
784	свое словесное	1	1
785	до самого	1	1
786	даже в	7	1
787	этом неизбежно	1	1
788	была бы	5	1
789	не всякий	1	1
790	его за	1	1
791	события его	1	1
792	истории его	1	1
793	зрения все	1	1
794	из всех	1	1
795	переносится в	1	1
796	и куда	1	1
797	эта новая	3	1
798	художественного творчества	3	1
799	все зависит	1	1
800	этом случае	1	1
801	отношении к	3	1
802	и должен	1	1
803	по выражению	2	1
804	ни стало	1	1
805	и грубость	1	1
806	никак не	3	1
807	переносит в	1	1
808	но тем	1	1
809	мы замечаем	1	1
810	в другой	4	1
811	его внутреннего	1	1
812	личности это	2	1
813	основных моментов	1	1
814	не улавливаются	1	1
815	проникновения в	4	1
816	что человек	1	1
817	иногда и	1	1
818	в маленьком	1	1
819	потому не	1	1
820	здесь с	3	1
821	более соответствует	1	1
822	себя я	1	1
823	а есть	3	1
824	его социальной	1	1
825	и другими	6	1
826	наконец к	1	1
827	беседе с	1	1
828	только за	1	1
829	поэтому она	1	1
830	растворяет в	2	1
831	именно эти	1	1
832	человека во	1	1
833	целом ряде	3	1
834	другая точка	1	1
835	среды т.е	1	1
836	необходимо для	1	1
837	же самыми	1	1
838	характерно понимание	1	1
839	особенно резко	1	1
840	думаем что	1	1
841	этом как	1	1
842	только еще	1	1
843	в плоскости	5	1
844	и эти	1	1
845	в рамки	2	1
846	лишь попутно	1	1
847	творчества и	2	1
848	и самая	1	1
849	чтобы в	2	1
850	и связаны	1	1
851	ко всем	2	1
852	в борьбе	1	1
853	ему но	2	1
854	вводится в	1	1
855	но только	3	1
856	во что	2	1
857	двух людей	1	1
858	себе то	1	1
859	время как	2	1
860	он остается	2	1
861	на которых	1	1
862	ряде других	2	1
863	их до	1	1
864	и ярко	1	1
865	и жажда	1	1
866	и навсегда	2	1
867	именно оно	1	1
868	можно согласиться	1	1
869	представляется ему	1	1
870	их и	3	1
871	следовательно в	1	1
872	на такой	1	1
873	в лабиринт	1	1
874	показать что	1	1
875	одною из	1	1
876	новой объективной	1	1
877	оно есть	1	1
878	пр как	1	1
879	правильно оценить	1	1
880	в снах	1	1
881	есть именно	1	1
882	как при	1	1
883	изолированной личности	1	1
884	она даже	1	1
885	в ходу	1	1
886	что весь	1	1
887	форму и	2	1
888	динамика и	1	1
889	ведь она	1	1
890	тем что	5	1
891	причинах и	1	1
892	именно о	1	1
893	она является	2	1
894	при том	1	1
895	уже на	1	1
896	же самый	1	1
897	то время	3	1
898	интересует не	2	1
899	и социальная	1	1
900	например в	5	1
901	находит конечно	1	1
902	эти черты	1	1
903	литературе как	1	1
904	поворачивается к	1	1
905	они ищут	1	1
906	с не	1	1
907	устойчивое и	1	1
908	к физиологии	1	1
909	находит себе	1	1
910	мы встречаемся	1	1
911	это та	1	1
912	к самому	1	1
913	к нам	2	1
914	жизни является	1	1
915	с такими	2	1
916	что по	1	1
917	быть понято	1	1
918	оценок и	1	1
919	необходимости в	1	1
920	которого является	1	1
921	с собою	3	1
922	в слове	1	1
923	сознания при	1	1
924	объективны и	1	1
925	со всем	2	1
926	не приводит	1	1
927	и отдельных	1	1
928	правда не	1	1
929	бы не	3	1
930	своей совокупности	1	1
931	мира именно	1	1
932	жизни например	1	1
933	в иной	1	1
934	говорит за	2	1
935	сравнению с	2	1
936	и голос	2	1
937	своего отца	1	1
938	между всеми	1	1
939	этом условии	1	1
940	вследствие этого	2	1
941	главе нашей	1	1
942	тяжести в	1	1
943	для их	2	1
944	плоскости в	1	1
945	он по	1	1
946	она допускает	1	1
947	них в	2	1
948	сойдутся и	1	1
949	сложным и	1	1
950	слове и	1	1
951	не его	3	1
952	конечно гораздо	1	1
953	менее всего	4	1
954	мы сейчас	1	1
955	но особенно	1	1
956	всего ту	1	1
957	по крайней	3	1
958	на одном	1	1
959	к той	2	1
960	и нет	2	1
961	строится в	1	1
962	сразу и	1	1
963	первый взгляд	1	1
964	несколько дальше	1	1
965	подозревает о	1	1
966	который он	1	1
967	и того	1	1
968	не давая	2	1
969	ни понимать	1	1
970	понятно что	1	1
971	при определенных	1	1
972	тоже как	1	1
973	с самыми	1	1
974	развитию ее	1	1
975	об убийстве	1	1
976	во все	5	1
977	ничего в	1	1
978	при условии	1	1
979	и господствующие	1	1
980	перейти в	1	1
981	то это	1	1
982	далее и	1	1
983	что-то что	1	1
984	о чем-то	1	1
985	среды в	1	1
986	отказавшись от	1	1
987	не сделал	1	1
988	не согласиться	1	1
989	не имеют	1	1
990	так остро	1	1
991	смерти и	1	1
992	психологии или	1	1
993	со всех	2	1
994	это последнее	1	1
995	силы и	1	1
996	и окружающий	1	1
997	тотчас же	3	1
998	даже и	2	1
999	не между	1	1
1000	то и	2	1
1001	это за	1	1
1002	силами и	1	1
1003	хотя с	1	1
1004	хоть сколько-нибудь	1	1
1005	и каждое	1	1
1006	совсем другой	1	1
1007	идеологическое творчество	2	1
1008	он еще	2	1
1009	в противоположность	3	1
1010	мы его	2	1
1011	не приходили	1	1
1012	наконец в	2	1
1013	но даже	1	1
1014	к чужой	1	1
1015	ориентации мы	1	1
1016	по сравнению	2	1
1017	пробным камнем	1	1
1018	в каких	1	1
1019	сознания во	1	1
1020	быть не	1	1
1021	характер не	2	1
1022	к каждому	1	1
1023	оно как	1	1
1024	глава третья	1	1
1025	современной ему	2	1
1026	а может	3	1
1027	не должны	1	1
1028	пока я	1	1
1029	еще на	1	1
1030	человека от	2	1
1031	и тогда	1	1
1032	каждом слове	2	1
1033	должны перейти	1	1
1034	что вся	1	1
1035	в руках	1	1
1036	нем мы	1	1
1037	формы так	1	1
1038	с которой	4	1
1039	последнее слово	10	1
1040	того она	1	1
1041	но уже	1	1
1042	и больше	1	1
1043	одной плоскости	7	1
1044	именно на	2	1
1045	только один	2	1
1046	он приводит	3	1
1047	не утратили	1	1
1048	и три	1	1
1049	попытка свести	1	1
1050	между отдельными	2	1
1051	к своим	1	1
1052	и завершенности	1	1
1053	стать таким	1	1
1054	глава первая	1	1
1055	может служить	1	1
1056	только чистые	1	1
1057	за собой	3	1
1058	часто вопреки	1	1
1059	какую бы	2	1
1060	идеологического творчества	2	1
1061	маленьком масштабе	1	1
1062	и когда	1	1
1063	объединения и	1	1
1064	о своем	2	1
1065	и наиболее	1	1
1066	для данного	1	1
1067	организации и	1	1
1068	людей и	2	1
1069	его именно	2	1
1070	находят свое	1	1
1071	органического единства	1	1
1072	мы считаем	1	1
1073	времени и	1	1
1074	его содержании	1	1
1075	в журнале	1	1
1076	можно допустить	1	1
1077	уже и	2	1
1078	всю полноту	1	1
1079	второй главе	1	1
1080	же его	1	1
1081	быть поняты	1	1
1082	только это	1	1
1083	и превратить	1	1
1084	нуждаются в	1	1
1085	его оно	1	1
1086	свой материал	1	1
1087	точке зрения	5	1
1088	она все	1	1
1089	всего что	2	1
1090	всегда и	1	1
1091	на ней	1	1
1092	себе является	1	1
1093	мы привыкли	1	1
1094	и формы	1	1
1095	имеем в	2	1
1096	этого мира	6	1
1097	известной степени	1	1
1098	черты своего	1	1
1099	воспринимать и	1	1
1100	слов о	2	1
1101	из одной	1	1
1102	на одну	1	1
1103	свое отношение	1	1
1104	их значение	1	1
1105	но ни	1	1
1106	и там	1	1
1107	и еще	2	1
1108	между людьми	1	1
1109	без всякого	1	1
1110	эта идея	1	1
1111	которых он	1	1
1112	в голове	1	1
1113	мысль не	3	1
1114	в сфере	4	1
1115	к следующему	1	1
1116	говорит об	2	1
1117	что впервые	1	1
1118	тезис о	1	1
1119	жизни как	1	1
1120	своем собственном	1	1
1121	она ни	1	1
1122	в контексте	2	1
1123	единство с	1	1
1124	в самую	2	1
1125	именно этот	2	1
1126	индивидуальном сознании	2	1
1127	была еще	1	1
1128	изображает для	1	1
1129	одной из	1	1
1130	к которому	1	1
1131	с нею	1	1
1132	и идеологические	1	1
1133	то чем	3	1
1134	же она	1	1
1135	лучше всего	1	1
1136	человеческая мысль	1	1
1137	ознакомлении с	1	1
1138	основная ошибка	2	1
1139	котором мы	2	1
1140	и умирает	1	1
1141	поэтому с	1	1
1142	утрачивает свою	2	1
1143	не умеет	1	1
1144	он может	4	1
1145	форм их	1	1
1146	видим в	1	1
1147	бы никакого	1	1
1148	на ряд	2	1
1149	одного плана	1	1
1150	к прошлому	1	1
1151	который в	2	1
1152	должны остановиться	1	1
1153	матери с	2	1
1154	этого слова	3	1
1155	до известной	1	1
1156	пережитого они	1	1
1157	что говорит	1	1
1158	и внутренняя	1	1
1159	говорит сам	2	1
1160	однако в	2	1
1161	но повторяем	1	1
1162	от них	3	1
1163	перед нами	8	1
1164	важно чтобы	1	1
1165	определяют характер	1	1
1166	что даже	1	1
1167	друг с	4	1
1168	каким был	1	1
1169	является только	1	1
1170	и психологов	1	1
1171	на котором	3	1
1172	у них	1	1
1173	в пользу	1	1
1174	же степени	1	1
1175	психологического порядка	1	1
1176	по пунктам	3	1
1177	предшествующей главе	3	1
1178	все с	1	1
1179	она есть	1	1
1180	в особом	3	1
1181	него не	4	1
1182	на своем	2	1
1183	не говорил	1	1
1184	здесь действительно	2	1
1185	ними в	1	1
1186	до них	1	1
1187	крайней мере	3	1
1188	жизни с	1	1
1189	но есть	2	1
1190	вся эта	1	1
1191	к содержанию	1	1
1192	гораздо более	1	1
1193	его поступка	1	1
1194	единство в	1	1
1195	она касается	1	1
1196	рождается и	1	1
1197	отдельные элементы	1	1
1198	мыслей по	1	1
1199	или одним	1	1
1200	уже с	1	1
1201	склонен объяснять	1	1
1202	все в	7	1
1203	заставляет его	2	1
1204	выделить и	1	1
1205	может пойти	1	1
1206	совершенно недопустимо	2	1
1207	и весь	1	1
1208	связан с	1	1
1209	нам известно	1	1
1210	что они	3	1
1211	целом это	1	1
1212	он ищет	4	1
1213	сводить к	2	1
1214	как со	1	1
1215	для второго	1	1
1216	к различным	1	1
1217	ее и	2	1
1218	или наоборот	1	1
1219	или к	2	1
1220	но на	2	1
1221	жить и	1	1
1222	еще одну	1	1
1223	особенности своего	1	1
1224	именно об	1	1
1225	и он	3	1
1226	зрения может	1	1
1227	он умер	1	1
1228	то оно	3	1
1229	идеологии мы	1	1
1230	будет развиваться	1	1
1231	связи между	1	1
1232	гораздо сложнее	1	1
1233	все элементы	1	1
1234	нет ни	5	1
1235	от его	1	1
1236	хочет быть	1	1
1237	на тех	1	1
1238	на вопрос	2	1
1239	но из	1	1
1240	нему и	2	1
1241	и функции	1	1
1242	определяет как	1	1
1243	при всей	1	1
1244	поэтому в	2	1
1245	он делает	1	1
1246	только у	4	1
1247	трагедии в	1	1
1248	противоречия и	2	1
1249	в угоду	1	1
1250	сознание в	3	1
1251	отражает и	1	1
1252	нашей работы	1	1
1253	для всякого	1	1
1254	оно само	1	1
1255	всякого человека	1	1
1256	довлеет себе	1	1
1257	начала и	3	1
1258	объективный мир	1	1
1259	он постоянно	1	1
1260	пределах того	1	1
1261	другими моментами	1	1
1262	в разрезе	5	1
1263	проявляется в	2	1
1264	или с	1	1
1265	этой мысли	1	1
1266	же их	1	1
1267	хотя и	1	1
1268	переход к	1	1
1269	своей не	1	1
1270	и соответствующие	1	1
1271	рождается в	1	1
1272	не хочет	1	1
1273	и создал	1	1
1274	не хозяин	1	1
1275	и тут	1	1
1276	построения все	2	1
1277	есть в	10	1
1278	и принципиально	1	1
1279	со своим	4	1
1280	из своих	1	1
1281	совершенно новое	1	1
1282	отказывается от	1	1
1283	его сознание	1	1
1284	камнем для	1	1
1285	является одним	2	1
1286	этой особенности	2	1
1287	для испытания	1	1
1288	да ведь	4	1
1289	этого пути	1	1
1290	смысле этого	2	1
1291	идеологические оценки	1	1
1292	слово в	3	1
