N	3gram	Tiupa_Anal	Istorich
156	только с одним	1	2
157	в мировом фольклоре	1	2
158	на вопрос о	1	2
159	уже потому что	1	2
160	волшебной сказки как	1	2
161	не только для	1	2
162	а не в	3	2
163	его как бы	1	2
164	и те же	2	2
165	и не может	4	2
166	в свою очередь	1	2
167	большей или меньшей	4	2
168	равно как и	1	2
169	и должно быть	1	2
170	в борьбе с	2	2
171	он не только	1	2
172	здесь как и	1	2
173	и той же	1	2
174	нам уже известно	1	2
175	ничего не говорит	1	2
176	ответ на этот	1	2
177	одно и то	2	2
178	одной и той	1	2
179	о царских детях	1	2
180	том что он	2	2
181	одна или несколько	1	2
182	все того же	2	2
183	имеем дело с	4	2
184	по себе они	1	1
185	что в литературе	1	1
186	только частный случай	1	1
187	то он не	1	1
188	он не должен	1	1
189	том что искусство	1	1
190	одни и те	2	1
191	отношению к которым	1	1
192	говоря уже о	1	1
193	для нас очень	1	1
194	и дело не	1	1
195	не сами по	1	1
196	а не его	1	1
197	свидетельствует о том	1	1
198	вместе с ними	1	1
199	литература будто бы	1	1
200	как бы с	1	1
201	по своему содержанию	1	1
202	речь идет о	1	1
203	что герой в	1	1
204	по аналогии с	1	1
205	нельзя сказать что	1	1
206	еще в году	1	1
207	функции посредничества между	1	1
208	но если бы	1	1
209	о нем но	1	1
210	тем самым и	1	1
211	не столько с	1	1
212	в стране мертвых	1	1
213	принимает на себя	1	1
214	не имеет никаких	1	1
215	ли он в	1	1
216	не менее в	1	1
217	себе ничего не	1	1
218	об одном из	1	1
219	она превращается в	1	1
220	ничего не означает	1	1
221	мы должны помнить	1	1
222	имеем дело не	1	1
223	одну из его	1	1
224	и как будто	1	1
225	с первых слов	1	1
226	вместе с ним	2	1
227	уже говорилось о	1	1
228	не в его	1	1
229	но не может	1	1
230	и нисколько не	1	1
231	дело не с	2	1
232	как и вся	1	1
233	что случилось с	1	1
234	не хотелось бы	1	1
235	случае мы имеем	1	1
236	в этом смысле	3	1
237	в виду не	1	1
238	но и не	5	1
239	представляют собой лишь	1	1
240	принадлежит одному из	1	1
241	состоит не в	1	1
242	в свое время	3	1
243	и к тому	2	1
244	в их связях	1	1
245	несмотря на то	1	1
246	до тех пор	1	1
247	можно отметить еще	1	1
248	так как будто	1	1
249	или иначе говоря	1	1
250	в какой это	1	1
251	он может быть	1	1
252	вследствие чего она	1	1
253	и в частности	1	1
254	как и его	1	1
255	перстень на руку	1	1
256	того с кем	1	1
257	вне всякого сомнения	1	1
258	в этом месте	1	1
259	на того с	1	1
260	этих случаях оказывается	1	1
261	содержат в себе	1	1
262	это еще одна	2	1
263	на примере одного	1	1
264	о нем а	1	1
265	это не всегда	1	1
266	с ним и	1	1
267	должен быть рассмотрен	1	1
268	с верой в	1	1
269	зависит от степени	1	1
270	в этом все	1	1
271	то что мы	1	1
272	в целом но	1	1
273	что все люди	1	1
274	к объяснению которое	1	1
275	также и в	1	1
276	прежде всего в	2	1
277	вполне могла бы	1	1
278	одно из значений	1	1
279	если бы он	1	1
280	до встречи с	1	1
281	в большей или	1	1
282	он при этом	1	1
283	в самом начале	3	1
284	связь с другими	1	1
285	в тексте упоминаются	1	1
286	в себе в	1	1
287	не подлежит никакому	1	1
288	и даже не	1	1
289	том смысле что	1	1
290	до известной степени	1	1
291	только для того	1	1
292	говорилось о том	1	1
293	и полагает что	1	1
294	этой связи особую	1	1
295	в силу своей	3	1
296	имеется в виду	1	1
297	то или иное	1	1
298	ничего не доказывает	1	1
299	то что все	1	1
300	до некоторой степени	1	1
301	собой не только	1	1
302	по которой он	1	1
303	в этом отношении	5	1
304	в себе не	1	1
305	что один из	1	1
306	и если бы	1	1
307	в том случае	1	1
308	на точку зрения	1	1
309	вслед за ним	1	1
310	к своему собственному	1	1
311	в такой же	1	1
312	том что именно	1	1
313	они могут быть	1	1
314	но прежде всего	1	1
315	в то что	1	1
316	к тому или	1	1
317	тех или иных	3	1
318	могут быть поставлены	1	1
319	как мы это	1	1
320	не было и	1	1
321	ставит себе целью	1	1
322	ибо он уже	1	1
323	а с другой	1	1
324	бы вера в	1	1
325	не столько о	1	1
326	и в пределах	2	1
327	что как бы	1	1
328	могут быть только	1	1
329	что как правило	1	1
330	мы видим как	1	1
331	без другого не	1	1
332	только в рамках	1	1
333	не ставит себе	1	1
334	не случайно и	1	1
335	то же время	7	1
336	широком смысле этого	1	1
337	в значительной степени	1	1
338	в широком смысле	2	1
339	полном соответствии с	1	1
340	и в этом	4	1
341	тому или иному	2	1
342	и эти два	1	1
343	данном случае с	1	1
344	один из возможных	1	1
345	во второй половине	1	1
346	таит в себе	2	1
347	того или иного	3	1
348	так как если	1	1
349	на тех же	1	1
350	что то что	1	1
351	в полном соответствии	1	1
352	по себе ничего	1	1
353	обратим внимание на	1	1
354	в сущности это	1	1
355	в целом итак	1	1
356	в какой-то степени	1	1
357	этом случае в	1	1
358	какой бы то	2	1
359	и не в	4	1
360	видит не только	1	1
361	носит в себе	1	1
362	в то же	9	1
363	того что в	2	1
364	может быть признано	2	1
365	не говоря уже	1	1
366	заключается в том	1	1
367	в противном случае	1	1
368	в первом случае	2	1
369	что он указывает	1	1
370	я не могу	1	1
371	смерти на лице	1	1
372	и та же	1	1
373	но в то	2	1
374	мысль о том	1	1
375	дело уже не	1	1
376	уже говорилось выше	1	1
377	одна и та	1	1
378	могут быть зафиксированы	1	1
379	и содержит в	1	1
380	ничего иного как	2	1
381	это отнюдь не	1	1
382	они относятся к	1	1
383	едва ли не	1	1
384	которые следует понимать	1	1
385	приводит к тому	1	1
386	в основе своей	2	1
387	как и сам	1	1
