N	2gram	Propp_Isto	Poddanst
421	друг друга	5	1
422	в себя	3	1
423	в это	3	1
424	живых и	1	1
425	для этого	3	1
426	с другом	2	1
427	не просто	1	1
428	он был	2	1
429	хозяйственной и	1	1
430	не имеет	4	1
431	есть и	3	1
432	одно из	3	1
433	пути к	1	1
434	мы возьмем	1	1
435	и ее	1	1
436	применительно к	1	1
437	что жизнь	1	1
438	у одних	1	1
439	с американскими	1	1
440	особенно в	2	1
441	выступает как	1	1
442	богом и	2	1
443	в развитии	2	1
444	связаны с	3	1
445	совершенно ясно	6	1
446	обратиться к	1	1
447	и быть	2	1
448	никогда не	5	1
449	и растет	1	1
450	еще не	16	1
