N	3gram	Voloshinov	StatiiOP
111	в чем же	2	2
112	тех пор пока	2	2
113	в целом ряде	1	2
114	более и более	2	2
115	в настоящее время	6	2
116	до тех пор	2	2
117	на этот вопрос	3	2
118	но в то	6	2
119	как мы видели	4	2
120	прежде всего необходимо	1	2
121	как бы ни	1	2
122	у нас не	3	2
123	тем что он	1	2
124	между прочим и	1	2
125	ни о каком	1	2
126	как и в	1	2
127	может быть и	8	2
128	с громадным трудом	1	1
129	мы на самом	1	1
130	но ведь это	1	1
131	вполне понятно если	1	1
132	а может быть	1	1
133	это вполне понятно	2	1
134	второй половины xix	1	1
135	что и для	1	1
136	этого слова в	1	1
137	в этом направлении	1	1
138	конечно все эти	1	1
139	и те же	5	1
140	еще почти не	1	1
141	случае можно было	1	1
142	в большинстве случаев	7	1
143	на том что	1	1
144	по сравнению с	1	1
145	все это и	1	1
146	ли отсюда что	2	1
147	как и во	1	1
148	та и другая	1	1
149	в собственном смысле	2	1
150	одни и те	5	1
151	как бы они	1	1
152	до наших дней	1	1
153	форме они не	1	1
154	и вообще нет	1	1
155	с этой точки	1	1
156	замещают друг друга	1	1
157	должен быть таков	1	1
158	с фактической стороны	1	1
159	для себя и	1	1
160	и это не	1	1
161	на почве этого	1	1
162	а в том	1	1
163	друг от друга	1	1
164	начале хх века	1	1
165	и не имеет	1	1
166	и то же	3	1
167	но и он	1	1
168	и во всякой	1	1
169	их точки зрения	2	1
170	во многих отношениях	1	1
171	в одной и	1	1
172	ни один культурный	1	1
173	литературной жизни в	1	1
174	быть не могло	1	1
175	и вся история	1	1
176	же и эта	1	1
177	если бы это	2	1
178	не могло в	1	1
179	в начале хх	1	1
180	смысле этого слова	6	1
181	в отношении к	7	1
182	для правильного понимания	1	1
183	сих пор и	1	1
184	вместо того чтобы	1	1
185	если бы в	1	1
186	другой стороны и	1	1
187	же отметить что	1	1
188	само по себе	2	1
189	как бы по	1	1
190	деле конечно и	1	1
191	быть и речи	4	1
192	в соответствии с	1	1
193	точки зрения ее	1	1
194	не знает ни	2	1
195	даже и в	1	1
196	по ту сторону	1	1
197	к этому сводится	1	1
198	и та и	1	1
199	с их точки	1	1
200	каждой из этих	1	1
201	времени не было	1	1
202	в высшей степени	5	1
203	и как он	1	1
204	и не хочет	1	1
205	является одним из	2	1
206	но как раз	1	1
207	это вовсе не	1	1
208	это значит что	1	1
209	в каком же	1	1
210	духе как он	1	1
211	так же и	1	1
212	новые социальные силы	1	1
213	в какой форме	1	1
214	и речи о	3	1
215	бы по ту	1	1
216	и не может	11	1
217	быть не может	1	1
218	это находит свое	1	1
219	должна опираться на	5	1
220	с нашей точки	1	1
221	сих пор не	1	1
222	пр но и	2	1
223	тем же языком	1	1
224	находит свое выражение	1	1
225	существует лишь в	1	1
226	дать ответ на	1	1
227	такова точка зрения	2	1
228	как бы из	1	1
229	оно не будет	1	1
230	что почти все	1	1
231	но кроме того	1	1
232	одним из наиболее	1	1
233	и во всяком	1	1
234	о которой говорят	1	1
235	нашей точки зрения	1	1
236	они ни были	1	1
237	том что слово	1	1
238	от того что	2	1
239	именно в эти	1	1
240	важным этапом в	1	1
241	там где они	1	1
242	конечно далеко не	1	1
243	только при таком	1	1
244	к вопросу о	1	1
245	не совсем так	1	1
246	xix века и	1	1
247	значит что в	1	1
248	ни в какой	2	1
249	самом деле конечно	1	1
250	о том каким	1	1
251	и вовсе не	1	1
252	этой точки зрения	1	1
253	ту или иную	1	1
254	отчет в том	1	1
255	но имеет и	1	1
256	не оставляют в	1	1
257	и не было	1	1
258	того как он	1	1
259	и той же	2	1
260	именно то что	1	1
261	и так сказать	2	1
262	связи с этим	3	1
263	в этом и	1	1
264	не должен быть	1	1
265	выражении таким образом	1	1
266	точка зрения на	1	1
267	у него с	1	1
268	в узком смысле	4	1
269	и не является	1	1
270	были не только	1	1
271	на судьбу на	1	1
272	слова в системе	1	1
273	для него не	1	1
274	до сегодняшнего дня	1	1
275	почти ничего не	1	1
276	каких бы то	3	1
277	во всех случаях	1	1
278	но уже в	1	1
279	и быть не	1	1
280	нас не было	1	1
281	и для русской	1	1
282	приводит к тому	1	1
283	одно и то	3	1
284	то все же	1	1
285	тесную связь с	1	1
286	языка не может	1	1
287	кроме того в	1	1
288	следует сказать что	1	1
289	и тот и	1	1
290	одной и той	2	1
291	тот и другой	1	1
292	он не знает	2	1
293	в области других	1	1
294	из этих форм	1	1
295	бы они ни	1	1
296	не менее в	1	1
297	именно в том	1	1
298	иначе и быть	1	1
299	с этим не	1	1
300	и без того	1	1
301	чтобы убедиться в	1	1
302	же как и	2	1
303	у него нет	1	1
304	совершенно независимо от	2	1
305	не могут быть	3	1
306	в этом вопросе	2	1
307	может быть выражено	1	1
308	том что не	1	1
309	между тем для	1	1
310	слово должно было	1	1
311	в котором мы	1	1
312	как это делает	1	1
313	из которых каждая	1	1
314	сих пор мы	1	1
315	бы ни была	1	1
316	не имеют прямого	1	1
317	или в другом	1	1
318	тот или иной	2	1
319	в другом случае	1	1
320	к жизни и	1	1
