N	2gram	Tiupa_Lite	Freidism
602	на заре	1	1
603	не бывает	2	1
604	целом ряде	2	1
605	с собой	4	1
606	этом как	3	1
607	творчества и	1	1
608	должен был	1	1
609	на смену	6	1
610	чтобы в	1	1
611	начинается с	1	1
612	в борьбе	1	1
613	но только	3	1
614	не более	2	1
615	он остается	1	1
616	этой цели	2	1
617	однако мы	1	1
618	показать что	1	1
619	мы говорим	1	1
620	как при	1	1
621	своей души	1	1
622	в различные	1	1
623	сохраняет за	1	1
624	границу между	1	1
625	тем что	6	1
626	стиля как	1	1
627	уже на	1	1
628	например в	3	1
629	восприниматься как	2	1
630	поворачивается к	1	1
631	с тем	2	1
632	когда это	1	1
633	отдельного человека	1	1
634	имеет место	1	1
635	о полном	1	1
636	оставляет места	2	1
637	в реальности	1	1
638	что по	1	1
639	ли не	7	1
640	работает в	1	1
641	которого является	2	1
642	в слове	3	1
643	сознания при	1	1
644	со всем	1	1
645	не приводит	1	1
646	и т	2	1
647	бы не	3	1
648	становится ясным	1	1
649	который не	1	1
650	в иной	1	1
651	не затрагивает	1	1
652	вследствие этого	1	1
653	в душу	1	1
654	в это	1	1
655	он по	1	1
656	в ряду	1	1
657	не его	1	1
658	и по-своему	1	1
659	но особенно	1	1
660	по крайней	2	1
661	мы с	3	1
662	на одном	1	1
663	к той	1	1
664	развития человечества	1	1
665	и нет	4	1
666	нам представляется	3	1
667	свое время	1	1
668	первый взгляд	1	1
669	ними все	1	1
670	в кругу	1	1
671	нет ничего	2	1
672	и того	2	1
673	нам не	1	1
674	на три	2	1
675	при условии	1	1
676	перейти в	1	1
677	стать и	1	1
678	то это	2	1
679	что этот	1	1
680	более ранних	1	1
681	после того	1	1
682	в землю	1	1
683	своей собственной	2	1
684	человеческих характеров	1	1
685	показывает нам	1	1
686	даже и	2	1
687	то и	5	1
688	от психологии	1	1
689	действительности это	1	1
690	общеизвестно что	1	1
691	нашего века	1	1
692	в противоположность	2	1
693	решающее значение	1	1
694	объекта в	1	1
695	наконец в	2	1
696	но даже	2	1
697	понятия в	1	1
698	это его	1	1
699	быть не	2	1
700	на два	2	1
701	во многих	3	1
702	с нашим	1	1
703	еще на	1	1
704	переживания в	1	1
705	в современном	1	1
706	в руках	2	1
707	узнаем о	1	1
708	из наших	1	1
709	но уже	2	1
710	марксистской методологии	1	1
711	может служить	1	1
712	за собой	2	1
713	в строгом	1	1
714	и когда	1	1
715	та сила	1	1
716	приходит к	1	1
717	о своем	3	1
718	а те	1	1
719	является все	1	1
720	целый ряд	1	1
721	принадлежит не	1	1
722	что произведение	1	1
723	уже и	1	1
724	и находит	1	1
725	например для	1	1
726	в форму	2	1
727	перед глазами	1	1
728	любви к	1	1
729	а во	2	1
730	так называемых	2	1
731	и начинает	1	1
732	в выявлении	1	1
733	индивидуального развития	1	1
734	и еще	1	1
735	между людьми	1	1
736	рассчитана на	2	1
737	переход от	1	1
738	утверждал что	2	1
739	именно его	1	1
740	которых он	1	1
741	в сфере	7	1
742	по которой	1	1
743	во внешней	1	1
744	жизни как	3	1
745	затем в	1	1
746	в объекте	1	1
747	а скорее	2	1
748	в контексте	1	1
749	индивидуальном сознании	1	1
750	только этим	1	1
751	одной из	2	1
752	сохраняется в	1	1
753	следующим образом	2	1
754	для изучения	1	1
755	по собственному	2	1
756	убежден что	1	1
757	объект и	2	1
758	повлечь за	1	1
759	том же	3	1
760	не умеет	1	1
761	который по	1	1
762	русской литературы	3	1
763	к прошлому	1	1
764	который в	2	1
765	этот последний	1	1
766	однако в	7	1
767	от них	1	1
768	перед нами	1	1
769	звучать как	1	1
770	я при	1	1
771	его психики	1	1
772	культурной жизни	1	1
773	что даже	1	1
774	лишь при	1	1
775	на котором	1	1
776	у них	1	1
777	в пользу	1	1
778	только потому	1	1
779	не мог	3	1
780	к ее	1	1
781	него не	1	1
782	лет а	1	1
783	где все	1	1
784	этом же	1	1
785	стороны он	1	1
786	крайней мере	2	1
787	взаимоотношений между	1	1
788	жизни с	2	1
789	базируется на	1	1
790	гораздо более	1	1
791	явления это	1	1
792	все в	1	1
793	оно в	1	1
794	что они	1	1
795	в свое	1	1
796	служит в	1	1
797	ее и	1	1
798	и культуры	3	1
799	этой внутренней	1	1
800	мира нового	1	1
801	такое сознание	2	1
802	и прямо	1	1
803	и он	3	1
804	ему в	2	1
805	объективной данности	2	1
806	сознания все	1	1
807	личности а	1	1
808	от его	1	1
809	различие между	3	1
810	на вопрос	1	1
811	свою объективную	1	1
812	второй половине	1	1
813	при всей	5	1
814	несколько иной	1	1
815	поэтому в	1	1
816	собой в	1	1
817	возникает в	1	1
818	ненависть к	1	1
819	встает перед	1	1
820	этого он	1	1
821	сознание в	3	1
822	как несамостоятельный	1	1
823	ее развития	1	1
824	это я	1	1
825	всего построения	1	1
826	я как	1	1
827	или с	1	1
828	читатель и	1	1
829	он усматривает	1	1
830	бы на	2	1
831	или иными	1	1
832	рождается в	1	1
833	совершается на	1	1
834	души и	1	1
835	для искусства	1	1
836	в недрах	1	1
837	это ни	1	1
838	его внутренняя	1	1
839	есть в	1	1
840	со своим	2	1
841	из своих	2	1
842	раннего детства	1	1
843	от сознания	2	1
844	методологии в	1	1
845	с кого	1	1
846	является одним	1	1
847	из форм	1	1
848	не обладает	2	1
849	многих отношениях	1	1
850	это именно	1	1
851	этого пути	1	1
852	все той	2	1
853	свет и	1	1
854	в формах	4	1
855	бытие и	1	1
856	все прочие	1	1
857	основана на	1	1
858	высшей ценностью	1	1
859	читателю в	1	1
860	в виде	1	1
861	эту личность	1	1
862	позиция самого	1	1
863	существенное изменение	1	1
864	однако не	2	1
865	существует только	1	1
866	формам с	1	1
867	их но	1	1
868	в интересах	1	1
869	этого рода	2	1
870	так было	1	1
871	больше в	1	1
872	пределах одной	1	1
873	или в	1	1
874	сознания на	3	1
875	жизни это	1	1
876	пути и	1	1
877	что к	1	1
878	сила которая	1	1
879	без остатка	3	1
880	что его	3	1
881	и всякое	1	1
882	который как	1	1
883	на нее	2	1
884	это мы	1	1
885	этого эксперимента	1	1
886	себе задачей	1	1
887	и эта	1	1
888	он один	3	1
889	и своего	1	1
890	наконец даже	1	1
891	задачу и	1	1
892	простой и	1	1
893	ссылки на	1	1
894	и единственным	1	1
895	с той	1	1
896	и без	1	1
897	и вовсе	1	1
898	человек в	2	1
899	лежит на	1	1
900	говорят о	1	1
901	самого момента	1	1
902	в переводе	1	1
903	и воля	1	1
904	имеется в	2	1
905	и убитый	1	1
906	при таком	1	1
907	мира и	1	1
908	на фоне	5	1
909	перейти к	1	1
910	последнее время	1	1
911	не на	2	1
912	должно стать	2	1
913	здесь не	1	1
914	комплексов в	1	1
915	того он	1	1
916	лишь для	1	1
917	связанным с	1	1
918	пока не	2	1
919	в сторону	1	1
920	с другом	1	1
921	в каждой	2	1
922	вследствие чего	1	1
923	на себе	1	1
924	ним а	1	1
925	так рождается	1	1
926	тем более	2	1
927	субъекта его	1	1
928	не все	1	1
929	вмешивается в	1	1
930	не был	1	1
931	той или	1	1
932	людей в	1	1
933	прошла в	1	1
934	в индивидуальном	2	1
935	иметь в	1	1
936	в русской	13	1
937	и свои	1	1
938	в каждом	2	1
939	не говоря	3	1
940	от первого	2	1
941	сказали бы	1	1
942	только ему	1	1
943	личности есть	1	1
944	не имея	1	1
945	нами как	1	1
946	имеет своей	1	1
947	человек как	1	1
948	апеллирует к	1	1
949	находит свое	1	1
950	слов или	1	1
951	это конечно	1	1
952	за то	2	1
953	сознания а	2	1
954	и других	4	1
955	а к	2	1
956	такую же	1	1
957	борьбы за	1	1
958	связи с	7	1
959	есть борьба	1	1
960	в наше	1	1
961	на страницах	1	1
962	с новыми	1	1
963	но при	2	1
964	как уже	3	1
965	исключительное значение	1	1
966	можно назвать	1	1
967	ту же	4	1
968	или не	1	1
969	тому как	4	1
970	не по	2	1
971	от содержания	1	1
972	по этой	2	1
973	к новым	2	1
974	есть так	1	1
975	и нигде	1	1
976	половине века	1	1
977	он стал	1	1
978	кажется что	1	1
979	на чем	1	1
980	близость к	1	1
981	не оставляет	3	1
982	новых и	2	1
983	к тем	1	1
984	но зато	2	1
985	из мира	1	1
986	не с	2	1
987	тяготения к	1	1
988	одно и	1	1
989	плана в	1	1
990	дает им	1	1
991	как он	2	1
992	и определяет	1	1
993	отказ от	7	1
994	из крупнейших	1	1
995	от земли	1	1
996	можно было	3	1
997	других людей	1	1
998	процесс в	1	1
999	целого в	1	1
1000	оказывается что	1	1
1001	кто не	1	1
1002	есть лишь	2	1
1003	в начале	4	1
1004	говоря о	1	1
1005	что нам	1	1
1006	еще в	7	1
1007	мы идем	1	1
1008	стороны и	1	1
1009	и времени	1	1
1010	вот в	1	1
1011	субъективного я	1	1
1012	как то	1	1
1013	его я	2	1
1014	и т.д	8	1
1015	у которого	1	1
1016	мысль о	2	1
1017	основе своей	1	1
1018	ведь как	1	1
1019	сознания от	3	1
1020	например не	1	1
1021	занимает в	1	1
1022	в колею	1	1
1023	я это	3	1
1024	не наиболее	1	1
1025	я в	12	1
1026	тем как	1	1
1027	так называемого	2	1
1028	бытия не	2	1
1029	что никакого	1	1
1030	тот или	1	1
1031	культуры но	1	1
1032	одного из	4	1
1033	общего с	3	1
1034	культуры и	2	1
1035	в понимании	1	1
1036	и самого	2	1
1037	реальность в	1	1
1038	и каждый	2	1
1039	этот путь	3	1
1040	это делает	1	1
1041	когда они	1	1
1042	только по	1	1
1043	которое мы	1	1
1044	культуры мы	1	1
1045	мысль в	2	1
1046	более широкого	1	1
1047	бессознательного это	1	1
1048	по аналогии	3	1
1049	слова в	2	1
1050	в первой	1	1
1051	по этому	2	1
1052	отождествляется с	1	1
1053	т.е как	1	1
1054	нам все	1	1
1055	же в	6	1
1056	бытия и	1	1
1057	говорит ему	1	1
1058	и отражения	1	1
1059	формуле в	1	1
1060	путь и	3	1
1061	иной раз	1	1
1062	как будто	2	1
1063	этой же	1	1
1064	на то	2	1
1065	человека или	1	1
1066	себе самому	1	1
1067	бы ни	1	1
1068	счете оказывается	2	1
1069	из глубины	1	1
1070	этом у	1	1
1071	его историческим	1	1
1072	же это	3	1
1073	здесь мы	1	1
1074	может и	1	1
1075	сама с	1	1
1076	растворяется в	1	1
1077	себе как	2	1
1078	в последующем	1	1
1079	есть ли	1	1
1080	смерти как	1	1
1081	определяется в	1	1
1082	нет не	2	1
1083	от всего	1	1
1084	в один	1	1
1085	каждого из	2	1
1086	не показывает	1	1
1087	и особенно	1	1
1088	за счет	1	1
1089	есть не	2	1
1090	где мы	1	1
1091	наше время	1	1
1092	искусства в	2	1
1093	может наиболее	1	1
