N	3gram	Propp_Isto	FransuaR
101	целый ряд других	2	3
102	в пределах одной	1	3
103	он связан с	1	3
104	есть не что	1	3
105	здесь как и	2	3
106	все эти формы	1	3
107	говорит об этом	1	3
108	и в том	1	3
109	в особенности в	2	3
110	не что иное	1	3
111	так как они	1	3
112	свидетельствует о том	1	3
113	что в нем	1	3
114	что иное как	1	3
115	на этом свете	1	3
116	может быть в	1	2
117	мы уже знаем	1	2
118	никак не может	1	2
119	они и не	1	2
120	как и его	1	2
121	что и у	1	2
122	совершенно так же	3	2
123	образом и здесь	1	2
124	дело вовсе не	1	2
125	сам по себе	1	2
126	но при этом	1	2
127	не потому что	2	2
128	друг за другом	1	2
129	уже знаем что	1	2
130	и вместе с	3	2
131	и во всем	1	2
132	он не мог	1	2
133	другой стороны в	1	2
134	одно из древнейших	1	2
135	и с другой	1	2
136	из того что	1	2
137	на другой день	1	2
138	и потому не	1	2
139	то что он	2	2
140	с представлениями о	2	2
141	и может быть	1	2
142	в том чтобы	2	2
143	так как он	2	2
144	они не имели	1	2
145	может быть отнесена	1	2
146	этот вопрос мы	1	2
147	тесно связан с	1	2
148	но дело не	1	2
149	но уже в	2	2
150	мы уже видели	2	2
151	большую роль в	1	2
152	главным образом в	1	2
153	хотя бы в	1	2
154	всем тем что	1	2
155	не могут быть	1	2
156	на этом мы	1	2
157	только для того	1	2
158	видим что в	1	2
159	сих пор не	1	2
160	даже в его	1	2
161	может быть только	1	2
162	такие выражения как	2	2
163	мы знаем что	8	2
164	и не только	1	2
165	прежде всего мы	1	2
166	мы видели и	3	2
167	до некоторой степени	1	2
168	с полной ясностью	1	2
169	никогда не были	1	2
170	теснейшим образом связан	1	2
171	мы сейчас увидим	1	2
172	его как бы	1	2
173	связанные с ними	1	2
174	только тогда когда	2	2
175	что во время	1	2
176	на той же	1	2
177	что у него	2	2
178	между человеком и	1	2
179	в тех же	1	2
180	ничего общего с	1	2
181	мы не знаем	2	2
182	в этом случае	13	2
183	же как и	4	2
184	в таких случаях	2	2
185	мы не будем	3	2
186	в главе о	1	2
187	на две части	1	2
188	что с ним	1	2
189	он говорит если	1	1
190	всегда выступает как	1	1
191	особенно тех которые	1	1
192	очень часто в	1	1
193	как будто бы	1	1
194	все же она	1	1
195	это тем что	1	1
196	его в себя	2	1
197	в соответствии с	1	1
198	что в ней	1	1
199	и многие другие	1	1
200	это явление в	1	1
201	связи с проблемой	1	1
202	на том что	3	1
203	она и в	1	1
204	на самых ранних	1	1
205	и если на	1	1
206	два основных момента	1	1
207	дает нам никакого	1	1
208	дошли до нас	1	1
209	она и не	1	1
210	что для того	1	1
211	но есть и	1	1
212	по своему содержанию	1	1
213	у него было	1	1
214	в риме при	1	1
215	не только то	1	1
216	а в связи	1	1
217	в землю и	1	1
218	и таким образом	2	1
219	и тем самым	2	1
220	он это сделал	1	1
221	этот мотив очень	1	1
222	и изобилие и	1	1
223	но вместе с	4	1
224	там где нет	2	1
225	данном случае они	1	1
226	умирает вместе с	1	1
227	его к себе	1	1
228	мир как в	1	1
229	что здесь на	1	1
230	но не было	1	1
231	его в своем	1	1
232	так как в	3	1
233	ведь это не	1	1
234	в тех случаях	1	1
235	в частности с	1	1
236	образом связан с	1	1
237	и на котором	1	1
238	и в средневековой	1	1
239	приведем еще один	2	1
240	быть определены как	1	1
241	могут быть определены	1	1
242	таким образом мы	3	1
243	знаете ли вы	1	1
244	они могут быть	1	1
245	вместе с ним	1	1
246	в подземное царство	1	1
247	но в ней	1	1
248	к себе в	2	1
249	и заставить его	1	1
250	еще ждет своего	1	1
251	об этом он	1	1
252	народов в том	1	1
253	на том свете	2	1
254	мы видим в	2	1
255	к этому месту	1	1
256	вместе со своим	1	1
257	что под нами?	1	1
258	он не может	2	1
259	на одном лице	1	1
260	образом прежде всего	1	1
261	между небом и	1	1
262	две стороны одного	1	1
263	таким образом эта	1	1
264	мы видим это	1	1
265	если бы она	1	1
266	что он проглотил	1	1
267	которые находятся в	1	1
268	никто не видел	2	1
269	об этом мы	1	1
270	на ней мы	1	1
271	и что он	1	1
272	в них не	1	1
273	можно привести множество	1	1
274	в одном случае	1	1
275	не теряет своей	1	1
276	это так называемая	1	1
277	но и других	1	1
278	то или иное	1	1
279	в свете этих	2	1
280	в наши задачи	1	1
281	это не совсем	1	1
282	более высокую ступень	1	1
283	но они обладают	1	1
284	до него и	1	1
285	в виду что	1	1
286	в некоторых местах	1	1
287	другой стороны с	1	1
288	том что они	1	1
289	с тем что	1	1
290	ранних ступенях развития	1	1
291	она не имеет	1	1
292	и с этой	1	1
293	чтобы они не	1	1
294	выйти из нее	1	1
295	во-первых потому что	1	1
296	неоднократно говорит о	1	1
297	что в этом	1	1
298	бы думать что	2	1
299	только с помощью	1	1
300	и по своим	1	1
301	что он не	1	1
302	в это мгновенье	1	1
303	части его тела	1	1
304	есть как бы	1	1
305	он думает что	1	1
306	не потому ли	2	1
307	и все подобные	1	1
308	первый план выдвигается	1	1
309	что в его	1	1
310	как и вообще	1	1
311	тот момент когда	1	1
312	есть например в	1	1
313	примеров можно привести	1	1
314	после его смерти	1	1
315	и никому не	1	1
316	и в меньшей	1	1
317	не может он	1	1
318	следующим образом прежде	1	1
319	тем не менее	6	1
320	не в том	2	1
321	что в доме	1	1
322	это позволяют нам	1	1
323	мы проследили только	1	1
324	разинутая пасть есть	1	1
325	из них является	1	1
326	могут быть найдены	1	1
327	связано с представлением	1	1
328	что один из	1	1
329	на которой он	1	1
330	особенности в связи	1	1
331	то же что	1	1
332	образ змея в	1	1
333	в нем самом	1	1
334	это может быть	1	1
335	в зависимости от	1	1
336	само по себе	1	1
337	если бы мы	3	1
338	на земле на	1	1
339	связывает его с	1	1
340	до нас в	1	1
341	цель и смысл	1	1
342	не могло быть	1	1
343	из них не	1	1
344	может быть названа	1	1
345	это означает что	1	1
346	здесь мы видим	2	1
347	он понимает что	1	1
348	состоит в том	1	1
349	в мифе о	2	1
350	в частности в	1	1
351	том что она	1	1
352	поскольку это позволяют	1	1
353	в дальнейшем он	1	1
354	все же еще	1	1
355	но в основе	1	1
356	мы здесь имеем	2	1
357	в непосредственной близости	1	1
358	и заставляет ее	1	1
359	в широком смысле	1	1
360	о том чтобы	1	1
361	вследствие чего он	1	1
362	связь все же	1	1
363	тем что он	3	1
364	в античности и	1	1
365	во многих отношениях	1	1
366	другой стороны эта	1	1
367	когда они уже	1	1
368	по аналогии с	1	1
369	мы его здесь	1	1
370	в тот момент	1	1
371	таким образом к	1	1
372	внимание только на	1	1
373	что может быть	1	1
374	был тот кто	2	1
375	на то что	3	1
376	от того что	1	1
377	только после того	1	1
378	и на них	1	1
379	мы еще встретимся	1	1
380	мы увидим что	1	1
381	еще и сейчас	1	1
382	в некоторых случаях	3	1
383	был связан с	1	1
384	не поддается никакому	1	1
385	на этой стадии	4	1
386	в ней уже	1	1
387	эта связь с	1	1
388	типа так в	1	1
389	знать что в	1	1
390	в левое ухо	1	1
391	общества и его	1	1
392	не имеет никакого	1	1
393	вопрос о том	1	1
394	убежден в том	1	1
395	но для нас	1	1
396	на свою сторону	1	1
397	ему при этом	1	1
398	когда во время	1	1
399	и здесь мы	1	1
400	что он это	1	1
401	одно и то	2	1
402	также и с	1	1
403	и то же	2	1
404	на котором теперь	1	1
405	только потому что	1	1
406	что и здесь	1	1
407	речь идет о	1	1
408	в потустороннем мире	1	1
409	этим объясняется что	1	1
410	иначе чем это	1	1
411	же как мы	1	1
412	она основана на	1	1
413	тех случаях когда	1	1
414	и он всегда	1	1
415	то это было	1	1
416	при встрече с	1	1
417	обращаем внимание на	1	1
418	приходит на смену	1	1
419	то обстоятельство что	1	1
420	не ясна и	1	1
421	xix века когда	1	1
422	прежде всего и	1	1
423	играют большую роль	1	1
424	он был бы	1	1
425	вне связи с	1	1
426	и огонь в	1	1
427	ни времени ни	1	1
428	то время как	3	1
429	один из этих	1	1
430	и из него	1	1
