N	2gram	Voloshinov	Narrotol
136	тому как	1	5
137	в начале	1	5
138	еще в	2	5
139	в пределах	3	5
140	и о	1	5
141	в виду	1	4
142	по себе	1	4
143	в них	2	4
144	конечном счете	1	4
145	не вполне	1	4
146	роль в	2	4
147	когда в	1	4
148	не существует	1	4
149	которой он	1	4
150	сводятся к	1	4
151	хотя бы	5	4
152	только на	1	4
153	который в	1	4
154	к этому	1	4
155	внутренней речи	1	4
156	что они	2	4
157	на том	1	4
158	несмотря на	2	4
159	тому что	1	4
160	в себя	1	4
161	по своей	1	4
162	и ее	2	4
163	для себя	2	4
164	не на	2	4
165	со всеми	1	4
166	вместе с	1	4
167	не имеет	2	4
168	в основе	1	4
169	мог бы	2	4
170	ему в	1	4
171	а на	1	4
172	и как	1	4
173	или даже	1	4
174	так в	1	4
175	ли не	1	4
176	в области	2	4
177	от первого	1	4
178	быть и	1	4
179	что касается	1	4
180	на одном	1	3
181	с этой	2	3
182	своей истории	1	3
183	по мере	1	3
184	каждый из	1	3
185	входит в	2	3
186	и иных	1	3
187	времени в	1	3
188	говорить о	3	3
189	так же	2	3
190	в зависимости	2	3
191	все время	1	3
192	что она	1	3
193	ее и	1	3
194	с точки	5	3
195	одно из	1	3
196	связи с	1	3
197	не знает	1	3
198	в которой	3	3
199	в связи	2	3
200	же как	1	3
201	и это	1	3
202	и что	1	3
203	можно было	1	3
204	иметь в	1	3
205	как известно	1	3
206	бы быть	1	3
207	а как	2	3
208	здесь мы	3	3
209	или иного	2	3
210	ни о	1	3
211	зависимости от	2	3
212	говорить и	1	3
213	всей своей	2	3
214	еще и	4	3
215	что мы	1	3
216	быть не	1	3
217	и тогда	1	3
218	а лишь	1	3
219	одной из	1	3
220	до конца	1	3
221	но это	1	3
222	в едином	1	3
223	собственно говоря	2	3
224	как к	1	3
225	произведения как	4	3
226	и уж	1	3
227	и вот	1	3
228	которых он	1	3
229	он и	1	3
230	же не	1	3
231	все равно	1	3
232	в виде	1	3
233	все эти	2	3
234	на фоне	4	3
235	особенно в	1	3
236	того или	2	3
237	только к	1	3
238	лишь в	4	3
239	же самое	1	3
240	следует иметь	1	2
241	те же	2	2
242	которое может	2	2
243	другой стороны	2	2
244	быть может	1	2
245	лишь с	1	2
246	людей и	1	2
247	более или	1	2
248	тем что	2	2
249	мира это	1	2
250	чем иным	2	2
251	внимание к	1	2
252	другое дело	1	2
253	и наиболее	2	2
254	в действительности	2	2
255	один и	1	2
256	и который	1	2
257	в этот	2	2
258	с помощью	2	2
259	превращается в	3	2
260	в контексте	1	2
261	вовсе не	2	2
262	к которому	1	2
263	слово не	1	2
264	иным как	2	2
265	тут же	1	2
266	в системе	1	2
267	бы в	2	2
268	того же	1	2
269	художественного высказывания	1	2
270	и столь	1	2
271	что иное	2	2
272	к одному	3	2
273	должно быть	1	2
274	в произведении	2	2
275	время в	1	2
276	и через	1	2
277	сознания не	1	2
278	одним из	1	2
279	бытия то	1	2
280	в двух	4	2
281	мы можем	4	2
282	здесь она	1	2
283	одно и	3	2
284	и является	2	2
285	могут быть	2	2
286	пространство и	1	2
287	и есть	1	2
288	в общем	2	2
289	с языком	1	2
290	сливаются в	1	2
291	ценностный кругозор	1	2
292	и сами	1	2
293	в особенности	1	2
294	которым можно	1	2
295	хх века	1	2
296	для них	1	2
297	все то	1	2
298	от своего	2	2
299	в процессе	5	2
300	как о	1	2
301	слово но	1	2
302	в которых	1	2
303	никто не	1	2
304	говоря и	1	2
305	к другому	1	2
306	не входит	1	2
307	это и	1	2
308	его и	1	2
309	в течение	2	2
310	наконец в	2	2
311	автора и	1	2
312	это все	1	2
313	слова и	2	2
314	вступает в	1	2
315	что же	3	2
316	к двум	1	2
317	на две	2	2
318	только с	1	2
319	только потому	1	2
320	из него	1	2
321	обратиться к	1	2
322	со времен	1	2
323	речь которая	1	2
324	все это	4	2
325	сознания и	2	2
326	в их	3	2
327	и более	1	2
328	в организации	1	2
329	за которым	1	2
330	благодаря которым	1	2
331	в каждой	1	2
332	или менее	1	2
333	как все	1	2
334	он говорит	1	2
335	не могу	1	2
336	т.п и	3	2
337	может идти	1	2
338	ее жизни	1	2
339	возникает проблема	1	2
340	отношение к	1	2
341	не можем	1	2
342	свести к	1	2
343	нам как	1	2
344	как для	1	2
345	и наконец	5	2
346	иное как	2	2
347	во всем	2	1
348	вторжение в	1	1
349	которые не	1	1
350	за исключением	1	1
351	в разных	1	1
352	этот момент	1	1
353	тем как	1	1
354	это обычно	1	1
355	мысли и	1	1
356	не как	3	1
357	воплощенной в	1	1
358	уже была	1	1
359	я ей	1	1
360	то не	1	1
361	возникает весьма	1	1
362	для всех	1	1
363	в живом	1	1
364	но что	1	1
365	что слово	1	1
366	связь с	1	1
367	она из	1	1
368	ни одна	1	1
369	и этот	2	1
370	связана с	3	1
371	чем его	1	1
372	или на	1	1
373	представление о	1	1
374	к другим	1	1
375	детей и	1	1
376	его на	2	1
377	они сводятся	1	1
378	на эту	1	1
379	в лирике	1	1
380	и социально	2	1
381	человеческой речи	2	1
382	но у	1	1
383	или достоевского	1	1
384	эстетике и	1	1
385	художественное произведение	2	1
386	для исследования	2	1
387	на материале	1	1
388	особенности в	1	1
389	с этим	3	1
390	во все	1	1
391	у такого	1	1
392	осуществляется в	1	1
393	вопрос о	1	1
394	отсюда и	1	1
395	говорить не	1	1
396	существующих в	1	1
397	не имеем	1	1
398	общения и	2	1
399	в различных	1	1
400	для данного	1	1
401	внимания к	1	1
402	не что	2	1
403	самого начала	2	1
404	сдвиг в	1	1
405	не совсем	1	1
406	выборе и	1	1
407	языка как	3	1
408	раньше не	1	1
409	в одной	1	1
410	объект и	2	1
411	во всей	2	1
412	в литературоведении	1	1
413	и внутренняя	2	1
414	именно с	1	1
415	от другой	1	1
416	на три	1	1
417	в структуре	2	1
418	понятие о	1	1
419	не будут	1	1
420	из живой	1	1
421	она есть	1	1
422	они характеризуют	1	1
423	но так	2	1
424	оказались бы	1	1
425	на втором	1	1
426	вся эта	1	1
427	наполнения и	1	1
428	о влиянии	1	1
429	эпохи не	1	1
430	она и	1	1
431	здесь нет	1	1
432	о слове	1	1
433	как средство	1	1
434	указать на	1	1
435	которой является	2	1
436	для которой	1	1
437	целостно и	3	1
438	что при	1	1
439	объединены в	1	1
440	среде и	1	1
441	в поэтике	3	1
442	его в	1	1
443	как же	1	1
444	о возможности	1	1
445	сказал что	1	1
446	произведение как	1	1
447	и чисто	1	1
448	говоря словами	1	1
449	мы это	1	1
450	данной ситуации	1	1
451	с одним	1	1
452	но ведь	5	1
453	эти три	1	1
454	и характер	1	1
455	зрения и	1	1
456	построен на	1	1
457	о которых	1	1
458	воздействия на	1	1
459	из одного	1	1
460	и своей	1	1
461	проникновению в	1	1
462	вопроса о	4	1
463	как системы	3	1
464	него а	1	1
465	на этом	1	1
466	к слову	1	1
467	мы уже	2	1
468	разных местах	1	1
469	речевого взаимодействия	1	1
470	в современных	1	1
471	совсем не	1	1
472	эти слова	1	1
473	или же	1	1
474	на самый	1	1
475	действительного или	1	1
476	что эта	2	1
477	в тех	2	1
478	и тот	1	1
479	за пределы	3	1
480	этот вопрос	1	1
481	то или	1	1
482	или иное	1	1
483	в самой	1	1
484	оказывается с	1	1
485	из нее	1	1
486	истории и	1	1
487	вопрос в	1	1
488	природы и	1	1
489	на который	1	1
490	особенностей и	1	1
491	обратимся к	1	1
492	которое мы	2	1
493	звучит один	1	1
494	необходимо чтобы	1	1
495	и языка	1	1
496	речи и	1	1
497	его к	1	1
498	там где	2	1
499	художественного события	1	1
500	и особенно	1	1
501	до его	1	1
502	угадывается в	1	1
503	воззрений на	1	1
504	этого термина	1	1
505	области поэтики	1	1
506	средств в	1	1
507	приближается к	1	1
508	как возможность	1	1
509	в последнем	1	1
510	времени эта	1	1
511	в хх	1	1
512	он только	2	1
513	хх веке	1	1
514	и должно	2	1
515	но такая	1	1
516	своем составе	1	1
517	не приходится	1	1
518	в другой	1	1
519	не исчерпывается	2	1
520	этот не	1	1
521	из того	1	1
522	из существеннейших	1	1
523	звуков издаваемых	1	1
524	в отношении	2	1
525	литературного произведения	2	1
526	нет никакого	1	1
527	предстает не	1	1
528	и вполне	1	1
529	этой точки	1	1
530	если говорить	1	1
531	значения как	1	1
532	одно слово	1	1
533	же слово	2	1
534	похожим на	3	1
535	себя и	1	1
536	связаны между	1	1
537	мыслей и	1	1
538	строк в	1	1
539	что вообще	1	1
540	словами и	1	1
541	не смог	1	1
542	только одно	1	1
543	установка его	1	1
544	чем же	2	1
545	языка и	5	1
546	если он	1	1
547	в значительной	1	1
548	не должно	1	1
549	на основе	1	1
550	может входить	1	1
551	слов и	4	1
552	и до	1	1
553	и наоборот	1	1
554	литературы в	1	1
555	их исторической	1	1
556	как свой	1	1
557	образом не	1	1
558	ему становится	1	1
559	есть его	1	1
560	но мы	4	1
561	между людьми	1	1
562	нет и	1	1
563	впервые в	1	1
564	произведения и	1	1
565	в образе	1	1
566	не знаем	1	1
567	в ряд	2	1
568	этого слова	1	1
569	здесь и	1	1
570	о художественном	1	1
571	в эстетике	1	1
572	не из	1	1
573	если только	1	1
574	только о	1	1
575	тот же	2	1
576	но имеется	1	1
577	его можно	1	1
578	события и	1	1
579	находятся в	1	1
580	миром с	1	1
581	от более	1	1
582	только одного	1	1
583	мышления в	1	1
584	общения в	1	1
585	так как	3	1
586	автору и	1	1
587	того как	1	1
588	уже в	2	1
589	сознании не	1	1
590	в художественной	1	1
591	ее в	2	1
592	в полном	2	1
593	жизни литературного	1	1
594	этом следует	1	1
595	с их	1	1
596	течение всей	1	1
597	взаимодействия и	1	1
598	что к	1	1
599	этого произведения	1	1
600	полно и	1	1
601	случаях когда	1	1
602	является не	1	1
603	при таком	1	1
604	стиля мы	1	1
605	в такой	1	1
606	на всем	1	1
607	не создает	1	1
608	и оно	1	1
609	весьма характерное	1	1
610	то можно	1	1
611	которой только	1	1
612	которая как	1	1
613	поскольку она	1	1
614	всю совокупность	1	1
615	обычно в	1	1
616	может иметь	2	1
617	и ценностных	1	1
618	в цепь	1	1
619	с самого	2	1
620	уже можно	1	1
621	в самых	1	1
622	понимаем всю	1	1
623	другими словами	1	1
624	обычно с	1	1
625	и остаются	1	1
626	ни один	3	1
627	в столь	1	1
628	ведь и	1	1
629	мы должны	6	1
630	в искусстве	3	1
631	исследования в	1	1
632	и их	7	1
633	но даже	1	1
634	всего его	1	1
635	отношений между	2	1
636	к анализу	2	1
637	конечно в	2	1
638	века однако	1	1
639	в нашей	1	1
640	уже видели	1	1
641	только то	1	1
642	косвенной речи	1	1
643	и детализация	1	1
644	или как	1	1
645	как то	1	1
646	их по	1	1
647	в книге	2	1
648	элементов в	1	1
649	прямая речь	1	1
650	произведения не	1	1
651	целая система	1	1
652	нуждается в	2	1
653	группируются в	1	1
654	может и	1	1
655	событий и	1	1
656	его внутреннее	1	1
657	для этого	1	1
658	виду что	1	1
659	хотя они	1	1
660	само по	1	1
661	есть не	2	1
662	себе а	1	1
663	более того	2	1
