N	2gram	Tiupa_Anal	formyVre
176	отношению к	9	8
177	или иной	8	8
178	в целом	9	8
179	в той	8	7
180	для всех	1	7
181	еще более	1	7
182	не как	2	7
183	имеет место	6	7
184	широком смысле	2	7
185	между собой	2	7
186	этого мира	2	7
187	к ним	1	7
188	к этому	2	7
189	из этих	2	7
190	в себе	17	7
191	но он	1	7
192	не знает	4	7
193	в которой	3	7
194	в себя	8	7
195	с ее	2	7
196	в процессе	2	7
197	например в	1	7
198	и он	1	7
199	себя и	5	7
200	нет ничего	2	7
201	в главе	1	7
202	было бы	4	7
203	в эпизоде	5	7
204	в отличие	8	7
205	том же	2	7
206	того что	5	7
207	этот процесс	1	7
208	этом отношении	5	7
209	ее в	2	7
210	отличие от	8	7
211	во времени	6	7
212	место в	3	7
213	все что	3	6
214	с самим	3	6
215	именно в	6	6
216	с тем	1	6
217	только для	3	6
218	на первый	1	6
219	о том	11	6
220	между двумя	7	6
221	в различных	1	6
222	сказать что	2	6
223	в основу	1	6
224	романа как	1	6
225	входят в	1	6
226	во всей	1	6
227	и временных	1	6
228	время и	1	6
229	в качестве	38	6
230	в таком	5	6
231	здесь как	1	6
232	и речи	1	6
233	за пределы	6	6
234	одной стороны	6	6
235	бы ни	2	6
236	а как	4	6
237	в сюжете	2	6
238	пространственных и	1	6
239	и ее	1	6
240	смысле слова	1	6
241	в сущности	10	6
242	в отношении	2	6
243	мы видим	1	6
244	не могут	3	6
245	в которых	1	6
246	не является	3	6
247	тех же	1	6
248	смерти и	1	6
249	автора и	4	6
250	в совершенно	1	6
251	имеем в	1	6
252	нет и	2	6
253	одной из	2	6
254	все они	2	6
255	мы не	1	6
256	в широком	4	6
257	мы находим	1	6
258	в присутствии	3	6
259	только и	1	6
260	особенно в	9	6
261	не оставляет	2	6
262	в начале	3	6
263	есть не	9	6
264	событий и	2	6
265	более того	4	6
266	мы и	1	5
267	вообще не	2	5
268	с этой	2	5
269	о чем	3	5
270	одно из	2	5
271	тем что	2	5
272	в своей	7	5
273	почти все	1	5
274	было и	1	5
275	во все	1	5
276	хотя бы	4	5
277	только на	3	5
278	борьбе с	2	5
279	что все	2	5
280	по преимуществу	4	5
281	с другими	4	5
282	быть только	1	5
283	как его	1	5
284	человек в	3	5
285	романа мы	1	5
286	той или	8	5
287	изображенного в	1	5
288	как человек	1	5
289	так что	3	5
290	одно и	2	5
291	и является	4	5
292	по своей	6	5
293	в этой	12	5
294	и от	1	5
295	мы будем	1	5
296	чужого мира	1	5
297	в него	1	5
298	в какой-то	1	5
299	самим собою	2	5
300	мире и	2	5
301	мы встречаем	1	5
302	конечно и	1	5
303	с ними	2	5
304	далеко не	6	5
305	они не	1	5
306	не имеет	1	5
307	да и	2	5
308	жизни конечно	1	5
309	не имеют	1	5
310	и уже	1	5
311	той же	4	5
312	он может	2	5
313	почти вовсе	1	5
314	романа но	1	5
315	мы имеем	9	5
316	но на	1	5
317	или в	2	5
318	об этом	1	5
319	в ряду	2	5
320	нового времени	1	5
321	числе и	1	5
322	бы он	1	5
323	и только	1	5
324	мы наблюдаем	1	4
325	во всем	1	4
326	от него	2	4
327	же и	1	4
328	только что	1	4
329	даже в	5	4
330	вещи и	1	4
331	а затем	3	4
332	не являются	2	4
333	его от	3	4
334	другой стороны	2	4
335	как если	1	4
336	по себе	6	4
337	в своих	1	4
338	равно как	1	4
339	его на	1	4
340	и смерти	4	4
341	при всей	4	4
342	в данном	6	4
343	моменты и	1	4
344	раз и	2	4
345	он был	3	4
346	в другом	4	4
347	существенное значение	1	4
348	в эпосе	1	4
349	по отношению	10	4
350	и те	2	4
351	не становится	3	4
352	в нашем	3	4
353	не был	2	4
354	и становится	1	4
355	жизни с	1	4
356	жизни так	1	4
357	несмотря на	5	4
358	проявляется в	4	4
359	судьбы и	1	4
360	иного рода	4	4
361	и сознания	1	4
362	прежде чем	2	4
363	что не	3	4
364	с жизнью	1	4
365	себе и	1	4
366	в чем	2	4
367	в историческом	1	4
368	образ смерти	1	4
369	в один	4	4
370	борьба с	3	4
371	этом ряду	3	4
372	и при	1	4
373	эту жизнь	2	4
374	из того	5	4
375	для них	1	4
376	с мотивом	1	4
377	их и	1	4
378	что он	3	4
379	вследствие этого	5	4
380	перед нами	1	4
381	и более	5	4
382	языка и	2	4
383	своей собственной	2	4
384	и т.д	4	4
385	же самое	3	4
386	принадлежит к	1	4
387	всяком случае	1	4
388	друг друга	1	4
389	они были	1	4
390	связан с	1	4
391	этом случае	4	4
392	на дорогу	2	4
393	образ автора	1	4
394	как у	1	4
395	у нас	1	4
396	жизни героев	1	4
397	все равно	2	4
398	раз в	1	4
399	всего романа	1	4
400	как она	1	4
401	к концу	1	4
402	со своей	2	4
403	войти в	1	4
404	на его	4	4
405	целого и	1	4
406	тем более	2	4
407	мы должны	2	4
408	быть и	1	4
409	как он	4	4
410	на смерть	1	4
411	в тексте	26	4
412	и о	3	4
413	включает в	1	4
414	в лице	1	4
415	в центре	3	3
416	различия в	1	3
417	и имеет	1	3
418	тому что	2	3
419	строго говоря	3	3
420	дается в	1	3
421	по мере	1	3
422	отношений в	1	3
423	в борьбе	2	3
424	элементы в	1	3
425	не обязательно	1	3
426	все моменты	1	3
427	похож на	1	3
428	в соответствии	2	3
429	герой в	1	3
430	но мы	2	3
431	культуры в	2	3
432	во внешнем	4	3
433	вопрос о	2	3
434	которой он	1	3
435	мы увидим	1	3
436	форма в	1	3
437	как на	1	3
438	с этими	1	3
439	в зависимости	1	3
440	все время	1	3
441	не мог	3	3
442	от природы	1	3
443	внимание на	3	3
444	имеется и	1	3
445	все прочие	3	3
446	одна из	1	3
447	до известной	1	3
448	того и	5	3
449	и жизнь	1	3
450	в двух	4	3
451	на границе	1	3
452	бы в	3	3
453	я был	1	3
454	связь с	1	3
455	на этом	4	3
456	картины мира	2	3
457	как это	5	3
458	в тех	1	3
459	других людей	2	3
460	миру и	1	3
461	литературы и	1	3
462	и несколько	1	3
463	и есть	3	3
464	теми же	2	3
465	в человеческой	1	3
466	здесь также	1	3
467	если они	2	3
468	его к	3	3
469	таков например	1	3
470	и здесь	1	3
471	борьбы с	3	3
472	сами по	3	3
473	если не	2	3
474	произведения в	14	3
475	подходе к	1	3
476	подхода к	3	3
477	бы не	3	3
478	том как	1	3
479	зависимости от	1	3
480	к другому	1	3
481	в аспекте	4	3
482	не входит	1	3
483	еще и	1	3
484	романа то	1	3
485	его и	3	3
486	бы и	1	3
487	время оно	1	3
488	что мы	3	3
489	в течение	1	3
490	в свою	1	3
491	в значительной	1	3
492	наконец в	1	3
493	вступает в	4	3
494	известной степени	1	3
495	в данной	1	3
496	событий в	1	3
497	тем же	1	3
498	искусство и	2	3
499	неотделимо от	2	3
500	но это	1	3
501	жизни не	1	3
502	точку зрения	1	3
503	человека но	1	3
504	которые в	3	3
505	ему в	3	3
506	ни с	5	3
507	он как	1	3
508	одна и	1	3
509	или с	1	3
510	совершенно не	2	3
511	силу и	1	3
512	как нечто	1	3
513	однако не	4	3
514	в таких	1	3
515	по своему	1	3
516	не столько	5	3
517	в новом	2	3
518	это было	1	3
519	ему как	1	3
520	ряда в	1	3
521	и внутреннее	2	3
522	и эти	2	3
523	только к	1	3
524	но при	2	3
525	место и	1	3
526	как уже	5	3
527	для чего	2	3
528	ним как	1	3
529	самое время	2	3
530	при всем	1	3
531	можно сказать	6	3
532	вплоть до	2	3
533	происходит в	1	3
534	все более	1	3
535	ни был	1	3
536	они приобретают	1	3
537	что на	3	3
538	не к	3	3
539	момент его	1	3
540	и всего	2	2
541	они имеют	1	2
542	случае в	2	2
543	он всегда	1	2
544	без исключения	2	2
545	что люди	1	2
546	его то	1	2
547	с собой	1	2
548	определяется и	1	2
549	видение и	1	2
550	вопрос об	3	2
551	вещь в	1	2
552	значения в	1	2
553	вне изображенного	1	2
554	целом с	1	2
555	человека для	1	2
556	существенно хронотопичен	1	2
557	смеха в	1	2
558	для своей	1	2
559	вне произведения	1	2
560	мотивов в	1	2
561	и сами	2	2
562	выход из	2	2
563	хронотоп встречи	1	2
564	себя к	2	2
565	отличается от	3	2
566	ко второй	1	2
567	о будущем	1	2
568	определяется не	1	2
569	эпизод с	1	2
570	и дело	1	2
571	героя или	1	2
572	было в	1	2
573	своей природе	1	2
574	служит для	2	2
575	этом мы	1	2
576	имеет в	1	2
577	другом в	1	2
578	из себя	1	2
579	нашем случае	3	2
580	говорить о	3	2
581	встречи с	3	2
582	связь между	1	2
583	и должно	1	2
584	принадлежит не	1	2
585	из одного	1	2
586	свою очередь	1	2
587	что те	1	2
588	ничего что	1	2
589	вернуться к	1	2
590	места для	1	2
591	хронотопе дороги	1	2
592	как я	1	2
593	автора мы	1	2
594	он служит	1	2
595	все без	1	2
596	он сам	1	2
597	от них	1	2
598	тут же	2	2
599	однако эти	1	2
600	что даже	2	2
601	а мы	1	2
602	на котором	3	2
603	речи в	3	2
604	их жизни	1	2
605	с настоящим	1	2
606	начало и	1	2
607	к нему	4	2
608	и существеннее	1	2
609	то в	2	2
610	ее и	1	2
611	за свой	1	2
612	по природе	4	2
613	как другие	1	2
614	для жизни	1	2
615	и всей	1	2
616	указать на	1	2
617	других для	1	2
618	собой в	2	2
619	на этих	1	2
620	объединены в	1	2
621	отношения в	1	2
622	тому же	6	2
623	в собственно	2	2
624	в разные	1	2
625	в несколько	1	2
626	как по	1	2
627	по аналогии	1	2
628	на себя	5	2
629	нем но	1	2
630	о смерти	1	2
631	мы это	1	2
632	времени как	1	2
633	человек и	2	2
634	я не	2	2
635	лишь на	1	2
636	себя как	1	2
637	между прочим	1	2
638	одном из	1	2
639	и вместе	1	2
640	но когда	1	2
641	сохраняется и	1	2
642	а только	1	2
643	каждом из	2	2
644	могло бы	1	2
645	но к	3	2
646	целостность и	2	2
647	смысл и	3	2
648	но как	1	2
649	в уста	1	2
650	того в	1	2
651	этот хронотоп	2	2
652	его жизнь	1	2
653	в отдельных	1	2
654	сама природа	1	2
655	личности и	3	2
656	рассказывания в	1	2
657	и та	2	2
658	никто не	3	2
659	хотя в	1	2
660	соединении с	1	2
661	и тот	2	2
662	себя на	1	2
663	где в	1	2
664	даже не	2	2
665	и сам	4	2
666	этот вопрос	1	2
667	этой темы	1	2
668	какой-то степени	1	2
669	природе своей	3	2
670	с людьми	3	2
671	между людьми	1	2
672	на всех	1	2
673	культуры и	1	2
674	его как	3	2
675	вера в	2	2
676	моментов в	1	2
677	в каком	1	2
678	о его	5	2
679	всех сторон	1	2
680	них не	1	2
681	с чем	1	2
682	в полном	2	2
683	события в	2	2
684	возникает в	1	2
685	с идеей	1	2
686	к сыну	1	2
687	определения в	1	2
688	и особенно	4	2
689	от нее	1	2
690	но одновременно	1	2
691	во втором	1	2
692	в состав	3	2
693	произведение и	1	2
694	как необходимый	1	2
695	жизни без	1	2
696	как с	1	2
697	полноту и	1	2
698	если в	3	2
699	его с	1	2
700	должна быть	1	2
701	на ее	1	2
702	героя в	2	2
703	тогда когда	3	2
704	есть без	1	2
705	была бы	4	2
706	литературе нового	1	2
707	и пространстве	5	2
708	мотив смерти	2	2
709	этот не	1	2
710	в действии	1	2
711	разного рода	3	2
712	литературного развития	1	2
713	литературного произведения	50	2
714	себе не	2	2
715	в прошлое	1	2
716	сюжета и	1	2
717	самом деле	3	2
718	самим собой	3	2
719	целого но	2	2
720	в наших	1	2
721	смысла и	3	2
722	пространство и	1	2
723	миром и	1	2
724	о своей	2	2
725	времени не	2	2
726	как история	1	2
727	как для	1	2
728	которые могут	1	2
729	героев в	1	2
730	данном случае	3	2
731	о котором	1	2
732	при описании	2	2
733	в поэзии	2	2
734	то он	3	2
735	он же	1	2
736	со всех	1	2
737	тяготеет к	1	2
738	то и	2	2
739	произведении и	1	2
740	явления и	1	2
741	наш анализ	1	2
742	весьма часто	1	2
743	и тогда	3	2
744	людей как	1	2
745	только один	1	2
746	отношении к	1	2
747	от других	1	2
748	в мир	1	2
749	этой жизни	1	2
750	каждый из	3	2
751	образом не	3	2
752	жизни по	1	2
753	соответствии с	3	2
754	и стал	2	2
755	начиная с	1	2
756	и случайной	1	2
757	за пределами	3	2
758	выход за	1	2
759	этого слова	10	2
760	но если	1	2
761	а вовсе	1	2
762	появляется в	2	2
763	связей и	1	2
764	и после	1	2
765	внешнее и	1	2
766	попадает в	2	2
767	основе своей	2	2
768	произведения как	8	2
769	не можем	1	2
770	для нас	1	2
771	идет о	1	2
772	с анализом	2	2
773	для всего	1	2
774	себя самого	2	2
775	где он	1	2
776	себя в	8	2
777	также имеет	1	2
778	это именно	2	2
779	к месту	2	2
780	с их	2	2
781	по этому	1	2
782	непосредственно в	1	2
783	ведь это	2	2
784	образом в	1	2
785	этого рода	2	2
786	в организации	2	2
787	в будущее	1	2
788	бытия и	2	2
789	и эта	1	2
790	о жизни	3	2
791	между собою	1	2
792	и художественное	1	2
793	но по	1	2
794	или даже	3	2
795	значение здесь	1	2
796	к своему	2	2
797	дело и	1	2
798	должен быть	6	2
799	свиньи и	1	2
800	остается вне	1	2
801	на место	3	2
802	произведения с	2	2
803	ними нет	1	2
804	может иметь	2	2
805	всех своих	1	2
806	его не	1	2
807	одну из	2	2
808	или не	2	2
809	здесь совершенно	2	2
810	в искусстве	2	2
811	и может	1	2
812	не о	3	2
813	характерно для	1	2
814	особый тип	1	2
815	частности в	2	2
816	еще в	4	2
817	время они	1	2
818	человека с	1	2
819	всех последующих	1	2
820	как их	1	2
821	со своими	1	2
822	основные положения	1	2
823	процессе его	1	2
824	само собой	1	2
825	виду что	1	2
826	он видел	1	2
827	и конец	1	2
828	произведение на	1	1
829	они являются	1	1
830	иной форме	1	1
831	как создавший	1	1
832	рода и	2	1
833	является в	1	1
834	и составляет	2	1
835	места и	1	1
836	более высокой	2	1
837	из многих	1	1
838	быть использованы	1	1
839	быть по	1	1
840	еще раз	1	1
841	значение лишь	1	1
842	с иными	2	1
843	и мира	1	1
844	к завершению	1	1
845	высока и	1	1
846	типа как	1	1
847	место слияние	1	1
848	когда не	2	1
849	исходя из	5	1
850	творчества в	1	1
851	которая в	3	1
852	все последующие	1	1
853	необходима для	1	1
854	целого не	1	1
855	помимо этих	1	1
856	некоторой степени	1	1
857	граница между	1	1
858	случае мы	1	1
859	что один	1	1
860	культуры а	1	1
861	это лишь	1	1
862	дело с	5	1
863	необходимое для	1	1
864	возникает между	1	1
865	речи и	2	1
866	всего может	1	1
867	а перед	1	1
868	выступают в	1	1
869	он видит	1	1
870	эту игру	1	1
871	жизни есть	1	1
872	тем как	2	1
873	и был	1	1
874	в большей	1	1
875	литературных произведений	1	1
876	светом а	1	1
877	не вызывает	1	1
878	всякого внутреннего	1	1
879	что то	1	1
880	с более	1	1
881	язык как	1	1
882	например с	1	1
883	рассказано в	1	1
884	разных авторов	1	1
885	случае он	1	1
886	близки к	1	1
887	же оно	1	1
888	не бывает	1	1
889	иной мир	1	1
890	судьбы на	1	1
891	опираются на	3	1
892	состоит именно	1	1
893	как слушатели-читатели	1	1
894	осмысленном и	1	1
895	ко всем	2	1
896	или во	1	1
897	более или	2	1
898	в художественную	1	1
899	по пути	1	1
900	мотива смерти	1	1
901	на свой	1	1
902	с аналогичной	1	1
903	в первом	3	1
904	героя как	2	1
905	правдивейшую исповедь	1	1
906	случаях когда	1	1
907	игру с	1	1
908	как об	1	1
909	социальной группы	1	1
910	эта граница	1	1
911	включен в	1	1
912	конечном счете	5	1
913	если он	1	1
914	как более	1	1
915	самих событий	1	1
916	единого и	1	1
917	к самому	2	1
918	только через	2	1
919	и внутренне	1	1
920	не вносит	1	1
921	возможно лишь	1	1
922	уже и	1	1
923	смерть в	1	1
924	не вполне	2	1
925	не менее	5	1
926	же напротив	1	1
927	своей реализации	1	1
928	человека есть	1	1
929	мира сам	1	1
930	обладает и	1	1
931	его личной	1	1
932	и слово	2	1
933	деталями но	1	1
934	он по	2	1
935	играть в	1	1
936	себя свою	1	1
937	жизнью человека	1	1
938	так например	2	1
939	равно он	1	1
940	обращение к	1	1
941	все их	1	1
942	самом произведении	1	1
943	первый взгляд	1	1
944	реальности жизни	1	1
945	нам не	2	1
946	решает и	1	1
947	собою не	1	1
948	приобретают характер	1	1
949	реальности и	2	1
950	на природу	1	1
951	за рамки	2	1
952	построению в	1	1
953	слияние пространственных	1	1
954	к этой	1	1
955	при условии	1	1
956	и такие	1	1
957	что этот	1	1
958	на части	1	1
959	себе все	1	1
960	реальности как	1	1
961	так для	1	1
962	раз не	2	1
963	начале и	1	1
964	мифологии в	1	1
965	особенности же	1	1
966	авторских интенций	1	1
967	события как	1	1
968	отрыве от	2	1
969	и продукт	1	1
970	оно как	1	1
971	миф о	1	1
972	не всегда	4	1
973	вопроса об	1	1
974	переставая быть	1	1
975	и действия	2	1
976	в конкретное	1	1
977	и событие	1	1
978	одной и	1	1
979	котором протекает	1	1
980	и внешнее	1	1
981	смерти на	2	1
982	для данного	3	1
983	и значение	1	1
984	превращается в	3	1
985	его по	1	1
986	в применении	1	1
987	от своей	1	1
988	рассуждение о	1	1
989	же его	4	1
990	мира вокруг	3	1
991	себе в	2	1
992	в карты	2	1
993	это единство	1	1
994	собственной и	1	1
995	с другим	5	1
996	лишь частично	1	1
997	самом начале	3	1
998	в замкнутом	1	1
999	и конкретном	1	1
1000	я с	1	1
1001	него не	1	1
1002	ключ к	2	1
1003	тех случаях	1	1
1004	как правило	7	1
1005	результатам в	1	1
1006	блудный сын	1	1
1007	реальной жизни	1	1
1008	следующим образом	1	1
1009	такая же	1	1
1010	смыслом в	1	1
1011	на него	3	1
1012	только во	1	1
1013	почти нет	1	1
1014	этих актов	1	1
1015	же слова	1	1
1016	увидим далее	1	1
1017	который в	3	1
1018	воли и	4	1
1019	и внутренняя	1	1
1020	к этим	1	1
1021	она есть	2	1
1022	так у	4	1
1023	не просто	2	1
1024	собственном значении	2	1
1025	каков бы	1	1
1026	и иной	1	1
1027	ни даже	1	1
1028	что происходило	1	1
1029	едва ли	4	1
1030	но сама	1	1
1031	подлинной реальности	1	1
1032	наибольшей степени	1	1
1033	связей в	2	1
1034	ей и	1	1
1035	бы то	3	1
1036	одном неделимом	1	1
1037	не происходит	1	1
1038	он создал	1	1
1039	и представляет	4	1
1040	не возникает	1	1
1041	не принадлежат	1	1
1042	говорит о	5	1
1043	имеют место	2	1
1044	зрения может	1	1
1045	потомков в	1	1
1046	поскольку в	2	1
1047	к человеку	1	1
1048	этом все	1	1
1049	своему содержанию	1	1
1050	оказалась не	1	1
1051	или правдивейшую	1	1
1052	на том	1	1
1053	такого рода	6	1
1054	она в	1	1
1055	и той	1	1
1056	есть у	1	1
1057	нашей работы	1	1
1058	в состоянии	1	1
1059	о событии	1	1
1060	говоря это	1	1
1061	при переходе	1	1
1062	этом событии	1	1
1063	я как	2	1
1064	основе весьма	1	1
1065	это хронотоп	1	1
1066	однако этот	1	1
1067	указанных выше	1	1
1068	тем не	3	1
1069	от начала	1	1
1070	значительной степени	1	1
1071	аналогии с	1	1
1072	и за	3	1
1073	что самая	1	1
1074	впечатление совершенно	1	1
1075	в тот	1	1
1076	которой в	1	1
1077	он расчленяет	1	1
1078	мотивом смерти	1	1
1079	это слово	1	1
1080	которого и	1	1
1081	это особая	1	1
1082	совмещается с	1	1
1083	человека человек	1	1
1084	организующую роль	1	1
1085	в конечном	6	1
1086	воспринимается как	1	1
1087	повсюду в	1	1
1088	к отцу	1	1
1089	пути и	1	1
1090	человека поэтому	1	1
1091	или пишущий	1	1
1092	одним из	3	1
1093	моменты когда	1	1
1094	и испытаний	1	1
1095	и познания	1	1
1096	при взгляде	2	1
1097	в совокупности	1	1
1098	или хотя	1	1
1099	я и	8	1
1100	этом последнем	1	1
1101	как говорит	3	1
1102	учение о	1	1
1103	такова что	2	1
1104	эти три	1	1
1105	или до	1	1
1106	сознания как	1	1
1107	как писатель	1	1
1108	второй части	1	1
1109	быть ничего	1	1
1110	его событийной	1	1
1111	и смертью	1	1
1112	все подробности	1	1
1113	а отнюдь	1	1
1114	и вызывает	1	1
1115	в эту	3	1
1116	на себе	3	1
1117	различных элементов	2	1
1118	что как	3	1
1119	действительности и	1	1
1120	человека а	1	1
1121	текст и	2	1
1122	и крайне	1	1
1123	смерти так	1	1
1124	с указанием	1	1
1125	по поводу	4	1
1126	ядро и	1	1
1127	смерть оказывается	1	1
1128	истинный смысл	1	1
1129	точкой зрения	1	1
1130	могли бы	2	1
1131	которая является	1	1
1132	без свидетелей	1	1
1133	от себя	4	1
1134	его судьбу	1	1
1135	автора или	2	1
1136	в устах	2	1
1137	границы между	1	1
1138	активность прежде	1	1
1139	чтобы в	1	1
1140	данный момент	2	1
1141	в целях	1	1
1142	человека он	1	1
1143	от конкретного	1	1
1144	скитается по	1	1
1145	произведения то	1	1
1146	человеческого бытия	2	1
1147	все остальные	1	1
1148	зрения в	2	1
1149	соотнесении с	1	1
1150	находится не	1	1
1151	не нарушает	1	1
1152	и третья	1	1
1153	между тем	7	1
1154	абстрактной и	1	1
1155	человека как	1	1
1156	два события	1	1
1157	в рассказе	2	1
1158	в случае	7	1
1159	это произведение	1	1
1160	действующих лиц	1	1
1161	и тем	4	1
1162	автора если	2	1
1163	не будет	3	1
1164	оказывается в	2	1
1165	характера это	1	1
1166	в системе	1	1
1167	мире этот	1	1
1168	ничего нового	1	1
1169	смерти имеет	1	1
1170	не приходится	2	1
1171	все те	1	1
1172	из него	1	1
1173	и что	2	1
1174	главного героя	3	1
1175	имеет отношение	1	1
1176	к ее	1	1
1177	но отнюдь	2	1
1178	никогда нельзя	1	1
1179	бы уже	1	1
1180	также не	1	1
1181	этом смысле	3	1
1182	это сюжетное	1	1
1183	глубине и	1	1
1184	проникнуть в	1	1
1185	не способна	1	1
1186	несколько ниже	1	1
1187	сил и	1	1
1188	прямого значения	1	1
1189	жизни оно	1	1
1190	она была	1	1
1191	событийной полноте	1	1
1192	требует чтобы	1	1
1193	могла бы	3	1
1194	котором рассказано	1	1
1195	он в	5	1
1196	примет в	1	1
1197	мы их	1	1
1198	воскресение из	1	1
1199	однако в	4	1
1200	элементы здесь	1	1
1201	она приобретает	1	1
1202	это делает	1	1
1203	отдельных произведений	1	1
1204	рассматривать не	1	1
1205	что может	2	1
1206	видения жизни	1	1
1207	на отдельные	1	1
1208	не значит	1	1
1209	даже если	1	1
1210	в первой	2	1
1211	вне этого	1	1
1212	создал автобиографию	1	1
1213	значение этих	1	1
1214	в общем	1	1
1215	особое внимание	1	1
1216	всех предыдущих	1	1
1217	бы быть	3	1
1218	сказочного фольклора	1	1
1219	о власти	1	1
1220	характера эти	1	1
1221	время он	1	1
1222	в данный	2	1
1223	слова как	1	1
1224	начал как	1	1
1225	независимо от	2	1
1226	он произносит	2	1
1227	других по	1	1
1228	герой не	1	1
1229	из этой	1	1
1230	первобытному человеку	1	1
1231	каждого из	1	1
1232	до его	2	1
1233	было с	1	1
1234	не спотыкается	1	1
1235	находим вне	1	1
1236	своего рода	12	1
1237	были бы	1	1
1238	на жизнь	1	1
1239	его целостности	1	1
1240	в речи	3	1
1241	положения и	1	1
1242	в последующих	1	1
1243	его создания	2	1
1244	к другим	2	1
1245	за несколько	1	1
1246	без такого	1	1
1247	в событии	1	1
1248	безотносительно к	2	1
1249	есть точка	1	1
1250	чужой и	1	1
1251	большой но	1	1
1252	с миром	1	1
1253	даже со	1	1
1254	складываются в	1	1
1255	что это	1	1
1256	до некоторой	1	1
1257	ни единого	1	1
1258	свою судьбу	1	1
1259	из одних	1	1
1260	в наиболее	3	1
1261	с некоторым	1	1
1262	никак не	2	1
1263	здесь он	1	1
1264	из которых	4	1
1265	первых двух	1	1
1266	же нам	2	1
1267	этот принцип	1	1
1268	упоминаемые в	1	1
1269	сама жизнь	1	1
1270	не обходится	1	1
1271	характер он	1	1
1272	романа однако	1	1
1273	для человека	2	1
1274	сводится к	6	1
1275	подобно тому	5	1
1276	мере и	1	1
1277	вне всякого	1	1
1278	под этим	1	1
1279	событие о	1	1
1280	анализ не	1	1
1281	из сказанного	1	1
1282	оставляет места	1	1
1283	этого процесса	1	1
1284	о природе	1	1
1285	особого рода	9	1
1286	этой точки	2	1
1287	не более	4	1
1288	отличаются от	1	1
1289	и одновременно	4	1
1290	функции и	1	1
1291	оно ни	1	1
1292	вопросу об	1	1
