N	2gram	Berdyaev_M	Marksizm
457	все более	1	3
458	и только	1	3
459	конце концов	3	3
460	становится в	1	3
461	и тогда	2	3
462	во всем	5	2
463	и русском	1	2
464	существует лишь	1	2
465	возможно лишь	1	2
466	вообще не	2	2
467	к этой	3	2
468	есть прежде	4	2
469	он считает	2	2
470	с этой	4	2
471	нужно искать	2	2
472	из всех	1	2
473	это значит	3	2
474	в разных	3	2
475	этот момент	1	2
476	тем как	2	2
477	силой и	1	2
478	этом направлении	1	2
479	жизни –	1	2
480	и необходимости	1	2
481	на смену	3	2
482	как они	1	2
483	в духе	6	2
484	ведь все	1	2
485	существуют лишь	1	2
486	из нее	1	2
487	небо и	4	2
488	но по	1	2
489	к более	1	2
490	превращается в	1	2
491	в жизни	7	2
492	его на	4	2
493	находит себе	1	2
494	к самому	2	2
495	их в	1	2
496	а именно	1	2
497	может существовать	1	2
498	отличается от	2	2
499	почти все	1	2
500	у достоевского	75	2
501	искусство и	1	2
502	сам же	1	2
503	перестает быть	1	2
504	ответить на	2	2
505	было в	3	2
506	сознания в	2	2
507	мы все	1	2
508	не совпадает	1	2
509	добро и	4	2
510	принадлежит не	1	2
511	привела к	2	2
512	не вполне	1	2
513	не что	4	2
514	в прошлом	1	2
515	образ и	7	2
516	но ни	1	2
517	к ним	1	2
518	в голове	1	2
519	него не	3	2
520	ее как	2	2
521	за него	1	2
522	такая же	1	2
523	это отношение	1	2
524	не умеет	1	2
525	в атмосфере	3	2
526	от них	1	2
527	и во	5	2
528	всего в	2	2
529	неизбежно должна	1	2
530	и весь	1	2
531	ее и	2	2
532	мышления и	1	2
533	приблизиться к	1	2
534	она в	1	2
535	в состоянии	1	2
536	быть в	1	2
537	ведь есть	1	2
538	есть его	1	2
539	а ведь	1	2
540	отношения к	6	2
541	всего –	2	2
542	после этого	1	2
543	и за	2	2
544	каждого человека	3	2
545	для них	3	2
546	но он	17	2
547	связи со	1	2
548	под его	2	2
549	не остается	2	2
550	также в	2	2
551	и именно	2	2
552	одно только	2	2
553	же как	1	2
554	которой она	1	2
555	оценок и	1	2
556	путь в	1	2
557	зрения и	1	2
558	средство для	2	2
559	себе и	4	2
560	в чем	3	2
561	что как	1	2
562	всех своих	1	2
563	и мир	2	2
564	остается в	1	2
565	могли бы	1	2
566	а с	1	2
567	культуры как	1	2
568	в философии	1	2
569	эти слова	2	2
570	другом и	1	2
571	ту же	1	2
572	совсем не	3	2
573	уже к	1	2
574	более всего	1	2
575	характерны для	1	2
576	свобода он	1	2
577	при такой	1	2
578	зрения так	1	2
579	в учении	1	2
580	в нее	1	2
581	когда мы	2	2
582	нем и	1	2
583	же почве	1	2
584	культуры и	2	2
585	мы дадим	1	2
586	его как	2	2
587	он сказал	1	2
588	не значит	2	2
589	вопрос или	1	2
590	не то	1	2
591	во время	1	2
592	всех этих	1	2
593	определяется в	1	2
594	ко всякому	1	2
595	его понимания	2	2
596	в частности	1	2
597	а потому	1	2
598	в содержании	1	2
599	все в	7	2
600	та же	4	2
601	как с	1	2
602	о как	1	2
603	в судьбах	3	2
604	своих героев	2	2
605	была бы	1	2
606	переносится в	1	2
607	поэтому в	1	2
608	одному знаменателю	1	2
609	оно не	3	2
610	– оно	1	2
611	есть лишь	23	2
612	заключается в	1	2
613	с целью	1	2
614	все –	2	2
615	свой собственный	1	2
616	как о	1	2
617	никто не	3	2
618	себя и	6	2
619	бы не	4	2
620	понимания в	1	2
621	ему и	1	2
622	нет в	5	2
623	лишь те	2	2
624	он также	2	2
625	моего сознания	1	2
626	он же	3	2
627	перейти в	2	2
628	что мы	1	2
629	вернемся к	1	2
630	и если	1	2
631	и поэтому	3	2
632	явления и	1	2
633	быть не	2	2
634	и вся	1	2
635	эта мысль	3	2
636	вступает в	1	2
637	которую он	2	2
638	и небо	1	2
639	впервые в	1	2
640	принадлежит к	3	2
641	лучше всего	1	2
642	до известной	1	2
643	мы еще	4	2
644	в самой	8	2
645	нее и	1	2
646	моменты в	1	2
647	он должен	4	2
648	уже с	1	2
649	почве этого	1	2
650	им как	1	2
651	сознание может	1	2
652	или к	4	2
653	у гоголя	1	2
654	нет ни	3	2
655	нему и	1	2
656	как такие	1	2
657	одна и	3	2
658	не без	1	2
659	будет ли	1	2
660	о нем	2	2
661	и всегда	3	2
662	же не	2	2
663	а все	1	2
664	быть лишь	1	2
665	но с	2	2
666	в эпоху	2	2
667	сама по	1	2
668	с той	1	2
669	истины и	2	2
670	есть в	3	2
671	мира и	6	2
672	она лежит	1	2
673	этого вопроса	3	2
674	это было	1	2
675	на его	1	2
676	для которого	1	2
677	это так	1	2
678	в эти	1	2
679	стремиться к	1	2
680	то не	1	2
681	и почти	1	2
682	его не	5	2
683	не по	1	2
684	для кого	1	2
685	во второй	1	2
686	не находит	1	2
687	есть и	6	2
688	– он	2	2
689	ним не	1	2
690	– только	1	2
691	андрея белого	1	2
692	всех исторических	1	2
693	и часто	2	2
694	в понимании	1	2
695	самостоятельного существования	1	2
696	иное как	4	2
697	и самый	2	2
698	которой мы	1	2
699	внутреннюю жизнь	1	2
700	и наконец	1	2
701	тема –	1	2
702	мир не	2	1
703	и землю	1	1
704	и найдет	1	1
705	не связан	1	1
706	в единую	2	1
707	или он	1	1
708	в центре	4	1
709	этого необходимо	2	1
710	которые не	2	1
711	знал только	1	1
712	задача которая	1	1
713	внутреннего движения	1	1
714	всего может	1	1
715	под ним	2	1
716	а совершенно	1	1
717	вещи и	1	1
718	других –	1	1
719	или нет	1	1
720	примыкает к	1	1
721	говорит о	1	1
722	может так	1	1
723	это нужно	1	1
724	атмосфера в	1	1
725	не хочет	3	1
726	противоречие не	1	1
727	требует от	1	1
728	одно из	3	1
729	его от	1	1
730	раскрывается в	6	1
731	не несет	1	1
732	интересует лишь	1	1
733	с собой	5	1
734	и женщины	4	1
735	у пушкина	1	1
736	каком это	1	1
737	несет с	1	1
738	иррациональна и	2	1
739	не проникает	1	1
740	и проблема	1	1
741	что вопрос	1	1
742	и сам	1	1
743	предмет –	1	1
744	новый свет	2	1
745	мысль о	2	1
746	сознанием и	1	1
747	всегда в	1	1
748	на эту	1	1
749	даже до	2	1
750	котором не	2	1
751	только для	1	1
752	– выражение	1	1
753	в природе	1	1
754	человека есть	6	1
755	к форме	1	1
756	за ней	1	1
757	же сам	1	1
758	и истории	1	1
759	тема всегда	1	1
760	других представителей	1	1
761	в социальную	1	1
762	ведь не	2	1
763	потому она	1	1
764	и нет	3	1
765	все устойчивые	1	1
766	непосредственно примыкает	1	1
767	он исходит	1	1
768	природы в	5	1
769	с необычайной	2	1
770	безличной и	1	1
771	атмосферу и	1	1
772	действительность а	1	1
773	он изображает	1	1
774	было не	1	1
775	он производит	1	1
776	может отказаться	1	1
777	со своей	2	1
778	не могли	1	1
779	то это	1	1
780	от крови	3	1
781	среды в	1	1
782	которыми может	1	1
783	которой он	2	1
784	в динамике	3	1
785	ему удалось	2	1
786	так для	1	1
787	и истина	3	1
788	жизни эта	1	1
789	такова концепция	1	1
790	для одних	1	1
791	в противоположность	1	1
792	выходит из	1	1
793	не должен	1	1
794	ничто не	1	1
795	бы из	1	1
796	но во	1	1
797	цены не	1	1
798	у самого	2	1
799	героев он	1	1
800	во многих	2	1
801	не всегда	1	1
802	свободе и	4	1
803	что вся	1	1
804	уже было	1	1
805	найдет свое	1	1
806	в него	3	1
807	об отношении	1	1
808	– внутреннее	1	1
809	старой и	1	1
810	увидим что	5	1
811	всего как	1	1
812	втором случае	1	1
813	и когда	2	1
814	приходит к	2	1
815	него было	1	1
816	людей и	5	1
817	плоти и	4	1
818	этим не	1	1
819	разных сторон	1	1
820	средство и	2	1
821	от своей	2	1
822	одна возможность	1	1
823	отражает все	1	1
824	но также	2	1
825	– очень	1	1
826	– исключительно	1	1
827	замкнутости и	1	1
828	к свободе	5	1
829	но этот	3	1
830	его собственной	2	1
831	друг на	1	1
832	личности он	3	1
833	ни одного	2	1
834	и еще	3	1
835	отношения и	2	1
836	новый мир	1	1
837	и над	1	1
838	приходят к	3	1
839	с самим	5	1
840	во всякой	1	1
841	всего себя	1	1
842	жизни как	1	1
843	друг для	2	1
844	и свободная	1	1
845	что существует	1	1
846	одинаково и	1	1
847	к которому	1	1
848	есть момент	2	1
849	глубины и	1	1
850	нем не	2	1
851	он всего	1	1
852	необходимость но	1	1
853	это прежде	1	1
854	из самой	1	1
855	по поводу	1	1
856	из сферы	1	1
857	с темой	1	1
858	– внутренне	1	1
859	шаг вперед	1	1
860	еще ни	1	1
861	становится по	1	1
862	в движении	4	1
863	вопрос и	2	1
864	она есть	3	1
865	лишь один	2	1
866	их жизни	1	1
867	однако же	1	1
868	– внутренняя	2	1
869	или лучше	1	1
870	начало и	1	1
871	действительно в	1	1
872	бытия а	1	1
873	себе самом	1	1
874	ближе к	1	1
875	друга не	1	1
876	он очень	1	1
877	того кому	1	1
878	трех измерений	2	1
879	христианство –	1	1
880	и всецело	1	1
881	есть выражение	2	1
882	и орудие	2	1
883	и мы	2	1
884	по природе	2	1
885	не выходит	1	1
886	обычном смысле	1	1
887	землю и	1	1
888	после того	2	1
889	можно изучать	1	1
890	он от	1	1
891	но из	1	1
892	и свободной	1	1
893	быть названа	1	1
894	не принадлежит	3	1
895	в дневнике	4	1
896	не останется	1	1
897	на том	3	1
898	такого рода	1	1
899	притом не	1	1
900	не стремится	1	1
901	науку о	1	1
902	прийти к	3	1
903	в моей	1	1
904	протяжении всей	1	1
905	как нет	1	1
906	и чрезвычайно	1	1
907	человека во	1	1
908	они что	1	1
909	и через	1	1
910	они в	1	1
911	многих отношениях	1	1
912	природной и	1	1
913	если есть	1	1
914	свет и	2	1
915	понять его	2	1
916	к разложению	1	1
917	ума и	3	1
918	не была	4	1
919	отцов и	1	1
920	существует только	1	1
921	с психологией	1	1
922	бы только	1	1
923	от тех	1	1
924	трудно бывает	1	1
925	к чему	5	1
926	это один	1	1
927	и объяснение	1	1
928	и чисто	1	1
929	для каких-либо	1	1
930	на себя	1	1
931	явления родственные	1	1
932	потому в	1	1
933	со свободой	8	1
934	ничего и	1	1
935	на тот	1	1
936	может в	1	1
937	историю как	1	1
938	я и	3	1
939	с одним	1	1
940	человек и	7	1
941	как говорит	1	1
942	в деле	1	1
943	я не	4	1
944	человек в	12	1
945	есть та	2	1
946	в мире	12	1
947	действительность которая	1	1
948	но когда	3	1
949	века в	2	1
950	больше и	1	1
951	письме к	1	1
952	того духа	1	1
953	способен понять	1	1
954	представляется нам	1	1
955	– принадлежит	1	1
956	вот на	1	1
957	что ведь	2	1
958	xix век	1	1
959	точек зрения	1	1
960	людьми и	3	1
961	человека –	5	1
962	западной европе	1	1
963	что их	1	1
964	под влиянием	1	1
965	не иначе	1	1
966	от плоти	3	1
967	свет он	1	1
968	вопроса о	1	1
969	это очень	3	1
970	формула и	1	1
971	под конец	1	1
972	и чистым	1	1
973	и быть	2	1
974	наук и	2	1
975	не отражает	1	1
976	в содержание	1	1
977	нет уже	3	1
978	твердой и	1	1
979	бывает определить	1	1
980	во франции	1	1
981	не означает	2	1
982	на этом	5	1
983	личность в	1	1
984	него есть	2	1
985	в наше	2	1
986	он ничего	1	1
987	или во	1	1
988	достоевского а	2	1
989	не видят	1	1
990	близко к	1	1
991	литературы –	1	1
992	ищет его	1	1
993	понимают как	1	1
994	ложной идеей	4	1
995	природе своей	2	1
996	с какой	1	1
997	как человек	2	1
998	этого духа	1	1
999	преимуществу во	1	1
1000	не заставляет	1	1
1001	пути этого	1	1
1002	идет в	1	1
1003	дневнике писателя	4	1
1004	выражение которое	1	1
1005	дает для	1	1
1006	можно сделать	1	1
1007	на нем	1	1
1008	романа –	1	1
1009	в новых	2	1
1010	ни кажется	1	1
1011	личность и	2	1
1012	для человека	5	1
1013	почти всегда	1	1
1014	себя на	1	1
1015	доходит до	6	1
1016	отношения –	1	1
1017	создать и	1	1
1018	проникнуть в	1	1
1019	времен и	1	1
1020	говорили что	1	1
1021	лишь ценой	1	1
1022	должны были	1	1
1023	в иных	3	1
1024	вперед в	1	1
1025	в землю	1	1
1026	во взаимоотношениях	1	1
1027	ведь как	1	1
1028	истории и	2	1
1029	различные моменты	1	1
1030	лишь одно	1	1
1031	только может	1	1
1032	но без	1	1
1033	ту сторону	1	1
1034	он в	4	1
1035	из социальной	1	1
1036	конца и	1	1
1037	мужчины и	4	1
1038	но есть	1	1
1039	что есть	7	1
1040	но нет	1	1
1041	о его	1	1
1042	в необходимости	2	1
1043	процессы в	1	1
1044	лучше сказать	1	1
1045	слова что	1	1
1046	нигде нет	2	1
1047	в силу	1	1
1048	ней в	1	1
1049	бы быть	1	1
1050	иной раз	1	1
1051	к живому	1	1
1052	все внешнее	2	1
1053	время он	1	1
1054	бы ни	2	1
1055	слова нельзя	1	1
1056	свободой и	2	1
1057	значит что	4	1
1058	это совершенно	1	1
1059	интерес к	5	1
1060	еще менее	1	1
1061	мышкина в	2	1
1062	чтобы не	4	1
1063	уходит в	1	1
1064	это сознание	1	1
1065	жизни нет	1	1
1066	для художника	1	1
1067	кажется что	1	1
1068	наше время	1	1
1069	живая истина	1	1
1070	пришел к	1	1
1071	лишь по	1	1
1072	xvi века	1	1
1073	для многих	1	1
1074	только их	1	1
1075	приблизились к	1	1
1076	этой исторической	1	1
1077	как теперь	1	1
1078	мире и	1	1
1079	значит конечно	1	1
1080	средством для	2	1
1081	его со	1	1
1082	и возможно	2	1
1083	тема является	1	1
1084	достоевского и	12	1
1085	если в	2	1
1086	также что	1	1
1087	переходит в	23	1
1088	своего собственного	1	1
1089	нему не	1	1
1090	его с	4	1
1091	связан с	1	1
1092	и кто	2	1
1093	и должно	3	1
1094	другого человека	2	1
1095	мысль не	1	1
1096	именно –	1	1
1097	в средство	1	1
1098	человек с	1	1
1099	и различие	1	1
1100	и из	1	1
1101	сам по	2	1
1102	проникает в	3	1
1103	и этого	1	1
1104	самой жизни	1	1
1105	в глубинах	1	1
1106	истории в	2	1
1107	его во	2	1
1108	от этой	2	1
1109	человека не	6	1
1110	и делает	1	1
1111	основной и	1	1
1112	поэтому она	1	1
1113	видят а	1	1
1114	подобно тому	2	1
1115	в идиоте	3	1
1116	действительности оно	1	1
1117	него нет	6	1
1118	за это	1	1
1119	к самым	2	1
1120	она становится	1	1
1121	обращено к	1	1
1122	творчества и	1	1
1123	сказать с	1	1
1124	одну и	1	1
1125	если не	1	1
1126	особого рода	1	1
1127	и принять	1	1
1128	самим собой	1	1
1129	сил и	1	1
1130	с ней	3	1
1131	с таким	2	1
1132	их и	1	1
1133	его собственная	1	1
1134	одного только	1	1
1135	был для	2	1
1136	так называемый	2	1
1137	что у	3	1
1138	в россии	2	1
1139	вряд ли	3	1
1140	мы говорим	1	1
1141	был связан	1	1
1142	эти пределы	1	1
1143	в различные	1	1
1144	то время	2	1
1145	это выражение	1	1
1146	только одной	1	1
1147	выходит за	1	1
1148	оно всегда	1	1
1149	мог быть	1	1
1150	в праве	1	1
1151	корней и	2	1
1152	в христианском	4	1
1153	что иное	4	1
1154	влияния на	1	1
1155	эта тема	2	1
1156	существует не	2	1
1157	к какому	2	1
1158	мыслей и	1	1
1159	он есть	1	1
1160	сравнению с	2	1
1161	не до	2	1
1162	– один	3	1
1163	которая не	2	1
1164	религиозного и	1	1
1165	на своем	4	1
1166	их во	1	1
1167	и явление	1	1
1168	же есть	4	1
1169	в которые	2	1
1170	он мог	2	1
1171	это был	2	1
1172	но оно	1	1
1173	жизни конечно	1	1
1174	все они	1	1
1175	только одно	3	1
1176	для друга	2	1
1177	ни на	1	1
1178	атмосферы и	1	1
1179	не допускает	1	1
1180	цели не	1	1
1181	о духе	1	1
1182	это художественное	1	1
1183	и везде	1	1
1184	такова система	1	1
1185	бог и	8	1
1186	и заключается	1	1
1187	и социальной	1	1
1188	не любил	1	1
1189	плоть от	3	1
1190	в течение	1	1
1191	в иной	3	1
1192	один только	1	1
1193	думал что	1	1
1194	сознание и	1	1
1195	можно лишь	1	1
1196	на друга	1	1
1197	по сравнению	3	1
1198	чем они	1	1
1199	на два	2	1
1200	связано со	3	1
1201	а может	1	1
1202	личность ее	1	1
1203	два полюса	1	1
1204	иных случаях	1	1
1205	в середине	4	1
1206	сознании и	1	1
1207	только тогда	1	1
1208	место у	1	1
1209	то все	2	1
1210	значение для	1	1
1211	в это	1	1
1212	приводит в	1	1
1213	мир и	3	1
1214	котором она	1	1
1215	него с	1	1
1216	настасью филипповну	4	1
1217	более сложный	1	1
1218	идеи в	1	1
1219	цели и	1	1
1220	в обоих	1	1
1221	только это	2	1
1222	слабы и	1	1
1223	над собой	1	1
1224	а лишь	3	1
1225	в обществе	1	1
1226	вот уже	1	1
1227	она все	1	1
1228	принадлежит уже	2	1
1229	лишь одна	2	1
1230	об этой	1	1
1231	– есть	2	1
1232	без участия	1	1
1233	достоевский в	7	1
1234	образами и	1	1
1235	проблемы и	2	1
1236	зло и	8	1
1237	заложено в	3	1
1238	и там	10	1
1239	сознания но	1	1
1240	среды и	2	1
1241	на внешние	1	1
1242	ее не	1	1
1243	еще вернемся	2	1
1244	только одна	1	1
1245	которые уже	1	1
1246	кто этот	1	1
1247	смотрят на	1	1
1248	что я	1	1
1249	в образе	4	1
1250	слова он	2	1
1251	в каком-то	2	1
1252	к миру	3	1
1253	роль на	1	1
1254	природы и	1	1
1255	к прошлому	1	1
1256	в телесном	1	1
1257	в свой	2	1
1258	федор павлович	1	1
1259	город и	1	1
1260	живой организм	1	1
1261	а вовсе	1	1
1262	видел в	1	1
1263	по отдельным	1	1
1264	получить от	1	1
1265	стоящего на	1	1
1266	смысл этот	1	1
1267	не из	1	1
1268	к полному	1	1
1269	жизни не	2	1
1270	в наш	1	1
1271	они были	2	1
1272	из этой	2	1
1273	изменения в	1	1
1274	всего того	1	1
1275	которые в	2	1
1276	оформления в	1	1
1277	мире так	1	1
1278	от труда	1	1
1279	в социальном	2	1
1280	как со	1	1
1281	как найти	1	1
1282	но на	2	1
1283	в смысл	2	1
1284	что ему	1	1
1285	для нашего	1	1
1286	смысле что	1	1
1287	многих других	1	1
1288	– нет	1	1
1289	пришли к	1	1
1290	ее на	1	1
1291	или другую	1	1
1292	же этот	2	1
1293	за собою	1	1
1294	не всякая	1	1
1295	и историю	1	1
1296	опыта к	1	1
1297	бы построить	1	1
1298	которых он	5	1
1299	и зло	2	1
1300	они одинаково	1	1
1301	не отражается	1	1
1302	лишь пассивный	1	1
1303	и кажется	1	1
1304	бы у	1	1
1305	как у	2	1
1306	и добро	1	1
1307	не способен	6	1
1308	со своим	2	1
1309	на которой	1	1
1310	имел в	1	1
1311	этого пути	1	1
1312	исторического пути	1	1
