N	3gram	Bakhtin_Fr	Formalny
191	языке но в	1	1
192	художественных произведений и	1	1
193	все же в	2	1
194	в нашем примере	3	1
195	мы знаем что	1	1
196	эпохи не только	1	1
197	в следующих словах	1	1
198	и превращаются в	1	1
199	мы уже указывали	2	1
200	так и по	2	1
201	это конечно не	1	1
202	в нем уже	1	1
203	в книге о	2	1
204	протяжении длинного ряда	1	1
205	становится еще более	1	1
206	сделано ни одной	1	1
207	связи со всем	1	1
208	нашу задачу не	1	1
209	увидим дальше что	1	1
210	и вместе с	1	1
211	каждого из этих	1	1
212	задачу не входит	1	1
213	мы все время	1	1
214	с исторической точки	1	1
215	в одном месте	2	1
216	таким образом в	1	1
217	со всею своею	1	1
218	значит конечно что	1	1
219	самом деле нет	1	1
220	сочетаются здесь с	1	1
221	слова мы имеем	1	1
222	том чтобы установить	1	1
223	есть не что	1	1
224	может быть названа	1	1
225	что в основе	1	1
226	тех действий и	1	1
227	и того же	1	1
228	потому что не	1	1
229	всяком случае его	1	1
230	настоящее время можно	1	1
231	элементы речи и	1	1
232	но как раз	2	1
233	и там где	1	1
234	но в основном	1	1
235	ни к какому	1	1
236	или во всяком	1	1
237	самом деле он	1	1
238	в виду прежде	2	1
239	с рядом других	1	1
240	виду прежде всего	2	1
241	в общем не	1	1
242	значение в романе	1	1
243	в этом последнем	1	1
244	и потому не	1	1
245	а также и	4	1
246	мы видим что	2	1
247	мира в этой	1	1
248	и с рядом	1	1
249	как своего рода	1	1
250	на протяжении длинного	1	1
251	его именно как	1	1
252	и в романе	2	1
253	за то что	2	1
254	в различных формах	1	1
255	той или иной	2	1
256	это может быть	1	1
257	большей или меньшей	3	1
258	не сделано ни	1	1
259	его здесь не	1	1
260	мы увидим дальше	3	1
261	мы еще вернемся	5	1
262	свою роль в	2	1
263	прежде всего на	1	1
264	быть отнесено к	1	1
265	между жизнью и	3	1
266	время не может	1	1
267	таким образом все	2	1
268	в этом же	1	1
269	каждый из этих	1	1
270	не нуждается в	1	1
271	в чем же	1	1
272	и в особенности	1	1
273	которая могла бы	1	1
274	о том что	3	1
275	еще вернемся в	2	1
276	они не способны	1	1
277	лицом к лицу	1	1
278	и в самом	1	1
279	но как и	1	1
280	в более широком	1	1
281	все дело в	1	1
282	в действительности тем	1	1
283	мы остановимся здесь	1	1
284	но и не	1	1
285	и ее требования	1	1
286	этим еще не	1	1
287	и не было	2	1
288	во всем своем	1	1
289	здесь вовсе не	1	1
290	можно сказать что	2	1
291	и той же	2	1
292	одной из них	1	1
293	каждая эпоха имеет	1	1
294	но никак не	1	1
295	в художественном творчестве	1	1
296	в то время	1	1
297	которая именно и	1	1
298	быть понято и	1	1
299	становится особенно ясным	1	1
300	в точном смысле	1	1
301	точки зрения на	1	1
302	этом же смысле	1	1
303	все же не	1	1
304	вышедшая в году	1	1
305	и культуры в	1	1
306	остановимся прежде всего	1	1
307	к xviii веку	1	1
308	в узком смысле	2	1
309	были и в	1	1
310	этого нельзя забывать	2	1
311	что на самом	1	1
312	с помощью которого	1	1
313	не что иное	1	1
314	что иное как	1	1
315	ни в коем	1	1
316	тому как в	1	1
317	в нашу задачу	2	1
318	в общем правильно	1	1
319	по себе конечно	1	1
320	одной и той	2	1
321	уже указывали на	2	1
322	в его книге	1	1
323	заключается в том	1	1
324	или меньшей степени	2	1
325	во всех этих	1	1
326	и все остальные	3	1
327	и его современников	3	1
328	говорит об этом	2	1
329	что каждый из	1	1
330	не значит конечно	1	1
331	в особенности в	1	1
332	продолжает жить и	1	1
333	в новое время	1	1
334	лишь в этом	1	1
335	и все в	1	1
336	его в конце	1	1
337	там где в	1	1
338	в поэтических произведениях	1	1
339	ним лицом к	1	1
340	как и сама	1	1
341	тем что он	1	1
342	том случае если	1	1
343	но не для	1	1
344	художественном творчестве особенно	1	1
345	языка но и	1	1
346	и потому в	1	1
347	дело здесь не	1	1
348	совершенно неправильно в	1	1
349	и в литературе	2	1
350	в большей или	2	1
351	как одной из	1	1
352	ведь то что	1	1
353	существенным моментом в	1	1
354	мы уже говорили	5	1
355	точки зрения этих	1	1
356	всех тех действий	1	1
357	это и есть	2	1
358	между прочим и	1	1
359	неправильно в духе	1	1
360	того же типа	1	1
361	во всех сферах	1	1
362	можно было бы	2	1
363	его отношение к	2	1
364	несколько слов о	1	1
