N	3gram	Bakhtin_Pr	Analitik
268	а не как	5	1
269	до некоторой степени	1	1
270	то и другое	1	1
271	в большей или	2	1
272	части нашей работы	1	1
273	но при условии	1	1
274	уже не может	1	1
275	он не есть	1	1
276	он может быть	2	1
277	хотя и не	3	1
278	несмотря на свою	1	1
279	один из возможных	1	1
280	таком случае это	1	1
281	на самом деле	4	1
282	я не могу	1	1
283	ни одна из	1	1
284	и в частности	1	1
285	к определенному типу	1	1
286	что было бы	1	1
287	или меньшей степени	2	1
288	или лучше сказать	1	1
289	также и в	1	1
290	единственный раз во	1	1
291	не утратили своего	1	1
292	мы имеем в	1	1
293	как бы ни	1	1
294	рождается в точке	1	1
295	в слове рассказчика	1	1
296	не менее в	1	1
297	он и не	1	1
298	в пределах одного	6	1
299	диалог в драме	1	1
300	в этом его	1	1
301	и в словах	2	1
302	в сущности не	1	1
303	в первой части	1	1
304	же как и	2	1
305	слово здесь двуголосое	2	1
306	в процессе его	1	1
307	лишь одним из	2	1
308	в собственном смысле	1	1
309	с ним и	2	1
310	и не могут	1	1
311	в романе достоевского	6	1
312	же время оно	2	1
313	как мы увидим	3	1
314	так и в	2	1
315	о себе самом	12	1
316	она может быть	1	1
317	а вовсе не	2	1
318	к себе самому	4	1
319	этих трех случаев	1	1
320	это возможно в	1	1
321	крайней мере не	1	1
322	как бы в	6	1
323	другой стороны и	3	1
324	из уст в	1	1
325	мы уже говорили	3	1
326	бы оно ни	1	1
327	том числе и	1	1
328	оно может быть	2	1
329	отношения к миру	1	1
330	что и в	1	1
331	приводит его к	1	1
332	не только как	1	1
333	чего нет в	1	1
334	по себе достаточно	1	1
335	после того как	1	1
336	и не знает	2	1
337	именно в качестве	1	1
338	не во внешних	1	1
339	но с другой	2	1
340	героя с самим	1	1
341	с установкой на	1	1
