N	3gram	Tiupa_Hudo	Psycholo
134	художественного произведения с	1	2
135	как один из	1	2
136	что он должен	1	2
137	при этом не	1	2
138	речевого материала и	1	2
139	в основе его	1	2
140	несмотря на свою	1	2
141	мы имеем в	3	2
142	не в самом	2	2
143	тем или иным	2	2
144	что все люди	1	2
145	таким образом с	1	2
146	не могли бы	1	2
147	искусства и в	1	2
148	принадлежат к числу	1	2
149	может и не	1	2
150	на задний план	1	2
151	а на деле	2	2
152	тех же самых	1	2
153	составлено не мыслью	1	2
154	по поводу этой	1	2
155	чем-то другим и	1	2
156	в области искусства	2	2
157	тех или иных	2	2
158	есть не что	1	2
159	то ни было	2	2
160	а не ее	1	2
161	области искусства в	1	2
162	что одна из	1	2
163	мы встречаемся с	1	2
164	именно в этом	1	2
165	имеем в виду	3	2
166	может быть определена	1	2
167	может быть признано	1	2
168	точки зрения и	1	2
169	имеем дело с	1	2
170	и со всеми	1	1
171	а можно только	1	1
172	в одном и	1	1
173	нельзя а можно	1	1
174	этом так как	1	1
175	между субъективной и	1	1
176	же сцепление составлено	1	1
177	субъективной и объективной	1	1
178	в той мере	1	1
179	брожу ли я	1	1
180	при этом что	1	1
181	она могла бы	1	1
182	с собою в	1	1
183	что речь в	1	1
184	оно состоит в	1	1
185	в коем случае	2	1
186	но в таком	1	1
187	то же разница	1	1
188	в частности в	1	1
189	быть определена как	1	1
190	находятся между собой	1	1
191	в своем составе	1	1
192	как бы не	2	1
193	так что она	1	1
194	от одного сознания	1	1
195	то что может	1	1
196	в особенности в	1	1
197	ли я вдоль	1	1
198	бы вбирает в	1	1
199	к автору и	1	1
200	и состоит чтобы	1	1
201	том числе и	2	1
202	первой части романа	1	1
203	точки зрения в	1	1
204	той мере в	1	1
205	каждой из них	1	1
206	не только на	1	1
207	и без остатка	1	1
208	но не в	1	1
209	сколько бы ни	1	1
210	не входит в	1	1
211	все же оно	1	1
212	что даже в	1	1
213	во времени и	1	1
214	сцепление составлено не	1	1
215	минуту до этого	1	1
216	в одном случае	1	1
217	одного сознания к	1	1
218	автора и читателя	1	1
219	искусства и что	1	1
220	в области литературы	1	1
221	и не быть	1	1
222	не поддается научному	1	1
223	входят в состав	1	1
224	обычной речи и	1	1
225	раз в том	1	1
226	и том же	1	1
227	никогда не бывает	1	1
228	как бы вбирает	1	1
229	себе а в	1	1
230	в данный момент	2	1
231	искусства если бы	1	1
232	с первых же	1	1
233	в эстетический объект	2	1
234	его чувства и	1	1
235	в себе и	1	1
236	в виду не	3	1
237	толстым в его	1	1
238	ни в коем	2	1
239	является продолжением и	1	1
240	в такое же	1	1
241	в основе всех	1	1
242	и тем более	1	1
243	тем и другим	1	1
244	же разница в	1	1
245	связи с этим	1	1
246	или менее определенным	1	1
247	кажется что он	1	1
248	если бы рассказ	1	1
249	не мыслью я	1	1
250	в одной из	1	1
251	описывая образы действия	1	1
252	у нее нет	1	1
253	включает в себя	2	1
254	что автор должен	1	1
255	я думаю а	1	1
256	во всей его	2	1
257	мыслью я думаю	1	1
258	в первую очередь	1	1
259	только в воображении	1	1
260	не в одном	1	1
261	строго говоря и	1	1
262	в обычной речи	1	1
263	та или иная	1	1
264	посредственно словами описывая	1	1
265	коем случае не	2	1
266	говорит что он	1	1
267	сознания к другому	1	1
268	сводится к его	1	1
269	думаю а чем-то	1	1
270	другим и выразить	1	1
271	эстетических отношений и	1	1
272	в самом начале	1	1
273	но во всех	2	1
274	заключать в себе	1	1
275	и поэтому не	1	1
276	по этой причине	1	1
277	выразить основу этого	1	1
278	живопись графика скульптура	1	1
279	искусства может быть	2	1
280	ни к каким	1	1
281	художественное произведение обретает	1	1
282	речи с ее	1	1
283	в том числе	3	1
284	самое существенное для	1	1
285	в чем состоит	1	1
286	подход к изучению	1	1
287	о мире и	1	1
288	к изучению искусства	1	1
289	объединяет вокруг себя	1	1
290	а не все	1	1
291	искусства в жизни	1	1
292	и не могла	1	1
293	а также в	1	1
294	а и в	1	1
295	ее никто не	1	1
296	того что составляет	1	1
297	и прежде всего	2	1
298	и в то	2	1
299	к жизни как	1	1
300	и прежде но	1	1
301	не могло быть	2	1
302	жизни а не	1	1
303	основу этого сцепления	1	1
304	что они хотят	1	1
305	в воображении читателя	1	1
306	если бы для	1	1
307	за минуту до	1	1
308	к чему не	1	1
309	одном и том	1	1
310	не более чем	1	1
311	и состоит что	1	1
312	вдоль улиц шумных	1	1
313	быть не может	1	1
314	при этом становится	1	1
315	до известной степени	2	1
316	ни от кого	1	1
317	произведения искусства она	1	1
318	искусство в том	1	1
319	отношение к своему	1	1
320	понимается при этом	1	1
321	и др в	1	1
322	те и другие	1	1
323	сцепления непосредственно словами	1	1
324	между собой в	1	1
325	я вдоль улиц	1	1
326	на второй план	1	1
327	обратим внимание на	1	1
328	и выразить основу	1	1
329	в русской литературе	2	1
330	ни к чему	1	1
331	только при условии	1	1
332	ведет нас к	1	1
333	в свое время	1	1
334	ту или иную	2	1
335	что такое искусство	1	1
336	в искусстве не	1	1
337	только посредственно словами	1	1
338	какой бы то	1	1
339	таком случае это	1	1
340	он мог бы	1	1
341	не принадлежит к	1	1
342	той же природы	1	1
343	произведения искусства как	1	1
344	словами описывая образы	1	1
345	этого сцепления непосредственно	1	1
346	к самому герою	1	1
347	то есть от	1	1
348	можно только посредственно	1	1
349	в противном случае	2	1
350	образы действия положения	1	1
351	произведения искусства в	1	1
352	незаметно для читателя	1	1
353	в известном смысле	2	1
354	во внешнем мире	2	1
355	в этой фразе	1	1
356	не сводится к	9	1
357	не менее важным	1	1
358	произведение искусства не	1	1
359	на первый взгляд	1	1
360	но только не	1	1
361	не принадлежат к	1	1
362	то что они	1	1
363	читателя зрителя слушателя	3	1
364	в истории литературы	1	1
365	что несмотря на	1	1
366	может быть названо	2	1
