N	3gram	Medvedev_V	Myslijsy
183	что перед нами	1	1
184	что он в	1	1
185	своего развития в	1	1
186	бросается в глаза	1	1
187	именно в силу	1	1
188	том числе и	2	1
189	же время нет	1	1
190	между этими двумя	1	1
191	одного лица и	1	1
192	а потому и	1	1
193	что они не	1	1
194	к тому же	1	1
195	не имеет ничего	1	1
196	т д само	1	1
197	как если бы	1	1
198	свойственна не только	1	1
199	и др и	1	1
200	выйти за пределы	1	1
201	одну и ту	1	1
202	может быть достигнуто	1	1
203	уже в самых	1	1
204	что совокупность понятий	1	1
205	по этому поводу	7	1
206	в силу чего	2	1
207	все же не	1	1
208	человека это не	1	1
209	нашего познания и	1	1
210	то прежде всего	1	1
211	что даже и	1	1
212	таким образом и	1	1
213	в чувственном восприятии	1	1
214	каждое художественное произведение	1	1
215	каждой из этих	2	1
216	между ними не	1	1
217	у пушкина в	1	1
218	для его художественного	2	1
219	во время сна	1	1
220	в художественном произведении	4	1
221	д само собою	1	1
222	сих пор не	1	1
223	человека и если	1	1
224	хотя и не	1	1
225	если так то	1	1
226	и др в	3	1
227	большей или меньшей	3	1
228	доказывается тем что	1	1
229	прежде всего следует	1	1
230	что в различных	1	1
231	не об этом	1	1
232	было бы при	1	1
233	и в искусстве	1	1
234	в каждой из	1	1
235	в этом заключается	1	1
236	в сознании а	1	1
237	а вместе с	1	1
238	и ту же	1	1
239	в чем же	2	1
240	и вместе с	1	1
241	в силу этого	4	1
242	подлежит сомнению что	1	1
243	а не по	1	1
244	очевидно что не	1	1
245	было указано выше	1	1
246	между тем такая	1	1
247	и в процессе	2	1
248	как один из	1	1
249	и художественное произведение	1	1
250	только в этом	1	1
251	или как говорит	1	1
252	чтобы ответить на	1	1
253	приводит в движение	1	1
254	в большей или	2	1
255	же в таком	1	1
256	даже не вполне	1	1
257	он говорит и	1	1
258	не по частям	1	1
259	крайней мере для	1	1
260	художественного произведения и	1	1
261	связанное с ними	1	1
262	того как он	1	1
263	другой стороны в	1	1
264	один из его	1	1
265	что мы имеем	1	1
266	это видно из	2	1
267	сами собою и	1	1
268	одна из форм	1	1
269	к более легким	1	1
270	том что и	1	1
271	если бы все	1	1
272	другой стороны он	1	1
273	мы хотим сказать	1	1
274	могут быть сведены	1	1
275	их в своем	1	1
276	может быть признана	1	1
277	же как и	1	1
278	том что мы	1	1
279	по меньшей мере	1	1
280	никогда не может	1	1
281	их отношение к	1	1
282	предмета в его	1	1
283	и главным образом	2	1
284	дело не в	1	1
285	в виду что	1	1
286	нет и не	1	1
287	следует иметь в	2	1
288	имеем дело с	1	1
289	если бы он	1	1
290	между собою в	1	1
291	может быть и	1	1
