N	2gram	Vygotskiy_	slovoVRo
386	предмета и	1	3
387	мир и	1	3
388	от этого	4	3
389	действительности в	1	3
390	отличается от	1	3
391	было бы	12	3
392	силы и	1	3
393	высказывания и	1	3
394	связана с	4	3
395	как это	6	3
396	которых мы	2	3
397	и второй	2	3
398	сознания в	3	3
399	из себя	1	3
400	к проблеме	2	3
401	не могло	5	3
402	на которые	1	3
403	в этой	13	3
404	за ней	2	3
405	целый ряд	6	3
406	и до	5	3
407	и те	2	3
408	сил в	1	3
409	как оно	1	3
410	зрения а	1	3
411	и вообще	2	3
412	и остается	3	3
413	в эту	4	3
414	глубокое и	1	3
415	без всякого	2	3
416	если мы	8	3
417	на него	3	3
418	этих категорий	1	3
419	в сознании	2	3
420	но эта	3	3
421	мы говорили	4	3
422	этого слова	7	3
423	воспитания и	1	3
424	только с	2	3
425	внутренней речи	14	3
426	на единство	1	3
427	на котором	1	3
428	как если	3	3
429	еще на	4	3
430	именно к	1	3
431	в свое	1	3
432	или наоборот	1	3
433	ни с	1	3
434	должно быть	4	3
435	время и	1	3
436	на том	2	3
437	такого рода	1	3
438	у каждого	1	3
439	материала и	1	3
440	по ту	2	3
441	в германии	1	3
442	них и	1	3
443	чем в	1	3
444	его от	1	3
445	входить в	1	3
446	дело в	3	3
447	сама по	3	3
448	тому что	6	3
449	в стороне	2	3
450	и без	1	3
451	не есть	1	3
452	на все	5	3
453	того и	1	3
454	если она	1	3
455	между собой	5	3
456	в новом	3	3
457	в свете	5	3
458	нисколько не	2	3
459	это было	1	3
460	и это	3	3
461	как слово	1	3
462	основе его	1	3
463	социально и	1	3
464	к слову	6	3
465	свое выражение	1	3
466	личности и	1	3
467	в такой	4	3
468	потому что	11	3
469	следовательно в	1	3
470	и тем	8	3
471	во второй	1	3
472	из этих	6	3
473	тем и	3	3
474	на всю	1	3
475	и чистой	1	3
476	ту сторону	2	3
477	дальнейшего развития	1	3
478	подход к	2	3
479	условия для	1	3
480	всей вероятности	1	3
481	речь и	7	3
482	к этому	7	3
483	данном случае	5	3
484	такой же	3	3
485	языка у	1	3
486	включает в	2	3
487	лингвистика и	1	3
488	нуждается в	2	3
489	этими двумя	2	3
490	себе как	1	3
491	того или	1	3
492	особенности на	1	2
493	мы наблюдаем	1	2
494	науки о	1	2
495	с которыми	2	2
496	к такому	1	2
497	заставляет его	1	2
498	та же	1	2
499	за ним	1	2
500	мы и	3	2
501	их из	1	2
502	как с	1	2
503	он стремится	1	2
504	уже говорили	3	2
505	и свою	1	2
506	которая в	2	2
507	эти три	2	2
508	и вся	2	2
509	исключительно на	1	2
510	пробным камнем	2	2
511	был бы	2	2
512	некоторой степени	1	2
513	во власти	3	2
514	без исключения	1	2
515	к действительности	13	2
516	из всех	3	2
517	до некоторой	1	2
518	о формах	1	2
519	это нужно	1	2
520	как он	7	2
521	далее в	1	2
522	для них	1	2
523	этого момента	1	2
524	том и	1	2
525	на которую	1	2
526	каждом шагу	2	2
527	в плоскости	1	2
528	связь с	2	2
529	или во	2	2
530	этой точки	2	2
531	в открытой	1	2
532	все то	1	2
533	вот что	2	2
534	этой линии	1	2
535	с ней	3	2
536	заключается в	12	2
537	но по	1	2
538	является основным	3	2
539	то время	5	2
540	в жизни	2	2
541	эти явления	1	2
542	как о	2	2
543	и внутренне	1	2
544	а именно	2	2
545	дело идет	1	2
546	приводит к	8	2
547	человеческой речи	12	2
548	да и	1	2
549	из которого	2	2
550	не пытается	1	2
551	в известном	4	2
552	на каждом	2	2
553	различные формы	2	2
554	глубоко своеобразное	1	2
555	но мы	4	2
556	и оценке	1	2
557	всем его	1	2
558	по своему	1	2
559	моменты в	1	2
560	но их	1	2
561	моменты которые	3	2
562	перестает быть	1	2
563	ни к	1	2
564	в драме	1	2
565	для автора	1	2
566	речи является	6	2
567	то что	32	2
568	в котором	6	2
569	отнести к	1	2
570	и главное	1	2
571	мы увидим	3	2
572	во все	3	2
573	то и	4	2
574	именно этим	1	2
575	в течение	4	2
576	здесь у	2	2
577	о которых	4	2
578	только как	1	2
579	в двух	3	2
580	другом в	2	2
581	речи не	1	2
582	своим собственным	1	2
583	иногда даже	1	2
584	и т.п	5	2
585	когда она	2	2
586	мы все	1	2
587	значение для	3	2
588	вступает в	1	2
589	действительностью и	4	2
590	случае не	2	2
591	рано или	1	2
592	кажется нам	1	2
593	совершенно не	1	2
594	тот факт	1	2
595	в новых	3	2
596	цели и	1	2
597	самого начала	9	2
598	как например	2	2
599	но этот	3	2
600	всегда и	3	2
601	несмотря на	6	2
602	которые являются	1	2
603	к ним	2	2
604	и речевой	1	2
605	нет и	1	2
606	от которого	1	2
607	во всякой	1	2
608	основное содержание	2	2
609	в сфере	4	2
610	и у	1	2
611	внутренней логикой	1	2
612	в основу	3	2
613	лишь о	1	2
614	сущности и	1	2
615	в нашем	3	2
616	это отношение	1	2
617	параллельно с	1	2
618	судьбы и	1	2
619	для всего	3	2
620	что все	8	2
621	во всей	8	2
622	знает только	1	2
623	на ряд	1	2
624	всецело в	1	2
625	речи все	1	2
626	однако этот	1	2
627	а следовательно	2	2
628	у них	1	2
629	не просто	1	2
630	чем это	3	2
631	в ее	3	2
632	на них	1	2
633	активности и	1	2
634	известном смысле	3	2
635	к началу	1	2
636	ближе к	2	2
637	может казаться	1	2
638	одного из	4	2
639	только не	2	2
640	речь в	4	2
641	мы видим	7	2
642	эти элементы	1	2
643	не можем	3	2
644	новые моменты	1	2
645	на язык	2	2
646	и функции	4	2
647	указать на	1	2
648	того как	6	2
649	с известным	1	2
650	в единое	2	2
651	от действительности	6	2
652	к себе	2	2
653	основных и	1	2
654	самый язык	2	2
655	ни было	1	2
656	слов в	1	2
657	тем не	1	2
658	как у	1	2
659	в предшествующей	1	2
660	из своих	1	2
661	что для	8	2
662	на самом	4	2
663	у нас	1	2
664	ни одному	1	2
665	слова а	1	2
666	иметь место	1	2
667	и есть	2	2
668	мировоззрения и	1	2
669	работы и	2	2
670	в таких	1	2
671	бы только	1	2
672	его социальная	1	2
673	выступают с	1	2
674	материал для	1	2
675	этого рода	2	2
676	от всех	3	2
677	живет и	1	2
678	не для	1	2
679	автора от	1	2
680	слова которые	1	2
681	наших дней	1	2
682	из важнейших	2	2
683	в другую	2	2
684	что она	6	2
685	как увидим	2	2
686	которые как	1	2
687	что не	2	2
688	при изучении	1	2
689	где нет	1	2
690	в равной	2	2
691	не остается	3	2
692	она стремится	2	2
693	в какой	5	2
694	между ними	2	2
695	то в	1	2
696	и само	2	2
697	время как	4	2
698	себя как	1	2
699	в области	4	2
700	понимание и	2	2
701	словом как	1	2
702	и со	2	2
703	есть все	2	2
704	остановимся на	1	2
705	к единству	4	2
706	и оно	1	2
707	войти в	1	2
708	значение как	2	2
709	в сторону	1	2
710	об этом	6	2
711	первостепенное значение	1	2
712	что как	4	2
713	что они	5	2
714	ему не	1	2
715	к одному	1	2
716	могли бы	10	2
717	мы можем	11	2
718	и эти	2	2
719	а с	8	2
720	уже сказано	8	2
721	возникает из	4	2
722	как ни	1	2
723	вообще в	1	2
724	с самого	9	2
725	для развития	1	2
726	в своих	6	2
727	это как	2	2
728	в самых	4	2
729	или поздно	1	2
730	нашего сознания	3	2
731	как уже	9	2
732	слова так	2	2
733	и между	1	2
734	так что	2	2
735	на правах	1	2
736	здесь это	1	2
737	и этой	1	2
738	бы они	1	2
739	слова но	1	2
740	является уже	2	2
741	и та	1	2
742	плана в	1	2
743	и что	11	2
744	не могла	1	2
745	можно было	6	2
746	действительность но	2	2
747	иметь в	1	2
748	в начале	2	2
749	факт что	3	2
750	по своей	9	2
751	к которой	1	2
752	это может	1	2
753	оторванного от	1	2
754	как известно	8	2
755	могло быть	1	2
756	и той	2	2
757	в направлении	1	2
758	тот или	1	2
759	к ней	1	2
760	и особенно	1	2
761	главным образом	2	2
762	протяжении всего	2	2
763	друг другу	4	2
764	последнего времени	1	2
765	материала в	1	2
766	анализа и	1	2
767	на один	1	2
768	действительно не	4	2
769	место в	1	2
770	столь же	8	2
771	направленности на	1	2
772	бы быть	1	2
773	на то	11	2
774	и только	2	2
775	как одна	1	2
776	и социальное	1	2
777	борьбу с	1	2
778	независимо от	10	2
779	и обратно	1	2
780	в один	4	2
781	есть не	3	2
782	на ту	1	2
783	не к	3	2
784	и самый	2	2
785	и идея	1	2
786	одном отношении	1	1
787	с которой	2	1
788	к сожалению	2	1
789	ведет к	1	1
790	речи то	1	1
791	нами три	1	1
792	какого бы	1	1
793	как два	1	1
794	сам становится	2	1
795	индивидуального к	1	1
796	смысле с	1	1
797	на границах	1	1
798	является в	1	1
799	особенности и	1	1
800	а потому	1	1
801	речью по	2	1
802	которой все	1	1
803	к другу	3	1
804	в тени	2	1
805	отношении как	1	1
806	всего в	3	1
807	само слово	2	1
808	поля зрения	1	1
809	друг к	2	1
810	семантики и	1	1
811	как таковой	2	1
812	этой проблемы	10	1
813	и должны	2	1
814	представить себе	5	1
815	в конце	2	1
816	со всем	2	1
817	и лишь	1	1
818	учением о	1	1
819	бы то	1	1
820	себе представить	1	1
821	не сталкиваются	1	1
822	которые не	4	1
823	исходя из	1	1
824	которые здесь	1	1
825	к этой	4	1
826	которые он	2	1
827	он как	4	1
828	который стал	1	1
829	для себя	7	1
830	но которые	1	1
831	и должно	1	1
832	эти особенности	1	1
833	его содержание	1	1
834	бы невозможно	1	1
835	момента в	1	1
836	двумя крайними	3	1
837	речь как	3	1
838	его за	1	1
839	и прочно	1	1
840	одинаково и	1	1
841	самому своему	2	1
842	он видит	1	1
843	свою мысль	2	1
844	этого мало	1	1
845	о чем	2	1
846	символов и	2	1
847	два основных	1	1
848	никак не	1	1
849	мысли и	7	1
850	речи эта	3	1
851	от социального	1	1
852	но тем	3	1
853	какой бы	1	1
854	высказываниями и	1	1
855	избежать этой	1	1
856	формы мышления	4	1
857	из которых	6	1
858	линию развития	1	1
859	и говорить	1	1
860	находятся в	1	1
861	осознания и	1	1
862	речью не	1	1
863	все те	2	1
864	здесь с	1	1
865	и слов	1	1
866	самом же	1	1
867	одно из	3	1
868	мышление и	5	1
869	социальной жизни	1	1
870	которого может	1	1
871	то с	1	1
872	сводится к	1	1
873	но чтобы	1	1
874	лежащих в	1	1
875	целом ряде	2	1
876	ставит в	1	1
877	мыслью с	2	1
878	с собой	5	1
879	но что	3	1
880	же основной	1	1
881	что слово	1	1
882	целом как	1	1
883	вопрос об	8	1
884	должен был	1	1
885	потребность в	5	1
886	как они	2	1
887	и он	1	1
888	в общественной	1	1
889	и значение	2	1
890	и еще	2	1
891	вещь и	1	1
892	своему существу	1	1
893	письменной речи	2	1
894	до этого	1	1
895	качественное своеобразие	3	1
896	оказывается в	2	1
897	оно ни	1	1
898	между которыми	3	1
899	от своего	1	1
900	и вовсе	1	1
901	овладения действительностью	1	1
902	и этот	1	1
903	о мире	3	1
904	проблемы в	1	1
905	довольно поздно	1	1
906	мы говорим	2	1
907	двух и	1	1
908	мы называем	3	1
909	автор говорит	1	1
910	в некотором	1	1
911	его основное	1	1
912	весь этот	1	1
913	этого в	1	1
914	как сказал	1	1
915	зрения в	1	1
916	и действительно	1	1
917	только свою	1	1
918	конечном счете	4	1
919	постановке вопроса	2	1
920	это общее	1	1
921	исходить из	1	1
922	основной особенности	1	1
923	этот общий	1	1
924	относятся к	2	1
925	также не	2	1
926	ее конкретных	1	1
927	к действительному	1	1
928	автор в	1	1
929	человеку как	1	1
930	глубоком и	1	1
931	всех тех	6	1
932	он стоит	1	1
933	исследования таков	1	1
934	слово но	1	1
935	выражения и	1	1
936	вообще впервые	1	1
937	и просто	1	1
938	и так	1	1
939	ними не	1	1
940	понимания и	1	1
941	всякого реального	1	1
942	в которых	6	1
943	как живая	1	1
944	несколько иначе	1	1
945	только для	6	1
946	один ряд	1	1
947	здесь может	1	1
948	вот в	1	1
949	который не	2	1
950	о котором	3	1
951	напротив он	1	1
952	от того	7	1
953	предмету но	1	1
954	относящихся сюда	1	1
955	характерна для	1	1
956	со стороны	4	1
957	в это	1	1
958	речь идет	4	1
959	умом с	1	1
960	он по	2	1
961	всей своей	2	1
962	материала или	1	1
963	которое нашло	1	1
964	должен стать	1	1
965	на совершенно	1	1
966	по крайней	1	1
967	становятся в	1	1
968	из области	2	1
969	на одном	3	1
970	во-первых в	1	1
971	действительности а	2	1
972	и мышлением	1	1
973	свое время	1	1
974	особенности в	1	1
975	действительность и	2	1
976	влечет за	2	1
977	отличную от	1	1
978	эта точка	1	1
979	речи из	1	1
980	другим как	1	1
981	ли они	1	1
982	друга к	1	1
983	с какой	1	1
984	то он	3	1
985	чем же	2	1
986	на этой	2	1
987	не существует	4	1
988	сразу в	2	1
989	речь то	1	1
990	в действительности	1	1
991	и логической	2	1
992	что мы	9	1
993	к изучению	3	1
994	направлено на	2	1
995	его построения	2	1
996	в очень	1	1
997	совершенно иной	1	1
998	применении к	1	1
999	не имеют	1	1
1000	раз и	1	1
1001	двух моментах	1	1
1002	речью в	2	1
1003	но единство	1	1
1004	его внутренних	1	1
1005	лишено всякого	1	1
1006	вне поля	2	1
1007	тотчас же	1	1
1008	процессе развития	7	1
1009	представления о	1	1
1010	исследования и	7	1
1011	что самое	2	1
1012	значение этого	1	1
1013	и если	4	1
1014	слово всегда	1	1
1015	в нескольких	1	1
1016	почти исключительно	2	1
1017	определяющее значение	1	1
1018	которых они	1	1
1019	на друга	1	1
1020	бы из	1	1
1021	на непосредственное	1	1
1022	по самому	2	1
1023	выражение у	1	1
1024	сталкивается в	1	1
1025	форм к	1	1
1026	направлении к	1	1
1027	он является	3	1
1028	правильной оценки	1	1
1029	целого как	1	1
1030	сюда явлений	1	1
1031	а может	1	1
1032	чем именно	1	1
1033	неизменной на	1	1
1034	являются основными	1	1
1035	речи далее	1	1
1036	поэтому мы	1	1
1037	одной и	2	1
1038	в середине	1	1
1039	в образах	1	1
1040	к прямому	1	1
1041	между двумя	2	1
1042	как чистое	2	1
1043	наталкивается на	2	1
1044	только один	1	1
1045	чего не	1	1
1046	мечта и	1	1
1047	из своего	1	1
1048	увидим что	2	1
1049	целым рядом	2	1
1050	занимает в	2	1
1051	их роли	1	1
1052	тем именно	1	1
1053	между отдельными	3	1
1054	может служить	1	1
1055	за собой	4	1
1056	и ему	1	1
1057	также в	1	1
1058	и вторая	1	1
1059	и наиболее	2	1
1060	для данного	2	1
1061	на основании	6	1
1062	из языков	1	1
1063	в неразрывное	1	1
1064	как проблема	2	1
1065	развития и	3	1
1066	числе и	3	1
1067	социальных и	1	1
1068	превращается в	3	1
1069	более и	3	1
1070	его заключается	1	1
1071	случае за	1	1
1072	не отдает	2	1
1073	не знающий	1	1
1074	именно для	1	1
1075	направленное на	1	1
1076	как таковую	1	1
1077	месте и	2	1
1078	то его	1	1
1079	в обществе	1	1
1080	в чистом	1	1
1081	очень многих	1	1
1082	всего материала	1	1
1083	всего что	1	1
1084	формами мышления	2	1
1085	поставить в	1	1
1086	слову и	2	1
1087	друг на	1	1
1088	в лингвистическом	1	1
1089	к некоторым	1	1
1090	и взаимодействие	2	1
1091	имеем в	1	1
1092	процесс и	1	1
1093	о языке	2	1
1094	как на	5	1
1095	оторванная от	1	1
1096	вообще и	2	1
1097	и писать	1	1
1098	основе концепции	1	1
1099	не касаясь	1	1
1100	ее лежат	1	1
1101	вернуться к	2	1
1102	всей жизни	1	1
1103	сфера влияния	1	1
1104	что отношение	1	1
1105	анализа в	1	1
1106	самых древних	1	1
1107	слово без	1	1
1108	для всей	3	1
1109	прямо или	1	1
1110	она ни	1	1
1111	ответа на	3	1
1112	начиная с	2	1
1113	ее как	1	1
1114	наконец необходимо	1	1
1115	она неизбежно	1	1
1116	в споре	2	1
1117	для изучения	1	1
1118	которое он	1	1
1119	в которые	1	1
1120	быть в	1	1
1121	в переводе	1	1
1122	находится в	2	1
1123	частности в	1	1
1124	как прямой	1	1
1125	с интенциональной	1	1
1126	в научном	1	1
1127	от современного	1	1
1128	но принимает	1	1
1129	которые его	1	1
1130	речи на	1	1
1131	имеют не	1	1
1132	для которого	3	1
1133	а это	1	1
1134	на этот	7	1
1135	действительности и	4	1
1136	это кажется	1	1
1137	выходящих за	2	1
1138	с работами	2	1
1139	все многообразие	1	1
1140	который в	7	1
1141	еще дальше	1	1
1142	реального мира	1	1
1143	этот последний	1	1
1144	что говорит	2	1
1145	чтобы стать	1	1
1146	тем это	1	1
1147	но если	3	1
1148	столько в	1	1
1149	он сам	3	1
1150	и именно	1	1
1151	для этих	1	1
1152	от них	2	1
1153	какой степени	1	1
1154	лежащим в	1	1
1155	что даже	2	1
1156	речи с	5	1
1157	и силу	1	1
1158	возникает и	1	1
1159	и после	1	1
1160	для этой	1	1
1161	мышления для	3	1
1162	сочетает в	1	1
1163	прочим в	1	1
1164	и безусловные	1	1
1165	к ее	2	1
1166	и строит	1	1
1167	входящих в	1	1
1168	сожалению не	1	1
1169	слова ни	1	1
1170	в самой	4	1
1171	изложения и	2	1
1172	думают и	2	1
1173	раз на	1	1
1174	крайней мере	1	1
1175	но сама	1	1
1176	тот же	7	1
1177	в заключение	4	1
1178	психологии в	4	1
1179	слова между	1	1
1180	его можно	1	1
1181	не имеющих	1	1
1182	речи а	1	1
1183	человека но	1	1
1184	гораздо более	1	1
1185	но два	1	1
1186	направлены на	1	1
1187	не одним	1	1
1188	это новое	1	1
1189	как основной	1	1
1190	этих моментов	1	1
1191	даже по	1	1
1192	его собственного	1	1
1193	к общему	1	1
1194	в самую	1	1
1195	и всецело	1	1
1196	видели что	6	1
1197	показывает как	2	1
1198	и развивается	2	1
1199	и основных	2	1
1200	но на	4	1
1201	явления которые	2	1
1202	том чтобы	6	1
1203	том числе	3	1
1204	от влияния	1	1
1205	все целиком	1	1
1206	и столь	1	1
1207	или разве	1	1
1208	и представить	2	1
1209	ничем не	3	1
1210	как две	1	1
1211	мир в	2	1
1212	раскрыть в	2	1
1213	так можно	1	1
1214	а наоборот	1	1
1215	только по	1	1
1216	здесь нет	1	1
1217	первых двух	1	1
1218	так называемые	1	1
1219	мысли то	1	1
1220	всего как	1	1
1221	зависит от	2	1
1222	который может	2	1
1223	идти с	1	1
1224	ее судьбы	1	1
1225	о значении	1	1
1226	однако как	1	1
1227	поэтому в	3	1
1228	собой в	1	1
1229	и вот	3	1
1230	решающее значение	2	1
1231	сколько в	1	1
1232	она в	1	1
1233	видели из	1	1
1234	в состоянии	2	1
1235	перерастает в	1	1
1236	связи между	3	1
1237	для индивидуального	1	1
1238	мы имеем	2	1
1239	нет места	1	1
1240	эпохи в	1	1
1241	идет о	5	1
1242	мнения и	1	1
1243	то у	1	1
1244	прийти к	2	1
1245	которых он	3	1
1246	признать что	3	1
1247	или с	1	1
1248	речи так	4	1
1249	переход к	1	1
1250	только его	3	1
1251	и задач	1	1
1252	стать на	1	1
1253	на развитие	2	1
1254	связей и	2	1
1255	которые играют	1	1
1256	развитии и	1	1
1257	этот пример	1	1
1258	что при	3	1
1259	укажем еще	1	1
1260	две основные	1	1
1261	не соответствует	1	1
1262	что так	1	1
1263	приводят к	1	1
1264	отсюда следует	1	1
1265	от времени	1	1
1266	ничего что	1	1
1267	влиянием на	1	1
1268	его внутренняя	1	1
1269	чем у	1	1
1270	этих слов	1	1
1271	где он	1	1
1272	и строго	1	1
1273	которая является	1	1
1274	речь а	1	1
1275	значит не	1	1
1276	и прямое	1	1
1277	сознания это	1	1
1278	то мы	1	1
1279	к еще	1	1
1280	или иную	1	1
1281	сознания и	4	1
1282	всех других	1	1
1283	на одной	2	1
1284	ни чисто	2	1
1285	не от	1	1
1286	корнями своими	1	1
1287	возможно только	1	1
1288	эти наблюдения	2	1
1289	те теоретические	1	1
1290	находит свое	1	1
1291	что между	4	1
1292	есть такая	1	1
1293	мы находим	7	1
1294	сказал бы	2	1
1295	процессе своего	1	1
1296	камнем для	2	1
1297	понимании и	1	1
1298	рядом друг	1	1
1299	в конечном	4	1
1300	этих различных	1	1
1301	того в	2	1
1302	резкой и	1	1
1303	но с	3	1
1304	говорят и	1	1
