N	2gram	Voloshinov	Dialekti
177	оно не	2	10
178	если мы	1	10
179	в его	2	10
180	в частности	1	10
181	и можно	1	10
182	как мы	1	10
183	бытия и	1	10
184	как будто	1	10
185	может и	1	10
186	и уже	3	10
187	при этом	6	9
188	не как	1	9
189	в этих	2	9
190	и на	4	9
191	в котором	3	9
192	в одном	1	9
193	точка зрения	3	9
194	и он	1	9
195	мы можем	2	9
196	не нуждается	1	9
197	же как	1	9
198	на этом	1	9
199	общего с	2	9
200	и по	3	9
201	была бы	2	9
202	подобно тому	1	9
203	то время	1	9
204	как о	1	9
205	и более	3	9
206	смысл и	2	9
207	в истории	1	9
208	тому как	1	9
209	от него	1	8
210	вещи и	2	8
211	в отношении	2	8
212	но все	2	8
213	уже и	1	8
214	все время	6	8
215	себя в	1	8
216	с одной	2	8
217	это мы	1	8
218	этом смысле	1	8
219	в одной	1	8
220	и из	1	8
221	не на	1	8
222	как не	2	8
223	ничего общего	1	8
224	когда мы	1	8
225	при помощи	1	8
226	в поэзии	3	8
227	одна и	1	8
228	у нас	1	8
229	на самом	4	8
230	как нечто	1	8
231	и без	1	8
232	только и	1	8
233	бы только	1	8
234	если она	1	8
235	зависимости от	4	7
236	на другое	1	7
237	не всегда	1	7
238	как на	2	7
239	что уже	1	7
240	связи с	1	7
241	не знает	1	7
242	но для	3	7
243	то ни	3	7
244	его как	2	7
245	сами по	1	7
246	как в	5	7
247	и больше	1	7
248	что здесь	1	7
249	с его	2	7
250	он должен	3	7
251	на что	1	7
252	думать что	1	7
253	и их	1	7
254	она должна	1	7
255	нуждается в	3	7
256	о чем	1	6
257	более или	1	6
258	уже в	2	6
259	одной стороны	2	6
260	в другом	1	6
261	в себя	2	6
262	в зависимости	2	6
263	коем случае	1	6
264	во всех	1	6
265	она в	1	6
266	по своей	1	6
267	быть только	2	6
268	я и	1	6
269	можно было	1	6
270	того кто	1	6
271	вместе с	2	6
272	себя и	2	6
273	того чтобы	1	6
274	всяком случае	1	6
275	для него	3	6
276	они не	1	6
277	в коем	1	6
278	то мы	1	6
279	знания и	1	6
280	его в	4	6
281	или менее	1	6
282	это как	3	6
283	и почти	1	6
284	в науке	1	6
285	стороны и	2	6
286	идет речь	1	6
287	этой точки	3	6
288	отношение к	4	6
289	и прежде	1	6
290	для этого	1	6
291	и совершенно	2	6
292	больше того	1	6
293	до сих	3	5
294	например в	1	5
295	но мы	2	5
296	можем сказать	2	5
297	к этому	2	5
298	и становится	1	5
299	едва ли	2	5
300	все в	1	5
301	в качестве	1	5
302	тому же	2	5
303	самый принцип	1	5
304	и она	1	5
305	сих пор	3	5
306	же мы	1	5
307	независимо от	2	5
308	от нее	1	5
309	и так	2	5
310	не является	1	5
311	сознание и	1	5
312	для нее	1	5
313	со всей	1	5
314	отношении к	3	5
315	и во	1	5
316	форма и	1	5
317	же он	1	5
318	во времени	1	5
319	мы еще	1	5
320	точку зрения	2	5
321	зависит от	2	5
322	есть уже	2	5
323	ведь это	1	5
324	же не	1	5
325	из этого	3	5
326	и другого	1	5
327	бы это	1	5
328	в области	1	5
329	только к	1	5
330	когда он	3	5
331	и наконец	3	5
332	еще более	1	4
333	самом же	1	4
334	из нее	1	4
335	равно как	1	4
336	только для	1	4
337	к ним	2	4
338	эти вопросы	1	4
339	и искусство	1	4
340	бы то	3	4
341	есть выражение	1	4
342	не зная	1	4
343	время не	1	4
344	у него	1	4
345	на себя	1	4
346	человек и	1	4
347	точек зрения	3	4
348	не нужно	1	4
349	если оно	1	4
350	дана в	1	4
351	и является	4	4
352	из двух	1	4
353	себе как	1	4
354	и здесь	2	4
355	это уже	1	4
356	он будет	1	4
357	выйти из	1	4
358	в словах	1	4
359	слово есть	1	4
360	дальше и	1	4
361	это только	1	4
362	как например	1	4
363	это же	1	4
364	только одна	1	4
365	друг друга	1	4
366	данном случае	2	4
367	этом отношении	1	4
368	то он	1	4
369	них и	1	4
370	в общем	1	4
371	и эта	1	4
372	на все	2	4
373	бы мы	3	4
374	но уже	1	4
375	на них	1	4
376	же самое	2	4
377	но эта	1	4
378	такой же	2	4
379	ведь и	3	4
380	не можем	1	4
381	мы воспринимаем	1	3
382	нами выше	1	3
383	в некоторых	3	3
384	не бывает	1	3
385	по мере	1	3
386	именно и	1	3
387	форму и	2	3
388	в корне	2	3
389	ни было	4	3
390	этой стороны	2	3
391	свой смысл	1	3
392	а лишь	1	3
393	но то	1	3
394	самого начала	1	3
395	каждая вещь	1	3
396	на него	2	3
397	на вещи	1	3
398	без того	1	3
399	исходит из	1	3
400	момент в	1	3
401	до степени	1	3
402	производственные отношения	1	3
403	имеем дело	1	3
404	с другими	2	3
405	то она	1	3
406	совершенно ясно	1	3
407	ее истории	1	3
408	мы это	1	3
409	и которые	1	3
410	зрения и	1	3
411	поэтическое произведение	5	3
412	а с	1	3
413	между тем	3	3
414	не так	2	3
415	кто же	1	3
416	найти в	1	3
417	но есть	1	3
418	или иного	1	3
419	и сейчас	1	3
420	мы в	2	3
421	и делает	1	3
422	особого рода	1	3
423	мы понимаем	1	3
424	о самом	1	3
425	оно всегда	1	3
426	в слове	1	3
427	от его	1	3
428	говорить и	1	3
429	чтобы убедиться	1	3
430	непосредственно и	1	3
431	все они	2	3
432	бы не	2	3
433	как одно	1	3
434	остается только	1	3
435	с которой	1	3
436	или иных	1	3
437	к поэзии	1	3
438	чем не	1	3
439	тем же	1	3
440	по преимуществу	1	3
441	и понимания	1	3
442	здесь не	3	3
443	не должна	3	3
444	тот же	1	3
445	или просто	1	3
446	нас не	1	3
447	только его	1	3
448	для нас	7	3
449	место в	2	3
450	представлять себе	1	3
451	в какой	2	3
452	при таком	1	3
453	и оно	1	3
454	же деле	1	3
455	переходя в	1	3
456	с самого	1	3
457	а из	1	3
458	в свою	1	3
459	в искусстве	1	3
460	и во-вторых	1	3
461	искусством и	1	3
462	далеко не	1	3
463	как чисто	1	3
464	можно найти	2	3
465	что можно	1	3
466	и вне	1	3
467	в который	1	3
468	в современной	1	3
469	и тех	1	3
470	не к	3	3
471	возможна только	2	3
472	они являются	1	2
473	или хотя	1	2
474	к другу	1	2
475	еще раз	2	2
476	здесь же	1	2
477	явление или	1	2
478	мы все	4	2
479	бы даже	2	2
480	но тем	2	2
481	правда это	1	2
482	те же	2	2
483	увидели что	1	2
484	ко всем	2	2
485	он имеет	1	2
486	существуют и	1	2
487	уже на	1	2
488	друг к	1	2
489	имеет место	2	2
490	в порядке	1	2
491	может дать	1	2
492	и слово	2	2
493	является то	1	2
494	социальная среда	1	2
495	перестает быть	2	2
496	моменты и	1	2
497	которые мы	2	2
498	жизни он	1	2
499	было в	1	2
500	мы увидим	1	2
501	рождается из	2	2
502	не должен	1	2
503	искусства и	2	2
504	во многих	1	2
505	в условиях	2	2
506	а между	1	2
507	не вполне	1	2
508	себе в	1	2
509	свою очередь	1	2
510	так мы	1	2
511	убедиться в	1	2
512	и остается	1	2
513	на одну	1	2
514	наряду с	1	2
515	тем кто	1	2
516	они должны	1	2
517	в нашем	11	2
518	к которому	1	2
519	быть ни	1	2
520	и всякого	1	2
521	неодушевленные предметы	1	2
522	с первого	1	2
523	или иным	1	2
524	ее и	3	2
525	по природе	2	2
526	уже сказали	1	2
527	вполне понятно	1	2
528	есть форма	1	2
529	потому не	1	2
530	обычно не	1	2
531	такое понимание	1	2
532	как его	1	2
533	не остается	2	2
534	между ними	2	2
535	эти три	1	2
536	и мир	1	2
537	на которую	1	2
538	всякая живая	1	2
539	в лучшем	1	2
540	но при	1	2
541	или может	1	2
542	ни была	1	2
543	но зато	2	2
544	как некая	1	2
545	с ней	1	2
546	нем и	1	2
547	ни одной	1	2
548	на который	1	2
549	всегда имеет	1	2
550	и др	5	2
551	оно по	1	2
552	сливаются в	1	2
553	его внутренней	1	2
554	и самый	1	2
555	вне ее	1	2
556	хорошо и	1	2
557	произведение и	2	2
558	них в	1	2
559	то есть	1	2
560	что называется	1	2
561	не требует	1	2
562	от этой	2	2
563	случае нельзя	1	2
564	она становится	1	2
565	кто не	1	2
566	все то	1	2
567	в вещи	1	2
568	показать что	1	2
569	в процессе	6	2
570	она имеет	1	2
571	к его	2	2
572	жизни в	1	2
573	ли он	1	2
574	по самому	1	2
575	эта последняя	2	2
576	на их	1	2
577	входя в	1	2
578	ясность и	2	2
579	не имеют	1	2
580	его пределы	1	2
581	предмет в	1	2
582	совпадает с	2	2
583	относится к	2	2
584	не должно	1	2
585	пространстве и	1	2
586	слова и	6	2
587	и вся	1	2
588	более и	1	2
589	в обоих	1	2
590	имеем в	2	2
591	художественное произведение	3	2
592	в субъективизме	1	2
593	не привнося	1	2
594	и проч	3	2
595	мы берем	1	2
596	из него	2	2
597	в особом	1	2
598	формы как	1	2
599	понять и	1	2
600	самое слово	2	2
601	как к	3	2
602	закономерности но	1	2
603	же просто	1	2
604	мы могли	1	2
605	и уж	1	2
606	он как	1	2
607	его и	1	2
608	мимо цели	1	2
609	слово в	3	2
610	что например	1	2
611	ко второму	1	2
612	дело в	4	2
613	далее мы	1	2
614	так если	1	2
615	мы никогда	2	2
616	в такой	3	2
617	чем мы	1	2
618	бы действительно	1	2
619	за его	2	2
620	но конечно	2	2
621	этих двух	2	2
622	в стиле	1	2
623	там где	2	2
624	воззрение можно	1	2
625	отношение как	1	2
626	лучшем случае	1	2
627	пор не	1	2
628	у нее	1	2
629	всей его	1	2
630	на это	2	2
631	которые в	1	2
632	так но	1	2
633	в пространстве	1	2
634	явлениями и	1	2
635	природой и	1	2
636	в целом	1	2
637	явление но	1	2
638	а эти	1	2
639	такой взгляд	1	1
640	необходимо но	1	1
641	это на	1	1
642	и другие	2	1
643	видели в	1	1
644	и теоретическая	1	1
645	или он	1	1
646	и содержания	2	1
647	зрения на	1	1
648	на эти	1	1
649	ни его	1	1
650	случае мы	1	1
651	формы в	1	1
652	существует конечно	1	1
653	она стала	1	1
654	приближения к	1	1
655	но эти	1	1
656	и самое	2	1
657	этом основании	1	1
658	и значение	2	1
659	в физической	1	1
660	все моменты	1	1
661	где они	1	1
662	и умирает	1	1
663	конечном счете	1	1
664	его это	1	1
665	само собою	1	1
666	себе с	1	1
667	даже тогда	1	1
668	в психике	2	1
669	своем движении	1	1
670	если этот	1	1
671	но самый	1	1
672	может находиться	1	1
673	конечно гораздо	1	1
674	гораздо больше	1	1
675	умирает в	1	1
676	нам не	1	1
677	бы по	1	1
678	находит в	2	1
679	смысле она	1	1
680	это часто	1	1
681	которой он	1	1
682	ясное и	1	1
683	каково бы	1	1
684	нас и	2	1
685	связанных с	1	1
686	входит в	1	1
687	имеет в	3	1
688	часто в	1	1
689	именно эта	1	1
690	суждения и	1	1
691	он употребляет	1	1
692	относится не	1	1
693	нашем случае	1	1
694	трех моментов	1	1
695	точками зрения	1	1
696	вещами и	1	1
697	виду и	1	1
698	ценности и	1	1
699	своем значении	1	1
700	но этот	2	1
701	мы ни	5	1
702	него не	1	1
703	следующим образом	1	1
704	так не	1	1
705	входят в	1	1
706	ее внутренней	1	1
707	из трех	1	1
708	науке о	1	1
709	же форма	1	1
710	ли кто-нибудь	1	1
711	итак всякая	1	1
712	и явления	1	1
713	кто является	1	1
714	как необходимая	1	1
715	того о	1	1
716	этих моментов	1	1
717	к общему	1	1
718	и оба	1	1
719	степень или	1	1
720	события а	1	1
721	заложенная в	1	1
722	так можно	1	1
723	выдвигает на	1	1
724	остается в	1	1
725	она как	1	1
726	всех языках	1	1
727	но тот	1	1
728	отличная от	1	1
729	нашей работы	1	1
730	для другой	1	1
731	не стремится	1	1
732	ним в	1	1
733	форма не	1	1
734	этого бытия	1	1
735	близка к	1	1
736	на этих	1	1
737	нам совершенно	1	1
738	богатым и	1	1
739	я знаю	1	1
740	взаимоотношения и	1	1
741	нигде не	1	1
742	но сами	1	1
743	сколько бы	3	1
744	кто будет	1	1
745	и свободно	1	1
746	в конечном	1	1
747	является и	1	1
748	наука до	1	1
749	именно такую	1	1
750	и всего	1	1
751	нужно думать	1	1
752	дано в	1	1
753	формы для	1	1
754	во внутренней	1	1
755	с жизнью	1	1
756	же оно	1	1
757	же две	1	1
758	несравненно более	2	1
759	именно этого	1	1
760	того если	1	1
761	и являются	1	1
762	себе по	1	1
763	месяц и	1	1
764	его значение	1	1
765	из одного	1	1
766	делает его	2	1
767	от чисто	1	1
768	все стороны	1	1
769	оформления и	1	1
770	стоит ли	1	1
771	связь с	2	1
772	они действительно	1	1
773	только ему	3	1
774	но можно	1	1
775	видения и	1	1
776	выражение в	2	1
777	опираясь на	2	1
778	того в	1	1
779	возникает из	1	1
780	бы показать	1	1
781	при чтении	1	1
782	к слову	2	1
783	творца и	7	1
784	положения в	1	1
785	совершенно отчетливо	1	1
786	и интересно	1	1
787	все остальные	1	1
788	нашего сознания	2	1
789	от каких	1	1
790	определенным образом	1	1
791	ту же	1	1
792	только об	1	1
793	социальной ценности	1	1
794	характерны для	1	1
795	явления в	1	1
796	кажется что	1	1
797	бы они	1	1
798	остаться в	1	1
799	однако эта	1	1
800	бы но	1	1
801	содержания и	2	1
802	самая структура	1	1
803	в приведенном	1	1
804	литературы и	4	1
805	и следа	1	1
806	поэзии здесь	1	1
807	и третье	1	1
808	или наконец	1	1
809	значение и	1	1
810	другая форма	1	1
811	слова из	1	1
812	чрезвычайно важный	1	1
813	зато она	1	1
814	не входят	1	1
815	но прежде	1	1
816	всех сторон	1	1
817	это ни	1	1
818	от предмета	1	1
819	деле это	1	1
820	бы оно	2	1
821	неодушевленная вещь	1	1
822	его к	2	1
823	зрительный образ	1	1
824	нам придется	1	1
825	можно с	1	1
826	нее не	1	1
827	мы видели	1	1
828	бесконечное количество	1	1
829	этот третий	1	1
830	было на	1	1
831	слова это	1	1
832	положения и	1	1
833	за ее	1	1
834	получилось бы	1	1
835	явно не	1	1
836	к другим	1	1
837	приближается к	1	1
838	и поэтическое	2	1
839	опирается на	1	1
840	пор мы	1	1
841	человеческого тела	1	1
842	к одной	1	1
843	этих обеих	1	1
844	и который	1	1
845	его содержание	1	1
846	и менее	1	1
847	и дает	2	1
848	вещь ставшая	1	1
849	и вкусы	1	1
850	характер и	1	1
851	мере два	1	1
852	в субъект	1	1
853	природе но	1	1
854	для них	1	1
855	но чтобы	1	1
856	и вполне	2	1
857	и тот	1	1
858	том и	1	1
859	здесь мы	1	1
860	оно ни	1	1
861	с таким	1	1
862	зрения уже	1	1
863	обходится без	1	1
864	миром и	1	1
865	почти исключительно	2	1
866	оно оказывается	1	1
867	этого содержания	1	1
868	значения и	2	1
869	друг о	1	1
870	это та	1	1
871	менее эта	1	1
872	может стать	2	1
873	при более	1	1
874	на эту	1	1
875	в обычной	1	1
876	не находится	1	1
877	один миг	1	1
878	что чисто	1	1
879	быть следовательно	1	1
880	на другие	1	1
881	где ее	1	1
882	и активное	1	1
883	виду не	1	1
884	близости к	1	1
885	другие области	1	1
886	его содержания	1	1
887	он еще	1	1
888	на основе	1	1
889	ее до	1	1
890	и независимо	1	1
891	в новой	1	1
892	обойтись без	1	1
893	вступает в	1	1
894	одна сторона	1	1
895	как если	4	1
896	эпохи но	1	1
897	на примере	2	1
898	в обществе	1	1
899	выражение она	1	1
900	абстрактными моментами	1	1
901	им она	1	1
902	иной социальной	1	1
903	ней как	2	1
904	до конца	2	1
905	и знаемого	1	1
906	за пределами	1	1
907	самой своей	1	1
908	в определенную	1	1
909	том же	1	1
910	формы это	1	1
911	до известной	2	1
912	имеет и	1	1
913	давно пора	1	1
914	можно сравнить	1	1
915	чувства в	1	1
916	раз что	1	1
917	событием и	1	1
918	или о	1	1
919	не из	1	1
920	другого и	1	1
921	ибо нет	1	1
922	из этой	1	1
923	высшей степени	1	1
924	краткой и	1	1
925	проникает в	1	1
926	бьют мимо	1	1
927	основе своей	1	1
928	данного писателя	1	1
929	не нужен	1	1
930	она близка	1	1
931	но смягченная	1	1
932	предмет или	1	1
933	на одно	1	1
934	для всего	1	1
935	она будет	1	1
936	то слово	1	1
937	в литературе	4	1
938	процесса а	1	1
939	легче всего	1	1
940	что каждый	1	1
941	одному и	1	1
942	к внешнему	1	1
943	социальной среды	2	1
944	следовательно только	2	1
945	анализ может	1	1
946	столь же	1	1
947	в свои	1	1
948	них всегда	1	1
949	слова но	2	1
950	момент если	1	1
951	места в	1	1
952	и тому	1	1
953	всегда лежит	1	1
954	менее всего	1	1
955	не те	1	1
956	из общей	2	1
957	быть простым	1	1
958	или даже	1	1
959	природу и	1	1
960	зрения не	1	1
961	один и	1	1
962	относятся к	1	1
963	и художественного	1	1
964	конечно эта	1	1
965	форма в	2	1
966	субъектом я	1	1
967	является поэтому	1	1
968	и таким	1	1
969	быть обязательно	1	1
970	более подробно	1	1
971	от двух	1	1
972	выражение и	2	1
973	не нуждаются	1	1
974	к одному	1	1
975	даже наиболее	1	1
976	строй и	1	1
977	со всех	2	1
978	это последнее	1	1
979	а к	2	1
980	на нечто	1	1
981	слово это	2	1
982	поскольку они	2	1
983	может идти	1	1
984	как перед	1	1
985	что всякий	1	1
986	образом только	1	1
987	что является	1	1
988	живет и	1	1
989	эта сторона	1	1
990	особый тип	1	1
991	слова не	1	1
992	на границе	3	1
993	конечно в	2	1
994	каком отношении	2	1
995	в пределах	3	1
996	как явление	1	1
997	том кто	1	1
998	наравне с	1	1
999	чего же	1	1
1000	к которой	1	1
1001	признать что	1	1
1002	для эстетики	1	1
1003	люди не	1	1
1004	и несводимо	1	1
1005	существуют для	1	1
1006	находиться в	1	1
1007	которой можно	1	1
1008	самому существу	1	1
1009	как часто	1	1
1010	включает в	1	1
1011	известной степени	2	1
1012	все более	1	1
1013	в эти	1	1
1014	сознания нет	1	1
1015	само собой	1	1
1016	она могла	1	1
1017	все возможные	1	1
1018	и обратно	1	1
1019	им не	2	1
1020	в лице	1	1
1021	поэтическая форма	1	1
1022	с соответствующими	1	1
1023	жизнью и	2	1
1024	в руках	1	1
