N	2gram	Tiupa_Anal	Tvorches
334	к себе	1	3
335	время в	2	3
336	мы знаем	1	3
337	несмотря на	2	3
338	то у	2	3
339	к которому	2	3
340	иными словами	1	3
341	тому же	7	3
342	и приводит	1	3
343	для того	1	3
344	на себя	5	3
345	я и	6	3
346	из повести	2	3
347	не есть	6	3
348	герой в	1	3
349	в себя	6	3
350	со всеми	2	3
351	и мир	1	3
352	человек как	1	3
353	на этом	2	3
354	говорил о	1	3
355	всяком случае	6	3
356	совсем не	1	3
357	и тем	3	3
358	но зато	2	3
359	должны быть	1	3
360	и что	2	3
361	как уже	4	3
362	оба они	1	3
363	его как	3	3
364	и др	1	3
365	и юмор	1	3
366	человека как	1	3
367	любви к	2	3
368	концепции человека	1	3
369	его к	1	3
370	там где	2	3
371	гораздо более	3	3
372	в один	1	3
373	и особенно	1	3
374	в искусстве	3	3
375	в статье	1	3
376	вплоть до	5	3
377	во второй	8	3
378	этой проблемы	1	3
379	если в	3	3
380	живет в	1	3
381	для себя	2	3
382	ее и	1	3
383	сводится к	5	3
384	себе не	1	3
385	до этого	2	3
386	заключается в	1	3
387	евгения онегина	1	3
388	вряд ли	1	3
389	да и	3	3
390	о котором	2	3
391	со стороны	12	3
392	в стихах	2	3
393	не является	5	3
394	и если	2	3
395	автора и	5	3
396	во мне	1	3
397	и тогда	1	3
398	и до	2	3
399	автора в	1	3
400	как мы	4	3
401	на этот	1	3
402	во времени	1	3
403	жизни не	1	3
404	не выдерживает	1	3
405	жизни но	4	3
406	рассматривать в	1	3
407	как к	2	3
408	в любви	1	3
409	и вот	2	3
410	авторской позиции	2	3
411	он и	4	3
412	что с	1	3
413	ее в	2	3
414	на самом	1	3
415	у нас	1	3
416	таком случае	2	3
417	или в	4	3
418	иного рода	1	3
419	за свою	1	3
420	но уже	1	3
421	идеи и	1	3
422	для которого	1	3
423	при виде	1	3
424	не все	1	3
425	человека к	1	3
426	тут и	1	3
427	не по	1	3
428	в ней	2	3
429	мы узнаем	1	3
430	просто не	1	3
431	по этому	1	3
432	из этих	4	3
433	а по	1	3
434	и их	3	3
435	не с	3	3
436	с ее	3	3
437	в начале	10	3
438	в другом	3	3
439	лишь в	9	3
440	отношение к	2	3
441	к ней	1	3
442	одного из	4	3
443	в ходе	3	3
444	бы он	1	3
445	во многих	2	3
446	жизни и	2	3
447	этой связи	1	3
448	и только	1	3
449	является в	1	2
450	было показано	1	2
451	все что	2	2
452	трагизма и	1	2
453	еще раз	1	2
454	которая в	2	2
455	с самим	3	2
456	по выражению	1	2
457	сам автор	2	2
458	смехом и	1	2
459	общения с	1	2
460	же году	1	2
461	в результате	6	2
462	по способу	1	2
463	как было	1	2
464	героев а	1	2
465	на смену	5	2
466	как достоевский	1	2
467	вслед за	1	2
468	проникает в	1	2
469	жизни или	1	2
470	жизнь в	2	2
471	из нее	1	2
472	но вполне	1	2
473	романом в	1	2
474	перекликается с	1	2
475	меня в	1	2
476	с тем	2	2
477	автор в	1	2
478	одном из	1	2
479	начинается с	1	2
480	их в	1	2
481	в бою	1	2
482	одновременно и	1	2
483	в одно	2	2
484	в художественном	1	2
485	его личной	1	2
486	с героем	2	2
487	для их	1	2
488	художественное произведение	1	2
489	всякого рода	1	2
490	нам представляется	2	2
491	он идет	1	2
492	и того	4	2
493	в данном	12	2
494	не могли	1	2
495	в действительности	2	2
496	которой он	1	2
497	он был	3	2
498	нас и	1	2
499	представляется нам	2	2
500	входит в	4	2
501	имеет в	1	2
502	только как	1	2
503	но даже	1	2
504	это его	1	2
505	своим собственным	1	2
506	а между	1	2
507	свободу от	3	2
508	самого себя	1	2
509	свою очередь	7	2
510	в глаза	2	2
511	пока еще	3	2
512	как на	1	2
513	живой жизни	1	2
514	в пространстве	1	2
515	ключ к	4	2
516	у а	2	2
517	здравого смысла	1	2
518	по поводу	5	2
519	уже по	2	2
520	о чем	5	2
521	того же	7	2
522	намек на	1	2
523	грань между	2	2
524	жизнь и	3	2
525	во всех	4	2
526	в повествовании	1	2
527	не противоречит	1	2
528	мышления и	1	2
529	примеры можно	1	2
530	героев в	1	2
531	х гг	1	2
532	с одной	3	2
533	в произведении	3	2
534	внимание на	4	2
535	начала и	1	2
536	сюжета в	1	2
537	как раз	8	2
538	тем не	3	2
539	которого он	2	2
540	чем у	1	2
541	в качестве	22	2
542	с другими	1	2
543	уже говорилось	3	2
544	свободы и	1	2
545	связи с	1	2
546	мировой литературы	1	2
547	лицо его	2	2
548	не говорит	1	2
549	героя с	1	2
550	как его	1	2
551	но ведь	1	2
552	в связи	1	2
553	и достоевского	1	2
554	между прочим	1	2
555	рядом с	1	2
556	между собой	1	2
557	глаза ее	1	2
558	был не	1	2
559	в эту	2	2
560	ли что	1	2
561	для анализа	1	2
562	комический эффект	1	2
563	войне и	3	2
564	читатель в	1	2
565	читателя к	2	2
566	но как	4	2
567	не сводится	1	2
568	в устах	1	2
569	мы уже	2	2
570	не будет	3	2
571	если же	1	2
572	и является	3	2
573	при такой	1	2
574	в тех	2	2
575	признание в	1	2
576	в комедии	1	2
577	по своей	5	2
578	в нее	1	2
579	на мир	1	2
580	было бы	6	2
581	я в	15	2
582	культуры и	1	2
583	что во	2	2
584	в доме	2	2
585	читателя он	1	2
586	с которым	1	2
587	зато в	1	2
588	в силу	2	2
589	уйти в	1	2
590	пушкина и	3	2
591	чаще всего	1	2
592	из этого	1	2
593	бы ни	1	2
594	до абсурда	1	2
595	его можно	1	2
596	в сюжете	1	2
597	нет не	1	2
598	по причине	1	2
599	теперь я	1	2
600	так ли	1	2
601	и против	1	2
602	и здесь	4	2
603	о своих	3	2
604	от жизни	2	2
605	и свою	2	2
606	его из	2	2
607	жизни а	1	2
608	в литературной	1	2
609	на первом	2	2
610	и должно	1	2
611	глубине души	2	2
612	в сущности	5	2
613	о которой	2	2
614	сама жизнь	1	2
615	в отношении	2	2
616	и делает	1	2
617	целом ряде	1	2
618	второй части	1	2
619	не могут	2	2
620	должен был	2	2
621	ли с	1	2
622	здесь мы	1	2
623	мы понимаем	1	2
624	от автора	2	2
625	произведения в	4	2
626	одновременно с	1	2
627	и гибели	1	2
628	столь же	7	2
629	уже говорили	1	2
630	это первый	1	2
631	как о	3	2
632	к его	2	2
633	известном смысле	2	2
634	см главу	1	2
635	не имеет	1	2
636	не видно	2	2
637	говорили о	1	2
638	в известном	2	2
639	не во	1	2
640	ни к	3	2
641	в диалоге	2	2
642	в россию	1	2
643	со смертью	1	2
644	в прозе	1	2
645	своей собственной	1	2
646	наконец в	3	2
647	того чтобы	1	2
648	у меня	1	2
649	в стихотворении	4	2
650	и теперь	1	2
651	что если	1	2
652	героя а	2	2
653	у шекспира	1	2
654	в сне	1	2
655	но сам	2	2
656	играет в	1	2
657	о своем	4	2
658	от других	1	2
659	с автором	1	2
660	через него	1	2
661	над которыми	1	2
662	ибо он	1	2
663	что же	1	2
664	неотделима от	1	2
665	характер в	2	2
666	выше уже	1	2
667	мог бы	3	2
668	он все	1	2
669	их с	1	2
670	за пределами	2	2
671	в глазах	6	2
672	за два	1	2
673	и авторской	1	2
674	к миру	2	2
675	с лизой	2	2
676	рассчитан на	1	2
677	д и	1	2
678	этого героя	1	2
679	ответ на	3	2
680	каждой человеческой	1	2
681	и всякий	1	2
682	значение в	2	2
683	данном случае	11	2
684	полного раскрытия	1	2
685	сам он	1	2
686	всей видимости	1	2
687	где он	2	2
688	он как	1	2
689	этом он	2	2
690	не достигает	1	2
691	во время	2	2
692	со своим	2	2
693	с их	3	2
694	слова не	1	2
695	по словам	1	2
696	когда же	1	2
697	в таких	2	2
698	образом в	1	2
699	не от	2	2
700	в глубине	3	2
701	указывает на	3	2
702	в литературу	2	2
703	в сферу	1	2
704	в стороне	1	2
705	и давно	1	2
706	или даже	1	2
707	при таком	1	2
708	и высшей	1	2
709	смерти в	1	2
710	не столь	1	2
711	и без	3	2
712	путь к	4	2
713	у ног	1	2
714	и вообще	1	2
715	к одному	2	2
716	ко всему	2	2
717	отказа от	1	2
718	нуждается в	2	2
719	ведь это	1	2
720	она не	3	2
721	но при	1	2
722	не любил	1	2
723	а от	1	2
724	в гробовщике	7	2
725	от всех	2	2
726	по бахтину	1	2
727	но она	1	2
728	всех этих	1	2
729	к анализу	1	2
730	только то	1	2
731	человека с	2	2
732	по всей	1	2
733	в большой	1	2
734	и мире	2	2
735	и о	1	2
736	действительности не	1	2
737	роман и	1	2
738	говорилось выше	2	2
739	дня и	1	2
740	же в	5	2
741	пришел в	1	2
742	включает в	2	2
743	авторского сознания	1	2
744	все более	1	2
745	может и	1	2
746	конце концов	1	2
747	однако все	2	2
748	есть не	2	2
749	мира в	1	2
750	принципиально новой	1	1
751	это указание	1	1
752	что было	1	1
753	как вдруг	1	1
754	был и	1	1
755	и составляет	1	1
756	для всех	5	1
757	это тот	1	1
758	рассказчика с	1	1
759	художественном мире	2	1
760	и мира	1	1
761	отвечает на	1	1
762	мы и	1	1
763	не единственный	1	1
764	он обнаруживает	1	1
765	а когда	1	1
766	о будущем	1	1
767	роднит их	1	1
768	к этой	2	1
769	сколько к	1	1
770	части мы	1	1
771	всегда внутренне	1	1
772	можно встретить	1	1
773	в применении	1	1
774	в а	1	1
775	а вот	3	1
776	глаза и	1	1
777	на второй	1	1
778	выступать как	1	1
779	тем как	1	1
780	или нет	1	1
781	жить и	1	1
782	старший брат	1	1
783	и двух	1	1
784	внутренней форме	1	1
785	нас в	1	1
786	восходящая к	4	1
787	требует от	1	1
788	одно из	3	1
789	персонажа и	1	1
790	имеем не	1	1
791	было положено	1	1
792	не бывает	1	1
793	чтобы на	1	1
794	активный в	1	1
795	и само	1	1
796	их характеров	1	1
797	мыслится как	2	1
798	о великой	1	1
799	а напротив	3	1
800	классической русской	1	1
801	из самых	1	1
802	спор с	1	1
803	она является	1	1
804	уже на	1	1
805	по мысли	1	1
806	говорят о	1	1
807	его личности	1	1
808	том или	1	1
809	мира это	1	1
810	с ума	1	1
811	имеет место	3	1
812	похож на	2	1
813	в собственном	1	1
814	мая года	1	1
815	что по	4	1
816	автора к	1	1
817	художественный мир	1	1
818	позиция автора	1	1
819	обстоятельств но	1	1
820	к преступлению	1	1
821	по определению	1	1
822	покойный отец	2	1
823	дома и	2	1
824	эпизодов с	1	1
825	гоголя даже	1	1
826	не смешон	1	1
827	один ряд	1	1
828	кстати что	2	1
829	за ней	1	1
830	поскольку он	3	1
831	авторская позиция	3	1
832	себя не	2	1
833	о предопределении	1	1
834	речь идет	3	1
835	этой стороны	1	1
836	их внутреннюю	1	1
837	свою собственную	1	1
838	жизни на	1	1
839	комизм и	1	1
840	в письме	1	1
841	мое положение	1	1
842	в темноте	1	1
843	и смерти	1	1
844	время с	1	1
845	его поступки	1	1
846	и анекдот	2	1
847	это случилось	1	1
848	всего они	1	1
849	при всей	2	1
850	тенденцией к	1	1
851	как носитель	1	1
852	ли я	2	1
853	читатель не	1	1
854	неоднократно отмечалось	1	1
855	как справедливо	3	1
856	в противовес	2	1
857	героя или	1	1
858	в центр	2	1
859	первым и	1	1
860	же следует	1	1
861	вопрос о	1	1
862	применении к	1	1
863	раз и	1	1
864	себя если	1	1
865	человека не	1	1
866	так для	1	1
867	в цикле	1	1
868	в противоположность	3	1
869	собой как	1	1
870	всего этого	1	1
871	не должен	2	1
872	одной стороны	3	1
873	и место	1	1
874	л и	2	1
875	не имею	1	1
876	и другой	1	1
877	одновременно резко	1	1
878	уже о	2	1
879	сказанное относится	1	1
880	повести здесь	1	1
881	уже было	2	1
882	таким же	4	1
883	с помощью	1	1
884	невозможно не	1	1
885	между двумя	1	1
886	существеннее другое	1	1
887	и литературная	1	1
888	что подчеркивается	1	1
889	но они	2	1
890	встречи с	2	1
891	содержание в	1	1
892	связь между	1	1
893	эта система	1	1
894	мне бог	1	1
895	уже эти	1	1
896	сюжета герой	1	1
897	мне стало	1	1
898	исключительную роль	1	1
899	и те	1	1
900	не что	1	1
901	к противоположному	1	1
902	на практике	1	1
903	глазами он	1	1
904	же его	1	1
905	трагический герой	1	1
906	себе в	1	1
907	до того	1	1
908	самим героем	1	1
909	отношение слушателя	1	1
910	художественного произведения	1	1
911	было сказано	2	1
912	всегда и	2	1
913	его собственной	1	1
914	в прошлом	2	1
915	и эстетического	1	1
916	к ним	1	1
917	с трагизмом	1	1
918	это весьма	1	1
919	оказывается не	1	1
920	я с	7	1
921	еще нет	1	1
922	на могиле	2	1
923	тезис о	1	1
924	жизни как	4	1
925	она ни	1	1
926	ее как	1	1
927	том чтобы	2	1
928	а только	1	1
929	быть в	1	1
930	в нашем	4	1
931	с этими	1	1
932	под названием	1	1
933	и самим	1	1
934	как я	1	1
935	автор как	2	1
936	окна и	1	1
937	исходит из	2	1
938	и всякого	1	1
939	проникновение в	1	1
940	их мышления	1	1
941	от них	1	1
942	для всего	1	1
943	и ад	1	1
944	чувство юмора	1	1
945	современное литературоведение	2	1
946	и чувства	1	1
947	и фактически	1	1
948	и открывает	1	1
949	лишь один	1	1
950	головой все	1	1
951	в позицию	3	1
952	демонстрирует их	1	1
953	к языку	1	1
954	чем это	1	1
955	писал в	1	1
956	картину мира	1	1
957	тайны в	1	1
958	и мало	1	1
959	своего развития	1	1
960	в сюжетах	1	1
961	себе самом	2	1
962	внутренней жизни	1	1
963	героя не	1	1
964	время для	1	1
965	личности природа	1	1
966	момент как	1	1
967	в самую	1	1
968	эстетический факт	1	1
969	только не	3	1
970	связан со	1	1
971	все его	2	1
972	и автора	1	1
973	к их	1	1
974	поскольку в	1	1
975	а наоборот	1	1
976	от его	2	1
977	что иное	1	1
978	последнее утверждение	1	1
979	после чего	2	1
980	моя жизнь	1	1
981	его собственных	2	1
982	такого рода	11	1
983	стороннего наблюдателя	1	1
984	эту минуту	1	1
985	что уже	1	1
986	предметом анализа	1	1
987	что сама	1	1
988	логикой и	1	1
989	не лишено	1	1
990	напротив в	1	1
991	проявляется в	1	1
992	а и	4	1
993	народной жизни	1	1
994	него самого	1	1
995	т е	2	1
996	совпадения и	1	1
997	этого пушкинского	1	1
998	что такое	1	1
999	или иную	1	1
1000	он любил	1	1
1001	говоря словами	3	1
1002	на стадии	1	1
1003	картине мира	2	1
1004	в подобном	1	1
1005	и развитие	1	1
1006	в европейской	1	1
1007	сколько бы	1	1
1008	в одиночку	1	1
1009	как можно	1	1
1010	вспомнить о	1	1
1011	его совесть	1	1
1012	слово о	1	1
1013	были счастливы	1	1
1014	житейской ситуации	1	1
1015	выступает у	1	1
1016	живет и	1	1
1017	перед зеркалом	1	1
1018	при анализе	2	1
1019	характер героя	1	1
1020	было два	1	1
1021	будто бы	1	1
1022	наконец не	1	1
1023	романа а	1	1
1024	в исходной	1	1
1025	дальнейшем мы	1	1
1026	напомним что	6	1
1027	из уст	2	1
1028	о смерти	4	1
1029	героев но	1	1
1030	из трех	2	1
1031	всех и	1	1
1032	речь персонажей	1	1
1033	жизненной позиции	2	1
1034	как говорит	4	1
1035	характер и	1	1
1036	во внутренней	1	1
1037	что ведет	1	1
1038	учение о	1	1
1039	настоящим и	1	1
1040	как видим	1	1
1041	лишь на	3	1
1042	между ними	3	1
1043	личности с	1	1
1044	встречается в	1	1
1045	с отцом	1	1
1046	весь сюжет	1	1
1047	большинстве случаев	1	1
1048	и обстоятельств	1	1
1049	эта традиция	1	1
1050	взором читателя	1	1
1051	вдохновения в	2	1
1052	выстрел и	1	1
1053	именно эту	1	1
1054	уже давно	1	1
1055	зрения и	1	1
1056	незадолго до	1	1
1057	о которых	2	1
1058	не вправе	1	1
1059	ивана петровича	11	1
1060	в последнем	1	1
1061	же касается	1	1
1062	романе в	1	1
1063	куда же	1	1
1064	этой повести	1	1
1065	рассказа не	1	1
1066	персонаж не	1	1
1067	и кому	1	1
1068	например как	2	1
1069	не узнал	2	1
1070	на себе	1	1
1071	могло бы	1	1
1072	кто из	1	1
1073	вопроса о	2	1
1074	той или	6	1
1075	к повестям	1	1
1076	я был	1	1
1077	остается в	1	1
1078	чувствовал в	1	1
1079	и литературные	1	1
1080	мы можем	2	1
1081	единственный раз	1	1
1082	от себя	3	1
1083	толпы так	1	1
1084	к принципиально	1	1
1085	лишь ее	1	1
1086	можно читать	2	1
1087	к неожиданным	1	1
1088	приводит его	1	1
1089	традиции все	1	1
1090	графа его	1	1
1091	и покойный	1	1
1092	они же	1	1
1093	анекдота не	2	1
1094	и алексей	2	1
1095	не одного	1	1
1096	был назван	1	1
1097	пошлости и	1	1
1098	с графом	3	1
1099	не составляет	1	1
1100	достоевского оно	1	1
1101	с романом	1	1
1102	подробностями и	1	1
1103	произведения то	1	1
1104	читателя и	2	1
1105	из биографии	1	1
1106	о поцелуе	1	1
1107	именно потому	1	1
1108	героя то	1	1
1109	из фигур	1	1
1110	всего лишь	13	1
1111	в работе	1	1
1112	то ни	1	1
1113	речи и	1	1
1114	в случае	6	1
1115	в ответ	2	1
1116	на чем	1	1
1117	как сам	4	1
1118	повесть на	1	1
1119	мы обнаруживаем	1	1
1120	однако эта	1	1
1121	отвлеченный характер	1	1
1122	за ними	1	1
1123	честное слово	1	1
1124	его художественной	1	1
1125	хотя в	2	1
1126	и роман	1	1
1127	можно было	2	1
1128	таково же	1	1
1129	в форме	2	1
1130	смешно и	1	1
1131	который мы	1	1
1132	в нас	2	1
1133	с образами	1	1
1134	перед лицом	4	1
1135	особого внимания	1	1
1136	от своего	3	1
1137	то во	1	1
1138	отчасти в	1	1
1139	мы по	1	1
1140	искупительной жертвы	1	1
1141	следует признать	3	1
1142	должны были	1	1
1143	с удовольствием	1	1
1144	произведение не	1	1
1145	которого в	1	1
1146	а тем	2	1
1147	занимает в	1	1
1148	я это	1	1
1149	к резкому	1	1
1150	героев с	2	1
1151	на известие	1	1
1152	в гости	1	1
1153	конца и	1	1
1154	а живое	1	1
1155	мнению бахтина	1	1
1156	и никогда	1	1
1157	два года	1	1
1158	образы и	1	1
1159	ролью в	2	1
1160	дойти до	1	1
1161	это делает	1	1
1162	в творческую	1	1
1163	обратимся к	2	1
1164	всех сторон	1	1
1165	сыновей и	1	1
1166	так уж	1	1
1167	конструктивный момент	1	1
1168	графа в	1	1
1169	говорит ему	1	1
1170	за год	1	1
1171	с малым	1	1
1172	автора как	1	1
1173	уходом из	1	1
1174	рассмотрение этой	1	1
1175	неразрывно связана	1	1
1176	с с	1	1
1177	это имеет	1	1
1178	или иного	5	1
1179	оформляется как	1	1
1180	завершается эта	1	1
1181	сознания однако	1	1
1182	случае это	1	1
1183	чем и	1	1
1184	уходит в	1	1
1185	от свободы	2	1
1186	центральное место	1	1
1187	русской классической	1	1
1188	одного и	4	1
1189	я прочел	1	1
1190	еще одно	1	1
1191	о внешнем	1	1
1192	же исторична	1	1
1193	что до	1	1
1194	и миру	1	1
1195	читателем но	1	1
1196	к автору	1	1
1197	можно только	1	1
1198	для многих	1	1
1199	из окна	1	1
1200	на месте	2	1
1201	и ту	2	1
1202	в особенности	4	1
1203	его последней	1	1
1204	на жизнь	2	1
1205	вальтера скотта	2	1
1206	однако и	3	1
1207	нет на	1	1
1208	шекспира и	4	1
1209	то время	1	1
1210	из возможных	1	1
1211	личности на	1	1
1212	я уже	2	1
1213	характерная для	1	1
1214	как одна	1	1
1215	облика и	2	1
1216	котором не	1	1
1217	на первой	2	1
1218	забывать о	1	1
1219	которой не	1	1
1220	он только	1	1
1221	теперь в	1	1
1222	на ивана	1	1
1223	романа в	1	1
1224	должны иметь	1	1
1225	и из	1	1
1226	никак не	1	1
1227	ты и	1	1
1228	нашего времени	5	1
1229	истории в	2	1
1230	переходит от	1	1
1231	основного действия	1	1
1232	поэтому в	2	1
1233	разного рода	1	1
1234	в живых	1	1
1235	к выводу	1	1
1236	вечере на	1	1
1237	к читателю	1	1
1238	в мае	1	1
1239	не признает	1	1
1240	и вполне	1	1
1241	он лишь	1	1
1242	за это	1	1
1243	не на	1	1
1244	и первый	1	1
1245	что всегда	1	1
1246	оно не	2	1
1247	в сюжетном	1	1
1248	собой и	1	1
1249	и внутренне	2	1
1250	есть лишь	1	1
1251	с ней	1	1
1252	о своей	2	1
1253	за волосы	1	1
1254	обращается к	1	1
1255	всем протяжении	1	1
1256	но само	1	1
1257	жизненная позиция	2	1
1258	времени не	1	1
1259	характер этого	1	1
1260	конце его	1	1
1261	анализа в	1	1
1262	собственных глазах	1	1
1263	и так	1	1
1264	молодого человека	1	1
1265	является одновременно	1	1
1266	в словах	1	1
1267	однако сам	1	1
1268	себя и	2	1
1269	сцены и	1	1
1270	определяющую роль	1	1
1271	себя с	1	1
1272	который не	2	1
1273	все другие	1	1
1274	вследствие этого	1	1
1275	нимало не	1	1
1276	этом его	1	1
1277	нет в	1	1
1278	сильвио и	9	1
1279	который и	1	1
1280	к комическому	1	1
1281	все они	2	1
1282	своего достоинства	1	1
1283	сюжетное движение	1	1
1284	оно никогда	1	1
1285	художественный образ	1	1
1286	еще и	4	1
1287	этот день	1	1
1288	бы и	2	1
1289	и должны	1	1
1290	возможно не	1	1
1291	цели не	1	1
1292	истории не	2	1
1293	а если	1	1
