N	2gram	Tiupa_Teor	RusskieA
224	и а	4	4
225	на две	3	4
226	этого слова	4	4
227	в таких	1	4
228	по своему	4	4
229	отличие от	7	4
230	дело не	2	4
231	которые в	1	4
232	и ее	4	4
233	таким же	1	4
234	иное как	1	4
235	все что	1	3
236	можно говорить	1	3
237	же и	1	3
238	такая форма	1	3
239	говорит о	1	3
240	представлений о	1	3
241	в какой	2	3
242	и другими	1	3
243	в виду	5	3
244	более или	6	3
245	есть в	3	3
246	видно из	1	3
247	имеет место	3	3
248	а именно	3	3
249	в одно	2	3
250	на первый	1	3
251	от этого	1	3
252	обращает на	1	3
253	из других	1	3
254	может рассматриваться	1	3
255	и такие	1	3
256	восходит к	2	3
257	в различных	1	3
258	по отношению	10	3
259	и те	1	3
260	свою очередь	3	3
261	в былинах	1	3
262	на которой	1	3
263	к числу	2	3
264	что все	1	3
265	точки зрения	11	3
266	тем это	1	3
267	никогда не	4	3
268	с одной	3	3
269	хотя и	4	3
270	в ее	6	3
271	чем у	1	3
272	и через	1	3
273	тому же	1	3
274	в которой	3	3
275	и некоторые	2	3
276	большинстве случаев	1	3
277	в области	7	3
278	и это	2	3
279	в русской	6	3
280	совсем не	1	3
281	в форме	4	3
282	когда они	1	3
283	чтобы не	2	3
284	то есть	22	3
285	также что	1	3
286	живет в	1	3
287	из которых	2	3
288	сводится к	12	3
289	независимо от	1	3
290	если бы	3	3
291	в различные	1	3
292	в своей	8	3
293	можно назвать	1	3
294	на колени	1	3
295	жизни в	2	3
296	на каждом	1	3
297	не во	1	3
298	с точки	3	3
299	и поэтому	1	3
300	в отдельности	1	3
301	с которой	1	3
302	каждый из	1	3
303	и наоборот	2	3
304	из наиболее	1	3
305	при котором	2	3
306	здесь не	2	3
307	говорилось выше	1	3
308	и то	3	3
309	ее на	1	3
310	это и	2	3
311	такое же	1	3
312	своему происхождению	1	3
313	ее к	1	3
314	с другими	6	3
315	этом не	1	3
316	с той	1	3
317	можно предположить	1	3
318	по его	1	3
319	или менее	6	3
320	в одной	1	3
321	жизнь и	1	3
322	быть и	2	3
323	что касается	1	3
324	в большинстве	2	3
325	магический обряд	1	3
326	отношению к	10	3
327	место в	7	3
328	на то	1	3
329	и его	11	3
330	слова в	4	3
331	это на	1	2
332	от него	1	2
333	исходя из	1	2
334	с этой	3	2
335	жизнь но	1	2
336	тем как	1	2
337	не как	1	2
338	и лучше	1	2
339	особенно если	1	2
340	другой стороны	6	2
341	имеем не	1	2
342	по себе	2	2
343	на основании	1	2
344	на свой	1	2
345	от одного	1	2
346	из нее	1	2
347	на руках	1	2
348	из всего	1	2
349	если он	1	2
350	принадлежат к	1	2
351	в момент	3	2
352	состоит не	1	2
353	можно сказать	5	2
354	когда на	1	2
355	раз и	1	2
356	одной стороны	3	2
357	другу и	1	2
358	с нашим	1	2
359	между двумя	3	2
360	на которые	1	2
361	говорить о	4	2
362	е годы	1	2
363	у и	2	2
364	в прошлом	1	2
365	сказать что	4	2
366	в нашем	4	2
367	только во	1	2
368	части и	1	2
369	который в	2	2
370	в противном	2	2
371	не имело	1	2
372	к этим	1	2
373	не принадлежат	2	2
374	к различным	1	2
375	мы видим	1	2
376	собой и	1	2
377	на которую	1	2
378	должно быть	1	2
379	время и	1	2
380	собой в	1	2
381	что такое	2	2
382	или иную	2	2
383	в одиночку	1	2
384	у него	2	2
385	евгении онегине	1	2
386	тот кто	2	2
387	одним из	3	2
388	в конце	2	2
389	в евгении	1	2
390	между ними	6	2
391	между прочим	1	2
392	в двух	1	2
393	к вопросу	1	2
394	в чем	2	2
395	в каждом	1	2
396	не означает	1	2
397	не составляет	1	2
398	и даже	2	2
399	не дает	1	2
400	ту же	1	2
401	он не	5	2
402	и тем	5	2
403	в развитии	1	2
404	и является	2	2
405	иметь в	1	2
406	ни одно	1	2
407	не сами	2	2
408	в новое	1	2
409	следует признать	2	2
410	равной степени	3	2
411	когда мы	1	2
412	ту сторону	1	2
413	общего с	1	2
414	его как	1	2
415	друг другу	1	2
416	в себе	14	2
417	до смерти	1	2
418	он показывает	1	2
419	в силу	4	2
420	направления в	1	2
421	из этого	1	2
422	в него	1	2
423	не случайно	5	2
424	и особенно	2	2
425	не так	1	2
426	в состав	6	2
427	в жизни	3	2
428	не всякий	1	2
429	в другой	1	2
430	в область	1	2
431	оно не	2	2
432	все то	1	2
433	не более	1	2
434	самом деле	2	2
435	вокруг него	2	2
436	обращается к	2	2
437	и действительно	1	2
438	значения и	2	2
439	к нам	2	2
440	быть назван	1	2
441	себя и	2	2
442	характерна для	1	2
443	нет в	1	2
444	перед нами	3	2
445	но их	3	2
446	совершенно не	1	2
447	не является	5	2
448	вытекает из	2	2
449	и состоит	2	2
450	в иных	1	2
451	несколько иной	1	2
452	и теперь	1	2
453	не могло	2	2
454	целый ряд	1	2
455	руках и	1	2
456	ногами и	2	2
457	года на	1	2
458	к другому	2	2
459	за пределами	5	2
460	с нею	1	2
461	с его	6	2
462	по этой	1	2
463	д и	1	2
464	он должен	3	2
465	обе стороны	1	2
466	но на	2	2
467	в более	1	2
468	только одно	1	2
469	значение в	1	2
470	они не	1	2
471	для него	5	2
472	как у	1	2
473	из своих	1	2
474	что каждый	2	2
475	и е	1	2
476	от своих	1	2
477	но эта	1	2
478	дело в	2	2
479	это еще	1	2
480	виду что	1	2
481	чтобы быть	1	2
482	в равной	3	2
483	случае не	2	2
484	и без	1	2
485	право на	2	2
486	или их	1	2
487	должен быть	2	2
488	встречаются в	1	2
489	особенно в	1	2
490	тем более	2	2
491	о своих	1	2
492	обычно в	1	2
493	может иметь	1	2
494	случаи когда	1	2
495	и притом	3	2
496	ту или	2	2
497	собой как	1	2
498	в частности	23	2
499	в пределах	5	2
500	время они	1	2
501	отношение к	7	2
502	для обозначения	2	2
503	для такого	2	2
504	этом и	1	2
505	как игра	1	2
506	а через	1	2
507	окна и	1	2
508	если она	1	2
509	дело здесь	1	2
510	в е	1	2
511	в той	2	1
512	с которыми	1	1
513	в самом	7	1
514	былинах и	1	1
515	вошло в	1	1
516	в центре	1	1
517	прихода в	2	1
518	указывает на	1	1
519	рассказ о	2	1
520	от имени	2	1
521	различные системы	1	1
522	случае мы	1	1
523	сказанное о	1	1
524	те же	1	1
525	если нет	1	1
526	дается в	1	1
527	быть может	1	1
528	не бывает	1	1
529	отдельно от	1	1
530	которые будут	1	1
531	переходит к	1	1
532	хозяина и	1	1
533	на смену	7	1
534	в первом	2	1
535	и сам	4	1
536	жизнь в	1	1
537	на свою	2	1
538	античности в	1	1
539	развития но	1	1
540	и должен	1	1
541	начальные и	2	1
542	необходимо для	1	1
543	и вокруг	1	1
544	в собственном	1	1
545	одновременно и	1	1
546	дома и	2	1
547	это бывает	1	1
548	как более	1	1
549	но у	1	1
550	по своим	1	1
551	обращения к	1	1
552	в иной	3	1
553	себя не	1	1
554	который от	1	1
555	первый взгляд	1	1
556	игре с	3	1
557	и того	4	1
558	нам не	1	1
559	одного и	4	1
560	в первую	1	1
561	не могли	2	1
562	по тем	1	1
563	некоторыми другими	1	1
564	смерти но	1	1
565	кого в	1	1
566	служить и	1	1
567	в другом	4	1
568	из жизни	1	1
569	а после	1	1
570	имея в	1	1
571	даже самых	1	1
572	из своего	1	1
573	может служить	2	1
574	точно так	1	1
575	а между	1	1
576	говорит что	2	1
577	не обязательно	3	1
578	в эпосе	1	1
579	превращается в	2	1
580	своем значении	1	1
581	значительной степени	2	1
582	или точнее	1	1
583	добро и	1	1
584	не вполне	2	1
585	времени его	1	1
586	автора его	1	1
587	у себя	1	1
588	на могиле	1	1
589	предметом теоретического	1	1
590	нас на	1	1
591	жизни как	5	1
592	него не	1	1
593	затем в	1	1
594	по которым	1	1
595	с иным	1	1
596	революции в	1	1
597	ее как	1	1
598	в мировом	1	1
599	над этим	1	1
600	а только	4	1
601	новое время	1	1
602	игру в	1	1
603	за него	1	1
604	к которому	3	1
605	с этими	1	1
606	лавку в	1	1
607	те и	1	1
608	приобщения к	1	1
609	она может	1	1
610	в отдельных	1	1
611	того же	4	1
612	они могут	1	1
613	чем это	2	1
614	и становится	1	1
615	едва ли	1	1
616	лишает их	1	1
617	ближе к	1	1
618	представить себе	1	1
619	все мы	1	1
620	на почве	5	1
621	даже если	1	1
622	по преимуществу	5	1
623	так слово	1	1
624	его труда	1	1
625	в состоянии	1	1
626	жизни человека	1	1
627	а тот	1	1
628	из того	1	1
629	союзов и	1	1
630	но от	2	1
631	народной жизни	1	1
632	основе которых	1	1
633	обратил внимание	1	1
634	и сама	1	1
635	по типу	1	1
636	не от	2	1
637	не ограничивается	2	1
638	весь мир	1	1
639	в третьем	1	1
640	не была	1	1
641	в результате	1	1
642	не знает	4	1
643	говорит в	2	1
644	как видно	1	1
645	есть рассказ	1	1
646	что его	1	1
647	что не	1	1
648	есть жизнь	1	1
649	не оправдывает	1	1
650	но чтобы	2	1
651	из мифа	1	1
652	с одним	1	1
653	в последние	1	1
654	с жизнью	1	1
655	смысла слова	1	1
656	не есть	1	1
657	рядом с	1	1
658	выступать в	1	1
659	в ряду	1	1
660	не представляет	1	1
661	себе и	1	1
662	точек зрения	1	1
663	в сторону	3	1
664	жизни то	2	1
665	несут в	1	1
666	и мир	1	1
667	остается в	1	1
668	проявляет себя	1	1
669	человек как	1	1
670	вошел в	1	1
671	или смерть	1	1
672	тем однако	1	1
673	до нас	1	1
674	очень часто	1	1
675	зрения в	1	1
676	по пути	4	1
677	либо его	1	1
678	так называемые	1	1
679	в случае	2	1
680	это по	1	1
681	из окна	1	1
682	не будет	3	1
683	к такой	2	1
684	другим в	1	1
685	не могла	1	1
686	к кому	1	1
687	по своей	8	1
688	не путем	1	1
689	как один	1	1
690	могла бы	2	1
691	как способ	2	1
692	в древнерусской	1	1
693	он в	1	1
694	однако в	7	1
695	и учеными	1	1
696	каждый человек	1	1
697	о его	2	1
698	приводят к	1	1
699	материал из	1	1
700	это ни	1	1
701	в первой	6	1
702	и есть	1	1
703	с которым	1	1
704	теми же	1	1
705	всю жизнь	1	1
706	пушкиным в	1	1
707	иной раз	1	1
708	бы ни	1	1
709	слова как	3	1
710	чем и	2	1
711	она состоит	1	1
712	себе этот	1	1
713	они представляются	1	1
714	каждого из	1	1
715	в пространстве	2	1
716	собой так	1	1
717	в статье	1	1
718	встреча не	1	1
719	к такому	1	1
720	том чем	1	1
721	первую очередь	1	1
722	однако и	1	1
723	нет на	1	1
724	во втором	3	1
725	образом и	2	1
726	он уже	1	1
727	многообразие этих	1	1
728	однако эта	2	1
729	так с	1	1
730	через посредство	1	1
731	и который	2	1
732	или после	1	1
733	для себя	3	1
734	говорит а	1	1
735	образа и	1	1
736	и дает	1	1
737	процессы которые	1	1
738	говорит и	3	1
739	природе и	1	1
740	никак не	1	1
741	одном и	1	1
742	нам с	1	1
743	разного рода	1	1
744	ни в	5	1
745	целом ряде	1	1
746	он тем	2	1
747	смысла в	1	1
748	за это	1	1
749	не могут	2	1
750	со всеми	1	1
751	если не	1	1
752	до этого	1	1
753	труда а	1	1
754	от своего	2	1
755	смысла и	1	1
756	руке и	1	1
757	всего два	1	1
758	значении этого	4	1
759	хранится в	1	1
760	с такими	1	1
761	с собою	1	1
762	в теорию	1	1
763	о котором	1	1
764	зависимости от	1	1
765	из которого	3	1
766	со стороны	6	1
767	всей своей	2	1
768	включая и	1	1
769	не входит	2	1
770	случае как	1	1
771	в своего	1	1
772	человека и	2	1
773	еще и	2	1
774	разница в	1	1
775	картину и	1	1
776	сливается с	1	1
777	совершенно иной	2	1
778	тех же	1	1
779	в роли	3	1
780	совпадает с	4	1
781	в центральной	1	1
782	в значительной	2	1
783	наконец в	1	1
784	в значении	1	1
785	две части	1	1
786	отношении к	4	1
787	этим словом	1	1
788	теми которые	1	1
789	о своем	2	1
790	вслед за	3	1
791	и соответствующих	1	1
792	слова с	1	1
793	смех это	1	1
794	в совершенно	1	1
795	в истории	1	1
796	и находит	1	1
797	в каком	2	1
798	еще один	1	1
799	жизни по	1	1
800	вдоль улиц	1	1
801	ее не	1	1
802	в тексте	19	1
803	тем же	2	1
804	перед тем	1	1
805	и служит	1	1
806	мог бы	3	1
807	принадлежит к	3	1
808	одной из	2	1
809	в текстах	4	1
810	только при	1	1
811	человеческого существа	1	1
812	этом так	1	1
813	в сознании	1	1
814	характерное для	1	1
815	смысла не	1	1
816	здесь и	1	1
817	если первое	1	1
818	русском языке	1	1
819	в самой	2	1
820	только о	2	1
821	и том	1	1
822	как раз	3	1
823	на время	2	1
824	бывает в	1	1
825	не знают	1	1
826	или к	1	1
827	общей теории	2	1
828	в повседневном	1	1
829	многих других	1	1
830	основе своей	2	1
831	может не	1	1
832	в коем	2	1
833	свидетельствует о	1	1
834	зависит от	1	1
835	можно в	1	1
836	говорят до	1	1
837	обе эти	1	1
838	он и	2	1
839	в литературе	4	1
840	xix веке	1	1
841	нее как	1	1
842	форму в	1	1
843	и одна	1	1
844	же явления	1	1
845	по определенным	1	1
846	со смертью	1	1
847	вытекающее из	1	1
848	таком случае	2	1
849	когда же	1	1
850	но с	1	1
851	и определяется	1	1
852	самые разнообразные	1	1
853	и где	1	1
854	и свободы	1	1
855	слово в	1	1
856	сама по	2	1
857	по образцу	1	1
858	долгое время	1	1
859	но по	1	1
860	говорят о	1	1
861	является не	1	1
862	при таком	1	1
863	однако это	1	1
864	противном случае	2	1
865	это происходит	1	1
866	ли не	1	1
867	в такой	1	1
868	остановимся на	1	1
869	действительности которая	1	1
870	это было	2	1
871	картину в	1	1
872	в каждой	1	1
873	этой игрой	1	1
874	ему не	1	1
875	словом или	1	1
876	стоит и	1	1
877	прослеживается в	1	1
878	от первого	1	1
879	того или	6	1
880	в полной	1	1
881	каждая из	2	1
882	оно в	1	1
883	имен и	1	1
884	две стороны	1	1
885	имеются и	2	1
886	также и	1	1
887	одну из	2	1
888	не по	1	1
889	собою как	1	1
890	с совершенно	1	1
891	из древнейших	1	1
892	есть как	2	1
893	во второй	7	1
894	и может	1	1
895	соответствующих ему	1	1
896	а по	1	1
897	говоря о	3	1
898	или его	1	1
899	но дело	1	1
900	не следует	4	1
901	стороны и	1	1
902	как явление	1	1
903	таких случаях	2	1
904	человека с	3	1
905	при всем	2	1
906	первые два	1	1
907	к понятию	1	1
908	еще на	1	1
909	же самое	1	1
910	к изучению	1	1
911	к пониманию	1	1
912	жизни и	1	1
913	говорить об	1	1
914	идет не	1	1
915	чиновника или	1	1
916	нуждается в	1	1
917	образ его	1	1
918	однако все	2	1
919	именно это	1	1
920	в руке	1	1
921	и совершенно	1	1
922	есть не	1	1
923	и иные	1	1
924	своем сознании	1	1
