N	2gram	Vygotskiy_	Russkaja
211	это есть	6	2
212	там и	1	2
213	том и	3	2
214	в этих	2	2
215	у него	2	2
216	по себе	5	2
217	на суд	1	2
218	чтобы в	1	2
219	и даже	3	2
220	если не	1	2
221	бы для	1	2
222	от друга	3	2
223	ее в	11	2
224	к чему	1	2
225	но совершенно	2	2
226	этом направлении	1	2
227	все эти	7	2
228	раз навсегда	1	2
229	но для	2	2
230	том же	7	2
231	в таком	2	2
232	отношения к	5	2
233	тому что	14	2
234	ясно что	4	2
235	которой она	3	2
236	так часто	1	2
237	их в	2	2
238	себя как	1	2
239	большинстве случаев	2	2
240	в порядке	3	2
241	является не	4	2
242	и вместе	2	2
243	всю эту	1	2
244	следовательно и	1	2
245	последнее время	5	2
246	только для	1	2
247	отличается от	6	2
248	по самому	2	2
249	так же	26	2
250	друг от	3	2
251	в других	2	2
252	если же	2	2
253	уже не	1	2
254	в меру	9	2
255	к той	1	2
256	деятельности и	4	2
257	чтобы понять	1	2
258	общественной жизни	1	2
259	с этим	5	2
260	остается в	2	2
261	его и	2	2
262	совершенно не	2	2
263	мы можем	7	2
264	на этой	7	2
265	а с	3	2
266	и более	2	2
267	всю свою	2	2
268	в котором	6	2
269	и состоит	3	2
270	ее он	1	2
271	лежит не	1	2
272	зрения этой	1	2
273	мы уже	5	2
274	она не	7	2
275	при отсутствии	1	2
276	другом и	1	2
277	но даже	2	2
278	всем этим	3	2
279	в ней	5	2
280	и тогда	3	2
281	значительной мере	2	2
282	могут не	4	2
283	и тем	10	2
284	в частности	4	2
285	для нее	3	2
286	а не	7	2
287	но она	1	2
288	только на	5	2
289	отношении к	4	2
290	речь идет	1	2
291	есть и	1	2
292	в силу	21	2
293	и является	5	2
294	точно так	3	2
295	и что	14	2
296	не должен	1	2
297	чтобы она	1	2
298	время когда	1	2
299	и тот	1	2
300	на основании	2	2
301	этого не	1	2
302	в начале	6	2
303	факт что	2	2
304	по отношению	10	2
305	целый ряд	6	2
306	тем самым	14	2
307	и те	1	2
308	тот факт	2	2
309	этот вопрос	2	2
310	от своей	1	2
311	любви к	1	2
312	состоит в	3	2
313	на это	1	2
314	настоящее время	1	2
315	только с	2	2
316	друг другу	5	2
317	пути к	1	2
318	обеих сторон	1	2
319	приводят к	2	2
320	благодаря этому	3	2
321	этом и	2	2
322	в глазах	1	2
323	что только	1	2
324	даже если	2	2
325	и от	6	2
326	но в	9	2
327	и есть	4	2
328	по этому	4	2
329	место в	1	2
330	так что	8	2
331	и о	4	2
332	этого вида	1	2
333	как будто	1	2
334	в области	5	2
335	это в	2	2
336	но это	4	2
337	во время	2	2
338	будет в	2	2
339	не просто	1	2
340	в настоящее	1	2
341	если только	1	2
342	не можем	4	2
343	и наконец	4	2
344	эта работа	1	2
345	не к	1	2
346	к нему	5	2
347	от всякого	1	1
348	и ту	1	1
349	когда он	2	1
350	тем не	4	1
351	всего в	2	1
352	иначе говоря	3	1
353	ближе к	2	1
354	и весь	3	1
355	в житейских	1	1
356	лишь тогда	1	1
357	к общему	4	1
358	только не	14	1
359	в любви	2	1
360	из отдельных	1	1
361	обе стороны	2	1
362	как это	7	1
363	что его	2	1
364	поэтому что	2	1
365	первый и	1	1
366	по перестройке	1	1
367	один из	3	1
368	что у	4	1
369	и мы	1	1
370	за ним	3	1
371	друг к	3	1
372	ничем не	1	1
373	отношению ко	1	1
374	не поддается	1	1
375	хотелось бы	1	1
376	будут действовать	1	1
377	они не	2	1
378	вообще не	6	1
379	друга в	1	1
380	новой и	1	1
381	сравнению со	3	1
382	себе представить	1	1
383	а по	4	1
384	без них	1	1
385	которые не	1	1
386	в воображаемом	1	1
387	оно приводит	1	1
388	нас не	1	1
389	время и	1	1
390	отношению к	9	1
391	том числе	2	1
392	других и	1	1
393	бы друг	1	1
394	которых мы	5	1
395	мы не	10	1
396	на ее	2	1
397	самое большее	1	1
398	делает возможным	1	1
399	упомянутых выше	1	1
400	в состоянии	4	1
401	отличное от	1	1
402	этого шага	1	1
403	не идет	1	1
404	связи между	11	1
405	с этой	5	1
406	быть тем	1	1
407	это не	6	1
408	он как	1	1
409	мы знаем	5	1
410	высшей и	1	1
411	в себя	4	1
412	при переходе	9	1
413	за ними	1	1
414	только от	1	1
415	если у	1	1
416	оно будет	1	1
417	до самого	1	1
418	даже в	2	1
419	была бы	3	1
420	прийти к	1	1
421	этот принцип	1	1
422	от частного	2	1
423	не для	2	1
424	которой этот	1	1
425	сильнее чем	1	1
426	всех остальных	2	1
427	и судьбу	2	1
428	упомянутой выше	1	1
429	в разных	6	1
430	на деле	2	1
431	а это	2	1
432	этом отношении	7	1
433	от всякой	2	1
434	внутренней и	2	1
435	что при	4	1
436	и оба	1	1
437	в сущности	16	1
438	в ее	7	1
439	на отдельные	1	1
440	неизбежно приводит	3	1
441	так и	8	1
442	каждый данный	1	1
443	привести к	4	1
444	те же	1	1
445	далее что	1	1
446	делать в	1	1
447	о которой	2	1
448	мы в	3	1
449	в полном	1	1
450	с внешней	5	1
451	не являются	1	1
452	остановиться на	4	1
453	в общей	1	1
454	мышление и	2	1
455	они в	1	1
456	не простой	1	1
457	с другими	5	1
458	ибо только	1	1
459	силу и	1	1
460	но этого	1	1
461	это противоречие	2	1
462	возможно только	4	1
463	смысле этого	4	1
464	быть может	1	1
465	противоречие между	3	1
466	но на	3	1
467	все равно	2	1
468	на упомянутой	1	1
469	внешней стороны	2	1
470	тому же	2	1
471	идет в	3	1
472	там в	1	1
473	содержат в	4	1
474	действительно сыграть	1	1
475	такого же	1	1
476	связь с	1	1
477	гармонии и	1	1
478	одну и	1	1
479	как же	1	1
480	этой природы	1	1
481	фактических данных	1	1
482	ним с	1	1
483	зрения приводит	1	1
484	с данным	1	1
485	по пути	1	1
486	здесь мы	2	1
487	больше в	1	1
488	мы были	1	1
489	в которой	16	1
490	заключает в	2	1
491	в собственном	4	1
492	а о	1	1
493	как видно	1	1
494	деятельности в	3	1
495	что к	1	1
496	с ней	3	1
497	с таким	3	1
498	то к	1	1
499	от этих	1	1
500	проявления этой	1	1
501	слова но	3	1
502	и друг	1	1
503	что по	2	1
504	это положение	4	1
505	показать что	8	1
506	заключается в	14	1
507	ближайшим образом	1	1
508	самостоятельно и	1	1
509	дело в	1	1
510	необходимо чтобы	2	1
511	мысль о	1	1
512	из двух	3	1
513	оно есть	5	1
514	земного шара	1	1
515	что не	2	1
516	когда речь	1	1
517	сознании в	1	1
518	обозначить как	1	1
519	и другое	4	1
520	его жизнь	1	1
521	из всего	1	1
522	и будет	1	1
523	себя из	1	1
524	представление о	8	1
525	очевидно что	6	1
526	к другим	11	1
527	всякое же	1	1
528	пор мы	1	1
529	исходить из	2	1
530	теснейшим образом	1	1
531	бы все	2	1
532	более что	1	1
533	путь ко	1	1
534	как понятие	1	1
535	случае не	2	1
536	тем же	8	1
537	из тех	2	1
538	на другую	3	1
539	связаны друг	1	1
540	и без	2	1
541	которые существуют	3	1
542	в связи	1	1
543	выражается в	2	1
544	родной язык	4	1
545	к самому	2	1
546	к его	3	1
547	общими для	1	1
548	и внутренне	1	1
549	очередь является	1	1
550	для каждого	2	1
551	же как	14	1
552	но по	1	1
553	к другу	4	1
554	при ближайшем	1	1
555	в одно	1	1
556	и вопрос	1	1
557	есть самое	1	1
558	и просто	1	1
559	человека на	1	1
560	ближайшем рассмотрении	1	1
561	при таком	2	1
562	в которых	3	1
563	понятий благодаря	1	1
564	есть только	3	1
565	которые являются	1	1
566	собой не	1	1
567	именно этого	1	1
568	силу этого	2	1
569	не менее	6	1
570	этим самым	2	1
571	этого слова	5	1
572	от этого	3	1
573	по своему	11	1
574	на все	1	1
575	именно благодаря	1	1
576	может привести	1	1
577	того и	2	1
578	весь ход	1	1
579	этого вопроса	3	1
580	бы не	1	1
581	в истории	1	1
582	в такой	6	1
583	свою особую	2	1
584	этой новой	1	1
585	по своим	2	1
586	должно было	2	1
587	как не	1	1
588	в свете	9	1
589	не последует	1	1
590	и относиться	1	1
591	на известной	1	1
592	то естественно	1	1
593	работы по	1	1
594	вследствие этого	1	1
595	есть то	4	1
596	говорить и	1	1
597	что оба	2	1
598	самого предмета	1	1
599	и это	2	1
600	к мысли	5	1
601	в сторону	1	1
602	а только	2	1
603	из одного	2	1
604	числе и	2	1
605	в какие	1	1
606	об этом	4	1
607	должен быть	1	1
608	на себе	1	1
609	и таким	1	1
610	котором нельзя	1	1
611	так например	1	1
612	сейчас же	1	1
613	и у	1	1
614	как только	1	1
615	вовсе не	3	1
616	представляется в	2	1
617	и обратно	6	1
618	стоящего над	2	1
619	на первый	1	1
620	в одной	6	1
621	большее что	1	1
622	этом состоит	1	1
623	тем более	1	1
624	выяснению того	1	1
625	говорили выше	3	1
626	для решения	2	1
627	перед нами	3	1
628	из области	1	1
629	связано с	4	1
630	казалось бы	4	1
631	и другого	2	1
632	привело к	3	1
633	вопроса о	2	1
634	являются общими	1	1
635	бы в	7	1
636	и полного	3	1
637	не был	1	1
638	необходимых для	2	1
639	смотреть как	1	1
640	на них	1	1
641	своей будущей	1	1
642	чтобы сделать	2	1
643	такое положение	1	1
644	эта точка	1	1
645	к чисто	1	1
646	в среду	1	1
647	что эти	3	1
648	к одному	1	1
649	и того	3	1
650	природы в	1	1
651	ко всему	2	1
652	это и	7	1
653	еще и	1	1
654	сказать только	2	1
655	было не	1	1
656	совершенно ином	1	1
657	собой ту	1	1
658	можно сказать	9	1
659	никакой роли	2	1
660	но все	2	1
661	и внутреннее	1	1
662	человека в	1	1
663	но как	3	1
664	не является	4	1
665	случае речь	2	1
666	ее к	1	1
667	и других	5	1
668	в основе	5	1
669	с родным	1	1
670	бы показать	2	1
671	с самого	13	1
672	все три	1	1
673	языка и	6	1
674	данный момент	1	1
675	ни у	1	1
676	своей собственной	2	1
677	эти последние	2	1
678	в очень	1	1
679	той и	3	1
680	но ведь	1	1
681	нельзя было	2	1
682	нас и	2	1
683	это как	1	1
684	и заключается	3	1
685	значение независимое	1	1
686	случае и	1	1
687	следовало ожидать	1	1
688	к выяснению	1	1
689	то и	5	1
690	с новыми	1	1
691	которой идет	1	1
692	представления о	2	1
693	она могла	1	1
694	говорить не	1	1
695	в свою	3	1
696	входит в	3	1
697	говоря только	1	1
698	себе но	1	1
699	который мы	6	1
700	связь и	1	1
701	то совершенно	1	1
702	также и	2	1
703	ту же	4	1
704	по сравнению	23	1
705	какие же	2	1
706	силе и	1	1
707	не по	7	1
708	сказано выше	1	1
709	но при	1	1
710	являются не	1	1
711	быть не	1	1
712	ибо всякое	1	1
713	другом в	1	1
714	к новым	1	1
715	и второй	1	1
716	главное и	2	1
717	ко всякой	1	1
718	собой только	1	1
719	своим собственным	1	1
720	деятельности для	1	1
721	значение и	2	1
722	себе что	3	1
723	но вся	1	1
724	а ее	1	1
725	этого взгляда	1	1
726	существуют в	1	1
727	исключает возможность	1	1
728	на чем	1	1
729	только тогда	1	1
730	имеет в	4	1
731	и теперь	1	1
732	оно и	1	1
733	всего на	1	1
734	то все	1	1
735	не могло	3	1
736	другим и	3	1
737	и их	7	1
738	не исключает	2	1
739	что эта	7	1
740	всех других	1	1
741	на его	3	1
742	не об	1	1
743	своей природы	1	1
744	хотя в	1	1
745	чем больше	1	1
746	не могла	2	1
747	для данного	3	1
748	если все	1	1
749	кто не	1	1
750	но только	5	1
751	сами в	1	1
752	ее с	1	1
753	мы хотим	1	1
754	независимое от	1	1
755	значительной степени	1	1
756	стороны и	6	1
757	сотрудничестве с	1	1
758	что ее	2	1
759	движения в	3	1
760	как оно	2	1
761	образом по	1	1
762	и окончательная	1	1
763	деятельность в	1	1
764	по своей	12	1
765	человека с	1	1
766	существовать и	1	1
767	работу по	1	1
768	с понятием	1	1
769	это значило	2	1
770	самого начала	13	1
771	свою очередь	3	1
772	должны были	2	1
773	а во	1	1
774	суждений и	1	1
775	им в	1	1
776	движения мысли	1	1
777	внутренняя связь	1	1
778	еще на	1	1
779	идет о	3	1
780	он еще	1	1
781	всего этого	1	1
782	этом вопросе	2	1
783	в данной	1	1
784	на ней	2	1
785	с ее	2	1
786	с другой	7	1
787	это же	2	1
788	как мы	24	1
789	в прошлом	1	1
790	известной степени	2	1
791	нами и	1	1
792	что дает	1	1
793	к ним	1	1
794	же самое	12	1
795	к ней	2	1
796	без всякого	2	1
797	нет и	4	1
798	вступая в	1	1
799	а скорее	1	1
800	со своими	1	1
801	одного из	2	1
802	всех областях	1	1
803	ее не	1	1
804	в сфере	8	1
805	что во	1	1
806	если мы	6	1
807	для всей	2	1
808	мог бы	6	1
809	в силе	2	1
810	это два	2	1
811	могут быть	7	1
812	с большим	2	1
813	одного и	3	1
814	исключительно к	1	1
815	игру в	1	1
816	и все	5	1
817	параллели в	1	1
818	до конца	8	1
819	сущности и	1	1
820	является тем	1	1
821	на него	1	1
822	к которому	3	1
823	этой действительности	1	1
824	должны быть	5	1
825	это отношение	3	1
826	может оказаться	1	1
827	только при	1	1
828	эту мысль	3	1
829	речь не	6	1
830	двух противоположных	1	1
831	в новую	2	1
832	в каждый	1	1
833	котором мы	2	1
834	с которым	1	1
835	и теоретическая	1	1
836	в зависимости	6	1
837	т.е как	1	1
838	образом в	5	1
839	столь же	2	1
840	не умеет	2	1
841	на этот	2	1
842	он может	1	1
843	бытия и	1	1
844	исходит из	2	1
845	такой же	4	1
846	происходит в	2	1
847	до известной	2	1
848	оно является	1	1
849	идет не	1	1
850	изменений в	2	1
851	выражение в	6	1
852	видно из	2	1
853	если эта	1	1
854	от них	1	1
855	оно может	2	1
856	на место	1	1
857	же может	1	1
858	к этому	2	1
859	к новой	2	1
860	оказывается что	2	1
861	что наша	2	1
862	неразрывно связаны	1	1
863	из самобытной	1	1
864	образом связаны	1	1
865	и внешней	1	1
866	образом оказывается	2	1
867	само собой	2	1
868	в отдельных	1	1
869	понятие о	1	1
870	это направление	1	1
871	может и	3	1
872	к своей	1	1
873	не удалось	1	1
874	а главное	1	1
875	природа его	1	1
876	разницей что	1	1
877	к ее	1	1
878	поскольку она	1	1
879	точка зрения	2	1
880	того же	7	1
881	и сама	1	1
882	в самой	3	1
883	движения и	1	1
884	в один	1	1
885	дает ему	1	1
886	он с	2	1
887	что будущее	1	1
888	и логики	5	1
889	в одну	2	1
890	это отнюдь	1	1
891	что на	5	1
892	в известной	1	1
893	есть не	3	1
894	где мы	2	1
895	может представлять	1	1
896	они были	1	1
897	иное как	1	1
898	никак не	5	1
899	степени и	1	1
900	сомнений в	2	1
901	особенность этой	1	1
902	от ее	3	1
903	по нашему	1	1
904	и ничего	2	1
905	и подобию	1	1
906	суть дела	1	1
907	словом на	1	1
