N	2gram	Tiupa_Hudo	Vladivir
629	я должен	1	3
630	ни у	1	3
631	не имеют	3	3
632	не любил	1	3
633	несомненно есть	1	3
634	наконец в	2	3
635	у меня	1	3
636	не могло	2	3
637	отношении к	1	3
638	о своем	2	3
639	него с	1	3
640	это же	1	3
641	ли можно	1	3
642	в существовании	1	3
643	общего с	1	3
644	только о	2	3
645	с того	4	3
646	именно к	1	3
647	это делает	1	3
648	было уже	1	3
649	на вопрос	2	3
650	ее на	3	3
651	сам он	3	3
652	того как	1	3
653	второй половине	2	3
654	том числе	1	3
655	ни на	2	3
656	считаем необходимым	1	3
657	в литературе	3	3
658	никуда не	1	3
659	в свои	2	3
660	всегда есть	1	3
661	а если	1	3
662	в какой	1	3
663	является не	1	3
664	отношениях с	2	3
665	один и	2	3
666	не стал	2	3
667	через год	1	3
668	особенно в	3	3
669	ему не	3	3
670	же деле	1	3
671	и самого	1	3
672	его не	1	3
673	на меня	1	3
674	а по	2	3
675	это была	2	3
676	в трех	1	3
677	говоря о	2	3
678	ему было	1	3
679	к которой	1	3
680	на всю	1	3
681	всей его	1	3
682	но теперь	1	3
683	удивительным образом	1	3
684	бы он	1	3
685	все еще	3	3
686	как будто	7	3
687	том случае	2	3
688	человек не	1	3
689	это в	4	3
690	три года	1	3
691	было ему	1	2
692	а другие	2	2
693	для всех	1	2
694	которая была	2	2
695	в душе	6	2
696	еще раз	2	2
697	всю ночь	3	2
698	в момент	1	2
699	бы даже	1	2
700	я этого	1	2
701	добру и	1	2
702	дело с	2	2
703	любовь к	1	2
704	к числу	3	2
705	всего во	1	2
706	у его	2	2
707	но тем	2	2
708	человек есть	1	2
709	о свободе	1	2
710	время не	1	2
711	потому не	1	2
712	и духовное	1	2
713	другое в	1	2
714	и думал	1	2
715	личности с	3	2
716	внимания на	1	2
717	говорил о	1	2
718	как было	2	2
719	чтобы в	1	2
720	жизнь в	3	2
721	и думать	1	2
722	например в	3	2
723	дом и	1	2
724	н толстого	4	2
725	почему это	1	2
726	только для	4	2
727	же после	1	2
728	свободе воли	1	2
729	в московской	1	2
730	говорится о	2	2
731	и того	1	2
732	а во	1	2
733	ответить на	2	2
734	на этой	1	2
735	всю его	1	2
736	находит в	1	2
737	в действительности	5	2
738	этом мы	1	2
739	имеет в	1	2
740	ей было	1	2
741	было ничего	1	2
742	и своим	1	2
743	н а	2	2
744	не всегда	1	2
745	в себя	3	2
746	и такого	1	2
747	говорить о	4	2
748	на пути	1	2
749	приходит к	3	2
750	второй половины	1	2
751	ни одного	1	2
752	думал о	2	2
753	казалось что	6	2
754	и говорил	1	2
755	без того	1	2
756	в атмосфере	1	2
757	одна из	4	2
758	воли и	1	2
759	именно с	1	2
760	этот момент	3	2
761	каким был	1	2
762	с ее	7	2
763	но так	1	2
764	чем это	1	2
765	то о	2	2
766	жизни с	3	2
767	о ней	1	2
768	все в	2	2
769	он очень	1	2
770	для той	1	2
771	нечто иное	2	2
772	которой я	1	2
773	в годы	1	2
774	нами не	1	2
775	о двух	4	2
776	хочет быть	1	2
777	и красота	1	2
778	жизни так	4	2
779	на том	3	2
780	в произведении	1	2
781	она в	5	2
782	но еще	3	2
783	внимание на	3	2
784	к себе	8	2
785	что уже	1	2
786	первый раз	2	2
787	другого для	1	2
788	а ведь	1	2
789	в ее	16	2
790	книги и	1	2
791	чем у	1	2
792	и сама	3	2
793	в гимназии	1	2
794	к отцу	1	2
795	к чему	1	2
796	в тонах	1	2
797	рядом с	5	2
798	ни слова	1	2
799	от этого	2	2
800	в двух	2	2
801	по необходимости	1	2
802	на себе	3	2
803	он чувствовал	1	2
804	могло бы	1	2
805	сих пор	3	2
806	разговора о	2	2
807	той или	1	2
808	имеет ничего	1	2
809	смерти а	1	2
810	в русской	4	2
811	это вполне	1	2
812	угодно и	1	2
813	называет его	1	2
814	личности и	3	2
815	не из	1	2
816	с какой	3	2
817	только об	1	2
818	его творчества	1	2
819	в славянском	1	2
820	в ответ	3	2
821	славянском базаре	1	2
822	в детстве	1	2
823	однако эта	1	2
824	своего времени	3	2
825	что эта	1	2
826	хотя в	1	2
827	и тот	2	2
828	а тем	1	2
829	истории и	1	2
830	однако в	4	2
831	его личности	3	2
832	кажется ему	1	2
833	в первой	6	2
834	теми же	1	2
835	образом в	1	2
836	же мы	1	2
837	бы эти	1	2
838	казались ему	1	2
839	и толстой	1	2
840	за себя	1	2
841	на это	2	2
842	и вопреки	1	2
843	он говорил	2	2
844	не мешает	1	2
845	жизни но	1	2
846	до сих	3	2
847	та же	5	2
848	за ним	3	2
849	если в	4	2
850	не чем	1	2
851	теперь в	1	2
852	уже знаем	2	2
853	целого ряда	1	2
854	по адресу	2	2
855	в другой	2	2
856	из которых	1	2
857	его но	1	2
858	их как	2	2
859	она жила	2	2
860	однако он	1	2
861	то с	1	2
862	вне всякого	1	2
863	только еще	1	2
864	поэтому и	2	2
865	характер но	1	2
866	нам в	1	2
867	он будет	3	2
868	какая же	2	2
869	на месте	2	2
870	можно назвать	2	2
871	с такими	2	2
872	может не	1	2
873	впоследствии и	1	2
874	о котором	2	2
875	том как	5	2
876	во сне	3	2
877	на другие	1	2
878	к той	3	2
879	все они	2	2
880	его и	2	2
881	и мне	3	2
882	необходимым и	1	2
883	он же	1	2
884	не является	1	2
885	в основе	3	2
886	к отдельным	1	2
887	тотчас же	1	2
888	и заключается	1	2
889	относится к	1	2
890	это то	1	2
891	он себе	2	2
892	и поэтому	2	2
893	человека от	1	2
894	а через	1	2
895	и уже	3	2
896	со всей	2	2
897	в которую	1	2
898	в поисках	1	2
899	и об	3	2
900	не потому	1	2
901	толстой и	1	2
902	чем не	2	2
903	я хотел	1	2
904	и а	7	2
905	известной степени	1	2
906	мнению с	1	2
907	писал о	1	2
908	он все	2	2
909	в большой	1	2
910	но именно	3	2
911	в глазах	11	2
912	яснее и	1	2
913	легко может	1	2
914	здесь и	1	2
915	это просто	1	2
916	все с	1	2
917	же он	1	2
918	у вас	3	2
919	в самой	2	2
920	нее и	1	2
921	они были	2	2
922	литературы и	1	2
923	из этой	1	2
924	им как	1	2
925	природы и	1	2
926	этом случае	1	2
927	юные годы	1	2
928	ответ на	1	2
929	лет она	1	2
930	которым он	1	2
931	они не	2	2
932	человеком а	1	2
933	в первый	2	2
934	с очень	1	2
935	всего мира	2	2
936	всякого человека	1	2
937	не для	1	2
938	для всего	3	2
939	возвращается в	1	2
940	же не	3	2
941	слова не	1	2
942	все равно	2	2
943	сказать не	1	2
944	с другими	2	2
945	в г	3	2
946	говорил он	1	2
947	что ни	1	2
948	а о	2	2
949	когда оно	1	2
950	и которая	1	2
951	и последний	1	2
952	как впрочем	1	2
953	перед смертью	2	2
954	можно не	1	2
955	этом в	1	2
956	и совсем	1	2
957	с той	2	2
958	это очень	1	2
959	таком случае	1	2
960	пушкина и	1	2
961	в третьей	2	2
962	к вам	1	2
963	путь к	2	2
964	чего в	1	2
965	было ни	2	2
966	а так	1	2
967	обращаются к	1	2
968	людей в	1	2
969	этих двух	2	2
970	к одному	1	2
971	поскольку она	1	2
972	бытия как	3	2
973	человека в	10	2
974	личности в	9	2
975	за то	1	2
976	глубочайшим образом	1	2
977	и личность	3	2
978	на свои	2	2
979	случае если	2	2
980	мне было	1	2
981	в самых	1	2
982	то чего	2	2
983	не могу	3	2
984	под ред	2	2
985	как уже	3	2
986	не по	2	2
987	на всех	1	2
988	нельзя назвать	1	2
989	невозможно но	1	2
990	свою жизнь	1	2
991	мы пока	1	2
992	в нашей	1	2
993	стороны и	1	2
994	он здесь	1	2
995	человека с	1	2
996	которая как	1	2
997	могло быть	1	2
998	и отрицает	1	2
999	одного из	1	2
1000	с самых	1	2
1001	этом и	2	2
1002	даже для	1	2
1003	т и	1	2
1004	собр соч	1	2
1005	в высшей	1	2
1006	может показаться	1	2
1007	на рубеже	1	2
1008	никому не	1	2
1009	говорить об	2	2
1010	также о	1	2
1011	может и	3	2
1012	к своей	1	2
1013	бытия в	1	2
1014	сам а	1	2
1015	говорить с	1	2
1016	было не	1	2
1017	любви и	3	2
1018	жизнью и	3	2
1019	все было	3	2
1020	года эти	1	2
1021	как основное	1	2
1022	от изучения	1	1
1023	всего это	1	1
1024	которые казались	1	1
1025	к сожалению	1	1
1026	только из	1	1
1027	ее то	1	1
1028	говорит например	1	1
1029	мышления не	1	1
1030	него без	1	1
1031	обедать и	1	1
1032	своей комнаты	1	1
1033	время она	1	1
1034	длинные волосы	1	1
1035	исходя из	1	1
1036	творчества в	1	1
1037	той самой	1	1
1038	и имеет	1	1
1039	жизнь которая	2	1
1040	на работу	1	1
1041	будет не	1	1
1042	а у	1	1
1043	на вопросе	1	1
1044	она уже	1	1
1045	самое важное	1	1
1046	воспоминания о	1	1
1047	с прежними	1	1
1048	по теории	2	1
1049	это нужно	1	1
1050	детей к	1	1
1051	одному из	1	1
1052	не являются	1	1
1053	не годится	1	1
1054	образом и	1	1
1055	быть может	7	1
1056	смотрел на	1	1
1057	противоречие с	4	1
1058	с собой	2	1
1059	что толстой	1	1
1060	бытии и	1	1
1061	данности и	2	1
1062	их не	1	1
1063	построенного на	1	1
1064	по пути	1	1
1065	на которых	1	1
1066	без другого	2	1
1067	ведь все	1	1
1068	не вызвать	1	1
1069	писателя и	1	1
1070	имеет для	1	1
1071	из нее	1	1
1072	мысль о	2	1
1073	как об	1	1
1074	что столь	1	1
1075	у людей	1	1
1076	оно все	1	1
1077	иначе как	1	1
1078	почти ничего	2	1
1079	она легко	1	1
1080	из всего	1	1
1081	к другим	1	1
1082	и поведения	1	1
1083	самому и	1	1
1084	в корне	1	1
1085	когда это	1	1
1086	без которого	1	1
1087	но пока	1	1
1088	только через	1	1
1089	рассуждая о	1	1
1090	наш взгляд	6	1
1091	природы это	1	1
1092	одновременно и	5	1
1093	внимание к	1	1
1094	и мнения	1	1
1095	с особого	1	1
1096	один ряд	1	1
1097	может дать	1	1
1098	на каторгу	1	1
1099	время это	1	1
1100	его личной	1	1
1101	речь идет	3	1
1102	еще придется	1	1
1103	жизни на	4	1
1104	разные стороны	1	1
1105	же самая	1	1
1106	характером но	1	1
1107	тогда как	10	1
1108	то сердце	1	1
1109	жизни к	1	1
1110	бытие не	1	1
1111	чем иным	1	1
1112	жизнь человека	1	1
1113	при всей	3	1
1114	таинственной и	1	1
1115	но легко	1	1
1116	сказать про	1	1
1117	его внутренний	1	1
1118	во все	1	1
1119	сразу же	2	1
1120	и ушел	2	1
1121	сказал я	1	1
1122	когда ему	1	1
1123	итак что	1	1
1124	несомненна в	1	1
1125	среди всех	1	1
1126	следила за	1	1
1127	нельзя было	2	1
1128	однако его	1	1
1129	духовной жизни	2	1
1130	этом а	1	1
1131	перед его	1	1
1132	личность не	2	1
1133	жизнь а	1	1
1134	это его	1	1
1135	ему хочется	1	1
1136	из жизни	2	1
1137	представляет собой	1	1
1138	читаем что	1	1
1139	представлял себе	1	1
1140	которыми он	1	1
1141	вопреки мнению	1	1
1142	котором по	1	1
1143	сознания в	2	1
1144	уже было	1	1
1145	из себя	1	1
1146	н с	1	1
1147	а когда	1	1
1148	чего не	1	1
1149	учебное пособие	1	1
1150	но они	1	1
1151	свете нет	1	1
1152	а живая	1	1
1153	о них	4	1
1154	борьбе с	1	1
1155	близости с	2	1
1156	встречи с	1	1
1157	за собой	1	1
1158	она тоже	1	1
1159	мне не	1	1
1160	в различных	1	1
1161	в строгом	1	1
1162	и когда	4	1
1163	человека которого	1	1
1164	а между	4	1
1165	этим не	1	1
1166	на ногах	1	1
1167	по отношению	15	1
1168	внимания к	1	1
1169	личных а	1	1
1170	для своей	1	1
1171	душу и	2	1
1172	позиции с	1	1
1173	что еще	1	1
1174	к анне	6	1
1175	но также	1	1
1176	подробнее об	2	1
1177	как существо	1	1
1178	характерной для	1	1
1179	жизни он	2	1
1180	перед ним	2	1
1181	характера он	1	1
1182	как первые	1	1
1183	правда сам	1	1
1184	в прошлом	1	1
1185	но ни	1	1
1186	самом начале	1	1
1187	у себя	3	1
1188	я с	2	1
1189	жизни как	7	1
1190	проблемы мы	1	1
1191	человек без	1	1
1192	в контексте	2	1
1193	например когда	1	1
1194	когда тот	2	1
1195	мы о	1	1
1196	этой своей	2	1
1197	сердцем и	1	1
1198	за него	2	1
1199	объяснение в	1	1
1200	к которому	1	1
1201	имеем дело	1	1
1202	еще одна	3	1
1203	от матери	1	1
1204	такой уверенностью	1	1
1205	во всякой	1	1
1206	согласиться с	3	1
1207	иным как	1	1
1208	что именно	1	1
1209	вероятно уже	1	1
1210	к философской	1	1
1211	есть личность	1	1
1212	в сфере	2	1
1213	бы так	1	1
1214	ушел в	1	1
1215	и чувства	2	1
1216	ухаживать за	1	1
1217	от раннего	1	1
1218	в системе	2	1
1219	важно что	1	1
1220	времени работы	1	1
1221	в море	2	1
1222	внутреннего мира	2	1
1223	смысле как	1	1
1224	о первой	1	1
1225	позиции даже	1	1
1226	всего в	1	1
1227	ближе к	2	1
1228	представить себе	1	1
1229	друга не	3	1
1230	все мы	1	1
1231	в дом	1	1
1232	не происходит	1	1
1233	нем он	1	1
1234	не зная	2	1
1235	с кафедры	1	1
1236	с ужасом	1	1
1237	человека именно	1	1
1238	все его	3	1
1239	главное же	1	1
1240	к индивидуальной	1	1
1241	мышления и	3	1
1242	хотелось бы	1	1
1243	от его	1	1
1244	он получил	1	1
1245	как нам	3	1
1246	к человеку	1	1
1247	себя их	1	1
1248	его самого	1	1
1249	не слишком	1	1
1250	и всей	1	1
1251	и среди	1	1
1252	он непременно	1	1
1253	мы в	1	1
1254	ее собственного	1	1
1255	не видел	1	1
1256	одной лишь	1	1
1257	не личность	1	1
1258	с любовью	1	1
1259	его рассуждений	2	1
1260	он к	1	1
1261	иных случаях	1	1
1262	еще больше	1	1
1263	не тем	1	1
1264	кому и	1	1
1265	весь день	1	1
1266	элементов и	1	1
1267	а почему	1	1
1268	что при	3	1
1269	этих своих	1	1
1270	не соответствует	1	1
1271	своего друга	1	1
1272	а тогда	1	1
1273	тайны и	2	1
1274	к изображению	1	1
1275	претендуя на	1	1
1276	они в	2	1
1277	многих отношениях	1	1
1278	одно из	4	1
1279	жизни ему	1	1
1280	не обладает	1	1
1281	системы и	1	1
1282	этими двумя	1	1
1283	наше внимание	3	1
1284	дала бы	1	1
1285	достаточно было	1	1
1286	этого человека	2	1
1287	внешнего мира	1	1
1288	он почувствовал	1	1
1289	видит в	3	1
1290	отношения между	2	1
1291	же из	2	1
1292	порой не	1	1
1293	и л	1	1
1294	лицо его	1	1
1295	пока только	1	1
1296	характер с	1	1
1297	том с	1	1
1298	и мужа	1	1
1299	забыть об	1	1
1300	прежде чем	2	1
1301	не нуждается	1	1
1302	что за	1	1
1303	этим и	1	1
1304	как его	3	1
1305	и хорошо	2	1
1306	другое не	1	1
1307	известие о	1	1
1308	нам видится	1	1
1309	между этими	1	1
1310	смысле и	1	1
1311	имеют никакого	1	1
1312	внутреннюю опору	1	1
1313	человек и	1	1
1314	характер и	3	1
1315	читаем это	1	1
1316	роль принадлежит	2	1
1317	он немного	1	1
1318	и внутреннего	1	1
1319	он теперь	1	1
1320	также в	2	1
1321	спор о	1	1
1322	есть именно	1	1
