N	3gram	Vygotskiy_	Problemy
269	того или иного	2	1
270	за то что	1	1
271	мире в этом	2	1
272	и как будто	1	1
273	увидим что это	2	1
274	связи с этой	1	1
275	не могла не	1	1
276	у них нет	1	1
277	тем что в	2	1
278	прежде всего на	1	1
279	все это является	1	1
280	прямо говорит что	1	1
281	что в результате	1	1
282	не кто иной	1	1
283	заключается в том	10	1
284	было так то	1	1
285	там где она	3	1
286	что в сущности	2	1
287	что тут не	1	1
288	к музыке и	1	1
289	том или ином	1	1
290	было бы сказать	2	1
291	его силы и	2	1
292	может быть понято	1	1
293	что ж делать	1	1
294	таком случае это	1	1
295	и которая в	1	1
296	и не было	1	1
297	в котором они	1	1
298	другой стороны мы	1	1
299	и если мы	2	1
300	он нисколько не	1	1
301	все время перед	1	1
302	с ним что	1	1
303	все было напрасно	1	1
304	не на то	1	1
305	более и более	4	1
306	быть понято как	1	1
307	все эти слова	1	1
308	до некоторой степени	1	1
309	то и другое	3	1
310	основной стилистический прием	1	1
311	это было так	1	1
312	может быть не	2	1
313	от самого себя	1	1
314	бы герой был	1	1
315	плана в которых	2	1
316	со всех сторон	1	1
317	поэтому все эти	1	1
318	могли бы сказать	1	1
319	несмотря на свою	2	1
320	не было бы	2	1
321	в противном случае	1	1
322	она не только	1	1
323	и что только	1	1
324	здесь не только	1	1
325	один из его	1	1
326	ни одна из	1	1
327	и в частности	1	1
328	т п с	1	1
329	в мире в	2	1
330	и все другие	1	1
331	я не только	1	1
332	он все время	1	1
333	и ничего не	1	1
334	и в своей	1	1
335	не имеет с	1	1
336	имеем в виду	2	1
337	мы имеем в	1	1
338	так что в	1	1
339	именно в том	1	1
340	один и тот	1	1
341	он все же	1	1
342	в первой части	1	1
343	и то что	3	1
344	он не мог	2	1
345	что она так	1	1
346	но именно в	1	1
347	и что в	2	1
348	не в самом	1	1
349	жизни а не	1	1
350	то что для	1	1
351	что мы видим	1	1
352	в более сложном	1	1
353	она может быть	1	1
354	по преимуществу в	1	1
355	в нем есть	1	1
356	в котором все	1	1
357	или хотя бы	1	1
358	по его мнению	1	1
359	если бы действительно	1	1
360	с одной стороны	6	1
361	все это в	1	1
362	это и есть	2	1
363	также и в	1	1
364	не только как	1	1
365	там где дело	1	1
366	слова как бы	1	1
367	данном случае и	1	1
368	построения всего романа	1	1
369	новые и новые	1	1
370	потому что они	2	1
371	лежит в основе	1	1
372	но как мы	1	1
