N	3gram	Potebnia_M	Myshleni
521	до тех пор	5	1
522	там где нет	1	1
523	даны в этом	1	1
524	в нашем сознании	1	1
525	сказанного мы можем	1	1
526	то же следует	2	1
527	но в разных	1	1
528	и в разных	1	1
529	с выраженным в	1	1
530	лежащие в ее	1	1
531	потому что хотя	5	1
532	в природе как	1	1
533	том что одно	1	1
534	если мы не	1	1
535	так что все	1	1
536	слова которое мы	1	1
537	не заключает в	3	1
538	а и б	1	1
539	как она проявляется	1	1
540	и каждое из	1	1
541	что известная часть	1	1
542	так и на	1	1
543	нечто такое чего	1	1
544	это и не	1	1
545	что первое слово	3	1
546	он не знает	1	1
547	становится для нас	2	1
548	развития так и	1	1
549	выше мы видели	1	1
550	как бы ни	4	1
551	все это взятое	1	1
552	от одного к	2	1
553	существует независимо от	1	1
554	все эти признаки	1	1
555	таких слов как	1	1
556	в прямой зависимости	1	1
557	в разных языках	1	1
558	не менее не	1	1
559	заключают в себе	1	1
560	слово в этом	1	1
561	потому что появляется	1	1
562	так же мало	1	1
563	по поводу каждой	1	1
564	между тем в	1	1
565	что существуют такие	1	1
566	слова от вещи	1	1
567	в первый раз	1	1
568	развивается только в	1	1
569	том смысле как	1	1
570	и главным образом	1	1
571	в разной мере	2	1
572	все это в	1	1
573	таким образом можно	1	1
574	мысли к мысли	1	1
575	может быть выведено	1	1
576	во-первых потому что	1	1
577	на то к	1	1
578	такое же развитие	1	1
579	должно быть названо	1	1
580	зависит не только	1	1
581	заключить что в	1	1
582	в котором была	1	1
583	что оно значит	1	1
584	том в чем	1	1
585	другой стороны нет	1	1
586	и т д	5	1
587	же иллюзия как	1	1
588	потому что я	1	1
589	видно уже из	1	1
590	тех пор пока	2	1
591	переходя от одного	1	1
592	он может и	1	1
593	восприятий и образов	1	1
594	рано или поздно	2	1
595	мы можем не	1	1
596	с другими предметами	1	1
597	этого слова в	2	1
598	в целом как	1	1
599	бы он ни	1	1
600	исключающие друг друга	1	1
601	только по мере	1	1
602	в действительности и	1	1
603	том что его	1	1
604	сравнить его с	1	1
605	должны бы были	1	1
606	отношению к ним	1	1
607	явления тогда как	1	1
608	случае если бы	2	1
609	чтобы понять что	1	1
610	здесь может быть	1	1
611	то же в	1	1
612	что при понимании	1	1
613	в силу которого	1	1
614	со сказанным выше	1	1
615	того что происходит	1	1
616	в этом слове	2	1
617	независимо от своего	1	1
618	здесь не только	1	1
619	со своей точки	1	1
620	свою силу то	1	1
621	та и другая	2	1
622	что оно способно	1	1
623	мысли тем более	1	1
624	одинаково ко всем	1	1
625	что в первом	1	1
626	самое понятие о	1	1
627	потому что очевидно	1	1
628	того что при	1	1
629	в своей совокупности	1	1
630	в памяти но	1	1
631	то что оно	1	1
632	только сказать что	1	1
633	ни одно из	1	1
634	в высокой степени	1	1
635	тому как слово	1	1
636	еще один пример	1	1
637	того как мы	1	1
638	на вопрос как	1	1
639	приведенном выше примере	2	1
640	содержание может быть	1	1
641	тогда когда оно	2	1
642	в чем состоит	1	1
643	мог бы с	1	1
644	что в каждой	1	1
645	нашего языка с	1	1
646	по всей вероятности	1	1
647	художественное произведение и	1	1
648	по поводу его	1	1
649	не в том	6	1
650	в состоянии объяснить	1	1
651	он сам не	1	1
652	в строгом смысле	1	1
653	в одном пункте	1	1
654	выразить и иначе	1	1
655	предположить что в	1	1
656	язык есть средство	2	1
657	заключаются в следующем	1	1
658	есть в сознании	2	1
659	ко всем другим	1	1
660	для чего не	1	1
661	таким образом это	1	1
662	или действие которое	1	1
663	не отличаются от	1	1
664	могло бы быть	1	1
665	книги в которой	1	1
666	еще только в	1	1
667	но и с	1	1
668	между ними в	1	1
669	а тем более	2	1
670	возможно только после	1	1
671	как бы он	1	1
672	на отношение между	1	1
673	и в других	1	1
674	не может стать	2	1
675	из них не	2	1
676	средство понимать самого	2	1
677	могут быть выражены	1	1
678	не только о	1	1
679	в некотором смысле	2	1
680	но и от	1	1
681	и та и	2	1
682	таким образом сложное	1	1
683	представляет себе этот	1	1
684	такая же иллюзия	1	1
685	по себе и	1	1
686	очевидно что в	1	1
687	а не в	1	1
688	или по крайней	2	1
689	той же области	1	1
690	но и к	1	1
691	которое одно только	1	1
692	так и во	1	1
693	отношения между двумя	1	1
694	не в силах	1	1
695	да и не	1	1
696	так же и	1	1
697	это потому что	2	1
698	свойство именно то	1	1
699	живой речи в	1	1
700	других или в	1	1
701	относятся к одному	1	1
702	другими словами мы	1	1
703	то время когда	2	1
704	что то же	1	1
705	бы то же	1	1
706	с потому что	1	1
707	одного к другому	2	1
708	но не те	1	1
709	взятое в целом	1	1
710	и в том	3	1
711	что вовсе не	1	1
712	между тем сам	1	1
713	той связи которая	1	1
714	большей или меньшей	1	1
715	от них самих	1	1
716	равно как и	2	1
717	было бы совершенно	1	1
718	оно само не	1	1
719	его связь с	1	1
720	мы видим не	1	1
721	слово в процессе	1	1
722	первое и основное	1	1
723	имеет ближайшее отношение	1	1
724	своей природе они	1	1
725	легко может быть	1	1
726	мере того как	8	1
727	не только от	1	1
728	потому что мысль	2	1
729	принять что и	1	1
730	разница только в	1	1
731	ближайшее отношение к	1	1
732	в процессе его	1	1
733	единство звука и	1	1
734	на деле а	1	1
735	чем и состоит	1	1
736	по мере того	8	1
737	но и оно	1	1
738	бы перестать быть	1	1
739	только не есть	1	1
740	и не обнаруживает	1	1
741	так то необходимо	1	1
742	слово не было	1	1
743	над всеми остальными	3	1
744	фактом таким образом	1	1
745	в разговоре с	1	1
746	между двумя другими	1	1
747	не к одному	1	1
748	признаков из ряда	1	1
749	меняется вместе с	1	1
750	слово указывает на	1	1
751	прямой зависимости от	1	1
752	связи с ним	1	1
753	мы в этом	1	1
754	но что же	1	1
755	скажем ли мы	1	1
756	старались показать что	1	1
757	он может быть	1	1
758	понимать самого себя	2	1
759	в сознании есть	1	1
760	но они могут	1	1
761	в чем и	1	1
762	для нас это	1	1
763	на одном из	1	1
764	представлений или понятий	1	1
765	можно сравнить с	2	1
766	в известной связи	1	1
767	и потому должно	1	1
768	далеко не все	3	1
769	с к этому	1	1
770	с другом и	1	1
771	во второй половине	1	1
772	с которым оно	1	1
773	связь между тем	1	1
774	именно тем что	1	1
775	никоим образом не	1	1
776	с понятием но	1	1
777	слово взятое в	1	1
778	слово может быть	4	1
779	не подлежит сомнению	1	1
780	восприятии и в	1	1
781	его с другим	1	1
782	или лучше сказать	3	1
783	есть то что	2	1
784	ребенка заключает в	1	1
785	на его место	1	1
786	в данную минуту	1	1
787	в нем те	1	1
788	мы можем в	1	1
789	и то и	2	1
790	находится в более	1	1
791	как и сама	1	1
792	своего собственного развития	1	1
793	тому что она	1	1
794	слов в которых	2	1
795	в таком виде	1	1
796	речь но только	1	1
797	но только не	1	1
798	никто никогда не	1	1
799	один из моментов	1	1
800	а не за	1	1
801	в общих чертах	2	1
802	и между тем	2	1
803	представлений и понятий	1	1
804	то это потому	1	1
805	а для того	1	1
806	отношению ко всем	1	1
807	в слове поэтому	1	1
808	но это значение	1	1
809	в таких случаях	2	1
810	не говоря уже	1	1
811	он был бы	1	1
812	вне связи с	2	1
813	что должно стать	1	1
814	от того насколько	2	1
815	возникают из них	1	1
816	звука и значения	1	1
817	и притом с	1	1
818	и все то	1	1
819	если бы даже	1	1
820	признаков но и	1	1
821	не в силу	1	1
822	выражение как в	1	1
823	в различных языках	2	1
824	в слове не	1	1
