N	2gram	Bakhtin_Pr	Russkaja
172	всех этих	2	3
173	таким же	1	3
174	из них	7	3
175	собой а	1	3
176	того что	1	3
177	были бы	1	2
178	представить себе	1	2
179	на почве	1	2
180	от него	3	2
181	что с	1	2
182	именно на	2	2
183	и вот	1	2
184	должна быть	1	2
185	к себе	8	2
186	сама по	2	2
187	время в	2	2
188	с самим	7	2
189	проявляется в	4	2
190	из всех	1	2
191	говорили в	2	2
192	с ним	3	2
193	она будет	1	2
194	в некоторых	7	2
195	от этой	1	2
196	видеть в	1	2
197	одному из	2	2
198	на которой	2	2
199	касается до	1	2
200	ни в	4	2
201	в результате	2	2
202	у многих	1	2
203	там и	2	2
204	в этих	8	2
205	у него	5	2
206	по себе	3	2
207	и человек	1	2
208	и даже	5	2
209	от друга	2	2
210	ее в	4	2
211	не о	2	2
212	себя на	1	2
213	что ничего	1	2
214	все эти	9	2
215	на себя	3	2
216	но для	2	2
217	указывает на	2	2
218	в таком	3	2
219	принадлежат к	1	2
220	тому что	1	2
221	ему по	1	2
222	не подлежит	1	2
223	их в	3	2
224	себя как	2	2
225	большинстве случаев	9	2
226	и вместе	1	2
227	всю эту	1	2
228	следовательно и	2	2
229	отличается от	2	2
230	нисколько не	1	2
231	так же	4	2
232	друг от	2	2
233	любовь к	4	2
234	в других	2	2
235	если же	5	2
236	уже не	5	2
237	к той	1	2
238	с этим	3	2
239	остается в	2	2
240	совершенно не	4	2
241	мы можем	9	2
242	на этой	2	2
243	а с	1	2
244	стремиться к	1	2
245	и более	3	2
246	в таких	1	2
247	в котором	8	2
248	зрения этой	1	2
249	мы уже	9	2
250	даже и	3	2
251	она не	4	2
252	всем этим	2	2
253	в ней	8	2
254	во многих	2	2
255	и тогда	1	2
256	и тем	4	2
257	быть и	2	2
258	в частности	1	2
259	для нее	1	2
260	а не	19	2
261	народов и	1	2
262	но она	3	2
263	только на	3	2
264	отношении к	2	2
265	есть и	4	2
266	в силу	1	2
267	и является	1	2
268	и что	3	2
269	не должен	1	2
270	и тот	4	2
271	этого не	1	2
272	людей и	6	2
273	в начале	2	2
274	по отношению	6	2
275	разных сторон	1	2
276	целый ряд	1	2
277	даже не	1	2
278	тем самым	2	2
279	этот вопрос	3	2
280	от своей	2	2
281	отметить что	3	2
282	состоит в	1	2
283	на это	1	2
284	только с	3	2
285	друг другу	1	2
286	этот человек	1	2
287	благодаря этому	1	2
288	этом и	1	2
289	в глазах	1	2
290	и от	4	2
291	но в	12	2
292	и есть	1	2
293	место в	3	2
294	так что	1	2
295	принадлежность к	1	2
296	и о	3	2
297	если они	1	2
298	согласиться с	1	2
299	как будто	3	2
300	в области	6	2
301	по воле	1	2
302	это в	1	2
303	некоторых из	2	2
304	но это	7	2
305	во время	1	2
306	не просто	1	2
307	если только	3	2
308	не можем	1	2
309	и наконец	4	2
310	в лоне	1	2
311	не к	3	2
312	к нему	3	2
313	от всякого	1	1
314	и ту	2	1
315	подход к	1	1
316	когда он	2	1
317	тем не	2	1
318	всего в	1	1
319	которую можно	4	1
320	строя и	1	1
321	тон и	2	1
322	себе самом	2	1
323	этого и	1	1
324	и весь	1	1
325	связан с	2	1
326	не вызывает	1	1
327	лишь тогда	1	1
328	ведь уже	1	1
329	никак нельзя	2	1
330	характеров и	1	1
331	жизни но	1	1
332	как это	2	1
333	то они	1	1
334	ее и	1	1
335	сходятся друг	1	1
336	но сократ	1	1
337	своей прежней	1	1
338	условий жизни	1	1
339	один из	7	1
340	человеческой жизни	3	1
341	человека к	3	1
342	за ним	1	1
343	и конечно	2	1
344	друг к	1	1
345	время те	1	1
346	ничем не	3	1
347	разума и	1	1
348	отношению ко	1	1
349	все элементы	1	1
350	полное слияние	1	1
351	нет ни	2	1
352	же и	1	1
353	хоть и	1	1
354	они не	5	1
355	вообще не	1	1
356	друга в	1	1
357	должна руководить	1	1
358	то есть	86	1
359	на тех	1	1
360	себе представить	1	1
361	а по	1	1
362	которые не	2	1
363	церкви в	1	1
364	нас не	1	1
365	которая в	1	1
366	время и	3	1
367	отношению к	5	1
368	даже к	2	1
369	только сама	1	1
370	которому оно	1	1
371	том числе	15	1
372	других и	2	1
373	мы не	7	1
374	на ее	2	1
375	народных масс	1	1
376	от которых	2	1
377	делает возможным	1	1
378	этого шага	1	1
379	с этой	1	1
380	это не	10	1
381	он как	2	1
382	для всякого	1	1
383	высшей и	1	1
384	в себя	8	1
385	в применении	1	1
386	иных основаниях	1	1
387	можно назвать	2	1
388	до самого	1	1
389	к творчеству	2	1
390	даже в	3	1
391	то у	1	1
392	освободиться от	1	1
393	не для	1	1
394	сойтись друг	1	1
395	всех остальных	1	1
396	уже знаем	1	1
397	бы на	1	1
398	человек с	1	1
399	в разных	4	1
400	на службу	2	1
401	а это	2	1
402	чтобы стать	1	1
403	этом отношении	1	1
404	о себе	2	1
405	что при	1	1
406	в сущности	15	1
407	в ее	3	1
408	души и	1	1
409	так и	9	1
410	он на	1	1
411	те же	1	1
412	о которой	1	1
413	в область	2	1
414	мы в	2	1
415	и всегда	2	1
416	в полном	1	1
417	не являются	1	1
418	в общей	1	1
419	они в	1	1
420	языках и	1	1
421	не простой	2	1
422	с другими	6	1
423	возможно только	1	1
424	смысле этого	3	1
425	влияние на	14	1
426	не признает	1	1
427	них то	1	1
428	для творчества	2	1
429	но на	2	1
430	не на	1	1
431	все равно	6	1
432	на слове	1	1
433	только они	2	1
434	тому же	3	1
435	там в	1	1
436	от своих	2	1
437	не была	2	1
438	а на	2	1
439	и форм	1	1
440	связь с	4	1
441	одну и	1	1
442	что ни	1	1
443	в духе	10	1
444	здесь мы	3	1
445	в которой	2	1
446	от тех	1	1
447	а за	2	1
448	продолжается и	1	1
449	и некоторые	2	1
450	в собственном	3	1
451	а о	1	1
452	этом есть	1	1
453	можно согласиться	1	1
454	наиболее полное	1	1
455	с ней	4	1
456	от этих	1	1
457	в орбите	3	1
458	слова но	3	1
459	и друг	1	1
460	это положение	2	1
461	показать что	1	1
462	же письма	1	1
463	заключается в	1	1
464	дело в	3	1
465	всем существом	1	1
466	что не	1	1
467	наблюдение над	1	1
468	в эпоху	12	1
469	и мудрость	1	1
470	формы жизни	1	1
471	его жизнь	2	1
472	а то	1	1
473	этот тип	1	1
474	вот это	1	1
475	и действительно	3	1
476	превращается в	5	1
477	представление о	3	1
478	или хотя	1	1
479	к другим	4	1
480	здесь же	1	1
481	от некоторых	1	1
482	вся его	1	1
483	в жизни	14	1
484	жизни перед	1	1
485	положение в	2	1
486	человек и	2	1
487	тем же	1	1
488	она и	1	1
489	и без	4	1
490	в связи	2	1
491	отдельного человека	1	1
492	мы теперь	1	1
493	некоторых других	2	1
494	совершенно чуждый	1	1
495	к самому	5	1
496	и сократ	1	1
497	к его	2	1
498	с ними	2	1
499	этой цели	1	1
500	и внутренне	1	1
501	если и	1	1
502	же как	1	1
503	или даже	1	1
504	веры и	1	1
505	это рассуждение	1	1
506	к другу	1	1
507	в одно	1	1
508	ними не	1	1
509	человека на	1	1
510	в которых	2	1
511	которые являются	1	1
512	собой не	1	1
513	роль в	1	1
514	не менее	4	1
515	этого слова	3	1
516	перед собой	1	1
517	особое значение	1	1
518	от этого	1	1
519	по своему	6	1
520	на все	4	1
521	того и	3	1
522	бы не	1	1
523	в истории	4	1
524	в такой	1	1
525	обе эти	3	1
526	со своей	2	1
527	или что	1	1
528	стоят на	1	1
529	по своим	2	1
530	серьезного и	2	1
531	в свете	1	1
532	власти и	2	1
533	войти в	3	1
534	всего о	1	1
535	в те	1	1
536	встречается у	1	1
537	к своим	1	1
538	и это	3	1
539	к мысли	1	1
540	в сторону	1	1
541	а только	2	1
542	из одного	2	1
543	свою оценку	1	1
544	числе и	13	1
545	конечно нет	1	1
546	об этом	3	1
547	и стал	2	1
548	своей жизни	3	1
549	на себе	1	1
550	к созданию	1	1
551	так например	2	1
552	когда сходятся	1	1
553	и у	8	1
554	как только	1	1
555	вовсе не	12	1
556	могло бы	3	1
557	и обратно	1	1
558	что позволяет	1	1
559	в одной	4	1
560	тем более	2	1
561	по крайней	2	1
562	для решения	1	1
563	человека а	1	1
564	следует подчеркнуть	1	1
565	перед нами	17	1
566	из области	1	1
567	связано с	1	1
568	казалось бы	4	1
569	и другого	2	1
570	вопроса о	1	1
571	бы в	2	1
572	не был	3	1
573	на них	2	1
574	чтобы сделать	1	1
575	от чисто	1	1
576	такое положение	1	1
577	бы о	1	1
578	к чисто	1	1
579	что та	2	1
580	к одному	2	1
581	собой он	2	1
582	которая как	1	1
583	может стремиться	1	1
584	у этих	1	1
585	ко всему	1	1
586	это и	1	1
587	еще и	4	1
588	именно тем	2	1
589	ни на	1	1
590	и довольно	1	1
591	может иметь	1	1
592	можно сказать	12	1
593	но все	1	1
594	человека в	6	1
595	но как	2	1
596	не является	1	1
597	это конечно	3	1
598	и других	12	1
599	в основе	6	1
600	для создания	1	1
601	более на	1	1
602	и яркое	1	1
603	с самого	4	1
604	языка и	1	1
605	ни у	3	1
606	его жизни	2	1
607	своей собственной	1	1
608	в очень	2	1
609	применении к	1	1
610	но ведь	3	1
611	свое место	1	1
612	он был	1	1
613	силы и	2	1
614	где есть	1	1
615	и заключается	2	1
616	это при	1	1
617	представления о	3	1
618	в свою	1	1
619	входит в	1	1
620	спорят друг	1	1
621	который мы	1	1
622	также и	5	1
623	ту же	2	1
624	из среды	1	1
625	по сравнению	6	1
626	личности и	2	1
627	есть подлинная	1	1
628	но при	2	1
629	главное и	1	1
630	меняется в	1	1
631	не всегда	3	1
632	такое время	1	1
633	значение и	2	1
634	характера в	1	1
635	лучше всех	1	1
636	но вся	2	1
637	было только	1	1
638	в руках	1	1
639	всюду где	2	1
640	сознании и	1	1
641	и теперь	1	1
642	оно и	2	1
643	что касается	2	1
644	всего на	1	1
645	только один	1	1
646	на нем	1	1
647	и истины	1	1
648	и вся	4	1
649	отдельных индивидуальных	1	1
650	не могло	1	1
651	или иных	2	1
652	и их	6	1
653	не исключает	2	1
654	что эта	1	1
655	всех других	2	1
656	на его	4	1
657	не об	1	1
658	в различных	1	1
659	на одну	1	1
660	но только	2	1
661	смотрит на	1	1
662	только но	1	1
663	но дело	1	1
664	стороны и	1	1
665	себя вне	1	1
666	тем так	1	1
667	образом по	1	1
668	неожиданно и	1	1
669	по своей	12	1
670	человека с	3	1
671	стало быть	1	1
672	этих случаях	1	1
673	существовать и	1	1
674	самого начала	5	1
675	а во	3	1
676	всегда будет	1	1
677	им в	1	1
678	их и	1	1
679	всего этого	4	1
680	всегда и	3	1
681	с ее	3	1
682	с другой	4	1
683	это же	1	1
684	с большой	3	1
685	как мы	12	1
686	третьей то	1	1
687	но главное	2	1
688	к ним	5	1
689	другом как	1	1
690	же самое	1	1
691	его целом	1	1
692	к ней	3	1
693	явление в	1	1
694	с людьми	1	1
695	без всякого	1	1
696	нет и	3	1
697	а скорее	1	1
698	другом все	1	1
699	другая в	2	1
700	одного из	1	1
701	которых он	1	1
702	ее не	1	1
703	в сфере	1	1
704	простые люди	1	1
705	если мы	5	1
706	чтобы они	1	1
707	полное представление	1	1
708	крайней мере	2	1
709	для всей	1	1
710	мог бы	1	1
711	это два	1	1
712	совершенно чуждые	1	1
713	его личности	1	1
714	могут быть	5	1
715	не за	3	1
716	убедимся что	1	1
717	и ставит	1	1
718	формы в	1	1
719	и все	14	1
720	образом как	1	1
721	просто в	1	1
722	быть перед	1	1
723	условиях и	2	1
724	играют в	2	1
725	до конца	3	1
726	на него	2	1
727	должны быть	2	1
728	с элементами	1	1
729	люди по	1	1
730	не знаем	1	1
731	преимущественно в	1	1
732	в зависимости	3	1
733	образом в	2	1
734	столь же	1	1
735	в общем	2	1
736	на этот	1	1
737	он может	2	1
738	бытия и	5	1
739	подходе к	3	1
740	такой же	1	1
741	своему существу	1	1
742	и прежде	6	1
743	вы за	1	1
744	были отчасти	1	1
745	чаще всего	1	1
746	же мы	1	1
747	оно является	1	1
748	выражение в	1	1
749	если эта	1	1
750	от них	2	1
751	в царстве	2	1
752	всем мире	2	1
753	же может	1	1
754	к этому	5	1
755	тех или	2	1
756	к новой	1	1
757	что кроме	1	1
758	оказывается что	1	1
759	и внешней	1	1
760	являются уже	1	1
761	для которых	1	1
762	исторической и	2	1
763	в отдельных	1	1
764	и постоянное	1	1
765	связаны с	3	1
766	для чего	1	1
767	к своей	1	1
768	не удалось	1	1
769	событий и	2	1
770	и стать	1	1
771	а главное	3	1
772	для эпохи	1	1
773	для опровержения	1	1
774	же он	2	1
775	точка зрения	1	1
776	того же	5	1
777	и сама	1	1
778	носит в	1	1
779	в самой	2	1
780	они могут	3	1
781	имеет свою	1	1
782	этих веков	1	1
783	в один	3	1
784	его творчество	2	1
785	дает ему	1	1
786	нет если	1	1
787	он с	1	1
788	в одну	1	1
789	случаях она	1	1
790	и себе	1	1
791	что на	2	1
792	в известной	3	1
793	есть не	1	1
794	подлежит сомнению	1	1
795	они были	1	1
796	иное как	1	1
797	совершенно иному	1	1
798	степени и	1	1
799	людей в	2	1
800	близкие по	1	1
