N	3gram	Vygotskiy_	DiskursI
170	между тем как	1	1
171	как и всякий	1	1
172	может быть сведена	2	1
173	сущности не могли	1	1
174	не согласиться с	1	1
175	тех или иных	2	1
176	тому или иному	1	1
177	одного сознания к	1	1
178	а потому и	1	1
179	и таким образом	4	1
180	том что лирика	1	1
181	как можно предположить	1	1
182	в том или	1	1
183	себе действие и	1	1
184	и по поводу	1	1
185	как нечто вторичное	1	1
186	не только на	1	1
187	не только о	1	1
188	есть не что	1	1
189	они принадлежат к	1	1
190	при этом он	2	1
191	не может не	1	1
192	имеет дело с	2	1
193	в связи с	2	1
194	на этот раз	1	1
195	и там где	1	1
196	несмотря на все	4	1
197	чувства как бы	1	1
198	все дело в	2	1
199	так и во	1	1
200	одном и том	1	1
201	читатель получает возможность	1	1
202	что на деле	1	1
203	он все же	1	1
204	принципиальное различие между	1	1
205	и в этом	1	1
206	мы все же	1	1
207	том случае когда	1	1
208	это то что	1	1
209	и не быть	1	1
210	не могу не	1	1
211	в евгении онегине	2	1
212	как своего рода	1	1
213	хх столетия и	1	1
214	не знаем и	1	1
215	совпадают с теми	1	1
216	и могут быть	1	1
217	вместе с тем	3	1
218	и том же	1	1
219	и те же	3	1
220	знаем и не	1	1
221	на то что	12	1
222	мире в то	1	1
223	аналогично тому как	1	1
224	в разные эпохи	2	1
225	с той же	1	1
226	заключается в том	13	1
227	но она не	1	1
228	и тому же	1	1
229	в это время	1	1
230	и даже к	1	1
231	в которой он	1	1
232	том или ином	1	1
233	ту или иную	1	1
234	что не только	1	1
235	в целом ряде	2	1
236	то что в	1	1
237	может быть в	1	1
238	быть сведена к	2	1
239	а также в	1	1
240	бы утверждать что	2	1
241	быть или не	1	1
242	в результате этого	1	1
243	и для искусства	1	1
244	не в состоянии	4	1
245	того и другого	3	1
246	не принадлежит к	1	1
247	так не бывает	1	1
248	в каждом литературном	1	1
249	и для того	1	1
250	то есть с	1	1
251	при этом не	2	1
252	в известном смысле	1	1
253	не может стать	2	1
254	хотя и не	2	1
255	от начала и	1	1
256	исчерпывающей полнотой и	1	1
257	но в такой	1	1
258	у того же	1	1
259	на самом деле	6	1
260	том и состоит	2	1
261	другой стороны в	1	1
262	не что иное	2	1
263	но еще не	1	1
264	не совпадают с	1	1
265	то все же	1	1
266	и должны быть	1	1
267	том что и	1	1
268	это и не	1	1
269	мы не знаем	1	1
270	можно было бы	2	1
271	только потому что	2	1
272	одному и тому	1	1
273	к той же	1	1
274	том что он	2	1
275	не могут быть	2	1
276	случае если оно	1	1
277	выходит за пределы	2	1
278	между тем в	1	1
279	всего выступают в	1	1
280	а не за	1	1
281	та или иная	1	1
282	что иное как	2	1
283	до наших дней	1	1
284	могут быть обнаружены	1	1
285	как бы в	1	1
286	в искусстве не	1	1
287	при переходе от	1	1
288	может быть признано	2	1
289	может быть сведено	1	1
290	сознания к другому	1	1
291	это и есть	1	1
292	и не дает	1	1
293	оно может быть	1	1
294	имеем дело с	1	1
295	после того как	1	1
296	в другом случае	1	1
297	начала и до	2	1
