N	2gram	Bakhtin_Fr	VLabPisa
187	и их	5	3
188	всех других	2	3
189	как он	4	3
190	вслед за	1	3
191	далеко не	2	3
192	этот вопрос	1	3
193	так же	11	3
194	при помощи	1	3
195	человека и	3	3
196	при всем	1	3
197	образом не	1	3
198	или меньшей	2	3
199	писал в	1	3
200	как на	1	3
201	та или	1	3
202	образом в	2	3
203	и от	10	3
204	точки зрения	6	3
205	жизни и	6	3
206	и по	4	3
207	значительной мере	1	3
208	всех этих	2	3
209	мы видели	7	3
210	в особенности	5	2
211	к сожалению	1	2
212	отметить что	2	2
213	все его	3	2
214	том чтобы	1	2
215	писателя и	1	2
216	образов в	4	2
217	из которых	2	2
218	они и	4	2
219	нет ни	3	2
220	они не	2	2
221	на художественное	1	2
222	также что	3	2
223	должно быть	4	2
224	того как	7	2
225	эта не	1	2
226	ее как	2	2
227	с одной	3	2
228	том числе	4	2
229	должна быть	3	2
230	это особенно	1	2
231	внимание на	2	2
232	да и	1	2
233	чрезвычайно разнообразны	1	2
234	хотя и	5	2
235	подчеркнуть что	4	2
236	связанное с	2	2
237	о чем	2	2
238	в большей	2	2
239	не приходится	1	2
240	можно определить	1	2
241	с половиной	1	2
242	после этого	1	2
243	с более	2	2
244	а затем	1	2
245	как у	3	2
246	и через	2	2
247	из своих	1	2
248	для них	1	2
249	самого замысла	1	2
250	его от	1	2
251	по себе	2	2
252	но с	3	2
253	в своих	1	2
254	и даже	4	2
255	и непосредственно	1	2
256	и наконец	6	2
257	и слова	1	2
258	в которой	3	2
259	и некоторые	1	2
260	а во-вторых	1	2
261	что образы	1	2
262	что его	2	2
263	всех его	3	2
264	мысль о	1	2
265	как об	1	2
266	но не	1	2
267	в ней	10	2
268	вот это	1	2
269	между собою	3	2
270	в жизни	1	2
271	стороны в	1	2
272	эти явления	1	2
273	в последнем	1	2
274	начинается с	2	2
275	к его	2	2
276	не подлежит	4	2
277	по одному	1	2
278	на эти	1	2
279	между прочим	2	2
280	что мы	2	2
281	на этом	6	2
282	другом месте	3	2
283	не вполне	1	2
284	как процесс	1	2
285	рассказывает что	1	2
286	так сказать	5	2
287	только для	1	2
288	бы не	1	2
289	остановимся на	3	2
290	после того	6	2
291	в воображении	1	2
292	себе и	2	2
293	которая не	1	2
294	в чем	3	2
295	числе и	2	2
296	например у	2	2
297	так например	2	2
298	но к	1	2
299	сих пор	3	2
300	и отдельные	1	2
301	по его	1	2
302	а для	2	2
303	от них	2	2
304	еще не	3	2
305	все они	7	2
306	необходимость в	1	2
307	в каждом	1	2
308	во всяком	2	2
309	и потому	6	2
310	понятно что	2	2
311	еще и	2	2
312	до сих	3	2
313	человека в	3	2
314	восприятия и	1	2
315	а к	1	2
316	в словесном	1	2
317	а как	1	2
318	в целях	2	2
319	до нас	10	2
320	то это	1	2
321	лица и	3	2
322	в течение	2	2
323	всяком случае	1	2
324	важно подчеркнуть	1	2
325	одной стороны	3	2
326	также и	6	2
327	ту же	3	2
328	в другом	4	2
329	не по	1	2
330	не быть	1	2
331	не всегда	1	2
332	явления в	1	2
333	из себя	1	2
334	формы и	1	2
335	в образах	8	2
336	и может	2	2
337	лишь в	2	2
338	дель арте	1	2
339	в системе	2	2
340	я бы	1	2
341	не с	1	2
342	плана в	1	2
343	не интересует	1	2
344	в различных	2	2
345	можно было	4	2
346	стороны и	1	2
347	и сам	2	2
348	показывает как	1	2
349	знаем что	1	2
350	этому вопросу	2	2
351	никаких оснований	1	2
352	или наконец	1	2
353	как известно	1	2
354	на это	1	2
355	и формы	1	2
356	ни одного	1	2
357	он и	2	2
358	к ним	1	2
359	же самое	1	2
360	в книге	2	2
361	он в	2	2
362	в сфере	1	2
363	и многих	1	2
364	заключается в	1	2
365	начиная с	3	2
366	которые в	2	2
367	и у	7	2
368	в известной	1	2
369	бы еще	2	2
370	одной из	5	2
371	в образе	6	2
372	на него	2	2
373	как от	1	2
374	он не	4	2
375	во всей	2	2
376	или иной	1	2
377	он может	3	2
378	который в	1	2
379	этом процессе	1	2
380	он сам	4	2
381	в области	3	2
382	определить как	1	2
383	только с	2	2
384	у них	3	2
385	нет никаких	1	2
386	к этим	3	2
387	конце концов	5	2
388	меньшей степени	2	2
389	чтобы не	1	2
390	этом же	1	2
391	и для	8	2
392	частности к	1	2
393	ни с	1	2
394	но в	12	2
395	в той	8	1
396	в сложном	1	1
397	для самого	1	1
398	об его	1	1
399	события и	1	1
400	в кругу	1	1
401	что один	1	1
402	от него	3	1
403	именно к	1	1
404	однако и	1	1
405	и другие	3	1
406	романа с	1	1
407	понятий и	1	1
408	смерть и	2	1
409	могут иметь	1	1
410	и то	3	1
411	не нашел	1	1
412	форм и	1	1
413	поэтому что	1	1
414	это одна	4	1
415	образом и	2	1
416	ни в	7	1
417	а другие	1	1
418	и автор	1	1
419	мы видим	13	1
420	но на	1	1
421	еще одну	1	1
422	в более	4	1
423	природа их	1	1
424	что если	2	1
425	эти годы	1	1
426	связано с	3	1
427	в прямом	1	1
428	таков первый	1	1
429	этого в	1	1
430	их ложной	1	1
431	многих других	1	1
432	смотреть на	1	1
433	отражение в	1	1
434	со всем	1	1
435	перед собою	2	1
436	нет каких-либо	1	1
437	данном случае	1	1
438	воздух и	1	1
439	то есть	36	1
440	его самого	1	1
441	не слишком	1	1
442	образом уже	1	1
443	иной мере	1	1
444	свидетельствует о	3	1
445	роль и	1	1
446	рассказ о	3	1
447	как каждый	1	1
448	чувственного опыта	1	1
449	к этой	1	1
450	переходит в	2	1
451	время и	1	1
452	почти не	1	1
453	поэтому в	1	1
454	он только	2	1
455	и прочих	1	1
456	мы не	2	1
457	конце года	1	1
458	до последних	1	1
459	как один	2	1
460	в состоянии	2	1
461	неожиданные и	1	1
462	с этой	4	1
463	или по	1	1
464	начале этой	1	1
465	он например	1	1
466	дело с	1	1
467	нет места	1	1
468	в обычных	1	1
469	еще более	4	1
470	в применении	1	1
471	тем эти	1	1
472	момента в	2	1
473	есть для	1	1
474	материала и	1	1
475	несмотря на	3	1
476	из того	1	1
477	она обычно	1	1
478	и исключительной	1	1
479	хотя у	1	1
480	и значительное	1	1
481	больного а	1	1
482	проявляется в	3	1
483	которых он	1	1
484	или с	1	1
485	этого только	1	1
486	с ним	6	1
487	его формах	1	1
488	природе и	1	1
489	романа в	2	1
490	кроме того	6	1
491	не являются	1	1
492	и наглядно	1	1
493	фактов и	2	1
494	не должна	1	1
495	сам по	2	1
496	полагаем что	1	1
497	воображения и	1	1
498	о нем	3	1
499	не как	2	1
500	аналогии с	1	1
501	в меньшей	1	1
502	мы в	2	1
503	для нас	2	1
504	и огромное	1	1
505	и всегда	2	1
506	и точно	1	1
507	и свой	1	1
508	представлений о	3	1
509	с каждым	1	1
510	и практики	1	1
511	они в	3	1
512	наконец ряд	1	1
513	богатство и	1	1
514	лицом к	1	1
515	силой и	1	1
516	каждого человека	1	1
517	у многих	1	1
518	как нечто	2	1
519	именно эти	1	1
520	и создает	1	1
521	исторического развития	1	1
522	мере и	1	1
523	природу и	1	1
524	в этих	6	1
525	за это	1	1
526	и смысл	2	1
527	в ином	1	1
528	и эти	2	1
529	отчетливо хотя	1	1
530	в виде	2	1
531	говорит он	1	1
532	ведь это	3	1
533	в таких	2	1
534	и понятий	1	1
535	правильного понимания	1	1
536	о природе	1	1
537	основные образы	1	1
538	в духе	4	1
539	все то	3	1
540	но он	8	1
541	самом деле	4	1
542	в несколько	1	1
543	является таким	1	1
544	но все	5	1
545	еще раз	1	1
546	что мысль	1	1
547	этого не	1	1
548	основная идея	1	1
549	не будем	2	1
550	а также	8	1
551	по их	3	1
552	который как	1	1
553	остается подвести	1	1
554	мы говорим	2	1
555	этим и	1	1
556	результате этого	1	1
557	и все	19	1
558	по аналогии	1	1
559	вещи для	1	1
560	эти образы	5	1
561	о своей	1	1
562	они могут	1	1
563	эти пределы	1	1
564	целый ряд	4	1
565	всем что	1	1
566	тем что	8	1
567	от всего	1	1
568	превращаются в	3	1
569	последнем счете	1	1
570	и непосредственное	1	1
571	то время	1	1
572	в таком	1	1
573	без всякой	1	1
574	если он	1	1
575	теснейшим образом	1	1
576	очень много	1	1
577	о судьбе	1	1
578	том или	2	1
579	к их	1	1
580	места и	1	1
581	характер этого	1	1
582	относятся к	1	1
583	же но	1	1
584	из тех	1	1
585	практической жизни	1	1
586	и без	1	1
587	с жизнью	1	1
588	произведения на	1	1
589	понятия и	1	1
590	необходимо для	1	1
591	него был	1	1
592	время как	1	1
593	же при	1	1
594	что по	2	1
595	вряд ли	1	1
596	значения и	1	1
597	а именно	2	1
598	или даже	2	1
599	по ее	2	1
600	всем своем	1	1
601	вещи в	2	1
602	это время	1	1
603	типичны для	1	1
604	одновременно и	2	1
605	первоначального замысла	1	1
606	и так	2	1
607	состоит из	1	1
608	на эту	1	1
609	как в	9	1
610	говорят о	1	1
611	а иногда	1	1
612	на одном	7	1
613	по своему	3	1
614	них и	2	1
615	себя и	1	1
616	не имеет	4	1
617	является для	1	1
618	смертью в	1	1
619	образы в	1	1
620	качестве оружия	1	1
621	между собой	2	1
622	почти все	2	1
623	в свете	3	1
624	о котором	5	1
625	первоначальный замысел	1	1
626	это было	4	1
627	не знала	1	1
628	до самых	1	1
629	есть то	2	1
630	с большей	1	1
631	речь идет	1	1
632	образом это	2	1
633	для их	1	1
634	в следующей	7	1
635	и это	6	1
636	пока он	2	1
637	хотя оно	1	1
638	в каждой	2	1
639	а только	2	1
640	в каком	1	1
641	образы его	2	1
642	очень важную	1	1
643	ничего общего	1	1
644	и из	2	1
645	процесса не	1	1
646	что вам	1	1
647	что тот	1	1
648	нам предстоит	1	1
649	что их	2	1
650	проходит как	1	1
651	на другом	2	1
652	форме которую	1	1
653	героя и	1	1
654	распространение в	1	1
655	мысли в	1	1
656	человека а	1	1
657	это явление	2	1
658	этого блаженства	1	1
659	весь роман	2	1
660	для правильного	1	1
661	и сложного	1	1
662	из другого	1	1
663	той или	1	1
664	эти же	1	1
665	или ином	2	1
666	ведь ни	1	1
667	в дальнейшем	3	1
668	жизнь и	3	1
669	важную в	1	1
670	и отсюда	1	1
671	что эти	1	1
672	представляется невозможным	1	1
673	плоть и	1	1
674	нет ничего	1	1
675	бросается в	1	1
676	социальных групп	1	1
677	его и	1	1
678	наконец и	2	1
679	характер этой	1	1
680	признать что	1	1
681	может иметь	2	1
682	осмысления их	1	1
683	на этой	4	1
684	находит свое	2	1
685	о различных	1	1
686	а с	1	1
687	в данном	3	1
688	им образ	2	1
689	в основе	3	1
690	и мира	2	1
691	тем более	1	1
692	несомненно и	1	1
693	оно в	1	1
694	почти с	1	1
695	как целое	1	1
696	же духе	1	1
697	и образа	1	1
698	видим что	2	1
699	этой главы	2	1
700	тех же	2	1
701	себе все	3	1
702	применении к	1	1
703	которой он	2	1
704	и цельного	1	1
705	ночью от	1	1
706	души по	1	1
707	очень часто	5	1
708	они играют	1	1
709	в лучшем	1	1
710	некоторых его	1	1
711	со всех	3	1
712	он был	7	1
713	это как	1	1
714	этому закону	1	1
715	собой в	1	1
716	есть в	9	1
717	конечно не	2	1
718	нет даже	1	1
719	всего этого	3	1
720	в архиве	1	1
721	наконец в	1	1
722	уже в	9	1
723	с образами	6	1
724	лежат в	1	1
725	и кровь	2	1
726	осмыслить и	1	1
727	в послании	1	1
728	отрыве от	2	1
729	системе образов	4	1
730	ряда других	1	1
731	указывает что	1	1
732	ими в	1	1
733	потому что	9	1
734	в свою	3	1
735	и тем	3	1
736	слова и	2	1
737	от всех	3	1
738	если б	2	1
739	в него	4	1
740	оно и	3	1
741	то все	1	1
742	между всеми	2	1
743	подробности в	1	1
744	очень наглядно	1	1
745	но она	1	1
746	только на	2	1
747	если же	1	1
748	типа мы	1	1
749	дошедших до	1	1
750	приводит в	1	1
751	произведения но	1	1
752	для этого	2	1
753	одно и	2	1
754	на его	1	1
755	и если	1	1
756	есть и	4	1
757	и та	1	1
758	вещь в	1	1
759	все те	2	1
760	и что	5	1
761	в каком-то	1	1
762	и миром	3	1
763	дело не	2	1
764	один раз	2	1
765	предисловии к	1	1
766	три с	1	1
767	за пределы	1	1
768	плоти и	1	1
769	но только	2	1
770	заимствовал из	1	1
771	говорит что	2	1
772	подобного рода	1	1
773	в начале	4	1
774	и частного	1	1
775	явлений в	1	1
776	еще в	4	1
777	сомнению что	1	1
778	борьбу и	1	1
779	в сугубо	1	1
780	доходит до	1	1
781	да винчи	1	1
782	за работу	1	1
783	мир а	1	1
784	что еще	2	1
785	этого образа	2	1
786	различных моментов	1	1
787	в истории	3	1
788	деятельность в	1	1
789	этом смысле	1	1
790	что из	1	1
791	этому в	1	1
792	имеет свои	1	1
793	или как	1	1
794	самого начала	1	1
795	каждый из	2	1
796	бы совершенно	1	1
797	в новое	1	1
798	себе в	3	1
799	без труда	2	1
800	свою очередь	3	1
801	и наоборот	1	1
802	и движение	2	1
803	связанных с	5	1
804	в глаза	2	1
805	мы полагаем	1	1
806	себя свою	1	1
807	связанной с	1	1
808	связанными с	1	1
809	к каждому	1	1
810	значение и	1	1
811	и ребенка	1	1
812	имеем в	2	1
813	знает и	1	1
814	этого мира	1	1
815	только наиболее	1	1
816	при этих	1	1
817	его себе	1	1
818	сейчас же	1	1
819	или вообще	1	1
820	и еще	2	1
821	отношение к	3	1
822	как мы	19	1
823	со своими	2	1
824	по главам	1	1
825	которые его	1	1
826	анализа этого	1	1
827	же так	1	1
828	но по	3	1
829	общего с	1	1
830	что во	1	1
831	и борьба	1	1
832	для такого	1	1
833	бы его	2	1
834	заметить что	1	1
835	к ее	1	1
836	образов но	1	1
837	и благодаря	3	1
838	и во	4	1
839	данте и	1	1
840	от которой	1	1
841	что есть	2	1
842	наглядно показывает	1	1
843	мы бы	1	1
844	с мелочей	1	1
845	выражения в	1	1
846	благодаря этому	3	1
847	обратимся к	1	1
848	всех сторон	2	1
849	целого и	2	1
850	новое время	1	1
851	цельного жизненного	1	1
852	разнообразны они	1	1
853	больше того	1	1
854	быть в	1	1
855	сущности и	1	1
856	находится в	2	1
857	уже не	2	1
858	слова в	1	1
859	легенды о	8	1
860	роль играет	3	1
861	и явлениями	2	1
862	человека это	1	1
863	связи со	1	1
864	на этот	1	1
865	жизнью и	2	1
866	и тяжелым	1	1
867	отметим еще	1	1
868	не имели	1	1
869	из очень	1	1
870	происходит в	1	1
871	и других	3	1
872	как будто	1	1
873	здесь не	2	1
874	этот последний	2	1
875	этого индивидуального	1	1
876	о своих	1	1
877	наконец все	1	1
878	их индивидуальность	1	1
879	леонардо да	1	1
880	системы образов	6	1
881	платон в	1	1
882	это в	4	1
883	необходимо учитывать	1	1
884	в ту	3	1
885	связаны с	7	1
886	радости и	1	1
887	но это	3	1
888	приводят нас	1	1
889	эти формы	1	1
890	с ее	3	1
891	полнее всего	1	1
892	из него	1	1
893	и искусство	1	1
894	во времени	2	1
895	в плоть	1	1
896	именно это	1	1
897	в едином	1	1
898	которой мы	1	1
899	не был	2	1
900	дело обстоит	2	1
901	и особенно	3	1
902	он должен	1	1
903	года в	1	1
904	мира его	2	1
905	логической связи	2	1
906	создавать новые	1	1
907	однако от	1	1
908	характерно что	4	1
909	таких же	1	1
910	исключительное значение	1	1
911	некоторые черты	1	1
912	тому же	1	1
913	что на	1	1
914	проявляются в	1	1
915	в заключение	2	1
916	подлежит сомнению	1	1
917	и иметь	1	1
918	образом на	1	1
919	его сознания	1	1
920	мира в	6	1
921	и самый	2	1
922	с целью	1	1
923	приходится однако	1	1
924	имеет ничего	1	1
925	своего развития	1	1
926	грань между	1	1
