N	2gram	Potebnia_M	KulturaY
133	для этого	2	12
134	те же	4	11
135	язык как	7	11
136	должен быть	2	11
137	языка как	6	11
138	в своем	3	11
139	на себе	3	11
140	речи и	11	11
141	он не	4	11
142	в нем	26	11
143	и здесь	1	11
144	должна быть	4	11
145	и то	4	11
146	что язык	18	11
147	еще и	1	11
148	совершенно не	1	11
149	из этих	8	11
150	и если	6	11
151	этом отношении	1	11
152	уже в	5	11
153	слова в	7	11
154	в их	3	11
155	в таких	2	11
156	в какой	2	11
157	в особенности	1	10
158	в первом	5	10
159	в речи	1	10
160	как и	16	10
161	так же	7	10
162	конечно не	1	10
163	к этому	3	10
164	несмотря на	5	10
165	бы в	6	10
166	ту же	1	10
167	этом смысле	4	10
168	в общем	1	10
169	в то	6	10
170	вряд ли	2	10
171	после того	3	10
172	со стороны	11	10
173	в каком	7	10
174	с этим	11	10
175	они не	5	10
176	тем более	2	10
177	того или	1	10
178	тех же	1	10
179	в нашей	2	10
180	тем самым	6	10
181	от того	9	10
182	что слово	5	9
183	в своей	3	9
184	можно сказать	1	9
185	что все	4	9
186	в которой	5	9
187	но для	1	9
188	очевидно что	5	9
189	рядом с	3	9
190	здесь не	2	9
191	мы говорим	3	9
192	и есть	4	9
193	слова как	1	9
194	ни в	2	9
195	не имеет	9	9
196	что мы	11	9
197	не потому	2	9
198	но это	7	9
199	и для	8	9
200	дает нам	2	9
201	то мы	4	9
202	но уже	2	9
203	на то	5	9
204	в целом	3	9
205	в этих	10	8
206	но все	4	8
207	может служить	2	8
208	что они	6	8
209	с одной	7	8
210	это слово	1	8
211	тому же	1	8
212	в таком	7	8
213	тому что	4	8
214	не есть	13	8
215	в чем	6	8
216	в своих	4	8
217	в тех	1	8
218	мы видели	5	8
219	а потому	14	8
220	убедиться что	1	8
221	был бы	1	8
222	заключается в	3	8
223	да и	1	8
224	то и	15	8
225	тех пор	2	8
226	только тогда	7	8
227	слов и	5	8
228	что я	2	8
229	состоит в	1	8
230	с его	3	8
231	независимо от	15	8
232	на самом	2	8
233	литературный язык	1	8
234	и как	11	8
235	об этом	1	8
236	мере в	1	8
237	не говоря	1	8
238	далеко не	4	8
239	и о	3	8
240	же в	7	8
241	само по	6	8
242	что на	9	8
243	же и	1	7
244	следует что	1	7
245	например в	4	7
246	а именно	1	7
247	всякого рода	1	7
248	нам не	2	7
249	в котором	5	7
250	история языка	3	7
251	в одном	13	7
252	свою очередь	8	7
253	была бы	3	7
254	той мере	1	7
255	указать на	1	7
256	на том	2	7
257	внимание на	3	7
258	во внимание	4	7
259	так сказать	5	7
260	столь же	6	7
261	одной стороны	6	7
262	в процессе	1	7
263	и должно	2	7
264	есть язык	1	7
265	с ним	7	7
266	никак не	3	7
267	с ними	2	7
268	в слове	21	7
269	и более	3	7
270	когда мы	4	7
271	в свою	8	7
272	в истории	8	7
273	как например	4	7
274	бы сказать	1	7
275	на этот	2	7
276	языка но	3	7
277	в самой	5	7
278	на письме	1	7
279	все равно	1	7
280	в г	2	7
281	смысле этого	3	7
282	есть в	4	7
283	нисколько не	2	7
284	не все	3	7
285	и потому	7	7
286	п и	1	7
287	том случае	1	7
288	до тех	1	7
289	она не	3	7
290	когда он	1	7
291	только как	5	7
292	что касается	2	7
293	как он	5	7
294	не следует	6	7
295	язык в	8	7
296	были бы	4	6
297	говоря уже	1	6
298	только что	4	6
299	даже в	1	6
300	только для	7	6
301	отличается от	1	6
302	случаи когда	2	6
303	не всегда	2	6
304	уже о	1	6
305	вообще и	2	6
306	языка не	5	6
307	что как	4	6
308	что именно	2	6
309	именно с	1	6
310	по поводу	7	6
311	она есть	3	6
312	истории языка	2	6
313	на язык	7	6
314	мы знаем	2	6
315	в ее	2	6
316	не столько	3	6
317	прежде чем	4	6
318	от этого	2	6
319	могли бы	4	6
320	на этом	3	6
321	должны быть	11	6
322	внутренняя форма	2	6
323	за пределы	4	6
324	однако что	1	6
325	мы называем	4	6
326	главным образом	4	6
327	его к	3	6
328	не на	3	6
329	оно не	4	6
330	если не	5	6
331	этой точки	2	6
332	но только	2	6
333	содержание и	1	6
334	язык это	1	6
335	перед нами	1	6
336	роль в	1	6
337	когда в	3	6
338	что если	7	6
339	же время	4	6
340	в отличие	1	6
341	тем же	4	6
342	же до	1	6
343	литературного языка	1	6
344	грамматических форм	1	6
345	в себе	22	6
346	что оно	5	6
347	мы не	17	6
348	что с	3	6
349	языка это	1	6
350	или в	4	6
351	этого не	2	6
352	то это	8	6
353	если и	3	6
354	как будто	2	6
355	что эти	1	6
356	может иметь	1	6
357	отличие от	1	6
358	не с	2	6
359	говоря о	3	6
360	только то	3	6
361	чтобы не	3	6
362	приводит к	1	6
363	как к	1	6
364	которые в	1	6
365	на себя	1	6
366	нуждается в	2	6
367	говорить и	1	5
368	еще более	2	5
369	формы в	1	5
370	не как	4	5
371	нас в	2	5
372	то не	5	5
373	но что	2	5
374	и даже	4	5
375	более или	6	5
376	в духе	1	5
377	а во-вторых	1	5
378	вопрос этот	1	5
379	нужно будет	4	5
380	и того	6	5
381	на мой	1	5
382	сплошь да	1	5
383	поэзии как	1	5
384	даже и	4	5
385	доказать что	2	5
386	в другом	3	5
387	связь между	2	5
388	превращается в	2	5
389	могло бы	4	5
390	не то	3	5
391	никогда не	7	5
392	к себе	1	5
393	обратить внимание	2	5
394	чем в	2	5
395	как же	1	5
396	я и	1	5
397	же касается	1	5
398	и у	3	5
399	у него	3	5
400	здесь как	1	5
401	но как	4	5
402	слово есть	1	5
403	мой взгляд	1	5
404	да рядом	1	5
405	язык не	5	5
406	так что	23	5
407	всех этих	2	5
408	одного и	6	5
409	по языку	1	5
410	не так	6	5
411	также что	2	5
412	и при	6	5
413	мы в	2	5
414	из того	3	5
415	речи как	1	5
416	в отношении	1	5
417	о котором	4	5
418	то он	2	5
419	уже из	1	5
420	относится к	5	5
421	быть не	7	5
422	и тогда	2	5
423	переход от	2	5
424	но если	4	5
425	только о	2	5
426	на вопрос	3	5
427	не будем	1	5
428	бы на	1	5
429	а это	1	5
430	о нем	1	5
431	и от	5	5
432	мы находим	3	5
433	а на	2	5
434	но с	3	5
435	слово в	2	5
436	язык и	6	5
437	так в	4	5
438	для нашей	1	5
439	или менее	6	5
440	это так	1	5
441	только не	2	5
442	и их	6	5
443	говорим о	1	5
444	мы должны	4	5
445	как не	4	5
446	что можно	3	5
447	отношение к	1	5
448	в каких	1	5
449	и только	6	5
450	в разговоре	2	5
451	вопросом о	2	5
452	есть не	7	5
453	в возможности	1	4
454	мы и	1	4
455	перед собою	2	4
456	языка что	2	4
457	случае мы	1	4
458	одно из	5	4
459	говорить что	1	4
460	как они	1	4
461	зрения на	1	4
462	иначе как	2	4
463	само собою	4	4
464	так например	5	4
465	как только	1	4
466	так называемых	1	4
467	к этой	3	4
468	к другой	1	4
469	такие случаи	1	4
470	мы увидим	3	4
471	и прочих	1	4
472	е о	1	4
473	увидим что	4	4
474	точно так	18	4
475	в различных	1	4
476	есть продукт	1	4
477	этой речи	1	4
478	уже и	2	4
479	до того	2	4
480	всего этого	1	4
481	на те	2	4
482	именно так	2	4
483	быть в	1	4
484	к которому	5	4
485	как я	1	4
486	что даже	2	4
487	не мог	3	4
488	из них	2	4
489	в доказательство	1	4
490	к нему	2	4
491	несколько слов	1	4
492	но еще	1	4
493	аналогии с	1	4
494	значит не	1	4
495	как можно	1	4
496	его в	3	4
497	то она	3	4
498	совершенно ясно	1	4
499	но он	3	4
500	не о	1	4
501	не говорит	1	4
502	будто бы	1	4
503	что за	3	4
504	которое в	1	4
505	между ними	2	4
506	же как	1	4
507	в ряду	6	4
508	о которых	5	4
509	себе и	2	4
510	и это	3	4
511	в смысле	4	4
512	остается в	1	4
513	в каждом	6	4
514	мы можем	10	4
515	эти слова	1	4
516	не дает	2	4
517	или же	7	4
518	если б	7	4
519	если же	5	4
520	в известных	1	4
521	могла бы	5	4
522	что для	5	4
523	есть вместе	3	4
524	и все	6	4
525	и по	8	4
526	наше время	1	4
527	на деле	6	4
528	во втором	6	4
529	языка который	1	4
530	себе представить	8	4
531	то в	6	4
532	которых мы	3	4
533	это уже	1	4
534	сам по	5	4
535	том и	2	4
536	отношения к	2	4
537	уже что	1	4
538	связанные с	3	4
539	я хочу	1	4
540	бы не	11	4
541	который не	1	4
542	в известном	2	4
543	языка так	1	4
544	все они	3	4
545	языка которое	2	4
546	ни на	1	4
547	первом случае	1	4
548	не имеют	7	4
549	не должно	2	4
550	по сравнению	1	4
551	так называемым	1	4
552	в современном	1	4
553	в значении	1	4
554	не понимает	2	4
555	для меня	4	4
556	он есть	3	4
557	что когда	1	4
558	что вообще	2	4
559	мог бы	5	4
560	на который	1	4
561	языка а	3	4
562	однако в	4	4
563	пришлось бы	1	4
564	д и	2	4
565	как нельзя	1	4
566	но на	3	4
567	п а	1	4
568	различие между	2	4
569	о значении	1	4
570	что так	2	4
571	этих слов	1	4
572	указание на	2	4
573	по словам	1	4
574	в виде	1	4
575	что ничего	1	4
576	в стороне	5	4
577	и без	4	4
578	на все	5	4
579	в такой	2	4
580	в условиях	1	4
581	к одному	3	4
582	наука о	1	4
583	с языком	2	4
584	нужно было	3	4
585	но язык	2	4
586	в науке	1	4
587	смысл слова	1	4
588	но дело	2	4
589	сказано выше	1	4
590	на это	2	4
591	одного из	3	4
592	для обозначения	2	4
593	для самого	5	4
594	такой же	4	4
595	только после	2	4
596	не более	4	4
597	ли в	2	4
598	не к	1	4
599	а то	1	4
600	это на	1	3
601	и другие	1	3
602	все что	5	3
603	таковы например	1	3
604	то тем	2	3
605	можно и	1	3
606	над языком	1	3
607	тем как	3	3
608	мысли и	9	3
609	в некоторых	4	3
610	что дело	2	3
611	по мере	10	3
612	отношений в	1	3
613	вопрос об	3	3
614	чтобы в	1	3
615	всего следует	1	3
616	помнить что	6	3
617	из всего	2	3
618	давно уже	2	3
619	в последнем	2	3
620	в собственном	4	3
621	в одно	5	3
622	собою разумеется	1	3
623	по своим	1	3
624	языка то	4	3
625	знаем что	1	3
626	но мы	3	3
627	с гораздо	1	3
628	состоит не	1	3
629	можно считать	2	3
630	и такие	1	3
631	следовало бы	1	3
632	раз и	1	3
633	разумеется и	1	3
634	но даже	2	3
635	этого языка	2	3
636	во многих	5	3
637	говорит что	1	3
638	что речь	2	3
639	себе в	2	3
640	указания на	5	3
641	убедиться в	1	3
642	к ним	3	3
643	на него	6	3
644	от них	2	3
645	в противном	3	3
646	на котором	1	3
647	что дух	2	3
648	как сказано	1	3
649	следует еще	1	3
650	но так	1	3
651	представить себе	3	3
652	бы то	2	3
653	же звук	1	3
654	их содержания	1	3
655	что этого	1	3
656	но слово	2	3
657	в большинстве	1	3
658	от языка	5	3
659	всю свою	1	3
660	в следующем	1	3
661	вкуса и	3	3
662	же значение	1	3
663	есть явление	5	3
664	что его	2	3
665	одним из	2	3
666	быть только	7	3
667	мере того	6	3
668	большею частью	1	3
669	которое и	1	3
670	большинстве случаев	1	3
671	и вместе	5	3
672	и следовательно	4	3
673	в сторону	1	3
674	из одного	3	3
675	под влиянием	10	3
676	в других	6	3
677	именно как	1	3
678	от себя	2	3
679	языке с	1	3
680	к слову	1	3
681	в наше	1	3
682	при отсутствии	1	3
683	так называемую	1	3
684	на нем	1	3
685	который мы	2	3
686	образом если	1	3
687	ни были	3	3
688	а из	1	3
689	то ни	3	3
690	значение и	4	3
691	например не	1	3
692	только с	1	3
693	что есть	3	3
694	стороны говорящего	1	3
695	о его	2	3
696	которое мы	5	3
697	форм в	1	3
698	мы будем	3	3
699	образом в	5	3
700	показывает что	3	3
701	во время	5	3
702	еще одно	1	3
703	лишь по	2	3
704	и сами	3	3
705	меня и	1	3
706	собственном смысле	2	3
707	та же	1	3
708	например что	3	3
709	если в	3	3
710	и дает	1	3
711	ли нужно	1	3
712	что сам	3	3
713	и делает	1	3
714	что нет	2	3
715	что у	2	3
716	и мы	1	3
717	показать что	1	3
718	если это	2	3
719	и действительно	1	3
720	то время	3	3
721	том смысле	7	3
722	форма слова	2	3
723	роли в	1	3
724	том как	6	3
725	свое значение	1	3
726	же есть	2	3
727	а язык	1	3
728	видно уже	1	3
729	его и	1	3
730	со звуками	2	3
731	более чем	1	3
732	не знаю	1	3
733	и уже	6	3
734	не могло	3	3
735	значение для	1	3
736	например для	1	3
737	тогда как	10	3
738	каждый из	1	3
739	действия и	1	3
740	не представляет	1	3
741	будет уже	1	3
742	в данных	1	3
743	что здесь	1	3
744	слово с	2	3
745	без всякого	1	3
746	заметить что	7	3
747	он в	1	3
748	она может	3	3
749	примеров можно	1	3
750	когда и	1	3
751	при котором	3	3
752	форма и	1	3
753	лучше всего	1	3
754	нам и	2	3
755	том же	3	3
756	со словом	4	3
757	так называемое	1	3
758	значении слова	1	3
759	а что	1	3
760	именно к	1	3
761	в более	4	3
762	мы могли	1	3
763	следовательно и	2	3
764	языка можно	3	3
765	смысле что	2	3
766	для него	13	3
767	не для	2	3
768	в устах	1	3
769	в основании	3	3
770	из своих	2	3
771	с их	1	3
772	таком случае	4	3
773	слова не	2	3
774	есть уже	4	3
775	как именно	3	3
776	и непосредственно	2	3
777	слова но	4	3
778	за этим	1	3
779	же такое	1	3
780	этом что	1	3
781	между собою	10	3
782	сама по	4	3
783	от слова	4	3
784	приходим к	1	3
785	этой цели	3	3
786	или даже	3	3
787	противном случае	3	3
788	на его	1	3
789	с первого	1	3
790	на них	1	3
791	как формы	1	3
792	относительно языка	1	3
793	предположить что	1	3
794	и эти	1	3
795	что от	1	3
796	а как	3	3
797	случае если	1	3
798	что новые	1	3
799	не по	4	3
800	и может	5	3
801	но она	3	3
802	же что	2	3
803	в начале	2	3
804	признать что	1	3
805	можно убедиться	1	3
806	значение слова	2	3
807	а скорее	2	3
808	возможна и	1	3
809	это дает	1	3
810	с таким	3	3
811	языка с	6	3
812	с общим	3	3
813	таким же	3	3
814	иное как	2	3
815	более того	1	3
816	грамматикой и	1	2
817	с которыми	3	2
818	во всем	5	2
819	имеют уже	1	2
820	они имеют	1	2
821	от него	8	2
822	только из	3	2
823	есть наука	4	2
824	чтобы дать	1	2
825	язык а	1	2
826	языке и	2	2
827	по тому	1	2
828	которые не	5	2
829	ровно ничего	1	2
830	тем для	1	2
831	без исключения	1	2
832	дело с	2	2
833	в применении	3	2
834	смысле и	1	2
835	из всех	1	2
836	в разных	2	2
837	или нет	3	2
838	связи и	1	2
839	есть средство	2	2
840	втором случае	1	2
841	и об	1	2
842	не годится	1	2
843	касается до	3	2
844	его от	2	2
845	нами в	2	2
846	можно видеть	1	2
847	и такое	2	2
848	есть дело	2	2
849	это определение	2	2
850	он имеет	1	2
851	время как	2	2
852	значения в	1	2
853	всегда остается	1	2
854	ведет к	1	2
855	в жизни	5	2
856	имеет место	4	2
857	я сказал	1	2
858	к самому	1	2
859	приходит в	1	2
860	выражения и	1	2
861	этот закон	1	2
862	на известной	1	2
863	и слово	2	2
864	в язык	1	2
865	начнем с	4	2
866	а вместе	7	2
867	не язык	1	2
868	известно что	3	2
869	одно время	3	2
870	понятно что	1	2
871	во все	2	2
872	было в	1	2
873	в действительности	6	2
874	что этот	1	2
875	по его	7	2
876	применении к	3	2
877	какое именно	2	2
878	имеет в	1	2
879	не должен	1	2
880	бы из	1	2
881	но эти	4	2
882	с такой	1	2
883	одной и	4	2
884	языком а	1	2
885	об отношении	3	2
886	между отдельными	1	2
887	таким путем	4	2
888	более сложных	1	2
889	такое значение	1	2
890	языка хотя	1	2
891	как оно	2	2
892	любви к	1	2
893	чтобы показать	2	2
894	видно что	2	2
895	могут и	1	2
896	над словом	1	2
897	только смысле	1	2
898	известным образом	2	2
899	которого они	1	2
900	есть действительно	1	2
901	пользоваться языком	1	2
902	языке можно	1	2
903	можно понимать	1	2
904	находится в	2	2
905	с этими	1	2
906	а так	4	2
907	примыкают к	1	2
908	из понятий	1	2
909	одна из	4	2
910	языка уже	1	2
911	мы тем	1	2
912	бы так	1	2
913	что само	4	2
914	а следовательно	1	2
915	понятие о	2	2
916	уже по	2	2
917	и богатство	1	2
918	едва ли	1	2
919	смысле как	1	2
920	звуков и	5	2
921	быть с	1	2
922	здесь из	1	2
923	то вопрос	1	2
924	например язык	1	2
925	то оно	3	2
926	что иное	2	2
927	явление не	3	2
928	под конец	1	2
929	никакими средствами	1	2
930	в состоянии	5	2
931	смысле в	5	2
932	быть заменено	1	2
933	не теряет	1	2
934	объяснение в	1	2
935	ни было	4	2
936	значение которое	1	2
937	сказали бы	1	2
938	с другими	3	2
939	бы что	2	2
940	так не	1	2
941	лежит в	1	2
942	на память	2	2
943	говорит он	4	2
944	нужно иметь	1	2
945	они значат	1	2
946	ее от	1	2
947	и говорит	1	2
948	что история	1	2
949	он говорит	1	2
950	дано в	1	2
951	бы вполне	1	2
952	оно совершается	1	2
953	и язык	12	2
954	себе не	3	2
955	человек в	1	2
956	из чего	1	2
957	одном из	3	2
958	место и	1	2
959	в сочетаниях	1	2
960	а действительно	1	2
961	его жизни	1	2
962	нужно еще	1	2
963	в себя	2	2
964	так язык	2	2
965	язык к	1	2
966	то именно	1	2
967	оставляя в	1	2
968	слово как	2	2
969	и чего	1	2
970	с формами	1	2
971	можно смотреть	1	2
972	но можно	1	2
973	их не	2	2
974	слова то	2	2
975	спросим себя	1	2
976	языка поэтому	1	2
977	это как	1	2
978	предполагает что	1	2
979	мысль и	1	2
980	очень часто	1	2
981	форма а	1	2
982	но тогда	3	2
983	с какой	1	2
984	к новым	2	2
985	содержание это	1	2
986	не будет	2	2
987	без особого	1	2
988	ничего нового	1	2
989	это или	1	2
990	и тот	1	2
991	уже потому	1	2
992	тем и	1	2
993	так потому	1	2
994	языка к	2	2
995	для самой	1	2
996	здесь только	1	2
997	совершенно справедливо	2	2
998	того кто	2	2
999	а тем	1	2
1000	на некоторые	1	2
1001	ко времени	1	2
1002	равно как	1	2
1003	между словом	1	2
1004	это потому	1	2
1005	слова из	1	2
1006	общего с	3	2
1007	его как	1	2
1008	звуков языка	1	2
1009	внимание и	1	2
1010	но есть	1	2
1011	и др	1	2
1012	что только	1	2
1013	что без	2	2
1014	знание этого	1	2
1015	для чего	1	2
1016	себе как	1	2
1017	язык на	1	2
1018	из основных	2	2
1019	язык для	1	2
1020	доказывает что	3	2
1021	к сожалению	1	2
1022	а теперь	1	2
1023	само слово	2	2
1024	отдельных звуков	1	2
1025	как с	1	2
1026	что многие	2	2
1027	предметы и	1	2
1028	переходит в	2	2
1029	вместе со	3	2
1030	же образом	1	2
1031	от нас	3	2
1032	язык вообще	3	2
1033	поэтому в	1	2
1034	задолго до	1	2
1035	для них	2	2
1036	первых порах	1	2
1037	от другого	3	2
1038	не могла	2	2
1039	связанная с	1	2
1040	слова мы	3	2
1041	связной речи	1	2
1042	должен был	1	2
1043	от их	4	2
1044	поэтому и	1	2
1045	сами по	8	2
1046	языка из	1	2
1047	во что	1	2
1048	отличаются от	1	2
1049	всегда в	1	2
1050	он будет	1	2
1051	как история	1	2
1052	значении этого	1	2
1053	есть нечто	7	2
1054	и вопрос	3	2
1055	воздуха и	1	2
1056	и так	1	2
1057	состоит из	1	2
1058	и просто	1	2
1059	никто не	3	2
1060	из языка	1	2
1061	сравнению с	1	2
1062	как индивидуальная	1	2
1063	которого не	1	2
1064	которая не	1	2
1065	к другому	2	2
1066	ничего общего	3	2
1067	смысле это	1	2
1068	это самое	2	2
1069	в словах	6	2
1070	может уже	1	2
1071	самое это	1	2
1072	этот процесс	1	2
1073	звука с	1	2
1074	думать что	6	2
1075	но оно	3	2
1076	очевидно и	1	2
1077	где нет	1	2
1078	быть совершенно	1	2
1079	в круг	1	2
1080	к отдельным	1	2
1081	еще на	1	2
1082	что самое	2	2
1083	один только	1	2
1084	это все	1	2
1085	рассматривать как	1	2
1086	с а	4	2
1087	и теперь	1	2
1088	для нее	4	2
1089	отношении к	1	2
1090	смысл в	1	2
1091	вслед за	2	2
1092	слова с	2	2
1093	и до	1	2
1094	друг от	3	2
1095	на первых	1	2
1096	в обществе	3	2
1097	и той	4	2
1098	имеем в	1	2
1099	на которые	1	2
1100	видели выше	1	2
1101	и там	1	2
1102	все в	2	2
1103	образом то	1	2
1104	начиная с	2	2
1105	звуков в	3	2
1106	в глазах	4	2
1107	не знаем	2	2
1108	всякий раз	1	2
1109	на значение	1	2
1110	иностранные слова	1	2
1111	не из	3	2
1112	уже при	1	2
1113	грамматика не	1	2
1114	быть без	1	2
1115	друг другу	4	2
1116	нам только	1	2
1117	он должен	2	2
1118	деле не	1	2
1119	слова так	3	2
1120	разумеется только	1	2
1121	мысли а	2	2
1122	ответ на	2	2
1123	можно себе	2	2
1124	всего можно	1	2
1125	ничем не	2	2
1126	языка остается	1	2
1127	внутреннюю форму	3	2
1128	исторической жизни	1	2
1129	зависит от	6	2
1130	слово а	2	2
1131	себе они	1	2
1132	от которого	2	2
1133	для всего	1	2
1134	ее в	1	2
1135	где он	2	2
1136	мы легко	2	2
1137	на которой	1	2
1138	сознания и	2	2
1139	лицом к	1	2
1140	же не	2	2
1141	представлять себе	1	2
1142	слова а	3	2
1143	по этому	2	2
1144	от друга	3	2
1145	отказаться от	1	2
1146	по моему	1	2
1147	когда оно	1	2
1148	то к	1	2
1149	речи это	1	2
1150	нас только	1	2
1151	дело в	3	2
1152	на такие	2	2
1153	разве в	2	2
1154	отрицать что	1	2
1155	язык может	2	2
1156	же будет	1	2
1157	нас к	1	2
1158	не языка	1	2
1159	с течением	1	2
1160	возможно и	1	2
1161	для примера	1	2
1162	и понимания	10	2
1163	перейти к	3	2
1164	один и	1	2
1165	такой смысл	1	2
1166	все слова	2	2
1167	это было	3	2
1168	не что	2	2
1169	для которого	1	2
1170	бы совершенно	1	2
1171	что законы	1	2
1172	уже за	1	2
1173	в одной	2	2
1174	и вообще	5	2
1175	этой системы	1	2
1176	как слово	1	2
1177	и основные	1	2
1178	которая как	1	2
1179	показать в	2	2
1180	когда есть	1	2
1181	разница между	5	2
1182	и живой	1	2
1183	только к	1	2
1184	же с	8	2
1185	не значат	1	2
1186	связанных с	1	2
1187	эти последние	3	2
1188	каждом из	1	2
1189	выражением мысли	1	2
1190	в основных	1	2
1191	могут служить	1	2
1192	в самых	2	2
1193	есть одна	1	2
1194	языке в	2	2
1195	тому как	8	2
1196	в теории	2	2
1197	что нужно	1	2
1198	такая замена	1	2
1199	выйти за	1	2
1200	наоборот в	1	2
1201	выражения мысли	1	2
1202	отношений между	5	2
1203	каждый раз	5	2
1204	явлений в	3	2
1205	например и	1	2
1206	даже при	3	2
1207	одного слова	1	2
1208	которую я	1	2
1209	и всякая	1	2
1210	которой мы	3	2
1211	д не	1	2
1212	собственно говоря	2	2
1213	указывает на	2	2
1214	от мысли	2	2
1215	в ходе	1	2
1216	сказать в	1	2
1217	даже для	1	2
1218	речь и	2	2
1219	как увидим	4	2
1220	жизни и	3	2
1221	без сомнения	6	2
1222	и прежде	1	2
1223	можно будет	1	2
1224	тех которые	1	2
1225	все более	3	2
1226	может и	1	2
1227	не можем	5	2
1228	языке есть	4	2
1229	такой взгляд	2	1
1230	в ком	1	1
1231	они указывают	1	1
1232	незапамятных времен	1	1
1233	форма но	1	1
1234	что один	1	1
1235	степень его	1	1
1236	что видно	1	1
1237	создать его	1	1
1238	языком но	2	1
1239	несомненно что	2	1
1240	с жаворонком	1	1
1241	становится возможным	1	1
1242	к другу	1	1
1243	человеческой жизни	1	1
1244	что всегда	1	1
1245	народа и	2	1
1246	в каждую	2	1
1247	на эти	1	1
1248	что природа	2	1
1249	основное понятие	2	1
1250	может в	1	1
1251	самого себя	4	1
1252	языка тогда	1	1
1253	произвола как	1	1
1254	с логикой	3	1
1255	будто на	1	1
1256	каком основании	1	1
1257	фактам но	1	1
1258	отношения конечно	1	1
1259	например после	1	1
1260	язык образованного	1	1
1261	некоторое знание	1	1
1262	колебание воздуха	1	1
1263	столетия и	1	1
1264	заключение в	2	1
1265	см выше	1	1
1266	звук в	2	1
1267	связанных между	1	1
1268	нет ли	1	1
1269	время его	1	1
1270	это значит	1	1
1271	развития языка	1	1
1272	нужен для	2	1
1273	ни стало	1	1
1274	является в	1	1
1275	не зависит	1	1
1276	но тем	6	1
1277	какой бы	1	1
1278	или быть	1	1
1279	на другую	1	1
1280	примеров в	1	1
1281	в слоге	1	1
1282	столом но	1	1
1283	например с	2	1
1284	языком который	1	1
1285	это легко	1	1
1286	на известное	2	1
1287	несправедливо будто	1	1
1288	понятий в	3	1
1289	и которые	3	1
1290	и действуют	1	1
1291	же эти	1	1
1292	и самое	3	1
1293	предмет лингвистики	1	1
1294	этой последней	2	1
1295	связь с	2	1
1296	полной силе	1	1
1297	вопрос на	1	1
1298	это должно	1	1
1299	ни одна	2	1
1300	и сам	1	1
1301	можно предположить	1	1
1302	значения но	1	1
1303	и опять	1	1
1304	каким образом	3	1
1305	нам это	1	1
1306	на свою	1	1
1307	в некотором	2	1
1308	за ним	2	1
1309	слона не	1	1
1310	при новом	1	1
1311	к более	1	1
1312	к другим	3	1
1313	языков с	1	1
1314	принимаем за	1	1
1315	можно объяснить	1	1
1316	большинство их	1	1
1317	если он	1	1
