N	2gram	Tiupa_Hudo	Komedia
412	с которым	1	4
413	образом в	1	4
414	из этого	1	4
415	не случайно	14	4
416	к сожалению	1	4
417	как теперь	1	4
418	не позволяет	1	4
419	когда в	4	4
420	что после	1	4
421	так называемых	1	4
422	не на	1	4
423	стороны и	1	4
424	художественного мышления	8	4
425	бы не	3	4
426	нет ничего	4	4
427	что мы	1	4
428	то и	5	4
429	фрагмент из	1	4
430	наконец в	2	4
431	в поисках	1	4
432	впрочем и	4	4
433	каждый из	1	4
434	что же	4	4
435	и там	1	4
436	ли можно	1	4
437	же ты	1	4
438	в трагедии	1	4
439	по мнению	6	4
440	ничем не	3	4
441	хотя в	1	4
442	второй половине	2	4
443	и другие	5	4
444	видеть в	1	4
445	чем же	2	4
446	все равно	2	4
447	в свои	2	4
448	а то	2	4
449	времени и	2	4
450	по его	4	4
451	или менее	1	4
452	за его	1	4
453	такой же	3	4
454	в поле	1	4
455	мог бы	1	4
456	не следует	2	4
457	в пределах	4	4
458	далеко не	1	4
459	чтобы не	3	4
460	у нее	10	4
461	на кого	2	4
462	бы он	1	4
463	того времени	1	4
464	все более	1	4
465	нуждается в	2	4
466	отца не	1	4
467	в основе	3	4
468	от него	3	3
469	всего это	1	3
470	исходя из	1	3
471	к этой	4	3
472	в финале	5	3
473	а у	1	3
474	за собой	1	3
475	по свидетельству	1	3
476	по себе	3	3
477	более или	1	3
478	конечном счете	4	3
479	похож на	1	3
480	в соответствии	1	3
481	настаивает на	1	3
482	только для	4	3
483	за ней	2	3
484	когда бы	1	3
485	при всей	3	3
486	о любви	1	3
487	видно что	3	3
488	в любом	1	3
489	все к	1	3
490	человека не	3	3
491	с негодованием	1	3
492	из жизни	2	3
493	больше не	3	3
494	этой связи	5	3
495	только на	6	3
496	на пути	1	3
497	и когда	4	3
498	приходит к	3	3
499	людей и	1	3
500	и внутренней	3	3
501	же его	1	3
502	от своего	2	3
503	путь к	2	3
504	ни одного	1	3
505	из наиболее	1	3
506	как на	2	3
507	которого они	1	3
508	ней и	1	3
509	по случаю	1	3
510	в споре	1	3
511	соответствии с	2	3
512	в нашем	2	3
513	находится в	1	3
514	же она	1	3
515	при виде	1	3
516	что именно	1	3
517	речь о	1	3
518	человеку и	1	3
519	друг с	1	3
520	о ней	1	3
521	этих двух	2	3
522	теперь же	4	3
523	с другом	1	3
524	и за	1	3
525	для своего	2	3
526	в герое	1	3
527	для них	1	3
528	противоречие между	3	3
529	и притом	1	3
530	мне на	1	3
531	отношения к	1	3
532	в таком	3	3
533	по ее	2	3
534	от этого	2	3
535	а его	3	3
536	на себе	3	3
537	внешней и	1	3
538	а с	5	3
539	того в	1	3
540	всего лишь	7	3
541	своего времени	3	3
542	на базаре	1	3
543	следует признать	1	3
544	не раз	2	3
545	могла бы	2	3
546	нельзя не	1	3
547	он в	2	3
548	не один	1	3
549	действующего лица	2	3
550	мы помним	1	3
551	в один	1	3
552	на рубеже	1	3
553	на месте	2	3
554	не делает	1	3
555	сообщения о	1	3
556	целого ряда	1	3
557	его с	1	3
558	для себя	9	3
559	представляют собой	2	3
560	и из	1	3
561	о которой	3	3
562	мы в	1	3
563	интерес к	5	3
564	не могут	1	3
565	не мешает	1	3
566	не более	3	3
567	и одновременно	1	3
568	судить по	1	3
569	как о	3	3
570	с ними	3	3
571	друг от	2	3
572	его и	2	3
573	совершенно не	1	3
574	и более	2	3
575	ни у	1	3
576	под видом	1	3
577	мешает ему	1	3
578	относится к	1	3
579	в город	2	3
580	и уже	3	3
581	чем не	2	3
582	к людям	2	3
583	было и	1	3
584	к своим	2	3
585	состоит в	8	3
586	не совсем	1	3
587	на две	1	3
588	принадлежит к	2	3
589	см т	2	3
590	собственного дома	1	3
591	за пределами	1	3
592	том же	1	3
593	казалось бы	12	3
594	в самой	2	3
595	они были	2	3
596	как к	4	3
597	которым он	1	3
598	ему в	3	3
599	ее на	3	3
600	сам он	3	3
601	бы на	2	3
602	не являются	1	3
603	такое же	1	3
604	своему происхождению	1	3
605	в виде	2	3
606	однако не	1	3
607	песни в	1	3
608	от друга	2	3
609	и эта	3	3
610	как впрочем	1	3
611	сведения о	1	3
612	с той	2	3
613	является не	1	3
614	высшей степени	2	3
615	один и	2	3
616	нисколько не	1	3
617	полагать что	1	3
618	в каждой	2	3
619	и таким	1	3
620	в одной	3	3
621	на них	2	3
622	жизнь и	2	3
623	и потому	3	3
624	сам не	2	3
625	а как	2	3
626	она не	6	3
627	но при	3	3
628	в отношениях	1	3
629	только как	1	3
630	не с	2	3
631	таким же	1	3
632	стало быть	1	3
633	на всю	1	3
634	в рамках	2	3
635	числе и	1	3
636	иначе в	1	3
637	они не	2	3
638	будто бы	6	3
639	и самого	1	3
640	в театре	4	3
641	в высшей	1	3
642	в голову	3	3
643	в античной	1	3
644	все еще	3	3
645	это в	4	3
646	ли в	2	3
647	становится в	1	3
648	в лице	3	3
649	пути к	1	3
650	вплоть до	1	3
651	в центре	4	2
652	в душе	6	2
653	в настоящем	2	2
654	еще раз	2	2
655	уж не	1	2
656	же и	3	2
657	о будущем	1	2
658	реальной жизни	1	2
659	на своей	1	2
660	женщин и	1	2
661	за последние	1	2
662	говорит о	4	2
663	не как	3	2
664	с утра	1	2
665	точно так	1	2
666	одному из	1	2
667	остановиться на	1	2
668	у ее	1	2
669	исторического лица	1	2
670	ей в	1	2
671	а напротив	1	2
672	встречается в	1	2
673	явно не	2	2
674	на которых	1	2
675	даже для	1	2
676	ни одна	2	2
677	жизнь в	3	2
678	как об	1	2
679	на земле	2	2
680	зрения на	2	2
681	к которой	1	2
682	из всего	1	2
683	превращается в	6	2
684	в ноги	1	2
685	разговоре с	2	2
686	приходит в	2	2
687	в речах	1	2
688	друга и	1	2
689	поскольку он	1	2
690	от своей	1	2
691	перед собой	2	2
692	как только	3	2
693	с мужем	2	2
694	на первый	1	2
695	начнем с	2	2
696	себя от	1	2
697	обращение к	2	2
698	как ее	1	2
699	в жизнь	1	2
700	не могли	1	2
701	можно считать	1	2
702	следовало бы	1	2
703	перед его	1	2
704	которой он	2	2
705	отсюда и	2	2
706	она могла	1	2
707	была поставлена	1	2
708	в этот	1	2
709	об отношении	1	2
710	но они	1	2
711	до вечера	2	2
712	в ранних	1	2
713	для которого	1	2
714	второй половины	1	2
715	то чтобы	2	2
716	вернуться к	1	2
717	такая же	2	2
718	как от	2	2
719	его присутствии	1	2
720	что все	3	2
721	еще одна	3	2
722	обращаются к	1	2
723	от себя	3	2
724	что даже	2	2
725	чувства в	2	2
726	каким был	1	2
727	к ее	1	2
728	чем это	1	2
729	о первой	1	2
730	то в	6	2
731	эти люди	2	2
732	она и	1	2
733	хочет быть	1	2
734	жизни так	4	2
735	первом случае	2	2
736	становится источником	1	2
737	но еще	3	2
738	ним в	1	2
739	не владеет	1	2
740	и сама	3	2
741	в тот	3	2
742	с другими	2	2
743	как ей	1	2
744	к жизни	6	2
745	как можно	1	2
746	этого человека	2	2
747	г а	1	2
748	отношения между	2	2
749	не была	3	2
750	в конечном	5	2
751	это касается	1	2
752	к отцу	1	2
753	как по	2	2
754	сказал что	1	2
755	этим и	1	2
756	поражение в	1	2
757	было ясно	2	2
758	я и	7	2
759	подобно тому	4	2
760	и она	2	2
761	между прочим	1	2
762	рядом с	5	2
763	и жизнь	1	2
764	его жизни	6	2
765	представляется нам	3	2
766	же касается	2	2
767	здесь ни	1	2
768	в смысле	1	2
769	человека а	2	2
770	а для	1	2
771	свой дом	1	2
772	а потом	1	2
773	я на	1	2
774	со всей	2	2
775	выступает в	2	2
776	в уста	1	2
777	его творчестве	1	2
778	это были	2	2
779	однако и	5	2
780	с матерью	2	2
781	для сестры	1	2
782	в лучшем	1	2
783	мы уже	7	2
784	своего героя	1	2
785	эти слова	3	2
786	кого ты	1	2
787	совсем не	1	2
788	рассказывает как	1	2
789	не испытывал	1	2
790	п не	1	2
791	является его	1	2
792	на свой	3	2
793	в детстве	1	2
794	если же	1	2
795	реакции на	1	2
796	и та	1	2
797	для человека	1	2
798	начинается с	2	2
799	себя на	1	2
800	не обманывает	1	2
801	где в	2	2
802	у вас	3	2
803	была не	1	2
804	на стороне	2	2
805	утра до	1	2
806	не имеющей	1	2
807	с такими	2	2
808	себя их	1	2
809	общего с	1	2
810	бы его	1	2
811	найти в	1	2
812	это делает	1	2
813	и ты	2	2
814	теми же	1	2
815	в общем	1	2
816	ней в	1	2
817	внутренний мир	1	2
818	ты меня	1	2
819	ухода из	1	2
820	с ее	7	2
821	гораздо более	1	2
822	означает что	1	2
823	из этой	1	2
824	меня и	1	2
825	не будет	1	2
826	образом и	1	2
827	да не	2	2
828	живет в	2	2
829	которых мы	1	2
830	в жизни	9	2
831	с такой	3	2
832	теперь в	1	2
833	это уже	2	2
834	вспомнить что	1	2
835	никак не	3	2
836	умер и	1	2
837	сводится к	7	2
838	этой точки	1	2
839	не знающего	1	2
840	если говорить	3	2
841	иначе как	1	2
842	этом смысле	1	2
843	и такая	1	2
844	молодым человеком	1	2
845	не означает	2	2
846	и так	3	2
847	жизни в	12	2
848	себя и	4	2
849	ли он	1	2
850	о котором	2	2
851	именно поэтому	1	2
852	в известном	1	2
853	пока он	1	2
854	к другому	5	2
855	перед нами	13	2
856	из области	1	2
857	речь в	2	2
858	в положении	1	2
859	их самих	1	2
860	и содержит	1	2
861	первой из	2	2
862	это только	1	2
863	быть не	1	2
864	и любовь	1	2
865	современной ему	1	2
866	слова и	1	2
867	именно на	2	2
868	в которую	1	2
869	отношении к	1	2
870	на примере	2	2
871	и до	1	2
872	как например	2	2
873	известной степени	1	2
874	между людьми	1	2
875	под угрозой	1	2
876	как человека	1	2
877	нем не	1	2
878	ее не	1	2
879	он бы	1	2
880	лучше всего	1	2
881	не знаем	2	2
882	который по	1	2
883	во втором	2	2
884	здесь не	2	2
885	со словом	1	2
886	в произведениях	2	2
887	но это	2	2
888	только потому	2	2
889	во времени	2	2
890	не будучи	1	2
891	видит себя	4	2
892	именно к	1	2
893	дает нам	1	2
894	этом случае	1	2
895	одних и	2	2
896	в свое	1	2
897	в любви	2	2
898	пока что	1	2
899	берет на	1	2
900	своей любви	1	2
901	же становится	1	2
902	это был	1	2
903	вкладывает в	1	2
904	еще и	2	2
905	для него	15	2
906	не для	1	2
907	я теперь	2	2
908	того что	5	2
909	в литературе	3	2
910	о нем	4	2
911	видя в	1	2
912	знаю что	1	2
913	в полном	2	2
914	бы и	2	2
915	была бы	3	2
916	формы и	1	2
917	течение всей	1	2
918	а о	2	2
919	этого не	1	2
920	это еще	1	2
921	места в	1	2
922	и тому	1	2
923	этом что	1	2
924	в стороне	1	2
925	как она	3	2
926	все эти	4	2
927	эти две	1	2
928	а их	1	2
929	на душе	1	2
930	при таком	1	2
931	на фоне	5	2
932	в еще	1	2
933	и людей	1	2
934	не стал	2	2
935	не принимает	1	2
936	в сцене	1	2
937	особенно в	3	2
938	не все	2	2
939	предстает в	1	2
940	в форме	2	2
941	достаточно вспомнить	1	2
942	его к	1	2
943	без конца	1	2
944	на свете	2	2
945	к одному	1	2
946	порядочного человека	1	2
947	о месте	1	2
948	и тех	3	2
949	же из	2	2
950	и только	2	2
951	как же	1	2
952	в самых	1	2
953	характера в	4	2
954	как уже	3	2
955	тому как	4	2
956	мы узнаем	5	2
957	дело не	2	2
958	при необходимости	1	2
959	имеет в	1	2
960	он однако	1	2
961	свою жизнь	1	2
962	же что	1	2
963	на три	1	2
964	это была	2	2
965	встреча с	1	2
966	у кого	1	2
967	вторая половина	2	2
968	тем самым	2	2
969	ему было	1	2
970	человека с	1	2
971	человека и	4	2
972	самую суть	1	2
973	молодой женщины	2	2
974	молодые люди	1	2
975	могло быть	1	2
976	социальной позиции	1	2
977	со своими	1	2
978	сказать в	1	2
979	т и	1	2
980	во времена	1	2
981	в совершенном	1	2
982	себе не	1	2
983	г как	1	2
984	в новой	1	2
985	ни был	1	2
986	сам а	1	2
987	три года	1	2
988	в далеком	1	2
989	этот тезис	1	1
990	которым было	1	1
991	это на	1	1
992	с братом	1	1
993	никаких следов	1	1
994	пределах одного	1	1
995	был и	1	1
996	о широкой	1	1
997	становится возможным	1	1
998	оно все	1	1
999	с произведениями	1	1
1000	которая была	2	1
1001	можно говорить	1	1
1002	существенное различие	1	1
1003	речь всегда	1	1
1004	затем к	1	1
1005	этого персонажа	1	1
1006	в момент	1	1
1007	уходит из	1	1
1008	в такое	1	1
1009	я этого	1	1
1010	свете кроме	1	1
1011	отношениях к	1	1
1012	собственный дом	2	1
1013	эта новая	1	1
1014	они уже	1	1
1015	дом на	1	1
1016	в разных	1	1
1017	она уже	1	1
1018	воспоминания о	1	1
1019	одно это	2	1
1020	здесь без	1	1
1021	у его	2	1
1022	человек есть	1	1
1023	не вызывает	2	1
1024	ее поведение	1	1
1025	единственное что	1	1
1026	и ему	5	1
1027	что человек	1	1
1028	и таких	1	1
1029	время не	1	1
1030	восходящая к	1	1
1031	бы найти	1	1
1032	в различных	1	1
1033	ли ему	1	1
1034	к жанру	1	1
1035	из ее	1	1
1036	возможным не	1	1
1037	ни слова	1	1
1038	в рамки	1	1
1039	как было	2	1
1040	на смену	2	1
1041	из облаков	1	1
1042	трагедия скажем	1	1
1043	стороне от	1	1
1044	без любви	1	1
1045	получил в	1	1
1046	только когда	1	1
1047	равнодушной к	1	1
1048	и молодому	1	1
1049	ненависти и	1	1
1050	мысль о	2	1
1051	его произведений	1	1
1052	уже на	1	1
1053	было очень	1	1
1054	см в	1	1
1055	места и	1	1
1056	стороны в	1	1
1057	с не	1	1
1058	отставной солдат	1	1
1059	я могу	1	1
1060	в последнем	1	1
1061	практически ничего	1	1
1062	в главном	1	1
1063	характер человека	2	1
1064	как таковой	1	1
1065	а именно	1	1
1066	известно не	1	1
1067	даже до	1	1
1068	собой не	1	1
1069	их за	1	1
1070	на некоторую	1	1
1071	с досадой	1	1
1072	отрекается от	1	1
1073	один ряд	1	1
1074	но у	2	1
1075	отличается от	1	1
1076	по своим	2	1
1077	же после	1	1
1078	которым можно	2	1
1079	способом существования	1	1
1080	характерную для	1	1
1081	не думал	1	1
1082	не его	1	1
1083	как обычно	1	1
1084	но мы	2	1
1085	и стал	2	1
1086	в лицо	1	1
1087	только теперь	1	1
1088	жизни к	1	1
1089	жизнь была	2	1
1090	первый взгляд	1	1
1091	теперь он	2	1
1092	ответить на	2	1
1093	на человека	2	1
1094	на этой	1	1
1095	в данном	3	1
1096	всю его	1	1
1097	находит в	1	1
1098	коренится в	1	1
1099	и ушел	2	1
1100	она же	1	1
1101	молодом человеке	1	1
1102	и такие	1	1
1103	себя то	1	1
1104	под которым	1	1
1105	своей природе	2	1
1106	жизни эта	2	1
1107	действительности как	1	1
1108	упоминание о	2	1
1109	чем я	1	1
1110	входит в	1	1
1111	литературного творчества	3	1
1112	внешних признаков	1	1
1113	и своим	1	1
1114	попутно что	1	1
1115	и другой	1	1
1116	по традиции	1	1
1117	которыми он	1	1
1118	героя в	2	1
1119	из их	1	1
1120	котором по	1	1
1121	для нее	6	1
1122	узнаем о	2	1
1123	системы персонажей	1	1
1124	комизма и	1	1
1125	объект своей	2	1
1126	которым в	2	1
1127	склонный к	1	1
1128	о них	4	1
1129	борьбе с	1	1
1130	нечто такое	1	1
1131	времени или	1	1
1132	а между	4	1
1133	значительной степени	3	1
1134	здесь прежде	1	1
1135	случайно именно	1	1
1136	мы узнаём	1	1
1137	жизни он	2	1
1138	в мы	1	1
1139	стал бы	1	1
1140	было сказано	1	1
1141	своей жизнью	1	1
1142	и остается	2	1
1143	но ни	1	1
1144	казалось что	6	1
1145	настоящее время	1	1
1146	с именем	1	1
1147	своего жизненного	1	1
1148	а вот	2	1
1149	заметить что	2	1
1150	семейных отношений	1	1
1151	жизни еще	2	1
1152	ее как	1	1
1153	в контексте	2	1
1154	на пороге	2	1
1155	именно так	2	1
1156	следующим образом	3	1
1157	за него	2	1
1158	объяснение в	1	1
1159	есть по	1	1
1160	без того	1	1
1161	ориентации на	2	1
1162	глубины и	1	1
1163	не умеет	3	1
1164	угол зрения	3	1
1165	в данной	2	1
1166	исходит из	1	1
1167	вызывает сомнений	2	1
1168	лермонтова не	1	1
1169	в атмосфере	1	1
1170	воли и	1	1
1171	в текст	1	1
1172	вероятно уже	1	1
1173	именно с	1	1
1174	этот момент	3	1
1175	не получает	1	1
1176	узнает что	1	1
1177	ушел в	1	1
1178	и чувства	2	1
1179	и две	1	1
1180	есть человек	1	1
1181	имели бы	1	1
1182	были бы	1	1
1183	в системе	2	1
1184	так у	1	1
1185	не представляется	2	1
1186	не просто	1	1
1187	но так	1	1
1188	то о	2	1
1189	внутреннего мира	2	1
1190	характер ее	2	1
1191	и неизвестно	1	1
1192	читателю то	1	1
1193	что хорошо	1	1
1194	образе и	1	1
1195	в чужой	3	1
1196	тому ни	1	1
1197	весь в	1	1
1198	не происходит	1	1
1199	и весь	1	1
1200	своего беспокойства	1	1
1201	только не	3	1
1202	которой я	1	1
1203	на глазах	1	1
1204	ее и	2	1
1205	где как	2	1
1206	еще одну	1	1
1207	главное же	1	1
1208	до высшей	1	1
1209	не противоречит	1	1
1210	между его	1	1
1211	поскольку в	2	1
1212	от его	1	1
1213	в восприятии	1	1
1214	еще раньше	1	1
1215	я тебя	1	1
1216	эти внешние	1	1
1217	деревья и	1	1
1218	своему содержанию	1	1
1219	ее собственного	1	1
1220	одной лишь	1	1
1221	на том	3	1
1222	готовности к	1	1
1223	он к	1	1
1224	внимание на	3	1
1225	время в	1	1
1226	его характера	2	1
1227	общение с	1	1
1228	на столе	2	1
1229	это я	1	1
1230	новую попытку	1	1
1231	а и	2	1
1232	была большая	1	1
1233	то для	1	1
1234	элементов и	1	1
1235	чувствовала себя	2	1
1236	не слушает	1	1
1237	жизнь он	1	1
1238	обстояло дело	1	1
1239	с нею	2	1
1240	корнями в	1	1
1241	прошлом году	1	1
1242	имеем дело	1	1
1243	что при	3	1
1244	своего друга	1	1
1245	в ситуации	1	1
1246	не кажется	1	1
1247	согласно которой	1	1
1248	так по	1	1
1249	отказывается от	1	1
1250	по ночам	2	1
1251	из названных	2	1
1252	не удается	1	1
1253	молодого автора	1	1
1254	в поэтике	1	1
1255	с тобой	1	1
1256	наше внимание	3	1
1257	уже говорилось	3	1
1258	в третьем	1	1
1259	видит в	3	1
1260	если оно	1	1
1261	ли ее	1	1
1262	или не	3	1
1263	связывается с	1	1
1264	не нуждается	1	1
1265	обо всех	1	1
1266	быть только	2	1
1267	это сравнение	1	1
1268	пример из	1	1
1269	известие о	1	1
1270	так много	1	1
1271	происходит и	1	1
1272	человек и	1	1
1273	и дочери	1	1
1274	спор о	1	1
1275	человек в	3	1
1276	том и	1	1
1277	без которого	1	1
1278	с изображением	1	1
1279	и сердится	1	1
1280	человеке и	1	1
1281	иным как	1	1
1282	обстоятельств не	1	1
1283	в гибели	1	1
1284	и оказывается	1	1
1285	прячется в	1	1
1286	не вспомнить	2	1
1287	а всего	2	1
1288	для подготовки	1	1
1289	в сторону	2	1
1290	среди других	3	1
1291	а только	4	1
1292	могло бы	1	1
1293	ним а	1	1
1294	он сам	3	1
1295	и своей	1	1
1296	известно о	1	1
1297	всю ее	1	1
1298	стороны других	1	1
1299	кого же	1	1
1300	и м	2	1
1301	по настоянию	1	1
1302	той или	1	1
1303	впрочем можно	1	1
1304	люди и	1	1
1305	не лучше	1	1
1306	имеет ничего	1	1
1307	которой на	1	1
1308	понятий и	1	1
1309	в русской	4	1
1310	только от	1	1
1311	быть объяснена	1	1
1312	о себе	3	1
1313	с недоверием	1	1
