N	2gram	Bakhtin_Pr	SlovoVZh
153	самое слово	2	2
154	наиболее яркое	1	2
155	перестает быть	4	2
156	слова так	1	2
157	но это	6	2
158	не так	1	2
159	и потому	7	2
160	и другие	1	2
161	смысл и	1	2
162	ни на	3	2
163	выражение в	6	2
164	социальной жизни	2	2
165	мы можем	1	2
166	героя или	1	2
167	и самое	4	2
168	в данном	2	2
169	в то	15	2
170	породившей его	1	2
171	по природе	2	2
172	слово это	1	2
173	сливается с	6	2
174	к слову	2	2
175	данном случае	2	2
176	в момент	1	2
177	со всех	1	2
178	в основном	2	2
179	зависит от	1	2
180	с одной	1	2
181	совпадает с	2	2
182	уже в	5	2
183	высказывания и	3	2
184	там где	12	2
185	в его	30	2
186	с этой	2	2
187	она не	10	2
188	это не	12	2
189	идеологического творчества	2	2
190	одной стороны	1	2
191	автора и	7	2
192	относится к	1	2
193	как уже	1	2
194	довлеет себе	1	2
195	с точки	21	2
196	мы имеем	1	2
197	была бы	5	2
198	искусства и	1	2
199	словом и	3	2
200	на него	6	2
201	тем как	5	2
202	кроме того	5	2
203	тогда когда	1	2
204	в себя	6	2
205	от всех	1	2
206	в формах	3	2
207	и слово	4	2
208	но тем	1	2
209	как это	1	2
210	те же	3	2
211	но все	6	2
212	но зато	2	2
213	от этой	1	2
214	если же	7	2
215	одно и	1	2
216	и та	1	2
217	не способен	2	2
218	из него	1	2
219	и что	5	2
220	что и	7	2
221	в отношении	5	2
222	структурой и	1	2
223	в форме	8	2
224	свое своеобразие	2	2
225	же самое	1	2
226	конечно в	2	2
227	другой стороны	6	2
228	и вполне	2	2
229	их живого	1	2
230	но что	1	2
231	как не	9	2
232	в этих	5	2
233	следовательно только	1	2
234	можно найти	1	2
235	тому же	2	2
236	оно не	3	2
237	а к	1	2
238	как же	6	2
239	и притом	1	2
240	форма в	1	2
241	соприкасается с	1	2
242	но этот	1	2
243	на это	1	2
244	контекста в	1	2
245	имеем в	1	2
246	для других	2	2
247	идеологическая оценка	1	2
248	к ним	1	2
249	выходят за	1	2
250	и здесь	6	2
251	но конечно	1	2
252	как на	4	2
253	слова но	4	2
254	не довлеет	2	2
255	и все	6	2
256	но не	12	2
257	форму и	1	2
258	быть только	1	2
259	его как	5	2
260	не есть	4	2
261	слагается из	1	2
262	могут быть	9	2
263	и оценки	1	2
264	героев и	4	2
265	с другими	8	2
266	звучит так	1	2
267	в самое	1	2
268	до конца	10	2
269	стороны и	4	2
270	в своем	12	2
271	в корне	1	2
272	в какой	2	2
273	вместе с	1	2
274	между ними	6	2
275	место в	1	2
276	в зависимости	5	2
277	к его	1	2
278	может стать	5	2
279	настоящее время	3	2
280	я ты	1	2
281	лежит на	1	2
282	такой же	4	2
283	бы оно	2	2
284	и так	2	2
285	оценок и	1	2
286	оценки и	1	2
287	до известной	1	2
288	со словом	1	2
289	с его	11	2
290	они ни	2	2
291	себя и	5	2
292	его к	4	2
293	является для	3	2
294	известной степени	2	2
295	к этому	1	2
296	бы не	2	2
297	между собой	2	2
298	же относится	1	2
299	он не	14	2
300	не поймем	1	2
301	в условиях	2	2
302	независимо от	1	2
303	извне как	1	2
304	эта последняя	1	2
305	на материале	5	2
306	в настоящее	3	2
307	делает его	1	2
308	и совершенно	1	2
309	точку зрения	7	2
310	едва ли	1	2
311	ничего не	8	2
312	более того	8	2
313	выражение и	1	2
314	или иным	1	1
315	собственно в	1	1
316	одного только	1	1
317	различные степени	1	1
318	взаимоотношения между	1	1
319	от чисто	1	1
320	все в	3	1
321	и мир	1	1
322	хорошо и	1	1
323	мы обратимся	1	1
324	в русской	1	1
325	художественного восприятия	1	1
326	к одному	7	1
327	остается в	2	1
328	этой оценки	1	1
329	уже во	1	1
330	жизнь и	1	1
331	себе в	1	1
332	они являются	1	1
333	то в	2	1
334	слова это	1	1
335	можно в	1	1
336	во всяком	7	1
337	она имеет	2	1
338	от него	1	1
339	высказывания по	1	1
340	в стиле	4	1
341	это и	5	1
342	и тех	1	1
343	что они	1	1
344	его и	3	1
345	они действительно	2	1
346	является в	2	1
347	каково бы	1	1
348	каждый элемент	3	1
349	но можно	1	1
350	то он	3	1
351	видения и	11	1
352	случае оно	1	1
353	в искусстве	1	1
354	во всех	4	1
355	восприятия и	1	1
356	только из	1	1
357	его оформления	1	1
358	а с	2	1
359	поэтому не	2	1
360	произведении как	1	1
361	только к	1	1
362	если оно	3	1
363	того в	1	1
364	него почти	1	1
365	что оно	2	1
366	и он	5	1
367	к другу	1	1
368	социальной действительности	1	1
369	та же	1	1
370	по преимуществу	2	1
371	художественное значение	1	1
372	приведенном нами	2	1
373	с самого	1	1
374	дано в	3	1
375	зрения на	8	1
376	же то	1	1
377	материалу в	1	1
378	друг к	1	1
379	смысле она	1	1
380	выходит за	1	1
381	разобранные нами	3	1
382	слушателя читателя	1	1
383	опирается на	2	1
384	художественному целому	1	1
385	и уверенность	1	1
386	все элементы	1	1
387	каких бы	1	1
388	на эти	1	1
389	на этом	2	1
390	оценку его	1	1
391	высказывание а	1	1
392	во взаимодействие	1	1
393	лишь косвенно	1	1
394	является таким	1	1
395	те оценки	1	1
396	то есть	3	1
397	но из	1	1
398	как одно	1	1
399	языка в	1	1
400	стиля в	1	1
401	материала в	1	1
402	в лучшем	2	1
403	это последнее	2	1
404	должно быть	8	1
405	мы уже	4	1
406	к одной	1	1
407	ли он	1	1
408	к художественному	1	1
409	мы увидим	6	1
410	слову в	1	1
411	его содержания	1	1
412	как существенный	1	1
413	атмосферы вокруг	1	1
414	действительно является	1	1
415	предмет в	2	1
416	и вот	1	1
417	социологии слова	1	1
418	от нее	2	1
419	группы к	1	1
420	зрения как	3	1
421	вполне понятно	2	1
422	в произведении	7	1
423	но при	4	1
424	является только	1	1
425	как герои	1	1
426	она в	1	1
427	и стиль	1	1
428	героя в	7	1
429	степени присуща	1	1
430	в свою	1	1
431	в значительной	1	1
432	нашей работы	2	1
433	входит в	9	1
434	только и	1	1
435	только как	2	1
436	того чтобы	2	1
437	развитие этой	1	1
438	сознание и	6	1
439	он как	1	1
440	определенным образом	1	1
441	этого кругозора	2	1
442	в основе	4	1
443	и их	3	1
444	поэтического высказывания	1	1
445	еще более	2	1
446	и иных	1	1
447	ту же	2	1
448	ее до	1	1
449	в другом	3	1
450	социальной группе	1	1
451	и менее	1	1
452	тому как	3	1
453	формы но	1	1
454	несмотря на	7	1
455	но то	1	1
456	но эти	4	1
457	это только	1	1
458	творчества для	1	1
459	на что	1	1
460	стиль в	1	1
461	герой и	3	1
462	почти полностью	1	1
463	поэтическое высказывание	1	1
464	признать что	1	1
465	они входят	1	1
466	обстоит дело	1	1
467	в кругозор	6	1
468	произведения однако	1	1
469	части и	1	1
470	на одно	1	1
471	для всего	1	1
472	второй план	1	1
473	или может	1	1
474	что это	2	1
475	в противном	1	1
476	хотя и	5	1
477	оно является	2	1
478	и тогда	1	1
479	совершенно необходимо	1	1
480	только его	2	1
481	этом отношении	3	1
482	этот третий	1	1
483	слово дано	1	1
484	ни единого	1	1
485	явления в	2	1
486	же степени	1	1
487	о чем	1	1
488	мы должны	3	1
489	и соответствующие	2	1
490	на другое	1	1
491	позиции автора	1	1
492	в ее	2	1
493	существенный момент	1	1
494	и тем	1	1
495	и т.п	1	1
496	в руках	3	1
497	кажется что	4	1
498	остается только	1	1
499	сам по	2	1
500	становятся все	1	1
501	какой бы	2	1
502	такое понимание	1	1
503	в частности	1	1
504	которые определяли	1	1
505	правда это	2	1
506	и художественно	1	1
507	и больше	1	1
508	не как	20	1
509	кругозора но	1	1
510	со всей	1	1
511	увидим что	1	1
512	в слово	1	1
513	два человека	1	1
514	должны быть	3	1
515	в качестве	1	1
516	или иных	1	1
517	внутренне имманентно	1	1
518	каждое слово	1	1
519	же нам	2	1
520	потому не	1	1
521	его структурой	1	1
522	определения героя	1	1
523	вступает в	1	1
524	его смысла	1	1
525	как абстрактные	1	1
526	не хочет	3	1
527	этом слово	1	1
528	в содержании	1	1
529	особый тип	2	1
530	целого они	1	1
531	то мы	1	1
532	точками зрения	2	1
533	пор не	1	1
534	в одном	20	1
535	в области	1	1
536	одно из	2	1
537	у нас	3	1
538	на которой	1	1
539	я знаю	1	1
540	что каждый	1	1
541	художественный смысл	1	1
542	слова которая	1	1
543	переходить в	1	1
544	отказывается от	1	1
545	можно было	3	1
546	наконец к	2	1
547	в приведенном	2	1
548	для их	1	1
549	целому в	1	1
550	однако он	1	1
551	а между	2	1
552	же не	4	1
553	высказывания в	1	1
554	в результате	7	1
555	важно не	2	1
556	свое непосредственное	1	1
557	и это	8	1
558	те идеологические	1	1
559	здесь конечно	3	1
560	здесь таким	1	1
561	же он	1	1
562	все возможные	3	1
563	ни одной	2	1
564	идеологические оценки	1	1
565	ни были	3	1
566	социальных сил	1	1
567	но чтобы	1	1
568	для них	1	1
569	не бывает	1	1
570	значительной степени	1	1
571	по мере	4	1
572	этом смысле	12	1
573	с ней	1	1
574	подобно тому	3	1
575	во времени	3	1
576	том и	2	1
577	далеко не	7	1
578	только то	3	1
579	слова не	2	1
580	уже и	2	1
581	историка литературы	1	1
582	явление но	1	1
583	у него	11	1
584	на события	1	1
585	а этот	1	1
586	не на	7	1
587	в истории	2	1
588	не могут	10	1
589	все равно	2	1
590	к постановке	1	1
591	же время	13	1
592	не существует	1	1
593	и единство	3	1
594	в рамки	3	1
595	свое значение	1	1
596	из одного	8	1
597	художественных приемов	2	1
598	к которой	1	1
599	и явления	2	1
600	она становится	1	1
601	она особенно	1	1
602	речь но	1	1
603	только индивидуальная	1	1
604	входят в	2	1
605	здесь имеет	1	1
606	и независимо	1	1
607	отметить что	1	1
608	героя слово	2	1
609	отношения между	1	1
610	самого начала	2	1
611	еще один	1	1
612	непосредственно в	2	1
613	в большинстве	11	1
614	и созерцающего	1	1
615	нуждаются в	2	1
616	материала но	1	1
617	свою очередь	1	1
618	всей его	2	1
619	со словами	1	1
620	стиль и	2	1
621	мы здесь	2	1
622	противоречит самым	1	1
623	суждений и	1	1
624	ко второму	2	1
625	кто является	1	1
626	задачи если	1	1
627	не было	5	1
628	и вступает	1	1
629	идет речь	1	1
630	как например	2	1
631	iii слово	1	1
632	связи с	3	1
633	социальной атмосферы	1	1
634	не совпадает	1	1
635	структурные элементы	1	1
636	положения в	1	1
637	и определений	1	1
638	им в	1	1
639	автора с	1	1
640	связанных с	1	1
641	быть более	3	1
642	сами по	4	1
643	ему но	3	1
644	более или	4	1
645	он еще	1	1
646	найти только	1	1
647	или наконец	4	1
648	некоторого события	1	1
649	между людьми	1	1
650	все то	5	1
651	каковы бы	1	1
652	слову и	2	1
653	двух людей	1	1
654	рассматривать как	1	1
655	его живых	1	1
656	здесь мы	4	1
657	с ее	1	1
658	время как	2	1
659	того кто	1	1
660	было бы	8	1
661	не знает	6	1
662	сближаться с	1	1
663	уверенность и	1	1
664	как особая	1	1
665	оно ни	2	1
666	к тому	4	1
667	его идеологическая	1	1
668	к некоторому	1	1
669	нем и	1	1
670	именно и	3	1
671	из двух	1	1
672	которая фактически	1	1
673	в свои	1	1
674	героя может	1	1
675	и различные	2	1
676	себя на	2	1
677	является поэтому	1	1
678	яркое и	1	1
679	не сливаются	1	1
680	наблюдений над	1	1
681	с таким	1	1
682	примерно в	1	1
683	пределах настоящей	1	1
684	из нее	1	1
685	героя с	6	1
686	ведь это	4	1
687	сознания не	4	1
688	и глубоко	2	1
689	его форма	1	1
690	произведения в	2	1
691	и мы	2	1
692	для историка	1	1
693	находиться в	3	1
694	как мы	13	1
695	которой можно	1	1
696	что она	7	1
697	автором как	2	1
698	бытия и	1	1
699	и о	7	1
700	работает с	2	1
701	слова с	7	1
702	на который	1	1
703	о самом	2	1
704	всегда лежит	1	1
705	этого нельзя	1	1
706	менее всего	7	1
707	утрачивает свое	1	1
708	как его	4	1
709	что для	2	1
710	и вне	1	1
711	словесного целого	2	1
712	если мы	3	1
713	тоже может	2	1
714	на одну	2	1
715	не раскрывает	1	1
716	форма сама	1	1
717	на существенные	1	1
718	тем же	3	1
719	него не	4	1
720	и эта	2	1
721	стиля как	1	1
722	эти взаимоотношения	1	1
723	найти в	1	1
724	но есть	2	1
725	ибо нет	1	1
726	и во	3	1
727	именно в	5	1
728	формальная структура	1	1
729	определяет не	1	1
730	все явления	1	1
731	они должны	1	1
732	то время	2	1
733	но эта	5	1
734	как воплощенную	1	1
735	слов в	2	1
736	но несмотря	1	1
737	с большим	1	1
738	мы это	1	1
739	к другим	1	1
740	такою же	1	1
741	в таком	3	1
742	единство мира	3	1
743	но прежде	1	1
744	бы критерием	1	1
745	направлениях и	1	1
746	формы для	1	1
747	формы в	1	1
748	было дано	1	1
749	так именно	2	1
750	например в	5	1
751	речь и	2	1
752	сама по	5	1
753	что я	7	1
754	бы разрешена	1	1
755	из подполья	12	1
756	тот же	2	1
757	другими моментами	1	1
758	в высшей	1	1
759	и непосредственное	1	1
760	положение в	2	1
761	за пределами	2	1
762	к которому	2	1
763	может получить	1	1
764	эти вопросы	1	1
765	к изображаемому	1	1
766	время не	3	1
767	человек и	2	1
768	с которой	2	1
769	характер и	1	1
770	как проблемы	1	1
771	своего слушателя	1	1
772	все зависит	1	1
773	слово не	8	1
774	стиля и	5	1
775	автор как	3	1
776	нигде не	1	1
777	это та	1	1
778	что все	2	1
779	то она	1	1
780	уж конечно	1	1
781	значение этих	1	1
782	размыкается и	1	1
783	эти три	1	1
784	слово за	1	1
785	себе не	2	1
786	том же	4	1
787	слово здесь	4	1
788	и она	1	1
789	берет на	1	1
790	в общем	1	1
791	быть понято	1	1
792	этих форм	1	1
793	подхода к	2	1
794	есть в	2	1
795	же как	2	1
796	или даже	2	1
797	разговорного языка	1	1
798	а уж	1	1
799	него но	1	1
800	исходит из	1	1
801	места в	1	1
802	стиле и	1	1
803	деле это	1	1
804	рядом с	19	1
805	из его	3	1
806	этих явлений	1	1
807	направленность на	1	1
808	миг не	1	1
809	элементы стиля	1	1
810	в слове	3	1
811	свои слова	1	1
812	осознает себя	1	1
813	зрения это	1	1
814	слова из	1	1
815	деле в	1	1
816	героя является	2	1
817	как будто	4	1
818	весь этот	2	1
819	в различные	1	1
820	что именно	1	1
821	самая же	1	1
822	человека или	1	1
823	это прежде	1	1
824	противном случае	1	1
825	они как	1	1
826	а эта	1	1
827	но если	1	1
828	они не	5	1
829	и понимания	4	1
830	она определяет	1	1
831	в словах	4	1
832	на себя	4	1
833	от его	1	1
834	данной социальной	2	1
835	слова как	3	1
836	тех или	1	1
837	нему как	1	1
838	все более	1	1
839	одном голосе	2	1
840	зрения и	5	1
841	структура речи	1	1
842	теории искусства	1	1
843	и только	3	1
844	один и	1	1
845	тона в	1	1
846	и героем	1	1
847	творчества он	1	1
848	отдельные моменты	1	1
849	для социологии	1	1
850	приходится признать	1	1
851	были не	1	1
852	на этих	1	1
853	это направление	1	1
854	с собственной	1	1
855	и художественного	2	1
856	убедиться в	1	1
857	или иного	1	1
858	может и	1	1
859	отрешиться от	1	1
860	важное значение	1	1
861	и оно	1	1
862	здесь же	1	1
863	друг друга	4	1
864	но самый	1	1
865	один миг	1	1
866	в эти	1	1
867	лучшем случае	2	1
868	но уже	1	1
869	процессе этого	1	1
870	себе как	2	1
871	является уже	1	1
872	творчестве достоевского	7	1
873	для этого	3	1
874	конечно эта	1	1
875	не из	3	1
876	себе и	5	1
877	чтобы убедиться	1	1
878	и обратно	1	1
879	в особом	4	1
880	его значение	1	1
881	интонации и	1	1
882	в смысле	3	1
883	не всегда	2	1
884	определяется в	1	1
885	на их	2	1
886	сложным и	1	1
887	слов и	2	1
888	установку на	2	1
889	чтобы не	1	1
890	может находиться	1	1
891	записок из	2	1
892	бы действительно	1	1
893	не нужно	2	1
894	она как	1	1
895	из этой	1	1
896	его творчество	2	1
897	в одной	8	1
898	дело и	2	1
899	в целом	8	1
900	нам кажется	7	1
901	единство и	1	1
902	ничего общего	1	1
903	художественное творчество	1	1
904	важна здесь	1	1
905	себя в	3	1
906	крайней мере	2	1
907	остается или	1	1
908	а лишь	3	1
909	и становится	1	1
910	или менее	4	1
911	вовсе не	12	1
912	сливаются в	1	1
913	социальной ситуации	1	1
914	другого и	1	1
915	одному и	1	1
916	в пространстве	3	1
917	не то	1	1
918	я и	2	1
919	нее не	1	1
920	по крайней	2	1
921	форму его	1	1
922	обращение к	1	1
923	что до	1	1
924	мы видели	1	1
925	перед нами	12	1
926	и рождается	1	1
927	конкретное высказывание	1	1
928	автора на	1	1
929	и самый	1	1
930	человек но	1	1
931	и другого	3	1
932	бы это	1	1
933	же мы	1	1
934	непосредственное выражение	4	1
935	который и	1	1
936	всяком случае	4	1
937	того о	1	1
938	героя никогда	1	1
939	не входят	2	1
940	которые в	1	1
941	высшей степени	1	1
942	тенденция к	1	1
