N	3gram	Berdyaev_V	Otkroven
129	любви а не	1	1
130	любви человека чтобы	1	1
131	ужаснувшим но и	1	1
132	полторы тысячи лет	1	1
133	этих детей свободы	1	1
134	ты судил о	1	1
135	их во имя	1	1
136	сделали так для	1	1
137	и осмыслить которого	1	1
138	рабских восторгов невольника	1	1
139	небесный но может	1	1
140	дороже всего еще	1	1
141	хлеб земной вдоволь	1	1
142	в заслугу себе	1	1
143	вытерпеть того что	1	1
144	ибо ничего и	1	1
145	захотел поработить человека	1	1
146	гадательного и неопределенного	2	1
147	потому что малосильны	1	1
148	неужто же и	1	1
149	во имя твое	5	1
150	отверг единственный путь	1	1
151	человеческого благополучия и	1	1
152	с каким-то обетом	1	1
153	мир и идешь	1	1
154	из всего что	1	1
155	ибо конечно они	1	1
156	путь которым можно	2	1
157	несколько тысяч да	1	1
158	свободой ты умножил	1	1
159	жаждал свободной веры	1	1
160	мы не с	1	1
161	не с тобой	1	1
162	которым можно было	2	1
163	устроен бунтовщиком разве	1	1
164	его ужаснувшим но	1	1
165	было всего только	1	1
166	во имя свободы	3	1
167	миллионов счастливых младенцев	2	1
168	опять-таки не захотел	1	1
169	богов а остальные?	1	1
170	обвиняет христа в	1	1
171	что малосильны порочны	1	1
172	неблагородного людского племени	1	1
173	еще тогда полторы	1	1
174	вечно неблагородного людского	1	1
175	как бы в	1	1
176	я ушел от	1	1
177	но может ли	1	1
178	что их было	1	1
179	с голыми руками	1	1
180	кто знает может	1	1
181	он сравниться в	1	1
182	они и страшатся	1	1
183	своим что наконец-то	1	1
184	всего только несколько	1	1
185	чтобы свободно пошел	1	1
186	свободы которого они	1	1
187	идти в мир	1	1
188	свободной любви свободной	1	1
189	вместо того чтобы	2	1
190	высоко ибо конечно	1	1
191	силах вместить столь	1	1
192	твое но вспомни	1	1
193	земной вдоволь для	1	1
194	могут быть никогда	1	1
195	чем виновата слабая	1	1
196	ты хочешь идти	1	1
197	конечно они невольники	1	1
198	ее мучениями душевное	1	1
199	жертвы их во	1	1
200	о людях слишком	1	1
201	и хлеб земной	1	1
202	они в простоте	1	1
203	идешь с голыми	1	1
204	ее еще больше	1	1
205	свободной веры а	1	1
206	может ли он	1	1
207	так часто тогда	1	1
208	и все это	1	1
209	с ним вот	1	1
210	и тут ты	1	1
211	людей ты увеличил	1	1
212	обетом свободы которого	1	1
213	не любя их	1	1
214	остальные? и чем	1	1
215	да и то	1	1
216	и вечно неблагородного	1	1
217	был устроен бунтовщиком	1	1
218	свободной любви человека	1	1
219	по сравнению с	1	1
220	людского племени с	1	1
221	но и тут	1	1
222	столь страшных даров?	1	1
223	людей а потому	1	1
224	того чтобы овладеть	2	1
225	и впрямь приходил	1	1
226	тебе была дороже	1	1
227	лет назад не	1	1
228	слишком высоко ибо	1	1
229	свободой людей ты	1	1
230	боятся они и	1	1
231	а потому поступил	1	1
232	было для человека	1	1
233	которого они в	1	1
234	в глазах слабого	1	1
235	детей свободы свободной	1	1
236	что не могут	1	1
237	избранным и для	1	1
238	веры тебе была	1	1
239	которого боятся они	1	1
240	тебе дороги лишь	2	1
241	по силам людей	1	1
242	остальные слабые люди	1	1
243	великий инквизитор хочет	2	1
244	мучениями душевное царство	1	1
245	страшных даров? да	1	1
246	овладеть свободой людей	1	1
247	вечно порочного и	1	1
248	своем не могут	1	1
249	им ее еще	1	1
250	страшатся ибо ничего	1	1
251	глазах слабого вечно	1	1
252	чудом и жаждал	1	1
253	любви свободной и	1	1
254	нам дороги и	2	1
255	христа в аристократизме	1	1
256	и сделали так	1	1
257	то богов а	1	1
258	ли он сравниться	1	1
259	вот наша тайна	1	1
260	не было для	1	1
261	бунтовщики могут быть	1	1
262	человеческого общества невыносимее	1	1
263	ты лишь к	1	1
264	впрямь приходил ты	1	1
265	пошел он за	1	1
266	к избранным и	1	1
267	есть необычайного гадательного	3	1
268	ничего и никогда	1	1
269	так для того	1	1
270	не ты ли	1	1
271	прельщенный и плененный	1	1
272	ним вот наша	1	1
273	потому что опять-таки	1	1
274	ли так часто	1	1
275	людей но и	1	1
276	ставит в заслугу	1	1
277	умножил ее и	1	1
278	и воротился к	1	1
279	судил о людях	1	1
280	тысяч да и	1	1
281	простоте своей и	1	1
282	быть никогда и	1	1
283	все что было	1	1
284	сравниться в глазах	1	1
285	знает может быть	1	1
286	часто тогда говорил	1	1
287	чтобы овладеть свободой	1	1
288	назад не ты	1	1
289	человека чудом и	1	1
290	возжелал свободной любви	1	1
291	и жаждал свободной	1	1
292	великих и сильных?	2	1
293	не захотел поработить	1	1
294	после того как	1	1
295	было не по	1	1
296	могут и осмыслить	1	1
297	и не любя	2	1
298	они побороли свободу	1	1
299	малосильны порочны ничтожны	1	1
300	свободной и великолепной	1	1
301	ты можешь с	1	1
302	заслугу себе и	1	1
303	ты ли так	1	1
304	гордых и воротился	1	1
305	не по силам	1	1
306	гордостью указать на	1	1
307	общества невыносимее свободы	1	1
308	разве бунтовщики могут	1	1
309	для всякого вместе	1	1
310	душа что не	1	1
311	и своим что	1	1
312	жаждал свободной любви	1	1
313	и идешь с	1	1
314	и великолепной жертвы	1	1
315	веры а не	1	1
316	слабые люди что	1	1
317	слабая душа что	1	1
318	но вспомни что	1	1
319	осмыслить которого боятся	1	1
320	того что могучие?	1	1
321	он за тобою	1	1
322	хочешь идти в	1	1
323	не в силах	2	1
324	человек был устроен	1	1
325	руками с каким-то	1	1
326	люди что не	1	1
327	тысячи миллионов счастливых	1	1
328	что наконец-то они	1	1
329	и обременил ее	1	1
330	голыми руками с	1	1
331	бесчинстве своем не	1	1
332	что он был	1	1
333	вспомни что их	1	1
334	что не могли	1	1
335	как бы и	2	1
336	же и впрямь	1	1
337	навсегда его ужаснувшим	1	1
