N	2gram	Vinokur_Ku	Komedia
156	независимо от	1	9
157	из его	1	9
158	однако в	2	9
159	ответ на	2	9
160	того как	6	9
161	а также	3	9
162	вовсе не	18	9
163	отличие от	3	9
164	в ней	6	9
165	отношению к	9	9
166	с этой	4	8
167	другой стороны	12	8
168	то это	3	8
169	по поводу	2	8
170	что у	3	8
171	такого рода	1	8
172	не было	6	8
173	не знает	4	8
174	бы в	8	8
175	во всех	1	8
176	то ни	2	8
177	можно было	14	8
178	что для	3	8
179	первую очередь	3	8
180	если не	4	8
181	в которых	8	8
182	да и	5	8
183	тех пор	2	8
184	связи с	8	8
185	возможно что	1	8
186	по содержанию	1	8
187	меньше всего	2	8
188	по своему	1	8
189	войны и	1	8
190	и других	1	8
191	как он	1	8
192	при всем	1	8
193	идет о	3	8
194	место в	1	8
195	и к	1	7
196	дело с	2	7
197	в результате	8	7
198	в этих	5	7
199	если в	2	7
200	себе в	3	7
201	во всяком	8	7
202	в первую	5	7
203	вопрос о	11	7
204	хотя бы	19	7
205	в другом	2	7
206	бы то	1	7
207	что они	5	7
208	в н	1	7
209	ни было	1	7
210	в связи	4	7
211	и это	3	7
212	в других	1	7
213	так или	3	7
214	в себе	4	7
215	и у	3	7
216	к его	1	7
217	это время	1	7
218	не имеет	6	7
219	не является	2	7
220	из этих	5	7
221	после смерти	1	7
222	мы знаем	3	7
223	целый ряд	8	7
224	и во	1	7
225	до конца	3	7
226	но если	2	7
227	всяком случае	8	7
228	и вот	4	7
229	для нас	6	7
230	должен был	1	7
231	или иначе	4	7
232	этот раз	1	7
233	отнюдь не	5	7
234	тех же	2	7
235	и о	3	7
236	конце концов	3	7
237	говоря уже	2	6
238	еще более	1	6
239	даже в	4	6
240	его от	1	6
241	в виду	7	6
242	в своих	2	6
243	в дальнейшем	1	6
244	до того	2	6
245	уже о	2	6
246	как правило	2	6
247	не мог	2	6
248	и он	4	6
249	после того	3	6
250	с точки	16	6
251	не хочет	2	6
252	за то	1	6
253	что не	10	6
254	о которых	2	6
255	больше всего	3	6
256	на этом	4	6
257	не дает	1	6
258	и тем	7	6
259	не приходится	2	6
260	могут быть	5	6
261	в силу	16	6
262	всего в	2	6
263	мы встречаем	1	6
264	с и	1	6
265	в сущности	11	6
266	лет тому	1	6
267	тому назад	1	6
268	в середине	1	6
269	а не	17	6
270	в отличие	3	6
271	нет и	1	6
272	главным образом	3	6
273	в области	15	6
274	тем не	10	6
275	и новой	1	6
276	так в	2	6
277	здесь в	1	6
278	или в	5	6
279	что к	1	6
280	в какой	7	6
281	и как	3	6
282	на то	6	6
283	это было	2	6
284	в уже	1	6
285	не говоря	3	6
286	на которые	1	6
287	до тех	1	6
288	во второй	1	6
289	когда он	4	6
290	а по	1	6
291	на это	3	6
292	как будто	2	6
293	из всех	1	5
294	в первом	3	5
295	именно в	7	5
296	роль в	6	5
297	в это	3	5
298	со своей	1	5
299	в действительности	2	5
300	с помощью	12	5
301	из своего	1	5
302	любовь к	2	5
303	любви к	2	5
304	а на	3	5
305	к ним	2	5
306	сказать что	5	5
307	vi в	1	5
308	все время	1	5
309	который в	1	5
310	от них	1	5
311	тем же	2	5
312	себя в	1	5
313	никогда не	2	5
314	представить себе	1	5
315	и мы	2	5
316	отец и	1	5
317	последние десятилетия	1	5
318	в ее	2	5
319	чем в	3	5
320	но он	2	5
321	цитаты из	1	5
322	одним из	2	5
323	также в	1	5
324	что их	2	5
325	в каждом	3	5
326	т д	21	5
327	в развитии	1	5
328	на долю	3	5
329	не могла	1	5
330	друг другу	1	5
331	и от	2	5
332	в ответ	1	5
333	от нее	1	5
334	не так	2	5
335	представление о	3	5
336	известно что	1	5
337	что это	11	5
338	здесь нет	1	5
339	из того	1	5
340	обращается к	1	5
341	приводит к	3	5
342	том как	3	5
343	похожи на	1	5
344	признать что	1	5
345	конечно не	3	5
346	и если	4	5
347	и теперь	1	5
348	у других	1	5
349	вслед за	1	5
350	той же	5	5
351	что я	4	5
352	в сознании	1	5
353	этом отношении	8	5
354	и после	1	5
355	это не	13	5
356	мы имеем	11	5
357	он и	1	5
358	в честь	1	5
359	же не	1	5
360	по существу	9	5
361	и без	2	5
362	к своему	2	5
363	в следующем	2	5
364	от того	5	5
365	жизни и	1	5
366	в период	1	5
367	чаще всего	2	5
368	для этого	6	5
369	что на	2	5
370	в той	6	4
371	каждой из	1	4
372	следует что	6	4
373	тем как	1	4
374	в принципе	1	4
375	нас в	1	4
376	не столько	2	4
377	чтобы в	2	4
378	в духе	3	4
379	и опять	1	4
380	из самых	1	4
381	например в	5	4
382	правда в	1	4
383	их в	1	4
384	всякого рода	2	4
385	из других	1	4
386	и дают	1	4
387	времени в	1	4
388	не всегда	4	4
389	может служить	4	4
390	перед ним	1	4
391	ср также	5	4
392	с большим	4	4
393	а сам	1	4
394	его не	1	4
395	одна из	1	4
396	он так	1	4
397	все его	1	4
398	том чтобы	9	4
399	к их	1	4
400	в обеих	1	4
401	в состоянии	2	4
402	к которому	3	4
403	аналогии с	3	4
404	одно из	3	4
405	это слово	7	4
406	прежде чем	1	4
407	как его	1	4
408	силу этого	1	4
409	в последние	1	4
410	я не	5	4
411	между ними	2	4
412	же как	3	4
413	в себя	2	4
414	выражение в	4	4
415	здесь мы	2	4
416	что эта	1	4
417	один раз	1	4
418	важно что	1	4
419	сомневаться в	1	4
420	ко времени	1	4
421	с которым	1	4
422	образом в	3	4
423	не случайно	7	4
424	i стр	3	4
425	к сожалению	2	4
426	был бы	4	4
427	когда в	4	4
428	так называемых	3	4
429	не на	4	4
430	бы не	1	4
431	сравнению с	1	4
432	нет ничего	1	4
433	что мы	6	4
434	в греческой	2	4
435	то и	4	4
436	по сравнению	3	4
437	впрочем и	1	4
438	большей частью	1	4
439	каждый из	1	4
440	что же	11	4
441	и там	2	4
442	чуть ли	3	4
443	к началу	1	4
444	по мнению	1	4
445	или к	1	4
446	в более	2	4
447	ничем не	1	4
448	этой области	3	4
449	он называет	1	4
450	что с	2	4
451	с достаточной	1	4
452	и другие	1	4
453	у нас	19	4
454	все равно	4	4
455	а то	2	4
456	отрицать что	1	4
457	с их	3	4
458	что ему	1	4
459	по его	1	4
460	или менее	3	4
461	такой же	1	4
462	избавиться от	1	4
463	мог бы	1	4
464	материал для	1	4
465	с полным	2	4
466	обстоит дело	1	4
467	е в	3	4
468	и их	2	4
469	не следует	6	4
470	в пределах	8	4
471	далеко не	2	4
472	чтобы не	1	4
473	у нее	1	4
474	которые в	2	4
475	бы он	1	4
476	все более	2	4
477	нуждается в	5	4
478	за счет	2	4
479	меньше чем	2	4
480	во всем	1	3
481	к этой	3	3
482	всю свою	1	3
483	за собой	2	3
484	сам автор	1	3
485	в году	3	3
486	по себе	10	3
487	более или	3	3
488	естественно не	1	3
489	конечном счете	2	3
490	в соответствии	6	3
491	только для	3	3
492	не столь	1	3
493	на мой	2	3
494	было в	2	3
495	видно что	2	3
496	и мысли	2	3
497	только на	1	3
498	и когда	2	3
499	приходит к	1	3
500	всего этого	1	3
501	ни одного	2	3
502	из наиболее	1	3
503	как на	4	3
504	которого они	1	3
505	соответствии с	5	3
506	в нашем	8	3
507	находится в	2	3
508	что именно	2	3
509	речь о	1	3
510	нет никаких	1	3
511	но там	1	3
512	этом же	1	3
513	раз на	2	3
514	не найдем	1	3
515	разумеется что	2	3
516	возвращение к	1	3
517	для своего	1	3
518	для них	2	3
519	и притом	1	3
520	отношения к	2	3
521	из уст	1	3
522	в таком	3	3
523	речь шла	1	3
524	обстоятельство что	15	3
525	от этого	4	3
526	а его	1	3
527	должно было	1	3
528	на себе	10	3
529	не был	2	3
530	а с	3	3
531	мой взгляд	2	3
532	бы к	1	3
533	в устах	3	3
534	ли это	4	3
535	в руки	1	3
536	всего лишь	3	3
537	для этой	2	3
538	своего времени	2	3
539	первого и	1	3
540	какой мере	1	3
541	не раз	3	3
542	могла бы	2	3
543	нельзя не	1	3
544	действующего лица	1	3
545	и есть	3	3
546	если они	1	3
547	сказать о	1	3
548	еще одно	3	3
549	мы видели	3	3
550	на месте	2	3
551	также что	2	3
552	сообщения о	1	3
553	целого ряда	1	3
554	для себя	1	3
555	сто лет	1	3
556	в действии	1	3
557	мы в	3	3
558	интерес к	1	3
559	не могут	5	3
560	не мешает	1	3
561	не более	1	3
562	и одновременно	1	3
563	если это	1	3
564	как о	2	3
565	с ними	6	3
566	связанные с	3	3
567	друг от	1	3
568	его и	1	3
569	совершенно не	4	3
570	и более	3	3
571	мало чем	1	3
572	относится к	3	3
573	и уже	2	3
574	действия и	2	3
575	было и	1	3
576	выходят за	1	3
577	состоит в	4	3
578	если мы	5	3
579	ответа на	1	3
580	за пределами	1	3
581	том же	3	3
582	казалось бы	5	3
583	в самой	6	3
584	строя в	1	3
585	как к	2	3
586	которым он	1	3
587	сам он	1	3
588	не без	1	3
589	бы на	4	3
590	мы находим	2	3
591	в виде	1	3
592	однако не	9	3
593	под тем	1	3
594	от друга	1	3
595	как впрочем	2	3
596	к г	2	3
597	указывает на	2	3
598	с той	2	3
599	этой цели	2	3
600	и вовсе	7	3
601	является не	1	3
602	на все	3	3
603	нисколько не	6	3
604	в каждой	1	3
605	должен быть	8	3
606	и таким	1	3
607	в одной	1	3
608	на такое	1	3
609	на них	1	3
610	и потому	6	3
611	а как	1	3
612	он говорит	1	3
613	она не	1	3
614	так называемой	2	3
615	а из	1	3
616	только как	3	3
617	то обстоятельство	15	3
618	не с	4	3
619	таким же	1	3
620	конечно в	1	3
621	можно найти	1	3
622	в большинстве	3	3
623	идет речь	3	3
624	в рамках	5	3
625	они не	4	3
626	будто бы	3	3
627	в театре	1	3
628	только после	1	3
629	в эти	1	3
630	это в	1	3
631	является ли	2	3
632	ли в	3	3
633	в эпоху	1	3
634	становится в	1	3
635	в лице	1	3
636	в известной	1	3
637	с которыми	1	2
638	еще раз	2	2
639	на редкость	1	2
640	уж не	2	2
641	чтобы дать	2	2
642	же и	4	2
643	более что	1	2
644	говорит о	1	2
645	те же	1	2
646	не как	2	2
647	точно так	4	2
648	одному из	1	2
649	средств в	1	2
650	за которым	1	2
651	связь с	1	2
652	явно не	1	2
653	даже для	2	2
654	жизнь в	2	2
655	каким образом	1	2
656	как об	2	2
657	же образом	2	2
658	к более	1	2
659	превращается в	4	2
660	соответственно и	1	2
661	в собственном	2	2
662	чтобы доказать	1	2
663	и те	1	2
664	поскольку он	1	2
665	как только	2	2
666	мы встретим	1	2
667	на первый	1	2
668	начнем с	1	2
669	нам не	5	2
670	мысли что	1	2
671	такие случаи	2	2
672	можно считать	2	2
673	следовало бы	2	2
674	отсюда и	1	2
675	указания на	3	2
676	не должен	1	2
677	и следовательно	2	2
678	следует остановиться	1	2
679	слов но	1	2
680	следует отнести	1	2
681	об отношении	1	2
682	но они	1	2
683	обращаясь к	1	2
684	а попутно	1	2
685	что речь	1	2
686	так мы	2	2
687	в долгу	1	2
688	то чтобы	1	2
689	определенную роль	1	2
690	я думаю	1	2
691	среди них	1	2
692	отношений и	1	2
693	без всякого	2	2
694	него не	1	2
695	тех случаях	2	2
696	несколько месяцев	1	2
697	под влиянием	3	2
698	можно привести	1	2
699	как от	1	2
700	думаю что	4	2
701	что все	6	2
702	в зависимости	7	2
703	от себя	3	2
704	что даже	2	2
705	каким был	1	2
706	к ее	1	2
707	различных жанров	1	2
708	о первой	1	2
709	образом на	1	2
710	случае в	1	2
711	которую можно	2	2
712	поскольку за	1	2
713	собой и	1	2
714	она и	1	2
715	хочет быть	1	2
716	после чего	2	2
717	первом случае	1	2
718	так я	1	2
719	но еще	4	2
720	слов в	5	2
721	п т	2	2
722	с тех	1	2
723	я взял	1	2
724	каждом из	2	2
725	они будут	1	2
726	к жизни	2	2
727	как можно	2	2
728	г а	1	2
729	в конечном	3	2
730	следует рассматривать	1	2
731	стали бы	1	2
732	государства и	1	2
733	вещей и	1	2
734	очевидно что	4	2
735	было ясно	1	2
736	я и	1	2
737	указывает что	3	2
738	большинстве случаев	3	2
739	из чего	1	2
740	между прочим	4	2
741	рядом с	7	2
742	покончить с	1	2
743	из четырех	1	2
744	образом для	1	2
745	слишком много	1	2
746	слово в	2	2
747	же касается	4	2
748	в первые	1	2
749	к вопросу	4	2
750	к мысли	1	2
751	в смысле	2	2
752	за другой	1	2
753	присоединения к	1	2
754	чтобы понять	1	2
755	со всей	1	2
756	в уста	1	2
757	слов или	1	2
758	он дал	1	2
759	однако и	2	2
760	в лучшем	1	2
761	мы уже	1	2
762	эти слова	1	2
763	ту же	6	2
764	совсем не	1	2
765	раз эта	1	2
766	на правах	2	2
767	является его	1	2
768	на нем	1	2
769	если же	1	2
770	и является	4	2
771	для человека	1	2
772	почти всегда	3	2
773	у вас	1	2
774	этот вопрос	7	2
775	она была	1	2
776	уже несколько	1	2
777	с такими	2	2
778	того кто	1	2
779	не сам	1	2
780	общего с	2	2
781	но нет	1	2
782	но прежде	1	2
783	них не	1	2
784	что только	2	2
785	вполне возможно	1	2
786	сомневаться что	1	2
787	в общем	4	2
788	повседневной жизни	1	2
789	которые были	1	2
790	гораздо более	6	2
791	из этой	1	2
792	понять что	1	2
793	наше время	3	2
794	доказывает что	2	2
795	меня и	3	2
796	представляет себе	1	2
797	что поэты	1	2
798	не будет	1	2
799	его мнению	1	2
800	имело место	1	2
801	его современники	1	2
802	в основном	1	2
803	должна быть	6	2
804	которых мы	2	2
805	в жизни	1	2
806	с такой	1	2
807	и при	3	2
808	теперь в	1	2
809	на те	3	2
810	о какой-то	1	2
811	содержания и	2	2
812	гораздо чаще	1	2
813	создает в	1	2
814	это уже	1	2
815	никак не	5	2
816	ему все	1	2
817	сводится к	3	2
818	этой точки	4	2
819	однако что	1	2
820	предполагать что	1	2
821	чего следует	1	2
822	иначе как	2	2
823	даже при	1	2
824	не считать	1	2
825	этом смысле	8	2
826	и так	1	2
827	жизни в	1	2
828	себя и	1	2
829	о котором	4	2
830	именно поэтому	2	2
831	в известном	2	2
832	знает что	1	2
833	нет в	2	2
834	в которые	2	2
835	в семье	1	2
836	перед нами	4	2
837	из области	4	2
838	я говорю	1	2
839	речь в	7	2
840	в стихе	1	2
841	что наши	1	2
842	это только	5	2
843	быть не	2	2
844	а может	1	2
845	зависимости от	9	2
846	в современном	3	2
847	слова и	8	2
848	именно на	1	2
849	и два	1	2
850	в которую	1	2
851	отношении к	1	2
852	на примере	3	2
853	см выше	1	2
854	в каком	6	2
855	еще один	3	2
856	как например	3	2
857	связанных с	2	2
858	имеем в	1	2
859	таким путем	1	2
860	что здесь	1	2
861	и под	3	2
862	ее не	1	2
863	почти целиком	2	2
864	эта и	1	2
865	не знаем	1	2
866	полным правом	1	2
867	который по	2	2
868	во втором	2	2
869	в №	1	2
870	здесь не	5	2
871	для обозначения	2	2
872	со словом	3	2
873	только с	1	2
874	у них	1	2
875	но это	4	2
876	только потому	13	2
877	не будучи	1	2
878	в разработке	1	2
879	строится на	2	2
880	к лицу	1	2
881	именно к	1	2
882	дает нам	1	2
883	этом случае	4	2
884	одних и	1	2
885	в свое	4	2
886	берет на	1	2
887	уверен что	1	2
888	этих слов	1	2
889	ее из	1	2
890	еще и	7	2
891	от которого	1	2
892	для него	2	2
893	не для	2	2
894	того что	11	2
895	в литературе	1	2
896	о нем	2	2
897	ее в	2	2
898	смысле исключения	1	2
899	где он	1	2
900	то мы	4	2
901	бы и	6	2
902	была бы	5	2
903	дают нам	1	2
904	этого рода	6	2
905	этого не	5	2
906	двадцатых годов	1	2
907	чтобы с	1	2
908	полное право	1	2
909	нас только	1	2
910	это еще	1	2
911	сплошь да	3	2
912	и тому	1	2
913	возможность и	2	2
914	этом что	1	2
915	за тем	1	2
916	понимать как	2	2
917	в стороне	2	2
918	как она	1	2
919	свидетельствуют о	2	2
920	случаях когда	2	2
921	все эти	17	2
922	а их	1	2
923	сталкиваемся с	1	2
924	на фоне	3	2
925	что между	2	2
926	и со	1	2
927	и целые	1	2
928	при его	1	2
929	не все	4	2
930	мере в	7	2
931	в форме	3	2
932	чтобы сделать	1	2
933	его к	5	2
934	без конца	1	2
935	что эти	4	2
936	к одному	2	2
937	сказать и	1	2
938	еще до	1	2
939	и тех	1	2
940	предположить что	2	2
941	для жанра	1	2
942	же из	2	2
943	и только	2	2
944	как же	1	2
945	не надо	4	2
946	усомниться в	1	2
947	это как	2	2
948	в самых	1	2
949	трудно было	2	2
950	так давно	1	2
951	дело не	4	2
952	при необходимости	1	2
953	слова с	2	2
954	и может	3	2
955	с уже	1	2
956	не знаю	2	2
957	то ее	1	2
958	свою жизнь	1	2
959	же что	1	2
960	или его	1	2
961	уступает в	1	2
962	тем самым	5	2
963	как не	4	2
964	наравне с	1	2
965	не нравится	1	2
966	могло быть	1	2
967	помнить что	1	2
968	все больше	1	2
969	это дает	2	2
970	толчок развитию	1	2
971	себе не	1	2
972	да рядом	3	2
973	чем к	1	2
974	в случае	2	2
975	иначе связанные	1	2
976	и новые	1	2
977	в разговоре	1	2
978	иногда даже	1	2
979	он пользуется	1	1
980	в сложном	1	1
981	в отношения	1	1
982	это на	1	1
983	социальная борьба	1	1
984	они являются	1	1
985	было показано	1	1
986	не легко	1	1
987	в сокращениях	3	1
988	знают что	2	1
989	несомненно что	1	1
990	назад и	1	1
991	только чтобы	1	1
992	тем меньше	2	1
993	которая была	1	1
994	можно говорить	4	1
995	речь всегда	2	1
996	мы и	1	1
997	прошло и	1	1
998	первые годы	1	1
999	раз к	2	1
1000	которые не	1	1
1001	ясно почему	1	1
1002	классического периода	1	1
1003	слова эти	4	1
1004	которых идет	1	1
1005	в применении	1	1
1006	отношениях к	1	1
1007	вопросу о	4	1
1008	эта идея	1	1
1009	заглавий в	1	1
1010	на второй	1	1
1011	процесс образования	1	1
1012	в разных	2	1
1013	она уже	1	1
1014	воспоминания о	1	1
1015	или нет	1	1
1016	кроме того	2	1
1017	они конечно	1	1
1018	в некоторых	1	1
1019	что нас	1	1
1020	привести к	1	1
1021	с более	1	1
1022	и говорить	1	1
1023	это имело	1	1
1024	столом но	1	1
1025	типов и	1	1
1026	на нас	1	1
1027	дает толчок	1	1
1028	беседу с	1	1
1029	ссылкой на	1	1
1030	в различных	1	1
1031	в день	2	1
1032	естественно тем	1	1
1033	отношений в	3	1
1034	на стихи	1	1
1035	вопрос об	1	1
1036	в борьбе	1	1
1037	стороне от	1	1
1038	вот что	1	1
1039	рассказом о	1	1
1040	мне кажется	2	1
1041	июня г	1	1
1042	содержание этой	1	1
1043	речи что	1	1
1044	я мог	1	1
1045	весь этот	1	1
1046	впрочем что	1	1
1047	при том	2	1
1048	уже на	3	1
1049	ведет к	1	1
1050	которая однако	1	1
1051	в числе	2	1
1052	мы получаем	2	1
1053	я могу	1	1
1054	традиции для	1	1
1055	интересным примером	1	1
1056	т i	1	1
1057	самого и	1	1
1058	в последнем	2	1
1059	более молодых	1	1
1060	как таковой	2	1
1061	основанием для	2	1
1062	а именно	4	1
1063	выход из	2	1
1064	отца а	1	1
1065	в одно	2	1
1066	и разговорная	1	1
1067	на эту	2	1
1068	явлением в	1	1
1069	на некоторую	1	1
1070	большей или	2	1
1071	но у	1	1
1072	отличается от	2	1
1073	по своим	2	1
1074	почти ни	1	1
1075	мало того	2	1
1076	сомневается но	1	1
1077	с немецкого	1	1
1078	борьба за	3	1
1079	когда приходится	1	1
1080	доля правды	1	1
1081	так например	3	1
1082	повод к	1	1
1083	разнице в	1	1
1084	были особенно	1	1
1085	а вместе	1	1
1086	а что	1	1
1087	теперь он	1	1
1088	существу не	1	1
1089	с сельским	1	1
1090	где и	1	1
1091	одно время	2	1
1092	или что-либо	2	1
1093	является их	1	1
1094	состоит не	2	1
1095	возникновение таких	1	1
1096	ответить на	1	1
1097	на склоне	1	1
1098	это богатство	1	1
1099	на этой	4	1
1100	бы однако	3	1
1101	в данном	8	1
1102	шире и	1	1
1103	первый и	1	1
1104	что им	1	1
1105	себя да	1	1
1106	темы и	1	1
1107	и такие	1	1
1108	к именам	1	1
1109	себя то	1	1
1110	не хуже	1	1
1111	бы отрицать	1	1
1112	себе все	1	1
1113	применении к	1	1
1114	в различном	1	1
1115	случаи когда	3	1
1116	что мне	1	1
1117	мы увидим	3	1
1118	их отношений	1	1
1119	в новом	1	1
1120	даже и	5	1
1121	уйти от	1	1
1122	пор пока	1	1
1123	те в	1	1
1124	что подобное	1	1
1125	тому подобное	1	1
1126	но даже	3	1
1127	развития с	1	1
1128	ii и	1	1
1129	е о	2	1
1130	за отсутствием	1	1
1131	вложены в	1	1
1132	у самого	1	1
1133	и своим	1	1
1134	мы обязаны	1	1
1135	начал писать	1	1
1136	с традиционными	1	1
1137	что вся	2	1
1138	и попытки	1	1
1139	в мировую	1	1
1140	однако нет	1	1
1141	стихов но	1	1
1142	путь для	1	1
1143	случае все	1	1
1144	увидим что	2	1
1145	между отдельными	1	1
1146	что люди	1	1
1147	правда и	1	1
1148	забудем что	1	1
1149	общения и	2	1
1150	предисловии к	1	1
1151	от контекста	1	1
1152	для данного	2	1
1153	говорит что	1	1
1154	мы употребляем	1	1
1155	эти усилия	1	1
1156	были найдены	1	1
1157	определяется его	1	1
1158	ручаться что	1	1
1159	здесь прежде	1	1
1160	на своего	2	1
1161	не что	2	1
1162	этих традиционных	1	1
1163	их для	1	1
1164	является как	1	1
1165	отметить что	1	1
1166	чтобы показать	2	1
1167	в мы	1	1
1168	убедиться в	1	1
1169	отчет в	1	1
1170	случае что	1	1
1171	как источника	1	1
1172	право говорить	3	1
1173	и остается	1	1
1174	слов о	2	1
1175	он передает	1	1
1176	то дело	1	1
1177	настоящее время	2	1
1178	тезис о	1	1
1179	имеем право	1	1
1180	а вот	1	1
1181	них есть	1	1
1182	заметить что	1	1
1183	реагировать на	1	1
1184	в контексте	2	1
1185	предела за	1	1
1186	мечтать о	1	1
1187	указано ниже	1	1
1188	нам право	1	1
1189	на пороге	1	1
1190	его действительном	1	1
1191	именно так	2	1
1192	следующим образом	1	1
1193	за него	1	1
1194	объяснение в	2	1
1195	менее важно	1	1
1196	содержание его	1	1
1197	есть по	1	1
1198	отношения в	1	1
1199	свои основания	1	1
1200	или очень	1	1
1201	не умеет	1	1
1202	это что	1	1
1203	в данной	1	1
1204	исходит из	2	1
1205	в атмосфере	2	1
1206	бы знать	1	1
1207	именно с	3	1
1208	и заслуживает	1	1
1209	русский язык	9	1
1210	не давал	1	1
1211	шаг вперед	1	1
1212	теперь а	1	1
1213	имели бы	1	1
1214	слово как	1	1
1215	были бы	2	1
1216	в системе	3	1
1217	которой в	1	1
1218	не просто	7	1
1219	но так	2	1
1220	в обращении	1	1
1221	этот основной	1	1
1222	есть также	1	1
1223	свое собственное	1	1
1224	здесь из	1	1
1225	в культурной	1	1
1226	несколько слов	3	1
1227	д все	1	1
1228	лишь тогда	1	1
1229	только не	1	1
1230	которой я	1	1
1231	где как	1	1
1232	той мере	6	1
1233	и политическая	1	1
1234	еще одну	1	1
1235	то оно	2	1
1236	аналогией с	1	1
1237	сейчас в	1	1
1238	как такового	2	1
1239	человеку не	1	1
1240	что иное	2	1
1241	что целый	2	1
1242	первого из	1	1
1243	в дальнейших	1	1
1244	отдельные его	1	1
1245	своему содержанию	1	1
1246	и больше	1	1
1247	самых высоких	1	1
1248	получил у	1	1
1249	у целого	1	1
1250	на том	4	1
1251	внимание на	5	1
1252	с отдельными	1	1
1253	время в	2	1
1254	получает в	1	1
1255	более глубоко	1	1
1256	и следующий	1	1
1257	быть в	2	1
1258	это я	1	1
1259	сравнить с	1	1
1260	в моей	1	1
1261	сущности и	1	1
1262	то для	2	1
1263	всем и	1	1
1264	к средствам	1	1
1265	и раньше	1	1
1266	только во	1	1
1267	сложным словом	3	1
1268	глаза на	2	1
1269	даже как-то	1	1
1270	время о	1	1
1271	так по	1	1
1272	вместо него	1	1
1273	и один	1	1
1274	наше внимание	1	1
1275	которых были	1	1
1276	можно рассматривать	1	1
1277	то она	2	1
1278	поставлен в	1	1
1279	если оно	1	1
1280	говорит он	1	1
1281	первая часть	1	1
1282	бы только	1	1
1283	ли и	1	1
1284	вкуса и	3	1
1285	или не	1	1
1286	ничего более	1	1
1287	его значении	1	1
1288	и некоторые	1	1
1289	ее от	1	1
1290	в совершении	1	1
1291	связывается с	1	1
1292	то не	2	1
1293	именно здесь	1	1
1294	отделаться от	1	1
1295	не нуждается	1	1
1296	быть только	3	1
1297	значение так	1	1
1298	предпосылки что	1	1
1299	пример из	2	1
1300	приемов и	3	1
1301	ссылки на	1	1
1302	контекста примеры	1	1
1303	следует понимать	1	1
1304	человек в	1	1
1305	том и	3	1
1306	которое и	1	1
1307	из той	1	1
1308	следовательно и	2	1
1309	многочисленные доказательства	1	1
1310	заимствованные из	1	1
