N	3gram	Potebnia_M	Komedia
208	только после того	1	1
209	по крайней мере	8	1
210	время как в	1	1
211	потому что он	3	1
212	что и мы	1	1
213	в свое время	1	1
214	что же касается	1	1
215	то что в	2	1
216	к этому что	1	1
217	во время своего	1	1
218	в разной мере	2	1
219	как один из	1	1
220	принадлежат к одному	1	1
221	повторяют друг друга	1	1
222	но никак не	2	1
223	ответ на это	2	1
224	в настоящее время	1	1
225	так как все	1	1
226	из этих слов	2	1
227	со всех сторон	3	1
228	он может быть	1	1
229	не было бы	2	1
230	в противном случае	1	1
231	на одном из	1	1
232	из себя и	1	1
233	о том почему	1	1
234	не что иное	1	1
235	в каждой из	1	1
236	и та же	2	1
237	еще до этого	1	1
238	с другом и	1	1
239	него самого и	1	1
240	состоит не в	2	1
241	так и на	1	1
242	самой своей природе	1	1
243	том в чем	1	1
244	и о том	1	1
245	и отнести к	1	1
246	о котором речь	1	1
247	тем же словом	3	1
248	не прибавляет к	1	1
249	которые могут быть	1	1
250	по которым оно	1	1
251	для нас этот	1	1
252	с одной точки	1	1
253	не менее в	1	1
254	в мире для	1	1
255	во-вторых потому что	1	1
256	тому что она	1	1
257	одна и та	2	1
258	можем судить о	1	1
259	но только не	1	1
260	том случае если	1	1
261	что иное как	1	1
262	отношению ко всем	1	1
263	и вслед за	1	1
264	он был бы	1	1
265	попытка найти его	1	1
266	вопрос о том	1	1
267	тому как мы	1	1
268	в том виде	2	1
269	что ему делать	1	1
270	сама по себе	3	1
271	мы не можем	5	1
272	ничего не прибавляет	1	1
273	потому что они	1	1
274	если бы не	1	1
