N	3gram	Losev_Prob	KulturaY
144	прежде всего в	1	2
145	в результате этого	1	2
146	можно сказать что	4	2
147	до некоторой степени	4	2
148	вовсе не только	1	2
149	и в особенности	1	2
150	мы видели выше	2	2
151	какой мере не	3	2
152	что на самом	1	2
153	в большей степени	1	2
154	не что иное	3	2
155	одним и тем	1	2
156	можно ли в	1	2
157	должен был бы	1	2
158	то только потому	1	2
159	что он лишен	1	2
160	что еще до	1	2
161	а вовсе не	1	2
162	что иное как	3	2
163	все же остается	1	2
164	едва ли не	1	2
165	также и в	2	2
166	все подобного рода	1	2
167	потому что они	2	2
168	как одно из	1	1
169	хотя и с	1	1
170	же все это	1	1
171	может быть это	1	1
172	ясно также что	1	1
173	сделать в связи	1	1
174	смысле слова и	1	1
175	и каждый раз	1	1
176	откуда следует что	1	1
177	никак не может	2	1
178	ни на какие	1	1
179	однако ясно что	1	1
180	и как именно	1	1
181	войне и мире	1	1
182	я не хочу	1	1
183	на том что	1	1
184	не есть какая-то	1	1
185	в силу которого	1	1
186	себя самого и	1	1
187	это одно из	1	1
188	своей книге о	1	1
189	том чтобы в	1	1
190	не сам по	2	1
191	и в обществе	1	1
192	прежде всего что	1	1
193	не значит что	1	1
194	и учение о	1	1
195	в коем случае	3	1
196	в братьях карамазовых	1	1
197	все равно не	1	1
198	а именно что	1	1
199	крайней мере в	3	1
200	таким же образом	1	1
201	что в данном	2	1
202	во что бы	1	1
203	того чтобы понять	1	1
204	свидетельствует о том	1	1
205	они уже не	1	1
206	которые могли бы	1	1
207	во-вторых с точки	1	1
208	уже по одному	2	1
209	политической и экономической	1	1
210	однако было бы	1	1
211	то что вы	1	1
212	но не только	1	1
213	а в роли	1	1
214	все более и	1	1
215	именно потому что	1	1
216	а если мы	1	1
217	уже с самого	1	1
218	то же что	1	1
219	ни в коем	3	1
220	за что не	1	1
221	том что мы	1	1
222	той и другой	1	1
223	на фоне этого	1	1
224	и даже в	1	1
225	по аналогии с	1	1
226	бы обратить внимание	1	1
227	том что в	1	1
228	в том или	3	1
229	в х годах	1	1
230	если не считать	1	1
231	и никогда не	2	1
232	виду не только	1	1
233	не только не	1	1
234	и я не	1	1
235	мы должны сказать	1	1
236	не имеет ничего	2	1
237	в последнее время	1	1
238	то ни было	2	1
239	также и то	2	1
240	у нас еще	1	1
241	несмотря на все	1	1
242	о революции здесь	1	1
243	которая может быть	1	1
244	которая была бы	1	1
245	в своем месте	1	1
246	то же самое	2	1
247	до того что	1	1
248	о котором он	1	1
249	по этому поводу	4	1
250	с тех пор	1	1
251	в г а	1	1
252	в своей книге	1	1
253	что здесь налицо	1	1
254	а именно в	3	1
255	и в его	1	1
256	но еще и	1	1
257	что представление о	1	1
258	смысловом отношении они	1	1
259	одном и том	1	1
260	не о чем	1	1
261	то это значит	1	1
262	для нас в	2	1
263	но это не	1	1
264	и о том	2	1
265	о том чтобы	1	1
266	а также и	3	1
267	то ни стало	1	1
268	само собой разумеется	2	1
269	что это и	1	1
270	или иначе но	1	1
271	с тем же	1	1
272	и том же	1	1
273	не удивительно что	1	1
274	заключается не в	1	1
275	мы находим в	3	1
276	который как мы	1	1
277	одним из самых	1	1
278	но и в	2	1
279	и является наиболее	1	1
280	нельзя понимать как	1	1
281	к другому и	2	1
282	крайней мере об	1	1
283	по своему значению	1	1
284	дело свое он	1	1
285	это не имеет	2	1
286	нашем смысле слова	4	1
287	в это время	3	1
288	на очень высокой	1	1
289	ту или иную	1	1
290	заключается не только	1	1
291	могут рассматриваться как	1	1
292	это можно было	1	1
293	хотелось бы обратить	1	1
294	к выводу что	1	1
295	и не было	1	1
296	это не только	1	1
297	одному тому что	1	1
298	найти и в	2	1
299	должны сказать что	1	1
300	связи с этим	1	1
301	для перехода от	1	1
302	более и более	1	1
303	и не нужно	1	1
304	х годах прошлого	1	1
305	коем случае нельзя	1	1
306	то время как	4	1
307	в войне и	1	1
308	не в силах	3	1
309	и для нас	1	1
310	ни за что	1	1
311	вовсе не есть	2	1
312	в одной из	1	1
313	что бы то	1	1
314	и в частности	4	1
315	всего то что	2	1
316	и с точки	1	1
317	именно в этом	1	1
318	об этом можно	1	1
319	далеко не все	1	1
320	дело в том	4	1
321	один к другому	1	1
322	том что и	1	1
323	что дело здесь	1	1
324	это и не	2	1
325	и ничего не	1	1
326	в одном и	1	1
327	да и то	1	1
328	по одному тому	1	1
329	если бы все	1	1
330	это уже не	2	1
331	уже не просто	1	1
332	здесь можно сказать	1	1
333	так что в	1	1
334	с самого начала	3	1
335	она основана на	1	1
336	лишь с большим	1	1
337	и то что	3	1
338	в котором можно	1	1
339	если и есть	1	1
340	но и для	1	1
341	к ним как	1	1
342	и все же	1	1
343	у нас как	1	1
344	но за то	1	1
345	такой точки зрения	1	1
346	потому что у	1	1
347	по его мнению	1	1
348	еще и потому	2	1
349	том смысле как	1	1
350	он все еще	1	1
351	но в силу	1	1
352	то что я	1	1
353	в предисловии к	2	1
354	если мы будем	1	1
355	одно общее замечание	1	1
356	мы находим и	2	1
357	далеко не всегда	3	1
358	ясно поэтому что	1	1
359	свое значение и	1	1
360	в году в	1	1
361	что несмотря на	1	1
362	до самого последнего	1	1
363	под тем же	1	1
364	в сущности говоря	1	1
365	как указание на	1	1
