N	3gram	Tiupa_Hudo	Formalny
176	а не только	1	1
177	со своей стороны	1	1
178	в чистом виде	1	1
179	произведение искусства есть	1	1
180	в этих случаях	1	1
181	об отсутствии в	1	1
182	в том и	2	1
183	не утрачивает своей	1	1
184	но он не	2	1
185	той или иной	5	1
186	вследствие того что	1	1
187	отдельности и в	1	1
188	вне произведения как	1	1
189	на фоне этой	1	1
190	становления и развития	1	1
191	о том что	1	1
192	по крайней мере	1	1
193	говорить об искусстве	1	1
194	и в самом	3	1
195	ту или иную	2	1
196	во внутренней речи	1	1
197	в искусстве не	1	1
198	и который в	1	1
199	с самим собою	1	1
200	в общественном сознании	2	1
201	можно сказать что	3	1
202	в основе всех	1	1
203	а в его	1	1
204	как впрочем и	1	1
205	конститутивным моментом самого	1	1
206	в то время	1	1
207	друг другу и	1	1
208	между ними могут	1	1
209	существует не для	1	1
210	в нем определенные	1	1
211	мира и его	1	1
212	не что иное	1	1
213	что иное как	1	1
214	ни в коем	2	1
215	одно и то	3	1
216	языка не может	1	1
217	только в искусстве	1	1
218	или иного жанра	3	1
219	заключается в том	1	1
220	так и его	1	1
221	глубже чем это	1	1
222	во всей его	2	1
223	о литературе как	1	1
224	в особенности в	1	1
225	в новое время	1	1
226	в каком мы	1	1
227	входит в состав	1	1
228	произведения искусства в	1	1
229	в том отношении	1	1
230	как особого рода	1	1
231	мы нигде не	1	1
232	события в этом	1	1
233	том случае если	1	1
234	схемы и в	1	1
235	языка но и	1	1
236	по своей природе	2	1
237	та или иная	1	1
238	искусства в его	1	1
239	коем случае не	2	1
240	является одним из	1	1
241	каком мы говорим	1	1
242	это и есть	1	1
243	до конца однако	1	1
244	того же типа	1	1
245	таким образом с	1	1
