N	3gram	Tiupa_Narr	Hudozhes
342	завершенная и строго	1	1
343	то же самое	3	1
344	не входит в	1	1
345	ни субъективным как	1	1
346	стабильно дифференцированном и	1	1
347	ее полные розовые	1	1
348	том случае если	1	1
349	в конце предыдущего	1	1
350	но и внутренне	1	1
351	знания убеждения мнения	1	1
352	у себя в	1	1
353	внутренней речи как	1	1
354	том или ином	1	1
355	более того личность	1	1
356	при всей своей	1	1
357	что иное как	1	1
358	тогда как в	2	1
359	как субъекта самоопределения	2	1
360	еще и потому	1	1
361	определений таков что	1	1
362	задаваемый читателю ракурс	1	1
363	например так и	1	1
364	только то что	1	1
365	не проходит бесследно	1	1
366	вести речь о	1	1
367	же время они	1	1
368	как бы в	2	1
369	едва ли не	2	1
370	пределах кадрового единства	1	1
371	наличии у него	1	1
372	самом начале этой	1	1
373	классика xix столетия	1	1
374	и не происходит	1	1
375	кадры читательского восприятия	1	1
376	перед нами не	2	1
377	отграниченная система смыслов	1	1
378	из того что	1	1
379	бахтин говорил о	1	1
380	не тот кто	1	1
381	имея в виду	1	1
382	читателя находится или	1	1
383	мягкую белую шею	1	1
384	автора и читателя	1	1
385	в молчание бахтин	1	1
386	или пожелает представить	1	1
387	кротким мягким взглядом	1	1
388	мысли м.м бахтина	1	1
389	имеем дело с	4	1
390	классический реализм xix	1	1
391	душевная характеристика душечки	1	1
392	читаем это была	1	1
393	пребывания в мире	2	1
394	в полной мере	1	1
395	организатор коммуникативного события	1	1
396	тексте а не	1	1
397	белую шею с	1	1
398	из этих сторон	1	1
399	при этом у	1	1
400	в области литературы	1	1
401	вводятся автором в	1	1
