N	3gram	Vinokur_Ku	Myshleni
245	потому что она	2	2
246	если таким образом	1	2
247	сказать что оно	1	2
248	таким образом если	1	2
249	это на примере	1	2
250	но только в	1	2
251	тем более что	1	2
252	речи а ее	1	2
253	является определяющим для	1	2
254	не находится в	2	2
255	к которому он	1	2
256	и с другой	1	2
257	в сущности и	1	2
258	нет никаких оснований	1	2
259	тем самым мы	1	2
260	у нас на	1	2
261	чтобы уяснить себе	1	2
262	того чтобы с	1	2
263	нас в том	1	2
264	не только для	1	2
265	как это часто	1	2
266	как именно в	1	2
267	и на самых	1	2
268	и может быть	1	2
269	это не имеет	1	2
270	в силу своей	1	2
271	не только у	1	2
272	имеет еще и	1	2
273	и в сфере	1	2
274	потому что как	1	2
275	но все это	1	2
276	в действии и	1	2
277	что мы имеем	2	2
278	есть в этом	1	2
279	стадия в развитии	1	2
280	не только потому	3	2
281	тем или иным	1	2
282	так же невозможно	1	2
283	к осознанию и	1	2
284	и все же	1	2
285	и приводит к	1	2
286	в этом последнем	1	2
287	новые и новые	1	2
288	тех функций которые	1	2
289	убеждает нас в	1	2
290	в одно и	1	2
291	на основе такого	1	2
292	и на все	1	2
293	письменной речи не	1	2
294	а только в	2	2
295	я не хочу	1	2
296	что оно не	1	2
297	вовсе не в	1	2
298	в определенных отношениях	1	2
299	которые могли бы	1	2
300	в первые годы	1	2
301	до некоторой степени	1	2
302	было бы неправильно	1	2
303	речи но для	1	2
304	в том случае	3	2
305	на точку зрения	1	2
306	нужно было бы	3	2
307	лишь в той	2	2
308	может быть не	1	2
309	того что слово	1	2
310	чтобы показать что	2	2
311	легко заметить что	1	2
312	сказал бы что	1	2
313	исходит из того	1	2
314	по себе не	1	2
315	таким образом не	1	2
316	и там где	2	2
317	мысль и речь	1	2
318	в своей книге	1	2
319	и в его	1	2
320	в большинстве случаев	2	2
321	в этих случаях	1	2
322	том случае если	3	2
323	показать что в	1	2
324	он должен быть	2	2
325	мы не знаем	1	2
326	это часто бывает	1	2
327	общего учения о	1	2
328	об этом в	1	2
329	целый ряд слов	1	2
330	чтобы ответить на	1	2
331	на ту же	1	2
332	что к этому	1	2
333	что все это	2	2
334	и не только	1	2
335	и с точки	1	2
336	когда речь идет	1	2
337	зависимости от того	1	2
338	и ничего не	1	2
339	только для того	2	2
340	в этой фразе	1	2
341	этого слова и	2	2
342	они ни были	1	2
343	во всех этих	1	2
344	на то как	1	2
345	в другом случае	1	2
346	сводится к тому	2	2
347	на этом пути	1	2
348	и в области	1	2
349	тот или иной	1	2
350	целом и в	1	1
351	отношению к которому	1	1
352	слов которые в	1	1
353	как они приобретают	1	1
354	обстоит дело в	1	1
355	же значение в	1	1
356	что говоря о	1	1
357	все то что	1	1
358	ясно что в	2	1
359	вопрос какие же	1	1
360	и должен был	1	1
361	этом отношении и	1	1
362	одном ряду с	1	1
363	если бы к	1	1
364	но было бы	1	1
365	друг другу так	1	1
366	что можно было	1	1
367	и если не	1	1
368	они возникли в	1	1
369	живет и развивается	1	1
370	в том или	1	1
371	том что если	1	1
372	и на том	1	1
373	и все те	1	1
374	что это действительно	1	1
375	письменной речи можно	1	1
376	предисловии к книге	1	1
377	говоря уже о	1	1
378	невозможно с точки	1	1
379	своей точки зрения	1	1
380	дело не в	3	1
381	говорить и о	2	1
382	потому должно быть	1	1
383	за собой и	1	1
384	языка по сравнению	1	1
385	только о том	1	1
386	что они разумеют	1	1
387	смысл только в	1	1
388	далеко не всегда	1	1
389	бы и не	1	1
390	но даже и	2	1
391	и во многих	1	1
392	что оно слишком	1	1
393	что интерес к	1	1
394	так или иначе	3	1
395	по своему содержанию	1	1
396	в любой из	1	1
397	было бы привести	2	1
398	от того чтобы	1	1
399	имеет первостепенное значение	1	1
400	совершенно ясно что	1	1
401	не следует что	1	1
402	во многих других	1	1
403	данного слова в	1	1
404	том что на	1	1
405	первого же момента	1	1
406	все другие проявления	1	1
407	точки зрения законов	1	1
408	что в самом	1	1
409	речи заключается в	1	1
410	на учение о	1	1
411	в области изучения	1	1
412	во многих случаях	1	1
413	с этим словом	1	1
414	но также и	2	1
415	дальше по пути	1	1
416	был бы вполне	1	1
417	в качестве основного	1	1
418	условия в которых	2	1
419	также и тогда	1	1
420	внутренняя речь всегда	1	1
421	каждый данный момент	1	1
422	в которых оно	1	1
423	это все же	2	1
424	они разумеют под	1	1
425	и в самых	1	1
426	отношений и связей	1	1
427	не нуждается в	1	1
428	первого из этих	1	1
429	возразить против того	1	1
430	все это не	3	1
431	в буквальном смысле	1	1
432	прежде всего от	1	1
433	в котором оказываются	1	1
434	отношении его к	1	1
435	всего то что	1	1
436	на наших глазах	1	1
437	не потому чтобы	2	1
438	по существу это	1	1
439	этот вопрос о	1	1
440	что для нас	1	1
441	прежде всего то	1	1
442	те или иные	2	1
443	обе эти проблемы	1	1
444	а также и	1	1
445	который в своем	1	1
446	отнюдь не является	1	1
447	я думаю что	1	1
448	к нашей теме	1	1
449	может и не	1	1
450	совершенно прав когда	1	1
451	речь в которой	2	1
452	как только она	1	1
453	для данной ситуации	1	1
454	лишь тогда когда	1	1
455	том основании что	1	1
456	чуть ли не	3	1
457	как бы часть	1	1
458	не годится для	1	1
459	точки зрения грамматической	1	1
460	иначе как с	2	1
461	этого процесса как	1	1
462	том и в	1	1
463	то тем самым	1	1
464	в каждой из	1	1
465	прежде всего на	1	1
466	в его отдельных	1	1
467	родного языка в	1	1
468	это не мешает	1	1
469	было бы однако	1	1
470	по крайней мере	11	1
471	в данный момент	2	1
472	в пределах данной	1	1
473	языка и что	2	1
474	с большим основанием	1	1
475	было известно и	1	1
476	тем что ему	1	1
477	в другом отношении	1	1
478	столько же сколько	1	1
479	то все равно	1	1
480	в науку в	1	1
481	было бы сказать	2	1
482	в виду не	2	1
483	на вопросе о	1	1
484	свидетельствуют о том	1	1
485	все дело в	1	1
486	состоит не в	2	1
487	чем с помощью	1	1
488	которые говорили бы	2	1
489	как впрочем и	1	1
490	простор и свободу	1	1
491	потому что не	2	1
492	бы речь шла	1	1
493	частный случай но	1	1
494	трудно было бы	2	1
495	если бы речь	1	1
496	это наблюдается в	1	1
497	до тех пор	1	1
498	только в контексте	1	1
499	альфа и омега	1	1
500	пр и пр	2	1
501	мы с помощью	1	1
502	всего этого процесса	1	1
503	очень широкое распространение	1	1
504	не представляет себе	1	1
505	в какой они	1	1
506	это еще не	1	1
507	они не имеют	1	1
508	рабочих и крестьян	1	1
509	всех этих случаях	1	1
510	и все его	1	1
511	значения и смысла	1	1
512	этом случае он	1	1
513	становится для нас	1	1
514	речи и не	1	1
515	значение этого вопроса	1	1
516	что она способна	1	1
517	главным образом в	1	1
518	в сущности к	1	1
519	прежде всего потому	2	1
520	того чтобы вообще	1	1
521	бы в нашем	1	1
522	таких слов как	1	1
523	с тем чтобы	1	1
524	на самых низких	1	1
525	это речь в	1	1
526	в разных языках	1	1
527	понимать под этим	1	1
528	шаг вперед в	1	1
529	языка но и	2	1
530	до наших дней	1	1
531	том смысле как	1	1
532	после того что	1	1
533	мы сталкиваемся с	1	1
534	чтобы можно было	1	1
535	что оно приводит	1	1
536	которых мы должны	1	1
537	все это в	1	1
538	в силу той	1	1
539	отношения и связи	1	1
540	этом последнем случае	1	1
541	было бы понять	1	1
542	не в результате	1	1
543	зависит не только	1	1
544	потому что если	1	1
545	но и для	1	1
546	же в сущности	1	1
547	таков должен быть	1	1
548	в каждом данном	1	1
549	как совершается самый	1	1
550	и т д	21	1
551	потому что я	1	1
552	тех пор пока	1	1
553	на следующем примере	1	1
554	именно это и	1	1
555	должна уступить место	1	1
556	данный момент в	1	1
557	рано или поздно	2	1
558	приходится иметь дело	1	1
559	не понятое его	1	1
560	оно заключается в	1	1
561	в противоречии с	2	1
562	на том основании	1	1
563	в пределах своего	1	1
564	для этого необходимо	1	1
565	в действительности и	1	1
566	которому он принадлежит	1	1
567	наблюдений над языком	1	1
568	по его мнению	1	1
569	ибо всякое слово	1	1
570	сводится в сущности	1	1
571	случае если бы	1	1
572	того чтобы дать	2	1
573	чтобы понять что	1	1
574	еще с одной	1	1
575	то же в	2	1
576	в силу которого	1	1
577	но и у	1	1
578	в этом слове	2	1
579	на том же	1	1
580	но не до	1	1
581	в самой различной	1	1
582	речь может быть	1	1
583	со своей точки	1	1
584	принципиально нового в	1	1
585	отсюда следует что	2	1
586	мне хотелось бы	1	1
587	не выходит за	1	1
588	меньше чем в	1	1
589	прежде всего что	1	1
590	что этот закон	1	1
591	всего тем что	1	1
592	еще один пример	2	1
593	прямой связи с	1	1
594	того как мы	1	1
595	не может уже	1	1
596	в случае с	1	1
597	изучение родного языка	1	1
598	не значит что	1	1
599	не в том	5	1
600	в строгом смысле	1	1
601	предположить что в	1	1
602	язык есть средство	1	1
603	значение для всего	1	1
604	и пр и	2	1
605	того кто его	1	1
606	несет на себе	1	1
607	как с помощью	2	1
608	как например в	1	1
609	но только потому	1	1
610	возникает целый ряд	1	1
611	того же рода	1	1
612	иметь в виду	1	1
613	слово а не	1	1
614	но так же	1	1
615	но для этого	1	1
616	отношении между ними	1	1
617	в одном ряду	1	1
618	но и с	1	1
619	данного значения в	1	1
620	как и всякая	1	1
621	и в то	1	1
622	это же относится	1	1
623	зависит прежде всего	1	1
624	все же и	3	1
625	что в них	2	1
626	в таком понимании	1	1
627	так как во	1	1
628	в известном возрасте	1	1
629	и есть в	2	1
630	он несет на	1	1
631	мы сказали бы	1	1
632	из других областей	1	1
633	по себе и	1	1
634	это не значит	1	1
635	мысли может быть	1	1
636	очевидно что в	1	1
637	оставляя в стороне	1	1
638	приводит к положению	1	1
639	вследствие того что	2	1
640	в развитии научного	1	1
641	можно говорить и	1	1
642	поэтому было бы	1	1
643	несмотря на все	1	1
644	всего потому что	2	1
645	должен быть поставлен	1	1
646	для нас особенно	1	1
647	не прав когда	1	1
648	справедливо указывает что	1	1
649	не в силах	1	1
650	не сказал бы	1	1
651	что целый ряд	2	1
652	для этой цели	1	1
653	следовательно и в	1	1
654	в широком смысле	2	1
655	это потому что	1	1
656	живой речи в	1	1
657	речи с другой	1	1
658	это есть чисто	1	1
659	самых низких ступенях	1	1
660	в истории языка	1	1
661	это не могло	1	1
662	совершается в пределах	1	1
663	из той же	1	1
664	и в том	2	1
665	мысли с помощью	1	1
666	не только специфические	1	1
667	если так то	1	1
668	большей или меньшей	2	1
669	языка так как	1	1
670	что это есть	1	1
671	предполагать что эти	1	1
672	в каждый данный	1	1
673	с этим мы	1	1
674	из того факта	1	1
675	мере того как	3	1
676	заключалась в том	1	1
677	легко убедиться что	1	1
678	не только от	1	1
679	что же представляет	1	1
680	как только мы	1	1
681	потому что так	2	1
682	том или ином	1	1
683	единство звука и	1	1
684	привести к такому	1	1
685	по мере того	3	1
686	средство социального общения	2	1
687	не есть нечто	1	1
688	чем он должен	1	1
689	это можно было	1	1
690	что же это	1	1
691	которые хотя и	1	1
692	он я не	1	1
693	стадию в историческом	1	1
694	в нем с	1	1
695	легко пояснить на	1	1
696	речи все эти	1	1
697	это действительно так	1	1
698	того чтобы быть	2	1
699	всяком случае все	1	1
700	ее от речи	1	1
701	но что же	1	1
702	в одинаковых условиях	1	1
703	что на известной	1	1
704	хотя и не	1	1
705	слова потому что	1	1
706	точки зрения а	1	1
707	одно из самых	1	1
708	может быть решена	1	1
709	и здесь мы	1	1
710	только в той	1	1
711	задача стоявшая перед	1	1
712	должен был бы	1	1
713	того как они	1	1
714	она все же	1	1
715	оно приводит к	1	1
716	в его речи	1	1
717	с первого же	2	1
718	также и в	1	1
719	понимать то что	1	1
720	и не потому	1	1
721	вперед в области	1	1
722	тем что он	1	1
723	но во всяком	1	1
724	в которой это	1	1
725	и вовсе не	4	1
726	вовсе не следует	1	1
727	в русском языке	13	1
728	в целом от	1	1
729	да и по	1	1
730	с формальной стороны	1	1
731	в известных случаях	1	1
732	того чтобы в	1	1
733	только и сделали	1	1
734	не могло не	1	1
735	в свете которых	1	1
736	против того что	1	1
737	то это потому	1	1
738	вопроса о природе	1	1
739	на этом же	1	1
740	мне кажется что	1	1
741	языка и его	1	1
742	в таких случаях	3	1
743	не говоря уже	2	1
744	большое число слов	1	1
745	отношению к элементам	1	1
746	точки зрения как	1	1
747	он был бы	1	1
748	идет речь в	2	1
749	у нас нет	1	1
750	должны привести к	1	1
751	обратить внимание на	2	1
752	до конца и	1	1
753	речь как на	1	1
754	что несмотря на	1	1
755	свой смысл и	1	1
756	но с другой	1	1
757	со всем тем	1	1
